SSC_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SSC22292,5,4,16,51,83,62,13,0,0,236,18,6,7,7,14,33,15,4,0,103,3,0,0,3,3,3,0,0,0,18,0,0,0,5,5,0,0,0,0,13,26,15,25,64,104,105,31,3,3,364,0,0,0,0,5,3,0,0,0,10,0,0,0,0,0,0,6,0,0,11,0,3,4,0,5,5,6,0,0,20,26,16,27,62,104,108,30,3,3,384,26,4,5,7,3,29,89,45,19,236,4,7,3,3,12,14,10,6,0,59,53,22,39,72,123,150,135,58,25,678,0,8,15,22,44,36,4,0,0,124,14,20,18,30,48,57,17,0,0,200,0,0,5,4,0,0,0,0,0,14,3,0,0,3,0,0,0,0,0,11,18,30,29,64,88,96,22,3,0,350,0,0,0,0,3,3,0,0,0,7,4,0,0,3,3,3,0,0,0,17,4,0,0,5,5,7,3,0,0,23
SSC22293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22294,67,198,497,452,558,418,55,5,0,2269,113,89,72,39,62,86,65,5,0,538,6,7,10,7,22,23,8,0,0,87,9,9,12,6,14,10,3,0,0,58,198,300,594,502,654,550,134,14,0,2947,8,11,10,14,15,18,3,0,0,79,29,3,5,0,3,4,3,0,0,46,36,12,15,19,25,22,3,0,0,127,236,311,605,518,682,571,138,14,0,3076,171,42,35,30,61,122,314,201,74,1054,16,23,27,23,44,43,29,16,10,237,422,375,667,574,786,742,478,229,86,4369,29,139,265,206,345,199,24,0,0,1198,141,136,232,289,345,237,63,3,0,1441,7,7,41,19,13,34,3,0,0,126,3,8,3,6,15,6,3,0,0,48,178,292,546,519,711,480,92,3,0,2817,6,20,4,3,11,11,0,0,0,54,33,7,10,16,15,7,0,0,0,94,42,23,11,24,24,15,0,0,0,139
SSC22295,0,4,21,15,42,46,27,0,0,158,7,5,9,11,15,20,39,7,0,113,0,0,0,0,0,3,7,0,0,16,0,0,0,0,0,0,0,0,0,5,12,11,28,28,58,71,75,8,0,296,0,3,0,3,3,4,0,0,0,8,0,0,0,0,0,5,4,0,0,6,0,3,0,3,5,6,4,0,0,18,12,10,28,34,61,79,75,8,0,314,9,5,3,8,9,38,138,105,26,336,0,3,3,3,6,9,21,15,0,67,19,17,30,45,82,132,238,131,25,723,0,0,6,13,14,25,11,0,0,76,14,4,10,24,16,35,33,4,0,148,0,0,0,0,0,4,4,0,0,12,0,0,0,3,0,0,0,0,0,4,12,4,17,43,39,67,48,9,0,247,0,0,0,3,0,0,0,0,0,4,0,4,0,0,0,3,0,0,0,3,0,4,0,3,0,3,0,0,0,11
SSC22296,0,4,12,8,7,5,0,0,0,43,3,0,10,3,3,3,0,0,0,22,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,26,10,19,10,0,0,0,74,0,0,0,0,5,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,0,0,12,3,11,26,10,24,9,0,0,0,81,3,0,3,8,7,9,20,26,0,75,0,0,3,0,0,3,3,0,0,18,11,12,31,18,29,29,20,22,0,178,0,0,6,3,8,5,4,0,0,30,12,7,11,9,11,7,0,0,0,62,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,6,23,18,12,12,4,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,7
SSC22297,5,12,60,54,42,25,4,0,0,206,8,9,10,7,3,11,3,0,0,58,0,3,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,16,28,75,65,48,38,10,0,0,271,0,4,8,7,3,0,0,0,0,18,0,0,0,0,0,4,0,0,0,3,0,4,8,7,3,4,0,0,0,19,16,34,77,71,51,41,10,0,0,290,5,5,7,7,10,11,17,14,0,83,3,0,10,3,3,8,0,0,0,23,23,39,91,82,59,58,22,14,0,398,0,11,47,29,33,30,0,0,0,145,12,15,36,22,23,10,3,0,0,129,0,0,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,12,23,87,51,57,46,6,0,0,282,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,3,0,3,0,3,0,0,0,0,8
SSC22298,6,16,125,130,83,60,7,0,0,428,14,14,29,25,13,7,4,0,0,108,0,0,3,3,0,0,3,0,0,10,0,3,7,3,3,0,0,0,0,12,20,28,161,162,103,69,15,0,0,556,0,3,7,3,3,3,0,0,0,22,3,3,0,0,0,0,0,0,0,6,3,3,10,3,10,3,0,0,0,32,21,36,169,168,109,73,15,0,0,591,23,14,9,13,25,18,28,21,11,157,4,0,5,10,8,6,3,0,0,36,45,53,181,188,135,92,51,21,11,779,0,14,102,84,57,29,3,0,0,294,14,13,30,60,30,37,5,0,0,193,0,0,10,8,3,3,0,0,0,23,0,0,3,0,0,0,0,0,0,5,14,35,148,160,89,69,9,0,0,525,0,0,3,5,3,3,0,0,0,13,3,0,5,3,3,0,0,0,0,21,3,4,12,4,3,4,0,0,0,27
SSC22299,3,96,889,708,402,198,50,3,0,2356,17,83,124,64,71,66,56,3,0,489,0,3,7,15,11,4,3,0,0,52,0,3,7,12,4,6,0,0,0,34,22,188,1032,796,493,280,107,12,3,2928,0,12,41,25,32,12,5,0,0,135,11,16,11,5,9,7,7,0,0,63,13,29,52,34,42,20,10,0,0,200,32,219,1082,834,529,307,118,12,3,3129,102,68,93,70,114,155,228,153,62,1050,15,36,126,71,64,66,50,34,16,481,153,325,1304,976,706,532,393,195,80,4665,3,133,772,441,305,134,25,0,0,1819,50,98,205,201,171,116,46,0,0,889,0,3,47,31,21,9,4,0,0,117,0,0,12,0,0,5,0,0,0,16,54,239,1035,678,494,266,69,0,0,2842,0,11,35,21,16,9,0,0,0,91,11,14,23,13,15,3,9,0,0,78,12,23,50,28,29,15,9,0,0,172
SSC22300,78,318,1114,1577,1168,539,56,3,0,4854,196,190,202,179,162,113,49,5,0,1097,14,13,37,24,22,23,8,0,0,131,11,11,34,31,24,11,0,0,0,121,298,524,1386,1807,1387,681,112,12,0,6201,31,48,63,29,32,24,0,0,0,237,72,30,16,10,4,5,0,0,0,138,106,79,82,46,42,29,4,0,0,381,405,603,1464,1846,1421,710,113,12,0,6575,427,121,117,106,142,186,434,261,119,1909,17,30,69,69,55,35,21,14,3,321,849,749,1655,2024,1622,927,569,290,122,8813,29,240,657,718,676,282,15,0,0,2620,286,267,495,792,538,261,33,0,0,2674,13,17,112,53,28,15,3,0,0,240,4,13,17,17,19,7,3,0,0,78,330,538,1283,1576,1263,558,57,3,0,5620,14,36,47,28,33,16,0,0,0,165,89,24,35,56,31,15,3,0,0,246,105,61,78,81,55,28,3,0,0,408
SSC22301,0,6,4,7,3,6,4,0,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,7,4,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,3,7,4,0,0,33,0,0,0,0,0,0,4,6,0,19,0,0,0,0,0,0,0,0,0,0,3,9,4,7,3,11,13,6,0,53,0,3,0,0,5,0,3,0,0,9,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22302,0,0,3,7,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,17,5,3,3,0,0,0,31,0,3,16,12,11,6,4,0,0,47,0,0,4,6,3,3,0,0,0,17,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,3,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22303,15,354,2921,1236,768,430,154,31,5,5921,71,294,420,159,118,116,141,34,3,1361,6,16,62,25,23,16,13,4,0,155,3,7,42,18,11,11,3,4,0,95,90,676,3447,1439,919,566,315,74,9,7537,4,23,96,58,35,24,3,0,0,246,17,61,26,10,10,9,9,0,0,147,19,89,121,71,46,35,13,0,0,396,110,757,3569,1513,971,597,333,74,9,7934,263,331,210,113,119,214,296,291,113,1948,53,124,435,188,132,90,76,42,17,1155,430,1209,4216,1814,1218,905,702,398,135,11033,18,502,2821,888,522,289,86,9,0,5138,119,402,662,304,235,231,132,19,3,2096,5,24,112,36,13,19,3,3,0,222,3,18,46,12,10,8,5,0,0,104,142,945,3641,1233,787,542,232,27,7,7559,0,23,90,43,22,13,0,0,0,196,32,91,68,34,19,17,3,0,0,265,34,122,155,77,43,23,3,0,0,460
SSC22304,18,303,2269,1019,497,282,60,4,0,4451,52,295,479,115,45,60,64,15,0,1126,0,18,62,19,8,17,4,0,0,127,0,13,44,14,0,7,0,0,0,77,74,629,2849,1160,560,362,129,19,3,5781,0,33,112,60,26,16,3,0,0,250,22,78,63,8,8,9,0,0,0,191,26,113,184,66,29,17,5,0,0,442,98,740,3035,1232,586,377,141,19,3,6225,199,567,328,72,44,96,164,87,23,1583,48,190,456,229,111,73,50,10,3,1165,343,1496,3821,1528,743,544,355,121,29,8976,20,331,1903,603,305,168,27,0,0,3358,76,296,599,170,103,107,59,3,0,1417,3,14,60,31,13,15,0,0,0,143,6,11,33,7,4,4,0,0,0,68,101,659,2598,815,421,297,88,3,3,4988,3,49,116,37,13,9,0,0,0,225,43,101,65,22,8,3,3,0,0,241,41,147,179,56,17,12,3,0,0,469
SSC22305,0,0,3,7,10,7,0,0,0,20,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,10,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,11,10,3,0,0,28,0,0,0,0,0,0,6,0,0,13,0,0,0,0,0,0,3,0,0,3,0,0,3,9,11,12,9,3,3,47,0,0,4,0,0,0,0,0,0,7,0,0,3,3,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22306,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,4,3,0,0,15,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22307,0,0,5,3,6,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,3,0,0,0,19,3,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,5,3,6,13,5,3,0,32,0,0,0,0,0,3,0,0,0,3,0,0,0,0,7,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22308,0,19,151,186,128,62,13,0,0,566,12,20,27,33,20,17,8,0,0,134,0,0,10,5,3,0,0,0,0,23,3,0,3,9,3,0,0,0,0,15,12,44,195,238,150,84,17,0,0,737,0,0,15,9,4,3,0,0,0,30,6,0,3,4,0,5,0,0,0,19,5,6,12,8,3,7,0,0,0,46,18,44,206,247,155,88,20,0,0,782,24,14,13,15,11,27,60,36,21,232,3,0,10,16,7,11,6,3,0,63,41,63,234,276,179,127,89,46,20,1079,0,23,138,112,81,35,7,0,0,393,16,20,36,88,52,38,4,0,0,257,0,0,7,13,3,0,0,0,0,23,0,3,0,3,0,0,0,0,0,5,16,48,186,208,134,67,9,0,0,676,0,0,0,0,0,0,0,0,0,7,7,4,6,9,0,0,0,0,0,21,8,4,6,9,0,8,0,0,0,33
SSC22309,6,29,81,122,123,103,10,0,0,474,22,21,19,22,17,31,25,3,0,166,3,4,3,4,0,5,3,0,0,21,0,4,3,3,0,3,0,0,0,13,29,57,107,143,148,141,36,3,0,669,3,3,6,7,4,4,0,0,0,27,3,4,0,0,0,0,3,0,0,13,7,8,6,7,4,7,3,0,0,43,37,68,117,148,152,149,39,3,0,709,44,22,11,3,14,52,102,71,42,347,6,6,9,14,10,6,17,4,7,70,88,89,134,164,173,202,153,77,47,1129,9,23,51,65,91,51,12,0,0,294,37,43,39,79,68,75,15,0,0,356,3,3,10,9,12,7,0,0,0,37,0,0,0,0,0,0,0,0,0,4,49,69,98,145,175,128,25,0,0,693,0,3,8,0,3,0,0,0,0,16,7,10,5,3,5,3,0,0,0,34,8,10,9,3,11,8,0,0,0,46
SSC22310,0,3,4,8,11,9,3,0,0,35,3,0,3,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,17,11,8,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,10,5,17,11,8,0,0,50,0,0,0,0,3,5,3,3,0,18,0,0,0,0,0,0,3,0,0,8,3,3,10,7,24,14,9,3,0,80,0,0,3,3,8,4,0,0,0,18,0,3,3,0,4,4,0,0,0,16,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,6,3,14,13,3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
SSC22311,3,5,3,0,14,7,0,0,0,30,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,10,7,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,10,7,0,0,0,33,3,0,0,0,0,0,3,6,0,9,3,4,0,0,5,0,0,0,0,11,7,10,3,0,14,10,5,4,0,58,0,7,0,0,7,3,0,0,0,12,3,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,3,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22312,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22313,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22314,0,3,3,6,17,3,3,3,0,37,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,3,8,20,9,3,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,20,9,3,3,0,50,4,0,0,0,0,3,0,0,0,14,0,0,0,0,4,3,3,0,3,16,10,6,3,8,22,11,5,7,3,81,0,4,0,3,5,3,0,0,0,16,5,6,3,9,10,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,4,7,17,5,4,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22315,5,8,0,13,18,19,0,0,0,64,0,0,0,0,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,10,8,4,13,17,20,5,4,0,78,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,18,19,20,5,4,0,86,7,0,0,0,4,4,16,4,3,40,0,0,0,0,0,0,0,0,0,12,12,9,5,16,24,30,23,8,3,137,0,0,3,7,9,3,0,0,0,28,3,3,3,11,13,10,0,0,0,38,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0,0,4,3,8,7,19,22,17,3,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8
SSC22316,0,0,0,14,9,3,3,0,0,31,0,0,0,0,0,4,0,0,0,7,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,6,4,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,10,6,4,0,0,41,0,0,0,0,0,3,7,3,0,20,0,0,0,0,4,0,0,0,0,4,0,0,0,19,16,13,11,7,0,66,0,3,0,6,3,5,0,0,0,15,0,0,0,6,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,16,8,3,5,0,0,34,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22317,20,191,988,714,608,396,61,5,0,2982,115,384,440,195,171,147,37,5,0,1497,0,8,28,13,6,10,5,0,0,71,0,24,58,28,38,14,5,0,0,169,139,601,1506,953,825,570,108,12,4,4719,18,68,117,59,76,44,4,0,0,388,45,69,41,18,21,19,8,0,0,222,65,137,161,83,92,59,7,0,0,607,202,740,1667,1032,913,634,118,12,4,5332,476,348,412,256,272,427,559,464,228,3440,44,55,151,84,87,74,43,49,20,603,727,1144,2231,1375,1273,1130,713,526,247,9367,3,142,533,375,358,194,21,0,0,1624,127,298,425,279,225,128,33,3,0,1525,7,13,33,22,21,6,0,0,0,96,5,17,32,16,22,13,4,0,0,110,141,477,1025,684,626,341,60,4,0,3354,5,29,78,52,41,27,0,0,0,235,49,55,45,35,31,25,0,0,0,235,53,85,123,81,70,55,3,0,0,464
