SSC_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
SSC20155,10,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,24,11,..,26,24
SSC20156,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,7,..,15,20
SSC20157,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,..,3,8
SSC20158,39,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,91,7,..,47,91
SSC20159,80,196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,200,39,..,119,200
SSC20160,56,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,120,28,..,89,120
SSC20161,1207,3250,61,95,38,68,96,166,36,74,0,0,0,0,0,0,36,74,3,7,0,0,0,0,0,0,5,9,9,18,1350,3509,790,..,2141,3509
SSC20162,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,..,8,8
SSC20163,139,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,138,343,41,..,182,343
SSC20164,259,902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,906,19,..,277,906
SSC20165,16,53,0,0,0,0,0,0,3,6,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,4,3,25,55,18,..,40,55
SSC20166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC20167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,5,0
SSC20168,738,1871,73,122,0,0,70,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,1994,60,..,869,1994
SSC20169,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,..,8,14
SSC20170,149,413,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,416,14,..,164,416
SSC20171,37,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,99,11,..,48,99
SSC20172,2820,7590,968,2177,201,437,1166,2617,379,681,45,79,21,42,0,0,439,800,0,0,0,0,0,0,3,10,3,10,19,36,4454,11056,357,..,4809,11056
SSC20173,2486,6656,516,1023,103,213,617,1236,123,222,0,0,0,0,0,0,123,222,0,0,0,0,0,0,0,0,0,0,9,15,3231,8138,212,..,3444,8138
SSC20174,1841,5873,155,330,65,169,216,500,4,4,0,0,0,0,0,0,4,4,0,0,47,58,0,0,0,0,48,59,0,3,2107,6437,141,..,2254,6437
SSC20175,828,2575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,9,21,835,2597,57,..,889,2597
SSC20176,87,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,173,34,..,122,173
SSC20177,74,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,78,133,23,..,95,133
SSC20178,18,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,53,3,..,21,53
SSC20179,12,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,44,0,..,16,44
SSC20180,602,1334,0,0,0,0,0,0,16,24,0,0,0,0,0,0,16,24,3,3,7,6,0,0,0,3,8,12,3,11,638,1377,111,..,747,1377
SSC20181,3657,10417,342,600,438,1078,778,1674,165,268,16,45,0,3,0,0,183,314,0,0,0,0,0,0,34,70,34,70,21,57,4670,12534,451,..,5122,12534
SSC20182,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15,0,..,11,15
SSC20183,139,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,138,337,17,..,163,337
SSC20184,32,78,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,39,79,38,..,78,79
SSC20185,1294,3002,46,71,0,0,46,71,71,96,0,0,0,0,0,0,71,96,8,8,0,0,0,0,3,11,8,18,17,26,1430,3207,232,..,1665,3207
SSC20186,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19,0,..,5,19
SSC20187,1366,3709,8,16,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,5,3,8,1380,3737,100,..,1479,3737
SSC20188,443,1263,0,0,0,0,0,0,3,7,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,3,8,453,1277,23,..,474,1277
SSC20189,520,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,525,1581,30,..,555,1581
SSC20190,1682,4112,237,438,22,32,258,469,113,215,0,0,0,0,0,0,113,215,0,0,0,0,0,0,6,13,6,13,10,9,2065,4817,224,..,2285,4817
SSC20191,1775,4371,21,33,0,6,24,39,121,194,0,0,0,0,0,0,121,194,0,0,0,0,0,0,0,3,0,3,0,0,1924,4611,159,..,2083,4611
SSC20192,53,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,145,18,..,76,145
SSC20193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,3,0
SSC20194,326,775,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,329,792,76,..,404,792
SSC20195,134,325,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,332,32,..,166,332
SSC20196,19,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,58,4,..,21,58
SSC20197,479,1291,105,245,49,145,151,386,3,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,3,4,638,1683,69,..,702,1683
SSC20198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC20199,41,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,43,113,33,..,74,113
SSC20200,4415,10728,956,1544,114,218,1070,1757,59,100,0,0,0,0,0,0,60,101,40,62,122,154,0,5,6,10,174,237,14,31,5743,12851,593,..,6330,12851
SSC20201,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,25,43,66,..,88,43
SSC20202,97,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,249,39,..,140,249
SSC20203,3833,8491,65,95,0,4,61,103,303,414,38,48,41,54,0,0,373,513,4,0,17,21,0,8,8,17,27,43,29,56,4325,9203,530,..,4852,9203
SSC20204,61,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,122,61,..,120,122
SSC20205,22,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,65,3,..,26,65
SSC20206,92,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,271,6,..,100,271
SSC20207,1879,4153,249,356,119,200,362,557,57,88,0,4,0,0,0,0,58,88,0,0,0,0,0,0,15,23,15,23,7,10,2323,4842,492,..,2815,4842
SSC20208,42,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,43,94,26,..,71,94
SSC20209,24,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,56,6,..,38,56
SSC20210,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,45,14,..,33,45
SSC20211,47,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,117,24,..,71,117
SSC20212,13,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,41,3,..,18,41
SSC20213,3811,11012,663,1409,563,1621,1228,3035,519,993,130,233,54,88,0,0,701,1322,0,0,0,0,0,0,20,40,20,40,14,29,5776,15433,556,..,6332,15433
SSC20214,6962,19709,782,1777,587,1856,1374,3637,1214,2837,66,111,25,34,0,0,1307,2986,0,0,0,0,0,0,10,28,10,28,38,97,9687,26458,856,..,10545,26458
SSC20215,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,7,5,..,6,7
SSC20216,51,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,131,11,..,67,131
SSC20217,13,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,7,..,16,38
SSC20218,64,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,67,153,20,..,84,153
SSC20219,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,12,..,23,29
SSC20220,64,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,63,155,6,..,71,155
SSC20221,20,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33,12,..,26,33
SSC20222,56,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,144,17,..,80,144
SSC20223,13583,42110,1169,1992,516,1215,1686,3209,182,285,0,0,4,7,0,0,189,293,0,0,0,0,0,0,3,17,3,17,11,37,15470,45678,1017,..,16489,45678
SSC20224,36,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,91,10,..,48,91
SSC20225,48,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,121,10,..,57,121
SSC20226,32,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,86,8,..,38,86
SSC20227,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,4,..,7,12
SSC20228,184,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,442,18,..,200,442
SSC20229,38,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,94,5,..,43,94
SSC20230,131,278,0,0,0,0,0,0,5,4,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,6,0,6,0,0,139,293,50,..,190,293
SSC20231,104,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,106,306,14,..,120,306
SSC20232,669,2151,3,8,3,10,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,8,683,2180,43,..,725,2180
SSC20233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,3,..,4,3
SSC20234,74,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,5,0,0,83,224,9,..,92,224
SSC20235,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,24,23,..,33,24
SSC20236,24,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,70,5,..,36,70
SSC20237,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,50,5,..,18,50
SSC20238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC20239,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,0,..,6,12
SSC20240,17,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,48,10,..,26,48
SSC20241,49,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,4,0,0,55,126,17,..,70,126
SSC20242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC20243,252,594,0,0,0,0,0,0,18,18,0,0,0,0,0,0,18,18,0,0,0,0,0,0,3,8,3,9,3,3,277,631,67,..,338,631
SSC20244,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,..,5,3
SSC20245,198,552,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,198,556,18,..,218,556
SSC20246,318,755,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,322,755,69,..,392,755
SSC20247,1202,3290,81,136,0,4,82,141,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,3,7,4,12,1294,3449,105,..,1400,3449
SSC20248,692,1691,77,129,48,93,123,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817,1915,104,..,923,1915
SSC20249,55,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,10,0,0,0,0,14,13,0,0,73,151,8,..,75,151
SSC20250,1300,3686,510,928,320,775,832,1706,148,274,16,21,8,13,0,0,170,314,0,0,0,4,0,0,22,45,24,43,8,22,2338,5774,268,..,2603,5774
SSC20251,3538,10176,834,1634,310,756,1144,2399,50,100,128,220,128,228,0,0,310,548,0,0,0,0,0,0,0,3,0,3,10,19,5000,13141,564,..,5563,13141
SSC20252,2174,6196,263,600,125,337,383,939,38,74,0,0,6,7,0,0,44,78,0,0,0,0,0,0,0,7,0,7,3,8,2614,7224,207,..,2823,7224
SSC20253,2919,8308,430,870,204,571,634,1443,229,305,0,0,0,0,0,9,230,311,0,0,0,0,0,0,9,15,9,15,8,12,3803,10098,296,..,4099,10098
SSC20254,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,9,..,14,14
SSC20255,111,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,238,160,..,270,238
SSC20256,915,1889,3,7,0,3,9,9,3,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,0,0,922,1904,2420,..,3347,1904
SSC20257,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34,3,..,13,34
SSC20258,79,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,181,23,..,97,181
SSC20259,444,1208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,442,1208,18,..,463,1208
SSC20260,35,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,80,3,..,40,80
SSC20261,7,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,0,..,7,25
SSC20262,36,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,83,0,..,39,83
SSC20263,25,67,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,65,8,..,31,65
SSC20264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,..,0,3
SSC20265,28,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,64,3,..,35,64
SSC20266,27,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,61,17,..,42,61
SSC20267,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,..,5,6
SSC20268,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,..,6,14
SSC20269,111,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,113,271,25,..,135,271
SSC20270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC20271,63,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,165,5,..,74,165
SSC20272,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,..,3,13
SSC20273,210,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,11,9,0,0,0,0,17,18,0,0,221,527,45,..,264,527
SSC20274,16,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,25,10,..,23,25
SSC20275,36,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,100,0,..,35,100
SSC20276,28,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,47,16,..,38,47
SSC20277,977,2654,717,1313,544,1195,1259,2508,216,416,0,0,0,0,0,0,220,419,4,8,140,175,0,0,5,10,150,191,8,15,2608,5791,267,..,2874,5791
SSC20278,48,139,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,3,0,0,3,9,45,124,102,276,5,..,103,276
SSC20279,105,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,312,33,..,139,312
SSC20280,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,26,3,..,9,26
SSC20281,209,438,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,3,0,0,0,0,4,10,3,13,0,0,215,459,403,..,615,459
SSC20282,62,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,191,9,..,70,191
SSC20283,54,132,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,53,143,21,..,69,143
SSC20284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
SSC20285,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,..,11,7
SSC20286,374,876,12,13,0,0,12,13,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,6,389,901,70,..,457,901
SSC20287,56,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,123,10,..,67,123
SSC20288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,..,43,0
SSC20289,11,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,23,0,..,11,23
SSC20290,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,..,10,21
SSC20291,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,10,..,17,9
SSC20292,54,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,139,4,..,61,139
SSC20293,42,111,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,4,0,3,40,118,5,..,46,118
SSC20294,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,..,9,13
SSC20295,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,43,3,..,18,43
SSC20296,53,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,3,52,119,25,..,72,119
SSC20297,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,37,3,..,20,37
SSC20298,326,724,0,0,0,0,0,0,17,21,0,0,0,0,0,0,17,21,0,0,0,0,0,0,3,5,4,6,0,0,351,752,66,..,408,752
SSC20299,35,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,97,11,..,44,97
SSC20300,22,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,60,3,..,30,60
SSC20301,12,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,0,..,13,20
SSC20302,6446,16820,1408,2639,480,1072,1889,3710,105,163,86,126,10,18,3,4,209,316,0,0,0,0,0,0,3,14,3,14,27,47,8572,20904,624,..,9199,20904
SSC20303,29,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,53,9,..,31,53
SSC20304,32,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,85,8,..,40,85
SSC20305,1134,3664,37,88,7,19,39,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1170,3778,55,..,1229,3778
SSC20306,41,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,6,8,0,6,47,111,9,..,56,111
SSC20307,66,156,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,65,165,11,..,75,165
SSC20308,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,39,0,..,19,39
SSC20309,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,42,9,..,23,42
SSC20310,37,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,85,4,..,35,85
SSC20311,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,39,0,..,12,39
SSC20312,1383,4092,736,1650,527,1493,1260,3137,483,1014,685,1384,608,988,0,0,1777,3390,0,0,0,0,0,6,0,4,4,6,18,43,4448,10671,500,..,4944,10671
SSC20313,2671,7720,850,1903,366,1024,1216,2924,310,738,0,0,72,131,0,0,381,868,0,0,0,0,0,0,4,3,4,3,13,31,4283,11544,457,..,4743,11544
SSC20314,1914,5695,480,893,296,833,770,1719,202,424,69,149,34,60,0,0,306,641,0,0,0,0,0,0,0,10,0,10,6,24,3010,8090,285,..,3292,8090
SSC20315,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,..,6,20
SSC20316,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,..,3,9
SSC20317,10,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,37,10,..,26,37
SSC20318,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10,17,0,..,12,17
SSC20319,31,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,83,4,..,38,83
