SSC_CODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
SSC20147,0,4,0,0,0,8,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,12,9,17,4,45
SSC20148,0,4,0,0,0,13,0,5,7,11,10,3,32,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,6,0,6,9,5,19,33,67,5,141
SSC20149,0,4,0,0,0,4,0,0,3,3,4,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,0,3,0,4,7,17,36,3,74
SSC20150,0,8,0,0,0,10,0,5,8,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,4,40,9,27,0,88
SSC20151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7
SSC20153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,8
SSC20154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7
SSC20156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10
SSC20157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6
SSC20158,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,9,3,23
SSC20159,0,3,0,0,0,5,3,0,5,3,3,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,0,19,17,25,3,74
SSC20160,0,0,0,0,0,4,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,8,17,4,45
SSC20161,36,78,27,7,0,189,49,33,102,28,27,14,252,5,0,11,11,13,0,33,3,3,7,10,15,0,35,0,3,13,12,18,4,46,156,111,458,204,366,28,1322
SSC20162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20163,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,0,3,0,3,0,0,0,0,7,0,5,0,0,0,0,0,3,7,0,0,4,20,46,8,80
SSC20164,3,19,3,8,0,28,3,0,26,8,5,3,47,0,0,0,0,5,0,3,0,0,0,3,17,3,21,0,0,3,5,7,4,15,17,11,82,58,133,22,327
SSC20165,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,12,10,0,19
SSC20166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,3,14
SSC20168,6,29,6,9,0,61,4,13,24,21,36,10,109,0,0,0,3,3,0,10,0,0,3,4,29,3,34,0,0,0,0,18,5,30,16,18,116,114,365,42,670
SSC20169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8
SSC20170,0,3,3,4,0,11,0,0,0,3,4,0,11,0,0,0,0,4,0,5,0,0,0,0,10,0,9,0,0,0,0,5,3,9,0,4,16,20,80,8,131
SSC20171,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,14,5,11,4,44
SSC20172,61,146,55,43,15,372,40,37,210,108,170,20,583,3,3,22,11,18,4,59,11,5,17,34,101,0,171,10,5,35,25,78,21,165,326,162,1078,707,1350,148,3765
SSC20173,29,107,39,34,9,254,34,44,148,117,131,12,484,0,0,12,12,12,3,47,5,3,19,30,77,3,134,5,3,29,20,50,25,129,194,140,738,588,1188,121,2967
SSC20174,36,112,57,40,9,289,24,19,72,77,61,4,261,0,0,10,6,6,0,25,0,0,20,20,72,0,110,4,0,20,17,63,11,120,125,80,496,487,980,77,2246
SSC20175,20,57,15,20,0,126,9,9,48,19,16,0,105,0,0,3,0,6,0,16,0,0,4,11,33,0,52,0,3,5,11,32,7,56,62,52,270,174,437,36,1029
SSC20176,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,8,10,0,21
SSC20177,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,3,20
SSC20178,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,13,3,15
SSC20179,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,3,8,0,22
SSC20180,5,11,4,0,0,26,3,3,17,20,15,0,53,0,0,0,0,3,0,6,0,0,0,0,8,3,10,0,0,0,0,11,0,11,11,9,48,66,144,23,301
SSC20181,69,264,55,37,10,578,95,62,252,89,61,10,567,7,4,43,13,10,3,85,4,4,27,27,45,4,112,17,9,69,37,34,20,190,594,316,1972,775,822,160,4642
SSC20182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,13
SSC20183,0,3,0,0,0,3,0,0,3,3,8,3,19,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,3,0,3,12,10,54,10,93
SSC20184,0,0,0,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,18,3,31
SSC20185,43,57,8,14,3,157,39,23,88,74,57,12,294,3,3,3,3,4,0,14,4,0,7,3,16,3,30,3,0,12,6,16,3,35,108,111,330,242,398,58,1246
SSC20186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9
SSC20187,51,98,28,24,0,262,33,14,69,44,55,10,226,4,3,17,4,3,0,26,7,3,9,16,33,3,74,7,0,8,12,15,12,64,161,112,429,274,465,51,1485
SSC20188,10,42,9,13,0,88,13,3,28,29,22,3,84,0,0,0,3,3,0,4,0,0,3,0,15,0,22,0,0,3,0,8,7,19,37,16,138,100,183,18,494
SSC20189,11,23,8,15,0,64,3,3,33,19,15,3,81,3,0,3,0,4,0,7,0,0,3,8,23,0,35,3,0,14,3,10,3,34,35,29,147,101,261,25,596
SSC20190,13,48,30,29,3,131,7,14,59,47,72,6,211,0,3,0,4,8,0,12,0,3,9,12,38,3,61,0,0,13,12,29,8,57,51,42,277,255,618,64,1319
SSC20191,20,48,28,23,3,135,14,10,61,40,79,12,216,0,0,3,0,4,0,13,0,0,3,11,48,0,64,0,0,7,7,30,8,59,44,55,269,242,607,72,1279
SSC20192,0,0,0,3,0,3,0,0,4,3,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,3,18,8,16,0,43
SSC20193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20194,0,16,6,0,3,41,4,3,21,13,3,0,48,0,0,0,0,3,0,4,0,0,0,3,4,0,5,0,0,0,0,4,0,6,30,8,96,70,76,13,292
SSC20195,0,7,3,0,0,11,0,0,7,10,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,8,26,23,71,4,135
SSC20196,0,3,0,0,0,6,0,0,0,3,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,3,11,0,23
SSC20197,10,27,10,3,0,66,13,9,52,23,24,5,115,0,0,4,3,0,0,15,0,0,13,3,12,0,23,0,0,5,4,11,0,16,66,32,214,94,142,20,567
SSC20198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20199,0,4,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,22,8,13,0,44
SSC20200,105,299,86,80,7,714,84,78,344,134,189,27,859,4,3,31,10,20,0,65,8,3,23,38,88,8,160,3,3,28,20,51,21,129,400,279,1410,726,1568,159,4542
SSC20201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,8,0,17
SSC20202,0,5,0,0,0,4,3,0,3,6,3,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,5,3,0,15,21,48,4,87
SSC20203,48,118,37,54,12,291,24,26,124,122,166,32,502,0,0,4,3,26,3,38,0,3,7,17,87,4,115,0,3,11,9,50,19,84,98,93,446,454,1239,170,2503
SSC20204,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,5,25
SSC20205,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,18
SSC20206,6,9,0,0,0,24,3,4,7,8,0,0,18,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,10,14,48,19,16,0,103
SSC20207,40,111,32,21,4,250,83,50,184,73,70,9,460,3,3,5,4,5,0,19,3,5,6,3,45,3,68,3,0,6,10,21,11,52,189,132,592,279,587,56,1843
SSC20208,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,6,0,18
SSC20209,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,16,0,23
SSC20210,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,4,15
SSC20211,0,0,0,0,0,4,0,0,3,0,3,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,12,4,42
SSC20212,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,17
SSC20213,97,292,68,57,6,707,130,57,364,140,107,31,831,15,3,55,22,14,0,112,6,8,62,35,89,3,208,21,3,71,43,47,23,209,918,371,2524,979,1014,191,5988
SSC20214,158,490,132,91,29,1169,206,108,540,266,202,47,1370,15,6,76,37,40,4,177,18,15,70,69,183,15,370,43,10,106,60,81,46,349,1228,543,3784,1653,2071,363,9641
SSC20215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3
SSC20216,0,3,3,3,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,3,0,8,3,0,6,7,36,5,56
SSC20217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9
SSC20218,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,7,13,0,29
SSC20219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6
SSC20220,0,3,0,4,0,10,0,0,3,0,4,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,25,3,47
SSC20221,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,8
SSC20222,0,0,0,0,0,5,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,18,8,21,0,54
SSC20223,226,703,239,227,29,1749,230,139,847,531,510,73,2336,9,8,58,71,85,6,232,18,13,93,131,415,37,699,42,18,122,118,253,76,636,1390,649,4254,3156,5329,615,15397
SSC20224,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,8,4,10,0,24
SSC20225,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,22
SSC20226,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,14,4,30
SSC20227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20228,3,7,0,4,0,25,0,3,10,5,9,0,28,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,3,3,0,11,12,9,32,27,82,8,178
SSC20229,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,19
SSC20230,0,0,0,0,0,3,0,0,3,3,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,6,11,44,12,68
SSC20231,0,8,0,0,0,11,0,3,5,4,4,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,3,19,18,47,11,104
SSC20232,3,25,18,20,3,79,4,8,29,18,27,8,91,0,0,0,0,6,0,7,0,0,4,11,18,3,36,5,0,8,4,27,7,41,34,22,124,149,329,48,696
SSC20233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20234,0,7,0,3,0,7,0,0,5,0,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,18,13,29,3,71
SSC20235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6
SSC20236,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,9
SSC20237,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,13
SSC20238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3
SSC20240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,13
SSC20241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,10,14,0,27
SSC20242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20243,8,8,3,5,0,30,0,0,12,5,7,5,34,0,0,0,0,0,0,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,9,14,44,19,90,11,182
SSC20244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20245,9,10,4,4,0,25,0,0,0,11,10,3,20,0,0,0,0,0,0,4,0,0,0,0,6,0,6,0,0,0,0,6,0,6,0,12,26,35,83,9,167
SSC20246,5,9,9,3,0,27,3,3,21,10,14,0,49,0,0,3,0,0,0,3,0,0,0,0,5,0,12,0,0,3,0,3,3,11,8,10,70,54,115,18,274
SSC20247,12,53,16,16,3,109,11,14,49,47,57,6,182,0,0,3,7,12,0,21,0,0,4,3,45,0,61,3,0,5,4,23,7,43,33,39,206,222,603,51,1154
SSC20248,13,62,17,19,0,126,12,15,61,26,30,3,150,0,0,11,0,0,0,19,0,0,0,3,15,3,23,0,0,6,9,3,0,24,50,52,212,105,228,33,684
SSC20249,0,3,0,0,0,8,0,3,0,0,0,0,6,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,3,7,15,21,3,55
SSC20250,38,122,29,19,3,284,55,20,119,33,25,8,266,3,0,20,11,10,3,46,6,0,13,12,20,0,53,19,3,45,13,17,8,106,343,121,983,350,361,63,2229
SSC20251,104,298,56,37,14,721,156,84,357,118,80,20,816,12,11,35,11,9,3,85,22,8,62,33,58,7,185,22,9,58,23,33,14,163,934,395,2193,732,773,147,5171
SSC20252,44,126,27,27,7,293,46,37,188,67,45,10,398,3,8,20,6,6,0,45,6,3,28,26,54,4,118,12,0,30,8,23,9,81,336,171,995,424,480,84,2495
SSC20253,66,215,44,37,7,474,63,62,257,94,82,20,579,6,4,29,8,12,0,58,21,7,28,16,58,0,131,25,4,36,16,19,9,100,562,256,1438,516,644,94,3513
SSC20254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7
SSC20255,3,8,0,0,0,13,3,0,3,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,8,28,18,28,6,91
SSC20256,8,28,16,8,0,67,3,4,23,13,15,0,59,4,0,10,0,0,4,17,0,0,3,5,8,0,22,3,0,7,4,7,3,27,48,26,128,129,230,39,595
SSC20257,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,7
SSC20258,0,0,0,4,0,4,0,0,3,5,3,4,17,0,0,3,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,3,20,16,30,6,83
SSC20259,5,10,11,4,0,32,0,6,11,17,25,0,51,0,0,0,0,3,3,3,0,0,0,0,19,0,19,0,3,0,6,11,3,24,5,12,44,65,230,16,373
SSC20260,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,17,0,28
SSC20261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11
SSC20262,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,9,4,32
SSC20263,0,0,3,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,9,0,19
SSC20264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20265,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,4,0,11,6,10,4,31
SSC20266,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,3,0,20
SSC20267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20269,0,3,0,0,0,10,0,0,0,3,6,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,7,0,0,14,8,52,6,77
SSC20270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20271,0,3,0,0,0,4,0,0,3,3,0,0,7,0,0,0,4,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,8,23,5,54
SSC20272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC20273,3,8,3,5,0,14,0,0,7,3,10,4,26,0,0,0,3,0,0,3,0,0,0,3,10,0,10,0,0,0,0,7,0,11,3,6,33,30,89,11,165
SSC20274,3,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,9
SSC20275,0,0,0,0,0,3,0,0,3,3,0,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,11,19,0,42
SSC20276,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
SSC20277,46,115,48,24,3,276,36,27,107,55,80,15,323,3,0,14,6,17,0,37,0,0,11,17,48,0,82,7,0,15,11,33,18,88,170,122,664,438,810,78,2288
SSC20278,0,3,3,7,0,14,0,0,4,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,4,0,3,4,3,30,87,131,3,267
SSC20279,0,0,0,0,0,6,0,3,7,3,0,0,10,0,0,3,0,0,0,3,0,0,3,0,8,0,7,0,0,0,0,4,0,5,7,0,20,16,51,5,104
SSC20280,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,11
SSC20281,3,3,0,3,0,10,0,0,3,3,7,0,15,0,0,0,0,0,0,4,0,0,0,5,3,0,8,0,0,0,3,4,0,10,3,7,26,27,75,11,142
SSC20282,0,8,0,0,0,6,0,0,3,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,8,5,21,18,34,0,76
SSC20283,0,3,0,0,0,9,0,0,0,3,4,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,6,13,23,9,51
SSC20284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20286,4,13,4,8,0,37,3,3,19,13,16,3,59,0,0,0,0,0,0,3,0,0,0,0,3,3,5,0,0,6,0,6,0,15,13,13,53,46,127,21,272
SSC20287,0,0,0,0,0,4,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,5,13,24,3,44
SSC20288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20289,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,9
SSC20290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,5
SSC20291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20292,0,6,0,0,0,6,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,18,15,0,48
SSC20293,0,0,0,0,0,3,0,0,3,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,3,15,8,34
SSC20294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20295,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,14
SSC20296,0,3,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,14,22,3,52
SSC20297,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11
SSC20298,4,11,4,3,0,23,3,0,13,9,9,3,37,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,3,3,3,6,3,9,49,24,80,21,187
