SSC_CODE_2016,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
SSC20887,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,10
SSC20888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC20889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20890,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,4
SSC20891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20893,0,0,0,0,0,0,0,0,0,22,5,0,22,0,3,4,27,18,0,48
SSC20894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20895,0,0,0,0,0,0,0,0,0,55,47,3,108,3,0,4,115,55,3,171
SSC20896,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,7
SSC20897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20900,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,7
SSC20901,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,3
SSC20902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20903,0,0,0,0,0,0,7,4,10,114,94,14,226,16,16,29,258,324,9,593
SSC20904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20907,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,3,0,8
SSC20908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20911,0,12,0,0,0,13,7,3,22,399,330,33,761,14,31,45,806,428,15,1249
SSC20912,0,0,0,0,0,0,0,0,0,12,20,0,28,0,0,0,29,7,0,43
SSC20913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20914,0,0,0,0,0,0,0,0,0,5,4,0,11,0,0,0,11,7,0,16
SSC20915,0,0,0,0,0,0,0,0,0,3,7,0,11,0,0,0,15,7,0,24
SSC20916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20918,3,3,0,0,0,3,8,4,18,62,51,6,120,21,29,47,165,196,4,363
SSC20919,0,0,0,0,0,0,3,0,7,87,67,3,157,5,10,10,175,145,3,320
SSC20920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC20921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7
SSC20922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20923,0,3,0,0,0,3,16,5,24,46,70,7,133,12,25,36,166,238,8,415
SSC20924,0,0,0,0,0,0,0,0,0,5,4,3,14,0,0,0,14,6,0,15
SSC20925,0,0,0,0,0,0,7,4,9,59,65,5,127,3,3,5,132,86,3,221
SSC20926,0,0,0,0,0,0,0,0,0,6,4,0,12,0,3,3,15,13,0,35
SSC20927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20929,0,0,0,3,3,3,3,3,14,134,80,9,215,15,17,30,251,255,7,511
SSC20930,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,6
SSC20931,0,3,0,0,0,3,3,0,8,120,96,7,217,3,7,15,229,199,5,433
SSC20932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC20933,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,5,11,0,11
SSC20934,0,0,0,0,0,0,0,0,0,8,19,0,34,0,3,3,33,20,0,59
SSC20935,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,11
SSC20936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20938,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,4
SSC20939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20941,5,11,0,4,4,16,29,19,66,607,549,60,1224,69,79,149,1372,944,34,2352
SSC20942,0,0,0,0,0,0,5,9,10,96,82,7,190,21,18,37,220,256,14,493
SSC20943,0,4,0,0,0,4,10,4,12,251,181,18,445,18,12,26,472,202,4,676
SSC20944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20947,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,9,3,0,11
SSC20948,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,7,0,0,8
SSC20949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20953,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,5,0,11
SSC20954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20958,0,0,0,0,0,0,0,0,0,7,8,0,18,0,3,3,23,7,0,29
SSC20959,0,0,0,0,0,0,0,0,0,13,17,0,28,0,0,0,28,21,0,50
SSC20960,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC20961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3
SSC20963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20966,0,0,0,0,0,0,0,0,0,45,43,5,100,5,0,7,106,45,0,144
SSC20967,0,9,0,0,0,9,3,0,13,95,80,7,183,5,3,9,193,100,5,293
SSC20968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20969,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,7,0,9
SSC20970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20971,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC20972,0,4,0,0,0,4,0,0,4,21,31,3,57,3,0,3,61,26,0,84
SSC20973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20978,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC20979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20982,0,3,0,0,0,3,0,0,3,0,3,0,3,0,0,0,3,0,0,5
SSC20983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4
SSC20984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20985,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC20986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20989,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3
SSC20990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20992,0,0,0,0,0,0,0,0,0,6,4,0,8,0,0,0,13,17,0,28
SSC20993,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,3,0,5
SSC20994,0,4,0,0,0,4,3,0,5,99,99,7,202,5,0,12,213,71,0,283
SSC20995,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,6,8,0,11
SSC20996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20997,0,5,0,0,0,5,0,6,9,128,81,12,217,6,5,15,236,203,10,445
SSC20998,0,0,0,0,0,0,0,0,3,3,7,3,10,0,0,0,10,3,0,12
SSC20999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21001,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,5
SSC21002,0,0,0,0,0,0,3,0,7,48,33,0,81,3,3,8,91,54,0,143
SSC21003,0,4,0,0,0,3,5,4,14,248,162,19,419,13,10,21,442,226,9,671
SSC21004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21006,3,9,0,0,0,9,7,5,18,435,292,43,771,23,33,53,826,646,14,1482
SSC21007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21011,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,4,0,6
SSC21012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21013,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,5,0,6
SSC21014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21018,0,0,0,0,0,0,0,0,0,10,4,3,21,0,0,0,23,13,0,30
SSC21019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC21021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21025,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC21026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21031,0,0,0,0,0,0,0,0,0,3,8,0,6,0,0,0,6,0,0,9
SSC21032,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,5,4,0,10
SSC21033,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3
SSC21034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3
SSC21035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21036,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,5
SSC21037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21038,0,0,0,0,0,0,0,0,0,7,7,0,15,0,0,0,15,12,0,21
SSC21039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4
SSC21040,0,6,0,0,0,4,11,11,32,204,174,15,388,18,25,45,433,498,19,954
SSC21041,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,6,5,0,7
SSC21042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21043,0,0,0,0,0,0,0,0,0,5,0,0,6,0,0,0,6,0,0,7
SSC21044,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,3
SSC21045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21047,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,7,4,0,7
SSC21048,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,6,0,12
SSC21049,0,0,0,0,0,0,3,0,8,23,30,0,54,0,4,3,61,53,0,114
SSC21050,0,0,0,0,0,0,0,0,0,4,4,0,5,0,0,0,5,3,0,7
SSC21051,0,0,0,0,0,3,6,3,10,116,119,12,247,12,12,21,271,180,0,453
SSC21052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4
SSC21053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21055,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7
SSC21056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21059,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,3,0,0,6
SSC21060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21061,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,7
SSC21062,0,0,0,0,0,0,0,0,0,6,3,0,7,0,0,3,9,7,0,15
SSC21063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21064,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,5
SSC21065,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,0,5,0,0,13
SSC21066,0,0,0,0,0,0,0,0,0,10,6,0,18,3,4,7,26,16,0,43
SSC21067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,5
SSC21068,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,9,5,0,15
SSC21069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21070,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5
SSC21071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21072,0,0,0,0,0,0,0,0,0,42,21,6,71,0,0,0,71,18,3,90
SSC21073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21077,0,0,0,0,0,0,0,0,0,6,3,0,9,0,0,0,12,4,0,21
SSC21078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21080,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,7,3,0,10
SSC21081,0,0,0,0,0,0,0,0,0,6,5,0,11,4,0,4,18,10,0,30
SSC21082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21084,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,6,0,0,8
SSC21085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21086,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
SSC21087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21090,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,10,0,12
SSC21091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
SSC21093,0,0,0,0,0,0,0,0,0,12,3,4,18,0,0,0,18,3,0,20
SSC21094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21096,0,3,0,0,0,3,11,3,20,283,206,18,509,10,17,30,536,257,6,800
SSC21097,0,6,0,0,0,6,0,3,9,183,98,8,295,11,4,15,309,151,4,469
SSC21098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
SSC21101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21102,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,0,0,7
SSC21103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21106,3,4,0,0,3,8,5,3,14,186,180,26,387,17,12,34,425,257,7,686
SSC21107,0,0,0,0,0,0,0,0,0,3,11,0,17,0,0,0,17,8,0,25
SSC21108,0,0,0,0,0,0,0,0,0,0,6,0,8,0,0,0,9,8,0,22
SSC21109,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,3,10,0,12
SSC21110,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,7,5,0,10
SSC21111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21113,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,3
SSC21114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21115,0,0,0,0,0,0,0,0,0,19,3,5,24,0,0,0,28,17,0,41
SSC21116,3,4,0,0,0,5,8,0,12,54,36,13,101,8,4,13,108,161,4,274
SSC21117,0,0,0,0,0,3,7,4,10,125,79,11,213,25,7,35,248,224,10,486
SSC21118,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,7,0,0,7
SSC21119,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,6,5,0,11
SSC21120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21121,0,0,0,0,0,0,9,3,13,95,111,10,215,6,6,16,231,156,3,399
SSC21122,0,3,0,0,0,3,4,3,9,83,66,13,158,4,5,8,167,95,6,270
SSC21123,0,3,0,0,0,3,3,3,11,133,101,7,246,11,7,17,257,172,3,437
SSC21124,0,3,0,0,0,3,0,3,7,67,56,6,128,3,6,6,136,100,3,240
SSC21125,0,3,0,0,0,3,15,7,27,367,235,43,637,27,36,63,705,506,14,1226
SSC21126,0,0,0,0,0,0,0,0,0,7,0,0,6,0,0,0,6,0,0,6
SSC21127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8
SSC21128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21129,0,0,0,0,0,0,0,0,3,15,8,0,22,0,0,0,25,23,0,46
SSC21130,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,6,0,8
SSC21131,0,0,0,0,0,0,0,0,0,10,3,0,13,0,0,0,13,15,0,32
SSC21132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21133,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,0,9
SSC21134,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,4
SSC21135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC21136,0,0,0,0,3,3,3,11,16,125,144,9,278,18,27,41,321,275,13,605
SSC21137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21139,0,0,0,0,0,0,0,0,0,8,7,0,20,0,0,0,18,4,0,26
SSC21140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21141,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,8
SSC21142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21143,0,3,0,0,0,3,3,3,7,163,114,13,298,12,10,20,318,151,3,473
SSC21144,0,3,0,0,0,3,0,0,4,137,72,15,227,10,9,17,242,141,3,389
SSC21145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21146,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,6
SSC21147,0,0,0,0,0,0,0,0,0,10,8,3,21,0,0,3,24,9,0,29
SSC21148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
SSC21149,3,5,0,0,0,5,8,0,11,81,110,14,208,7,9,14,214,129,8,350
SSC21150,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3
SSC21151,0,0,0,0,0,0,0,0,3,19,26,0,44,3,4,9,53,72,0,126
SSC21152,0,0,0,0,0,0,0,0,0,10,7,0,17,0,0,0,17,10,0,18
SSC21153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21154,0,0,0,0,0,0,0,0,0,41,41,3,85,0,0,3,89,32,0,119
SSC21155,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,9,0,0,9
SSC21156,0,3,0,0,0,3,9,0,6,117,92,12,221,3,7,12,233,98,3,334
SSC21157,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,5
SSC21158,0,0,0,0,0,0,3,0,3,85,39,3,127,3,3,7,136,64,0,203
SSC21159,0,0,0,0,0,0,0,0,0,77,59,9,144,3,9,15,153,141,0,294
SSC21160,0,0,0,0,3,6,8,6,20,59,52,13,126,16,12,26,149,231,8,393
SSC21161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21163,0,0,0,0,0,0,0,0,0,3,11,3,19,0,5,3,17,15,0,31
SSC21164,0,0,0,0,0,0,0,0,0,5,3,0,13,0,0,0,13,8,0,16
SSC21165,0,0,0,0,0,3,3,0,6,43,46,7,100,3,3,6,101,65,0,167
SSC21166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6
SSC21167,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,4,0,3
SSC21168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21169,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,6
SSC21170,0,0,0,0,0,0,0,0,0,20,21,3,44,3,3,11,51,30,0,84
SSC21171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21172,0,0,0,0,0,0,0,0,4,16,19,0,40,0,0,0,43,30,3,72
SSC21173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21176,0,4,0,0,0,4,0,3,11,141,123,10,275,14,7,22,293,159,6,458
SSC21177,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,8
SSC21178,0,6,0,0,0,6,3,0,10,193,153,15,361,8,15,24,380,163,3,547
SSC21179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21180,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,8,3,0,8
SSC21181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC21182,0,0,0,0,0,0,0,0,0,4,3,0,5,0,0,0,5,3,0,6
SSC21183,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,0,8,3,0,7
