SSC_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SSC20001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20002,167,206,166,6,3,542,125,327,388,3,0,840,95,251,1272,5,9,1632,16,18,43,0,0,73,40,100,129,7,3,270,8,3,48,0,0,55,0,0,15,0,0,19,0,11,12,0,3,24,157,373,1514,17,15,2073,3,3,4,0,0,7,15,28,45,0,0,88,462,933,2117,22,24,3556
SSC20003,388,65,47,3,3,501,359,85,36,0,0,482,61,56,85,3,0,206,3,18,3,0,0,26,33,16,11,3,0,63,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,0,0,13,103,88,97,4,0,304,3,0,3,0,0,7,7,3,3,0,0,12,860,238,188,10,3,1306
SSC20004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20005,35,0,0,0,0,34,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,3,52,0,0,3,0,58
SSC20006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20007,3,0,0,0,0,3,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
SSC20008,18,0,0,0,0,18,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,27
SSC20009,19,0,0,0,0,15,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
SSC20010,14,0,0,0,0,14,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,25,0,0,0,0,25
SSC20011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20012,149,0,5,0,0,152,85,0,0,0,0,84,27,0,5,4,0,36,3,0,0,0,0,3,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,5,4,0,61,3,0,0,0,0,3,8,0,0,0,0,8,303,0,4,6,0,319
SSC20013,21,0,0,0,0,19,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,3,0,46
SSC20014,978,221,17,0,3,1215,591,306,11,4,3,911,262,292,18,4,6,590,13,5,0,0,0,16,88,52,5,3,0,145,0,0,0,0,0,0,4,3,0,0,0,7,8,3,4,0,0,12,377,354,29,6,6,768,6,3,0,0,0,12,70,20,0,0,6,95,2022,903,53,10,20,3005
SSC20015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20016,645,6,0,0,0,651,626,10,0,0,0,633,189,9,0,0,3,205,43,4,0,0,0,52,87,3,0,0,0,96,3,0,0,0,0,3,20,0,0,0,0,20,10,0,0,0,0,11,344,27,0,0,3,371,5,0,0,0,0,5,71,3,0,0,0,71,1691,43,0,0,3,1736
SSC20017,194,601,46,5,9,854,110,445,45,0,0,609,68,363,164,0,3,600,0,0,151,0,0,152,23,104,45,0,0,168,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,0,0,9,90,472,367,0,6,941,4,11,6,0,0,17,4,39,25,0,0,64,400,1569,491,9,15,2485
SSC20018,48,0,0,0,0,48,27,0,0,0,0,27,6,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,6,0,0,0,0,6,97,0,0,0,0,104
SSC20019,12,0,0,0,0,12,11,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,32
SSC20020,362,25,58,0,3,442,278,91,56,0,0,427,141,121,306,0,0,572,3,20,21,0,0,40,83,44,32,0,0,159,5,0,0,0,0,4,10,4,12,0,0,28,3,0,0,0,0,7,245,186,370,0,3,805,16,0,0,0,0,19,49,16,33,0,0,99,944,321,512,3,5,1791
SSC20021,419,24,0,21,0,471,320,3,0,0,0,328,80,28,10,4,0,130,8,17,0,0,0,23,51,7,0,0,0,60,0,0,0,0,0,0,4,3,0,3,0,12,3,0,0,0,0,3,148,55,15,13,0,228,3,0,0,0,0,4,41,19,0,9,0,70,935,98,17,45,3,1098
SSC20022,927,10,45,0,3,981,1170,19,18,0,6,1217,449,111,129,0,4,695,19,3,4,0,0,23,84,5,17,0,0,105,0,4,0,0,0,7,9,5,0,0,0,10,8,0,0,0,0,13,563,128,154,0,6,856,6,0,0,0,0,12,40,3,4,0,3,49,2706,167,222,3,15,3116
SSC20023,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC20024,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,24
SSC20025,16,0,0,0,0,16,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
SSC20026,55,0,0,0,0,55,33,0,0,0,0,33,6,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,3,0,0,0,0,3,107,0,0,0,0,107
SSC20027,155,0,0,25,0,178,195,0,0,14,3,210,32,0,3,7,0,37,0,0,0,0,0,0,29,0,0,4,0,31,0,0,0,0,0,0,7,0,0,0,0,7,8,0,0,0,0,4,71,0,3,12,0,83,4,0,0,0,0,4,8,0,0,0,0,13,434,0,3,50,3,492
SSC20028,32,0,0,0,0,32,30,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,61
SSC20029,18,0,0,0,0,18,18,0,0,0,0,18,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49
SSC20030,33,0,0,0,0,36,30,0,0,0,0,30,4,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,75,0,0,0,0,77
SSC20031,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC20032,12,0,0,0,0,10,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3,17
SSC20033,475,69,38,0,0,586,427,110,79,0,3,626,104,151,210,0,0,469,3,22,21,0,0,45,35,18,24,0,0,87,0,0,0,0,0,0,0,0,0,0,0,4,9,0,4,0,0,18,155,194,260,0,3,614,5,0,3,0,4,5,20,5,6,0,0,37,1088,384,389,0,13,1876
SSC20034,1154,489,13,5,3,1662,759,388,24,0,3,1174,371,471,261,3,0,1107,14,10,38,0,0,60,93,67,16,0,0,179,3,0,22,0,0,22,4,5,3,0,0,16,20,11,0,0,0,28,509,569,331,10,0,1418,19,10,0,0,0,26,73,44,16,0,0,133,2515,1501,388,13,10,4415
SSC20035,1999,401,60,0,0,2462,1838,420,58,3,6,2326,778,393,154,0,7,1328,107,48,12,0,0,168,239,66,24,0,0,326,13,7,0,0,0,19,24,4,3,0,0,36,14,6,0,0,0,26,1180,522,190,0,5,1890,19,6,0,0,0,24,132,28,7,0,0,173,5169,1375,323,4,12,6874
SSC20036,1485,178,8,5,0,1681,785,360,21,0,8,1170,432,275,63,3,5,785,24,85,79,0,0,192,160,50,7,4,0,224,3,0,10,0,0,20,24,13,0,0,0,37,13,9,0,0,0,22,666,430,166,8,8,1273,23,3,0,0,0,27,118,30,14,0,0,163,3070,1008,207,12,18,4310
SSC20037,19,0,0,0,0,19,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,53,0,0,0,0,53
SSC20038,10,0,0,0,0,10,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,30
SSC20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20040,61,0,0,0,0,61,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,3,100,0,0,0,0,100
SSC20041,90,0,0,0,0,95,103,0,0,0,0,103,6,0,0,0,0,6,0,0,0,0,0,0,16,0,0,0,0,16,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,28,0,0,0,0,28,3,0,0,0,0,3,7,0,0,0,0,12,233,0,0,0,0,239
SSC20042,11,0,0,0,0,18,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,32
SSC20043,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC20044,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC20045,461,7,11,5,0,485,251,3,4,0,0,257,100,8,4,0,0,112,9,0,8,0,0,18,52,9,0,0,3,66,0,0,8,0,0,9,5,0,0,0,0,5,4,0,0,0,0,5,172,10,20,0,0,204,3,0,5,0,0,7,21,0,0,0,0,25,907,27,37,11,5,985
SSC20046,9,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7
SSC20047,16,0,0,0,0,14,9,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,21
SSC20048,235,8,4,6,3,257,124,3,5,3,0,134,73,16,15,3,0,109,6,0,0,0,0,9,42,5,4,0,0,54,10,5,0,0,0,13,5,4,0,0,0,17,3,0,0,0,0,3,143,31,18,4,3,201,4,0,0,3,0,6,12,0,0,0,0,14,514,50,27,16,3,606
SSC20049,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20050,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
SSC20051,65,0,0,5,0,69,27,0,0,0,0,32,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,4,9,0,0,0,0,9,22,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,121,3,0,7,0,133
SSC20052,1133,25,18,9,8,1188,886,3,9,4,3,908,355,35,47,5,0,443,88,32,4,0,0,116,169,0,13,7,0,192,11,3,0,0,0,10,32,0,3,6,0,45,18,3,0,0,0,26,668,70,76,22,0,832,20,8,0,0,0,30,89,11,5,3,3,115,2802,118,110,38,15,3076
SSC20053,22,0,0,0,0,22,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,39
SSC20054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20055,32,0,0,0,0,32,29,0,0,0,0,29,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,80
SSC20056,6,0,0,0,0,6,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
SSC20057,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC20058,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SSC20059,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SSC20060,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8
SSC20061,330,23,0,0,0,359,247,69,0,0,0,324,135,61,3,0,0,196,7,6,0,0,0,14,71,21,0,0,0,94,0,0,0,0,0,3,17,3,0,0,0,19,10,0,0,0,0,10,240,88,0,0,0,335,3,0,0,0,0,9,38,8,0,23,0,63,863,191,6,23,3,1077
SSC20062,46,0,0,3,0,52,40,0,0,0,0,44,4,0,0,0,0,4,0,0,0,0,0,0,20,0,0,0,0,21,0,0,0,0,0,0,13,0,0,0,0,17,3,0,0,0,0,3,37,3,0,0,0,39,3,0,0,0,0,3,4,0,0,0,0,4,133,3,0,4,0,141
SSC20063,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SSC20064,42,0,0,0,0,42,36,0,0,0,0,36,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,14,0,0,0,0,0,0,7,0,0,0,0,7,91,0,0,0,0,97
SSC20065,576,301,289,3,4,1174,328,197,313,0,3,844,108,145,1062,8,3,1332,0,28,29,0,0,55,34,46,157,3,0,249,0,5,59,0,0,62,0,4,11,0,0,11,3,4,10,0,0,14,148,228,1332,12,4,1728,4,9,8,0,0,16,25,10,43,0,0,83,1087,752,1992,19,12,3854
SSC20066,15,0,0,0,0,15,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33
SSC20067,133,0,0,0,0,133,860,3,0,0,0,862,292,9,0,0,0,299,0,0,0,0,0,0,36,3,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333,9,0,0,0,337,0,0,0,0,0,0,19,0,0,0,0,19,1350,12,0,0,0,1362
SSC20068,16,0,0,0,0,17,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,25
SSC20069,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
SSC20070,73,0,0,0,0,78,63,0,0,0,0,63,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,16,0,0,0,0,11,6,0,0,0,0,6,0,0,0,0,0,0,153,0,0,0,0,151
SSC20071,52,0,0,0,0,52,71,0,0,0,3,68,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,3,136
SSC20072,19,0,0,0,0,19,7,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,32,0,0,0,0,30
SSC20073,224,0,0,0,0,224,280,0,0,0,0,283,110,0,0,0,0,110,3,0,0,0,0,3,23,0,0,0,0,23,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,143,4,0,0,0,0,4,13,0,0,0,0,13,663,0,0,0,0,668
SSC20074,1005,324,115,3,6,1452,955,494,252,5,5,1709,302,357,621,9,12,1296,19,54,590,0,3,666,117,80,83,4,3,280,24,0,16,0,0,38,18,3,12,0,0,31,10,10,17,0,0,33,488,504,1335,16,17,2348,13,5,14,0,0,36,43,26,84,0,3,154,2499,1352,1802,21,27,5702
SSC20075,27,0,0,0,0,28,34,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,64,3,0,0,0,72
SSC20076,813,135,0,0,0,951,762,152,4,3,5,919,194,116,10,9,5,327,69,76,40,0,0,184,86,25,5,7,0,123,3,3,0,0,0,10,3,0,3,0,0,8,7,0,0,0,0,6,360,226,53,12,3,654,11,5,0,0,0,17,30,11,0,0,0,41,1978,521,64,16,6,2591
SSC20077,612,34,89,0,4,738,513,65,151,0,4,737,225,77,141,0,3,449,66,30,158,0,3,257,49,13,31,0,0,102,3,31,59,0,0,92,7,0,4,0,0,8,5,0,0,0,0,12,359,155,395,0,3,919,15,3,7,0,0,21,38,8,16,0,7,61,1531,265,666,3,17,2481
SSC20078,701,75,111,4,5,889,734,108,190,4,3,1034,130,32,155,0,0,328,5,0,3,0,0,7,43,12,38,3,0,97,0,0,3,0,0,0,4,0,0,0,0,4,4,0,0,0,0,6,183,48,202,4,0,436,6,3,3,0,0,6,21,3,6,0,3,34,1646,229,504,11,14,2410
SSC20079,621,30,129,0,0,777,940,32,38,0,0,1017,104,12,14,0,0,126,13,0,0,0,0,13,32,3,11,0,0,43,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,153,17,20,0,0,190,7,0,66,0,0,67,24,5,13,0,0,33,1735,80,273,0,0,2092
SSC20080,12,0,0,0,0,12,24,0,0,0,0,24,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,44
SSC20081,337,8,0,40,0,379,545,10,0,0,0,562,38,5,0,0,0,41,4,0,0,0,0,4,14,3,0,0,0,20,0,0,0,0,0,0,0,0,0,24,0,24,6,0,0,0,0,10,63,11,0,30,0,105,7,0,0,0,0,7,20,0,0,5,0,30,970,26,0,78,3,1077
SSC20082,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SSC20083,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
