SSC_CODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
SSC21489,6,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,8,3,11
SSC21490,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC21491,42,32,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,40,39,83
SSC21492,7,13,24,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,4,0,7,14,13,29
SSC21493,49,50,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,55,54,111
SSC21494,33,30,58,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,5,5,6,8,38,38,76
SSC21495,6484,7052,13533,159,173,335,20,23,38,629,706,1330,11,12,20,6,4,6,5,0,10,4,0,8,0,0,3,0,0,0,0,0,0,671,742,1421,29,37,73,12,9,20,880,967,1839,511,492,1004,7873,8507,16376
SSC21496,32,35,67,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,6,0,6,37,36,79
SSC21497,60,65,124,0,0,0,0,0,0,7,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19,0,0,0,0,0,0,7,7,14,6,6,10,71,83,147
SSC21498,33,35,69,0,0,0,0,0,0,3,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,13,0,0,0,0,0,0,3,7,13,5,9,16,46,48,97
SSC21499,33,41,75,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,36,46,82
SSC21500,184,170,362,9,5,13,0,0,3,9,8,25,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,15,27,0,0,3,0,0,0,25,18,47,22,18,39,231,207,440
SSC21501,180,166,347,4,6,13,0,0,0,9,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18,0,0,0,0,0,0,21,11,33,29,18,49,226,197,425
SSC21502,0,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,5,0,3,0,0,3,4,4,7
SSC21503,21,16,35,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,0,0,0,19,16,38
SSC21504,9,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,10
SSC21505,224,231,457,7,5,8,0,0,0,29,21,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,24,54,0,0,4,0,0,0,37,27,64,20,25,52,288,287,572
SSC21506,18,16,28,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,20,18,38
SSC21507,169,149,319,12,6,10,4,3,3,16,9,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,33,0,0,0,3,0,3,35,16,49,22,21,38,226,190,414
SSC21508,24,23,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,23,27,51
SSC21509,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5
SSC21510,24,26,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,5,4,3,5,29,34,62
SSC21511,539,513,1050,3,7,14,0,0,0,50,46,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,46,95,0,0,0,6,3,6,60,56,117,71,70,142,665,639,1304
SSC21512,17,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,18,21,38
SSC21513,15,13,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,4,3,4,8,19,19,42
SSC21514,274,254,527,11,14,20,0,0,3,14,16,35,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,20,46,0,0,3,0,0,0,28,33,63,15,25,45,320,319,633
SSC21515,323,296,622,11,10,19,3,0,3,39,23,67,3,5,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,34,83,0,0,0,0,0,0,62,40,104,44,42,80,433,378,806
SSC21516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21517,344,314,656,15,16,28,14,12,22,16,16,27,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,32,54,0,0,0,0,0,0,44,43,91,32,26,56,419,381,801
SSC21518,37,38,75,3,0,3,0,0,0,7,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,15,0,0,0,0,0,0,11,7,21,9,10,16,56,52,109
SSC21519,332,314,646,4,3,8,3,0,3,24,22,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,51,0,0,0,7,3,3,33,31,62,23,18,41,390,361,746
SSC21520,411,414,820,10,7,15,0,0,0,36,30,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,27,63,0,0,0,0,0,0,44,37,80,25,23,44,476,473,950
SSC21521,16,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,31
SSC21522,27,25,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,53
SSC21523,48,54,102,0,0,4,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,3,4,11,6,9,17,64,67,127
SSC21524,170,148,319,3,4,10,0,0,0,9,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,15,0,0,0,0,0,0,17,14,24,10,13,21,191,176,361
SSC21525,1234,1274,2510,35,38,78,6,4,17,132,168,301,3,4,5,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,143,179,321,4,11,17,3,4,4,187,235,424,208,194,400,1626,1706,3334
SSC21526,551,545,1100,8,9,16,0,0,3,59,44,100,5,3,3,3,0,7,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,65,50,120,0,3,3,3,0,3,82,66,143,131,117,243,762,721,1484
SSC21527,224,227,453,0,0,0,0,0,0,6,14,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,23,0,0,0,0,0,0,11,14,21,11,15,29,247,250,503
SSC21528,735,758,1488,31,35,71,0,0,0,95,133,227,0,0,3,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,98,135,235,4,4,3,0,3,3,136,175,310,79,93,170,951,1024,1976
SSC21529,91,72,164,0,0,0,0,0,0,10,8,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,20,0,0,3,0,0,0,7,15,19,19,10,26,116,96,215
SSC21530,104,107,208,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,3,6,9,14,8,24,121,121,239
SSC21531,31,34,72,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,3,3,11,10,11,16,47,51,95
SSC21532,406,403,807,24,23,48,4,3,6,30,34,67,0,4,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,48,79,0,3,5,0,4,4,56,79,138,74,77,151,532,565,1096
SSC21533,5,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,10
SSC21534,976,986,1964,28,28,59,6,4,9,42,58,98,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,60,119,5,3,10,0,0,0,86,96,187,55,67,117,1120,1154,2271
SSC21535,10,7,17,0,0,0,3,3,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,0,0,3,0,8,0,0,0,18,14,25
SSC21536,100,101,202,3,3,6,0,0,0,6,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,0,0,6,9,16,8,6,12,118,111,228
SSC21537,1520,1623,3138,31,46,83,4,4,6,192,201,392,0,4,3,3,3,8,0,3,3,4,3,4,0,0,0,0,0,0,0,0,0,204,218,419,9,18,23,0,0,4,245,285,528,83,112,191,1848,2018,3860
SSC21538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21539,18,15,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,20,19,36
SSC21540,285,286,577,43,42,83,4,3,9,111,123,240,4,6,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,126,136,258,0,7,6,0,0,0,163,187,350,28,22,52,477,493,974
SSC21541,470,467,942,36,38,71,5,3,4,24,32,58,0,6,7,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,33,46,72,4,0,4,7,0,5,70,84,154,62,79,139,602,632,1234
SSC21542,17,15,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,15,15,28
SSC21543,82,88,175,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,5,15,0,0,0,0,0,0,8,5,15,19,20,41,111,112,220
SSC21544,3387,3433,6817,68,57,131,15,14,29,291,280,567,7,10,14,6,3,3,9,3,6,0,0,3,3,6,5,4,3,5,0,0,0,325,313,642,83,88,166,21,31,56,502,489,995,312,265,569,4195,4187,8386
SSC21545,2648,2697,5343,64,69,134,12,4,18,262,281,536,10,11,17,0,3,3,0,4,6,0,0,0,0,0,0,4,0,5,0,0,0,279,306,581,64,78,141,3,0,5,415,453,863,176,181,359,3241,3328,6572
SSC21546,15,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,29
SSC21547,79,53,131,3,3,4,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,7,4,12,12,12,26,99,74,174
SSC21548,2836,2880,5714,15,18,30,3,11,10,197,210,404,0,0,0,3,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,204,218,425,15,15,29,0,0,0,234,253,489,212,202,417,3288,3330,6619
SSC21549,430,392,818,0,0,0,0,0,0,21,31,54,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,23,36,58,3,3,6,0,0,0,26,40,70,40,29,66,496,455,951
SSC21550,228,234,466,3,3,8,0,0,3,7,3,9,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,10,0,0,0,0,0,0,9,6,17,12,22,37,252,265,514
SSC21551,382,373,751,3,0,0,3,0,3,22,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,17,44,0,0,0,0,0,0,35,21,52,19,24,44,435,412,848
SSC21552,857,830,1691,21,18,38,0,0,3,59,54,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,62,58,124,4,5,10,4,6,10,85,84,175,86,75,161,1033,990,2022
SSC21553,13,19,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,29
SSC21554,3693,3980,7675,67,84,147,15,12,32,380,421,799,12,3,8,3,3,7,8,7,13,0,5,3,0,3,9,5,3,8,0,0,0,416,463,885,95,101,196,3,6,7,584,657,1240,333,407,745,4616,5043,9660
SSC21555,48,42,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,46,42,88
SSC21556,11,7,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,9,22
SSC21557,37,27,65,3,3,11,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,9,11,14,3,3,9,46,46,91
SSC21558,7,9,16,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,9,10,20
SSC21559,1276,1337,2613,103,124,224,3,3,7,148,152,300,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,156,165,324,7,9,20,3,6,6,273,303,577,114,98,211,1657,1738,3401
SSC21560,6,9,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,13,19
SSC21561,1999,2116,4112,185,214,395,8,3,11,86,117,205,10,12,17,0,0,0,3,4,8,0,0,0,0,0,0,0,0,0,0,0,0,101,139,242,16,11,34,5,7,13,307,373,681,200,224,422,2511,2706,5217
SSC21562,35,27,65,5,0,4,0,0,0,3,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,0,0,0,0,0,0,8,10,16,0,0,3,44,36,82
SSC21563,178,141,322,0,0,0,0,0,0,3,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,15,0,0,0,0,0,0,3,9,15,18,16,33,201,168,365
SSC21564,2095,2081,4177,26,32,59,0,3,8,156,154,314,5,6,13,5,3,8,3,0,3,0,0,0,3,0,4,0,0,0,0,0,0,172,175,348,3,4,13,3,0,3,202,216,424,176,154,324,2469,2450,4923
SSC21565,3158,3218,6375,133,105,238,23,22,44,493,490,975,6,5,16,12,14,29,7,13,23,4,3,11,4,8,7,3,4,7,0,0,0,550,554,1110,136,140,274,13,4,19,831,810,1641,471,428,903,4462,4459,8913
SSC21566,185,177,362,5,0,8,0,0,0,15,19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,16,33,0,0,0,0,0,0,22,17,39,12,13,26,220,209,424
SSC21567,15,15,35,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,7,6,5,6,23,25,46
SSC21568,161,175,335,0,3,3,0,0,0,8,11,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,27,5,3,11,0,0,0,16,21,39,16,22,35,195,217,409
SSC21569,89,78,168,13,10,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,3,3,16,15,25,6,8,15,104,99,212
SSC21570,16,18,34,6,3,5,0,0,0,3,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,12,0,0,0,0,0,0,10,7,15,0,3,3,26,27,58
SSC21571,10,16,29,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,7,3,5,7,3,4,20,18,37
SSC21572,94,81,175,0,4,7,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,7,6,14,13,14,24,116,95,213
SSC21573,601,641,1245,33,29,61,0,3,4,41,49,95,0,0,0,0,0,3,3,3,3,0,0,3,0,0,0,0,0,0,0,0,0,49,54,106,0,3,3,0,0,0,84,86,173,43,45,92,725,781,1507
SSC21574,433,455,897,31,24,55,0,3,3,12,10,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,25,0,3,3,0,0,0,46,45,91,38,40,75,517,540,1060
SSC21575,332,326,658,20,21,36,0,0,0,30,20,47,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,29,25,53,0,0,0,0,0,0,46,40,90,43,36,78,418,401,822
SSC21576,3552,4016,7570,124,126,249,17,23,37,504,539,1046,15,17,28,3,4,11,22,22,44,6,3,12,3,0,5,3,0,4,0,0,0,574,610,1182,101,124,221,13,5,15,808,864,1674,351,373,723,4709,5256,9966
SSC21577,8100,8613,16717,192,239,430,36,40,67,986,1037,2022,24,36,64,10,8,22,17,9,25,3,3,7,3,3,7,8,12,15,0,0,0,1083,1141,2232,343,469,811,10,11,20,1635,1862,3492,627,676,1305,10366,11149,21512
SSC21578,5,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4
SSC21579,122,118,245,7,11,15,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,0,0,0,0,0,0,13,20,32,21,12,36,156,154,304
SSC21580,293,269,563,0,0,0,0,0,0,14,21,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,21,31,0,0,0,0,0,0,13,24,36,17,17,27,328,304,635
SSC21581,105,106,207,0,0,0,0,0,0,9,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,19,0,0,0,0,0,0,9,13,19,12,8,17,127,121,248
SSC21582,69,63,134,4,3,6,0,0,3,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,15,0,0,0,0,0,0,7,11,22,13,13,27,89,88,176
SSC21583,987,1065,2056,34,42,77,6,0,5,117,146,260,5,4,4,3,5,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,129,152,287,8,12,20,0,0,0,171,206,375,92,94,190,1254,1366,2619
SSC21584,36,31,66,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,5,7,5,4,10,43,41,86
SSC21585,33,31,61,0,3,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,3,10,6,6,13,37,40,75
SSC21586,14,8,19,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,0,3,3,15,9,24
SSC21587,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
SSC21588,1745,1898,3638,195,205,398,6,18,23,96,111,200,11,6,17,0,0,4,3,3,8,0,0,0,3,4,11,0,0,0,0,0,0,120,139,260,11,16,27,3,7,12,329,362,693,198,212,410,2266,2472,4743
SSC21589,0,7,9,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3,7,3,0,3,7,10,17
SSC21590,64,64,126,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,0,3,10,13,16,11,23,81,78,157
SSC21591,84,84,160,3,0,10,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,8,6,15,15,17,29,108,105,210
SSC21592,90,101,188,6,7,14,0,0,0,7,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,10,5,11,0,4,4,0,0,0,14,15,31,7,8,16,115,127,237
SSC21593,4290,4391,8683,168,166,328,36,33,70,726,697,1424,28,28,64,20,18,34,16,12,25,3,3,6,3,4,3,9,7,17,0,0,4,846,802,1651,183,202,389,18,3,20,1211,1178,2390,485,515,997,5991,6084,12075
SSC21594,37,40,80,0,0,0,0,0,3,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,0,0,0,0,0,0,4,4,9,3,5,10,49,45,90
SSC21595,107,104,208,6,3,9,0,0,0,8,18,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,18,27,0,0,0,0,0,0,13,22,31,5,13,13,125,133,260
SSC21596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC21597,230,215,445,10,12,25,0,0,5,12,6,18,3,3,8,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,16,29,0,0,0,0,0,0,28,29,61,31,24,62,291,269,558
SSC21598,58,51,106,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,5,6,0,4,65,53,114
SSC21599,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4
SSC21600,4,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,10,5,17
SSC21601,515,522,1044,15,10,29,3,3,6,79,89,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,93,177,5,3,6,0,0,0,106,112,217,70,67,136,692,700,1386
SSC21602,41,40,77,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,4,9,13,23,56,59,110
SSC21603,18,15,34,0,0,0,0,0,3,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,0,0,0,0,0,0,5,8,6,3,0,4,25,23,46
SSC21604,582,734,1314,40,49,92,3,5,8,115,146,270,0,0,4,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,130,160,282,8,7,13,4,0,4,176,212,393,57,98,150,818,1047,1860
