SSC_CODE_2016,Num_Psns_UR_1_FamHhold,Num_Psns_UR_1_NonFamHhold,Num_Psns_UR_1_Total,Num_Psns_UR_2_FamHhold,Num_Psns_UR_2_NonFamHhold,Num_Psns_UR_2_Total,Num_Psns_UR_3_FamHhold,Num_Psns_UR_3_NonFamHhold,Num_Psns_UR_3_Total,Num_Psns_UR_4_FamHhold,Num_Psns_UR_4_NonFamHhold,Num_Psns_UR_4_Total,Num_Psns_UR_5_FamHhold,Num_Psns_UR_5_NonFamHhold,Num_Psns_UR_5_Total,Num_Psns_UR_6mo_FamHhold,Num_Psns_UR_6mo_NonFamHhold,Num_Psns_UR_6mo_Total,Total_FamHhold,Total_NonFamHhold,Total_Total
SSC20273,..,56,56,92,5,93,25,0,25,30,0,30,17,0,17,3,0,3,161,58,221
SSC20274,..,3,3,4,0,3,0,0,0,3,0,3,0,0,0,0,0,0,9,9,16
SSC20275,..,9,9,11,0,13,9,0,9,6,0,6,3,0,3,0,0,0,26,5,36
SSC20276,..,15,15,8,0,6,4,0,4,0,0,0,0,0,0,0,0,0,15,16,28
SSC20277,..,842,842,814,98,910,397,7,401,330,3,334,88,0,92,29,0,27,1656,955,2608
SSC20278,..,16,16,48,0,48,13,0,13,22,0,22,9,0,9,3,0,3,84,16,102
SSC20279,..,13,13,34,0,32,23,0,25,16,0,16,6,0,6,6,0,6,88,16,105
SSC20280,..,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,8,0,10
SSC20281,..,61,61,93,12,99,18,0,24,18,0,18,10,0,10,7,0,7,144,67,215
SSC20282,..,7,7,15,0,14,13,0,13,18,0,18,0,0,0,3,0,3,54,13,62
SSC20283,..,7,7,21,0,21,6,0,6,13,0,13,3,0,3,0,0,0,41,7,53
SSC20284,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20285,..,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5
SSC20286,..,121,121,136,3,142,50,0,53,41,0,41,28,0,28,5,0,5,265,127,389
SSC20287,..,10,10,22,0,22,7,0,7,5,0,5,3,0,3,3,0,3,37,10,56
SSC20288,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20289,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11
SSC20290,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5
SSC20291,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC20292,..,15,15,18,0,20,3,0,3,3,0,3,7,0,7,3,0,3,35,18,54
SSC20293,..,6,6,21,0,21,0,0,0,6,0,6,3,0,3,0,0,0,36,6,40
SSC20294,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
SSC20295,..,3,3,3,0,3,3,0,3,3,0,3,3,0,3,0,0,0,12,3,15
SSC20296,..,12,12,18,0,24,5,0,5,7,0,7,3,0,3,0,0,0,36,16,52
SSC20297,..,6,6,9,0,9,3,0,3,0,0,0,0,0,0,0,0,0,14,6,17
SSC20298,..,112,112,149,3,151,38,0,38,18,0,18,11,0,11,11,0,11,234,117,351
SSC20299,..,3,3,10,0,10,4,0,4,9,0,9,0,0,0,0,0,0,34,3,35
SSC20300,..,7,7,9,0,9,4,0,4,4,0,4,3,0,3,0,0,0,20,7,22
SSC20301,..,0,0,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,11,0,12
SSC20302,..,2352,2352,2689,237,2923,1416,39,1458,1221,7,1226,422,5,425,193,0,191,5935,2640,8572
SSC20303,..,11,11,11,3,10,0,0,0,3,0,3,0,0,0,0,0,0,15,8,28
SSC20304,..,5,5,10,0,10,5,0,5,3,0,3,5,0,5,0,0,0,26,5,32
SSC20305,..,88,88,333,17,352,216,0,216,311,0,309,141,0,139,57,0,59,1066,108,1170
SSC20306,..,12,12,20,0,22,3,0,3,5,0,5,5,0,5,0,0,0,34,18,47
SSC20307,..,11,11,26,0,32,10,0,14,9,0,9,3,0,3,0,0,0,52,12,65
SSC20308,..,4,4,8,0,12,0,0,0,3,0,3,0,0,0,0,0,0,10,3,18
SSC20309,..,4,4,6,0,6,0,0,0,0,0,0,3,0,3,0,0,0,16,4,20
SSC20310,..,10,10,13,0,13,3,0,3,5,0,5,0,0,0,0,0,0,29,10,37
SSC20311,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,12,0,12
SSC20312,..,1363,1363,1155,308,1465,635,119,751,511,53,563,187,18,207,78,18,97,2569,1879,4448
SSC20313,..,964,964,1117,127,1248,798,86,881,766,25,790,276,14,290,103,5,115,3061,1231,4283
SSC20314,..,768,768,700,93,792,500,47,543,569,28,601,213,13,224,76,10,89,2057,952,3010
SSC20315,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4
SSC20316,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC20317,..,0,0,7,0,7,3,0,3,0,0,0,0,0,0,3,0,3,8,0,10
SSC20318,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10
SSC20319,..,8,8,16,0,16,5,0,5,3,0,3,0,0,0,0,0,0,29,4,31
SSC20320,..,23,23,52,3,55,11,0,11,23,0,23,7,0,7,3,0,3,94,28,124
SSC20321,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC20322,..,743,743,641,89,733,469,54,522,456,27,477,270,14,285,222,11,230,2052,937,2991
SSC20323,..,4,4,4,0,4,0,0,0,0,0,0,6,0,6,0,0,0,4,4,15
SSC20324,..,181,181,131,20,149,57,9,60,41,0,39,9,0,9,3,0,3,236,217,457
SSC20325,..,20,20,22,0,23,9,0,9,8,0,8,0,0,0,0,0,0,41,26,63
SSC20326,..,3,3,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11
SSC20327,..,7,7,6,0,5,0,0,0,4,0,4,0,0,0,0,0,0,7,9,14
SSC20328,..,118,118,145,7,151,58,0,58,50,0,50,36,0,36,10,0,10,293,127,423
SSC20329,..,293,293,418,17,443,197,0,203,186,0,182,76,0,76,17,0,17,894,319,1209
SSC20330,..,5,5,14,0,14,8,0,8,3,0,3,5,0,5,0,0,0,32,5,38
SSC20331,..,13,13,21,0,23,10,0,10,10,0,10,0,0,0,3,0,3,39,15,47
SSC20332,..,3,3,3,0,3,3,0,3,3,0,3,3,0,3,0,0,0,15,3,18
SSC20333,..,47,47,53,9,58,13,0,13,6,0,6,8,0,8,0,0,0,87,58,141
SSC20334,..,301,301,370,19,388,92,6,96,95,0,102,47,0,47,8,0,8,616,326,940
SSC20335,..,2147,2147,2703,162,2866,1232,33,1262,1441,5,1448,597,0,598,160,0,160,6130,2350,8475
SSC20336,..,1424,1424,1539,74,1606,901,20,920,1225,3,1230,393,3,398,104,0,105,4169,1521,5690
SSC20337,..,12,12,25,0,28,4,0,6,9,0,9,6,0,6,3,0,3,48,17,59
SSC20338,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20339,..,7,7,10,0,10,0,0,0,3,0,3,0,0,0,0,0,0,13,7,17
SSC20340,..,4,4,11,0,11,3,0,3,0,0,0,3,0,3,3,0,3,21,4,27
SSC20341,..,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6
SSC20342,..,0,0,3,0,3,4,0,4,0,0,0,0,0,0,0,0,0,13,0,13
SSC20343,..,387,387,509,39,551,238,0,240,232,0,232,121,0,122,46,0,46,1146,436,1580
SSC20344,..,867,867,730,92,822,595,35,632,519,29,549,337,18,357,356,3,362,2536,1046,3583
SSC20345,..,5,5,8,0,8,4,0,4,7,0,7,0,0,0,3,0,3,17,5,28
SSC20346,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13
SSC20347,..,0,0,8,0,8,0,0,0,0,0,0,3,0,3,0,0,0,9,0,9
SSC20348,..,3,3,10,0,10,5,0,5,0,0,0,3,0,3,0,0,0,13,3,19
SSC20349,..,491,491,749,53,806,524,5,538,570,3,569,272,0,273,208,0,209,2323,557,2879
SSC20350,..,234,234,245,32,278,130,13,140,70,0,74,23,0,29,18,0,17,490,280,768
SSC20351,..,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
SSC20352,..,10,10,25,0,30,13,0,13,5,0,5,6,0,6,0,0,0,55,17,72
SSC20353,..,19,19,23,0,23,8,0,8,5,0,5,0,0,0,0,0,0,38,19,61
SSC20354,..,362,362,447,50,496,201,10,204,186,0,190,84,0,83,30,0,30,944,418,1364
SSC20355,..,3,3,15,0,15,7,0,7,3,0,3,0,0,0,0,0,0,32,3,32
SSC20356,..,6,6,14,0,18,0,0,0,3,0,3,5,0,5,0,0,0,23,11,30
SSC20357,..,10,10,17,0,15,4,0,4,3,0,3,0,0,0,0,0,0,30,12,37
SSC20358,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20359,..,2999,2999,2941,934,3877,1170,476,1644,947,220,1167,241,84,327,87,22,113,5383,4735,10121
SSC20360,..,1597,1597,1508,439,1951,597,206,802,430,85,519,104,12,116,26,20,51,2667,2363,5033
SSC20361,..,1948,1948,1636,411,2041,733,183,911,649,81,726,196,21,223,73,6,71,3284,2639,5923
SSC20362,..,98,98,119,8,123,45,0,45,40,0,40,7,0,7,4,0,4,222,100,325
SSC20363,..,11,11,17,0,17,3,0,3,8,0,8,0,0,0,0,0,0,27,11,40
SSC20364,..,25,25,40,0,40,12,0,12,7,0,7,3,0,3,3,0,3,69,25,95
SSC20365,..,13,13,18,0,22,3,0,3,3,0,3,0,0,0,0,0,0,29,11,41
SSC20366,..,13,13,31,0,31,8,0,8,0,0,0,4,0,4,0,0,0,43,13,60
SSC20367,..,6,6,23,0,20,7,0,9,19,0,19,4,0,4,4,0,4,57,8,63
SSC20368,..,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,9,0,8
SSC20369,..,7,7,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,14,3,20
SSC20370,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20371,..,8,8,18,0,19,9,0,9,9,0,9,5,0,5,5,0,5,44,10,55
SSC20372,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20373,..,16,16,41,3,37,10,0,10,17,0,17,9,0,9,0,0,0,74,15,95
SSC20374,..,25,25,40,0,40,8,0,8,17,0,17,6,0,6,3,0,3,74,25,106
SSC20375,..,3,3,8,0,8,3,0,3,5,0,5,3,0,3,0,0,0,23,3,24
SSC20376,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20377,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20378,..,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,10,3,11
SSC20379,..,25,25,61,0,64,41,0,41,39,0,39,18,0,18,10,0,10,163,26,190
SSC20380,..,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,5,3,7
SSC20381,..,4,4,13,0,14,5,0,5,3,0,3,4,0,4,0,0,0,27,10,32
SSC20382,..,6,6,15,3,18,0,0,0,3,0,3,0,0,0,0,0,0,19,12,32
SSC20383,..,5,5,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,12,5,15
SSC20384,..,817,817,1259,60,1315,665,23,682,740,13,748,268,5,275,93,3,91,3019,917,3935
SSC20385,..,33,33,80,0,80,35,0,34,33,0,33,20,0,20,7,0,7,181,37,216
SSC20386,..,12,12,12,0,12,0,0,0,3,0,3,4,0,4,0,0,0,19,12,35
SSC20387,..,3,3,7,0,7,0,0,0,3,0,3,0,0,0,0,0,0,12,3,13
SSC20388,..,18,18,55,4,64,24,0,23,36,0,36,18,0,18,7,0,7,148,22,165
SSC20389,..,13,13,27,0,27,9,0,9,4,0,4,6,0,6,3,0,3,45,17,66
SSC20390,..,7,7,15,0,15,8,0,8,0,0,0,7,0,7,0,0,0,25,7,26
SSC20391,..,11,11,32,0,32,9,0,9,18,0,18,11,0,11,4,0,4,76,11,92
SSC20392,..,17,17,19,0,19,9,0,9,13,0,13,6,0,6,3,0,3,45,17,61
SSC20393,..,43,43,68,4,69,24,0,24,20,0,20,3,0,3,4,0,4,112,44,160
SSC20394,..,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,12,0,11
SSC20395,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20396,..,3,3,12,0,12,5,0,5,3,0,3,3,0,3,0,0,0,20,3,24
SSC20397,..,1843,1843,2578,335,2914,1590,210,1803,1692,117,1809,619,62,685,300,37,340,6775,2614,9386
SSC20398,..,4,4,6,0,6,4,0,4,0,0,0,0,0,0,0,0,0,17,4,23
SSC20399,..,3,3,10,0,10,8,0,8,5,0,5,3,0,3,0,0,0,23,3,24
SSC20400,..,8,8,5,0,5,3,0,3,3,0,3,0,0,0,0,0,0,8,8,16
SSC20401,..,9,9,18,0,18,4,0,4,3,0,3,4,0,4,0,0,0,30,9,31
SSC20402,..,16,16,33,0,30,9,0,9,17,0,17,14,0,14,0,0,0,77,20,95
SSC20403,..,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,5,0,6
SSC20404,..,0,0,4,0,9,0,0,0,4,0,4,0,0,0,0,0,0,12,4,12
SSC20405,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20406,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC20407,..,249,249,423,26,445,178,3,178,232,0,233,107,0,107,34,0,37,968,279,1252
SSC20408,..,7,7,33,0,33,19,0,19,24,0,24,8,0,8,4,0,4,77,7,88
SSC20409,..,153,153,254,12,263,116,3,124,140,0,140,77,0,77,47,0,47,627,169,798
SSC20410,..,7,7,9,0,9,8,0,8,3,0,3,3,0,3,3,0,3,27,7,36
SSC20411,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20412,..,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,3,8
SSC20413,..,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10
SSC20414,..,3,3,7,0,11,3,0,3,0,0,0,0,0,0,0,0,0,13,6,21
SSC20415,..,4,4,6,0,6,3,0,3,0,0,0,0,0,0,0,0,0,15,4,18
SSC20416,..,101,101,104,31,134,47,14,59,27,6,33,7,3,10,0,0,0,178,154,334
SSC20417,..,273,273,339,15,355,273,0,277,310,0,310,157,0,154,105,0,105,1184,295,1478
SSC20418,..,106,106,265,17,284,345,4,355,540,0,546,197,0,197,135,0,136,1494,132,1625
SSC20419,..,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10
SSC20420,..,13,13,22,5,27,10,0,10,5,0,5,3,0,3,3,0,3,50,18,62
SSC20421,..,0,0,5,0,5,3,0,3,0,0,0,0,0,0,0,0,0,8,0,8
SSC20422,..,5,5,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,10,7,14
SSC20423,..,42,42,31,3,38,7,0,7,11,0,11,4,0,4,3,0,3,56,43,101
SSC20424,..,1432,1432,1211,197,1409,760,166,932,760,133,894,284,80,367,119,65,185,3142,2076,5215
SSC20425,..,710,710,1059,96,1154,641,67,708,670,42,718,205,19,226,107,11,119,2686,947,3632
SSC20426,..,16,16,56,0,56,38,0,38,28,0,28,25,0,25,3,0,3,150,16,168
SSC20427,..,3,3,7,0,7,4,0,4,3,0,3,0,0,0,0,0,0,19,3,21
SSC20428,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC20429,..,50,50,79,3,79,18,0,18,27,0,27,5,0,5,7,0,7,124,58,184
SSC20430,..,12,12,16,0,16,4,0,4,3,0,3,3,0,3,0,0,0,29,12,48
SSC20431,..,7,7,14,0,11,7,0,7,9,0,9,0,0,0,0,0,0,31,9,35
SSC20432,..,12,12,29,0,29,11,0,12,9,0,9,0,0,0,0,0,0,52,12,60
SSC20433,..,6,6,15,0,15,9,0,9,6,0,6,3,0,3,0,0,0,32,6,45
SSC20434,..,11,11,21,0,21,3,0,3,17,0,17,0,0,0,0,0,0,47,11,57
SSC20435,..,21,21,42,0,42,27,0,27,20,0,20,15,0,15,13,0,13,127,21,145
SSC20436,..,4,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,4,8
SSC20437,..,8,8,13,0,13,0,0,0,3,0,3,0,0,0,0,0,0,15,8,20
SSC20438,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3
SSC20439,..,210,210,425,28,451,497,10,512,695,4,701,381,0,378,302,0,308,2301,261,2564
SSC20440,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20441,..,15,15,16,4,19,7,0,7,12,0,12,9,0,9,0,0,0,46,18,60
SSC20442,..,557,557,475,57,536,245,12,253,188,3,192,89,0,89,49,0,49,1048,628,1683
SSC20443,..,18,18,21,0,25,8,0,8,5,0,5,5,0,5,0,0,0,38,16,56
SSC20444,..,7,7,4,0,4,3,0,3,7,0,7,0,0,0,0,0,0,10,7,18
SSC20445,..,19,19,42,0,41,18,0,21,20,0,20,3,0,3,4,0,4,96,26,116
SSC20446,..,7,7,3,0,6,0,0,0,3,0,3,0,0,0,0,0,0,8,3,15
SSC20447,..,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6
SSC20448,..,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,10
SSC20449,..,8,8,17,0,17,10,0,10,6,0,6,8,0,8,3,0,3,43,8,56
SSC20450,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20451,..,1686,1686,2138,182,2321,1135,71,1200,1553,30,1584,600,22,620,182,9,191,5603,1998,7606
SSC20452,..,11,11,22,0,25,16,0,16,10,0,10,12,0,12,0,0,0,66,10,72
SSC20453,..,344,344,400,23,426,200,10,210,202,0,204,172,5,178,190,7,191,1163,387,1552
SSC20454,..,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,9
SSC20455,..,173,173,213,14,226,94,0,98,81,0,81,52,0,52,17,0,17,460,189,649
SSC20456,..,7,7,8,0,8,3,0,3,0,0,0,0,0,0,0,0,0,11,7,17
SSC20457,..,9,9,7,0,7,3,0,3,3,0,3,0,0,0,0,0,0,8,9,13
SSC20458,..,455,455,489,32,518,151,3,157,133,0,133,56,0,56,34,0,34,859,489,1348
SSC20459,..,327,327,400,66,465,179,19,197,194,8,199,85,0,86,30,0,30,890,417,1303
SSC20460,..,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
SSC20461,..,7,7,10,0,8,4,0,4,4,0,4,3,0,3,0,0,0,19,3,25
SSC20462,..,39,39,31,4,34,8,0,8,5,0,5,3,0,3,0,0,0,49,37,90
SSC20463,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20464,..,48,48,77,10,86,30,0,31,33,0,33,19,0,19,15,0,15,165,56,221
SSC20465,..,3,3,7,0,7,5,0,5,0,0,0,3,0,3,0,0,0,15,3,14
SSC20466,..,526,526,801,35,838,401,13,407,567,11,577,262,0,262,73,0,76,2101,584,2690
SSC20467,..,9,9,21,0,22,3,0,3,7,0,7,3,0,3,0,0,0,38,11,52
SSC20468,..,15,15,15,0,19,9,0,9,3,0,3,5,0,5,0,0,0,34,21,49
SSC20469,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20470,..,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,6,3,7
SSC20471,..,124,124,149,13,161,34,0,34,31,0,31,13,0,13,3,0,3,232,139,366
SSC20472,..,29,29,84,3,88,17,0,17,21,0,22,8,0,8,3,0,3,131,35,167
SSC20473,..,175,175,210,15,228,101,0,105,100,0,100,28,0,28,12,0,12,452,196,646
SSC20474,..,7,7,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,5,19
SSC20475,..,3,3,17,0,17,4,0,4,0,0,0,0,0,0,0,0,0,30,3,26
SSC20476,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC20477,..,18,18,33,3,38,10,0,10,10,0,10,3,0,3,4,0,4,67,14,86
SSC20478,..,6,6,8,3,11,3,0,3,3,0,3,0,0,0,0,0,0,18,9,20
SSC20479,..,5,5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8
SSC20480,..,8,8,7,0,7,4,0,4,0,0,0,0,0,0,0,0,0,15,8,19
SSC20481,..,7,7,23,0,23,3,0,3,3,0,3,3,0,3,0,0,0,28,7,37
SSC20482,..,16,16,65,0,70,31,0,31,42,0,42,43,0,40,19,0,19,200,18,220
SSC20483,..,33,33,60,0,65,30,0,31,48,0,51,22,0,22,10,0,10,178,37,212
SSC20484,..,14,14,30,4,40,20,0,20,20,0,23,14,0,14,7,0,7,92,19,113
SSC20485,..,45,45,83,7,88,41,0,41,50,0,50,19,0,19,18,0,17,207,53,257
SSC20486,..,3,3,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,8,3,15
SSC20487,..,4,4,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,4,12
SSC20488,..,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12
SSC20489,..,104,104,152,13,167,48,0,49,46,0,46,35,0,35,18,0,18,305,113,421
SSC20490,..,18,18,19,0,20,7,0,11,3,0,3,3,0,3,0,0,0,40,25,65
SSC20491,..,19,19,39,0,39,16,0,14,27,0,27,6,0,6,3,0,3,91,20,114
SSC20492,..,3485,3485,1577,1387,2960,481,431,908,262,149,417,85,57,143,76,28,103,2476,5528,8006
SSC20493,..,688,688,754,243,997,333,196,525,232,79,309,51,22,74,8,5,22,1380,1229,2605
SSC20494,..,6,6,15,0,15,6,0,7,5,0,5,3,0,3,0,0,0,30,3,33
SSC20495,..,2126,2126,1888,368,2254,1000,136,1139,958,68,1020,283,17,305,82,12,95,4210,2729,6944
SSC20496,..,6,6,23,0,23,7,0,7,5,0,5,4,0,4,3,0,3,38,6,44
SSC20497,..,951,951,1535,101,1639,1444,17,1464,1915,7,1918,823,0,823,407,0,407,6123,1072,7197
SSC20498,..,7,7,13,0,13,4,0,4,7,0,7,3,0,3,3,0,3,34,7,45
SSC20499,..,12,12,12,3,11,10,0,10,3,0,3,0,0,0,0,0,0,26,14,38
SSC20500,..,15,15,17,0,13,3,0,3,3,0,3,3,0,3,0,0,0,24,13,41
SSC20501,..,3,3,5,0,5,3,0,3,3,0,3,0,0,0,0,0,0,12,3,17
SSC20502,..,0,0,7,0,7,3,0,3,0,0,0,0,0,0,0,0,0,15,0,10
SSC20503,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC20504,..,537,537,532,52,589,251,10,261,187,0,187,73,3,72,19,3,22,1054,605,1658
SSC20505,..,1853,1853,1960,231,2192,1323,30,1352,1203,6,1205,493,4,500,250,0,250,5229,2121,7347
SSC20506,..,12,12,9,0,9,3,0,3,0,0,0,0,0,0,0,0,0,17,12,29
SSC20507,..,15,15,31,0,36,10,0,10,10,0,10,8,0,8,0,0,0,64,15,79
SSC20508,..,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,12
SSC20509,..,21,21,24,0,22,18,0,18,20,0,20,3,0,3,8,0,8,69,19,86
SSC20510,..,290,290,281,14,293,43,0,46,52,0,52,32,0,32,12,0,12,421,306,729
SSC20511,..,7,7,11,0,11,0,0,0,5,0,5,3,0,3,3,0,3,19,7,23
SSC20512,..,3,3,15,0,15,8,0,8,5,0,5,0,0,0,0,0,0,29,3,35
SSC20513,..,1113,1113,930,96,1025,330,14,345,269,3,276,105,0,101,29,0,34,1669,1233,2893
SSC20514,..,7,7,34,3,36,14,0,14,21,0,21,10,0,10,3,0,3,80,10,92
SSC20515,..,11,11,17,0,18,3,0,3,6,0,6,3,0,3,0,0,0,26,7,37
SSC20516,..,3,3,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8
SSC20517,..,3,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3
SSC20518,..,527,527,606,73,676,263,19,281,314,14,329,136,3,140,42,4,48,1366,640,2005
SSC20519,..,142,142,136,71,211,62,29,87,70,18,90,18,4,24,8,8,15,296,272,570
SSC20520,..,1590,1590,1717,236,1952,768,111,881,708,37,742,386,9,399,145,4,153,3727,1991,5719
SSC20521,..,1031,1031,1255,119,1368,667,37,706,844,21,864,293,8,304,60,5,61,3118,1222,4338
SSC20522,..,4,4,8,0,12,3,0,3,0,0,0,0,0,0,0,0,0,13,3,16
SSC20523,..,35,35,49,0,49,16,0,16,16,0,16,3,0,3,3,0,3,92,35,126
SSC20524,..,14,14,19,0,19,8,0,8,22,0,22,12,0,12,0,0,0,65,14,82
SSC20525,..,690,690,880,128,1007,541,95,635,466,44,514,159,10,164,80,14,94,2120,977,3098
SSC20526,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20527,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20528,..,4,4,7,0,7,0,0,0,0,0,0,3,0,3,0,0,0,12,5,15
SSC20529,..,7,7,5,0,5,4,0,4,0,0,0,0,0,0,0,0,0,11,7,18
SSC20530,..,14,14,30,3,32,8,3,9,15,0,15,3,0,3,3,0,3,68,23,87
SSC20531,..,8,8,3,0,3,7,0,7,4,0,4,0,0,0,3,0,3,22,8,23
SSC20532,..,178,178,170,16,184,43,0,45,32,0,32,14,0,14,6,0,6,267,200,464
SSC20533,..,8,8,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,12,9,19
SSC20534,..,1183,1183,974,93,1066,471,7,477,393,4,392,118,0,116,34,0,34,1982,1293,3272
SSC20535,..,411,411,553,39,588,339,0,348,403,0,403,131,0,131,40,0,40,1466,450,1920
SSC20536,..,2336,2336,2472,209,2680,1459,31,1489,1428,9,1433,460,3,461,123,8,127,5939,2597,8536
SSC20537,..,5,5,4,0,4,3,0,3,8,0,8,0,0,0,0,0,0,20,5,21
SSC20538,..,3,3,10,0,15,0,0,0,0,0,0,0,0,0,3,0,3,19,8,22
SSC20539,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20540,..,34,34,31,0,31,13,0,13,8,0,8,8,0,8,0,0,0,53,34,85
SSC20541,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC20542,..,16,16,25,0,23,10,0,10,5,0,5,0,0,0,3,0,3,39,17,56
SSC20543,..,8,8,12,0,12,4,0,4,0,0,0,0,0,0,3,0,3,20,7,28
SSC20544,..,122,122,90,5,95,34,0,30,24,0,24,8,0,8,9,0,9,154,130,283
SSC20545,..,9,9,9,0,11,3,0,3,0,0,0,0,0,0,0,0,0,12,8,16
SSC20546,..,6,6,24,0,25,3,0,3,5,0,5,3,0,3,0,0,0,34,11,43
SSC20547,..,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC20548,..,168,168,226,16,241,88,0,92,62,0,62,29,0,29,23,0,23,433,181,618
SSC20549,..,5,5,11,0,6,3,0,3,3,0,3,0,0,0,0,0,0,20,9,22
SSC20550,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC20551,..,7,7,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,7,11
