SSC_CODE_2016,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
SSC22297,105,206,0,0,5,19,0,3,59,243,64,267,3,12,7,30,11,44,22,81,94,346,0,0,8,17,0,0,12,33,23,55,0,3,8,16,13,35,24,51,43,105,4,10,246,667
SSC22298,184,364,3,30,15,70,3,4,167,600,189,703,6,23,19,57,27,93,51,175,241,883,0,4,3,11,0,0,30,73,33,87,3,13,10,20,29,64,43,97,75,183,13,35,519,1464
SSC22299,1426,2767,0,4,42,185,3,16,536,1922,583,2124,26,83,76,254,75,234,176,579,760,2699,0,3,22,76,5,18,127,322,155,414,13,38,58,113,125,258,191,411,344,828,104,224,2629,6518
SSC22300,1587,3203,58,333,389,1764,110,481,2193,8538,2745,11109,253,1090,279,1027,597,1962,1130,4079,3878,15188,18,67,70,243,43,163,334,913,466,1387,68,225,87,196,313,707,474,1130,932,2514,74,165,6477,21078
SSC22301,17,34,0,0,3,14,0,3,5,22,11,34,0,0,0,0,3,9,3,9,8,49,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,7,6,12,0,0,35,93
SSC22302,6,7,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,12,0,12,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25
SSC22303,3519,6882,5,11,79,334,12,55,763,2640,857,3048,45,183,167,539,145,447,362,1165,1214,4207,0,4,35,112,13,40,171,437,222,587,25,70,114,254,212,441,347,764,565,1355,230,483,5535,12925
SSC22304,2662,5215,0,4,16,69,8,18,507,1626,532,1715,12,58,67,202,84,257,169,519,697,2229,0,0,16,43,0,0,100,222,114,264,15,51,86,185,95,189,204,426,315,692,283,605,3961,8746
SSC22305,23,40,0,0,0,0,0,0,7,48,7,48,0,0,0,0,3,5,3,11,12,61,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,37,105
SSC22306,4,13,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,6,20
SSC22307,11,16,0,0,0,3,0,0,3,12,0,15,0,6,4,11,3,6,6,23,12,43,0,0,0,0,0,0,3,11,3,11,0,0,0,0,0,0,0,0,3,11,0,0,25,67
SSC22308,260,513,0,0,17,78,0,14,222,817,241,909,12,33,12,44,61,189,83,271,329,1185,0,0,3,22,0,0,34,87,39,112,9,25,9,29,40,96,61,153,98,260,22,39,704,1997
SSC22309,317,626,4,32,24,133,7,27,171,676,206,864,15,65,37,108,63,197,114,367,322,1234,3,17,8,37,4,7,50,118,63,179,3,11,23,44,35,76,60,129,127,305,11,20,771,2189
SSC22310,29,56,4,8,5,13,3,7,5,31,14,61,0,0,0,0,7,19,7,19,19,82,0,0,0,0,0,0,3,3,3,3,0,0,0,0,3,3,3,3,5,10,0,3,51,142
SSC22311,14,18,0,18,0,0,0,7,0,10,6,35,0,3,0,3,0,0,3,7,10,42,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,10,3,11,3,11,0,0,26,85
SSC22312,3,8,0,0,0,5,0,0,3,8,5,14,0,0,0,0,0,5,0,5,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23
SSC22313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22314,22,43,0,6,4,21,0,0,12,30,16,55,3,16,0,5,3,13,10,37,23,92,0,3,0,0,0,0,3,3,3,13,0,0,0,0,0,3,0,3,3,9,0,3,51,142
SSC22315,43,75,0,11,0,3,0,7,24,109,28,133,4,16,0,4,7,33,15,49,46,179,0,0,0,5,0,0,6,20,5,22,0,0,0,0,5,8,5,8,13,23,0,0,94,288
SSC22316,20,45,0,0,4,18,3,13,14,66,19,92,0,0,0,0,4,6,4,6,23,103,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,45,142
SSC22317,1548,3210,32,219,230,1125,64,317,1284,4988,1614,6655,159,710,238,904,535,1801,939,3417,2550,10068,14,72,74,293,35,135,278,793,400,1300,56,210,114,272,442,1015,615,1500,1015,2796,189,420,5297,16492
SSC22318,884,1833,27,182,153,723,36,176,803,3145,1017,4227,133,595,157,574,368,1260,660,2429,1677,6659,13,81,60,225,26,97,235,666,342,1067,51,164,81,212,231,547,361,917,696,1990,66,158,3327,10632
SSC22319,2790,5731,68,394,361,1785,124,583,1985,7675,2535,10445,259,1159,294,1042,972,3241,1532,5441,4062,15890,46,216,194,775,74,292,723,2052,1037,3336,124,447,208,493,936,2146,1271,3087,2310,6428,287,652,9449,28694
SSC22320,482,965,8,62,53,219,14,66,255,984,328,1334,39,173,39,117,130,409,212,701,540,2034,7,24,11,47,8,17,91,237,116,321,9,31,17,34,99,204,128,268,240,589,19,42,1287,3632
SSC22321,111,222,3,19,25,135,3,17,62,236,92,410,7,31,12,43,49,156,70,238,170,646,0,5,0,0,0,3,17,47,17,53,3,10,8,11,15,31,25,51,44,104,0,3,318,974
SSC22322,93,180,0,0,12,46,0,0,78,302,86,342,8,40,8,26,19,49,31,115,123,457,0,0,0,3,0,0,18,34,18,43,4,11,0,3,8,23,13,32,32,74,3,5,250,723
SSC22323,277,550,3,12,29,115,3,16,83,327,118,469,9,37,13,51,43,129,69,211,180,683,0,7,9,24,4,6,38,106,53,148,3,3,11,27,28,62,41,95,95,245,11,17,565,1492
SSC22324,17,32,0,0,3,10,0,0,3,20,4,28,0,0,0,3,4,8,3,12,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,29,78
SSC22325,12,21,0,7,0,0,0,0,3,15,3,20,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,38
SSC22326,3,5,0,0,0,7,0,0,3,27,9,35,0,0,0,0,0,0,0,0,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,13,44
SSC22327,3,6,0,5,0,0,0,0,10,27,12,33,0,0,0,3,3,15,4,20,12,49,0,0,0,3,0,0,0,7,4,12,0,0,0,0,0,0,0,0,4,12,0,0,22,67
SSC22328,228,462,6,30,35,165,7,31,187,736,238,963,44,191,58,219,122,386,226,797,464,1765,3,14,11,30,3,15,24,57,38,110,8,36,15,26,43,96,69,156,99,270,6,12,798,2513
SSC22329,4,12,0,0,0,8,0,0,5,12,3,28,0,0,0,0,0,4,0,4,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,40
SSC22330,9,13,0,0,4,7,0,0,0,4,3,14,0,4,0,0,0,0,0,8,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35
SSC22331,12,31,0,0,0,0,0,3,0,13,3,20,3,10,0,3,4,19,7,28,12,44,0,0,0,0,0,0,0,4,0,4,0,0,3,8,0,3,7,10,5,13,0,7,32,94
SSC22332,2591,5052,3,11,54,225,11,49,647,2189,711,2466,27,113,80,253,78,229,183,596,896,3065,0,0,12,35,6,11,158,333,178,386,15,39,83,167,157,321,251,532,426,915,119,246,4033,9271
SSC22333,1339,2630,26,200,114,656,14,52,743,2948,897,3858,38,147,77,256,106,324,216,725,1113,4588,5,14,14,48,0,3,118,273,134,338,14,42,54,114,100,194,164,350,298,690,84,170,2824,8069
SSC22334,360,694,0,3,17,76,0,0,161,579,174,657,7,46,38,121,20,66,71,231,246,888,0,0,3,14,0,0,25,55,29,62,0,0,20,48,15,34,36,77,62,138,16,29,687,1760
SSC22335,415,823,3,9,14,81,3,21,85,337,111,451,8,27,5,26,44,150,65,203,173,648,0,3,0,8,3,8,42,109,42,128,5,16,14,34,37,74,57,117,100,248,8,12,693,1734
SSC22336,6,13,0,0,0,0,0,0,3,5,3,5,0,0,0,3,0,4,3,8,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,24
SSC22337,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,6,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,3,4,5,0,0,7,17
SSC22338,37,70,0,0,8,35,0,0,15,77,28,105,3,13,8,26,11,20,20,56,41,169,0,0,0,3,0,0,0,6,0,8,0,0,0,0,0,3,0,3,3,7,0,0,84,253
SSC22339,117,229,0,0,3,14,4,19,33,150,40,180,3,9,3,15,15,53,21,78,70,259,0,3,0,3,0,0,14,41,21,54,3,8,3,6,18,40,27,56,48,107,0,3,228,598
SSC22340,46,95,0,3,3,18,0,8,16,69,27,99,0,3,3,8,3,16,8,26,32,123,0,0,0,4,0,0,3,10,3,11,0,0,0,0,3,6,3,6,4,14,0,4,90,243
SSC22341,13,20,0,0,3,5,0,0,6,21,9,27,3,13,3,4,3,14,10,27,17,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,3,25,87
SSC22342,4,12,0,0,0,0,0,0,3,18,3,18,0,0,0,0,0,3,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,10,30
SSC22343,738,1462,8,54,59,257,13,63,261,1022,347,1402,21,72,46,151,95,309,167,534,507,1936,3,12,12,55,8,36,101,265,126,366,8,25,25,50,81,183,109,253,244,621,29,57,1518,4074
SSC22344,37,79,0,0,4,13,0,4,14,41,18,61,3,14,0,6,3,12,9,33,26,95,0,0,0,0,0,0,3,7,3,7,0,0,0,0,3,7,3,9,4,11,0,6,74,183
SSC22345,11,15,0,0,0,3,0,7,3,12,4,21,0,0,0,3,0,0,0,3,4,24,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,14,38
SSC22346,9,22,0,0,0,0,0,0,8,29,8,29,0,4,0,10,0,11,9,20,15,49,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,4,6,0,0,26,79
SSC22347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22348,7,11,0,0,0,3,0,0,6,21,10,22,0,0,0,0,3,8,3,8,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,36
SSC22349,4,10,0,0,0,0,0,0,9,25,4,25,0,3,0,0,0,4,3,6,9,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,43
SSC22350,11,24,0,3,0,7,0,0,3,22,11,31,0,0,0,0,0,0,0,0,11,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25,60
SSC22351,6,17,0,0,0,0,0,0,3,19,3,19,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,34
SSC22352,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4
SSC22353,28,58,0,0,9,43,3,11,15,68,29,119,0,3,5,12,7,21,15,35,39,156,0,0,0,0,0,0,3,6,3,6,0,0,0,0,3,5,3,5,10,15,3,3,77,231
SSC22354,14,23,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,16,32
SSC22355,26,49,0,0,3,13,0,0,11,33,11,43,0,3,0,3,6,15,10,25,20,70,0,0,0,3,0,0,0,3,3,3,0,0,0,5,0,0,0,5,4,9,0,0,50,129
SSC22356,11,22,0,0,0,3,0,0,5,18,5,22,0,0,0,7,0,3,3,7,10,28,0,0,0,0,0,3,0,3,3,11,0,0,0,0,0,0,0,0,3,11,0,0,21,59
SSC22357,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC22358,320,621,3,8,41,172,9,47,166,661,217,889,17,59,23,79,57,176,92,313,314,1202,3,7,5,16,0,3,34,106,38,131,5,16,14,26,27,59,44,101,87,237,9,21,723,2077
SSC22359,19,34,0,3,0,3,0,4,6,35,8,42,0,5,3,9,0,6,3,20,13,59,0,0,0,5,0,0,0,0,0,5,0,0,0,3,0,0,0,3,3,5,0,0,40,103
SSC22360,18,33,0,0,3,19,0,0,11,29,13,48,0,3,0,7,0,9,3,14,13,63,0,0,0,0,0,0,0,3,0,3,0,0,3,4,0,0,3,4,0,5,0,0,37,105
SSC22361,48,104,0,8,0,12,0,0,14,56,14,69,0,0,4,7,0,4,7,14,23,83,0,0,0,0,0,0,0,4,0,4,0,0,3,7,5,7,5,11,7,15,0,0,77,205
SSC22362,697,1374,16,89,70,315,15,61,267,1076,368,1545,30,123,79,266,101,316,215,703,578,2246,3,15,30,113,7,33,88,240,124,398,20,60,27,61,74,153,117,267,244,660,21,45,1542,4330
SSC22363,18,33,3,14,3,19,0,0,13,42,18,76,4,7,3,5,0,0,7,17,22,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,4,10,0,0,40,138
SSC22364,13,30,0,7,9,33,0,0,10,51,21,87,0,3,0,0,3,16,4,18,28,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,3,5,0,0,45,139
SSC22365,490,976,17,81,111,485,13,66,477,1922,613,2549,45,202,73,260,86,262,213,721,820,3269,0,4,23,88,3,9,87,248,117,354,7,31,30,70,41,81,80,179,202,533,4,11,1518,4791
SSC22366,8,22,0,3,0,3,0,0,11,34,7,38,0,0,0,3,3,9,6,12,11,48,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,4,3,4,0,4,0,0,26,77
SSC22367,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,8,10
SSC22368,107,207,4,39,18,87,4,20,60,273,89,419,9,41,4,14,20,58,35,115,128,533,0,4,3,6,3,9,17,42,22,62,0,3,3,5,12,32,17,38,37,101,3,11,274,851
SSC22369,666,1330,17,80,160,726,24,129,599,2377,795,3316,114,469,150,550,234,744,499,1762,1293,5081,3,9,20,70,3,10,56,142,82,226,8,28,30,75,136,296,178,396,261,625,49,100,2264,7124
SSC22370,97,198,0,13,20,86,3,10,73,277,95,385,3,11,17,50,35,111,53,177,150,564,0,0,5,10,0,0,10,21,10,26,7,22,0,5,12,24,19,48,28,80,3,11,278,841
SSC22371,21,42,0,0,0,4,0,0,9,52,12,56,0,0,0,3,3,5,3,12,17,62,0,0,0,0,0,0,3,8,3,8,0,0,0,0,0,0,0,0,4,9,0,3,43,123
SSC22372,12,27,0,0,0,0,0,0,7,17,7,17,0,0,3,7,3,7,3,20,13,38,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,3,3,5,3,3,33,74
SSC22373,18,33,0,0,3,6,0,0,0,11,3,18,0,0,0,5,0,0,0,5,4,24,0,0,0,3,0,0,0,4,3,7,0,0,0,0,0,3,0,3,3,11,0,0,24,63
SSC22374,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC22375,28,53,0,0,3,23,0,4,19,73,24,99,0,3,3,15,3,4,7,24,32,124,0,7,0,0,0,5,0,3,5,13,0,4,0,0,3,0,6,12,8,21,0,0,67,202
SSC22376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22377,26,51,0,0,5,18,0,0,16,81,24,93,3,12,0,0,6,23,13,34,32,131,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,4,8,4,8,0,0,58,195
SSC22378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22379,3200,6375,91,504,435,2020,126,576,2421,9442,3076,12544,362,1561,389,1385,996,3202,1748,6146,4825,18692,17,85,129,446,60,200,607,1584,808,2313,102,312,171,368,642,1410,909,2088,1719,4398,138,289,9882,29755
SSC22380,36,72,0,0,0,3,0,4,19,68,23,79,8,21,5,16,8,31,21,72,42,148,0,9,0,0,0,3,3,11,3,23,0,3,0,0,4,12,6,12,13,34,3,8,90,267
SSC22381,20,40,0,0,3,12,0,0,17,80,21,89,0,0,0,0,3,9,3,9,22,96,0,0,0,0,0,6,5,21,5,23,0,0,3,8,0,0,5,10,9,34,0,0,54,171
SSC22382,36,63,0,0,3,24,0,0,25,114,30,142,0,0,4,22,4,12,8,31,41,176,0,0,0,0,0,6,15,44,19,49,0,0,0,0,9,17,12,20,23,70,3,7,101,311
SSC22383,727,1490,14,86,69,348,13,59,663,2519,760,3001,54,245,83,284,168,550,303,1073,1062,4078,0,3,33,109,8,31,132,367,174,515,21,75,55,122,190,418,258,611,437,1120,88,201,2318,6887
SSC22384,786,1627,28,168,131,619,33,153,639,2517,832,3462,99,447,130,469,298,998,520,1909,1357,5373,17,86,51,208,31,110,233,649,331,1056,45,159,64,162,283,661,391,981,722,2038,94,217,2963,9257
SSC22385,1484,3031,57,326,200,956,69,359,1028,3999,1358,5649,116,543,148,530,554,1829,819,2904,2172,8549,26,150,87,331,34,128,328,965,474,1575,68,233,90,218,439,1011,596,1460,1067,3030,142,327,4870,14936
SSC22386,54,102,0,0,0,11,0,3,41,160,42,178,0,6,7,10,12,28,15,42,58,220,0,0,0,7,0,0,10,24,8,24,0,0,3,3,8,24,11,22,25,48,0,3,136,371
SSC22387,1120,2218,15,73,235,1055,18,86,1016,3947,1286,5160,132,554,310,1112,307,945,751,2619,2042,7777,3,10,28,93,4,7,99,233,138,348,33,92,64,143,135,293,231,533,365,875,64,125,3585,11000
SSC22388,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,11,14
SSC22389,12,24,0,0,0,12,0,0,8,22,9,33,0,0,3,17,3,7,10,23,12,54,0,0,0,4,0,0,0,6,3,10,0,0,0,0,0,0,0,0,3,10,0,3,32,85
SSC22390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22391,23,38,0,0,3,11,0,0,6,27,9,38,0,0,3,9,4,10,7,13,12,49,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,0,0,3,3,3,0,3,35,98
SSC22392,8,20,0,0,0,3,0,0,4,12,3,17,0,4,0,3,0,0,3,8,4,20,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,18,45
SSC22393,1091,2164,13,69,127,591,28,135,578,2253,738,3047,48,203,81,253,172,545,302,1003,1042,4047,3,18,44,154,13,42,205,579,262,798,22,61,40,91,125,263,186,414,455,1211,50,103,2630,7533
SSC22394,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SSC22395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22396,16,32,0,0,0,3,0,4,4,20,8,26,0,3,0,8,3,12,5,27,13,51,0,0,0,0,0,3,0,3,3,8,0,0,0,0,0,8,3,4,5,13,0,0,33,100
SSC22397,120,241,0,6,3,12,4,11,37,162,42,198,4,10,3,4,11,35,13,50,57,248,0,0,0,0,0,0,10,27,10,27,0,3,0,5,7,17,9,22,20,47,3,4,205,543
SSC22398,42,78,0,0,0,10,0,3,5,32,10,42,0,0,0,0,7,13,5,20,14,63,0,0,0,0,0,0,0,3,0,3,0,4,0,0,3,4,3,8,4,11,0,0,63,150
SSC22399,3,7,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,13
SSC22400,3,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
SSC22401,23,47,0,6,0,3,0,4,15,58,20,73,0,3,0,3,5,13,9,19,26,92,0,3,0,3,0,0,6,15,6,20,0,5,0,0,5,11,6,19,18,38,0,6,69,189
SSC22402,683,1388,41,210,163,765,41,181,764,2921,1010,4082,90,399,150,533,283,950,520,1879,1533,5964,5,23,36,137,20,59,156,399,213,626,37,126,55,133,190,440,282,692,499,1317,59,128,2774,8794
SSC22403,3,4,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10
SSC22404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22405,15,35,0,0,0,8,0,3,7,36,11,44,0,0,0,0,0,4,0,4,15,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,0,0,36,92
SSC22406,3,4,0,0,0,3,0,0,8,23,9,21,0,0,0,0,0,3,0,3,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,4,12,36
SSC22407,52,113,0,6,0,8,0,4,21,81,21,93,0,3,3,11,3,8,11,26,34,116,0,0,0,0,0,0,3,4,3,4,0,0,0,0,3,10,3,10,5,18,0,3,94,253
SSC22408,8,10,0,0,0,0,0,0,0,9,0,9,0,0,4,5,0,3,4,6,5,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,13,24
SSC22409,3,3,0,0,0,0,0,0,0,7,0,7,0,0,0,0,3,8,3,8,0,9,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,8,18
SSC22410,0,0,0,0,0,3,0,0,0,6,3,7,0,0,0,0,0,0,3,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20
SSC22411,59,115,0,7,0,3,0,3,9,39,15,58,0,3,4,11,17,50,17,69,34,125,0,0,0,9,0,0,3,14,5,25,0,0,3,3,9,15,12,21,19,48,7,9,119,294
SSC22412,36,76,0,0,4,20,0,6,12,45,15,69,0,7,4,8,3,12,5,31,25,102,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,3,0,3,3,11,0,0,64,178
SSC22413,16,30,0,0,0,5,0,0,4,10,4,14,0,0,0,0,0,4,0,4,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,3,7,0,3,20,57
SSC22414,142,271,4,21,9,41,3,15,50,213,67,289,3,12,6,18,11,38,23,74,91,358,0,8,9,22,0,0,15,51,24,73,0,0,4,10,14,27,18,40,45,112,0,4,275,752
SSC22415,3,7,3,13,0,4,0,0,4,13,7,29,0,0,0,5,0,8,4,10,9,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,44
SSC22416,16,40,0,0,0,8,0,0,8,39,11,48,0,4,0,9,8,19,9,31,19,81,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,3,9,0,0,42,123
SSC22417,21,48,0,0,4,26,0,0,12,57,20,81,0,0,7,15,4,7,7,23,26,104,0,0,0,4,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,5,0,0,51,165
SSC22418,93,182,0,9,11,33,3,12,37,143,48,200,5,22,8,42,21,51,35,111,82,313,0,0,0,3,0,7,11,23,14,34,0,0,0,3,14,39,20,37,30,70,0,3,208,563
SSC22419,56,107,0,0,8,39,0,13,41,179,52,232,4,24,4,14,20,59,25,94,82,321,0,0,3,5,0,0,3,8,3,16,0,6,7,7,10,16,12,28,13,40,0,3,150,471
SSC22420,7,7,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,3,10,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,17
SSC22421,56,107,0,5,3,23,3,8,16,69,26,104,3,7,3,11,8,23,13,41,35,144,0,0,0,3,0,0,3,8,8,16,0,0,0,3,0,0,0,7,9,17,0,0,95,270
SSC22422,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
SSC22423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22424,14,22,0,0,3,17,0,0,8,14,11,33,0,5,0,5,0,3,4,7,10,46,0,0,0,0,0,0,4,3,4,3,0,0,0,0,0,0,0,0,4,3,0,0,26,70
SSC22425,12,20,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,3,3,12,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,13,37
SSC22426,8,12,0,0,3,12,0,0,0,3,3,16,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,10,32
