SSC_CODE_2016,P_Mng_0,P_Mng_1_15,P_Mng_16_24,P_Mng_25_34,P_Mng_35_39,P_Mng_40,P_Mng_41_48,P_Mng_49over,P_Mng_hours_NS,P_Mng_Tot,P_Pro_0,P_Pro_1_15,P_Pro_16_24,P_Pro_25_34,P_Pro_35_39,P_Pro_40,P_Pro_41_48,P_Pro_49over,P_Pro_hours_NS,P_Pro_Tot,P_TTW_0,P_TTW_1_15,P_TTW_16_24,P_TTW_25_34,P_TTW_35_39,P_TTW_40,P_TTW_41_48,P_TTW_49over,P_TTW_hours_NS,P_TTW_Tot,P_CPS_0,P_CPS_1_15,P_CPS_16_24,P_CPS_25_34,P_CPS_35_39,P_CPS_40,P_CPS_41_48,P_CPS_49over,P_CPS_hours_NS,P_CPS_Tot,P_CA_0,P_CA_1_15,P_CA_16_24,P_CA_25_34,P_CA_35_39,P_CA_40,P_CA_41_48,P_CA_49over,P_CA_hours_NS,P_CA_Tot,P_Sal_0,P_Sal_1_15,P_Sal_16_24,P_Sal_25_34,P_Sal_35_39,P_Sal_40,P_Sal_41_48,P_Sal_49over,P_Sal_hours_NS,P_Sal_Tot,P_MOD_0,P_MOD_1_15,P_MOD_16_24,P_MOD_25_34,P_MOD_35_39,P_MOD_40,P_MOD_41_48,P_MOD_49over,P_MOD_hours_NS,P_MOD_Tot,P_Lab_0,P_Lab_1_15,P_Lab_16_24,P_Lab_25_34,P_Lab_35_39,P_Lab_40,P_Lab_41_48,P_Lab_49over,P_Lab_hours_NS,P_Lab_Tot,P_ID_NS_0,P_ID_NS_1_15,P_ID_NS_16_24,P_ID_NS_25_34,P_ID_NS_35_39,P_ID_NS_40,P_ID_NS_41_48,P_ID_NS_49over,P_ID_NS_hours_NS,P_ID_NS_Tot,P_Tot_0,P_Tot_1_15,P_Tot_16_24,P_Tot_25_34,P_Tot_35_39,P_Tot_40,P_Tot_41_48,P_Tot_49over,P_Tot_hours_NS,P_Tot_Tot
SSC22490,0,3,5,0,3,0,0,27,0,37,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,10,9,7,5,13,3,28,0,70
SSC22491,0,0,0,0,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6
SSC22492,16,11,26,34,127,128,59,98,13,512,22,77,68,82,240,211,70,69,20,869,24,78,89,104,318,286,103,92,33,1131,33,145,142,153,169,93,28,48,20,827,42,78,81,124,271,175,54,50,15,889,27,217,123,105,134,65,32,28,16,759,23,52,67,99,318,179,100,108,21,971,31,194,197,142,320,187,64,62,42,1244,8,15,4,8,42,17,0,8,67,176,224,873,803,846,1939,1353,522,575,239,7369
SSC22493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22494,0,3,0,5,8,8,6,11,0,47,5,9,11,14,21,28,9,14,3,120,0,3,3,9,23,34,7,16,0,94,8,15,24,29,21,10,3,3,4,111,0,3,4,8,19,11,3,4,0,50,3,16,15,12,10,3,3,4,0,68,0,3,3,5,7,9,4,5,0,33,3,25,12,18,7,11,8,6,4,102,0,0,0,0,0,0,0,4,5,12,22,72,78,98,119,116,52,67,21,643
SSC22495,0,0,3,3,0,0,3,16,0,25,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,6,9,4,0,12,4,13,0,60
SSC22496,45,35,67,115,232,321,209,346,7,1368,143,286,363,445,638,830,379,502,29,3611,16,58,79,104,208,252,101,116,16,958,36,217,178,194,143,104,50,72,13,1010,44,119,142,160,293,242,108,98,12,1213,23,206,125,98,113,101,48,46,12,764,8,24,34,33,61,54,28,31,3,268,10,114,94,89,112,62,28,30,12,556,3,8,3,9,22,16,11,16,33,129,331,1063,1090,1256,1810,1969,955,1258,144,9887
SSC22497,0,0,0,0,6,7,6,4,0,24,0,0,3,3,4,0,0,4,0,21,0,3,0,8,7,0,4,7,0,28,0,0,0,4,0,3,4,0,0,17,0,0,0,0,3,0,5,0,0,17,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,5,0,10,3,4,7,5,0,0,0,25,0,0,0,0,0,0,0,0,3,3,10,15,6,21,25,19,14,20,7,143
SSC22498,0,15,4,3,9,9,6,26,4,73,0,4,7,9,3,0,4,3,0,36,0,0,0,3,3,8,3,0,0,28,0,3,0,4,0,0,0,0,0,13,3,3,4,3,0,3,0,0,0,21,0,4,3,0,0,0,0,0,0,8,0,0,0,0,3,3,3,7,0,20,0,3,3,3,0,3,0,3,0,25,0,0,0,0,0,0,0,0,0,4,15,30,24,30,18,27,22,46,12,224
SSC22499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,6
SSC22500,0,0,0,0,0,0,3,13,0,24,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,3,18,3,51
SSC22501,0,0,0,0,0,3,3,3,0,11,5,0,0,4,0,3,0,4,0,15,0,0,0,0,3,3,3,0,0,20,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,3,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,0,3,5,3,0,8,0,3,0,20,0,0,0,0,0,0,0,0,0,0,10,10,11,7,15,19,10,12,4,100
SSC22502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22503,7,7,4,7,10,12,0,58,0,97,7,4,13,5,12,9,9,15,0,74,12,6,6,12,11,20,5,14,3,84,5,10,6,8,3,3,8,0,0,40,6,3,3,7,4,9,3,0,0,44,3,15,5,5,4,3,3,3,0,42,3,3,6,3,9,11,6,16,0,50,4,29,14,13,9,9,3,10,6,98,0,0,0,0,3,0,0,0,3,5,41,79,51,61,62,74,45,109,13,539
SSC22504,0,3,0,0,0,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,6,3,0,0,10,3,24
SSC22505,0,0,3,5,0,3,3,9,0,22,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,5,10,3,9,3,13,0,48
SSC22506,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7,3,3,8,3,3,0,0,29
SSC22507,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9
SSC22508,0,3,0,4,4,7,5,31,0,54,4,0,6,0,0,0,0,5,0,19,0,0,0,3,5,3,0,0,0,18,0,8,0,0,0,0,0,0,0,7,0,0,4,3,6,0,0,0,0,11,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,0,11,0,6,0,4,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,6,21,8,9,18,18,4,40,0,139
SSC22509,0,3,0,0,0,3,0,4,0,6,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,0,0,0,0,0,0,0,0,0,0,3,10,0,3,0,3,0,6,0,29
SSC22510,0,0,0,0,0,4,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,4,0,7,0,32
SSC22511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22512,0,0,0,0,0,0,0,6,0,12,0,0,0,3,3,0,0,0,0,7,0,0,0,0,3,4,0,3,0,15,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,3,4,10,9,14,11,9,12,3,70
SSC22513,0,3,0,0,3,3,4,6,0,19,0,0,4,5,0,6,0,3,0,29,0,0,7,3,4,7,3,3,0,39,0,3,3,0,0,0,0,0,0,11,0,8,4,0,6,0,0,0,0,18,0,6,3,7,0,3,0,0,0,20,0,0,0,3,0,0,0,3,0,10,0,10,7,8,5,0,0,5,0,32,0,0,0,0,0,0,0,0,0,3,13,24,32,34,20,22,17,21,6,191
SSC22514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22515,0,14,8,6,11,21,18,80,0,152,0,4,16,13,8,10,9,9,0,64,3,4,10,9,19,45,21,11,0,114,8,11,18,19,10,3,4,3,3,77,3,11,5,11,18,6,6,3,0,57,3,24,7,22,12,8,3,3,0,83,4,3,3,10,7,13,12,17,0,69,5,25,13,32,38,29,28,8,7,181,0,0,0,0,0,0,0,0,3,9,29,96,81,122,121,132,88,144,11,812
SSC22516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
SSC22517,0,0,0,3,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,8,3,3,3,0,3,3,0,21
SSC22518,0,0,0,0,0,5,3,4,0,23,0,0,3,0,7,0,0,6,0,20,0,0,3,4,4,4,0,0,0,20,0,3,3,0,0,0,0,0,0,10,0,0,5,0,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,18,12,13,15,16,8,20,3,106
SSC22519,0,0,0,0,0,0,4,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,15
SSC22520,0,0,0,3,0,9,4,22,3,38,0,0,6,0,0,0,0,0,0,15,3,0,0,3,5,3,0,0,0,22,0,3,3,3,0,3,0,0,0,15,0,3,4,4,0,0,3,0,0,20,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,7,0,6,0,11,0,4,0,0,0,7,0,3,0,16,0,0,0,0,0,0,0,0,0,3,8,15,21,13,17,31,6,29,3,138
SSC22521,0,0,6,4,3,13,5,26,3,65,3,10,7,14,11,9,9,15,0,77,0,6,3,8,8,24,3,9,0,68,3,3,5,10,6,7,0,3,0,36,3,6,7,3,17,8,4,6,0,54,0,9,4,10,3,0,0,0,0,24,3,0,0,0,4,3,0,6,0,24,0,10,8,3,6,9,3,0,0,48,0,0,0,0,0,0,0,0,0,3,14,45,38,48,63,76,29,65,7,398
SSC22522,0,0,0,4,0,0,3,9,0,18,0,0,0,0,3,3,0,0,0,10,0,0,0,0,4,3,0,0,0,11,0,4,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,9,4,4,12,10,3,13,0,58
SSC22523,3,0,0,0,3,6,0,12,0,28,0,3,0,0,0,5,0,9,0,21,4,3,0,6,10,6,3,4,0,29,0,0,3,3,4,0,0,0,0,12,0,5,3,3,9,0,0,3,0,23,0,6,0,3,0,0,0,0,0,9,0,0,0,0,3,3,0,0,0,12,3,5,3,4,0,4,0,0,0,19,0,0,0,0,0,0,0,0,0,6,10,21,17,16,36,26,11,23,3,163
SSC22524,3,3,4,3,9,11,3,19,0,58,0,0,7,8,6,13,7,9,0,49,0,3,4,4,12,11,9,13,0,58,0,7,3,3,11,4,0,7,0,31,3,5,8,11,9,15,4,7,0,64,0,13,5,3,7,6,3,4,0,45,0,0,3,3,11,3,0,4,0,29,0,4,3,3,0,10,0,6,0,25,0,0,0,0,0,0,3,0,0,7,14,35,45,35,57,67,28,66,11,358
SSC22525,0,8,3,0,0,0,3,5,0,24,0,0,0,0,0,4,0,3,0,9,0,0,5,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,5,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,3,11,16,4,6,9,4,12,0,67
SSC22526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22527,0,0,0,3,0,4,0,8,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,6,3,6,3,8,0,30
SSC22528,0,5,0,3,0,0,3,5,0,16,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,8,7,6,6,3,3,14,3,45
SSC22529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22530,3,0,4,3,5,8,4,15,0,44,3,3,17,10,10,9,5,9,0,62,3,3,4,6,24,20,12,12,0,83,3,6,5,11,11,3,0,0,3,45,3,6,9,10,17,4,0,3,0,60,3,15,4,3,9,0,3,0,0,46,6,0,3,0,14,12,10,13,0,54,0,13,3,9,6,15,9,0,3,55,0,0,0,0,0,0,0,0,3,7,23,50,51,54,98,72,46,59,12,468
SSC22531,0,3,0,0,3,12,8,28,0,54,0,0,8,3,5,4,7,0,0,29,0,3,3,3,9,7,3,3,0,37,0,11,7,8,5,4,0,0,0,32,0,4,4,5,0,0,3,3,0,16,0,3,9,3,3,4,0,3,0,20,4,0,4,0,3,5,0,7,0,27,3,9,9,12,4,7,3,3,0,44,0,0,0,0,0,0,0,0,0,3,10,38,38,34,37,40,19,41,3,265
SSC22532,0,0,0,0,3,0,6,3,0,13,0,0,0,0,0,3,0,4,0,4,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,7,5,9,5,11,6,12,7,54
SSC22533,3,5,6,11,8,16,12,37,3,110,9,7,6,4,8,15,6,11,4,74,6,12,5,6,32,31,20,28,5,144,3,13,7,6,10,6,0,10,0,63,4,25,16,14,22,21,5,6,0,110,9,15,6,14,7,3,5,6,0,64,3,5,3,7,16,14,14,21,3,76,3,12,9,13,22,15,5,10,3,86,0,0,0,0,0,4,0,0,8,13,35,83,72,79,121,122,72,126,27,733
SSC22534,22,108,93,112,139,330,155,446,14,1415,66,228,209,238,299,565,273,630,20,2531,6,29,31,31,51,78,30,59,0,321,17,131,76,59,36,50,24,30,8,429,26,127,106,87,146,162,51,82,10,799,20,146,82,66,72,98,35,86,8,619,0,8,3,6,8,4,5,3,0,38,3,45,40,17,12,19,6,19,4,162,9,26,16,16,22,36,7,20,34,179,164,839,653,633,790,1331,596,1382,95,6483
SSC22535,0,0,0,4,3,0,0,7,0,20,0,3,4,5,0,5,0,5,0,22,3,0,0,0,0,8,3,3,0,19,7,0,3,10,3,3,0,0,0,27,0,3,0,3,3,0,0,0,0,14,0,0,3,0,6,0,0,0,0,8,0,0,0,0,0,0,3,0,0,10,4,8,5,3,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,3,16,14,13,23,21,21,8,25,4,147
SSC22536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22537,7,9,8,8,14,31,20,20,0,112,3,15,13,19,21,36,6,12,0,127,13,13,17,25,50,63,32,29,6,245,6,31,24,28,22,7,7,5,5,134,3,21,23,18,27,20,9,3,0,113,3,43,15,13,19,16,0,8,0,119,5,5,6,0,14,14,10,13,3,66,7,38,17,16,21,18,7,5,4,139,0,3,0,0,0,3,0,3,4,17,45,174,121,132,189,204,92,105,23,1079
SSC22538,33,50,49,53,133,194,135,320,9,976,79,166,195,239,241,331,149,274,10,1681,17,53,51,73,151,256,111,162,5,879,38,174,105,115,80,86,56,48,11,718,23,133,144,107,125,106,40,49,14,741,30,193,84,64,71,81,27,63,8,624,6,7,12,16,31,31,11,27,0,158,8,124,43,40,41,49,19,42,3,384,10,17,3,14,6,20,3,9,35,110,249,905,692,724,883,1159,568,999,98,6261
SSC22539,3,0,0,0,0,3,0,8,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,8,0,19
SSC22540,0,0,3,0,3,0,0,26,0,38,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,6,4,7,0,20,0,0,0,0,3,0,0,0,0,8,0,3,0,4,3,0,0,3,0,16,0,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,4,4,0,8,0,0,3,4,0,0,3,3,3,20,3,0,0,0,0,0,0,0,0,5,7,12,11,12,21,8,10,41,3,127
SSC22541,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,0,5,0,15
SSC22542,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,10
SSC22543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SSC22544,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SSC22545,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,3,0,20
SSC22546,3,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5
SSC22547,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5
SSC22548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SSC22549,0,0,0,3,0,0,3,0,0,12,0,0,3,4,3,0,0,0,0,4,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,3,7,3,3,7,3,0,32
SSC22550,0,0,0,0,0,5,0,10,0,16,0,0,0,0,0,4,0,0,0,10,0,3,0,0,0,7,0,0,0,10,0,0,3,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,4,6,3,6,12,3,15,0,59
SSC22551,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,12
SSC22552,7,11,9,9,26,35,28,77,4,205,17,37,36,31,52,40,34,42,3,287,10,17,16,21,74,69,31,54,4,295,17,35,38,36,37,21,3,15,5,196,6,16,38,31,61,20,18,6,3,201,9,44,24,16,21,19,4,12,3,147,8,9,13,8,22,20,16,28,0,126,13,54,33,29,16,20,14,18,3,203,0,4,3,3,3,3,3,0,10,29,84,222,208,188,306,245,160,250,38,1693
