SSC_CODE_2016,Median_age_persons,Median_mortgage_repay_monthly,Median_tot_prsnl_inc_weekly,Median_rent_weekly,Median_tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_tot_hhd_inc_weekly,Average_household_size
SSC22019,41,1300,666,180,1558,0.8,1325,2.6
SSC22020,45,1950,806,271,2256,0.8,2012,2.9
SSC22021,50,0,575,0,1375,0.6,933,1.5
SSC22022,58,750,410,178,776,0.7,656,1.6
SSC22023,46,2500,581,295,1437,0.7,1212,2.6
SSC22024,43,2400,788,423,2873,0.8,2660,3.3
SSC22025,42,2167,791,360,2244,0.9,1716,2.5
SSC22026,26,2000,437,400,2195,1,1610,2.2
SSC22027,46,1300,657,100,1649,0.8,1649,2.6
SSC22028,49,0,485,0,1562,0.9,1124,2.8
SSC22029,35,1972,731,351,1877,0.9,1510,2.4
SSC22030,38,2000,721,380,2153,0.9,1828,2.8
SSC22031,50,500,850,0,2666,0.7,2250,1.6
SSC22032,49,1232,425,0,1312,0.8,1312,2.4
SSC22033,48,0,496,50,1149,0.7,820,2.2
SSC22034,44,1083,534,0,1517,0.8,1291,2.7
SSC22035,44,2000,753,376,2044,0.8,1669,2.5
SSC22036,52,0,660,0,1458,0.8,1333,2.4
SSC22037,59,1088,478,260,1111,0.7,840,2.1
SSC22038,40,1733,630,330,1670,0.8,1569,3
SSC22039,44,1820,534,50,1531,0.9,1399,3.1
SSC22040,48,1083,661,140,1424,0.7,1218,2.1
SSC22041,50,1118,687,0,1437,0.6,1291,2.2
SSC22042,48,0,550,0,1374,0.7,1374,2.5
SSC22043,47,2284,900,0,2050,0.9,2071,2.6
SSC22044,52,745,516,150,1318,0.7,1043,2.3
SSC22045,52,2000,712,150,1474,0.7,1410,2.4
SSC22046,44,2000,704,300,1728,0.8,1642,2.9
SSC22047,49,0,412,0,1125,0.8,739,2
SSC22048,54,0,537,0,1062,0.5,762,1.6
SSC22049,56,1200,634,0,1281,0.6,1042,1.7
SSC22050,50,1250,621,213,1231,0.6,943,2
SSC22051,0,0,0,0,0,0,0,0
SSC22052,38,2000,628,220,2094,0.8,1593,2.8
SSC22053,51,735,519,140,1228,0.7,968,2.3
SSC22054,53,715,492,23,1171,0.7,961,2.1
SSC22055,56,0,537,0,0,0.6,725,0
SSC22056,55,0,478,0,1624,0.7,966,2.2
SSC22057,45,0,774,0,0,0,0,0
SSC22058,40,0,833,0,2250,0.6,1875,2.4
SSC22059,41,0,440,0,1024,0.8,762,2.2
SSC22060,43,977,529,0,1187,0.8,1102,2.5
SSC22061,36,0,333,113,1624,0.7,900,2.6
SSC22062,40,1577,782,158,1916,0.8,1762,2.8
SSC22063,55,0,433,0,1375,0.8,1187,2
SSC22064,0,0,0,0,0,0,0,0
SSC22065,44,1000,465,240,900,0.7,721,1.9
SSC22066,45,1680,660,320,2055,0.7,1718,2.5
SSC22067,58,0,0,0,0,0,0,0
SSC22068,56,2271,678,0,1406,0.6,1281,2.4
SSC22069,52,1365,514,150,1083,0.7,1031,2.1
SSC22070,52,1192,412,0,949,0.5,774,2
SSC22071,65,0,919,0,2249,0.6,1875,2
SSC22072,39,2167,838,400,2694,0.8,2588,3.3
SSC22073,30,2000,883,380,2040,0.8,1994,3
SSC22074,32,2000,821,371,2090,0.9,2047,3.2
SSC22075,51,1700,861,580,1958,0.9,1958,2.8
SSC22076,59,1616,668,310,1638,0.7,1238,2.2
SSC22077,0,0,0,0,0,0,0,0
SSC22078,42,0,449,0,0,0,0,0
SSC22079,46,867,466,65,1312,0.6,1062,2
SSC22080,45,3050,383,0,850,0.6,824,1.7
SSC22081,46,1325,474,155,1125,0.7,1187,2.5
SSC22082,52,1370,536,175,1151,0.7,1016,2.3
SSC22083,33,0,612,100,1437,0.9,874,2.8
SSC22084,51,915,675,0,1375,0.6,1187,1.8
SSC22085,45,1733,624,185,1833,0.8,1375,2.8
SSC22086,47,1257,584,200,1333,0.8,1156,2.5
SSC22087,54,1420,455,241,933,0.8,900,2.5
SSC22088,40,1599,638,200,1521,0.9,1531,2.7
SSC22089,57,1083,504,200,1218,0.7,787,2
SSC22090,46,1300,588,260,1333,0.8,1125,2.4
SSC22091,59,979,464,195,1031,0.6,777,1.8
SSC22092,38,1907,748,200,1958,0.8,1687,2.5
SSC22093,50,1560,605,260,1423,0.7,1111,2.3
SSC22094,53,867,504,167,1036,0.7,819,2.2
SSC22095,40,2500,1223,496,2851,0.9,2190,2.1
SSC22096,61,840,475,200,1291,0.6,830,1.8
SSC22097,59,1517,491,270,1187,0.7,892,2
SSC22098,45,1127,520,200,1304,0.7,1008,2.2
SSC22099,44,1500,676,250,1781,0.7,1455,2.5
SSC22100,48,1533,642,148,1864,0.8,1662,2.6
SSC22101,67,2000,1147,519,2263,0.5,1863,1.8
SSC22102,54,2000,627,0,1395,0.6,1354,2.3
SSC22103,44,1018,483,290,1091,0.9,929,2.5
SSC22104,42,0,966,0,0,0,0,0
SSC22105,54,0,474,178,1087,0.9,725,2
SSC22106,33,2200,1094,401,2581,1,1850,1.9
SSC22107,38,0,660,100,1312,0.7,1166,2.2
SSC22108,56,0,612,0,1874,0.6,1375,2
SSC22109,36,1950,637,350,1764,1,1427,2.5
SSC22110,36,2383,889,420,2426,0.9,1857,2.3
SSC22111,39,1203,443,150,1031,0.7,850,2.7
SSC22112,25,0,990,250,2122,0.9,2035,3.2
SSC22113,36,0,1083,0,2125,0.5,1624,2.1
SSC22114,33,0,820,0,0,0,2499,3
SSC22115,40,1300,610,150,1478,0.7,1263,2.6
SSC22116,37,2334,833,0,1375,1.2,1312,2
SSC22117,42,1509,567,240,1465,0.8,1286,2.7
SSC22118,45,661,494,123,1192,0.8,875,2.2
SSC22119,58,574,468,73,1031,0.6,703,1.9
SSC22120,0,0,0,0,0,0,0,0
SSC22121,43,1443,690,155,1766,0.7,1319,2.6
SSC22122,37,1495,741,260,1783,0.8,1316,2.4
SSC22123,59,1943,641,300,1495,0.7,1135,2.1
SSC22124,52,1083,480,150,956,0.7,820,2.1
SSC22125,52,650,471,55,1187,0.7,836,2.1
SSC22126,47,2025,433,0,724,0.7,687,2.4
SSC22127,35,0,630,0,1124,1,1125,3
SSC22128,45,0,474,0,1374,0.6,1124,2.5
SSC22129,33,0,1125,0,2124,0.6,1374,1.4
SSC22130,46,1738,711,245,1758,0.7,1466,2.8
SSC22131,47,1767,680,0,1458,0.7,1125,2
SSC22132,44,771,486,165,1062,0.8,808,2.3
SSC22133,65,1300,472,185,1067,0.7,824,1.8
SSC22134,45,867,456,120,1023,0.8,888,2.6
SSC22135,42,1083,533,190,1309,0.8,1031,2.5
SSC22136,48,1993,738,360,2086,0.8,1875,2.6
SSC22137,53,1800,759,245,1899,0.7,1645,2.4
SSC22138,51,1365,430,0,1041,0.8,1020,2.6
SSC22139,40,1101,522,220,1115,0.8,795,1.9
SSC22140,57,650,347,150,725,0.6,675,1.8
SSC22141,49,867,450,0,1199,0.6,900,1.7
SSC22142,53,1300,391,150,1071,0.7,880,2.2
SSC22143,41,1726,575,240,1416,0.8,1271,2.5
SSC22144,18,0,575,0,1375,0,1374,0
SSC22145,53,0,553,0,1312,0.8,624,1.8
SSC22146,37,477,724,0,1499,0.6,1166,2.4
SSC22147,47,889,450,0,1562,0.6,754,1.7
SSC22148,41,2117,844,395,2449,0.8,2275,3
SSC22149,37,1733,541,312,1421,0.9,1197,2.5
SSC22150,0,0,0,0,0,0,0,0
SSC22151,51,715,425,0,899,0.5,680,1.8
SSC22152,57,1517,548,270,1156,0.6,927,2
SSC22153,34,784,812,0,1687,1,1375,2.5
SSC22154,58,0,225,0,0,0,0,0
SSC22155,48,0,612,0,0,0,0,0
SSC22156,19,0,0,0,0,0,0,0
SSC22157,56,0,924,0,1812,0.6,1437,1.8
SSC22158,33,2200,1082,410,2503,1,1973,2.1
SSC22159,51,0,350,0,0,0,0,0
SSC22160,42,1800,753,330,2067,0.8,1834,2.9
SSC22161,45,0,474,0,1499,1,1749,2.5
SSC22162,37,1800,650,336,1715,0.9,1356,2.4
SSC22163,39,1800,687,337,1896,0.9,1463,2.5
SSC22164,41,2000,737,381,2168,0.8,1923,2.9
SSC22165,45,1975,644,125,1524,0.8,1375,2.6
SSC22166,42,1717,802,350,2080,0.8,1708,2.4
SSC22167,31,2000,892,360,2127,1,1507,2.2
SSC22168,43,1408,658,295,1471,0.7,1402,2.9
SSC22169,35,1350,752,70,1708,0.8,1375,2.8
SSC22170,57,867,445,0,1625,0.6,687,1.6
SSC22171,37,1083,541,180,1235,0.9,1063,2.7
SSC22172,51,1116,504,170,1231,0.7,945,2.3
SSC22173,47,1517,560,360,1312,0.7,1437,2.4
SSC22174,40,1300,527,203,1322,0.9,1109,2.7
SSC22175,34,0,450,0,0,0,0,0
SSC22176,55,1600,480,0,1624,0.7,966,1.9
SSC22177,0,0,0,0,0,0,0,0
SSC22178,46,1500,634,0,1424,0.9,1224,2.5
SSC22179,44,910,527,153,1218,0.8,900,2.3
SSC22180,55,0,518,0,1624,0.5,1375,2
SSC22181,41,1700,655,300,1822,0.8,1613,2.9
SSC22182,41,2048,744,360,2183,0.8,1720,2.6
SSC22183,46,0,433,0,1125,0,1375,2
SSC22184,58,0,150,0,0,0,0,0
SSC22185,48,1450,527,183,2166,0.8,1350,2.4
SSC22186,49,1517,507,280,1247,0.7,937,2.2
SSC22187,59,1400,481,289,1098,0.7,786,1.9
SSC22188,43,1228,566,190,1437,0.8,1198,2.3
SSC22189,37,0,449,0,0,0,0,0
SSC22190,53,1054,543,165,1437,0.7,1187,2.3
SSC22191,33,1733,725,0,1749,0.8,1333,2.8
SSC22192,40,1560,647,215,1835,0.9,1652,3
SSC22193,34,0,612,0,0,0,725,1
SSC22194,54,0,612,0,1249,0.6,900,2
SSC22195,47,2167,619,0,1483,0.8,1392,3.2
SSC22196,38,1800,700,396,2038,0.8,1892,3
SSC22197,29,1650,404,346,1318,1.1,1358,3.8
SSC22198,56,1300,474,150,1562,0.6,574,1.8
SSC22199,43,1300,709,220,1550,0.9,1437,2.5
SSC22200,55,1607,619,65,1374,0.8,1062,2
SSC22201,55,1900,624,0,1541,0.8,1312,2.4
SSC22202,52,1050,617,0,1125,0.5,1042,2.3
SSC22203,51,650,476,140,1163,0.8,958,2.3
SSC22204,54,890,458,170,1060,0.7,791,2.1
SSC22205,44,1150,743,0,1625,0.7,1416,2.1
SSC22206,47,1250,609,200,1399,0.7,1106,2.2
SSC22207,0,0,0,0,0,0,0,0
SSC22208,55,1950,488,125,1273,0.8,1111,2.2
SSC22209,47,1517,555,300,1325,0.7,1039,2.3
SSC22210,48,0,624,0,725,0.8,899,2.9
SSC22211,53,1800,610,360,1460,0.7,1232,2.3
SSC22212,47,894,479,200,1125,0.5,833,1.8
SSC22213,46,1250,488,245,1206,0.7,1048,2.4
SSC22214,45,1350,525,140,1125,0.9,966,2.5
SSC22215,40,1300,606,245,1530,0.7,1154,2.3
SSC22216,54,0,574,0,1125,0.4,824,1.7
SSC22217,55,852,477,0,966,0.8,866,2.5
SSC22218,53,1517,564,251,1361,0.7,1031,2.1
SSC22219,56,607,446,106,1156,0.6,758,1.8
SSC22220,59,0,700,0,0,0,899,0
SSC22221,37,2300,944,465,2395,0.8,2347,3
SSC22222,47,1500,510,0,949,0.7,724,2.3
SSC22223,44,2500,927,421,2842,0.9,2124,2.5
SSC22224,47,1430,725,200,1770,0.8,1542,2.8
SSC22225,56,1092,539,100,1111,0.7,1010,2.1
SSC22226,0,0,0,0,0,0,0,0
SSC22227,49,1300,585,188,1331,0.8,1172,2.4
SSC22228,43,1794,746,350,2223,0.8,1989,2.7
SSC22229,46,1025,594,250,1187,0.7,949,1.9
SSC22230,39,1430,536,210,1290,0.8,1156,2.6
SSC22231,38,1800,633,370,1756,0.8,1615,2.9
SSC22232,44,1517,562,0,1874,0.7,1562,2.7
SSC22233,44,1517,629,228,1812,0.8,1625,2.7
SSC22234,43,1551,536,50,1156,0.8,1166,2.5
SSC22235,51,650,462,125,1093,0.7,804,2.1
SSC22236,35,1600,684,325,1777,0.9,1676,3
SSC22237,44,0,762,0,1874,0,1125,1
SSC22238,40,1600,664,300,1611,0.8,1208,2.2
SSC22239,44,2000,745,351,2121,0.8,1762,2.5
SSC22240,52,1250,497,200,1224,0.8,1134,2.3
SSC22241,45,1275,658,0,1562,0.8,1424,2.5
SSC22242,48,1300,575,200,1406,0.9,1156,2.5
SSC22243,42,1300,537,225,1724,0.8,1437,2.8
SSC22244,37,1170,489,240,1090,0.8,846,2.2
SSC22245,35,2167,936,380,2446,1,2006,2.4
SSC22246,44,1950,797,280,2092,0.8,1892,2.9
SSC22247,39,1655,730,300,1988,0.9,1835,2.9
SSC22248,0,0,0,0,0,0,0,0
SSC22249,60,0,1062,0,0,0.3,1375,1.3
SSC22250,42,1170,682,88,1583,0.7,1218,2.1
SSC22251,47,0,607,0,1333,0.6,1104,2.2
SSC22252,37,1733,694,325,1775,0.8,1625,2.9
SSC22253,35,1602,699,320,1668,0.9,1547,2.9
SSC22254,45,1192,536,200,1253,0.8,977,2.3
SSC22255,42,2000,751,120,1524,0.8,1399,2.7
SSC22256,60,0,762,0,0,0,1312,2
SSC22257,46,1913,777,0,1958,0.7,1593,2.7
SSC22258,65,0,466,0,1249,0.8,1249,2
SSC22259,46,0,762,0,2125,0.7,1875,1.5
SSC22260,47,1528,624,200,1586,0.8,1478,2.7
SSC22261,39,1311,544,216,1215,0.7,1107,2.8
SSC22262,62,0,899,0,0,0.5,0,2
SSC22263,49,1083,553,0,1792,0.7,949,2.2
SSC22264,37,1300,558,230,1293,0.8,1068,2.5
SSC22265,41,1517,577,185,1525,0.8,1418,2.9
SSC22266,30,1766,727,340,2043,0.9,1911,3.4
SSC22267,48,2045,687,277,1767,0.8,1547,2.4
SSC22268,58,1733,824,366,1937,0.7,1616,2.2
SSC22269,36,0,749,0,0,0.7,2124,3
SSC22270,42,2000,671,296,1815,0.8,1698,3
SSC22271,62,1092,572,260,1325,0.6,1017,2
SSC22272,38,1157,610,100,1384,0.8,1224,2.6
SSC22273,54,1192,612,0,2124,0.7,1624,2.9
SSC22274,54,1083,471,0,1416,0.7,900,1.9
SSC22275,58,1250,562,223,1265,0.6,924,1.7
SSC22276,69,0,749,0,0,0,899,1
SSC22277,38,1560,725,0,1999,0.7,1562,2.6
SSC22278,63,547,325,0,687,0.3,612,1.8
SSC22279,52,758,453,133,1042,0.7,742,2.2
SSC22280,33,1668,713,360,1788,0.8,1660,3
SSC22281,55,997,575,0,1187,0.8,1062,1.7
SSC22282,53,1024,558,175,1125,0.7,933,2.1
SSC22283,52,1549,541,265,1166,0.6,907,2.1
SSC22284,45,1950,795,165,2083,0.8,1854,2.9
SSC22285,45,1955,459,0,1999,0.7,1149,2.3
SSC22286,58,1535,378,0,1124,0.6,769,2
SSC22287,43,1625,647,231,1696,0.8,1527,3
SSC22288,40,1300,623,220,1483,0.8,1312,2.6
SSC22289,0,0,0,0,0,0,0,0
SSC22290,44,1213,485,245,1275,0.8,1004,2.4
SSC22291,36,1300,647,250,1683,0.8,1244,2.2
SSC22292,52,1752,703,325,1823,0.7,1468,2.3
SSC22293,0,0,0,0,0,0,0,0
SSC22294,40,1647,665,330,1727,0.8,1465,2.7
SSC22295,65,1733,678,322,1579,0.6,1136,1.9
SSC22296,38,1281,432,230,966,0.8,788,2.2
SSC22297,35,1703,792,300,1937,0.8,1549,2.3
SSC22298,36,2000,914,325,2245,0.9,1622,2.3
SSC22299,36,2167,1049,438,2650,1,1842,2
SSC22300,34,1852,703,351,1856,0.9,1739,3.1
SSC22301,47,1090,450,0,1291,0.7,1050,2.1
SSC22302,34,2750,1792,686,3374,1.3,3250,2.5
SSC22303,32,2000,1126,410,2463,1,1813,1.8
SSC22304,30,2000,979,511,2287,1.1,1851,1.9
SSC22305,46,1300,661,133,1458,0.6,1392,2.6
SSC22306,54,1517,634,0,1375,0.8,1187,2.8
SSC22307,47,433,495,0,1625,0.6,850,2
SSC22308,37,2167,938,396,2384,0.9,1976,2.5
SSC22309,43,1300,668,260,1656,0.7,1221,2.3
SSC22310,50,1873,657,0,1524,0.8,1339,2.5
SSC22311,49,1153,541,0,1656,0.7,1575,2.7
SSC22312,50,1257,574,0,1062,0.9,1062,2.5
SSC22313,52,0,1874,0,0,0,0,0
SSC22314,46,1950,736,438,2125,0.7,1875,2.8
SSC22315,44,1192,659,218,1387,0.8,1166,2.7
SSC22316,42,1611,622,220,1875,0.8,1343,2.9
SSC22317,34,1500,409,311,1122,1.1,1079,3.1
SSC22318,35,1517,450,316,1209,1,1217,3.2
SSC22319,35,1400,417,285,1089,1,1011,2.9
SSC22320,45,1355,577,300,1423,0.8,1128,2.4
SSC22321,42,1950,685,245,1965,0.9,1790,2.8
SSC22322,42,1733,710,294,1810,0.8,1652,2.7
SSC22323,52,867,473,150,1135,0.7,814,2
SSC22324,50,1019,465,0,1166,0.8,939,2.3
SSC22325,56,1277,417,0,774,0.7,725,2.2
SSC22326,36,1750,630,202,1174,0.9,1142,3.3
SSC22327,41,1270,389,200,1187,0.9,962,2.9
SSC22328,43,1900,762,148,2333,0.9,2027,2.9
SSC22329,45,0,556,0,1312,0.6,1166,2.7
SSC22330,51,0,537,0,762,0.8,849,2.3
SSC22331,55,630,426,80,939,0.7,850,2.2
SSC22332,34,2000,1011,371,2298,1.1,1594,1.8
SSC22333,32,2000,961,365,2297,1,1691,2.2
SSC22334,37,2167,1153,360,2716,1,1853,1.9
SSC22335,56,1462,491,266,1129,0.7,859,2
SSC22336,59,0,575,0,1312,0.4,1031,2.1
SSC22337,57,0,478,0,1125,0.6,860,1.6
SSC22338,44,1975,711,190,1899,0.8,1829,2.9
SSC22339,52,1000,464,175,1125,0.7,903,2.3
SSC22340,50,1322,616,230,1589,0.8,1261,2.4
SSC22341,47,1700,725,0,1958,0.8,1562,2.9
SSC22342,49,175,417,0,1062,0.4,1083,1.5
SSC22343,47,975,523,175,1278,0.7,928,2.2
SSC22344,49,2500,548,150,1800,0.8,1458,2.3
SSC22345,54,759,487,0,1312,0.6,762,2.2
SSC22346,48,1842,746,130,2083,0.7,1924,2.2
SSC22347,0,0,0,0,0,0,0,0
SSC22348,40,1300,518,0,1375,0.8,1375,2.5
SSC22349,41,0,746,50,2499,0.8,1875,4
SSC22350,42,2000,695,220,2062,0.7,1666,2.4
SSC22351,46,0,612,120,1312,0.5,743,2.6
SSC22352,57,0,725,0,0,0,0,0
SSC22353,41,1187,631,178,1562,0.8,1402,2.9
SSC22354,56,997,612,0,1208,0.5,1093,1.6
SSC22355,51,1733,552,150,1812,0.7,1271,2.2
SSC22356,45,1125,515,55,1187,0.8,1187,2.1
SSC22357,0,0,0,0,0,0,0,0
SSC22358,41,1343,597,240,1437,0.8,1208,2.5
SSC22359,49,1279,505,158,1458,0.7,1125,2.3
SSC22360,46,1387,643,100,1792,0.7,1375,2.7
SSC22361,54,1083,495,150,1138,0.7,860,2
SSC22362,45,1517,625,260,1544,0.7,1237,2.4
SSC22363,40,607,604,0,1562,0.9,1270,2.7
SSC22364,38,1710,805,151,2036,0.9,1724,3
SSC22365,35,1700,761,350,1961,0.8,1862,3.1
SSC22366,47,1083,850,0,2083,0.7,1625,2.4
SSC22367,57,0,450,0,900,0.6,900,1.7
SSC22368,38,1248,584,160,1464,0.8,1219,2.7
SSC22369,40,2167,828,400,2445,0.9,2107,2.9
SSC22370,41,2000,747,431,2072,0.8,1810,2.8
SSC22371,43,489,447,72,939,0.7,778,2.8
SSC22372,44,1550,553,0,1291,0.8,939,2.5
SSC22373,54,585,404,0,850,0.7,700,2.3
SSC22374,44,0,649,0,0,0,649,1
SSC22375,44,1539,664,0,1678,0.9,1642,2.9
SSC22376,0,0,0,0,0,0,0,0
SSC22377,42,1871,725,215,2083,0.7,1890,2.9
SSC22378,0,0,0,0,0,0,0,0
SSC22379,37,1600,693,320,1841,0.8,1574,2.7
SSC22380,45,1733,622,270,1609,0.8,1489,2.6
SSC22381,37,1300,520,258,1202,0.7,939,2.2
SSC22382,37,1300,546,289,1212,0.8,1031,2.5
SSC22383,34,1600,494,300,1305,1,1185,2.7
SSC22384,35,1600,441,300,1166,1,1094,3
SSC22385,36,1500,445,300,1214,0.9,1147,2.9
SSC22386,43,1100,620,245,1346,0.7,1008,2.3
SSC22387,40,2500,899,415,2816,0.9,2235,2.7
SSC22388,61,0,1024,0,1625,0.6,1624,2
SSC22389,37,1571,933,125,2625,0.7,2299,2.8
SSC22390,0,0,0,0,0,0,0,0
SSC22391,55,1354,575,150,1416,0.7,1281,2.2
SSC22392,59,2000,703,277,1375,0.8,1125,2.5
SSC22393,39,1285,604,200,1407,0.8,1098,2.3
SSC22394,8,0,0,0,0,0,0,0
SSC22395,0,0,0,0,0,0,0,0
SSC22396,42,1066,479,59,1562,0.8,1312,2.6
SSC22397,55,1300,486,180,1212,0.8,900,2.1
SSC22398,56,1083,479,150,1156,0.6,945,1.9
SSC22399,44,0,575,0,2749,0.5,2374,1.5
SSC22400,35,0,774,0,1375,0,1374,2
SSC22401,47,975,578,90,1266,0.7,990,2.1
SSC22402,34,1517,596,330,1652,0.9,1541,3
SSC22403,36,0,700,0,0,0,1125,2
SSC22404,0,0,0,0,0,0,0,0
SSC22405,43,1400,700,0,1562,0.7,1166,2.3
SSC22406,34,1200,739,0,1812,0.6,1562,1.5
SSC22407,53,1203,477,203,1181,0.8,988,2.3
SSC22408,52,0,593,0,1125,0.6,900,1.8
SSC22409,41,0,1062,0,2250,1,2124,0
SSC22410,48,0,725,0,1874,0.7,1625,2.5
SSC22411,55,780,410,123,892,0.7,715,1.9
SSC22412,46,1889,654,150,1625,0.7,1410,2.5
SSC22413,51,867,820,30,2071,0.8,1125,1.9
SSC22414,48,1083,543,195,1354,0.7,1076,2.2
SSC22415,39,1200,560,0,1458,0.7,1333,3.3
SSC22416,42,1083,710,144,1656,0.7,1375,2.6
SSC22417,44,1083,659,0,1424,0.8,1287,2.6
SSC22418,46,1517,641,210,1571,0.8,1336,2.5
SSC22419,38,1300,639,170,1602,0.8,1391,2.9
SSC22420,54,0,553,0,1156,0.6,1374,0
SSC22421,46,1300,556,235,1354,0.7,1239,2.6
SSC22422,54,0,749,0,0,0,0,0
SSC22423,0,0,0,0,0,0,0,0
SSC22424,45,1200,767,0,1812,0.8,1562,2.4
SSC22425,59,650,662,80,1749,0.8,1375,2.1
SSC22426,46,0,387,0,1312,0.8,1312,2.5
SSC22427,46,0,833,0,1625,0,949,0
SSC22428,41,1209,530,0,1312,0.9,1125,2.5
SSC22429,40,1485,614,201,1420,0.8,1231,2.7
SSC22430,0,0,0,0,0,0,0,0
SSC22431,65,0,350,0,0,0.8,349,1
SSC22432,46,1524,633,180,1625,0.7,1383,2.6
SSC22433,57,0,441,0,1124,0.8,866,1.4
SSC22434,62,0,1249,0,0,0,2250,0
SSC22435,47,1200,605,250,1471,0.8,1075,2.4
SSC22436,56,0,1265,0,2250,1,2250,2.6
SSC22437,57,0,662,0,2125,1,1874,2.1
SSC22438,61,824,426,100,866,0.6,706,1.7
SSC22439,30,1820,717,330,1707,0.9,1721,3.4
SSC22440,49,1040,585,0,1375,0.7,1125,2.3
SSC22441,50,0,833,0,1812,0.6,1125,1.6
SSC22442,51,1320,553,0,1281,0.6,1125,2.3
SSC22443,55,0,833,0,1625,0.6,1124,1.9
SSC22444,51,711,407,220,1042,0.7,833,1.8
SSC22445,52,3500,725,0,2625,0.7,1937,2.1
SSC22446,41,1600,626,215,1562,0.8,1437,2.7
SSC22447,58,0,850,0,1562,0.8,1375,2
SSC22448,47,1224,425,0,1375,1,1125,2.7
SSC22449,47,0,724,0,1562,0.6,1187,1.8
SSC22450,45,1500,713,261,1937,0.8,1437,2.5
SSC22451,47,3100,562,213,1350,0.7,1187,2
SSC22452,36,1675,469,110,1792,0.7,1062,2.3
SSC22453,53,1300,536,180,1149,0.7,924,2.2
SSC22454,49,1295,566,175,1196,0.8,1031,2.6
SSC22455,43,1350,592,210,1476,0.8,1180,2.4
SSC22456,41,1383,585,130,1843,0.9,1687,3
SSC22457,39,1500,684,50,1437,0.7,1375,2.9
SSC22458,52,1460,520,155,1430,0.7,1081,2.4
SSC22459,52,1224,605,220,1439,0.7,1101,2.2
SSC22460,58,0,612,0,1374,0.5,849,1.6
SSC22461,32,2000,691,369,1929,0.9,1919,3.5
SSC22462,41,1700,641,360,1956,0.9,1845,3.1
SSC22463,44,1283,443,0,900,0.7,849,2.6
SSC22464,41,1733,737,319,1996,0.8,1632,2.6
SSC22465,59,0,417,0,899,0.6,725,2
SSC22466,58,0,524,0,762,0.5,762,2
SSC22467,39,1733,666,300,1742,0.8,1621,2.9
SSC22468,38,0,575,0,1375,0.6,1125,2.3
SSC22469,50,0,680,0,1625,1,1624,2.5
SSC22470,27,0,833,0,1833,0.7,1187,2.4
SSC22471,45,2167,682,451,2090,0.8,1916,2.9
SSC22472,44,2066,637,420,1868,0.8,1598,2.7
SSC22473,56,0,464,0,1083,0.6,762,2.1
SSC22474,49,1192,465,280,1142,0.8,1011,2.2
SSC22475,42,2995,371,0,1125,0.9,1083,2.5
SSC22476,47,1045,515,185,1315,0.7,1012,2.3
SSC22477,55,1034,695,0,1624,0.6,1312,1.8
SSC22478,47,0,900,0,1749,0.5,900,3
SSC22479,42,0,350,0,0,0,0,2
SSC22480,68,0,687,0,0,0,0,2
SSC22481,42,1100,737,0,2031,0.8,1792,3.2
SSC22482,48,1983,489,0,1625,0.6,1124,2.1
SSC22483,31,0,575,0,0,0.3,0,1
SSC22484,39,1733,707,306,1907,0.8,1680,2.7
SSC22485,61,0,725,0,0,1.3,724,2.1
SSC22486,58,1300,587,210,1375,0.6,991,2
SSC22487,39,1733,974,0,2249,0.7,1875,2.3
SSC22488,62,758,469,0,949,0.7,824,1.7
SSC22489,44,1733,712,328,1738,0.8,1583,2.8
SSC22490,43,2167,585,110,1875,0.8,1708,3
SSC22491,61,0,433,0,0,0.3,474,1
SSC22492,38,1517,425,311,1111,0.9,1018,2.8
SSC22493,0,0,0,0,0,0,0,0
SSC22494,37,1300,505,250,1182,0.8,813,1.9
SSC22495,48,986,474,0,1333,0.8,928,2
SSC22496,36,2000,776,340,2060,1,1535,2.3
SSC22497,55,1214,506,205,1458,0.7,764,1.9
SSC22498,42,1040,519,200,1312,0.9,1133,2.7
SSC22499,44,850,362,0,949,1.1,933,3.3
SSC22500,55,1053,495,0,1156,0.6,1024,2.2
SSC22501,44,1500,567,280,1468,0.8,1350,2.6
SSC22502,0,0,0,0,0,0,0,0
SSC22503,47,1083,556,200,1200,0.7,1004,2.3
SSC22504,32,0,824,100,2083,1.3,2042,4.3
SSC22505,33,1000,588,0,1424,0.7,1410,2.5
SSC22506,54,1300,450,0,1125,0.8,1041,2.1
SSC22507,52,0,575,0,1312,0.6,949,1.9
SSC22508,43,1387,579,175,1275,0.7,1262,2.4
SSC22509,46,0,680,0,1187,0.7,1145,2.2
SSC22510,58,2275,466,110,924,0.5,933,1.8
SSC22511,71,0,449,0,0,0,0,0
SSC22512,40,997,643,150,1774,0.8,1666,2.6
SSC22513,55,1083,528,261,1212,0.8,1042,2.2
SSC22514,0,0,0,0,0,0,0,0
SSC22515,41,1083,527,178,1325,0.8,1037,2.5
SSC22516,68,0,612,0,0,0.5,874,2
SSC22517,58,1083,493,0,1104,0.8,1062,2.4
SSC22518,48,2167,682,150,1843,0.8,1481,2.6
SSC22519,57,0,749,0,1625,0.5,1625,2
SSC22520,48,1213,531,115,1176,0.8,1118,2.5
SSC22521,40,1560,717,200,1850,0.8,1657,2.8
SSC22522,42,1500,788,0,1875,0.8,1625,2.5
SSC22523,45,1700,717,265,1805,0.9,1531,2.6
SSC22524,43,1846,682,250,1903,0.8,1609,2.9
