SSC_CODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
SSC22098,355,564,607,463,392,336,515,562,67,3856
SSC22099,37,57,60,38,32,19,47,32,9,335
SSC22100,37,48,57,32,26,28,40,38,3,313
SSC22101,58,51,7,5,17,20,0,3,11,177
SSC22102,27,8,7,3,9,7,0,6,0,58
SSC22103,9,0,15,9,13,3,16,17,0,86
SSC22104,0,0,0,0,0,0,0,0,0,8
SSC22105,10,0,3,3,6,0,0,0,0,25
SSC22106,1496,3170,533,709,908,663,90,206,127,7902
SSC22107,20,0,0,0,0,3,0,3,0,29
SSC22108,6,0,0,0,0,0,0,0,0,11
SSC22109,1845,4695,1785,1729,2059,1482,638,1237,252,15714
SSC22110,167,533,48,98,128,79,24,23,19,1111
SSC22111,78,6,9,4,0,0,0,10,0,115
SSC22112,141,64,12,252,34,11,47,13,17,603
SSC22113,8,3,3,0,0,0,0,3,0,23
SSC22114,6,0,0,0,0,0,0,3,0,8
SSC22115,27,14,17,10,12,13,16,15,0,125
SSC22116,6,3,3,0,0,0,0,0,0,20
SSC22117,37,24,70,32,43,20,33,35,6,305
SSC22118,58,28,23,16,13,9,20,49,3,221
SSC22119,32,10,10,3,9,3,6,18,0,89
SSC22120,0,0,0,0,0,0,0,0,0,0
SSC22121,29,26,30,19,16,14,15,22,3,168
SSC22122,129,348,130,136,144,111,35,110,15,1155
SSC22123,90,155,58,55,65,36,16,34,16,519
SSC22124,22,8,13,11,10,3,13,14,3,96
SSC22125,87,41,19,25,18,10,14,33,4,255
SSC22126,14,8,3,0,3,0,4,0,0,30
SSC22127,5,0,3,3,0,0,0,0,0,18
SSC22128,7,0,0,0,0,0,0,0,0,12
SSC22129,0,0,3,0,0,0,0,0,0,6
SSC22130,36,52,30,24,31,24,18,13,10,233
SSC22131,12,12,3,5,3,0,0,5,0,38
SSC22132,10,4,11,21,5,10,13,19,3,91
SSC22133,19,33,25,18,16,12,6,12,4,140
SSC22134,34,14,20,10,10,10,4,17,3,116
SSC22135,303,254,281,215,195,244,171,353,47,2066
SSC22136,100,126,53,44,41,32,7,32,3,452
SSC22137,54,86,29,24,29,22,5,18,6,270
SSC22138,0,6,7,13,4,0,3,10,0,47
SSC22139,81,213,196,199,124,155,67,156,12,1201
SSC22140,9,5,7,4,3,0,4,3,0,33
SSC22141,0,6,3,3,3,0,3,0,0,22
SSC22142,21,15,26,4,9,10,4,9,3,102
SSC22143,10,12,10,7,11,3,8,11,0,74
SSC22144,8,3,0,0,0,0,0,0,0,8
SSC22145,10,0,3,3,0,0,0,4,0,23
SSC22146,3,4,3,0,3,4,0,0,0,19
SSC22147,0,0,5,0,5,4,3,4,0,27
SSC22148,262,365,183,138,205,122,37,87,13,1411
SSC22149,2064,4589,3097,2342,3049,2062,1376,2416,414,21414
SSC22150,0,0,0,0,0,0,0,0,0,0
SSC22151,6,0,0,0,3,4,4,4,0,20
SSC22152,32,29,44,30,25,32,11,25,5,233
SSC22153,8,7,6,0,3,0,0,7,0,30
SSC22154,0,0,0,0,0,0,0,0,0,3
SSC22155,3,0,0,0,0,0,0,0,0,5
SSC22156,0,0,0,0,0,0,0,0,0,3
SSC22157,9,0,0,0,0,0,0,0,0,18
SSC22158,2979,6647,1237,1424,1986,1407,274,668,262,16877
SSC22159,0,0,0,0,0,0,0,0,0,4
SSC22160,259,408,383,271,322,173,91,136,25,2065
SSC22161,9,0,3,0,0,0,0,0,0,20
SSC22162,951,2039,1159,930,1270,787,345,670,127,8284
SSC22163,614,1352,706,504,694,474,203,374,64,4991
SSC22164,784,1333,621,491,752,555,104,269,69,4984
SSC22165,26,13,8,6,24,5,5,16,4,105
SSC22166,68,127,49,45,56,48,9,23,13,435
SSC22167,118,329,96,88,88,73,15,35,10,849
SSC22168,25,25,27,9,24,15,5,11,7,147
SSC22169,27,12,6,3,12,5,6,15,0,80
SSC22170,0,3,3,0,0,3,0,0,0,11
SSC22171,225,114,95,92,99,71,113,250,54,1119
SSC22172,198,137,170,131,119,119,127,172,23,1193
SSC22173,9,8,0,0,0,3,3,0,0,23
SSC22174,43,32,89,70,78,72,110,75,23,603
SSC22175,0,0,0,0,0,0,0,0,0,4
SSC22176,3,3,7,3,3,0,0,7,0,21
SSC22177,3,0,0,0,0,0,0,0,0,0
SSC22178,8,17,27,13,10,5,4,20,0,107
SSC22179,30,3,10,4,3,3,7,16,4,89
SSC22180,3,0,5,5,0,0,0,10,0,20
SSC22181,267,343,423,244,319,192,189,225,36,2238
SSC22182,536,1394,364,348,570,335,96,200,70,3918
SSC22183,6,3,3,0,0,0,0,0,0,11
SSC22184,0,0,0,0,0,0,0,0,0,0
SSC22185,17,8,10,8,0,5,7,3,0,59
SSC22186,512,680,1010,681,540,608,255,593,62,4946
SSC22187,115,159,266,209,137,196,74,196,30,1384
SSC22188,84,96,137,80,70,70,72,70,16,690
SSC22189,0,0,0,0,0,0,0,0,0,3
SSC22190,16,12,12,9,4,4,4,10,0,72
SSC22191,5,6,5,4,0,0,3,0,0,29
SSC22192,57,93,131,65,80,54,51,67,7,593
SSC22193,4,0,0,0,0,4,0,0,0,10
SSC22194,4,0,0,0,0,3,0,0,0,10
SSC22195,18,7,11,13,16,11,15,14,0,104
SSC22196,2336,3790,2541,1634,2980,2188,922,1303,252,17946
SSC22197,596,1029,1063,958,909,818,926,968,170,7428
SSC22198,8,0,3,0,3,0,0,3,0,20
SSC22199,17,16,13,7,16,9,3,7,0,95
SSC22200,18,7,17,0,0,0,0,9,0,56
SSC22201,7,0,6,0,3,0,0,0,0,20
SSC22202,14,0,3,4,3,0,3,5,0,26
SSC22203,74,36,23,17,14,12,7,28,3,208
SSC22204,80,51,65,58,34,36,47,86,14,463
SSC22205,10,12,3,0,3,3,0,3,0,37
SSC22206,164,160,156,116,119,67,78,182,11,1060
SSC22207,0,0,0,0,0,0,0,0,0,0
SSC22208,50,18,16,11,12,13,0,10,0,129
SSC22209,425,531,749,441,348,366,106,348,65,3381
SSC22210,3,3,4,0,0,0,0,3,0,11
SSC22211,283,358,371,225,282,238,90,154,38,2043
SSC22212,3,4,4,8,8,0,0,0,0,28
SSC22213,32,33,54,34,32,33,39,50,5,316
SSC22214,4,6,6,4,3,4,0,3,4,33
SSC22215,659,1174,907,722,622,594,265,690,92,5727
SSC22216,10,0,0,3,0,0,4,0,0,17
SSC22217,5,0,3,0,4,0,0,3,0,21
SSC22218,75,93,80,74,56,46,17,54,4,508
SSC22219,17,0,3,9,3,8,9,10,0,57
SSC22220,0,0,0,0,0,0,0,0,0,3
SSC22221,553,612,314,225,454,329,83,122,49,2734
SSC22222,4,12,3,6,6,0,0,3,0,29
SSC22223,1137,1701,346,442,606,435,69,171,73,4977
SSC22224,25,19,11,10,7,4,8,12,3,91
SSC22225,11,32,12,13,12,4,3,12,3,96
SSC22226,0,0,0,0,0,0,0,0,0,0
SSC22227,41,46,37,29,36,32,21,29,0,267
SSC22228,113,152,74,67,77,30,9,26,4,558
SSC22229,12,3,4,6,4,3,5,4,3,45
SSC22230,31,48,78,35,34,30,25,47,4,324
SSC22231,335,615,415,334,423,364,200,250,54,2982
SSC22232,6,11,12,7,6,13,0,7,0,54
SSC22233,21,24,9,12,13,13,6,10,0,114
SSC22234,53,11,17,12,6,3,12,26,0,130
SSC22235,45,33,31,25,24,18,16,29,5,218
SSC22236,237,485,358,247,359,221,237,221,51,2416
SSC22237,0,0,0,0,0,0,0,0,0,6
SSC22238,822,1370,1370,898,1056,737,537,710,134,7631
SSC22239,127,219,128,92,159,92,50,51,13,936
SSC22240,18,10,18,14,9,11,4,19,3,103
SSC22241,6,3,18,11,8,4,8,4,0,78
SSC22242,12,10,18,3,4,5,3,4,0,59
SSC22243,12,15,14,9,10,10,5,11,4,93
SSC22244,259,386,646,557,417,491,293,601,66,3720
SSC22245,461,1092,243,250,344,222,80,162,46,2894
SSC22246,60,80,33,19,27,24,15,17,0,272
SSC22247,107,223,122,108,105,70,38,74,17,857
SSC22248,0,0,0,0,0,0,0,0,0,0
SSC22249,0,3,3,0,0,0,0,3,0,10
SSC22250,30,10,5,9,10,9,12,6,0,90
SSC22251,45,4,8,3,3,0,0,4,0,70
SSC22252,147,154,293,144,186,104,98,140,29,1295
SSC22253,49,43,105,43,53,25,43,56,7,424
SSC22254,227,276,385,335,284,263,182,467,38,2459
SSC22255,36,14,11,5,10,0,4,8,0,97
SSC22256,0,0,0,0,0,0,0,0,0,4
SSC22257,14,14,9,7,3,4,3,0,0,59
SSC22258,8,4,0,0,0,3,0,7,3,19
SSC22259,5,0,0,0,0,0,0,3,0,9
SSC22260,30,40,36,20,27,13,15,22,3,211
SSC22261,37,19,16,18,12,4,6,11,6,120
SSC22262,0,0,0,0,0,0,0,0,0,7
SSC22263,7,7,5,4,3,3,0,8,0,38
SSC22264,1322,2283,1665,1379,1357,1334,843,1730,209,12132
SSC22265,149,63,88,34,74,57,32,52,8,546
SSC22266,57,123,62,56,50,53,24,39,4,470
SSC22267,28,34,15,20,12,11,3,5,3,129
SSC22268,41,71,53,9,26,10,5,15,7,251
SSC22269,4,0,0,0,0,0,0,0,0,10
SSC22270,129,81,115,60,83,46,35,62,14,635
SSC22271,13,20,13,6,6,11,0,4,0,77
SSC22272,121,14,43,12,22,13,22,45,3,290
SSC22273,3,3,4,7,3,8,0,0,0,25
SSC22274,7,7,8,0,0,3,3,4,0,30
SSC22275,8,12,8,12,10,6,3,4,0,67
SSC22276,0,3,0,0,0,0,0,0,0,4
SSC22277,3,4,7,3,3,3,5,3,0,33
SSC22278,0,0,0,0,0,0,0,0,0,6
SSC22279,49,19,30,14,10,32,19,25,5,204
SSC22280,396,528,706,515,631,440,371,493,69,4147
SSC22281,5,0,0,3,3,0,0,3,0,24
SSC22282,37,18,14,9,13,4,4,12,0,109
SSC22283,10,14,18,14,11,10,0,9,3,88
SSC22284,40,45,35,23,34,17,3,23,0,217
SSC22285,3,3,3,0,0,0,0,0,0,7
SSC22286,5,5,5,0,7,0,0,3,3,28
SSC22287,87,104,133,73,96,74,55,53,24,714
SSC22288,57,68,94,49,59,48,40,54,11,472
SSC22289,0,0,0,0,0,0,0,0,0,0
SSC22290,26,34,52,36,35,29,33,55,6,305
SSC22291,165,400,149,177,150,139,38,98,22,1343
SSC22292,111,189,107,86,74,62,23,55,8,719
SSC22293,0,0,0,0,0,0,0,0,0,0
SSC22294,654,789,1183,664,782,624,364,602,99,5764
SSC22295,118,135,53,49,66,49,5,45,9,535
SSC22296,7,16,28,25,16,34,7,27,0,164
SSC22297,62,155,82,74,57,53,16,50,3,553
SSC22298,175,312,128,93,163,69,51,77,15,1079
SSC22299,1197,2331,364,442,732,407,55,159,88,5770
SSC22300,1287,2116,1702,1319,1909,1415,869,1008,193,11819
SSC22301,21,11,3,3,5,0,4,7,0,55
SSC22302,12,11,0,3,3,3,0,0,0,34
SSC22303,2798,6495,854,1130,1780,1302,133,369,244,15092
SSC22304,1894,4101,800,1099,1287,835,116,424,212,10771
SSC22305,10,13,9,3,5,4,7,4,0,55
SSC22306,3,0,0,0,0,0,3,3,0,14
SSC22307,17,4,0,3,0,3,3,3,3,32
SSC22308,262,428,176,111,196,106,58,62,20,1414
SSC22309,156,381,162,168,197,137,47,100,13,1361
SSC22310,17,20,15,10,12,7,3,6,7,97
SSC22311,20,9,9,6,4,7,4,10,0,54
SSC22312,0,0,0,0,0,0,0,3,0,9
SSC22313,3,0,0,0,0,0,0,0,0,3
SSC22314,16,23,17,12,12,5,3,7,0,103
SSC22315,29,16,24,20,10,9,14,21,4,155
SSC22316,23,22,7,0,11,3,3,3,0,75
SSC22317,510,1080,1190,900,690,782,1057,1644,223,8073
SSC22318,370,574,679,537,537,529,744,1073,135,5173
SSC22319,717,1367,1966,1541,1342,1167,1868,2706,385,13053
SSC22320,153,232,422,332,265,258,210,330,30,2231
SSC22321,72,146,121,62,92,45,27,45,10,617
SSC22322,66,84,104,53,50,39,11,40,6,448
SSC22323,137,106,112,110,79,74,60,177,23,872
SSC22324,5,7,0,6,4,0,6,6,0,44
SSC22325,8,0,0,3,0,0,3,3,0,24
SSC22326,12,0,3,3,4,4,0,0,0,26
SSC22327,11,3,0,0,3,0,0,7,3,24
SSC22328,223,360,222,146,283,177,37,91,21,1559
SSC22329,15,0,0,0,0,0,0,3,0,29
SSC22330,10,0,0,0,3,0,0,5,0,28
SSC22331,9,3,9,0,0,9,3,5,3,51
SSC22332,1970,4301,1161,1252,1526,998,203,500,211,12115
SSC22333,1195,2860,659,698,901,621,90,269,136,7432
SSC22334,359,709,118,136,241,144,22,65,20,1816
SSC22335,97,137,132,114,114,85,52,95,18,846
SSC22336,8,0,4,0,3,3,0,3,0,27
SSC22337,3,0,6,0,0,0,0,0,0,11
SSC22338,42,27,31,18,25,19,6,13,4,172
SSC22339,92,29,43,31,25,21,20,68,0,333
SSC22340,42,51,19,19,10,7,10,11,0,167
SSC22341,7,9,10,9,8,9,4,3,0,49
SSC22342,14,0,0,0,0,0,0,0,0,16
SSC22343,267,285,302,391,224,239,185,492,43,2432
SSC22344,27,22,25,16,9,12,7,11,3,124
SSC22345,3,3,10,3,3,0,0,0,0,24
SSC22346,17,11,10,5,9,0,3,4,0,55
SSC22347,0,0,0,0,0,0,0,0,0,0
SSC22348,9,0,7,3,3,5,0,3,0,26
SSC22349,18,7,0,0,0,3,3,3,3,33
SSC22350,11,7,0,3,4,3,4,3,0,36
SSC22351,16,0,0,3,0,0,0,5,0,29
SSC22352,0,0,0,0,0,0,0,0,0,6
SSC22353,52,16,17,19,7,3,3,16,0,134
SSC22354,13,0,3,0,4,0,0,4,0,28
SSC22355,30,8,10,0,5,10,9,16,3,78
SSC22356,5,11,3,5,0,0,0,4,0,37
SSC22357,0,0,0,0,0,0,0,0,0,3
SSC22358,174,143,228,142,121,105,99,146,21,1177
SSC22359,24,10,10,8,3,3,4,10,0,76
SSC22360,16,8,9,3,5,8,3,12,0,67
SSC22361,38,22,13,11,9,4,11,17,0,132
SSC22362,302,607,289,300,329,316,91,224,34,2503
SSC22363,44,3,10,3,5,7,4,15,3,87
SSC22364,14,21,16,8,11,3,3,6,0,92
SSC22365,341,709,342,312,401,281,102,194,31,2716
SSC22366,13,12,5,0,5,5,3,5,0,53
SSC22367,0,0,7,0,0,0,0,0,0,8
SSC22368,115,26,59,42,45,36,43,118,6,482
SSC22369,742,1263,439,387,703,427,109,202,55,4313
SSC22370,56,80,68,54,86,56,15,34,11,471
SSC22371,17,4,5,3,4,0,9,13,3,61
SSC22372,17,4,9,3,10,4,7,6,0,56
SSC22373,18,3,0,4,0,5,0,0,0,38
SSC22374,0,3,0,0,0,0,0,0,0,4
SSC22375,9,17,18,4,20,8,11,14,3,107
SSC22376,0,0,0,0,0,0,0,0,0,0
SSC22377,21,19,24,10,28,16,4,5,0,127
SSC22378,0,0,0,0,0,0,0,0,0,0
SSC22379,1945,2843,2946,2210,2953,1955,1333,1445,250,17881
SSC22380,26,17,29,16,17,14,14,24,4,161
SSC22381,9,20,19,14,10,10,4,10,0,93
SSC22382,19,22,36,29,16,18,7,12,8,163
SSC22383,335,749,568,448,531,346,391,665,89,4120
SSC22384,290,581,615,503,478,418,554,809,170,4412
SSC22385,470,964,892,744,906,667,966,1151,205,6960
SSC22386,25,46,47,37,20,21,9,26,4,236
SSC22387,1332,2719,412,538,914,569,70,198,89,6837
SSC22388,11,0,0,3,0,0,0,0,0,19
SSC22389,13,9,11,5,4,4,7,4,3,57
SSC22390,0,0,0,0,0,0,0,0,0,0
SSC22391,15,18,3,7,8,3,3,3,0,60
SSC22392,8,0,3,3,3,0,3,4,0,31
SSC22393,651,785,666,523,560,538,254,606,75,4666
SSC22394,0,0,0,0,0,0,0,0,0,0
SSC22395,0,0,0,0,0,0,0,0,0,0
SSC22396,26,7,3,3,8,3,6,11,4,69
SSC22397,45,39,49,39,36,20,14,26,7,286
SSC22398,17,7,19,6,6,6,3,19,0,95
SSC22399,3,0,0,0,0,0,0,5,3,12
SSC22400,5,5,0,0,0,0,0,0,0,9
SSC22401,35,22,19,9,6,4,13,13,0,119
SSC22402,469,777,694,562,799,573,519,572,99,5064
SSC22403,3,0,0,0,0,0,0,0,0,7
SSC22404,0,0,0,0,0,0,0,0,0,0
SSC22405,15,5,5,3,7,3,7,14,0,57
SSC22406,11,4,0,0,0,0,0,0,0,22
SSC22407,37,22,18,19,13,14,7,19,4,159
SSC22408,12,4,0,0,0,3,0,3,0,19
SSC22409,8,0,0,0,0,0,0,0,0,12
SSC22410,6,0,0,3,0,0,0,0,0,12
SSC22411,15,8,25,15,18,17,14,29,5,134
SSC22412,30,27,15,5,3,10,7,3,5,110
SSC22413,11,5,3,4,3,3,0,7,3,44
SSC22414,56,71,78,53,47,36,34,58,3,441
SSC22415,9,4,8,3,3,0,0,3,0,30
SSC22416,34,10,9,3,6,11,11,8,0,93
SSC22417,53,6,5,5,11,0,3,7,0,95
SSC22418,49,62,50,37,40,23,28,43,4,340
SSC22419,58,43,48,23,39,23,16,47,4,300
SSC22420,7,0,0,0,0,0,0,3,0,15
SSC22421,22,24,28,17,16,19,15,18,0,164
SSC22422,0,0,0,0,0,0,0,0,0,0
SSC22423,0,0,0,0,0,0,0,0,0,0
SSC22424,24,13,7,3,0,3,0,9,0,67
SSC22425,11,10,0,0,0,3,0,0,0,34
SSC22426,4,4,0,0,0,3,0,0,0,15
SSC22427,3,0,3,0,0,0,0,0,0,10
SSC22428,16,0,3,0,3,0,3,0,0,25
SSC22429,30,41,41,23,24,25,23,35,8,250
SSC22430,0,0,0,0,0,0,0,0,0,0
SSC22431,0,0,0,0,0,0,0,0,0,3
SSC22432,52,21,45,26,25,15,23,33,12,256
SSC22433,10,0,0,0,0,0,0,0,0,11
SSC22434,0,0,3,0,0,0,0,0,0,7
SSC22435,22,47,39,30,20,8,10,26,3,208
SSC22436,10,4,3,0,0,0,0,3,0,21
SSC22437,4,0,3,0,0,0,0,0,0,12
SSC22438,4,8,3,3,3,3,3,8,0,33
SSC22439,1423,2733,1780,1950,2378,1387,2086,1438,293,15474
SSC22440,6,8,8,5,6,7,5,7,0,39
SSC22441,9,0,0,0,0,0,0,0,0,12
SSC22442,9,11,3,3,5,0,4,3,0,40
SSC22443,3,4,0,0,3,0,0,3,0,17
SSC22444,3,0,3,6,3,3,3,7,0,32
SSC22445,10,8,0,0,3,0,0,3,0,30
SSC22446,32,33,23,24,20,17,16,11,4,173
SSC22447,11,0,0,0,0,0,0,3,0,20
SSC22448,6,7,0,3,4,0,0,7,0,31
SSC22449,14,0,3,0,4,0,3,3,0,21
SSC22450,33,32,18,22,11,5,4,18,5,157
SSC22451,27,0,0,0,0,3,3,7,0,39
SSC22452,8,9,0,0,0,4,0,3,0,25
SSC22453,52,18,18,14,14,13,3,26,4,156
SSC22454,31,29,23,12,14,5,12,12,0,146
SSC22455,264,310,280,180,235,167,137,325,35,1928
SSC22456,17,6,7,0,13,4,0,13,6,74
SSC22457,46,5,3,4,5,0,0,7,0,64
SSC22458,63,38,37,31,24,18,23,28,6,269
SSC22459,76,76,63,46,37,35,24,25,3,386
SSC22460,3,3,3,5,3,0,0,5,0,14
SSC22461,828,1144,916,615,1141,732,645,668,143,6833
SSC22462,1041,1394,1128,710,1420,1026,570,694,137,8118
SSC22463,4,3,3,3,3,3,0,8,0,29
SSC22464,136,279,189,139,138,82,41,94,19,1114
SSC22465,6,0,0,0,0,0,0,0,0,11
SSC22466,6,0,0,0,0,0,0,0,0,11
SSC22467,97,141,167,102,96,55,73,97,11,846
SSC22468,29,3,0,0,3,0,0,3,0,38
SSC22469,0,4,3,0,0,0,3,3,0,19
SSC22470,14,3,0,0,3,0,0,4,0,27
SSC22471,1467,2192,704,599,1126,871,168,355,119,7602
SSC22472,981,1754,608,504,799,652,145,344,99,5874
SSC22473,16,3,4,0,0,0,0,3,0,25
SSC22474,8,8,10,8,7,11,6,15,3,73
SSC22475,13,3,0,3,3,5,0,0,0,26
SSC22476,143,119,135,120,89,81,89,133,23,916
SSC22477,13,9,4,3,3,0,0,3,0,37
SSC22478,9,3,0,0,0,0,0,0,0,13
SSC22479,0,0,0,0,0,0,0,0,0,0
SSC22480,3,0,0,0,0,0,0,0,0,4
SSC22481,28,11,3,4,3,3,3,7,3,56
SSC22482,6,3,3,0,7,4,0,4,0,25
SSC22483,0,3,0,0,0,0,0,0,0,6
SSC22484,270,405,442,232,353,200,116,181,35,2244
SSC22485,5,0,0,0,0,0,0,0,0,5
SSC22486,12,4,22,7,11,8,8,10,0,90
SSC22487,12,3,0,0,0,0,0,0,0,14
SSC22488,0,9,8,6,3,7,3,8,0,34
SSC22489,70,152,86,54,48,29,20,41,8,518
SSC22490,37,7,3,3,4,3,0,11,0,70
SSC22491,8,0,0,0,0,0,0,0,0,6
SSC22492,512,869,1131,827,889,759,971,1244,176,7369
SSC22493,0,0,0,0,0,0,0,0,0,0
SSC22494,47,120,94,111,50,68,33,102,12,643
SSC22495,25,11,7,0,3,3,3,3,0,60
SSC22496,1368,3611,958,1010,1213,764,268,556,129,9887
SSC22497,24,21,28,17,17,3,5,25,3,143
SSC22498,73,36,28,13,21,8,20,25,4,224
SSC22499,0,0,0,0,0,0,0,3,0,6
SSC22500,24,6,3,7,3,0,5,6,0,51
SSC22501,11,15,20,5,10,0,13,20,0,100
SSC22502,0,0,0,0,0,0,0,0,0,0
SSC22503,97,74,84,40,44,42,50,98,5,539
SSC22504,10,0,0,0,0,3,3,0,3,24
SSC22505,22,6,4,4,0,3,3,3,0,48
SSC22506,0,3,6,5,0,7,0,3,0,29
SSC22507,3,3,0,0,0,0,0,3,0,9
SSC22508,54,19,18,7,11,3,11,9,0,139
SSC22509,6,8,3,0,3,0,0,11,0,29
SSC22510,12,0,3,3,3,3,0,3,0,32
SSC22511,0,0,0,0,0,0,0,0,0,0
SSC22512,12,7,15,3,6,6,11,10,0,70
SSC22513,19,29,39,11,18,20,10,32,3,191
SSC22514,0,0,0,0,0,0,0,0,0,0
SSC22515,152,64,114,77,57,83,69,181,9,812
SSC22516,0,3,0,0,0,0,0,0,0,3
SSC22517,7,0,0,3,0,0,0,7,3,21
SSC22518,23,20,20,10,18,3,4,7,3,106
SSC22519,7,0,0,0,0,0,0,0,0,15
SSC22520,38,15,22,15,20,5,11,16,3,138
SSC22521,65,77,68,36,54,24,24,48,3,398
SSC22522,18,10,11,3,4,4,0,11,0,58
SSC22523,28,21,29,12,23,9,12,19,6,163
SSC22524,58,49,58,31,64,45,29,25,7,358
SSC22525,24,9,9,4,7,3,6,5,0,67
SSC22526,0,0,0,0,0,0,0,0,0,0
SSC22527,20,3,0,0,0,4,0,3,0,30
SSC22528,16,6,6,3,5,0,3,3,0,45
SSC22529,0,0,0,0,0,0,0,0,0,0
SSC22530,44,62,83,45,60,46,54,55,7,468
SSC22531,54,29,37,32,16,20,27,44,3,265
SSC22532,13,4,3,3,6,3,0,14,0,54
SSC22533,110,74,144,63,110,64,76,86,13,733
SSC22534,1415,2531,321,429,799,619,38,162,179,6483
SSC22535,20,22,19,27,14,8,10,20,3,147
SSC22536,0,0,0,0,0,0,0,0,0,0
SSC22537,112,127,245,134,113,119,66,139,17,1079
SSC22538,976,1681,879,718,741,624,158,384,110,6261
SSC22539,12,0,0,3,0,0,0,0,0,19
SSC22540,38,5,20,8,16,9,8,20,5,127
SSC22541,4,5,0,0,5,0,0,3,0,15
SSC22542,7,0,0,0,0,0,0,0,0,10
SSC22543,0,0,0,0,0,0,0,0,0,3
SSC22544,3,0,0,0,0,0,0,0,0,3
SSC22545,5,3,0,4,0,4,0,0,0,20
SSC22546,10,0,0,0,0,0,0,0,0,5
SSC22547,3,0,0,0,0,0,0,0,0,5
SSC22548,0,0,0,0,0,0,0,0,0,0
SSC22549,12,4,5,0,3,3,0,3,0,32
SSC22550,16,10,10,7,11,3,0,11,0,59
SSC22551,8,0,0,0,0,0,0,0,0,12
SSC22552,205,287,295,196,201,147,126,203,29,1693
SSC22553,43,23,40,27,19,14,8,25,7,200
SSC22554,33,24,24,15,15,5,12,12,0,138
SSC22555,26,0,6,0,0,0,0,3,0,41
SSC22556,1065,2003,1834,1250,1591,1088,739,1145,198,10906
SSC22557,125,182,180,90,142,80,57,66,13,943
SSC22558,25,54,51,22,36,21,18,24,6,258
SSC22559,164,530,81,127,184,115,33,78,26,1333
SSC22560,18,11,12,8,10,3,9,9,0,76
SSC22561,12,11,4,4,7,3,0,10,0,47
SSC22562,9,0,0,3,0,0,0,3,0,13
SSC22563,3,16,9,5,5,0,0,0,0,34
SSC22564,68,109,66,64,51,30,23,57,18,479
SSC22565,26,21,6,9,4,3,6,7,0,79
SSC22566,24,7,16,10,9,4,4,16,0,88
SSC22567,13,3,5,3,4,6,6,10,3,61
SSC22568,11,7,3,3,3,0,3,3,0,29
SSC22569,824,1749,986,1091,1246,715,1215,831,181,8844
SSC22570,3,0,0,0,0,0,0,0,3,5
SSC22571,51,21,26,11,26,12,7,15,0,177
SSC22572,0,0,0,0,0,0,0,0,0,0
SSC22573,273,439,464,364,494,296,312,347,71,3063
SSC22574,41,6,11,15,13,15,25,28,0,163
SSC22575,0,0,0,0,0,0,0,0,0,0
SSC22576,5,0,0,0,0,0,0,0,0,14
SSC22577,3,0,0,0,0,0,0,0,0,3
SSC22578,0,0,0,0,0,0,0,0,0,10
SSC22579,7,0,0,0,3,0,0,0,0,15
SSC22580,7,3,4,12,5,4,3,3,0,40
SSC22581,227,281,344,193,227,175,110,182,18,1759
SSC22582,0,0,0,0,0,0,0,0,0,0
SSC22583,44,62,101,35,52,33,45,36,6,427
SSC22584,38,52,43,33,33,13,22,31,8,273
SSC22585,23,31,37,22,20,19,28,24,3,204
SSC22586,38,34,37,23,29,19,12,15,0,215
SSC22587,21,8,10,5,3,8,3,7,0,68
SSC22588,15,9,22,14,18,13,5,17,3,115
SSC22589,36,19,4,6,12,3,18,12,0,107
SSC22590,3,0,0,0,0,0,3,4,0,14
SSC22591,3,0,0,3,0,0,0,0,0,6
SSC22592,5,0,0,0,0,0,0,0,0,6
SSC22593,7,0,3,0,0,0,0,0,0,13
SSC22594,15,0,0,0,0,0,0,3,0,27
SSC22595,27,10,11,7,5,8,8,6,0,69
SSC22596,0,0,0,0,0,0,0,0,0,3
SSC22597,0,0,0,0,0,0,0,0,0,4
SSC22598,72,12,20,19,14,9,12,40,0,201
SSC22599,56,11,6,9,6,3,3,6,0,104
SSC22600,7,10,3,0,0,0,0,3,0,33
SSC22601,207,393,306,194,208,145,77,134,36,1699
SSC22602,16,10,9,0,3,0,3,11,0,52
SSC22603,8,12,11,3,9,0,4,3,0,54
SSC22604,18,26,34,9,18,20,15,6,0,153
SSC22605,11,9,0,0,3,0,0,0,3,25
SSC22606,11,6,0,0,0,0,0,0,0,13
SSC22607,420,921,569,417,498,306,167,266,47,3604
SSC22608,14,9,11,14,9,10,8,8,0,79
SSC22609,18,0,0,3,3,0,0,3,0,26
SSC22610,3,7,3,4,0,0,0,0,0,19
SSC22611,25,12,11,7,12,13,3,3,0,101
SSC22612,68,66,58,39,35,37,14,31,10,357
SSC22613,24,39,43,28,23,20,7,28,3,215
SSC22614,666,1463,527,454,734,467,159,336,86,4894
SSC22615,740,1534,535,488,809,600,163,345,66,5289
SSC22616,0,0,3,0,0,0,3,0,0,10
SSC22617,9,4,5,0,0,0,0,4,0,22
SSC22618,7,0,0,0,0,0,0,0,0,8
SSC22619,23,3,3,0,0,4,0,5,0,39
SSC22620,438,1035,332,298,490,277,79,162,28,3145
SSC22621,33,15,9,6,8,10,0,7,6,88
