SA1_7DIGITCODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
2100455,0,0,0,0,3,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,3,12,6,3,4,3,3,6,0,45,21,62,84,56,45,34,31,12,0,334
2100456,0,0,0,0,0,0,3,4,0,7,0,0,0,0,0,0,0,0,0,0,0,4,5,4,4,4,0,0,0,23,14,37,56,94,55,54,36,12,0,358
2100501,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,11,9,26,28,53,53,47,35,16,0,268
2100502,0,0,0,0,0,0,7,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10,11,4,9,0,3,39,20,35,57,97,107,104,78,37,10,547
2100504,0,0,0,0,0,0,5,6,3,20,0,3,0,3,0,0,0,0,0,5,0,3,4,4,8,8,8,3,3,48,10,26,32,73,73,73,94,31,12,432
2100505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,108,162,16,0,0,0,0,0,0,289
2100506,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,8,0,0,0,19,22,95,63,53,66,59,17,4,0,381
2100507,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,3,4,3,0,27,4,14,33,51,75,46,43,23,5,296
2100508,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,3,4,0,23,11,32,57,60,54,52,34,21,0,315
2100509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,16,18,20,30,40,43,8,10,197
2100510,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,3,3,20,3,13,18,43,34,67,42,20,9,250
2100511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,7,13,5,35,53,67,20,5,3,203
2100512,0,0,0,0,4,3,9,0,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,4,4,0,0,23,12,11,19,39,51,39,36,6,0,211
2100513,0,0,0,0,0,3,3,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,8,3,0,0,19,14,21,35,47,60,72,29,12,0,283
2100514,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,6,3,0,0,22,3,18,11,24,25,38,18,3,0,143
2100515,0,0,0,0,0,0,3,7,0,8,0,0,0,0,0,0,0,0,0,3,0,0,4,9,5,4,6,0,4,34,9,14,30,75,40,51,48,24,12,303
2100516,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,15,9,39,38,51,53,37,31,8,0,266
2100517,0,0,0,3,0,0,6,3,3,13,0,0,0,0,0,0,0,0,0,0,3,6,6,5,3,13,4,7,0,47,19,66,45,58,58,64,32,22,7,358
2100518,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,5,3,10,7,6,0,0,36,6,19,73,111,58,65,55,19,5,413
2100519,0,0,0,0,0,0,3,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,4,3,6,0,34,6,16,25,34,33,61,38,27,6,249
2100601,0,0,0,0,5,11,5,3,0,30,0,0,0,3,0,0,0,0,0,10,12,4,8,13,6,4,3,5,0,56,25,31,54,51,55,40,22,3,3,282
2100602,0,0,4,0,0,0,11,0,0,19,0,0,0,0,0,0,0,0,0,0,3,3,0,3,4,0,5,3,0,19,19,37,43,43,54,57,54,16,3,335
2100603,0,0,0,0,3,3,3,3,3,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,6,9,30,54,39,55,51,26,13,7,286
2100604,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,14,8,22,33,58,51,44,35,6,6,261
2100605,0,0,0,0,3,6,8,4,0,18,0,0,0,0,0,0,0,0,0,3,0,3,9,4,7,4,3,0,0,42,39,114,318,203,143,90,61,9,0,977
2100606,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,5,0,0,0,18,13,19,12,39,52,50,53,13,0,246
2100607,0,0,0,0,0,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,7,9,23,29,52,38,22,6,5,197
2100608,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,13,12,10,27,43,26,17,9,0,162
2100610,3,0,0,0,0,4,12,8,4,22,0,0,0,3,3,0,0,0,0,7,0,3,0,0,3,0,5,3,0,14,14,24,32,36,67,96,65,12,7,361
2100611,0,0,0,0,0,3,9,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,3,5,0,20,11,24,25,36,57,58,51,27,3,299
2100612,0,0,0,3,0,3,12,3,0,27,0,0,0,0,0,0,0,0,0,0,3,3,4,5,9,3,4,3,0,34,15,44,73,69,49,42,45,13,0,355
2100613,0,0,0,3,0,6,0,5,0,13,0,0,0,0,0,0,0,0,0,0,3,0,5,10,0,3,0,0,0,24,12,17,44,53,37,29,29,6,3,222
2100614,0,0,0,0,5,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,9,22,17,8,10,10,3,101
2100615,0,0,0,0,3,0,8,7,0,29,0,0,0,0,3,0,0,0,0,6,0,0,0,5,0,8,9,4,3,28,11,24,41,74,62,70,53,31,8,375
2100616,0,0,0,0,0,0,6,16,9,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,5,21,0,0,0,0,0,3,56,85,34,174
2100617,0,0,0,0,0,0,9,12,23,43,0,0,0,0,0,0,0,0,0,0,3,15,9,3,15,3,12,16,20,95,25,93,189,82,88,65,40,48,62,700
2100701,0,0,0,3,0,5,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,6,0,0,14,14,28,35,75,84,60,24,9,3,339
2100702,0,0,0,0,0,3,3,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,16,15,16,46,53,54,41,11,0,250
2100703,0,0,0,0,0,0,7,3,3,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,5,5,4,24,9,24,41,67,54,52,45,22,13,314
2100704,0,0,0,0,4,6,11,4,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,7,0,0,0,19,12,20,28,51,77,65,51,15,3,309
2100705,0,0,0,0,0,0,10,3,0,14,0,0,0,0,0,0,0,0,0,0,3,0,7,9,4,7,10,0,0,39,14,26,36,58,75,66,41,9,3,324
2100706,0,0,0,0,3,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,3,5,6,11,4,3,0,32,19,32,50,74,83,81,40,8,3,391
2100707,0,0,0,0,0,5,7,5,0,15,0,0,0,0,0,0,0,0,0,0,4,0,9,0,3,3,0,0,0,21,22,24,49,64,103,74,31,18,0,381
2100708,0,0,0,0,3,3,8,0,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,13,9,0,0,29,12,26,28,63,66,56,38,9,3,293
2100709,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,12,18,17,42,72,58,27,8,0,260
2100801,0,0,3,3,6,10,4,0,0,33,0,0,0,0,0,0,0,0,0,0,3,0,6,8,6,6,3,0,0,31,18,29,55,39,38,33,14,3,0,229
2100804,0,0,3,4,0,4,10,3,0,26,0,0,0,0,0,0,0,0,0,0,8,3,10,11,3,9,6,3,0,54,22,27,64,42,34,49,44,11,5,294
2100805,0,3,3,0,0,8,6,11,3,38,0,0,0,0,3,0,0,0,0,4,4,3,7,5,12,7,4,4,0,50,19,18,38,32,50,44,36,21,7,250
2100806,0,0,0,0,3,6,16,3,0,33,0,0,0,0,0,0,0,0,0,3,0,3,14,15,8,10,9,6,0,67,25,29,57,59,50,43,42,22,4,333
2100807,0,0,4,3,6,0,11,9,4,40,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,9,5,3,3,42,10,21,48,36,53,52,51,25,13,306
2100808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8
2100809,0,0,0,0,0,6,7,15,8,38,0,0,0,0,0,0,0,0,0,0,3,6,0,0,10,3,10,9,10,44,5,48,66,48,54,66,52,48,32,413
2100810,0,4,3,0,3,4,7,8,0,27,0,0,0,0,3,0,0,0,0,7,0,0,0,0,3,6,5,3,0,18,9,41,46,40,80,73,64,20,5,389
2100811,0,0,0,0,0,0,7,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,15,10,13,25,18,25,28,25,14,6,170
2100812,0,0,0,0,5,3,5,6,7,24,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,9,3,3,0,34,3,21,49,44,27,48,47,27,6,272
2100813,0,0,0,0,0,7,14,12,7,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,14,11,22,32,36,24,35,44,32,9,247
2100814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100815,0,0,3,0,3,3,8,4,0,29,0,0,3,0,0,3,0,0,0,3,0,10,9,3,12,7,4,4,0,51,10,32,50,44,41,36,35,19,4,270
2100816,0,0,0,0,0,0,4,5,4,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,14,11,15,17,30,51,40,48,33,3,235
2100818,0,0,0,0,4,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,11,23,25,70,69,88,51,19,7,4,352
2100820,0,0,0,3,0,3,4,10,4,22,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,6,8,0,38,3,17,53,54,47,49,63,27,9,331
2100821,0,0,0,0,0,4,14,17,9,38,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,3,9,0,0,32,8,40,56,43,58,51,54,48,13,369
2100822,0,0,0,0,4,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,5,7,24,3,13,29,34,34,38,35,31,12,228
2100823,0,0,6,0,3,5,6,11,7,33,0,0,0,0,0,0,0,0,0,4,0,3,4,3,0,4,9,11,4,39,20,41,62,36,54,72,89,58,17,458
2100824,0,0,5,0,3,6,14,30,35,85,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,5,14,27,25,89,12,25,49,34,44,50,95,117,134,572
2100825,0,0,0,0,0,3,0,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,13,15,8,15,28,19,15,19,11,13,141
2100826,0,0,0,0,4,3,6,11,8,34,0,0,0,0,0,3,0,3,0,9,0,4,6,3,6,7,4,10,4,33,5,24,59,38,52,56,43,61,26,362
2100827,0,0,4,0,0,0,4,7,11,33,0,0,0,0,0,0,0,0,0,3,0,3,5,0,4,3,3,10,11,47,10,43,72,45,47,50,53,67,37,426
2100828,0,0,3,0,0,3,11,3,6,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,6,7,3,11,37,13,27,36,36,44,47,52,32,29,307
2100829,0,0,0,0,0,0,10,8,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,13,5,15,37,38,22,25,38,30,11,221
2100830,0,0,0,3,0,4,3,8,7,26,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,4,0,10,5,34,11,22,34,33,47,58,42,38,25,305
2100831,0,0,0,0,0,0,4,17,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,11,7,0,21,11,32,51,33,45,25,42,57,6,295
2100832,0,0,0,7,10,4,10,6,3,45,0,0,0,0,0,0,0,0,0,0,10,7,14,6,15,12,18,14,0,93,26,37,71,48,64,48,50,32,9,389
2100833,0,0,0,4,3,5,11,6,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,9,3,8,0,26,13,21,58,63,68,66,77,28,7,390
2100834,0,0,0,0,0,3,13,3,4,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,8,7,0,33,11,16,31,24,37,36,48,25,7,236
2100835,0,0,0,0,4,0,3,6,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,15,12,23,35,74,56,48,19,9,6,280
2100836,0,0,0,0,0,0,8,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,13,7,3,0,0,0,33,8,27,75,97,48,45,36,19,0,367
2100837,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,5,3,3,0,0,25,13,27,146,108,60,48,35,10,0,441
2100838,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,11,27,29,16,11,3,0,104
2100839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100840,0,0,0,3,0,3,6,8,4,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,8,19,42,29,37,27,24,12,3,200
2100841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,8,6,31,49,15,19,15,0,0,151
2100842,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,13,11,35,30,40,20,9,7,0,171
2100843,0,0,0,0,0,0,3,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,4,3,3,32,7,47,65,49,37,38,27,20,7,299
2100844,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,8,8,20,128,95,32,37,7,5,0,334
2100845,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,5,4,0,5,15,22,27,19,4,0,99
2100901,0,3,0,0,3,4,15,11,4,40,0,0,0,0,0,0,0,0,0,3,0,3,4,0,3,11,4,0,3,32,20,26,47,83,74,87,70,26,5,431
2100902,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,11,3,12,23,35,41,45,36,4,0,211
2100903,0,0,0,0,0,3,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,0,0,0,17,16,15,41,67,74,50,36,3,0,296
2100904,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,18,18,34,44,25,11,3,3,169
2100905,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14,6,0,0,30,9,3,25,55,43,50,45,9,0,233
2100906,0,0,0,0,0,3,4,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,6,0,0,21,6,8,20,27,59,37,32,12,0,193
2100907,0,0,0,0,0,0,6,3,0,15,0,0,0,0,0,0,0,0,0,0,4,3,3,4,14,4,7,0,0,39,18,16,32,43,69,50,49,9,3,284
2100908,0,0,3,0,0,3,4,4,3,19,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,5,7,0,3,29,7,5,30,40,29,75,38,5,8,234
2100909,0,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,4,4,4,0,34,7,15,36,47,71,46,32,11,0,260
2100910,0,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,9,0,0,27,11,16,30,28,46,62,48,10,0,255
2100911,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,5,0,0,0,19,8,19,24,48,58,36,39,8,3,239
2100912,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,3,8,3,3,3,0,24,11,14,23,57,56,49,39,12,3,259
2100913,0,0,0,3,0,0,15,4,5,20,0,0,0,0,0,0,0,0,0,0,0,3,5,0,8,7,5,9,10,50,11,21,67,60,55,50,58,29,24,368
2100914,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,4,0,0,19,3,6,35,29,27,27,18,12,0,162
2100915,0,0,3,0,0,6,8,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,4,5,28,7,15,30,39,44,45,43,21,7,248
2100916,0,0,0,0,3,0,6,5,8,28,0,0,0,0,0,0,0,0,0,0,6,0,0,8,9,8,4,8,6,47,18,15,35,31,63,41,40,40,26,308
2100917,0,0,0,0,3,4,9,5,0,23,0,0,0,0,0,0,0,0,0,0,5,3,0,4,3,0,4,0,0,24,11,21,28,74,112,57,47,24,4,372
2101001,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,3,9,3,0,30,3,22,36,49,68,54,34,17,0,281
2101002,0,3,0,0,3,0,9,5,3,30,0,0,0,0,0,0,0,0,0,0,3,6,6,0,3,5,9,5,0,44,18,37,52,46,53,68,63,21,8,363
2101003,0,0,0,0,0,0,3,3,3,10,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,6,4,3,21,8,12,30,29,25,35,38,24,18,214
2101004,0,0,0,0,3,3,6,12,28,53,0,0,0,0,0,0,0,0,0,0,0,0,6,7,10,4,7,13,14,71,3,15,44,50,40,35,48,46,72,355
2101005,0,0,0,0,0,0,5,4,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,15,11,48,7,6,16,15,23,10,40,37,22,177
2101006,0,0,0,0,0,3,9,3,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,7,3,0,30,4,20,38,39,59,89,77,36,6,382
2101007,0,0,0,0,0,0,3,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,10,8,0,0,29,16,21,32,52,61,82,40,12,3,309
2101008,0,0,0,0,0,6,3,7,0,14,0,0,0,0,0,0,0,0,0,0,3,6,0,9,14,13,9,5,0,57,10,15,22,68,64,84,50,15,3,339
2101009,0,0,0,0,0,0,4,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,11,10,4,0,50,3,7,20,26,44,43,28,12,4,204
2101010,0,0,0,0,0,3,13,0,3,28,0,0,0,0,0,0,0,0,0,0,3,0,3,7,0,7,5,0,3,24,6,3,32,50,37,56,42,12,9,239
2101011,0,0,0,0,0,3,13,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,10,3,20,24,39,46,58,53,11,3,259
2101012,0,0,0,3,3,6,6,11,5,34,0,0,0,0,0,0,0,0,0,3,4,0,3,3,3,0,12,14,0,42,11,8,28,54,74,67,74,56,21,398
2101013,0,0,0,0,3,8,8,8,3,32,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,12,3,4,3,35,15,24,36,33,49,88,54,19,4,326
2101014,0,0,0,0,0,3,11,0,3,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,7,0,20,16,15,25,37,51,69,40,14,3,260
2101015,0,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,6,4,0,22,3,11,25,36,37,65,49,10,3,239
2101016,0,0,0,0,0,0,4,6,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,3,7,5,9,3,0,35,7,14,26,28,39,62,54,20,9,246
2101017,0,0,0,0,0,0,3,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,3,19,9,13,17,37,50,42,23,19,6,214
2101018,0,0,0,0,0,0,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,3,4,24,8,7,28,40,43,58,44,21,11,258
2101021,0,0,0,0,0,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,9,4,0,0,29,0,12,42,23,34,38,36,26,3,227
2101022,0,0,0,0,0,3,9,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,4,3,0,24,3,13,5,20,22,49,31,19,4,164
2101023,0,0,0,0,0,4,0,8,3,24,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,6,3,5,4,28,7,3,14,29,32,45,49,33,11,226
2101024,0,0,0,0,4,3,10,6,0,28,0,0,0,0,0,0,0,0,0,0,3,3,3,5,3,7,3,6,3,32,10,15,35,36,45,80,51,27,8,298
2101025,0,0,0,0,3,0,4,5,4,19,0,0,0,0,0,0,0,0,0,3,3,4,9,0,10,5,4,3,0,40,12,21,47,26,58,58,42,14,4,278
2101101,0,0,0,0,0,3,7,5,3,17,0,0,0,0,0,0,0,0,0,0,0,0,3,14,11,13,6,0,3,45,12,5,30,79,71,78,60,19,5,358
2101102,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,9,3,0,0,30,5,3,18,23,32,59,23,3,4,177
2101103,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,7,5,0,0,27,5,4,22,31,51,47,62,13,0,236
2101104,0,0,0,0,0,0,4,4,3,13,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,3,0,3,23,5,7,13,22,33,50,36,10,8,174
2101105,0,0,0,0,0,4,7,7,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,7,5,5,11,0,0,30,0,5,18,32,43,81,51,14,3,246
2101106,0,0,0,0,0,3,10,9,3,28,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,13,3,14,3,46,8,12,20,47,49,90,79,40,11,366
2101107,0,0,0,0,0,0,3,3,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,0,26,9,19,26,80,74,99,50,18,10,380
2101108,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,4,3,25,0,8,22,30,45,35,32,20,9,204
2101109,0,0,0,0,0,0,3,4,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,6,7,3,18,16,18,68,8,16,14,23,56,36,70,27,22,275
2101110,0,0,0,0,3,0,5,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,10,15,4,0,43,4,14,25,50,71,73,70,30,10,351
2101111,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,11,0,5,0,21,6,8,27,35,43,62,44,12,0,235
2101112,0,0,0,0,0,4,6,5,4,21,0,0,0,0,0,0,0,0,0,3,6,5,7,3,8,18,11,4,8,62,16,26,41,52,97,138,100,45,21,536
2101113,0,0,0,0,3,0,4,4,3,18,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,6,0,6,3,33,7,21,50,65,87,78,44,32,7,390
2101114,0,0,0,0,0,0,4,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,16,13,5,32,33,59,58,45,27,7,278
2101115,0,0,0,0,0,0,9,14,17,33,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,6,10,5,7,31,6,4,24,38,59,69,75,53,35,368
2101116,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,6,7,33,3,7,23,25,48,55,62,29,19,267
2101117,0,0,0,3,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,0,5,6,20,6,17,16,39,55,60,39,14,10,255
2101118,0,0,0,0,0,3,8,0,7,21,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,4,0,6,0,21,8,9,27,38,58,73,59,33,33,340
2101119,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,0,0,26,3,12,17,40,57,76,52,19,4,280
2101120,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,0,0,25,6,9,14,47,64,68,44,16,3,261
2101121,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,10,5,3,0,30,7,11,23,46,64,58,52,13,0,282
2101122,0,0,0,0,0,4,7,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,7,4,0,24,3,9,24,64,71,85,81,25,4,357
2101123,0,0,0,0,0,0,12,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,7,4,3,43,3,12,18,23,41,67,67,13,6,246
2101124,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,8,0,0,30,4,7,11,20,31,54,47,9,0,198
2101125,0,0,0,0,7,0,3,7,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,10,7,0,37,7,13,17,43,73,89,70,23,12,348
2101201,0,0,3,3,0,3,8,7,4,25,0,0,3,0,0,0,0,0,0,3,8,0,3,0,4,9,7,4,0,27,13,9,26,41,55,53,39,19,10,274
2101202,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,3,11,8,3,0,0,21,4,3,16,16,38,40,12,3,0,131
2101203,0,0,3,0,0,3,7,7,0,20,0,0,0,0,0,0,0,0,0,0,5,0,0,3,11,10,0,0,0,29,18,11,19,73,84,56,46,15,3,331
2101204,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,5,10,0,30,4,8,14,35,44,33,37,19,0,181
2101205,0,0,0,0,3,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,4,0,15,14,13,28,52,66,52,37,12,0,276
2101206,0,0,3,0,3,0,3,0,3,13,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,0,0,3,3,22,5,10,26,44,50,47,24,11,9,222
2101207,0,0,0,0,0,0,3,3,0,11,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,14,12,11,15,24,45,52,27,13,0,201
