SA1_7DIGITCODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
2100101,0,0,0,0,0,0,0,3,6,11,0,0,0,3,0,0,0,0,0,3,0,3,3,0,4,3,7,3,0,17,9,30,46,37,53,53,50,20,14,327
2100102,0,0,4,0,0,13,13,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,16,6,6,21,15,19,52,49,17,6,193
2100105,0,0,0,0,0,3,4,0,3,15,0,0,0,0,0,0,0,0,0,3,0,3,4,4,8,4,5,3,3,28,17,25,50,30,37,44,22,16,8,255
2100106,0,0,4,0,0,3,3,10,0,26,0,0,0,0,0,0,0,0,0,0,3,0,8,3,5,3,4,3,0,29,22,30,67,61,71,68,67,26,6,424
2100107,0,0,0,3,5,3,8,6,4,32,0,0,0,0,0,0,0,0,0,0,0,10,8,3,3,7,0,3,3,33,11,30,49,45,48,44,33,34,20,306
2100108,0,0,0,3,3,6,3,8,6,31,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,4,9,3,0,25,23,53,85,100,85,65,25,31,16,488
2100109,0,0,0,0,0,3,3,8,5,18,0,0,0,0,5,0,0,0,0,7,0,3,3,5,11,3,6,10,0,39,14,29,79,83,77,48,51,33,15,430
2100110,0,0,0,0,0,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,0,14,16,28,17,56,97,68,48,11,0,357
2100111,0,0,0,0,3,0,4,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,13,14,27,20,40,90,29,26,15,0,264
2100112,0,0,0,3,0,0,5,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,11,19,22,31,49,72,97,37,25,3,351
2100113,0,0,0,0,0,3,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,0,0,14,8,18,22,59,59,40,39,13,0,257
2100114,0,0,0,0,0,0,4,8,3,15,0,0,3,0,0,0,0,0,0,9,0,3,0,0,7,0,0,6,3,23,19,45,66,53,69,64,60,36,13,430
2100115,0,0,0,0,0,0,7,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,0,0,5,0,16,12,20,73,86,72,70,36,16,10,381
2100117,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,3,3,5,5,4,6,3,0,29,20,40,89,114,139,118,66,30,4,629
2100118,0,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,3,14,17,63,54,20,18,6,0,210
2100119,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,4,0,13,19,34,26,85,91,63,27,11,0,351
2100120,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,6,6,5,0,0,0,26,12,47,136,87,51,29,18,10,0,396
2100121,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,6,0,4,3,4,4,4,0,0,24,14,24,71,132,99,53,42,11,0,452
2100122,0,0,0,0,0,6,14,11,0,32,0,0,0,0,0,0,0,0,0,0,3,4,6,12,6,5,8,3,0,49,28,91,295,206,131,81,78,20,3,937
2100123,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,0,17,6,10,12,3,0,0,53,33,70,196,108,91,72,36,5,0,618
2100124,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,5,3,0,0,20,14,21,18,89,87,40,31,12,4,312
2100201,0,0,0,0,0,5,3,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,7,0,5,0,24,14,29,43,69,100,74,52,42,3,415
2100202,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,4,3,23,13,17,14,28,45,41,59,34,10,260
2100203,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,7,3,4,4,3,3,3,0,0,22,10,20,32,46,76,64,52,27,10,340
2100204,0,0,0,0,0,0,3,7,0,13,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,3,10,3,19,4,17,13,30,54,55,39,56,11,285
2100205,0,0,0,0,0,0,3,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,8,4,4,3,29,6,38,79,55,62,79,55,38,11,429
2100206,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,0,0,10,17,12,10,37,62,31,37,15,3,220
2100207,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,12,5,16,27,46,61,42,55,19,7,278
2100208,0,0,0,0,0,0,5,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,5,4,41,15,12,26,45,81,89,84,63,19,432
2100209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100211,0,0,0,0,0,3,6,7,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,3,4,3,3,23,12,21,75,70,76,68,39,22,17,394
2100212,0,0,0,0,0,3,4,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,3,7,4,0,35,15,15,29,29,34,44,44,25,6,238
2100213,0,0,0,0,0,3,12,17,25,60,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,6,3,3,22,9,23,55,36,50,52,50,45,37,357
2100214,0,0,0,0,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,7,0,3,15,11,22,57,67,49,49,44,20,13,333
2100215,0,0,0,0,0,3,5,8,3,20,0,0,0,0,0,0,0,0,0,0,0,0,3,10,5,4,3,3,0,23,19,44,86,80,60,41,27,19,10,378
2100216,0,0,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,3,3,0,4,6,5,4,5,0,0,31,16,33,46,44,52,68,39,9,3,312
2100217,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,6,6,3,3,31,5,23,47,37,34,54,26,22,7,257
2100218,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,7,0,0,0,17,13,31,49,58,39,45,12,14,0,259
2100219,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,8,12,5,0,0,3,6,0,0,34,21,52,38,17,22,24,11,3,0,187
2100220,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,14,3,10,42,31,34,34,22,14,3,197
2100221,0,0,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,10,7,7,0,6,3,0,31,7,30,46,46,33,18,14,11,3,210
2100222,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,7,4,17,6,10,3,4,3,49,6,27,39,73,80,93,51,31,18,412
2100223,0,0,0,0,0,0,7,24,49,80,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,5,3,8,8,38,13,23,48,65,69,55,56,72,103,503
2100224,0,0,0,3,3,3,4,3,3,24,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,9,3,0,3,36,4,38,64,53,66,57,54,34,10,379
2100225,0,0,0,0,0,0,0,5,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,3,5,18,0,8,16,13,47,38,38,31,26,226
2100226,0,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,4,0,14,9,27,32,27,29,28,20,9,4,188
2100227,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,14,5,16,49,32,59,51,38,11,7,270
2100228,0,0,0,0,0,0,3,4,11,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,3,20,5,7,18,30,40,28,37,31,22,226
2100229,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,4,4,0,3,24,11,29,40,24,48,38,46,19,13,270
2100230,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,3,3,3,3,7,3,8,3,3,32,7,27,62,49,35,51,29,14,7,281
2100231,0,0,0,0,0,0,3,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,0,0,16,11,30,73,66,40,45,37,15,7,332
2100232,0,0,0,0,3,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,10,3,19,42,29,41,31,29,20,0,228
2100233,0,0,0,0,0,0,6,4,3,16,0,0,0,0,0,0,0,0,0,0,4,0,4,7,9,11,0,3,0,35,10,14,48,38,63,36,38,23,11,286
2100234,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,13,8,29,27,19,17,16,19,3,0,136
2100301,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,16,4,10,15,14,28,30,20,10,0,127
2100302,0,0,0,0,0,0,3,7,7,17,0,0,0,0,0,0,0,0,0,0,5,5,10,8,3,7,13,5,3,52,6,29,51,42,44,39,42,14,11,281
2100303,0,0,0,3,3,3,7,0,3,14,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,3,6,9,0,32,3,21,54,38,32,43,27,17,3,243
2100304,3,0,0,0,3,5,8,7,0,18,0,0,0,0,0,0,0,0,0,3,0,3,4,7,0,0,3,3,0,33,18,39,74,63,42,44,29,15,3,319
2100305,0,0,0,0,0,3,8,10,3,26,0,0,0,0,0,0,0,0,0,0,3,5,9,5,10,6,0,5,6,41,22,64,86,81,82,87,54,28,20,518
2100306,0,0,0,0,0,0,4,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,13,4,12,38,30,37,34,30,7,5,198
2100307,0,0,0,0,0,4,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,18,7,23,26,41,31,57,32,27,17,265
2100308,0,0,0,3,0,0,10,3,0,20,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,5,0,0,15,12,29,55,48,41,50,47,16,3,302
2100309,0,0,0,0,0,8,8,10,0,27,0,0,0,0,0,0,0,0,0,4,0,3,4,3,3,8,3,3,0,27,16,63,91,85,78,85,40,19,5,482
2100310,0,0,3,3,3,9,6,14,11,45,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,7,5,9,41,12,39,84,72,53,66,42,37,24,427
2100311,0,0,0,0,0,0,4,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,5,3,0,0,25,12,28,105,104,101,91,46,19,5,512
2100312,0,0,0,0,0,3,5,3,3,20,0,0,0,0,0,0,0,0,0,3,0,0,3,5,3,13,15,0,0,42,30,32,47,74,104,91,61,30,10,473
2100313,0,0,0,0,0,3,3,3,3,11,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,3,3,0,0,21,16,24,36,65,83,67,48,19,6,362
2100314,0,0,0,0,0,3,3,4,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,8,4,4,38,13,26,40,30,68,87,72,50,10,393
2100315,0,0,0,0,0,0,12,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,14,16,36,43,46,96,69,55,34,0,401
2100316,0,0,0,0,6,9,15,21,34,80,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,5,12,11,16,45,13,20,47,30,43,65,79,84,102,486
2100317,0,0,0,0,0,0,4,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,14,10,21,69,55,47,57,38,17,14,330
2100318,0,0,0,0,0,0,3,3,3,12,0,0,0,0,0,0,0,0,0,4,0,0,4,7,4,0,3,5,0,31,6,27,68,74,87,55,37,36,4,403
2100319,0,0,0,0,0,0,0,3,16,22,0,0,0,0,0,0,0,0,0,3,0,0,3,3,8,7,11,3,3,44,3,19,48,49,46,52,38,22,35,323
2100320,0,0,0,0,0,0,3,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,14,3,0,45,12,31,57,56,51,56,48,21,12,340
2100321,0,0,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,4,7,0,4,0,4,8,3,23,13,23,73,54,55,48,33,20,12,331
2100322,0,0,0,0,3,0,3,4,3,14,0,0,0,0,0,0,0,0,0,4,0,10,22,6,0,3,9,7,4,60,19,74,144,82,65,70,45,17,5,512
2100323,0,0,0,0,0,3,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,3,3,3,21,6,21,47,62,33,33,23,17,3,248
2100324,0,0,3,3,0,0,9,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,14,9,23,30,30,69,36,42,17,4,260
2100325,0,0,3,0,0,3,7,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,3,0,21,8,16,48,37,46,49,24,14,0,239
2100326,0,0,0,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,11,3,5,3,0,0,0,24,23,40,80,115,152,98,41,12,8,564
2100327,0,0,0,0,3,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,5,0,6,4,15,3,3,0,0,45,35,42,70,87,154,98,36,18,4,539
2100328,0,0,0,0,0,3,6,9,4,21,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,3,3,11,0,32,14,51,89,65,56,68,53,42,9,439
2100329,0,0,0,0,0,0,3,4,5,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,4,3,26,17,24,49,81,91,86,93,43,10,491
2100330,0,0,0,0,0,0,4,3,0,10,0,0,0,0,0,0,0,0,0,0,0,9,6,0,5,4,7,3,0,30,22,54,66,74,69,71,48,10,4,420
2100331,0,0,0,0,0,7,8,0,3,20,0,0,0,0,0,0,0,0,0,0,4,11,7,4,7,8,6,9,0,45,14,58,83,53,50,73,52,34,3,421
2100332,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,0,18,8,27,68,62,82,56,22,12,3,345
2100333,0,0,0,0,3,4,13,7,0,27,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,4,3,0,0,24,14,57,120,84,108,88,51,26,4,559
2100334,0,0,0,0,0,0,3,14,10,35,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,3,7,0,34,12,19,69,58,54,54,57,41,17,380
2100335,0,0,3,0,0,0,9,7,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,8,4,30,6,33,81,61,53,57,50,47,23,415
2100336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100337,0,0,0,0,0,0,3,4,0,13,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,7,0,3,0,23,12,26,25,52,75,82,58,6,0,326
2100338,0,0,0,0,0,3,0,0,3,12,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,16,12,23,21,25,43,10,5,4,8,147
2100339,0,0,0,0,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,16,3,0,3,11,0,5,0,3,43,31,12,40,32,26,43,35,8,6,226
2100340,0,0,3,0,3,0,8,9,3,27,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,5,3,0,30,8,27,73,59,71,54,52,38,9,393
2100341,0,0,0,0,0,0,0,7,3,17,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,3,3,0,0,22,7,38,70,47,37,22,16,18,3,258
2100342,0,0,0,0,0,5,6,4,0,21,0,0,0,0,0,0,0,0,0,0,6,0,3,10,7,3,11,6,0,38,16,29,119,115,93,81,75,26,4,556
2100343,0,0,0,0,0,7,4,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,3,0,16,5,21,47,49,32,50,33,22,4,266
2100344,0,0,0,0,0,3,13,15,10,35,0,0,0,0,0,0,0,0,0,3,0,0,3,3,3,4,21,46,50,130,4,5,38,18,20,43,141,162,81,501
2100345,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,9,13,10,19,56,59,39,36,15,0,245
2100346,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,3,4,3,3,0,0,0,20,9,21,61,56,51,37,18,11,3,266
2100347,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,6,8,15,23,37,72,59,58,11,0,286
2100348,0,3,0,3,3,0,4,10,6,30,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,0,0,23,11,32,43,29,37,22,26,13,4,226
2100349,0,0,0,3,0,4,5,6,3,26,0,0,0,3,0,0,0,0,0,7,3,9,3,4,3,6,10,3,3,36,14,70,77,60,59,53,39,20,10,410
2100350,0,0,0,3,0,4,8,9,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,21,9,38,54,36,26,56,27,26,9,285
2100351,0,0,0,0,0,3,6,3,9,23,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,13,5,12,18,59,3,22,41,35,40,37,48,42,44,314
2100401,0,0,3,3,3,4,11,0,8,29,0,0,0,0,0,0,0,0,0,0,3,3,10,3,11,5,8,7,0,49,18,66,82,66,77,63,61,22,12,467
2100402,0,0,0,0,5,6,16,18,14,68,0,0,0,0,0,0,0,0,0,0,0,9,8,4,4,13,17,25,8,99,13,60,56,59,59,77,88,103,50,561
2100404,0,0,0,0,0,3,4,4,8,16,0,0,0,0,0,0,0,0,0,0,3,11,5,5,3,3,0,3,3,45,13,50,60,57,28,32,35,22,14,308
2100405,0,8,3,3,7,4,0,9,0,37,0,0,0,0,0,0,0,0,0,0,0,4,4,8,5,4,21,0,0,44,21,72,74,95,75,60,59,14,0,473
2100406,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,0,3,7,4,3,4,5,3,0,0,29,8,64,54,35,32,41,29,11,0,277
2100407,0,0,0,0,0,0,4,6,3,18,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,6,0,9,4,37,11,50,50,61,72,44,43,24,7,365
2100408,0,0,0,0,0,3,9,4,4,22,0,0,0,0,0,0,0,0,0,0,8,3,3,3,6,3,9,6,6,39,19,43,66,70,61,81,52,31,18,432
2100409,0,0,0,0,0,0,7,8,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,6,3,22,7,44,62,43,38,56,30,19,9,311
2100410,0,0,0,0,3,3,6,3,0,20,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,3,6,7,0,28,11,33,72,52,45,49,43,21,0,323
2100411,0,0,0,0,0,0,4,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,3,3,3,3,28,14,38,72,63,60,52,26,10,11,337
2100412,0,0,0,0,0,4,6,12,3,28,0,0,3,0,0,0,0,0,0,3,5,16,17,6,0,10,11,6,3,70,19,149,139,77,67,72,57,52,10,648
2100413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100414,0,0,0,0,0,3,0,4,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,4,0,0,14,12,22,58,45,36,58,28,12,3,275
2100415,0,0,0,0,0,6,7,11,4,29,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,6,0,3,0,27,7,38,55,37,37,46,29,25,6,280
2100416,0,0,4,0,0,3,0,7,0,15,0,0,0,0,0,7,0,0,0,7,0,3,4,3,3,8,9,8,29,60,13,36,73,45,54,73,41,23,37,396
2100417,0,0,0,0,0,0,3,4,3,17,0,0,0,0,0,0,0,0,0,0,0,3,7,6,0,11,6,3,3,37,16,62,88,57,55,69,65,31,7,450
2100418,0,0,0,3,3,0,6,3,0,16,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,0,0,0,0,17,6,20,40,32,33,31,21,20,6,205
2100419,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,6,5,3,4,3,0,0,38,24,85,62,106,56,67,41,24,3,464
2100420,0,0,0,0,0,3,11,3,8,33,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,4,12,3,3,36,7,63,88,79,47,76,71,22,16,455
2100421,0,0,3,0,3,0,6,10,0,29,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,4,3,5,16,11,39,85,48,49,53,46,28,11,358
2100422,0,0,0,0,4,3,3,5,3,15,0,0,0,0,0,0,0,0,0,0,7,3,8,0,4,3,3,5,0,33,18,65,135,88,91,63,53,20,9,544
2100423,0,0,0,0,3,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,3,8,4,3,7,0,6,3,0,34,12,57,39,26,45,30,27,5,3,238
2100424,0,0,5,0,3,5,4,9,3,27,0,0,3,3,0,0,0,0,0,8,0,3,7,6,3,3,6,8,3,41,12,43,82,67,57,61,45,28,16,406
2100425,0,0,0,0,0,3,4,9,13,29,0,0,0,0,0,0,0,0,0,7,5,0,9,3,10,3,14,5,5,58,19,50,74,50,75,56,64,36,21,453
2100426,0,0,0,3,3,0,7,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,4,0,21,7,35,65,43,47,54,23,15,7,290
2100427,0,0,0,0,4,0,0,3,3,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,3,3,25,3,40,53,31,52,63,35,17,8,310
2100428,0,0,0,3,3,6,7,8,8,34,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,11,5,0,33,11,29,43,33,51,63,50,25,16,316
2100429,0,0,3,0,3,3,3,0,5,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,4,5,4,30,11,29,60,38,27,51,34,14,10,273
2100430,0,0,5,3,4,3,7,4,3,32,0,0,0,0,0,0,0,0,0,0,4,3,11,4,9,8,20,14,3,80,14,29,74,64,57,61,54,33,10,385
2100431,0,0,3,0,8,10,3,6,3,32,0,0,0,0,0,0,0,0,0,0,0,4,3,3,10,5,3,8,0,39,13,28,59,50,51,66,42,29,3,337
2100432,0,0,4,0,0,6,12,14,16,52,0,0,0,0,0,0,0,0,0,3,4,3,6,4,4,3,3,12,3,35,5,28,60,48,50,45,63,49,28,378
2100433,4,0,0,0,0,5,7,7,3,28,0,0,0,0,0,0,0,0,0,0,0,4,5,8,5,3,8,0,3,31,18,25,69,41,31,35,33,21,7,274
2100434,0,0,3,0,3,7,15,11,4,39,0,3,0,0,0,0,0,0,0,3,3,3,12,3,9,3,19,5,3,58,16,50,68,54,70,56,69,29,15,427
2100435,0,0,0,0,3,0,3,12,8,28,0,0,0,0,0,0,0,0,0,0,4,3,0,3,7,5,3,13,14,47,16,26,26,30,32,44,35,42,35,283
2100436,0,0,0,3,0,7,8,13,3,31,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,4,0,0,0,20,11,31,68,76,77,42,47,27,8,391
2100437,0,0,0,0,0,5,9,7,3,24,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,8,3,3,22,11,35,62,26,38,40,50,36,10,308
2100438,3,0,3,3,3,9,11,11,3,49,0,0,0,0,0,0,0,0,0,4,7,8,11,12,9,8,11,10,3,82,27,58,102,85,85,69,66,34,11,541
2100439,3,0,0,4,0,3,7,9,7,31,0,0,0,0,0,0,0,0,0,0,5,5,12,0,6,3,3,3,4,40,13,47,115,74,58,82,56,25,7,489
2100440,0,0,0,3,3,4,4,9,0,21,0,0,0,0,0,0,0,0,0,4,6,0,0,6,3,0,0,4,0,25,14,28,45,41,59,39,32,23,0,286
2100441,0,3,0,0,8,5,21,7,0,45,0,4,0,0,0,0,0,0,0,4,0,4,14,0,6,4,14,4,5,57,14,48,92,66,99,58,76,30,14,497
2100442,0,0,0,0,3,3,4,3,0,18,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,7,0,0,0,17,10,43,55,28,58,47,23,10,4,294
2100443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,3,6,6,8,21,13,3,0,52
2100444,0,3,0,0,0,3,4,3,0,16,0,0,0,0,0,0,0,0,0,0,5,3,4,9,3,3,4,0,0,33,17,44,54,46,38,42,28,14,3,278
2100445,0,0,0,0,3,7,20,8,6,48,0,0,0,0,0,3,0,0,0,3,0,3,5,7,8,10,12,4,10,67,18,42,68,45,70,77,90,25,19,458
2100446,0,0,0,0,4,6,3,14,0,29,0,0,0,0,5,0,0,0,0,5,0,0,8,6,9,7,4,5,3,37,10,23,57,41,36,34,27,31,7,262
2100447,0,0,3,3,3,5,4,3,0,23,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,10,3,6,3,28,12,48,38,49,53,51,46,27,3,331
2100448,0,0,0,0,0,3,9,10,5,29,0,0,0,0,0,0,0,0,0,0,0,0,4,12,7,5,0,0,3,34,19,28,60,58,44,34,33,15,9,297
2100449,0,3,0,3,0,0,10,13,8,41,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,12,3,9,15,55,3,25,23,20,25,28,36,39,44,236
2100451,0,0,0,0,0,0,5,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,3,18,11,24,40,79,61,49,27,10,3,308
2100452,0,4,5,0,3,3,5,5,3,25,0,0,0,0,0,0,0,0,0,0,3,4,6,3,9,3,4,3,0,27,15,60,80,56,65,38,29,13,10,365
2100453,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,3,25,5,26,114,78,40,38,15,15,0,330
2100454,0,6,3,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,6,14,3,0,8,0,0,0,32,24,82,143,51,55,36,17,7,3,421
