SA1_7DIGITCODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
2106718,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,11,4,4,0,5,0,0,0,38
2106719,0,0,0,3,3,0,0,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,12,0,9,0,0,0,0,0,42
2106720,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,0,5,0,3,0,3,0,44
2106721,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,21,0,0,0,4,0,4,5,44
2106722,0,0,0,4,3,0,0,3,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,5,18,0,6,0,3,0,5,4,48
2106723,0,0,0,4,3,0,0,9,0,0,0,0,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,21,0,3,0,3,0,0,7,48
2106724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,0,7,0,0,0,3,3,34
2106725,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,0,9,0,8,0,3,0,46
2106726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,0,3,0,0,0,0,0,24
2106727,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,20,0,3,0,0,0,3,0,29
2106728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,0,0,3,0,7,0,27
2106729,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,10,0,6,0,3,0,0,5,41
2106730,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,7,0,3,0,0,0,23
2106731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,3,0,22
2106801,0,0,0,6,4,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,4,0,0,0,0,0,3,36
2106802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,3,6,0,3,0,0,0,34
2106803,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,0,3,0,4,0,0,0,32
2106804,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,19,0,9,0,0,0,3,3,43
2106805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,18,0,0,4,0,0,0,4,28
2106806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,3,0,0,0,0,0,18
2106807,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,22
2106808,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,4,4,0,5,0,0,3,32
2106809,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,15,3,0,0,4,0,3,4,44
2106810,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,7,3,0,24,0,5,0,0,0,0,0,44
2106811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,8,0,3,0,7,3,30
2106812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,16,6,0,16,0,4,0,0,0,3,3,49
2106901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,4,0,0,0,0,0,21
2106902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,12
2106903,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,11,5,3,0,0,0,0,0,33
2106904,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,4,0,0,0,0,3,28
2106905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,3,0,0,0,0,19
2106906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4,4,25
2106907,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,11,0,4,0,3,0,3,3,33
2106908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2106909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,15
2106910,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,3,0,3,0,0,0,25
2106911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,9,0,4,0,0,0,0,0,31
2106912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,3,18
2106913,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10
2106914,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,9,0,6,0,0,0,3,3,35
2106915,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,0,8,0,0,0,3,3,32
2106916,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,3,0,3,0,3,0,29
2106917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,3,0,0,0,0,3,17
2106918,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,0,3,0,0,3,22
2106919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,4,0,0,0,5,0,21
2106920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,15,0,4,0,0,0,0,4,27
2106922,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,12,0,11,0,0,0,0,0,42
2106923,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,14,4,3,0,3,0,0,0,28
2106924,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,3,0,0,0,4,0,28
2106925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,17
2106926,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,13,0,5,0,0,0,3,8,41
2106927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,15,0,3,0,0,0,0,4,33
2106928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,12,3,5,0,0,0,0,0,35
2106929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,13
2106931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,6,0,3,0,0,0,3,0,23
2107001,0,0,0,3,0,0,0,3,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,20,4,14,0,0,0,3,4,62
2107002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,19
2107003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,15,0,3,0,3,3,6,4,40
2107004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,5,0,7,0,0,0,0,0,21
2107005,0,0,0,4,0,0,0,3,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,25,0,3,4,3,0,0,3,60
2107006,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,0,3,0,0,0,4,8,33
2107007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,3,0,3,0,0,4,22
2107008,0,0,0,3,7,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,7,0,7,0,3,0,0,3,45
2107009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,17,3,4,0,0,0,3,3,45
2107101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,20,0,9,0,0,0,7,0,58
2107102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,12,3,0,0,0,0,3,0,29
2107103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,4,0,0,0,4,0,17
2107104,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,0,0,0,3,20
2107105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,16
2107106,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,0,3,0,0,0,0,0,18
2107107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,15,0,7,0,0,0,0,3,33
2107108,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,3,0,3,0,0,3,31
2107109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,4,0,6,0,0,0,7,0,30
2107110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,0,0,0,3,18
2107111,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,12,5,0,23,0,3,0,0,0,0,8,49
2107112,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,0,3,0,0,0,8,4,36
2107113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,3,0,0,0,0,0,19
2107115,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,14,0,7,0,0,0,0,4,49
2107201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,3,4,0,0,0,3,3,24
2107202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,12,3,5,0,0,0,0,0,38
2107203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,0,0,0,12
2107204,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,3,4,0,0,0,3,3,30
2107205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,19
2107206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,0,0,3,0,0,21
2107207,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,4,0,0,0,3,3,31
2107208,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,7,0,8,0,0,0,0,7,40
2107209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,5,19
2107210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,0,3,0,3,0,22
2107211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,3,0,0,0,0,3,35
2107212,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,11,0,3,0,4,0,0,0,33
2107213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15,0,6,0,0,0,3,0,42
2107214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,10,3,0,0,3,0,38
2107215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107216,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,3,0,0,0,0,4,0,18
2107217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,3,0,0,0,0,4,23
2107218,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,17,0,8,0,0,0,0,0,31
2107219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,9,0,3,0,3,0,3,0,30
2107220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,16,4,6,0,0,0,0,0,40
2107301,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,3,22
2107302,0,0,0,7,0,0,0,3,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,26,0,14,0,0,0,5,3,61
2107303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,10,0,9,0,0,0,3,3,31
2107304,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,25,4,8,0,0,0,0,3,48
2107305,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,17,3,9,3,3,0,0,3,55
2107306,0,0,0,3,0,0,0,4,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,3,22,0,7,0,3,0,0,5,63
2107307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,15,0,12,0,0,0,0,0,45
2107308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,3,0,13
2107309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,4,5,21
2107310,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,11,0,7,0,3,0,5,0,43
2107311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,24,0,8,3,3,0,3,0,54
2107312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,9,0,30
2107313,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,19,0,4,0,0,0,0,0,44
2107314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,7,0,0,0,0,0,34
2107315,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,23,6,5,0,0,0,0,3,52
2107316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,3,9,0,3,0,0,0,28
2107317,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,8,5,3,0,0,0,4,0,38
2107318,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,12,3,3,0,0,0,0,0,21
2107321,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,22,4,3,0,0,0,4,3,61
2107322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,5,0,0,0,0,0,13
2107323,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,31,0,7,0,0,0,6,6,68
2107324,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,3,31,4,0,49,10,24,0,4,0,0,3,124
2107325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,23,4,15,0,0,0,3,0,61
2107326,0,0,0,17,4,0,0,3,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,31,7,0,38,0,4,0,0,0,0,9,97
2107327,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,19,0,7,0,0,0,0,0,50
2107328,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,9,0,12,0,4,0,0,3,38
2107329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,14,0,4,0,0,0,0,4,33
2107330,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,4,0,0,0,6,0,29
2107331,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,12,3,9,0,3,0,6,0,46
2107332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,6,0,5,3,0,0,0,0,26
2107333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,14,0,8,3,0,0,3,0,47
2107334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,10,0,8,0,0,0,3,3,33
2107335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,3,0,0,0,3,0,23
2107336,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,15,3,16,4,4,0,0,3,59
2107337,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,19,0,8,0,0,0,0,3,45
2107338,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,16,4,13,0,6,0,3,3,55
2107339,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,3,17,3,0,13,6,7,0,4,0,0,7,47
2107401,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,17,3,0,3,0,0,0,0,40
2107403,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,12,0,3,0,0,0,0,0,22
2107404,0,0,0,8,3,0,0,3,0,0,0,0,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,24,5,9,0,0,0,0,6,65
2107406,0,0,0,7,3,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,41,0,14,4,5,0,6,3,94
2107407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,4,0,18
2107408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,6,0,3,0,3,0,0,3,25
2107410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,16,0,11,0,3,0,3,5,50
2107412,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,8,0,5,0,0,0,7,0,25
2107413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,3,0,3,0,3,3,22
2107414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,0,3,0,0,0,5,3,27
2107415,0,0,0,19,3,3,0,4,0,0,0,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,32,7,9,0,3,0,3,6,83
2107416,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,14,0,4,0,0,0,0,8,46
2107417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,3,0,0,3,0,3,0,33
2107418,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,9,0,5,0,6,3,3,0,33
2107419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,11,0,6,0,0,0,0,0,31
2107420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,5,0,0,0,0,0,33
2107421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,6,0,0,0,4,0,15
2107422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,9,0,0,0,3,6,41
2107423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,6,0,0,0,4,0,29
