SA1_7DIGITCODE_2016,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
2145835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,9,12,0,0,0,0,14,15,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,52,0,0,0,0,55
2145836,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,14,3,0,0,0,13,17,0,0,0,0,17,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,53,8,0,0,0,59
2145837,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,9,0,0,0,0,9,15,0,0,0,0,15,16,0,0,0,0,20,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,73,0,0,0,0,75
2145901,3,0,0,0,0,5,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,3,0,0,3,0,0,5,4,0,3,0,0,7,11,8,3,0,0,20,10,3,0,0,0,16,3,0,0,0,0,3,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,47,11,13,0,0,65
2145902,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,11,3,3,0,0,0,6,8,3,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,8,0,0,0,33
2145903,4,0,4,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,4,0,3,8,0,0,11,3,0,3,0,0,8,8,3,5,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,25,6,23,0,0,59
2145904,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,4,3,0,0,0,10,3,0,0,0,0,5,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,7,0,0,0,37
2145905,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,6,4,0,0,0,0,7,9,3,6,0,0,17,11,3,0,0,0,18,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,35,19,17,0,0,68
2145906,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,3,3,0,0,15,13,8,0,0,0,26,5,7,3,0,0,17,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,50,17,10,0,0,79
2145907,3,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,3,0,3,0,0,8,8,4,4,0,0,15,6,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,7,9,0,0,52
2145908,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,11,0,0,0,0,11,10,4,0,0,0,9,7,3,0,0,0,14,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,8,0,0,0,46
2145909,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,7,0,3,0,0,6,9,0,0,0,0,9,3,0,3,0,0,8,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,6,42,0,8,0,0,46
2145910,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,0,0,0,6,7,0,0,0,0,8,8,0,0,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,34,0,4,0,0,42
2145911,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,5,9,0,0,0,0,9,16,5,0,0,0,17,22,3,0,0,0,25,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,3,64,11,5,0,0,79
2145912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,0,0,0,0,0,0,4,0,11,0,0,11,4,0,10,0,0,14,3,0,9,0,0,18,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,18,0,40,0,0,57
2145913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,3,11,3,0,0,0,13,9,0,0,0,0,6,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,38
2145914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,7,0,11,0,0,13,0,0,5,0,0,5,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,25,0,0,40
2145915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,3,0,0,8,0,0,11,3,0,5,0,0,9,3,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,28,0,0,37
2145916,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,16
2145917,3,3,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,9,3,0,0,0,8,12,0,0,0,0,12,15,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,43,8,0,0,0,55
2145918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,13,0,0,19,0,0,17,0,0,3,0,0,11,4,0,0,0,0,6,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,15,6,47,0,0,66
2145919,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,16,0,0,0,0,15,12,0,0,0,0,15,8,3,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,61,9,0,0,0,70
2145920,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,3,9,0,3,0,0,13,8,0,11,0,0,20,9,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,25,0,0,67
2145921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,3,0,0,8,3,0,0,0,0,4,4,0,6,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,11,0,0,29
2145922,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,14,21,0,0,0,0,17,10,3,0,0,0,14,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,4,0,0,0,0,7,63,6,0,0,0,70
2145923,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,6,3,0,0,0,0,4,9,11,5,0,0,23,8,8,3,0,0,15,9,3,7,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,17,22,0,0,82
2146001,3,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,4,0,0,0,0,4,10,3,0,0,0,14,7,3,0,0,0,12,14,4,0,0,0,24,8,0,0,0,0,8,3,0,0,0,0,4,5,0,0,0,0,5,3,0,0,0,0,3,60,14,0,0,0,75
2146002,4,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,3,3,3,0,0,0,10,5,3,0,0,0,10,6,0,0,0,0,6,4,5,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,38,16,0,0,0,51
2146003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,9,16,3,0,0,0,20,10,0,0,0,0,10,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,41,11,0,0,0,51
2146004,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,3,3,0,0,0,0,5,7,9,0,0,0,12,4,3,0,0,0,14,3,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24,5,0,0,56
2146005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,4,0,0,0,10,3,3,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,30
2146006,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,5,0,0,0,0,5,5,0,0,0,0,5,9,0,0,0,0,9,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,37
2146007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,3,0,0,0,0,3,8,0,0,0,0,8,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,37,0,0,0,0,37
2146008,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,4,0,0,0,0,4,3,0,0,0,0,3,9,0,0,0,0,9,5,0,4,0,0,11,13,0,0,0,0,11,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,3,4,0,0,60
2146009,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,5,3,0,0,0,13,9,0,0,0,0,11,13,0,0,0,0,13,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,45,3,0,0,0,49
2146010,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,5,5,0,0,0,0,5,13,0,0,0,0,16,7,0,3,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,48,7,4,0,0,54
2146011,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,10,3,0,6,0,0,15,4,0,9,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,32,0,0,47
2146012,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,10,0,0,0,0,11,7,6,0,0,0,11,8,4,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,41,13,0,0,0,55
2146013,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,5,0,0,0,0,5,7,0,0,0,0,14,21,0,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,61,3,0,0,0,61
2146014,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,4,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,7,10,0,0,0,0,10,12,0,0,0,0,12,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,52,0,3,0,0,52
2146015,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,3,0,0,0,10,14,0,3,0,0,21,11,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,48,6,5,0,0,60
2146016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,3,0,7,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,11,0,0,27
2146017,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,9,0,0,0,0,9,5,0,0,0,0,5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,49
2146018,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,11,0,0,0,0,11,14,0,0,0,0,16,8,0,0,0,0,10,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,55,3,0,0,0,55
2146019,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,14,0,0,0,0,14,10,0,0,0,0,10,11,0,0,0,0,11,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,71,0,0,0,0,67
2146020,3,0,0,0,0,3,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,9,10,0,0,0,0,7,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,31,0,0,0,0,35
2146021,4,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,3,3,0,0,0,0,6,14,5,0,0,0,17,14,6,0,0,0,27,7,7,0,0,0,13,0,3,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,58,26,0,0,0,79
2146022,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,16,0,0,0,0,16,3,0,0,0,0,3,4,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,39
2146023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,6,0,5,0,0,0,4,0,3,3,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,11,0,0,31
2146024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,13,0,0,0,0,15,12,0,0,0,0,12,4,0,0,0,0,5,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,57,3,0,0,0,62
2146025,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,14,3,0,0,0,17,5,3,0,0,0,12,13,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,12,0,0,0,53
2146026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,12,6,3,3,0,0,7,7,3,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,11,5,0,0,52
2146027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,13,0,0,17,0,0,3,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,11,8,21,0,0,39
2146028,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23
2146029,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,11,0,0,0,0,0,0,8,3,8,0,0,14,7,0,5,0,0,15,9,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,7,42,3,25,0,0,72
2146030,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,9,0,0,0,0,9,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,3,0,0,42
2146031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,3,4,0,0,0,6,0,3,0,0,0,6,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,14,3,0,0,33
2146032,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,6,0,0,0,0,6,4,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,41,0,0,0,0,43
2146033,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,7,4,0,0,0,0,4,8,0,0,0,0,8,0,0,0,0,0,0,19,0,0,0,0,19,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,46,5,0,0,0,48
2146034,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,9,0,0,0,0,8,7,0,0,0,0,6,9,0,0,0,0,11,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,4,5,0,0,0,0,5,31,0,7,0,0,40
2146035,9,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,3,8,0,0,0,0,8,10,0,0,0,0,10,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,47,0,8,0,0,50
2146101,7,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,11,14,7,0,0,0,21,9,8,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,49,19,0,0,0,67
2146102,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,16,0,0,0,0,16,21,0,0,0,0,21,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,74,0,0,0,0,74
2146103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,0,0,0,5,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,4,0,0,0,0,4,34,0,0,0,0,34
2146104,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,20,0,0,0,0,20,6,0,0,0,0,6,34,0,0,0,0,34,11,0,0,0,0,11,9,0,0,0,0,9,3,0,0,0,0,3,5,0,0,0,0,5,107,0,0,0,0,107
2146105,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,10,0,0,0,0,10,15,0,0,0,0,15,17,0,0,0,0,17,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,65,0,0,0,0,65
2146106,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,3,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,32,0,3,0,0,38
2146107,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0,28,23,0,0,0,0,23,23,0,0,0,0,23,8,0,0,0,0,8,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,103,0,0,0,0,107
2146108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2146109,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,5,4,0,0,0,7,11,3,0,0,0,17,12,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,8,42,8,0,0,0,52
2146110,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,11,0,0,0,0,11,19,0,0,0,0,19,22,0,0,0,0,22,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,77,0,0,0,0,77
2146111,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,12,0,0,0,0,12,12,0,0,0,0,12,14,0,0,0,0,14,4,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,3,62,0,0,0,0,60
2146112,3,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,7,3,0,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,24,3,0,0,0,33
2146113,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,8,0,0,0,0,8,29,0,0,0,0,29,19,0,0,0,0,20,18,0,0,0,0,18,4,0,0,0,0,4,3,0,0,0,0,3,85,0,0,0,0,86
2146201,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,15,13,9,0,0,0,24,22,9,0,0,0,35,7,0,0,0,0,9,3,0,0,0,0,7,8,0,0,0,0,8,3,3,0,0,0,5,69,29,0,0,0,98
2146202,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,7,0,0,0,0,7,23,0,0,0,0,23,8,0,0,0,0,8,4,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,57,0,0,0,0,60
2146203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,8,9,0,0,0,0,8,20,3,0,0,0,20,13,0,0,0,0,15,6,0,0,0,0,6,6,0,0,0,0,6,0,0,0,0,0,4,60,8,0,0,0,66
2146204,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,11,21,3,0,0,0,20,26,6,0,0,0,29,12,0,0,0,0,12,5,0,0,0,0,5,3,0,0,0,0,3,0,4,0,0,0,5,75,14,0,0,0,88
2146205,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,9,0,0,0,0,9,28,0,0,0,0,28,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,70,0,0,0,0,70
