SA1_7DIGITCODE_2016,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
2100301,0,0,0,0,0,4,0,0,0,8,0,3,0,0,0,0,0,0,0,4,0,3,5,3,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,10,4,8,0,0,3,0,0,0,0,19,0,6,4,7,6,0,0,0,0,25,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,19,10,12,4,4,9,0,76
2100302,0,0,3,0,0,3,0,0,0,8,0,0,3,8,0,4,0,0,0,15,3,3,4,10,3,5,0,0,0,32,7,9,4,3,3,0,0,0,0,29,3,3,5,6,3,7,0,3,0,28,0,7,3,7,4,0,0,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,27,14,31,11,21,3,10,4,132
2100303,0,0,0,0,0,0,0,0,0,3,0,3,10,0,0,0,0,0,0,21,0,9,13,3,7,0,0,3,0,35,0,11,4,3,3,3,3,0,0,28,4,4,6,7,4,0,0,0,0,20,3,0,0,0,3,0,3,3,0,20,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,30,15,19,9,8,8,0,136
2100304,0,0,3,3,0,0,0,0,0,10,0,0,6,10,4,3,0,3,0,20,0,16,3,7,8,5,0,0,0,43,6,7,9,7,3,4,0,0,0,37,3,0,11,3,3,0,0,7,0,30,0,7,3,3,0,0,3,6,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,42,32,25,14,19,14,21,0,172
2100305,0,0,5,0,0,3,0,0,0,8,4,3,8,11,6,9,0,0,0,46,9,26,7,7,0,8,3,4,0,59,3,15,9,5,3,7,5,7,4,54,9,18,3,3,10,3,0,4,0,50,4,12,3,7,8,5,5,7,0,49,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,71,39,43,28,24,8,32,4,280
2100306,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,4,0,0,0,9,3,6,8,6,4,3,0,0,0,24,3,10,3,0,4,0,0,0,0,21,6,7,0,0,3,0,0,0,0,22,3,13,0,0,4,3,0,3,0,24,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,33,18,12,10,9,3,9,0,114
2100307,0,0,0,0,0,3,0,3,0,7,0,0,6,3,0,0,0,0,0,13,3,8,3,0,0,0,0,0,0,17,4,4,3,0,3,3,0,0,0,28,0,4,0,4,5,4,0,4,0,23,3,5,3,3,4,3,0,3,0,30,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,26,21,18,15,8,6,12,0,124
2100308,0,0,0,6,0,3,0,0,0,11,3,3,7,3,0,0,0,0,0,16,0,8,14,5,9,4,0,4,0,40,0,13,3,0,3,0,0,4,0,37,0,5,3,4,0,3,3,3,0,22,3,3,3,4,7,3,0,4,0,26,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,38,29,30,13,13,5,15,4,155
2100309,0,0,0,3,0,7,0,3,0,17,0,3,9,12,4,6,0,3,0,47,7,28,18,3,5,6,0,7,0,77,8,20,9,8,8,3,3,0,0,67,10,13,8,9,4,3,0,7,5,62,9,7,3,3,9,9,4,8,0,57,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,82,51,40,37,32,13,35,4,324
2100310,0,0,4,3,0,0,0,0,0,6,3,4,3,6,4,4,3,5,0,30,4,10,12,4,6,14,0,7,3,65,4,4,9,6,5,5,5,6,0,48,3,0,3,3,5,6,8,7,0,31,8,6,5,4,14,6,0,4,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,30,40,34,37,25,16,29,3,226
2100311,0,0,0,3,0,5,0,7,0,17,3,0,8,7,0,10,0,0,0,27,4,23,22,9,18,3,6,7,3,91,18,26,12,5,8,3,0,8,3,86,14,21,8,5,15,6,8,5,0,87,14,12,4,3,16,3,5,7,4,64,6,0,0,0,0,0,4,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,92,55,37,55,27,22,38,9,398
2100312,0,0,6,5,3,12,0,0,0,26,3,0,3,3,4,5,3,0,0,21,0,10,8,3,5,4,4,6,0,41,4,9,10,10,10,4,4,6,3,60,9,9,20,13,15,4,16,3,0,92,7,8,11,0,8,3,7,12,0,50,3,4,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,42,63,35,45,36,27,28,6,311
2100313,0,0,0,0,0,9,0,8,0,18,0,0,10,5,5,0,0,0,0,23,5,5,9,3,3,0,0,0,0,24,4,9,11,7,8,5,6,3,4,60,12,9,11,13,18,8,7,6,0,71,6,10,6,5,9,3,3,7,0,51,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,38,32,46,24,17,24,3,245
2100314,0,0,0,8,0,4,0,0,0,14,4,4,4,0,4,8,0,0,0,22,3,10,3,7,5,3,0,0,0,34,3,5,0,0,3,0,3,0,0,23,8,16,8,7,15,0,0,3,0,55,8,17,8,3,6,9,3,3,0,60,3,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,46,29,22,29,22,14,17,0,216
2100315,0,0,5,7,0,8,0,10,0,22,0,0,11,5,0,3,0,3,0,29,3,4,4,0,10,4,0,0,3,34,12,12,3,0,5,8,4,0,0,40,16,12,9,10,20,4,12,4,0,84,9,15,5,4,5,3,4,4,0,55,0,0,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,42,40,34,41,27,16,30,4,274
2100316,0,0,0,0,0,0,0,0,0,3,0,0,3,5,4,0,0,3,0,17,6,13,4,10,6,4,0,3,0,43,3,5,5,3,7,3,0,0,0,22,0,3,7,3,7,0,0,0,0,19,3,3,3,4,9,0,0,7,0,32,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,25,23,26,27,14,4,23,0,148
2100317,0,0,0,0,0,3,0,3,0,11,0,0,4,0,0,3,0,0,0,9,4,12,7,7,13,3,6,0,0,46,7,13,10,4,3,0,0,0,0,42,10,10,6,3,3,3,0,0,0,44,7,13,6,4,6,0,0,4,0,40,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,52,36,23,26,16,7,14,3,201
2100318,0,0,4,4,0,7,0,3,0,10,0,0,3,9,0,3,0,3,0,15,8,19,4,8,6,3,0,3,0,52,8,27,4,11,8,3,0,3,0,61,12,22,7,3,9,4,3,3,0,65,3,17,3,3,0,0,0,4,0,35,0,3,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,81,26,37,31,22,6,22,5,257
2100319,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,9,3,11,6,5,3,3,0,3,0,31,3,8,4,10,5,0,0,3,0,36,4,7,0,0,4,3,0,0,3,22,5,4,3,4,5,4,4,3,0,25,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,39,12,20,23,13,11,4,3,145
2100320,0,0,3,0,0,10,0,0,0,13,0,3,5,4,0,3,0,3,0,25,5,19,7,12,3,3,0,0,0,50,6,11,6,3,5,3,3,0,0,41,8,7,4,0,3,3,0,5,3,36,3,7,3,3,8,7,3,3,0,32,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,45,33,27,18,23,9,17,6,207
2100321,0,0,0,4,0,0,0,0,0,13,0,3,3,3,0,3,0,0,3,14,5,15,8,3,7,5,3,0,0,51,7,17,8,0,0,3,0,3,0,36,7,19,4,10,4,0,4,3,0,45,11,3,7,0,0,0,0,0,0,22,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,55,29,21,10,18,4,11,3,187
2100322,0,0,0,4,0,5,0,0,0,16,3,8,3,11,3,12,0,5,0,53,5,31,14,6,12,10,5,8,0,93,9,21,7,4,9,0,4,6,0,60,3,15,6,8,10,0,0,6,0,48,5,6,5,5,7,5,4,9,0,56,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,88,34,44,38,44,12,35,0,332
2100323,0,0,0,0,0,4,0,0,0,5,0,4,3,5,3,0,0,3,0,17,4,11,5,4,3,3,4,0,0,35,8,9,6,12,7,0,0,4,4,47,0,8,6,6,3,0,0,0,0,28,0,7,0,0,0,0,0,0,3,18,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,34,21,30,18,14,5,12,9,156
2100324,0,0,0,3,0,6,0,5,0,15,3,0,0,3,0,0,0,0,0,11,0,10,3,0,8,0,5,0,0,20,5,7,3,5,3,0,0,0,0,30,10,12,7,10,8,3,0,3,0,56,0,3,4,3,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,38,19,23,26,14,11,9,3,160
2100325,0,0,6,0,0,0,0,3,0,8,0,0,3,0,0,0,0,5,0,11,0,13,11,3,9,3,0,3,0,36,7,9,7,0,0,0,0,0,0,25,5,10,0,4,0,0,4,3,3,32,4,4,0,0,4,3,0,6,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,32,21,16,13,13,5,21,3,142
2100326,0,0,3,5,3,13,0,3,0,30,3,3,8,4,3,6,0,4,0,30,4,16,18,7,13,0,0,3,0,63,22,29,3,10,17,3,7,7,0,100,17,51,13,18,16,11,0,10,0,133,9,21,23,4,9,0,3,3,0,66,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,136,67,44,62,29,10,27,7,437
2100327,0,0,3,9,3,13,0,9,0,37,0,3,3,8,8,3,0,3,0,28,4,23,8,3,7,3,0,3,0,51,16,27,10,5,12,3,0,3,3,78,30,24,16,12,28,15,4,0,5,124,19,12,10,3,11,8,7,4,0,68,0,3,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,86,53,39,63,41,10,25,5,391
2100328,0,0,0,3,0,3,0,0,0,7,0,0,0,5,3,12,0,5,0,33,4,16,13,4,3,6,3,13,4,72,3,11,7,4,3,0,3,3,0,37,10,6,3,4,4,4,3,8,0,36,4,9,10,5,11,0,0,3,0,43,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,48,34,36,30,23,16,37,5,239
2100329,0,0,3,4,0,14,0,3,0,17,0,3,0,5,0,0,0,3,0,16,3,17,3,5,3,0,0,0,0,44,15,24,7,6,7,4,3,0,4,64,20,24,6,5,6,7,0,7,3,76,11,19,6,4,9,5,3,3,0,58,3,0,5,0,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,82,33,33,33,35,9,14,12,293
2100330,3,0,3,4,0,6,0,0,0,16,0,0,4,4,3,10,0,0,0,28,0,16,7,10,6,5,0,4,0,49,6,27,3,11,11,3,0,0,0,64,9,21,9,3,8,3,0,3,0,52,10,20,0,9,4,0,0,0,0,45,3,3,0,0,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,91,29,37,33,33,3,11,0,265
2100331,0,0,0,7,0,3,0,3,0,18,0,0,3,9,0,10,0,7,0,30,6,20,13,3,9,5,0,4,0,63,3,15,5,5,3,4,3,0,0,36,11,10,3,9,3,3,0,3,0,38,3,11,4,7,5,0,3,3,0,41,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,66,26,28,20,28,8,20,3,241
2100332,0,0,0,0,0,4,0,3,0,11,0,3,3,3,0,3,0,4,0,18,8,25,3,3,3,4,3,0,0,50,12,20,8,5,10,0,0,0,0,51,10,16,4,9,15,7,0,0,0,63,4,12,0,3,6,5,0,3,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,39,76,24,22,33,30,9,19,7,247
2100333,0,0,0,0,0,3,0,3,0,12,3,0,13,6,8,9,4,4,0,42,9,21,26,9,5,3,4,7,0,97,5,15,15,8,11,5,3,4,0,67,6,9,15,12,11,3,5,10,0,81,4,9,5,4,5,0,8,3,0,48,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,61,68,48,50,25,20,41,3,349
2100334,0,0,0,0,0,5,0,0,0,10,0,0,3,3,3,3,0,0,0,16,4,12,13,3,11,4,3,3,0,56,3,15,4,6,3,3,0,0,0,39,5,4,3,0,11,4,3,7,0,34,3,3,3,6,7,4,0,8,0,29,3,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,43,28,23,32,24,9,12,0,198
2100335,0,0,0,0,0,3,0,4,0,11,0,4,4,0,0,3,0,3,0,22,4,25,9,6,4,5,3,6,0,59,4,12,3,3,7,3,0,0,0,46,6,10,3,0,3,3,4,11,0,41,0,3,7,4,5,3,0,3,0,27,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,56,30,20,23,23,15,28,6,211
2100336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100337,0,0,0,0,0,4,0,4,0,13,0,0,4,4,0,0,0,4,0,18,3,5,4,0,4,3,0,3,0,22,10,6,3,6,3,4,3,0,0,43,8,14,9,3,11,4,0,8,0,55,8,17,12,0,5,0,3,0,5,45,5,8,0,0,3,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,55,31,20,30,12,12,21,4,224
2100338,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,11,0,0,3,3,0,0,0,0,0,8,0,3,3,3,3,0,0,0,0,12,3,3,3,4,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,16,16,7,8,0,6,0,66
2100339,0,0,4,3,0,4,0,0,0,7,0,3,0,0,0,3,0,3,0,7,4,10,0,3,7,5,0,0,0,32,0,8,3,0,5,0,0,0,0,18,0,9,3,0,3,0,0,4,0,15,4,11,0,5,0,0,3,0,0,25,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,33,6,13,12,11,3,13,0,110
2100340,0,0,0,3,0,4,0,0,0,8,0,0,7,3,0,0,3,0,0,19,3,11,4,5,3,5,0,0,0,43,6,15,8,3,4,3,0,8,0,40,4,8,9,10,9,6,0,9,4,53,3,3,5,4,3,0,0,7,0,30,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,38,26,33,22,23,7,28,4,193
2100341,0,0,0,0,0,3,0,3,0,9,6,6,3,9,0,0,0,3,0,28,3,12,11,4,4,6,0,3,5,49,3,4,3,0,8,3,6,3,0,25,0,4,3,0,5,0,0,8,0,24,3,9,0,0,3,0,0,0,0,18,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,38,30,18,15,11,11,20,4,155
2100342,0,0,3,0,0,3,0,9,0,12,0,3,5,4,7,3,3,0,0,21,12,34,27,6,4,10,4,6,0,98,7,28,19,8,16,4,4,3,0,93,4,18,11,11,14,9,6,4,0,76,8,13,7,4,12,8,3,3,0,62,0,4,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,102,68,29,56,43,24,32,3,378
2100343,0,0,0,3,0,3,0,0,0,7,4,4,0,3,0,0,0,3,0,15,3,8,11,4,12,0,4,3,0,40,4,10,6,5,4,5,3,3,0,39,3,3,4,0,11,0,0,3,0,27,3,9,7,0,4,0,4,0,0,35,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,33,28,16,30,10,11,19,0,167
2100344,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,5,8,7,0,3,0,0,0,28,0,3,0,0,0,0,0,0,0,10,0,0,3,0,3,3,0,3,0,14,3,3,0,0,3,0,0,4,0,14,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,10,9,13,12,3,13,0,79
2100345,0,0,0,6,0,13,0,7,0,21,0,3,3,4,3,0,0,0,0,10,0,3,3,0,4,3,0,0,0,12,11,7,5,7,10,0,4,3,0,49,5,17,13,4,6,3,0,3,0,51,6,10,0,4,5,0,0,3,0,27,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,38,22,25,24,21,6,13,0,179
2100346,0,0,0,3,0,9,0,0,0,7,0,0,6,5,0,0,0,0,0,9,6,8,12,3,7,4,0,0,0,46,4,10,6,7,7,3,4,0,0,40,3,10,9,10,3,0,3,3,0,41,0,3,0,9,3,0,3,7,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,32,32,33,23,19,16,12,0,179
2100347,0,0,0,8,0,3,0,0,3,13,0,0,0,0,3,0,0,0,0,10,0,8,6,3,4,0,4,0,0,19,9,14,0,0,5,3,0,0,0,34,14,22,4,4,13,0,0,3,3,61,10,18,5,3,3,3,0,3,0,42,4,5,5,3,3,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,67,22,18,27,13,5,9,10,207
2100348,0,0,0,3,0,0,0,0,0,7,0,0,6,5,3,3,0,0,0,22,0,8,5,8,3,0,0,3,0,28,3,3,4,4,3,4,0,0,0,19,0,3,0,8,0,0,0,5,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17,24,24,11,9,4,15,0,110
2100349,0,0,4,3,0,3,0,3,0,12,3,11,6,10,3,7,3,4,0,41,7,16,7,3,6,8,0,0,0,57,9,14,0,7,4,3,0,5,0,42,0,3,0,4,3,3,4,6,0,27,0,6,3,8,4,0,0,3,0,24,0,3,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,50,18,33,24,26,8,19,0,211
2100350,0,0,0,7,0,4,0,0,0,15,4,3,3,0,5,6,3,4,0,27,0,12,13,8,3,3,4,3,0,44,3,9,4,3,8,0,7,3,0,32,5,6,6,3,3,0,4,0,0,19,3,0,3,4,8,3,0,6,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,30,26,19,27,22,13,19,3,174
2100351,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,15,0,4,10,3,8,0,3,0,0,25,3,3,5,0,0,4,0,4,0,15,5,5,5,0,4,0,0,3,0,23,4,3,0,4,3,0,0,3,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,20,22,12,16,10,7,14,0,108
2100401,0,0,4,3,0,3,0,4,0,13,0,0,8,8,3,6,0,3,3,38,0,13,17,3,3,7,0,9,0,54,6,0,7,11,7,3,3,3,3,48,7,4,11,4,3,0,8,7,0,52,5,4,0,3,4,3,4,8,0,22,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,42,31,25,22,18,45,11,237
2100402,0,0,0,0,0,4,0,3,0,10,0,0,7,3,7,6,3,3,0,22,0,0,5,7,3,3,3,9,0,34,4,3,4,3,4,0,3,6,0,35,0,0,6,6,3,0,0,13,0,32,5,3,3,5,3,3,5,4,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,24,23,27,18,14,37,0,158
2100404,0,0,0,3,0,3,0,5,0,15,0,7,5,4,0,4,0,6,0,28,7,13,0,3,7,3,0,7,0,44,6,7,0,4,10,4,0,0,0,37,3,3,0,3,4,0,0,7,0,23,0,3,0,3,0,0,0,0,0,15,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,34,19,24,18,22,3,21,4,173
2100405,0,0,0,0,0,9,0,4,0,17,0,0,6,7,4,6,0,9,0,35,3,3,8,12,3,3,0,0,0,30,3,12,16,6,5,5,3,11,0,58,0,6,10,6,10,5,4,5,0,39,0,3,0,3,4,8,4,7,0,31,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,37,36,23,35,14,36,0,224
2100406,0,0,0,3,0,0,0,0,0,5,3,6,0,4,3,4,3,0,3,28,3,8,4,6,3,3,4,7,0,35,0,12,9,4,4,0,0,3,0,27,4,9,0,7,0,0,3,0,0,21,0,3,3,0,3,0,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,13,33,15,28,16,12,9,10,0,142
2100407,0,0,0,0,0,3,0,3,0,3,3,4,4,6,3,5,0,3,0,27,3,11,6,9,4,4,0,0,0,38,3,28,6,0,6,7,0,0,0,51,6,12,7,5,5,0,6,8,0,49,0,7,0,5,3,4,0,0,0,23,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,63,29,30,20,23,8,17,0,203
2100408,0,0,3,0,0,8,0,0,0,12,0,3,3,0,3,9,0,3,0,23,4,21,3,3,3,5,7,3,0,48,9,17,7,5,3,3,3,0,0,53,7,14,6,6,7,0,0,3,0,39,6,14,8,3,6,4,3,0,0,44,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,64,35,23,23,32,14,15,0,228
2100409,0,0,0,0,0,0,0,0,0,5,0,3,5,3,0,3,0,5,0,19,4,9,13,9,10,0,0,6,0,41,3,6,0,3,4,0,0,0,0,27,0,3,3,7,10,4,0,3,0,29,0,7,4,3,3,3,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,33,25,30,26,12,3,17,3,151
2100410,0,0,0,0,0,3,0,7,0,12,0,6,7,3,0,0,0,4,0,21,8,17,12,4,6,3,0,3,0,49,6,9,9,5,0,0,0,3,0,30,4,8,0,7,3,0,0,0,0,28,0,6,8,4,3,0,0,0,0,27,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,51,31,24,11,17,4,19,0,173
2100411,0,0,3,7,0,0,0,3,0,12,0,3,3,8,3,4,0,3,4,32,3,15,12,3,4,7,3,3,0,57,6,7,9,3,8,4,0,5,0,39,0,10,6,11,10,3,4,3,3,45,5,10,6,0,5,0,3,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,43,34,30,32,24,11,16,10,228
2100412,0,0,0,6,0,3,0,0,0,9,3,15,13,31,8,19,0,4,3,97,8,24,14,17,11,13,3,9,0,93,7,22,12,3,8,5,3,0,0,61,7,6,8,6,3,5,3,8,0,52,4,10,3,3,3,0,0,3,0,28,3,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,77,50,66,32,39,9,32,4,356
