SA1_7DIGITCODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
2142001,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,5,27,4,43
2142002,0,3,0,0,0,4,3,0,8,5,4,0,23,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,8,15,36,6,69
2142003,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,8,4,30,0,46
2142004,0,0,0,0,0,3,0,0,3,3,6,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,11,19,36,3,77
2142005,3,3,3,3,0,15,3,3,9,3,5,0,25,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,5,17,9,23,25,56,3,133
2142006,0,0,0,3,0,4,0,0,4,8,3,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,7,0,0,8,10,31,3,56
2142007,0,4,0,3,0,12,0,0,4,4,6,3,23,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,5,0,5,4,3,21,31,91,7,154
2142008,0,3,0,0,0,8,3,0,6,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,21,14,33,0,89
2142009,0,3,0,3,0,3,0,0,4,3,5,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,0,0,9,4,20,3,44
2142010,3,0,0,0,0,5,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,3,3,30,3,43
2142011,0,8,0,0,0,6,3,0,3,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,6,26,5,50
2142012,4,5,0,0,0,11,0,0,3,4,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,3,4,10,7,35,9,63
2142013,0,0,0,3,0,7,0,0,0,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,3,6,0,0,9,10,47,9,83
2142014,0,0,0,0,0,4,0,0,5,3,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,19,3,49
2142015,0,3,0,0,0,5,0,0,0,5,3,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,11,14,51,5,92
2142016,0,0,0,0,0,0,0,0,0,3,7,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,17,0,34
2142017,0,0,0,3,0,11,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,6,6,12,4,42,4,78
2142018,0,3,0,0,0,3,0,0,4,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,14,21,0,47
2142019,0,3,0,0,0,5,0,0,5,7,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,6,19,0,38
2142020,0,9,0,0,0,5,0,3,5,7,8,0,20,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,3,4,0,4,12,16,45,7,83
2142021,4,0,0,0,0,4,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,13,4,35
2142022,0,4,0,0,0,4,0,0,0,9,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,4,23,13,68,3,111
2142023,0,3,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,8,34,9,51
2142024,0,0,0,0,0,3,0,0,0,3,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,48,4,73
2142025,0,0,0,3,0,3,0,0,4,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,3,3,0,5,3,3,6,14,43,7,77
2142026,0,3,0,0,0,3,0,0,6,0,3,3,14,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,3,0,3,0,0,19,13,51,5,99
2142027,0,3,0,0,0,9,0,0,5,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,27,4,52
2142028,0,0,3,0,0,5,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,24,3,31
2142029,3,0,0,3,0,6,0,0,9,7,3,0,20,0,0,0,3,0,0,3,0,0,0,0,3,0,8,0,0,0,0,3,0,4,4,3,15,18,54,9,102
2142030,3,8,0,5,0,12,0,0,3,7,3,0,23,0,0,0,0,0,0,0,0,0,0,3,8,0,12,0,0,0,0,9,0,6,3,6,30,22,68,4,137
2142031,0,0,0,0,0,3,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,11,0,0,4,3,35,7,50
2142101,5,7,0,3,0,18,4,0,8,3,3,0,24,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,7,9,36,14,43,8,115
2142102,0,7,0,0,0,12,0,0,11,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,3,6,10,27,14,34,3,90
2142103,0,5,4,0,0,13,3,0,11,3,10,0,35,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,3,3,30,12,61,0,116
2142104,3,4,3,5,0,15,0,0,8,3,3,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,4,0,4,0,5,17,20,67,6,115
2142105,3,4,4,5,0,21,0,0,3,9,8,0,25,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,18,23,75,6,129
2142106,0,3,0,3,0,8,0,0,0,6,3,0,13,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,3,11,14,24,0,54
2142107,0,3,0,0,0,11,3,0,10,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,17,14,35,0,74
2142108,6,7,0,0,0,8,0,0,5,10,10,0,23,0,0,0,0,0,0,0,0,3,0,0,3,0,11,0,0,0,0,0,0,4,0,10,18,18,56,4,103
2142109,3,6,3,3,0,17,0,4,18,7,5,0,36,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,10,30,29,61,5,133
2142110,0,3,3,3,0,16,0,0,5,0,5,3,20,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,7,0,7,5,7,35,17,67,7,136
2142112,0,3,0,3,0,5,6,0,17,7,10,0,37,0,0,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,3,0,4,6,4,26,10,45,3,95
2142113,0,3,3,3,0,12,0,0,4,3,3,0,12,0,0,0,0,3,0,5,0,0,0,0,3,0,4,0,0,0,0,0,0,5,0,0,18,9,25,3,61
2142114,0,5,3,3,0,12,5,0,11,4,3,0,19,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,31,13,32,0,87
2142115,0,4,0,3,0,8,0,0,4,3,3,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,7,0,0,15,15,38,6,78
2142116,3,4,3,0,0,11,3,3,10,10,7,0,37,0,0,3,0,0,0,3,0,0,0,3,4,0,9,0,0,0,0,6,0,3,4,5,24,28,64,6,130
2142117,0,3,0,0,0,7,0,3,8,5,16,0,35,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,3,7,3,17,15,78,7,125
2142118,0,0,0,0,0,3,0,0,0,9,3,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,3,0,0,7,12,42,3,59
2142119,0,12,0,5,0,18,0,0,5,6,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,27,18,53,6,115
2142120,8,8,0,3,0,13,0,0,6,3,10,0,27,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,0,0,0,0,3,9,4,5,16,17,84,7,131
2142121,0,8,3,0,0,11,0,3,4,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,8,19,15,24,0,66
2142122,7,6,0,0,0,21,0,4,12,3,8,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,12,27,13,29,0,81
2142123,0,7,3,4,0,13,0,3,6,10,5,0,24,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,3,3,17,21,56,8,103
2142124,0,6,0,0,0,12,0,3,3,0,8,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,3,15,3,35,11,67
2142125,0,0,0,0,0,10,0,6,0,3,6,0,19,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,3,10,5,6,60,6,90
2142126,3,9,0,9,0,22,3,0,12,9,10,0,33,0,0,0,0,0,3,6,0,0,0,0,7,0,6,0,0,0,0,0,0,3,12,8,27,17,70,5,137
2142127,0,7,0,3,0,14,0,0,3,5,14,0,24,0,0,0,0,0,0,3,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,3,24,9,62,3,111
2142128,0,3,0,0,0,8,3,0,7,0,4,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,5,7,7,15,15,39,9,96
2142129,3,3,3,3,0,15,0,3,8,3,7,0,15,0,0,0,0,0,0,0,0,0,0,3,7,0,14,0,0,0,0,0,0,3,3,5,25,19,54,3,105
2142130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142202,0,6,0,0,0,14,0,3,14,3,10,0,24,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,3,3,5,3,8,30,15,50,3,122
2142203,3,3,3,4,0,12,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,3,9,0,5,8,39,4,69
2142204,0,0,0,4,0,4,0,0,3,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,3,0,0,6,12,56,0,83
2142205,0,5,0,0,0,7,0,0,3,3,9,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,18,8,31,3,64
2142207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142208,0,3,0,0,0,5,0,0,3,3,3,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,3,0,0,6,10,39,4,63
2142209,0,4,0,0,0,11,0,0,6,6,5,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,15,9,57,3,83
2142210,3,3,0,0,0,6,0,3,6,6,3,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,4,0,4,0,4,16,16,56,5,97
2142211,0,0,3,3,0,10,0,0,3,0,9,3,15,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,3,0,3,0,3,3,3,32,9,58
2142212,0,12,3,0,0,13,0,3,5,5,3,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,3,0,4,28,22,67,4,122
2142213,3,7,3,0,0,17,0,0,6,4,16,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,18,73,8,119
2142214,4,5,0,4,0,11,3,0,0,3,16,0,23,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,4,3,8,14,14,71,3,116
2142215,0,5,3,0,0,10,0,0,3,3,8,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,21,43,8,92
2142216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142217,0,4,0,3,0,7,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,12,10,46,6,77
2142218,0,12,3,8,0,24,6,0,13,6,16,0,35,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,3,3,8,31,16,83,6,148
2142219,0,12,0,0,0,17,0,0,6,4,8,0,23,0,0,0,0,3,0,3,0,0,0,0,7,0,11,0,0,0,0,3,0,3,5,0,25,21,70,10,135
2142221,3,5,3,0,0,13,0,0,4,4,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0,0,17,15,45,13,96
2142222,0,0,0,0,0,4,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,7,36,4,57
2142223,0,4,0,0,0,7,0,3,5,9,7,3,25,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,5,4,0,8,12,14,41,10,76
2142224,0,4,0,0,0,4,0,3,3,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,5,3,8,15,32,3,65
2142225,0,8,0,3,0,12,0,0,3,8,12,3,24,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,3,4,8,21,15,48,11,102
2142226,0,5,0,4,0,17,0,0,8,0,4,0,15,0,0,0,3,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,19,20,61,6,113
2142227,0,9,4,4,0,18,3,3,8,3,13,0,33,0,0,0,0,0,0,3,0,0,0,3,4,0,4,0,0,0,0,6,0,9,6,8,27,27,82,8,153
2142228,0,0,0,3,0,9,0,0,5,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,15,6,25,4,53
2142229,0,3,0,0,0,6,0,0,8,3,7,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,0,3,16,8,36,9,70
2142230,0,0,3,0,0,3,0,0,6,3,5,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,14,8,32,5,74
2142231,0,5,0,4,0,12,0,3,0,4,3,0,7,0,0,0,0,3,0,3,0,0,0,0,3,0,6,0,0,0,0,3,0,3,0,3,11,9,49,3,79
2142232,0,0,3,3,0,5,3,0,9,3,6,4,30,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,6,0,8,8,0,16,11,38,9,92
2142233,0,3,0,3,0,6,0,0,0,3,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,9,6,56,3,79
2142234,0,4,0,0,0,6,0,0,4,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,4,0,3,0,0,12,10,48,0,69
2142235,0,0,3,0,0,7,0,0,3,3,10,0,16,0,0,0,3,0,0,3,0,0,0,0,4,0,8,0,0,0,0,0,0,6,0,3,8,13,46,3,72
2142301,0,8,3,3,0,16,3,0,0,6,6,0,16,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,3,0,3,3,0,22,23,52,0,103
2142302,0,0,0,0,0,3,0,0,0,3,4,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,6,6,38,4,54
2142303,0,3,0,3,0,3,0,0,4,5,11,0,25,0,0,0,0,3,0,3,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,9,8,44,3,63
2142304,3,7,9,0,0,20,0,0,3,0,0,0,8,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,15,21,33,5,94
2142305,0,3,0,0,0,8,0,0,3,3,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,8,6,35,5,58
2142306,0,0,3,0,0,10,3,5,3,3,13,7,28,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,3,4,7,14,47,18,86
2142307,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,17,4,37
2142308,0,5,0,0,0,6,0,0,4,0,0,0,8,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,3,32,22,39,9,106
2142309,0,3,0,3,0,10,0,0,9,3,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,3,0,25,41,49,4,125
2142310,0,0,3,0,0,7,3,0,5,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,19,28,38,4,106
2142311,0,0,0,0,0,3,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,13,6,26,9,55
2142312,0,3,0,0,0,3,0,0,7,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,29,17,40,9,104
2142313,4,4,0,0,0,11,0,0,3,3,3,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,22,7,26,6,73
2142314,3,0,0,3,0,5,0,0,5,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,16,16,31,13,82
2142315,0,3,0,0,0,10,0,0,7,3,6,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,27,21,51,9,116
2142316,3,10,0,0,0,21,0,4,7,9,5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,5,11,54,31,56,8,162
2142317,3,7,3,3,0,14,0,0,10,0,7,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,31,26,59,6,131
2142318,6,3,0,0,0,11,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,22,0,42
2142319,0,0,0,0,0,3,0,0,7,4,4,0,16,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,22,16,38,8,83
2142320,0,4,0,0,3,8,0,0,4,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,21,23,3,68
2142321,0,3,0,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,14,21,8,55
2142322,3,3,0,0,0,5,0,3,6,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,18,22,18,8,73
2142401,0,6,0,0,0,16,3,0,11,0,0,0,15,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,3,28,4,62,16,14,3,130
2142402,0,7,4,0,0,15,12,3,20,7,0,0,39,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,4,3,0,0,10,28,10,66,24,30,0,157
2142403,0,11,3,0,0,14,4,3,5,5,3,0,21,0,0,0,0,0,0,3,0,0,3,3,4,0,6,0,0,3,0,0,0,3,27,3,81,27,23,3,168
2142404,3,9,0,0,0,16,8,0,12,7,3,0,34,0,0,3,0,0,0,3,3,0,0,0,3,0,8,0,0,5,0,3,0,8,34,5,83,23,37,0,193
2142405,3,3,0,0,0,9,6,0,0,5,3,0,19,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,3,0,0,0,8,21,6,52,28,7,8,126
2142406,0,3,0,0,0,9,0,0,8,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,3,45,10,17,6,98
2142407,3,7,0,0,0,17,3,0,7,4,0,3,20,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,3,22,5,42,17,27,5,113
2142408,3,5,0,3,0,19,4,0,7,7,4,0,17,0,0,0,0,0,0,3,0,0,4,0,3,0,5,3,0,3,0,0,0,7,33,9,65,29,26,6,168
2142409,0,5,0,0,0,11,0,3,13,3,4,0,23,0,0,3,0,0,0,3,0,0,4,4,10,0,15,0,0,4,0,3,0,6,26,7,66,27,30,0,161
2142410,0,11,3,5,0,24,7,0,11,3,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,3,31,3,74,35,40,3,184
2142411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2142412,0,6,3,0,0,13,4,3,8,8,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,7,25,8,44,29,22,0,122
2142413,0,4,0,0,0,17,3,0,17,6,3,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,9,32,9,97,24,17,3,183
2142414,0,3,0,3,0,11,3,3,7,9,0,4,27,3,0,0,0,0,0,3,0,0,4,3,0,0,6,0,0,3,0,0,0,3,23,5,54,27,25,3,134
2142415,0,6,4,4,0,20,3,0,12,4,0,3,20,0,0,0,0,0,0,0,0,0,3,0,5,0,9,0,0,3,4,0,0,4,19,7,100,29,50,9,209
2142416,5,7,3,4,0,21,5,0,6,3,4,0,23,0,0,4,0,0,0,4,0,0,0,0,4,0,9,0,0,10,0,4,0,7,30,8,72,19,42,4,184
2142417,6,8,5,0,0,21,5,3,12,5,8,0,27,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,4,0,0,4,5,37,16,92,38,40,9,227
2142418,4,5,3,3,0,15,5,3,19,14,5,0,41,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,4,0,4,14,29,15,87,34,37,7,212
2142419,3,6,0,0,0,10,4,0,15,3,4,0,31,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,6,4,3,0,8,27,7,60,19,27,6,148
2142420,0,6,0,0,0,15,5,0,7,4,0,0,22,0,0,0,0,0,0,0,0,0,4,0,4,0,10,0,0,0,3,0,0,6,21,5,60,15,28,3,128
2142421,4,4,0,0,0,11,3,0,14,3,4,0,20,0,0,0,0,0,0,0,0,0,0,0,7,0,5,3,0,0,0,0,0,5,20,14,51,13,20,6,127
2142422,0,10,3,0,0,16,6,3,9,3,0,3,27,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,5,6,17,5,64,28,26,8,161
2142423,3,3,0,0,0,11,3,5,9,0,4,0,19,3,0,0,0,0,0,8,0,0,3,0,3,0,6,0,0,9,0,3,0,12,25,16,62,17,26,8,150
2142424,0,0,0,4,0,7,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,5,11,6,27,19,13,0,76
2142425,3,8,4,0,0,21,3,0,12,7,3,0,29,0,0,4,0,0,0,3,0,0,0,0,3,0,4,0,0,0,0,0,0,3,17,8,71,26,33,5,162
2142426,0,7,3,0,0,19,5,0,6,0,9,3,21,0,0,0,0,3,0,3,0,0,3,0,0,0,3,3,0,5,0,0,0,11,29,6,68,30,27,3,164
2142427,5,3,0,0,0,13,3,0,13,3,5,0,27,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,3,3,0,0,0,5,34,7,44,21,33,4,144
2142428,0,3,0,0,0,8,4,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,3,42,13,20,4,94
2142429,0,3,0,0,0,17,0,0,10,3,4,0,16,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,9,21,4,55,19,14,3,116
2142430,0,9,0,0,0,15,0,0,7,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,0,3,9,4,40,8,13,3,82
2142431,0,9,0,3,0,13,3,0,7,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,36,12,22,0,89
2142432,10,9,0,0,0,29,0,0,16,5,4,0,23,0,0,0,0,3,0,6,0,0,0,0,4,0,7,0,0,3,0,0,3,9,26,9,69,16,25,7,163
2142433,0,3,0,0,0,7,5,0,10,4,0,0,14,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,21,3,36,15,19,4,101
2142434,0,7,0,6,0,11,3,0,8,6,0,0,20,0,0,3,0,0,0,5,0,0,0,3,0,0,3,0,0,0,0,0,0,0,24,6,51,16,17,0,116
2142501,3,5,0,3,0,11,6,3,3,4,0,0,19,0,0,0,0,0,0,6,0,0,0,3,3,0,8,3,0,3,0,0,0,10,19,11,43,30,32,8,142
2142502,0,4,0,3,0,9,3,0,11,3,4,0,21,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,6,0,0,0,9,19,0,64,23,33,6,154
2142503,3,5,3,0,0,20,0,0,13,3,0,0,23,0,0,0,0,0,0,3,0,0,0,0,4,0,5,0,0,5,0,4,0,11,10,11,67,23,20,4,143
2142504,0,4,0,0,0,6,3,0,6,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,4,16,3,48,19,14,0,104
2142505,3,3,0,0,0,15,3,3,23,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,3,0,0,3,32,8,80,22,22,3,171
2142506,0,3,3,0,0,9,7,3,8,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,23,6,53,10,19,3,115
2142507,3,7,0,0,0,9,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,3,16,4,35,17,19,0,88
