SA1_7DIGITCODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
2106729,0,0,3,3,10,5,0,3,0,27,0,0,0,0,6,4,3,0,0,17,0,0,0,8,0,6,0,0,0,16,0,0,0,0,3,3,0,0,0,4,0,0,0,3,0,3,0,0,0,5,0,0,0,3,3,0,0,0,0,7,3,0,0,9,3,6,5,10,0,34,20,10,18,54,58,84,49,40,8,350
2106730,0,0,0,4,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,10,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,18,9,13,13,28,51,34,37,18,5,219
2106731,0,0,3,3,4,5,0,0,0,18,0,0,3,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,16,5,4,14,30,23,32,17,3,5,141
2106801,0,0,3,3,8,6,0,0,0,23,0,0,3,3,4,9,0,0,0,21,0,0,0,3,7,3,0,0,0,13,0,0,0,0,9,0,0,0,0,11,0,0,0,3,3,3,0,0,0,12,0,0,0,0,0,3,3,0,0,12,4,4,6,0,5,12,0,0,3,36,17,17,24,26,62,76,55,21,5,299
2106802,0,0,0,5,12,3,3,0,0,22,0,0,3,3,5,3,0,0,0,18,0,0,4,3,7,3,0,0,0,13,0,0,0,0,6,3,0,0,0,13,0,0,0,0,6,6,0,0,0,14,0,0,0,0,4,0,0,0,0,9,0,7,60,64,39,17,6,3,0,203,18,12,83,97,101,73,55,17,4,448
2106803,0,0,3,0,3,11,0,0,0,22,0,0,0,0,5,4,0,0,0,21,0,0,0,0,0,9,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,3,3,3,10,3,5,5,5,0,46,11,13,19,37,55,77,52,16,6,297
2106804,0,0,3,9,6,4,0,0,0,25,0,0,0,5,5,3,0,0,0,10,0,0,0,5,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,5,12,0,0,0,0,17,0,0,0,0,0,0,0,3,0,8,0,0,0,3,7,3,0,3,0,20,25,5,19,42,69,53,48,15,3,284
2106805,0,0,3,0,7,13,0,0,0,21,0,0,0,4,3,6,0,0,0,10,0,0,6,6,3,0,0,0,0,12,0,0,3,3,3,3,3,0,0,7,0,0,0,0,6,3,0,0,0,4,0,0,0,3,0,0,0,0,0,3,3,0,0,0,3,3,0,3,3,13,10,3,20,33,43,48,47,18,3,237
2106806,0,0,3,0,5,4,3,0,0,16,0,0,0,8,4,3,3,0,0,20,0,0,0,0,3,0,0,0,0,9,0,0,0,0,3,3,6,0,0,6,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,4,3,0,12,8,9,11,22,28,43,40,17,4,178
2106807,0,3,0,7,3,4,3,3,0,23,0,0,0,4,3,7,0,0,0,16,0,0,0,3,0,0,4,0,0,10,0,0,0,0,0,5,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,8,0,0,3,3,0,3,11,6,3,28,15,4,23,41,27,50,48,42,11,259
2106808,0,0,7,3,7,10,0,0,0,32,0,0,0,5,4,12,0,0,0,23,0,0,3,11,3,3,4,0,0,20,0,0,3,0,4,0,0,0,0,10,0,0,0,3,3,8,3,0,0,12,0,0,0,0,0,0,0,0,0,3,3,0,3,4,12,3,12,6,0,40,22,7,39,53,69,83,54,36,13,383
2106809,0,0,3,10,7,9,0,0,0,23,0,0,0,7,3,6,0,0,0,20,0,0,0,0,4,0,5,0,0,12,0,0,0,4,4,7,0,0,0,14,0,0,0,5,3,3,0,0,0,10,0,0,0,3,0,0,0,0,0,6,10,4,3,9,14,4,10,4,0,59,25,14,26,53,63,74,74,27,4,356
2106810,0,0,0,3,0,12,4,0,0,24,0,0,3,5,6,3,3,0,0,25,0,0,0,5,8,3,0,0,0,16,0,0,0,5,10,3,0,0,0,15,0,0,4,4,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,7,7,3,3,8,12,5,0,0,0,39,23,22,29,51,70,87,47,10,3,338
2106811,0,0,6,8,7,7,3,0,0,33,0,0,0,6,8,3,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,8,0,0,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,3,7,0,0,9,8,0,39,22,16,40,59,39,80,94,68,46,450
2106812,0,0,6,6,10,0,0,0,0,30,0,0,0,4,5,0,0,0,0,14,0,0,3,9,3,7,3,0,0,17,0,0,0,3,3,0,0,0,0,11,0,0,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,3,8,0,3,0,0,25,20,14,30,44,66,41,41,26,8,295
2106901,0,3,0,0,10,10,4,0,3,28,0,0,0,6,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,3,3,0,3,7,0,4,0,7,3,24,11,9,17,32,30,42,46,31,9,233
2106902,0,0,0,5,0,4,7,0,0,14,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,3,7,3,0,31,8,6,17,23,17,34,38,29,9,186
2106903,0,0,0,3,7,5,0,0,0,14,0,0,3,4,4,0,3,0,0,17,0,0,5,0,4,0,0,0,0,4,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,7,4,10,4,29,16,13,35,35,47,46,39,28,10,257
2106904,0,0,0,8,0,12,4,0,0,31,0,0,3,3,3,3,3,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,12,15,11,13,49,30,46,49,27,11,257
2106905,0,0,0,9,3,3,3,0,0,20,0,0,0,5,0,3,3,0,0,10,0,0,0,3,8,0,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,3,8,0,0,12,9,7,17,31,35,49,53,15,8,221
2106906,0,0,0,4,4,3,0,0,0,16,0,0,0,0,0,3,0,0,0,9,0,0,0,7,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,3,0,7,0,4,3,0,25,14,11,13,43,29,39,37,10,4,202
2106907,0,0,0,4,4,10,0,0,0,25,0,0,0,6,3,0,0,0,0,13,0,0,3,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,3,5,7,0,7,0,0,15,13,8,29,44,48,53,31,18,5,250
2106908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,15
2106909,0,0,0,0,0,6,0,0,0,10,0,0,0,5,0,3,0,0,0,4,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,15,8,4,13,25,24,33,24,19,7,161
2106910,0,0,0,3,9,0,4,0,0,16,0,0,0,3,3,0,0,0,0,6,0,0,0,3,0,4,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,5,0,0,3,3,0,0,8,6,0,0,0,0,20,17,10,14,42,31,25,29,7,7,192
2106911,0,4,3,5,5,3,4,0,0,27,0,0,8,3,3,3,0,0,0,16,0,0,4,5,3,0,0,0,0,16,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,4,8,10,3,9,3,10,43,16,20,49,44,69,46,77,28,22,362
2106912,0,0,0,0,0,6,0,0,0,9,0,0,0,0,3,3,0,0,0,8,0,0,0,4,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,7,4,3,3,0,15,16,5,8,21,26,38,15,11,0,148
2106913,0,0,0,3,3,0,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,6,0,9,6,3,18,12,17,28,10,15,0,113
2106914,0,0,0,3,0,6,3,3,0,14,0,0,0,0,7,8,0,0,0,25,0,0,0,0,3,8,0,0,0,6,0,0,0,6,3,0,0,0,0,6,0,0,0,0,4,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,6,5,0,5,23,14,8,22,30,44,77,50,10,10,265
2106915,0,0,0,0,5,5,3,0,0,16,0,0,0,3,3,9,0,0,0,19,0,0,0,3,3,0,0,0,0,9,0,0,0,0,5,5,4,0,0,13,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,4,9,9,0,3,0,29,25,11,23,27,56,71,52,22,9,291
2106916,0,0,0,3,3,7,9,0,0,19,0,0,0,0,4,3,0,0,0,11,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,6,0,0,0,5,0,0,4,0,0,0,0,0,0,9,0,0,0,0,4,0,3,0,0,11,3,3,4,5,3,3,8,0,3,25,21,11,27,23,50,71,73,17,4,287
2106917,0,0,3,6,5,7,0,0,0,14,0,0,0,3,0,6,3,0,0,8,0,0,0,3,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,7,3,8,13,45,8,5,25,39,38,46,43,23,28,254
2106918,0,0,0,3,0,4,0,3,0,11,0,0,0,3,4,3,0,0,0,11,0,0,0,5,5,3,3,0,0,17,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,6,0,0,28,9,4,14,26,34,43,48,13,10,207
2106919,0,0,8,0,6,3,0,0,0,14,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,7,5,0,0,29,13,3,37,21,43,43,50,18,10,245
2106920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106921,0,0,3,0,5,7,0,3,0,23,0,0,3,6,0,3,3,0,0,14,0,0,0,3,3,3,0,0,0,17,0,0,0,3,0,0,0,0,0,5,0,0,0,5,4,7,0,0,0,16,0,0,0,0,0,0,0,0,0,3,3,0,4,7,4,4,7,3,0,25,16,7,18,42,44,52,47,22,8,264
2106922,0,0,0,3,4,9,5,0,0,19,0,0,4,0,9,7,0,0,0,15,0,0,0,3,3,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,8,8,5,0,31,22,10,26,40,74,86,68,16,5,342
2106923,0,4,6,3,7,0,0,0,0,21,0,0,3,4,0,7,0,0,0,15,0,0,0,5,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,9,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,5,0,9,10,3,0,0,32,8,17,39,39,42,51,38,18,0,257
2106924,0,0,3,0,6,4,5,3,0,19,0,0,0,6,3,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,3,8,5,0,25,9,12,25,38,33,45,39,25,5,232
2106925,3,0,10,7,3,3,3,0,0,26,0,0,0,3,0,0,0,0,0,7,0,0,0,8,3,0,0,0,0,9,0,0,3,5,0,3,0,0,0,9,0,0,0,3,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,6,12,14,10,4,10,3,0,65,16,38,66,46,39,15,18,5,0,246
2106926,0,0,0,3,3,4,3,0,0,17,0,0,7,3,4,0,0,0,0,10,0,0,0,0,11,0,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,4,9,3,10,5,3,0,37,19,13,21,39,60,71,52,18,7,310
2106927,0,0,3,0,3,8,3,0,0,16,0,0,3,0,3,0,0,0,0,6,0,0,0,0,8,5,4,0,0,13,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,17,14,6,16,37,57,66,24,14,10,237
2106928,0,0,3,3,3,3,6,0,0,19,0,3,3,3,3,0,3,0,0,17,0,0,0,3,3,8,0,0,0,10,0,0,0,0,0,0,3,0,0,7,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,16,22,17,13,27,37,61,40,17,0,240
2106929,0,0,3,3,3,0,0,0,0,14,0,4,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,7,33,10,4,3,0,0,0,60,12,30,72,25,16,10,4,3,0,164
2106930,0,0,3,0,9,3,0,0,0,18,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,3,4,7,11,21,20,6,3,0,0,69,12,15,28,47,42,25,6,0,0,173
2106931,0,0,3,5,5,3,3,0,0,19,0,0,0,0,6,3,4,0,0,11,0,0,3,0,3,0,0,0,0,7,0,0,0,4,4,0,0,0,0,8,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,0,0,0,9,0,0,0,0,3,3,8,3,0,21,8,3,21,33,43,52,60,24,0,253
2107001,0,3,7,11,6,8,0,0,0,35,0,0,7,4,9,7,3,0,0,27,0,3,3,3,8,4,0,0,0,19,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,3,10,8,3,3,3,0,39,31,30,62,67,81,70,43,14,9,415
2107002,0,0,0,0,8,5,0,0,0,18,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,7,5,0,0,27,19,6,18,29,44,39,22,11,0,192
2107003,0,0,3,3,9,4,4,0,0,29,0,0,4,7,3,3,0,0,0,19,0,0,0,3,5,3,0,0,0,14,0,0,0,3,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,8,5,3,25,19,14,22,42,57,71,50,24,13,312
2107004,0,0,0,4,4,5,3,0,0,28,0,0,4,0,0,3,0,0,0,10,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,0,21,14,8,18,29,33,46,35,17,3,198
2107005,0,0,7,4,10,11,3,0,0,47,0,0,3,10,6,5,3,0,0,35,0,0,3,3,3,5,0,0,0,16,0,0,0,5,5,5,0,0,0,13,0,0,0,3,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,4,0,3,5,0,6,5,5,3,0,25,22,29,43,59,83,84,41,13,0,378
2107006,0,0,7,3,9,3,0,0,0,25,0,0,0,4,10,7,3,0,0,22,0,0,0,0,12,3,0,0,0,19,0,0,0,0,5,0,0,0,0,4,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,0,0,17,23,8,20,22,59,42,25,20,3,232
2107007,0,0,0,3,3,9,3,0,0,17,0,0,0,0,7,4,0,0,0,8,0,0,0,0,7,0,0,0,0,9,0,0,0,0,3,6,0,0,0,13,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,14,3,3,0,32,12,8,22,24,40,65,36,12,0,220
2107008,0,0,3,4,6,6,3,0,0,27,0,0,3,0,6,10,0,0,0,17,0,0,3,3,0,3,0,0,0,15,0,0,0,5,4,9,0,0,0,16,0,0,0,3,3,3,0,4,0,15,0,0,0,0,4,3,0,0,0,7,0,0,0,0,9,3,5,6,0,26,17,10,31,36,40,67,33,17,9,264
2107009,0,3,7,6,12,7,3,0,0,32,0,0,7,0,10,3,0,0,0,22,0,0,0,9,0,0,0,0,0,13,0,0,0,3,3,0,0,0,0,4,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,6,0,5,3,7,6,3,4,0,41,25,22,43,50,72,45,35,17,6,315
2107101,0,3,9,10,5,5,0,0,0,37,0,0,3,9,3,3,0,0,0,18,0,0,4,4,5,3,0,0,0,14,0,0,0,3,3,0,0,0,0,10,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,12,7,5,3,36,28,20,57,68,52,102,73,44,6,452
2107102,0,0,4,6,6,3,0,0,0,28,0,0,0,0,3,6,0,0,0,8,0,0,0,0,3,3,0,0,3,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,4,8,3,4,24,9,10,10,31,55,70,44,16,8,246
2107103,0,0,9,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,6,13,18,54,15,13,34,16,34,34,26,30,27,219
2107104,0,0,0,0,3,0,0,3,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,6,0,0,3,0,0,0,3,0,0,9,6,0,15,23,29,18,16,22,4,132
2107105,0,0,0,0,0,7,0,0,0,8,0,0,0,0,3,3,0,0,0,7,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,14,12,0,6,10,28,38,18,12,4,135
2107106,0,0,0,3,5,4,3,0,0,17,0,0,0,0,3,7,0,0,0,12,0,0,0,8,5,8,0,0,0,16,0,0,0,0,3,0,5,0,0,9,0,0,0,0,3,5,0,0,0,15,0,0,0,4,3,3,0,0,0,6,0,0,0,0,5,7,0,6,0,17,6,15,3,23,43,64,37,18,3,213
2107107,0,0,4,8,3,4,7,0,0,26,0,0,0,6,4,5,0,0,0,14,0,0,3,3,3,4,0,0,0,11,0,0,0,3,4,0,0,0,0,6,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,4,0,0,0,4,5,0,3,6,9,3,6,0,0,34,29,11,31,49,69,96,53,16,0,349
2107108,0,0,8,3,3,6,0,0,0,21,0,0,0,0,5,4,0,0,0,8,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,3,6,0,3,27,18,8,31,37,48,58,30,51,62,344
2107109,0,0,6,3,3,4,0,0,0,22,0,0,8,0,6,3,0,0,0,10,0,0,0,0,0,4,0,0,0,4,0,0,4,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,3,9,7,3,0,30,26,18,42,35,48,47,44,21,6,292
2107110,0,0,0,0,7,4,0,0,0,16,0,0,0,0,0,4,0,0,0,7,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,13,21,8,11,9,39,26,14,17,4,146
2107111,0,0,0,4,11,9,3,0,0,29,0,0,0,8,7,4,3,0,0,23,0,0,0,3,0,6,0,0,0,15,0,0,0,3,8,0,0,0,0,6,0,0,0,0,6,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,0,0,0,31,36,11,13,38,75,82,49,18,8,338
2107112,0,0,0,6,3,5,3,3,0,23,0,0,4,0,3,4,3,0,0,19,0,0,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,3,3,8,11,12,4,3,50,22,22,30,34,66,75,72,42,23,392
2107113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2107114,0,0,3,4,6,3,0,0,0,20,0,0,0,0,0,3,0,0,0,5,0,0,3,0,4,3,0,0,0,11,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,4,0,3,0,7,8,6,0,0,25,14,8,20,19,44,42,40,32,10,234
2107115,0,0,11,4,8,9,0,0,0,28,0,0,4,4,3,3,0,0,0,17,0,0,0,4,4,3,0,0,0,12,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,4,3,4,0,24,35,23,33,53,73,62,38,61,16,394
2107201,0,0,0,0,3,4,0,0,0,7,0,0,0,0,8,5,0,0,0,14,0,0,0,4,8,3,0,0,0,13,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,10,24,4,9,20,41,34,32,8,3,173
2107202,0,3,3,3,7,4,0,0,0,23,0,0,3,10,11,6,3,0,0,32,0,0,4,4,7,3,3,0,0,18,0,0,3,0,6,3,0,0,0,10,0,0,3,0,4,3,0,0,0,15,0,0,0,0,0,3,0,0,0,3,8,3,0,10,4,4,4,0,0,27,20,15,25,41,60,71,65,17,3,321
2107203,0,0,0,0,0,0,0,0,0,5,0,0,5,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,17,3,14,22,20,24,42,22,34,11,187
2107204,0,3,0,0,5,8,0,0,0,22,0,0,0,0,9,3,0,0,0,11,0,0,3,3,0,3,0,0,0,5,0,0,3,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,0,3,0,8,8,0,3,7,6,14,8,44,26,22,35,34,52,40,45,40,43,336
2107205,0,0,0,0,5,0,3,0,0,13,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,10,0,0,3,0,0,0,0,0,0,3,0,3,0,3,0,9,0,9,0,21,9,19,16,30,31,32,29,38,4,201
2107206,0,0,6,0,0,3,0,0,0,21,0,0,0,0,3,0,0,0,0,8,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,10,4,3,3,43,11,12,50,25,35,46,61,32,16,289
2107207,0,0,3,0,3,4,0,0,0,9,0,0,0,4,4,6,3,0,0,13,0,0,0,5,3,5,0,0,0,14,0,0,0,0,0,3,0,0,0,12,0,0,0,3,5,0,0,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,4,3,6,6,3,0,25,17,3,19,33,40,63,37,13,0,229
