SA1_7DIGITCODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
2100230,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,13,9,4,0,0,0,0,24,0,0,0,0,0,0,0,0,14,5,4,0,0,0,0,38,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,17,0,0,0,0,0,0,0,0,3,10,3,0,6,0,0,21,17,18,10,3,8,3,0,53
2100231,3,3,3,0,0,0,0,8,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,3,16,12,6,0,5,0,0,34,0,0,0,0,0,0,0,0,17,15,9,0,9,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,7,0,4,0,0,18,0,3,0,0,0,0,0,3,0,15,7,0,3,0,0,26,18,29,15,3,9,3,0,78
2100232,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,13,4,5,4,0,41,0,0,0,0,0,0,0,0,9,9,13,4,5,4,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,13,4,5,4,0,53
2100233,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,7,17,10,12,6,6,0,0,47,0,0,0,0,0,0,0,0,17,17,9,6,9,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,17,19,12,7,12,0,0,73
2100234,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,3,0,7,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,15,6,3,7,0,3,0,0,23
2100301,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,3,6,0,0,0,19,0,0,0,0,0,0,0,0,13,5,6,6,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,11,13,3,7,6,8,0,0,40
2100302,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,18,3,4,5,0,0,0,32,0,0,0,0,0,0,0,0,13,8,5,6,8,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,5,0,3,3,3,0,0,20,24,5,8,6,6,0,0,56
2100303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,14,0,0,0,0,0,28,0,0,0,0,0,0,0,0,16,16,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,4,20,17,4,0,0,0,0,42
2100304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,11,5,4,0,3,3,0,28,0,0,0,0,0,0,0,0,12,9,3,3,3,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,3,0,0,0,25,0,0,0,0,4,0,0,4,5,10,3,3,3,0,0,29,15,19,12,3,3,3,0,63
2100305,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,24,13,13,5,4,3,0,60,0,0,0,0,0,0,0,0,26,17,13,5,4,3,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,3,6,0,0,33,3,0,0,0,0,0,0,3,11,7,3,3,12,0,0,41,37,24,11,10,17,3,0,107
2100306,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,23,0,0,0,0,0,0,0,0,9,3,3,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,17,8,3,4,0,0,0,40
2100307,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,4,0,4,0,0,28,0,0,0,0,0,0,0,0,8,13,4,3,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,15,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,15,10,19,6,7,11,0,0,49
2100308,3,0,0,0,0,0,0,6,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9,9,3,7,3,0,0,26,0,0,0,0,0,0,0,0,12,11,5,4,3,4,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,15,0,0,0,0,0,0,0,0,3,9,3,0,3,0,0,19,15,15,3,8,9,4,0,55
2100309,0,4,0,0,0,0,0,5,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,36,50,15,14,18,7,0,135,0,0,0,0,0,0,0,0,44,54,15,14,15,7,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,7,3,0,5,3,0,26,0,0,0,0,0,0,0,0,6,8,3,0,9,3,0,35,48,61,18,10,24,3,3,175
2100310,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,16,12,10,5,5,0,0,54,0,0,0,0,0,0,0,0,16,12,10,3,7,0,0,53,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,6,12,6,7,5,0,0,29,0,0,0,0,0,0,0,0,11,12,8,7,3,0,0,34,24,19,25,12,9,0,0,95
2100311,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,9,4,3,3,0,3,0,0,12,63,55,15,13,16,6,0,161,0,0,0,0,0,0,0,0,75,63,14,11,18,8,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,78,64,15,10,19,8,0,201
2100312,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,44,18,17,23,6,3,135,0,0,0,0,0,0,0,0,28,43,18,17,22,8,3,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,17,0,0,0,0,0,0,0,0,0,12,0,3,0,0,0,17,28,54,19,25,29,8,3,160
2100313,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,27,21,15,22,6,0,101,0,0,0,0,0,0,0,0,14,30,21,15,22,6,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,4,0,0,17,0,0,0,0,0,0,0,0,0,4,4,6,4,0,0,17,14,29,31,15,21,7,0,124
2100314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,5,8,13,6,0,57,0,0,0,0,0,0,0,0,16,14,5,8,13,6,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,19,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,19,24,15,5,10,10,9,0,77
2100315,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,6,0,0,0,0,0,0,0,0,7,15,16,10,22,8,3,86,3,3,0,0,0,0,0,3,14,25,16,10,24,12,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,4,3,4,0,0,3,11,12,29,17,14,24,12,3,113
2100316,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,0,0,0,20,0,0,0,0,0,0,0,0,11,3,3,3,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,0,0,14,0,0,0,0,0,0,0,0,5,8,3,0,0,0,0,14,18,15,8,4,4,0,0,41
2100317,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,31,21,19,3,9,3,0,90,0,0,0,0,0,0,0,0,36,21,19,3,10,7,0,97,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,3,3,3,0,22,0,0,0,0,0,0,0,0,3,11,0,3,3,3,0,23,43,33,17,6,13,6,3,124
2100318,0,0,3,0,0,0,0,4,3,0,5,0,0,0,0,15,3,0,0,0,0,0,0,3,32,25,16,7,8,8,4,92,0,0,0,0,0,0,0,0,38,26,25,8,10,8,4,113,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,20,0,0,0,0,0,0,0,0,3,3,8,4,3,0,0,25,38,32,34,13,18,9,3,143
2100319,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,4,4,3,0,0,31,0,0,0,0,0,0,0,0,17,12,3,4,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,13,5,3,3,3,0,30,0,0,0,0,0,0,0,0,5,14,5,3,3,3,0,30,21,21,13,13,6,3,0,78
2100320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,16,13,3,7,9,0,0,50,0,0,0,0,0,0,0,0,18,11,5,10,8,0,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,8,4,7,0,3,0,0,26,0,0,0,0,0,0,0,0,8,8,6,3,3,0,0,27,28,20,11,9,14,0,0,84
2100321,9,8,0,3,0,0,0,15,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,4,14,11,6,3,12,0,0,47,0,0,0,0,0,0,0,0,25,21,6,4,13,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,17,27,24,15,8,11,0,0,86
2100322,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,5,6,0,0,0,0,0,13,31,34,9,0,7,0,3,82,0,0,0,0,0,0,0,0,37,46,11,3,7,4,3,103,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,3,0,0,0,0,0,3,4,3,6,0,0,0,0,16,0,0,0,0,0,0,0,0,5,6,3,4,0,0,0,26,38,54,12,5,7,4,3,126
2100323,0,3,0,0,0,0,0,5,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,18,14,7,3,0,0,0,41,0,0,0,0,0,0,0,0,26,16,9,3,4,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,8,9,0,0,0,0,26,0,0,0,0,0,0,0,0,11,10,9,0,0,0,0,28,32,17,19,0,4,3,0,78
2100324,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,6,3,17,4,5,56,0,0,0,0,0,0,0,0,10,8,6,5,12,4,5,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,5,3,3,9,3,0,20,0,0,3,0,0,0,0,6,0,3,3,3,5,3,0,23,16,18,15,11,25,5,5,87
2100325,3,4,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,16,15,3,3,4,0,0,44,0,0,0,0,0,0,0,7,26,20,3,3,14,0,3,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,11,26,20,3,8,14,3,3,77
2100326,7,4,3,0,0,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,47,68,26,12,24,13,7,202,0,0,0,0,0,0,0,0,53,71,35,15,30,15,7,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,9,4,0,0,0,19,50,76,43,22,30,17,7,245
2100327,0,6,0,0,0,0,0,8,4,0,8,0,6,0,0,19,0,0,0,0,0,0,0,4,28,49,34,16,30,5,5,168,0,0,0,0,0,0,0,0,27,60,39,19,42,5,5,200,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,9,0,0,0,0,0,0,0,0,3,6,3,3,10,0,4,30,0,0,0,0,0,0,0,0,0,12,6,4,11,0,4,37,36,66,45,19,51,10,14,234
2100328,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17,15,13,11,5,3,0,60,0,0,0,0,0,0,0,0,23,15,13,11,4,4,0,64,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,7,0,3,6,3,0,26,0,0,0,0,0,0,0,0,12,9,0,3,3,3,0,34,32,29,12,14,6,5,0,100
2100329,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,3,5,0,0,0,0,0,10,17,25,16,17,13,9,0,97,0,0,0,0,0,0,0,0,23,31,22,12,19,9,0,113,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,6,0,3,4,0,31,0,0,0,0,0,0,0,0,3,18,7,0,3,4,0,36,30,42,29,14,20,12,0,147
2100330,0,0,0,0,0,0,0,0,5,3,3,0,0,0,0,10,3,0,0,3,0,0,0,10,29,22,7,0,6,0,0,62,0,0,0,0,0,0,0,0,34,24,13,4,5,0,0,81,0,0,0,0,3,0,0,4,0,0,0,3,3,0,0,6,0,3,0,0,0,0,0,3,9,9,3,0,4,3,0,23,0,0,0,0,0,0,0,0,9,12,4,0,9,3,0,35,39,34,10,9,13,3,0,115
2100331,0,0,0,3,0,0,0,4,3,4,0,0,3,0,0,6,3,0,0,0,0,0,0,5,11,15,3,3,3,0,0,35,0,0,0,0,0,0,0,0,15,15,6,6,3,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,3,3,0,27,0,0,0,0,0,0,0,0,6,9,4,3,3,3,0,29,26,22,11,11,10,3,0,84
2100332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,9,26,18,14,9,14,10,3,83,0,0,0,0,0,0,0,0,32,23,14,11,13,10,3,95,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,9,33,25,17,13,13,10,3,108
2100333,0,0,0,0,0,0,0,0,4,4,4,0,3,0,0,13,0,0,0,0,0,0,0,0,36,27,7,11,13,4,0,112,0,0,0,0,0,0,0,0,44,29,9,13,18,4,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,0,7,3,0,30,0,0,0,0,0,0,0,0,5,10,3,0,7,3,0,31,51,41,19,13,25,8,0,149
2100334,3,3,0,0,0,0,0,4,0,0,0,4,0,0,0,6,0,3,0,0,0,0,0,3,25,25,3,0,3,3,0,55,0,0,0,0,0,0,0,0,30,29,3,4,3,3,0,67,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,4,0,3,0,0,12,0,0,0,0,0,0,0,0,6,8,4,0,3,0,0,17,31,30,12,5,9,3,0,86
2100335,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,36,22,10,0,3,3,0,79,0,0,0,0,0,0,0,0,39,23,10,0,4,3,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,3,0,0,13,0,0,0,0,0,0,0,0,4,6,3,3,4,0,0,19,43,32,17,8,10,3,0,102
2100336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,16,27,15,15,12,6,0,91,0,0,0,0,0,0,0,0,16,28,15,15,14,11,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,32,17,14,14,11,0,103
2100338,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,3,0,0,0,16,0,0,0,0,0,0,0,0,5,6,3,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,8,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,7,11,6,10,5,5,0,0,33
2100339,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,11,3,3,0,0,0,27,0,0,0,0,0,0,0,0,8,12,4,3,5,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,13,0,0,0,0,0,0,0,0,0,3,5,0,4,3,0,15,13,14,10,9,6,0,0,51
2100340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,13,14,7,9,3,0,60,0,0,0,0,0,0,0,0,16,13,18,4,7,3,0,67,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,3,7,7,8,5,3,0,0,33,0,0,0,0,0,0,0,0,6,11,12,7,9,0,0,43,30,27,26,13,11,3,0,109
2100341,7,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,3,0,5,0,0,34,0,0,0,0,0,0,0,0,21,15,3,3,5,0,0,51,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,4,6,0,0,24,0,0,0,0,0,0,0,0,4,4,4,4,3,0,0,30,25,16,10,9,10,0,0,76
2100342,0,3,0,0,0,0,0,5,3,13,3,0,3,0,0,19,0,0,3,3,0,0,0,5,66,48,27,8,12,3,3,157,0,0,0,0,0,0,0,0,64,57,34,8,11,3,3,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,16,67,65,37,8,17,8,7,199
2100343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,7,4,6,3,0,0,37,0,0,0,0,0,0,0,0,20,11,6,7,3,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,13,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,13,22,17,7,10,6,0,0,63
2100344,4,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,6,3,3,0,3,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,6,0,3,4,0,25
2100345,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,23,23,15,19,9,0,105,0,0,0,0,0,0,0,0,21,23,25,15,19,9,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,21,24,25,15,21,9,0,113
2100346,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,3,0,0,0,0,3,14,19,7,3,11,4,0,53,0,0,0,0,0,0,0,0,14,21,9,5,13,4,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,3,0,0,16,0,0,0,0,0,0,0,0,0,7,5,4,7,0,0,21,20,31,15,11,12,4,0,87
2100347,0,4,3,0,3,0,0,12,0,3,0,3,0,0,0,6,0,0,0,0,0,0,0,3,25,14,20,11,11,5,0,85,0,0,0,0,0,0,0,0,23,23,18,19,18,7,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,23,23,18,19,18,12,0,108
2100348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,12,7,7,0,0,0,0,24,0,0,0,0,0,0,0,0,12,14,7,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,4,3,3,0,0,0,19,0,0,0,0,0,0,0,0,5,8,8,3,0,0,0,31,18,16,10,3,3,0,0,56
2100349,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,12,3,3,0,3,0,36,0,0,0,0,0,0,0,0,15,15,3,0,0,3,0,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,7,3,0,5,0,0,32,0,0,0,0,0,0,0,0,12,8,3,0,13,0,0,38,24,20,6,3,12,7,0,80
2100350,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,3,7,3,0,0,32,0,0,0,0,0,0,0,0,18,8,3,7,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,10,18,10,4,3,6,3,0,49
2100351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,7,3,8,0,0,0,34,0,0,0,0,0,0,0,0,17,13,3,8,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,3,5,6,0,3,36,0,0,0,0,0,0,0,0,6,9,3,3,6,0,3,41,22,23,12,8,6,0,3,76
2100401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,5,17,20,10,10,12,3,0,75,0,0,0,0,0,0,0,0,26,28,10,10,10,3,0,85,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,5,0,4,0,0,29,0,0,0,0,0,0,0,0,7,8,5,6,4,0,0,30,35,35,10,15,19,3,0,119
2100402,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,3,5,0,4,31,0,0,0,0,0,0,0,0,17,13,0,3,5,0,4,42,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,6,3,5,4,0,0,32,0,0,0,0,0,0,0,0,14,5,3,7,6,0,0,40,33,19,4,11,7,3,4,81
