SA1_CODE_2021,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_3499_15_19_yrs,P_3000_3499_20_24_yrs,P_3000_3499_25_34_yrs,P_3000_3499_35_44_yrs,P_3000_3499_45_54_yrs,P_3000_3499_55_64_yrs,P_3000_3499_65_74_yrs,P_3000_3499_75_84_yrs,P_3000_3499_85ov,P_3000_3499_Tot,P_3500_more_15_19_yrs,P_3500_more_20_24_yrs,P_3500_more_25_34_yrs,P_3500_more_35_44_yrs,P_3500_more_45_54_yrs,P_3500_more_55_64_yrs,P_3500_more_65_74_yrs,P_3500_more_75_84_yrs,P_3500_more_85ov,P_3500_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
20101100118,0,0,4,0,6,0,5,0,0,20,0,0,6,4,4,0,4,0,0,14,0,0,4,3,9,4,3,0,0,26,0,0,0,10,8,3,6,0,0,16,0,0,3,3,3,3,0,0,0,18,0,0,0,0,7,3,0,0,0,14,0,0,0,4,10,5,0,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,3,5,0,5,37,10,22,46,62,29,24,19,0,251
20101100119,0,14,0,6,3,11,3,0,0,37,0,4,10,11,15,20,4,3,0,70,0,0,4,10,21,9,0,0,0,45,0,0,6,6,12,3,0,0,0,35,0,0,4,15,7,6,0,5,0,39,0,0,9,8,16,8,0,0,0,35,0,0,8,17,22,10,3,0,0,59,0,0,0,11,8,3,0,0,0,18,0,0,3,8,17,5,0,0,0,29,0,0,8,0,4,3,0,0,0,10,92,39,64,112,144,83,37,18,0,590
20101100120,0,0,13,6,8,6,0,0,0,32,0,5,16,14,3,9,4,0,0,48,0,3,11,25,8,6,7,0,0,58,0,0,5,16,12,3,0,0,0,31,0,0,0,16,7,5,0,0,0,23,0,0,3,6,0,3,0,0,0,11,0,0,12,16,9,0,0,0,0,37,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,8,5,5,3,5,4,0,0,0,0,18,57,32,76,114,65,44,35,17,3,445
20101100121,0,7,3,6,6,3,0,5,0,30,0,6,6,9,3,0,0,5,0,25,0,4,14,9,6,12,3,0,0,50,0,0,7,11,11,11,0,0,0,41,0,0,4,18,10,5,0,0,0,44,0,0,3,16,12,3,0,0,0,35,0,0,10,20,10,6,4,0,0,45,0,0,0,3,8,4,0,0,0,16,0,0,0,5,0,0,0,0,0,11,3,0,5,0,0,5,0,5,0,13,67,41,53,107,89,76,46,34,4,522
20101100124,0,4,0,8,0,0,4,5,0,28,0,3,0,9,12,6,0,4,0,32,0,9,0,0,14,5,0,0,0,26,0,0,0,0,8,4,0,0,0,24,0,0,3,10,7,4,0,0,0,28,0,0,0,3,6,0,0,0,0,10,0,0,0,17,17,10,0,0,0,47,0,0,0,0,0,0,0,0,0,10,0,0,0,5,3,4,0,0,0,14,7,3,0,0,5,0,0,0,0,16,57,33,12,66,85,50,28,22,5,355
20101100125,3,4,4,5,6,6,4,0,0,41,0,11,4,6,5,3,8,0,0,38,0,0,10,6,4,9,3,0,0,42,0,0,8,7,8,6,3,0,0,36,0,0,0,11,16,7,0,0,0,38,0,0,5,4,7,0,0,0,0,18,0,0,3,12,8,3,0,0,0,29,0,0,0,3,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,3,0,4,0,0,5,0,22,56,28,51,90,81,65,47,9,4,435
20101100126,0,0,0,5,7,9,10,3,4,45,0,0,0,3,3,0,14,9,0,33,0,3,0,8,10,12,17,9,0,50,0,5,9,8,8,8,3,3,0,46,0,0,5,6,10,7,5,5,0,32,0,0,9,4,4,14,4,4,0,32,0,0,3,14,25,13,0,0,0,56,0,0,0,3,4,6,3,0,0,16,0,0,0,14,21,7,0,0,0,52,0,0,4,4,0,3,4,0,0,17,45,27,40,75,98,106,99,50,11,555
20101100127,0,4,6,8,7,4,0,0,0,29,0,8,13,5,3,7,0,0,0,38,0,11,15,4,11,9,0,0,0,52,0,0,23,15,4,0,0,0,0,49,0,0,10,11,4,5,0,0,0,32,0,0,11,6,5,0,0,0,0,28,0,0,22,14,7,0,0,0,0,44,0,0,4,8,0,3,0,0,0,14,0,0,0,6,3,5,0,0,0,14,0,4,0,8,0,0,0,0,0,13,44,53,133,95,53,41,25,6,0,440
20101100128,0,0,5,0,5,0,0,5,0,23,0,3,4,0,4,5,0,4,0,22,0,0,13,6,5,3,0,0,0,29,0,3,4,6,6,0,0,0,0,21,0,0,3,10,5,0,0,0,0,14,0,0,9,0,3,0,0,0,0,17,0,0,7,9,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,24,17,55,52,43,22,28,28,4,286
20101100129,0,3,4,4,5,0,10,0,0,26,0,7,13,14,12,3,6,0,0,56,3,5,15,15,10,5,3,0,0,50,0,0,6,5,6,5,0,0,0,26,0,0,10,3,6,4,0,0,0,27,0,0,4,9,3,5,0,0,0,19,0,0,7,12,14,0,0,0,0,27,0,0,0,4,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,4,5,9,0,3,5,0,0,0,19,24,42,92,81,59,23,32,15,0,372
20101100130,0,4,6,6,0,0,0,0,0,13,0,0,8,5,3,0,0,0,0,29,0,7,6,10,3,0,0,0,0,27,0,0,6,9,0,0,0,0,0,17,0,0,7,10,8,6,0,0,0,26,0,0,4,15,4,4,0,0,0,23,0,0,3,5,3,3,0,0,0,17,0,0,5,5,0,0,0,0,0,9,0,0,3,3,5,0,0,0,0,13,0,0,3,0,0,0,0,0,0,4,17,24,64,65,28,25,14,0,0,235
20101100131,0,3,0,0,3,5,4,0,0,15,0,0,3,3,4,3,0,0,0,18,0,8,7,3,0,0,4,0,0,21,0,0,4,0,0,0,0,0,0,15,0,0,4,11,0,0,0,0,0,20,0,0,5,8,0,0,0,0,0,18,0,0,13,10,12,5,0,0,0,43,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,8,25,16,49,72,34,35,43,17,0,283
20101100132,0,12,14,13,4,7,5,0,0,57,4,21,33,7,3,3,0,0,0,68,0,6,34,30,10,6,3,0,0,93,0,5,26,21,12,9,0,0,0,79,0,3,24,9,7,4,0,0,0,48,0,0,9,15,8,4,0,0,0,36,0,0,8,22,9,0,0,3,0,47,0,0,0,3,4,0,0,0,0,3,0,3,0,5,4,0,0,0,0,10,8,0,0,9,3,0,0,0,0,27,68,89,176,170,85,50,43,25,3,716
20101100133,0,4,4,4,0,0,0,0,0,17,0,3,12,3,5,4,0,0,0,31,0,0,8,11,7,3,0,0,0,31,0,7,12,8,5,0,0,0,0,34,0,0,3,9,3,0,0,0,0,21,0,0,4,10,3,0,0,0,0,15,0,0,8,4,5,0,0,0,0,18,0,0,0,0,3,0,0,0,0,10,0,0,0,4,0,0,0,0,0,3,0,0,9,3,5,0,0,0,0,11,29,36,69,74,56,22,18,10,4,311
20101100134,0,0,0,4,0,0,3,4,0,15,0,0,0,0,0,0,3,4,0,10,0,0,5,4,3,0,0,0,0,14,0,0,3,0,0,0,0,0,0,8,0,0,5,5,0,0,0,0,0,14,0,0,0,3,4,0,0,0,0,4,0,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,8,0,10,6,9,22,27,19,13,43,46,4,190
20101100135,0,7,11,16,3,4,0,0,0,34,3,7,8,7,0,3,0,0,0,29,0,10,19,5,5,0,0,0,0,43,0,0,8,9,5,6,0,0,0,33,0,0,9,12,4,0,0,0,0,32,0,0,5,7,4,3,0,0,0,20,0,0,7,14,7,4,0,0,0,27,0,0,0,3,3,0,0,0,0,7,0,0,6,3,3,4,0,0,0,16,0,0,0,5,0,3,0,0,0,6,21,43,85,89,43,38,15,9,0,346
20101100136,0,4,7,8,3,0,0,0,0,22,4,5,20,7,3,4,0,0,0,45,0,5,20,15,4,3,0,0,0,44,0,9,15,13,9,0,0,0,0,46,0,4,9,19,7,4,0,0,0,43,0,0,11,14,7,3,0,0,0,27,0,0,18,21,15,5,0,0,0,60,0,0,0,3,0,0,0,0,0,4,0,0,0,5,3,0,0,0,0,6,0,0,7,3,6,0,0,0,0,15,42,49,126,135,60,32,27,6,0,473
20101100137,0,5,4,9,0,0,0,0,0,22,0,9,7,10,3,0,6,0,0,32,0,4,12,5,5,7,0,0,0,35,0,6,6,0,11,0,0,0,0,25,0,0,9,3,11,6,0,0,0,33,0,0,4,4,5,3,0,0,0,19,0,0,8,9,10,0,0,0,0,32,0,0,0,0,3,0,0,0,0,6,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,4,7,0,0,14,27,39,81,70,62,36,35,7,0,354
20101100138,0,10,10,6,4,0,0,0,0,30,0,4,14,14,9,0,0,0,0,46,0,3,20,9,3,3,0,0,0,45,0,9,24,9,3,3,0,0,0,39,0,7,20,9,5,3,0,0,0,46,0,7,21,4,4,0,0,0,0,28,0,4,19,14,4,0,0,0,0,37,0,0,3,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,10,24,60,172,80,36,18,10,0,0,407
20101100139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100140,0,0,0,3,0,6,5,0,0,23,0,5,3,5,4,9,3,3,0,32,0,3,0,3,10,10,9,8,0,43,0,3,0,4,6,0,0,0,0,17,0,0,6,9,3,7,0,0,0,25,0,0,3,16,5,4,0,0,0,28,0,0,11,18,25,9,4,0,0,66,0,0,3,4,7,0,0,0,0,19,0,0,4,11,11,3,0,0,0,34,0,5,0,3,0,3,0,0,0,13,49,19,47,96,85,56,47,27,5,437
20101100141,0,0,0,4,3,0,3,6,0,14,3,3,0,6,3,10,0,0,0,24,0,4,3,3,9,3,0,0,0,16,0,0,4,3,8,0,0,0,0,13,0,0,0,5,3,0,3,0,0,20,0,0,3,0,3,3,0,0,0,6,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,5,0,4,0,6,0,15,36,13,20,38,40,42,22,11,0,228
20101100142,0,0,0,7,0,0,0,0,0,14,0,0,11,9,5,0,0,0,0,25,0,0,10,11,10,0,0,0,0,28,0,0,5,17,0,0,0,0,0,23,0,0,9,0,5,0,0,0,0,14,0,0,3,11,5,0,0,0,0,18,0,0,0,14,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,0,0,0,17,16,10,52,78,37,15,7,4,0,216
20101100201,7,0,3,0,9,9,6,7,0,43,0,4,5,7,9,3,4,6,0,40,0,6,10,3,10,8,0,0,0,38,0,0,9,10,6,13,3,0,0,41,0,0,7,3,7,6,0,0,0,27,0,0,3,3,9,3,0,0,0,24,0,0,3,3,14,8,0,0,0,24,0,0,0,0,3,3,4,0,0,11,0,0,0,0,8,12,3,0,0,19,0,0,7,0,0,6,0,4,0,11,56,25,51,39,95,76,54,52,4,450
20101100202,0,0,0,3,3,0,9,3,0,25,0,0,0,0,3,6,0,5,0,21,0,0,6,4,9,3,4,0,0,22,0,0,0,0,4,5,3,0,0,16,0,0,0,3,3,7,0,3,0,24,0,0,0,4,3,7,4,0,0,17,0,0,0,7,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,9,0,0,0,0,0,0,3,6,3,14,30,10,14,27,39,49,54,50,8,278
20101100203,0,0,0,3,0,8,5,3,3,27,0,0,6,0,7,3,5,0,0,19,0,3,3,3,14,7,6,3,0,46,0,0,3,8,4,12,4,0,0,25,0,0,3,0,0,0,3,4,0,14,0,0,0,0,4,5,0,0,0,18,0,0,0,0,7,11,0,0,0,18,0,0,0,0,4,0,0,0,0,8,0,0,0,3,5,10,4,0,0,11,4,0,3,0,3,3,0,0,0,6,31,18,33,37,60,64,62,33,11,344
20101100204,0,0,0,3,0,3,11,5,3,30,0,5,4,6,3,4,5,8,0,40,0,0,6,7,12,13,4,3,0,44,0,0,3,0,7,3,0,0,0,21,0,0,0,3,6,4,0,0,0,23,0,0,0,3,8,5,0,0,0,18,0,0,6,5,10,20,0,3,0,45,0,0,0,0,5,0,0,0,0,5,0,0,0,3,4,3,0,0,0,15,0,0,3,3,0,0,0,9,0,17,38,21,40,47,69,80,75,88,22,478
20101100205,0,5,0,4,3,3,5,6,0,36,0,4,10,6,3,9,4,4,0,38,0,0,14,3,4,12,4,0,0,35,0,3,7,4,8,5,4,0,0,34,0,0,8,7,5,5,0,0,0,27,0,0,4,9,0,3,0,0,0,22,0,0,5,7,15,0,0,0,0,33,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,10,0,0,0,6,5,0,8,3,6,20,30,29,68,77,58,61,59,42,14,434
20101100206,5,3,0,0,0,3,0,4,0,21,0,3,5,3,4,6,3,0,0,17,0,3,0,4,3,0,3,0,0,16,0,0,4,0,0,5,5,0,0,18,0,0,9,5,0,0,4,0,0,18,0,0,0,0,4,0,6,0,0,18,0,0,0,8,12,6,0,0,0,34,0,0,0,0,5,7,0,0,0,8,0,0,0,8,12,0,7,3,0,27,11,0,0,0,4,0,0,0,0,16,157,17,15,37,61,33,38,25,7,384
20101100207,0,0,0,0,4,3,0,3,0,23,0,0,0,0,4,10,8,0,0,17,0,3,0,7,4,3,4,0,0,32,0,0,0,0,3,3,0,0,0,15,0,0,0,5,3,6,0,0,0,19,0,0,0,5,7,3,0,0,0,15,0,0,4,9,17,8,0,0,0,30,0,0,0,0,3,0,0,0,0,9,0,0,0,5,4,0,0,0,0,12,3,0,5,0,5,0,8,0,0,21,26,15,18,39,72,36,55,23,7,296
20101100208,0,0,5,4,0,6,3,4,0,25,0,0,0,0,4,0,8,4,0,24,0,0,0,0,4,14,15,12,0,47,0,0,5,0,8,8,6,3,4,34,0,0,0,4,4,12,3,4,0,28,0,0,0,3,0,3,6,6,0,19,0,0,0,9,13,7,15,6,0,51,0,0,0,3,3,13,0,0,0,21,0,0,0,11,23,15,11,3,0,67,0,0,0,3,7,4,9,4,6,31,50,14,21,44,79,96,103,66,26,497
20101100209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101100211,0,5,5,4,5,3,13,0,0,30,0,9,0,3,10,3,0,0,0,26,0,3,8,12,4,10,0,0,0,39,0,4,11,6,7,4,0,4,0,36,0,0,9,9,8,8,0,0,0,32,0,0,0,7,6,10,3,0,0,24,0,0,4,14,9,10,0,0,0,36,0,0,0,0,7,4,0,0,0,11,0,0,0,0,3,3,0,0,0,7,0,3,4,0,0,0,0,3,0,13,23,37,62,54,63,71,46,27,4,391
20101100212,0,0,0,0,0,9,9,4,0,27,0,5,0,5,0,3,0,7,3,17,0,0,0,4,5,6,0,0,0,25,0,0,3,4,4,7,3,0,0,17,0,0,0,0,8,3,0,0,0,12,0,0,0,3,6,0,0,0,0,7,0,0,0,4,0,3,0,0,0,15,0,0,0,4,0,4,0,0,0,6,0,0,0,0,3,0,0,0,0,7,0,0,6,9,4,5,10,4,0,43,15,14,36,45,41,50,47,31,10,290
