game_id,season,season_type,game_date,game_date_time,team_id,team_uid,team_slug,team_location,team_name,team_abbreviation,team_display_name,team_short_display_name,team_color,team_alternate_color,team_logo,team_home_away,team_score,team_winner,assists,blocks,defensive_rebounds,fast_break_points,field_goal_pct,field_goals_made,field_goals_attempted,flagrant_fouls,fouls,free_throw_pct,free_throws_made,free_throws_attempted,largest_lead,offensive_rebounds,points_in_paint,steals,team_turnovers,technical_fouls,three_point_field_goal_pct,three_point_field_goals_made,three_point_field_goals_attempted,total_rebounds,total_technical_fouls,total_turnovers,turnover_points,turnovers,opponent_team_id,opponent_team_uid,opponent_team_slug,opponent_team_location,opponent_team_name,opponent_team_abbreviation,opponent_team_display_name,opponent_team_short_display_name,opponent_team_color,opponent_team_alternate_color,opponent_team_logo,opponent_team_score
401327890,2021,3,2021-06-01,2021-06-01T23:30:00Z,2,s:40~l:46~t:2,boston-celtics,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/bos.png,away,109,FALSE,18,12,31,9,43.5,40,92,0,21,78.3,18,23,6,13,50,3,0,0,27.5,11,40,44,0,11,13,11,17,s:40~l:46~t:17,brooklyn-nets,Brooklyn,Nets,BKN,Brooklyn Nets,Nets,000000,ffffff,https://a.espncdn.com/i/teamlogos/nba/500/bkn.png,123
401327877,2021,3,2021-05-30,2021-05-30T23:00:00Z,2,s:40~l:46~t:2,boston-celtics,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/bos.png,home,126,FALSE,24,4,23,12,44,37,84,0,21,90.5,38,42,9,11,32,8,1,2,35,14,40,34,2,11,18,10,17,s:40~l:46~t:17,brooklyn-nets,Brooklyn,Nets,BKN,Brooklyn Nets,Nets,000000,ffffff,https://a.espncdn.com/i/teamlogos/nba/500/bkn.png,141
401327876,2021,3,2021-05-28,2021-05-29T00:30:00Z,2,s:40~l:46~t:2,boston-celtics,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/bos.png,home,125,TRUE,21,3,33,9,50.6,45,89,0,25,82.6,19,23,17,13,36,5,1,0,41,16,39,46,0,14,15,13,17,s:40~l:46~t:17,brooklyn-nets,Brooklyn,Nets,BKN,Brooklyn Nets,Nets,000000,ffffff,https://a.espncdn.com/i/teamlogos/nba/500/bkn.png,119
401327875,2021,3,2021-05-25,2021-05-25T23:30:00Z,2,s:40~l:46~t:2,boston-celtics,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/bos.png,away,108,FALSE,23,4,28,15,42.4,39,92,0,20,78.3,18,23,1,15,48,10,2,0,35.3,12,34,43,0,17,26,15,17,s:40~l:46~t:17,brooklyn-nets,Brooklyn,Nets,BKN,Brooklyn Nets,Nets,000000,ffffff,https://a.espncdn.com/i/teamlogos/nba/500/bkn.png,130
401327714,2021,3,2021-05-22,2021-05-23T00:00:00Z,2,s:40~l:46~t:2,boston-celtics,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/bos.png,away,93,FALSE,19,12,29,12,36.9,31,84,0,18,76.9,20,26,12,11,34,6,0,0,36.7,11,30,40,0,12,18,12,17,s:40~l:46~t:17,brooklyn-nets,Brooklyn,Nets,BKN,Brooklyn Nets,Nets,000000,ffffff,https://a.espncdn.com/i/teamlogos/nba/500/bkn.png,104
401307887,2021,2,2021-05-16,2021-05-16T17:00:00Z,2,s:40~l:46~t:2,boston-celtics,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/bos.png,away,92,FALSE,19,6,37,16,40.7,35,86,0,19,73.3,11,15,3,9,40,4,0,0,26.8,11,41,46,0,12,12,12,18,s:40~l:46~t:18,new-york-knicks,New York,Knicks,NY,New York Knicks,Knicks,225EA8,f58426,https://a.espncdn.com/i/teamlogos/nba/500/ny.png,96
401307877,2021,2,2021-05-15,2021-05-15T18:00:00Z,2,s:40~l:46~t:2,boston-celtics,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/bos.png,away,124,TRUE,27,6,35,5,48.4,46,95,0,24,77.8,14,18,23,9,50,8,1,0,42.9,18,42,44,0,15,21,14,16,s:40~l:46~t:16,minnesota-timberwolves,Minnesota,Timberwolves,MIN,Minnesota Timberwolves,Timberwolves,0E3764,c4ced3,https://a.espncdn.com/i/teamlogos/nba/500/min.png,108
401307853,2021,2,2021-05-12,2021-05-13T00:00:00Z,2,s:40~l:46~t:2,boston-celtics,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/bos.png,away,94,FALSE,14,8,33,5,35.6,36,101,0,23,71.4,10,14,3,13,48,9,0,0,29.3,12,41,46,0,7,7,7,5,s:40~l:46~t:5,cleveland-cavaliers,Cleveland,Cavaliers,CLE,Cleveland Cavaliers,Cavaliers,061642,fdbb30,https://a.espncdn.com/i/teamlogos/nba/500/cle.png,102
401307840,2021,2,2021-05-11,2021-05-11T23:30:00Z,2,s:40~l:46~t:2,boston-celtics,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/bos.png,home,121,FALSE,31,5,29,12,52.3,46,88,0,21,64.7,11,17,6,3,42,8,0,1,48.6,18,37,32,1,11,15,11,14,s:40~l:46~t:14,miami-heat,Miami,Heat,MIA,Miami Heat,Heat,000000,000000,https://a.espncdn.com/i/teamlogos/nba/500/mia.png,129
401307826,2021,2,2021-05-09,2021-05-09T17:00:00Z,2,s:40~l:46~t:2,boston-celtics,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/bos.png,home,124,FALSE,29,3,28,20,54.2,45,83,0,22,80,20,25,0,6,52,7,0,0,36.8,14,38,34,0,14,18,14,14,s:40~l:46~t:14,miami-heat,Miami,Heat,MIA,Miami Heat,Heat,000000,000000,https://a.espncdn.com/i/teamlogos/nba/500/mia.png,130
401307810,2021,2,2021-05-07,2021-05-07T23:30:00Z,2,s:40~l:46~t:2,boston-celtics,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/bos.png,away,99,FALSE,19,8,36,9,40.7,35,86,0,15,78.3,18,23,4,11,44,5,1,2,28.2,11,39,47,2,14,20,13,4,s:40~l:46~t:4,chicago-bulls,Chicago,Bulls,CHI,Chicago Bulls,Bulls,000000,000000,https://a.espncdn.com/i/teamlogos/nba/500/chi.png,121
401307794,2021,2,2021-05-05,2021-05-05T23:00:00Z,2,s:40~l:46~t:2,boston-celtics,Boston,Celtics,BOS,Boston Celtics,Celtics,006532,f1f2f3,https://a.espncdn.com/i/teamlogos/nba/500/bos.png,away,132,TRUE,28,9,36,22,53.1,51,96,0,23,75,9,12,36,9,50,8,0,0,46.7,21,45,45,0,11,9,11,19,s:40~l:46~t:19,orlando-magic,Orlando,Magic,ORL,Orlando Magic,Magic,0860A8,c4ced3,https://a.espncdn.com/i/teamlogos/nba/500/orl.png,96
