UCL_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
UCL215070,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,7,12,5,11,8,9,0,0,58,0,3,5,6,3,0,3,0,16,0,13,3,0,8,4,0,0,31,0,4,0,0,0,0,0,0,10,0,0,0,3,3,3,0,0,9,0,8,7,3,3,0,0,0,19,0,3,3,3,0,4,0,0,19,0,0,0,0,0,0,0,0,0,4,0,4,3,3,4,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,26,36,16,28,37,23,13,13,196,37,94,49,61,62,53,20,13,386,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,6,3,12,10,3,13,8,4,0,50,4,5,5,3,11,3,3,0,31,7,18
UCL215071,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,9,10,18,24,37,41,35,17,6,177,6,13,0,12,9,6,5,0,55,7,11,4,10,3,7,0,0,41,0,4,3,0,3,3,3,0,15,3,3,8,0,6,4,0,0,27,4,6,5,7,4,3,3,3,44,4,3,3,0,3,3,0,0,15,3,0,3,0,0,0,3,0,6,3,3,5,0,9,3,0,0,23,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,9,8,3,5,13,29,17,24,15,123,46,60,76,76,117,84,61,27,547,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,8,7,22,16,27,20,18,10,7,118,7,10,12,8,11,12,7,0,71,4,14
UCL215072,4,0,3,0,3,5,0,0,17,0,3,11,3,0,0,0,0,17,28,42,66,85,72,38,17,3,354,7,26,23,25,11,11,0,0,106,0,4,9,11,7,0,0,0,30,0,3,0,11,5,0,0,0,24,0,3,9,12,14,7,0,0,43,3,6,21,21,16,11,3,0,76,4,3,3,13,7,5,0,0,42,3,4,3,3,3,3,0,0,22,3,4,12,11,3,3,0,0,38,0,0,0,0,0,0,0,0,0,0,3,3,5,4,0,0,0,18,27,18,24,19,20,22,5,3,141,87,134,181,212,172,100,33,10,925,0,3,8,3,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,8,4,0,0,0,0,17,0,3,3,0,0,0,0,0,6,0,0,6,0,0,0,0,0,8,7,29,24,29,18,9,6,3,131,8,16,33,25,17,12,4,0,116,9,34
UCL215073,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,7,20,17,17,19,13,8,4,109,6,10,5,9,8,7,0,0,47,3,0,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,10,3,5,7,4,4,0,0,0,23,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,0,5,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,5,11,12,10,8,3,0,62,27,65,51,41,53,32,17,7,297,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,7,0,14,3,9,20,3,3,0,45,0,7,4,0,4,6,3,0,20,8,15
UCL215074,0,3,0,0,3,0,0,0,14,0,0,3,0,3,0,0,0,6,4,21,27,28,26,22,14,3,149,4,9,8,3,14,11,3,0,50,0,3,10,10,8,4,3,3,36,0,4,3,6,3,0,0,0,10,0,0,0,0,9,6,4,0,26,0,6,4,7,12,6,4,0,43,0,3,3,5,4,6,0,0,19,0,3,0,0,3,0,0,0,7,0,7,10,3,9,6,0,0,31,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,4,6,11,12,19,17,17,9,88,27,64,89,73,108,79,50,13,500,0,3,3,4,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,3,3,4,7,3,0,0,0,0,16,0,10,14,13,21,13,5,4,79,0,7,8,13,26,15,7,0,68,6,14
UCL215075,0,4,0,0,0,4,0,0,7,0,0,0,0,0,3,0,0,0,3,3,9,12,20,15,15,5,88,0,11,7,12,14,6,6,0,56,0,3,0,0,4,0,3,0,14,0,5,0,0,0,0,0,0,7,0,3,3,0,5,4,0,0,20,0,0,8,3,3,10,3,0,36,0,0,3,0,3,0,0,0,11,3,0,0,0,0,0,0,0,4,3,3,5,3,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,6,12,8,8,6,8,48,16,36,44,44,63,60,43,17,325,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,3,0,8,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,0,0,8,5,5,10,10,8,9,3,3,57,0,5,3,7,10,10,5,0,47,3,13
UCL215076,0,0,0,0,0,0,0,0,3,0,3,6,3,4,0,0,0,12,5,33,32,39,22,11,0,0,143,14,25,16,17,7,0,0,0,89,0,9,5,8,5,0,0,0,24,0,0,0,3,0,0,0,0,6,0,0,0,0,3,6,0,0,10,0,7,4,0,4,5,3,0,26,3,3,0,3,0,0,0,0,15,0,0,3,3,0,0,0,0,8,3,3,3,5,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,10,9,11,6,3,0,0,46,41,90,90,93,66,32,7,0,414,0,3,3,0,3,0,0,0,5,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,7,11,21,15,6,9,4,0,68,7,12,15,4,8,7,0,0,52,8,19
UCL215077,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,10,11,13,8,13,22,25,13,5,107,6,8,4,5,7,7,3,0,41,0,10,6,8,7,7,3,0,41,0,3,3,0,3,0,0,0,7,0,3,0,0,3,0,0,0,8,0,9,6,0,3,3,0,0,27,0,0,3,3,0,0,3,0,18,0,0,0,0,0,0,0,0,4,6,10,0,3,7,3,0,0,23,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,5,0,8,13,4,4,8,8,13,9,11,62,36,62,44,52,60,62,38,9,362,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,6,12,7,15,20,7,0,0,74,0,7,6,6,11,9,4,6,45,5,13
UCL215078,0,0,3,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,8,29,23,17,35,26,4,0,141,0,16,13,7,9,4,9,0,63,0,3,8,3,6,3,0,0,15,0,3,0,4,3,0,0,0,14,0,3,0,0,4,3,0,0,14,0,10,5,8,11,0,0,0,34,0,3,3,3,3,0,0,0,18,0,3,0,0,0,0,0,0,5,0,3,6,3,4,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,14,10,6,13,10,3,76,30,84,75,45,84,53,31,8,413,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,8,0,0,0,0,0,0,0,0,3,4,0,0,0,3,3,0,0,17,5,10,14,8,14,9,3,0,64,3,12,11,6,14,14,7,0,68,3,22
UCL215079,0,0,5,4,3,3,0,0,21,3,5,6,0,0,0,0,0,19,18,44,51,53,46,35,20,12,279,8,20,13,15,7,8,8,3,76,4,21,14,13,3,0,8,0,61,0,6,5,4,4,0,0,0,24,0,4,3,4,10,12,4,0,36,0,23,15,14,14,0,0,0,67,7,4,10,3,12,7,3,0,44,0,4,3,0,0,0,0,0,6,0,12,8,8,9,8,3,0,45,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,14,32,17,20,28,31,35,24,9,191,76,162,155,148,147,111,62,25,887,0,0,9,3,5,0,0,0,26,0,0,0,0,0,0,0,0,4,0,0,9,3,0,0,0,0,14,0,3,0,0,0,0,0,0,3,0,5,0,3,3,0,0,0,16,14,23,16,41,20,25,9,3,149,8,30,24,18,23,10,6,0,119,9,30
UCL215080,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,8,5,9,21,17,15,12,11,0,100,6,9,3,5,8,3,5,0,48,0,3,6,11,3,3,3,0,30,0,4,7,3,3,0,0,0,22,0,3,7,0,7,3,0,0,27,0,3,5,3,3,0,0,0,23,3,0,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,8,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,19,10,7,15,22,28,17,7,131,43,56,62,63,73,57,39,14,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,14,8,11,17,5,5,7,69,3,7,6,8,14,8,4,0,46,4,10
UCL215081,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,4,7,23,9,17,11,16,13,3,102,4,3,6,3,0,3,0,0,15,4,0,3,6,4,0,0,0,20,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,7,3,0,3,0,0,0,14,0,4,3,0,0,0,0,0,15,0,4,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,0,8,6,10,5,3,55,27,51,33,39,36,35,25,8,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,10,3,8,8,3,0,3,46,0,12,0,0,4,0,0,0,22,4,4
UCL215082,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,18,24,19,21,13,3,0,95,0,10,17,5,3,3,4,0,45,0,3,3,0,0,0,0,0,7,0,0,6,0,0,0,0,0,8,0,0,3,0,0,4,0,0,8,0,0,3,3,3,0,0,0,11,0,0,5,3,0,0,0,0,7,3,0,0,0,0,0,0,0,3,0,0,3,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,15,13,13,3,3,65,18,32,69,47,37,29,18,3,260,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,6,6,0,0,0,0,24,0,10,12,3,3,3,0,0,24,3,12
UCL215083,0,3,0,0,0,4,0,0,13,3,6,16,3,0,0,0,0,21,9,53,40,49,48,44,23,3,268,17,34,24,17,13,14,4,0,119,0,8,7,7,5,3,0,0,31,4,5,5,3,6,7,0,0,32,0,3,3,6,9,8,3,0,41,3,9,14,5,12,3,5,0,55,7,8,6,7,7,3,3,0,43,0,0,3,0,0,0,0,0,7,3,7,10,9,7,0,0,0,27,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,12,21,14,15,26,23,24,16,15,154,66,149,143,134,131,111,63,24,820,0,0,3,0,0,0,0,0,9,0,0,3,0,3,0,0,0,5,0,3,4,4,0,0,0,0,12,0,0,4,4,0,0,0,0,7,0,4,3,0,3,0,0,0,14,9,33,17,15,22,21,12,0,138,3,31,20,14,18,10,14,0,113,5,48
UCL215084,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,5,20,39,43,43,23,8,0,182,7,20,17,17,7,3,0,0,70,0,8,0,0,0,0,0,0,11,0,0,0,0,3,0,0,0,7,0,0,3,3,3,0,0,0,17,0,4,4,8,11,9,0,0,34,3,0,3,0,0,3,0,0,10,0,3,5,0,0,0,0,0,7,0,3,0,0,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,11,9,14,10,0,0,70,35,75,84,84,83,51,8,0,431,0,3,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,7,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,10,3,3,8,13,14,4,3,0,51,0,12,6,9,7,0,0,0,39,8,16
UCL215085,0,0,3,5,3,4,0,0,13,0,0,3,3,3,0,0,0,11,6,11,11,18,24,13,11,8,98,3,8,5,6,9,5,3,0,50,3,0,3,8,10,0,3,0,26,0,3,0,3,5,0,0,0,16,0,3,4,8,8,12,0,0,37,0,0,11,4,8,8,0,0,34,0,4,3,13,3,6,0,3,37,0,3,7,5,7,5,0,0,33,0,5,9,12,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,12,15,7,18,15,31,9,6,0,107,41,46,75,100,117,84,34,10,501,0,3,3,3,0,3,0,0,16,0,3,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,9,0,0,0,3,3,0,0,0,6,0,4,6,3,0,0,0,0,10,3,3,9,19,14,6,0,0,55,0,8,9,15,14,15,3,0,67,0,12
UCL215086,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,3,9,21,16,25,30,18,12,6,134,4,6,10,5,12,5,3,0,50,0,7,3,6,0,3,0,0,22,3,3,3,5,8,3,3,0,24,0,6,0,0,5,7,3,0,28,0,7,5,5,9,6,0,0,35,4,4,3,3,6,3,3,0,31,0,0,0,0,0,0,0,0,3,3,5,3,3,0,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,13,20,16,14,19,21,19,15,134,37,80,62,76,97,63,42,31,493,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,8,3,12,17,30,25,8,3,0,102,3,11,5,4,6,11,4,0,54,4,6
UCL215087,0,0,0,0,0,3,0,0,10,0,3,5,3,0,0,0,0,15,14,38,66,79,34,35,16,6,293,16,46,25,33,24,16,13,0,172,3,10,10,6,5,0,0,0,31,0,0,3,3,7,3,3,0,21,0,3,8,0,6,9,0,0,31,4,16,14,15,14,4,0,4,69,7,3,5,13,6,5,0,0,33,0,3,0,0,0,0,0,0,13,3,3,4,6,0,4,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,17,37,9,21,27,15,21,21,6,165,90,133,174,174,125,107,60,24,884,0,9,7,3,0,0,0,0,14,0,0,4,0,0,0,0,0,5,3,0,4,6,0,3,6,0,24,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,15,11,22,29,21,24,11,7,3,125,7,28,25,17,18,18,3,0,102,8,30
UCL215088,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,10,5,10,17,27,20,18,5,4,105,6,5,7,4,7,3,0,3,39,3,8,4,0,3,6,0,0,25,0,3,0,0,0,0,0,0,11,0,0,0,3,0,0,4,0,12,0,0,6,3,3,3,0,0,18,3,3,0,0,3,0,0,0,13,0,0,0,0,3,0,0,0,7,4,3,3,0,0,0,0,0,13,0,0,0,0,4,0,0,0,3,0,0,3,0,3,0,0,0,12,6,10,4,13,22,9,11,4,82,26,55,51,56,70,50,25,9,345,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,11,0,18,5,6,16,10,9,3,66,0,4,9,11,3,9,0,0,35,3,14
UCL215089,0,0,0,3,3,0,0,0,7,0,3,4,3,6,0,0,0,17,5,8,13,33,36,22,3,0,133,8,7,16,20,17,8,3,0,86,0,0,0,0,0,0,0,0,9,3,3,0,0,0,3,0,0,16,0,0,0,0,7,7,0,0,15,11,8,9,30,19,11,0,0,88,3,0,3,0,7,5,0,0,24,6,0,3,0,3,0,0,0,10,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,9,5,3,3,0,36,53,34,53,111,114,56,18,4,445,0,0,8,8,3,0,0,0,17,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,3,12,14,22,18,3,0,0,74,3,9,5,15,17,10,0,0,62,9,5
UCL215090,0,0,10,12,13,3,0,0,40,0,3,6,10,3,3,0,0,24,7,29,31,46,42,38,19,4,217,9,13,17,24,7,10,5,0,88,0,3,18,13,5,7,0,0,44,0,5,3,8,0,5,0,0,26,0,8,16,5,17,14,3,0,68,3,12,35,35,27,8,5,0,127,3,13,18,14,16,15,7,0,87,0,10,9,4,8,3,0,0,42,0,4,5,7,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,6,5,0,6,0,0,18,24,5,17,25,25,21,12,4,137,58,114,193,220,166,141,60,16,950,0,4,7,12,3,0,0,0,30,0,0,4,4,3,0,0,0,13,0,3,10,6,0,4,0,0,19,0,3,0,4,3,0,0,0,17,3,3,6,3,0,4,0,0,20,9,18,38,41,34,30,9,0,181,0,14,33,33,42,36,4,0,174,3,16
UCL215091,0,3,3,0,3,0,0,0,11,6,3,0,6,3,0,0,0,18,17,58,56,65,50,36,9,0,293,33,67,37,22,21,12,0,0,192,4,16,14,6,4,0,3,0,46,3,3,4,4,7,3,0,0,30,0,0,9,4,4,7,0,0,28,5,11,7,18,3,8,3,0,55,10,13,11,8,7,6,0,0,52,0,4,3,7,3,0,0,0,19,5,7,7,6,15,3,3,0,52,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,14,18,13,23,19,13,20,0,3,105,97,201,179,164,137,103,19,4,903,3,6,6,3,0,0,0,0,13,0,3,0,0,3,0,0,0,7,0,7,4,0,0,3,0,0,14,0,3,0,0,0,0,0,0,5,3,8,8,4,0,0,0,0,19,15,30,33,43,23,11,4,0,162,0,21,19,11,15,13,0,0,83,17,43
UCL215092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,20,4,19,30,10,5,3,108,8,11,11,9,6,4,3,0,42,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,14,0,3,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,7,12,4,7,13,6,3,70,28,58,33,50,59,32,13,7,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,9,3,5,5,7,0,0,28,0,4,4,5,5,4,0,0,22,4,15
UCL215093,0,0,3,0,0,0,0,0,14,3,0,3,0,0,0,0,0,6,5,31,38,27,21,16,13,0,160,11,29,24,11,9,7,7,0,95,4,11,12,6,0,0,0,0,27,0,0,0,4,0,0,0,0,10,0,9,8,3,4,4,0,0,26,0,12,8,11,7,13,3,0,60,3,3,5,6,3,3,0,0,19,3,7,3,0,0,0,0,0,10,3,5,4,10,0,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,14,15,15,18,11,6,8,0,81,46,119,133,94,64,59,31,4,543,0,4,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,7,0,7,3,3,0,0,0,0,14,3,21,18,19,9,4,0,0,75,3,20,18,12,19,14,0,0,81,3,17
UCL215094,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,11,21,36,42,25,28,12,7,175,13,39,13,20,13,14,4,0,118,3,6,14,8,4,0,0,0,40,0,3,0,3,0,4,0,0,14,0,3,0,6,11,5,0,3,31,0,6,12,11,5,9,0,0,41,0,3,0,8,3,0,0,0,26,0,0,0,0,7,3,0,0,14,3,8,10,6,3,3,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,15,7,21,13,12,17,5,112,45,110,104,136,85,88,40,11,625,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,4,3,3,0,3,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,9,3,16,19,22,13,15,0,3,92,3,18,16,17,25,5,6,0,92,6,20
UCL215095,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,3,0,16,10,9,23,14,6,0,87,0,17,5,3,9,3,0,0,38,0,4,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,10,6,0,3,0,0,16,3,3,0,0,0,3,0,0,8,0,3,0,0,0,0,0,0,4,0,4,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,10,3,6,5,4,3,3,43,21,59,38,33,43,38,14,3,248,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,13,6,10,9,7,0,0,44,0,10,3,5,8,7,3,0,34,4,10
UCL215096,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,4,8,18,10,22,18,20,11,8,122,4,16,3,3,10,4,4,0,50,0,7,0,0,3,0,0,3,17,0,4,0,0,3,0,0,0,13,0,4,0,3,9,3,4,0,23,0,5,5,0,3,3,3,0,23,0,3,3,8,11,0,0,0,18,0,0,0,0,3,0,3,0,6,0,0,3,3,3,5,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,3,3,15,14,18,12,80,24,60,41,46,72,61,44,19,376,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,8,0,10,7,9,12,16,8,0,57,0,4,4,6,15,9,8,0,50,3,14
