UCL_CODE_2016,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
UCL215054,0,0,6,0,0,4,0,3,0,15,0,0,9,0,0,0,3,13,4,31,3,4,25,0,0,3,11,20,3,67,5,3,24,3,7,3,13,10,0,68,11,8,24,0,5,5,17,8,0,77,0,3,19,4,0,0,15,14,3,63,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,19,19,106,8,15,15,61,71,10,331,0,0,0,3,0,7,0,0,0,15,4,0,5,6,3,5,0,7,0,24,0,10,4,14,12,3,0,9,0,51,0,9,0,6,10,3,0,8,0,41,3,12,10,22,11,4,0,7,0,68,0,5,3,19,14,9,0,7,0,63,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,36,16,80,45,29,3,41,0,267
UCL215055,0,0,0,3,0,5,0,7,0,21,0,0,14,0,0,0,0,0,0,27,16,4,22,3,0,0,12,8,0,72,11,9,25,3,3,3,9,5,4,71,18,14,31,3,4,0,15,3,0,91,11,7,16,6,0,0,5,7,0,56,0,3,0,0,0,0,0,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,49,118,22,11,16,38,49,4,353,0,0,0,3,0,8,0,0,0,17,0,0,0,12,3,3,0,0,0,28,4,18,7,5,9,6,0,9,3,59,3,26,5,11,12,7,0,0,0,58,10,16,0,11,21,12,0,6,0,83,7,15,3,15,14,3,0,9,3,69,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,81,16,53,60,39,3,21,11,310
UCL215056,0,0,3,3,0,0,0,3,0,6,7,4,5,0,0,0,0,3,0,20,0,4,9,0,0,3,4,8,6,35,6,4,17,0,0,3,0,5,0,39,3,3,17,4,0,0,8,7,0,40,10,0,11,4,3,4,12,8,0,44,8,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,12,60,10,3,13,29,36,10,202,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,15,0,3,0,3,5,5,0,4,0,26,3,3,4,8,13,0,0,0,0,34,0,4,0,9,11,8,0,15,0,43,4,5,3,8,5,5,0,4,0,39,5,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,5,40,36,20,4,28,5,181
UCL215057,0,0,7,3,0,3,0,0,0,9,0,0,8,0,0,0,0,3,0,15,4,4,14,6,4,3,0,6,0,46,13,19,26,10,4,0,10,6,0,82,16,10,21,10,8,3,7,13,0,86,18,11,18,3,10,3,9,6,0,80,12,6,3,5,0,0,4,5,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,57,50,97,31,19,14,32,40,5,347,0,0,0,6,0,12,0,0,0,22,0,3,0,3,4,0,0,0,0,14,6,14,3,12,6,3,0,4,0,46,9,31,5,12,13,9,0,5,0,84,20,15,7,13,10,11,0,12,0,85,6,15,4,15,14,14,0,13,0,76,3,3,0,3,9,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,78,20,61,50,52,4,38,3,345
UCL215058,0,0,3,0,0,12,0,14,0,32,0,0,18,5,4,0,8,6,0,44,9,9,40,4,0,3,14,23,3,103,7,10,26,7,3,3,9,21,6,94,20,6,27,11,3,6,37,17,3,131,8,6,23,12,3,3,30,19,0,111,4,7,9,0,0,0,9,5,0,28,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,60,39,141,38,18,31,106,102,16,547,0,0,0,12,0,30,0,3,0,49,0,0,3,17,0,3,0,7,0,35,8,27,4,18,15,13,0,9,0,79,8,21,5,23,13,12,0,9,0,98,9,20,9,23,32,23,5,18,0,147,6,18,7,18,22,12,4,17,3,107,0,0,0,4,0,0,0,3,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,35,89,32,111,89,87,15,67,5,531
UCL215059,0,0,3,0,0,3,0,12,0,22,3,0,11,3,0,0,0,16,0,29,7,8,29,0,0,0,3,15,0,65,15,0,19,9,0,0,9,8,0,66,19,3,17,6,0,7,6,21,3,81,24,4,18,6,6,3,20,12,3,91,7,4,0,3,0,3,6,6,0,21,7,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,79,18,102,27,16,17,47,89,10,395,0,0,0,3,0,7,0,3,0,17,0,4,0,5,4,0,0,7,0,19,6,16,13,9,5,3,0,3,0,59,7,19,3,9,15,9,0,5,0,66,6,11,6,12,13,10,0,15,0,72,6,8,5,8,19,3,0,5,0,62,4,3,0,3,3,3,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,61,24,51,57,39,3,41,4,323
UCL215060,0,0,10,0,0,3,0,10,0,25,0,0,6,0,0,4,0,7,0,24,11,6,13,0,3,3,3,15,0,60,10,3,7,0,4,4,10,14,4,52,7,10,13,0,4,0,6,19,0,57,13,8,9,0,3,0,8,11,0,60,7,3,5,0,4,0,3,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,34,59,6,15,22,33,77,5,303,0,0,0,0,0,15,0,3,0,18,0,7,3,6,4,5,0,0,0,25,4,19,0,10,15,3,0,0,4,57,3,12,0,9,8,5,0,3,0,48,0,11,3,10,16,3,0,12,3,59,3,11,3,6,11,6,0,0,0,45,6,4,0,8,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,19,65,12,52,56,40,4,26,5,271
UCL215061,0,0,4,0,0,0,0,14,0,18,0,8,11,0,3,3,6,14,0,45,7,10,27,0,0,0,8,31,0,88,16,3,11,3,0,3,14,24,0,65,13,3,15,0,4,3,14,17,0,69,10,10,17,3,0,4,10,18,0,74,8,0,3,0,0,0,4,0,0,15,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,57,29,83,12,10,20,46,123,4,389,0,0,0,0,0,5,0,7,0,23,0,8,4,4,5,7,0,4,0,33,0,21,0,11,15,3,0,6,0,55,7,14,3,11,10,12,0,6,0,54,13,11,3,20,17,3,0,13,0,80,13,14,0,12,12,0,0,19,0,64,3,3,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,28,62,12,63,64,34,0,57,10,326
UCL215062,0,0,15,3,0,9,0,17,0,45,3,0,36,4,0,4,8,12,3,78,16,8,41,5,8,8,17,24,3,134,18,10,21,8,3,10,21,36,4,126,21,17,27,11,3,7,23,25,3,139,27,8,17,6,10,11,33,29,0,142,5,11,5,0,0,11,14,6,0,53,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,97,54,161,33,22,55,114,156,16,722,0,3,0,13,3,21,0,7,0,47,0,6,3,15,8,17,0,6,4,63,6,31,10,26,24,18,3,9,3,131,10,33,3,20,22,12,0,13,0,124,15,29,4,31,31,22,7,23,0,160,10,25,3,25,27,10,3,30,0,126,3,3,0,3,4,3,0,3,0,29,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,42,132,30,139,123,106,14,87,6,679
UCL215063,3,0,4,0,0,5,0,3,0,17,3,0,11,0,0,3,0,4,0,23,11,3,13,0,0,6,9,15,0,50,3,8,12,3,0,0,4,9,0,47,9,3,11,10,3,0,18,21,0,70,12,7,11,0,5,3,15,15,0,65,3,3,3,4,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,42,21,57,24,9,23,45,67,5,289,0,0,0,3,3,11,0,3,0,17,0,0,3,6,4,0,0,0,0,23,3,7,9,11,4,4,0,6,0,41,0,13,5,12,10,6,0,4,3,52,3,7,0,21,20,11,0,14,0,71,8,4,5,22,18,7,0,11,0,76,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,43,24,78,52,42,0,34,3,288
UCL215064,0,0,3,0,0,0,0,0,0,6,0,5,13,0,0,3,4,3,0,24,7,6,10,0,0,0,6,5,0,41,12,3,8,0,0,4,10,0,0,33,11,0,9,8,0,0,10,5,0,38,11,3,8,3,3,0,14,9,0,58,12,0,6,0,0,0,3,3,0,18,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,52,17,53,11,8,7,45,23,0,215,0,0,0,0,0,3,0,3,0,4,0,3,0,6,0,0,0,0,0,12,3,5,0,3,7,0,0,5,0,27,4,8,0,4,8,3,0,3,0,32,7,9,3,7,9,7,0,6,0,51,0,10,0,11,3,3,3,11,0,37,8,0,0,4,3,0,0,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,34,6,41,35,19,4,27,0,181
UCL215065,0,0,6,4,0,8,0,9,0,33,3,3,18,3,0,3,3,3,0,36,10,8,24,8,0,6,4,6,0,68,15,9,27,9,3,9,13,14,0,94,25,15,27,17,3,3,8,14,7,118,19,18,26,5,7,8,14,19,0,120,14,6,7,0,4,10,4,4,0,46,0,7,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,83,61,141,42,22,42,48,78,5,523,0,0,3,10,0,8,0,3,0,30,4,3,0,8,3,6,0,0,0,24,4,14,3,21,9,10,0,0,0,66,6,23,8,22,17,5,0,8,4,88,12,27,6,24,23,17,0,15,4,131,10,35,4,26,32,12,0,7,0,126,0,13,0,7,6,3,0,4,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,39,110,23,120,92,68,7,42,7,503
UCL215066,0,0,9,3,0,13,0,8,0,32,3,0,9,4,0,7,0,6,0,34,3,15,22,3,4,3,4,5,0,63,12,38,19,9,8,3,0,14,3,112,34,36,33,10,6,12,7,13,4,158,41,62,27,5,13,9,12,14,7,183,25,37,10,0,6,4,4,3,4,88,0,3,4,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0,0,124,200,132,31,34,48,35,62,24,682,0,0,0,21,0,7,0,3,0,40,0,3,0,11,4,3,0,3,0,21,8,31,3,6,8,4,0,0,0,68,12,54,12,12,19,5,0,6,0,112,31,61,9,27,35,17,0,6,3,179,28,64,4,17,40,13,0,8,3,184,9,11,0,6,13,4,0,0,0,48,3,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,91,223,29,98,123,57,4,27,7,663
UCL215067,4,0,3,3,0,3,0,3,0,19,0,6,7,8,0,0,0,5,0,27,10,19,44,5,3,4,14,6,0,102,32,38,24,3,6,4,9,21,4,140,32,23,21,6,3,0,12,16,0,107,32,26,20,10,13,0,20,17,0,148,15,10,6,0,3,3,3,3,3,46,6,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,129,115,127,41,33,24,59,66,14,599,0,0,0,6,0,7,0,3,0,19,0,0,3,11,0,4,0,3,0,21,14,38,6,23,9,9,0,3,0,103,22,49,9,15,24,12,0,11,0,139,23,27,11,31,18,13,0,7,0,142,21,42,3,21,19,15,0,16,0,135,7,3,0,0,9,0,0,5,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,85,166,32,108,84,56,3,49,3,594
UCL215068,0,0,6,0,0,19,0,9,0,34,0,0,15,3,0,6,4,4,0,39,9,11,37,4,8,9,17,27,0,124,14,12,15,0,4,6,24,21,7,94,16,8,17,7,3,0,26,31,4,109,15,6,7,4,9,3,18,20,4,92,3,3,3,0,3,0,0,6,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,65,40,100,17,24,39,91,122,12,514,0,0,0,6,0,33,0,3,0,41,0,7,3,10,10,18,0,7,0,54,6,14,7,14,16,14,0,10,0,83,10,18,7,13,11,11,0,13,3,91,6,21,4,24,10,25,3,12,0,113,6,15,6,24,10,4,0,16,0,87,0,3,0,3,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,80,27,85,63,107,9,77,5,476
UCL215069,0,0,13,3,0,4,0,16,0,32,3,0,39,4,3,9,3,6,0,60,14,16,44,6,6,5,15,13,6,111,27,28,46,12,19,3,17,6,0,161,56,41,61,19,21,6,11,11,0,230,26,27,43,18,12,9,20,13,0,167,13,12,9,3,0,0,7,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,125,253,63,63,29,75,72,10,820,0,0,3,13,0,30,0,8,0,54,5,6,6,31,9,15,0,7,0,74,7,37,8,14,34,13,0,7,3,130,19,54,6,28,43,17,3,5,0,170,20,60,9,49,68,27,0,12,0,253,8,36,8,24,35,12,0,12,0,125,0,6,0,4,9,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,200,40,165,206,114,3,44,7,836
UCL215070,0,0,3,0,0,3,0,0,0,11,3,0,3,0,0,0,3,8,3,26,22,9,11,8,6,3,13,35,9,109,8,4,3,6,3,3,7,15,3,63,11,10,9,3,0,3,20,14,0,72,12,3,11,0,3,3,18,31,3,83,5,0,3,0,0,0,5,8,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,31,40,15,16,19,73,114,22,383,0,0,0,3,0,3,0,0,0,8,0,10,4,3,6,3,3,5,0,29,10,16,0,3,10,5,0,28,3,77,3,7,3,7,7,3,0,18,6,58,3,8,0,8,4,5,0,13,0,45,5,9,3,0,9,5,0,11,0,55,0,4,0,8,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,32,55,15,43,39,27,6,77,18,299
UCL215071,0,0,9,0,0,4,0,11,0,26,0,3,18,3,0,3,5,18,0,51,18,10,21,3,3,3,12,12,0,77,17,12,17,0,0,9,11,10,4,88,15,3,22,0,8,7,33,15,0,107,21,8,20,4,5,14,42,8,3,132,8,0,8,0,0,5,13,0,0,39,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,95,30,119,14,22,35,115,83,12,528,0,0,0,8,0,17,0,8,0,22,3,8,0,9,3,8,0,9,0,36,5,24,4,11,10,8,0,8,3,70,11,16,6,20,10,11,0,11,0,87,6,23,7,33,25,15,0,17,0,127,10,18,0,15,24,8,0,13,0,94,3,5,0,0,9,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,40,92,26,95,84,65,3,58,11,467
UCL215072,0,0,13,6,0,8,3,12,0,47,3,0,35,3,4,5,7,14,3,82,13,20,66,8,9,8,25,15,4,157,32,27,54,11,14,5,33,27,7,213,34,40,72,11,21,8,39,17,4,250,29,21,48,11,11,13,28,28,3,188,11,8,11,3,3,3,11,3,0,47,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,113,290,55,69,54,144,122,25,984,0,0,3,11,0,23,0,12,0,47,4,5,12,17,13,16,0,7,0,72,15,40,8,28,24,15,3,5,0,138,21,41,9,30,52,24,4,14,0,195,21,38,9,38,50,27,6,22,0,214,6,25,6,20,37,18,0,13,3,143,0,0,0,3,10,0,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,154,51,153,186,118,12,75,4,821
UCL215073,0,0,4,0,0,0,0,3,0,4,0,3,10,0,0,3,0,4,0,28,3,3,24,8,0,0,3,3,0,62,3,5,18,3,0,3,13,0,0,49,4,3,11,5,0,4,11,12,0,44,7,3,12,3,4,0,12,10,0,53,3,0,0,0,0,3,4,3,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,15,79,18,11,16,43,33,4,255,0,0,0,0,0,0,0,3,0,8,0,0,4,4,3,4,0,0,0,19,4,14,7,14,13,7,0,3,0,69,9,5,3,9,6,4,0,3,3,40,0,8,4,16,6,13,0,0,0,42,13,12,3,10,12,8,0,8,0,59,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,44,22,57,34,36,0,17,9,243
UCL215074,0,0,8,5,0,4,0,10,0,28,0,0,7,0,0,0,0,7,0,27,4,16,26,4,0,4,11,19,0,81,16,6,30,9,3,3,7,28,0,104,20,3,24,6,6,0,29,20,0,102,18,16,22,10,3,5,10,17,0,98,11,4,0,0,0,0,4,3,0,18,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,75,46,124,23,16,20,60,103,4,466,0,0,0,9,0,13,0,4,0,23,0,0,4,6,0,8,3,3,0,25,6,22,8,13,13,7,0,5,0,76,9,26,10,20,20,6,0,11,0,97,12,23,3,22,32,11,3,10,0,119,11,26,3,12,25,6,0,21,0,100,4,0,0,4,7,3,0,3,0,17,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,49,94,26,81,90,50,6,55,3,459
UCL215075,0,0,0,3,0,0,0,3,0,9,0,0,6,4,0,3,0,9,0,27,3,8,20,3,0,5,0,4,3,41,13,11,15,3,0,3,3,4,0,57,12,3,13,4,0,3,5,5,0,41,14,7,10,0,3,7,3,8,0,60,3,6,3,0,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,30,71,22,8,20,18,36,5,252,0,0,0,4,0,9,0,0,0,10,4,0,3,7,0,3,0,6,0,17,7,16,3,8,5,0,0,4,0,46,7,13,0,7,11,4,0,5,0,42,7,12,0,11,14,3,0,3,0,51,3,13,3,12,17,8,0,5,0,56,4,3,0,0,3,0,0,0,0,11,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,29,63,12,47,47,22,0,18,0,235
UCL215076,0,0,11,0,0,3,0,11,0,36,3,3,28,3,0,4,3,8,3,54,4,10,54,3,0,3,7,9,3,102,17,12,42,3,3,8,24,16,0,121,16,9,35,7,11,8,20,15,3,122,3,6,26,3,3,7,18,8,0,82,0,3,8,0,0,0,3,4,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,43,204,20,18,21,78,84,14,534,0,0,0,11,0,7,0,3,0,24,0,8,0,18,9,10,0,3,0,42,7,15,3,24,35,3,0,4,3,92,14,25,9,13,23,12,3,8,4,107,9,11,10,19,27,8,0,13,4,97,8,3,3,18,20,9,4,5,0,79,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,62,27,95,110,46,7,40,12,442
UCL215077,0,0,9,0,0,3,0,22,0,33,0,0,12,0,0,0,0,13,0,26,22,6,16,3,0,3,4,19,0,77,12,3,11,3,3,3,3,16,3,63,15,4,17,3,3,7,14,22,0,96,16,13,22,0,0,6,15,19,4,83,10,3,3,0,0,0,4,4,0,29,3,0,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,87,28,92,15,15,22,44,114,9,420,0,0,0,8,0,14,0,7,0,28,6,3,0,8,9,3,0,7,0,35,6,17,3,10,3,3,0,7,0,56,13,12,6,7,15,6,0,10,0,73,0,19,6,16,10,10,0,14,3,80,11,11,3,23,11,3,0,6,3,77,8,0,0,3,4,4,0,0,0,18,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,44,68,13,83,58,46,4,47,7,375
UCL215078,0,0,4,0,0,3,0,7,0,19,0,0,15,3,0,5,0,6,0,35,11,0,43,11,0,0,17,13,3,97,19,3,27,6,3,3,14,14,0,90,16,4,13,5,4,3,13,9,0,62,15,7,27,9,3,9,16,14,3,87,8,0,5,0,0,0,3,4,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,63,13,139,22,8,25,62,63,9,403,0,0,0,13,4,8,0,6,0,33,0,4,4,14,6,3,0,0,0,33,5,15,7,14,16,13,0,6,0,75,9,10,7,14,15,10,0,11,0,73,8,11,0,18,24,7,5,5,0,84,7,18,0,11,14,6,3,9,0,71,3,3,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,61,15,80,80,49,9,43,3,376
UCL215079,3,0,4,3,5,5,0,9,0,35,0,5,16,0,4,8,7,26,4,81,20,18,71,3,7,13,13,33,6,190,37,32,41,6,9,0,13,22,4,168,26,24,39,4,14,6,31,49,0,191,38,19,22,8,4,4,20,31,3,156,7,7,7,6,0,3,8,6,0,43,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,142,104,203,35,44,45,108,184,18,878,0,0,0,4,4,24,0,3,0,46,0,9,6,6,9,11,0,9,0,52,8,43,16,23,27,12,0,15,0,146,17,41,3,40,38,13,0,16,0,164,20,50,11,23,43,17,3,24,3,191,7,27,13,26,24,11,3,19,3,123,3,3,0,0,12,5,0,0,0,27,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,55,174,38,131,164,92,8,89,14,759
UCL215080,0,0,8,3,0,6,3,8,0,23,0,5,12,3,0,0,3,7,0,43,3,11,14,0,3,3,5,10,3,45,9,8,27,4,3,7,18,11,0,82,14,3,19,8,0,4,24,17,4,89,18,9,16,5,6,3,13,12,4,75,9,0,3,0,4,0,3,0,0,24,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,55,36,92,19,13,28,75,69,12,392,0,0,3,7,0,9,0,4,0,24,0,0,4,10,0,3,0,3,0,20,5,16,8,17,8,9,0,5,0,63,6,11,3,18,21,3,0,6,0,71,5,16,3,14,19,12,0,10,0,84,9,19,4,21,14,10,0,11,0,87,3,0,0,4,3,0,3,5,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,26,60,27,85,69,47,3,38,12,366
UCL215081,0,0,5,0,0,0,0,6,0,17,0,0,12,0,0,0,0,12,0,26,6,3,14,3,0,0,8,18,0,55,11,0,11,3,3,3,7,17,0,53,7,0,10,6,0,4,15,18,0,59,4,4,4,3,0,4,16,12,0,46,3,0,0,0,8,0,3,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,12,57,14,8,14,43,83,0,268,0,0,0,0,0,8,0,0,0,15,0,0,3,0,0,6,0,10,0,22,4,8,4,3,9,7,0,13,0,55,3,6,3,6,4,7,0,8,0,43,7,6,0,9,6,8,0,11,0,61,4,7,3,8,8,7,0,12,0,52,0,0,0,0,3,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,29,22,37,35,47,4,49,3,240
