UCL_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL215014,3,21,0,6,0,0,0,0,0,25,0,10,0,5,0,0,0,0,0,17,6,5,0,4,27,0,0,3,0,39,0,3,0,21,3,0,0,3,0,34,0,0,0,0,0,0,0,0,0,4,0,0,3,7,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,6,9,44,11,39,39,14,0,9,3,162,0,3,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,7,3,42,0,3,0,14,8,3,80,9,0,33,0,0,0,3,8,0,51,0,0,11,0,0,0,0,0,0,13,7,22,0,7,0,0,0,0,0,35,0,11,0,5,0,0,0,0,0,19,9,4,0,4,28,3,0,3,0,56,0,3,0,17,3,0,0,3,0,37,0,0,3,0,0,0,0,3,0,6
UCL215015,3,25,0,6,5,7,0,0,0,47,3,24,0,6,4,0,0,4,0,47,14,8,0,4,28,11,0,6,0,71,11,4,0,16,11,4,0,8,0,52,3,4,0,0,0,0,0,0,0,19,7,0,6,0,8,3,0,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,11,48,80,12,42,54,33,3,30,4,301,4,11,0,0,0,0,0,0,0,19,3,3,4,0,5,0,0,0,0,16,20,15,29,3,6,3,8,9,0,96,11,8,33,3,0,0,3,5,3,60,5,3,8,0,0,3,3,3,0,25,4,37,3,16,5,6,0,0,0,68,12,37,3,5,4,0,0,4,0,59,28,18,6,12,25,18,0,10,0,113,15,16,7,16,11,7,0,8,0,73,6,8,3,0,0,7,0,3,0,29
UCL215016,4,25,4,19,8,0,0,0,0,62,6,38,0,16,6,0,0,0,0,65,8,13,5,9,30,14,3,6,0,87,0,14,3,48,11,6,0,11,0,101,4,4,0,0,6,0,0,0,0,14,4,0,17,10,7,7,3,9,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,0,0,4,3,0,4,0,14,32,102,32,106,73,34,3,36,4,433,0,5,0,0,0,0,0,0,0,17,0,6,0,0,0,0,0,0,0,16,31,4,107,9,10,11,33,25,4,234,8,0,51,0,3,3,6,6,0,78,0,3,15,0,0,0,3,9,0,32,4,38,5,17,7,4,0,5,3,76,4,44,0,23,6,0,0,0,0,88,21,19,5,16,44,24,5,9,0,137,8,15,7,59,13,8,0,10,0,127,5,4,0,0,9,0,0,3,0,25
UCL215017,0,25,3,10,10,0,0,0,0,47,0,23,0,12,3,0,0,0,0,40,4,3,0,5,23,12,0,0,3,55,3,12,0,18,13,4,0,0,0,57,3,3,0,0,0,0,0,3,0,12,5,0,11,6,3,6,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,10,23,67,18,54,61,28,0,11,3,270,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,12,5,65,3,0,0,17,13,0,118,13,0,41,0,0,0,6,13,0,74,9,0,10,0,0,0,4,0,0,20,6,29,3,10,10,0,0,4,0,56,3,37,0,9,3,0,0,0,0,59,17,7,4,5,28,9,4,0,3,81,5,12,0,25,16,4,0,0,0,65,3,3,4,0,0,0,0,3,0,19
UCL215018,3,48,3,14,6,0,0,0,0,74,7,52,0,11,0,0,0,0,0,67,7,6,0,3,14,5,0,0,0,40,0,10,4,35,7,3,0,6,0,65,0,0,0,0,3,0,0,0,0,7,3,0,15,7,3,0,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,4,0,13,20,133,23,75,44,16,0,23,3,339,0,4,4,0,0,4,0,0,0,19,0,0,0,0,0,3,0,0,0,3,11,8,48,6,3,7,6,17,0,113,12,0,30,0,0,0,6,3,0,59,12,9,11,0,3,0,6,8,0,45,3,52,4,20,6,0,0,0,0,89,3,63,4,12,0,0,0,0,0,98,11,9,0,3,24,11,0,8,0,69,0,11,4,47,13,4,0,9,0,82,3,4,3,0,3,0,0,3,0,15
UCL215019,0,23,3,4,3,0,0,3,0,42,3,35,0,5,0,0,0,3,0,46,4,3,0,0,20,13,0,0,0,36,0,14,0,14,6,4,0,0,0,43,0,3,0,0,0,0,0,0,0,8,3,0,10,10,3,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,5,4,3,0,0,3,11,13,86,24,45,37,26,0,13,3,246,3,7,0,3,3,0,0,0,0,15,5,3,5,0,0,0,0,0,0,9,3,10,28,3,0,3,3,3,3,64,13,3,61,3,3,0,0,12,0,96,0,9,5,0,3,0,0,0,0,19,0,27,3,7,3,0,0,3,0,49,6,55,3,7,3,0,0,3,0,75,15,7,0,0,15,13,0,3,0,58,5,15,0,18,6,6,0,0,0,51,3,14,3,0,0,0,0,0,0,23
UCL215020,0,22,0,12,3,0,0,0,0,37,5,10,0,0,0,0,0,0,0,19,3,0,0,0,5,4,0,4,0,19,0,3,0,15,4,0,0,3,0,31,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,32,7,33,19,5,0,11,0,126,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,3,12,0,32,4,0,10,0,0,0,3,0,0,14,0,0,3,0,0,0,3,3,0,17,0,28,0,11,3,0,0,0,0,46,8,16,0,3,0,0,0,0,0,32,3,0,0,3,5,4,0,6,0,29,0,5,0,17,4,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0
UCL215021,0,15,0,10,4,6,0,0,0,34,0,10,0,3,0,0,0,0,0,17,9,3,0,0,14,7,3,0,0,43,0,8,3,19,4,3,3,3,0,42,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,16,39,11,37,29,17,3,5,3,160,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,3,4,32,3,3,0,5,9,0,63,0,3,10,0,0,0,0,0,0,17,0,0,6,0,0,0,3,0,0,11,4,23,0,10,3,8,0,0,0,52,3,13,0,3,3,0,0,0,0,19,15,8,0,0,15,10,8,0,0,60,0,10,3,24,3,3,3,3,0,53,0,0,0,0,0,0,0,0,0,5
UCL215022,3,43,0,19,6,3,0,4,0,80,3,35,0,19,3,3,0,0,0,69,8,14,3,4,27,8,0,8,0,71,7,20,0,65,26,9,0,7,0,126,0,0,0,0,4,3,0,4,0,14,0,3,7,8,6,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,3,0,17,25,129,22,124,76,35,0,27,9,455,7,14,7,0,3,0,0,8,0,42,0,3,3,0,0,3,0,0,5,18,17,21,118,4,4,0,34,21,0,225,3,0,39,0,0,0,15,11,4,75,0,5,4,3,7,0,0,4,0,20,4,60,5,24,6,3,0,5,0,107,3,54,0,22,6,3,5,0,0,94,20,19,9,15,35,13,3,7,0,128,6,20,0,83,26,10,0,9,0,154,3,3,3,0,5,5,0,4,0,23
UCL215023,0,16,3,16,3,0,0,0,0,40,4,5,0,7,0,0,0,0,0,16,0,3,0,4,8,5,0,0,0,25,3,6,0,17,0,0,0,3,0,31,0,0,0,0,0,0,0,0,0,3,0,0,10,4,0,0,0,6,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,9,7,45,22,39,15,12,0,17,5,160,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,7,11,3,27,0,3,4,15,20,0,94,3,0,9,0,0,0,5,10,0,26,3,5,4,0,0,0,0,7,0,22,0,16,3,16,3,0,0,0,0,35,3,8,0,9,0,0,0,0,0,23,3,3,3,3,8,5,3,3,3,42,5,6,0,16,0,0,0,3,0,35,0,0,0,0,0,0,0,0,0,3
UCL215024,0,15,0,9,7,4,0,0,0,33,0,17,0,3,0,0,0,0,0,28,7,3,0,0,12,3,0,0,0,26,0,4,0,14,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,4,18,46,12,35,25,8,3,8,0,155,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,6,36,3,3,4,10,12,3,76,11,4,8,0,0,0,3,6,0,31,8,0,7,0,0,0,3,7,0,24,3,22,0,9,7,4,0,0,0,39,3,26,0,3,0,0,0,0,0,39,14,9,0,0,12,3,4,3,0,47,4,8,0,19,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,6
UCL215025,0,20,0,7,0,0,0,0,0,30,3,17,0,0,0,0,0,0,0,21,7,0,0,3,6,0,0,3,0,17,0,3,0,7,0,0,0,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,15,35,5,28,15,5,0,14,0,117,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,32,0,0,0,6,9,0,56,3,0,11,0,0,0,3,0,0,17,8,0,0,3,0,0,0,7,0,22,3,20,0,8,0,0,0,0,0,34,5,29,0,0,0,0,0,0,0,35,8,0,0,3,10,0,0,10,0,32,0,5,0,11,0,0,0,5,0,26,0,0,0,3,0,0,0,3,0,4
UCL215026,10,50,8,26,9,8,0,4,0,105,12,47,0,13,5,6,0,4,0,86,22,4,4,11,47,6,0,6,0,99,12,14,0,36,6,10,0,12,0,84,7,3,0,0,0,3,0,0,0,10,10,0,12,8,12,11,0,3,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,3,4,3,0,3,0,19,64,131,35,108,78,55,3,35,3,510,4,4,0,3,0,0,0,0,0,13,5,3,3,3,3,0,0,0,0,15,30,10,57,7,3,6,20,20,5,163,21,3,74,3,7,3,5,7,0,126,5,12,10,4,0,3,0,5,0,41,10,61,8,33,9,10,3,7,0,136,11,61,3,21,5,6,0,4,0,116,35,14,10,17,46,26,4,11,6,170,17,22,4,44,11,8,0,11,0,119,8,5,5,4,0,4,0,0,0,31
UCL215027,4,31,4,20,6,0,0,0,0,63,3,20,0,8,3,3,0,3,0,39,12,6,0,5,32,5,0,0,0,64,3,17,0,24,9,6,0,3,0,64,3,0,0,0,3,0,0,0,0,10,3,0,7,3,6,5,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,3,9,32,85,20,68,59,24,5,13,4,306,0,3,0,0,0,0,0,0,0,7,3,5,0,0,0,0,0,0,0,8,3,0,65,3,3,3,8,17,5,107,6,0,39,0,0,0,3,7,0,60,3,11,10,0,3,0,0,3,0,30,5,42,8,26,8,0,0,0,3,82,3,22,4,13,6,3,0,0,0,55,23,16,6,8,33,9,0,3,0,99,3,24,3,33,7,4,3,6,0,85,4,6,3,0,3,3,0,0,0,21
UCL215028,6,35,0,33,8,0,0,5,0,97,12,45,4,8,5,3,0,3,0,79,13,14,7,3,17,6,0,0,0,61,17,32,3,40,20,11,0,13,0,132,5,11,3,8,8,4,0,3,3,44,6,3,12,13,0,3,0,8,0,45,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,12,0,8,0,3,0,3,0,3,0,21,67,158,30,119,65,29,3,41,4,520,6,8,3,0,3,0,0,5,0,24,0,6,0,4,0,0,0,0,0,14,21,8,31,0,3,3,8,8,0,84,17,4,33,0,0,3,0,4,0,66,6,6,8,0,0,3,0,0,0,32,8,59,0,40,11,0,0,5,0,129,14,60,7,17,7,6,0,3,0,106,35,30,8,7,17,8,0,6,0,125,22,43,9,56,28,12,3,13,4,186,12,20,10,12,6,4,0,8,3,76
UCL215029,4,23,0,9,9,0,0,0,0,42,0,33,0,4,4,3,0,0,0,38,16,10,3,13,53,15,0,0,3,116,4,7,0,35,13,3,0,4,0,60,0,4,0,0,4,4,0,0,0,13,0,0,4,4,0,5,0,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,0,0,7,3,0,0,0,16,32,87,17,71,87,35,3,13,5,353,0,3,0,0,0,0,0,3,0,11,3,9,3,0,3,3,0,3,0,25,8,19,63,0,6,7,17,11,7,131,8,0,35,3,3,3,3,8,0,57,0,3,9,0,0,0,0,0,0,17,4,30,3,12,7,0,0,0,0,55,0,34,0,6,3,7,0,0,0,56,31,24,9,11,64,16,6,3,3,164,3,10,0,41,15,8,3,5,0,82,0,6,4,3,7,3,0,3,0,28
UCL215030,0,20,0,14,0,0,0,0,0,35,0,17,0,4,0,0,0,0,0,19,5,3,0,3,4,0,0,0,0,18,0,5,0,13,3,0,0,0,0,29,3,0,0,0,0,0,0,0,0,4,0,0,3,7,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,5,46,5,44,17,3,0,3,0,132,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,22,0,0,3,18,4,0,49,3,0,9,0,0,0,3,0,0,20,0,4,0,3,0,0,0,0,0,14,0,23,0,13,3,3,0,3,0,44,3,19,0,3,0,0,3,0,0,34,11,3,0,3,7,0,0,3,0,30,3,10,0,19,3,0,0,0,0,34,3,4,0,0,0,0,0,3,0,10
UCL215031,0,21,0,9,3,4,0,0,0,38,4,20,0,5,3,0,0,0,0,30,3,0,0,0,10,3,0,0,0,17,0,4,0,13,0,4,0,0,0,19,0,0,0,4,3,0,0,0,0,8,0,0,3,3,0,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,5,53,4,38,21,13,3,5,0,141,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,25,0,0,4,7,5,0,50,5,0,13,0,0,4,3,3,0,28,9,3,0,0,0,3,3,4,0,24,0,19,0,9,3,4,0,0,0,38,6,27,0,5,3,0,0,0,0,39,6,3,3,0,12,3,0,3,0,35,0,8,0,13,0,4,0,0,0,24,0,0,0,4,3,0,0,0,0,8
UCL215032,0,33,3,8,0,0,0,0,0,52,0,36,0,7,0,0,0,3,0,41,8,11,4,5,27,14,0,4,0,69,7,17,0,41,10,8,0,3,0,76,0,3,3,3,0,0,0,0,0,10,5,0,7,5,3,4,0,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,12,25,105,28,70,42,23,3,27,0,330,4,4,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,13,8,40,3,7,3,16,19,3,104,15,3,21,0,0,0,7,7,0,48,16,3,18,3,0,0,0,11,0,57,0,41,3,7,3,0,0,0,0,64,9,47,0,11,0,0,4,3,0,71,17,20,10,8,28,15,0,7,0,104,6,24,0,44,6,8,0,9,0,105,0,6,3,3,0,0,0,3,0,20
UCL215033,3,39,3,9,9,3,0,0,0,69,6,71,0,13,4,0,0,0,0,95,22,20,0,11,61,11,0,3,0,128,8,16,0,32,21,6,0,3,0,89,0,6,0,3,3,0,0,0,0,10,3,4,5,6,8,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,10,0,3,0,3,3,3,0,0,0,13,54,167,13,86,102,30,0,7,0,464,0,6,0,3,0,3,0,0,0,12,7,24,3,0,3,3,0,4,0,43,20,19,71,7,15,6,7,6,0,149,13,0,44,0,5,3,3,9,0,75,4,3,10,0,0,3,5,0,0,19,4,51,8,15,12,3,0,3,0,90,9,96,0,12,6,3,0,0,0,126,48,41,3,17,87,21,9,5,0,239,16,24,0,48,22,4,0,6,0,116,6,13,4,3,3,0,3,0,0,35
UCL215034,3,16,0,3,3,0,0,0,0,20,0,14,3,4,3,3,0,0,0,23,4,3,0,0,7,3,0,0,0,15,0,3,0,9,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,7,36,9,24,19,12,0,4,0,111,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,16,0,0,0,6,8,0,41,0,0,9,0,0,0,0,3,0,12,3,3,0,0,4,0,3,0,3,15,3,15,0,4,3,0,0,0,0,22,0,15,3,7,3,3,0,3,0,31,10,3,0,3,5,3,0,3,0,28,0,3,0,12,3,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
UCL215035,0,14,0,3,4,0,0,0,0,35,0,26,3,0,3,0,0,0,0,32,3,3,0,3,17,3,0,0,0,28,0,9,0,22,8,0,0,0,0,36,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,56,11,35,33,8,5,3,0,153,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,13,7,43,0,0,0,18,9,3,95,6,0,38,0,0,3,3,8,0,63,0,5,4,0,0,0,3,4,0,17,0,19,3,11,4,0,0,0,0,34,0,22,5,6,3,0,0,0,0,35,11,8,0,3,16,7,0,0,0,44,0,8,0,25,6,0,3,0,0,46,0,0,0,0,0,3,0,0,0,10
UCL215036,0,19,3,5,3,0,0,0,0,38,0,23,0,5,0,0,0,0,0,29,7,6,0,0,15,0,0,0,0,32,3,3,0,12,3,3,0,0,0,25,0,3,0,0,3,0,0,0,0,9,3,0,4,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,11,65,10,24,29,11,0,4,3,164,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,13,19,11,41,0,0,4,3,6,0,84,0,0,20,0,0,0,0,3,0,33,0,0,5,0,0,0,3,7,0,12,0,21,3,10,3,0,0,0,0,43,0,27,0,6,0,0,0,0,0,43,8,7,3,0,14,3,5,3,0,45,4,5,3,13,3,4,0,0,0,36,0,9,3,0,3,0,0,0,0,14
UCL215037,0,9,0,8,4,0,0,0,0,25,0,9,0,3,0,0,0,0,0,22,8,0,0,4,3,3,0,3,0,21,0,4,3,5,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,15,15,32,11,22,16,19,0,8,3,141,6,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,5,33,0,0,0,9,10,3,70,4,0,13,0,0,0,6,3,0,30,3,0,0,0,0,3,4,3,0,17,0,12,0,9,4,0,0,0,0,36,5,9,0,5,0,0,0,0,0,27,16,3,0,4,3,5,0,3,0,32,0,4,3,12,3,3,0,0,0,32,0,0,0,0,0,0,0,0,0,5
UCL215038,0,9,3,11,3,0,0,0,0,29,3,8,0,3,0,0,0,0,0,18,4,6,4,0,15,0,0,3,0,38,0,4,0,17,3,4,0,3,0,32,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,10,14,34,14,35,30,14,0,8,0,149,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,0,36,0,0,0,12,3,0,64,0,0,14,0,0,0,4,4,0,24,5,0,3,0,5,0,0,5,0,20,0,11,3,11,3,0,0,0,0,32,3,9,3,5,0,0,0,0,0,24,3,9,3,0,15,3,0,3,0,43,3,5,0,26,3,4,0,4,0,39,0,0,0,0,0,0,0,3,0,4
UCL215039,0,15,0,8,0,0,0,0,0,22,0,9,0,9,0,0,0,0,0,23,4,0,0,3,12,8,0,0,0,25,0,0,0,16,0,0,0,5,0,27,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,11,10,24,6,36,19,12,0,13,3,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,26,0,0,0,14,3,4,49,3,0,8,0,0,0,4,7,0,22,3,3,5,0,5,3,3,3,0,25,0,13,0,8,0,0,0,0,0,26,0,8,0,9,0,0,3,0,0,21,8,0,3,3,15,4,0,0,0,33,0,0,0,17,0,3,0,5,0,30,0,0,0,0,0,0,0,0,0,3
