UCL_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
UCL215055,3,59,61,614,18,760,0,0,0,0,0,0,3,0,3,3,0,11,0,0,0,0,0,0,28,16,6,21,0,70,109,55,35,498,3,701,5,0,11,0,0,12,0,0,0,6,0,5,13,10,7,42,4,72,0,0,0,0,0,0,6,3,0,5,0,10,0,0,0,0,0,0,26,9,8,144,9,189,40,8,4,40,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,5,9,4,3,0,21,3,0,0,9,0,11,0,0,0,0,0,0,26,14,17,116,5,176,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,5,0,13,14,8,13,8,3,43,4,0,0,8,129,147,259,107,99,1082,155,1697
UCL215056,3,27,25,387,10,447,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,10,5,0,10,0,16,40,32,32,420,6,538,0,0,0,0,0,0,0,0,0,4,0,6,4,4,3,29,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,10,6,113,0,144,3,0,5,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,4,0,3,0,0,8,0,0,0,0,0,5,0,0,0,0,0,0,21,8,0,124,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,5,14,0,26,0,0,0,11,62,77,97,60,46,821,83,1113
UCL215057,17,75,62,538,6,697,0,0,0,0,0,0,8,0,0,3,0,14,0,0,0,0,0,3,16,0,3,7,0,27,115,88,42,410,12,676,3,0,0,0,0,5,5,0,0,8,0,18,50,12,5,53,0,125,0,0,0,0,0,5,6,0,0,0,0,6,4,0,4,0,0,9,18,9,10,133,9,184,35,14,0,29,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,7,0,3,0,0,14,3,0,0,0,0,4,10,4,3,8,0,30,7,0,0,0,0,6,29,14,17,141,3,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,12,0,19,87,16,16,19,0,141,0,0,3,17,91,112,346,138,92,992,114,1688
UCL215058,12,81,25,833,27,988,0,0,0,0,0,0,9,0,0,7,0,18,9,0,0,3,0,12,24,3,3,18,0,56,119,66,32,784,26,1033,28,0,0,0,3,30,11,0,0,3,0,14,29,10,0,71,0,111,4,3,0,0,0,10,0,0,0,0,0,0,11,0,0,0,0,14,14,21,10,245,5,298,285,36,16,169,10,520,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,10,11,0,0,0,22,3,0,0,3,0,14,4,0,0,0,0,10,24,13,12,194,0,242,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,16,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,4,0,13,57,9,7,17,3,95,14,0,0,30,168,208,624,160,70,1685,237,2782
UCL215059,3,47,19,605,18,703,0,0,0,0,0,0,16,0,0,0,0,14,3,0,0,0,0,8,13,8,0,11,0,28,94,40,29,518,22,700,14,0,3,3,0,17,0,3,0,9,0,11,8,4,0,35,3,51,10,0,0,3,0,18,0,0,0,0,0,0,12,0,0,0,0,12,18,11,14,217,0,250,23,3,3,40,0,79,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,3,0,3,4,0,0,0,0,4,0,3,3,0,0,6,6,0,6,0,0,13,0,0,0,0,0,3,20,15,10,175,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,11,0,18,20,0,3,13,0,41,0,0,0,9,102,118,236,82,54,1208,144,1724
UCL215060,8,33,9,571,25,648,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,8,7,0,0,12,0,15,40,30,21,541,12,644,3,0,0,0,0,6,0,0,0,3,0,4,3,0,0,24,0,34,4,0,0,5,0,10,0,0,0,0,0,0,3,0,0,0,0,3,10,9,3,177,0,197,11,4,0,23,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,12,4,0,0,0,0,3,0,9,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,6,3,4,137,0,152,3,0,0,3,0,3,7,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,4,17,0,32,0,0,0,18,86,99,110,61,27,1148,119,1466
UCL215061,7,28,18,605,20,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,8,60,34,13,588,18,723,13,0,6,0,0,18,3,0,0,7,0,7,4,6,9,218,3,232,0,0,0,3,0,3,0,0,0,0,0,0,13,0,0,0,0,13,10,0,3,105,0,116,7,0,0,18,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,16,3,3,131,0,152,3,0,0,0,0,3,4,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,3,0,5,163,0,0,14,6,187,3,0,0,31,58,94,278,48,38,1288,101,1749
UCL215062,13,83,79,1422,31,1630,0,0,0,4,0,7,9,0,0,0,0,11,0,0,0,0,0,0,27,7,3,21,0,62,145,97,71,1282,54,1649,16,0,7,0,0,21,0,0,0,8,0,8,20,12,3,98,3,127,4,0,0,9,0,8,0,0,0,0,0,0,26,0,0,0,0,23,19,16,15,417,12,480,17,10,10,73,3,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,3,0,0,3,0,5,19,3,0,0,0,20,11,0,0,3,0,9,0,0,0,0,0,0,34,29,15,307,9,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,11,60,3,13,30,0,112,8,0,0,45,164,216,369,161,130,2763,247,3676
UCL215063,7,51,34,900,27,1026,0,0,0,16,0,24,3,0,0,8,0,13,3,0,0,0,0,3,16,3,4,3,0,24,82,54,24,587,14,754,3,0,3,0,0,7,0,0,0,3,0,4,9,4,3,46,0,63,0,0,0,3,0,6,7,0,0,0,0,5,9,0,0,0,0,9,22,8,6,157,0,200,23,4,0,25,5,65,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,3,0,8,3,0,0,4,0,8,3,0,0,3,0,3,18,8,4,170,4,208,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,7,27,11,0,12,0,46,3,0,0,16,160,180,207,90,58,1456,203,2014
UCL215064,0,21,12,429,15,473,0,0,0,0,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,26,22,6,318,8,380,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,52,0,59,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,5,3,3,118,3,134,4,0,0,17,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,104,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,4,0,3,0,15,0,0,0,11,94,104,76,36,24,804,107,1045
UCL215065,6,110,84,1004,36,1241,0,0,0,7,0,7,12,0,0,7,0,21,3,0,0,5,0,8,54,13,5,25,0,93,314,130,69,1018,42,1569,14,0,5,0,0,20,3,0,0,3,0,7,46,7,7,84,0,135,7,4,0,4,0,22,8,0,0,0,0,10,23,0,0,0,0,24,43,20,20,303,6,390,12,0,0,20,0,33,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,12,0,15,7,4,0,4,0,17,5,0,3,0,0,8,9,0,0,3,0,16,0,0,0,0,0,5,67,27,28,297,10,427,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,5,0,8,0,20,61,8,6,35,0,110,8,0,0,33,224,265,610,204,141,2107,308,3376
UCL215066,8,129,93,1044,32,1307,0,0,0,0,0,0,11,0,0,3,0,15,8,5,0,7,0,17,32,9,3,12,0,61,217,140,104,1300,29,1789,0,0,0,0,0,0,3,0,0,11,0,14,19,5,14,103,0,141,8,3,0,10,0,19,3,0,0,0,0,3,8,5,0,0,0,9,41,51,17,558,3,676,26,6,4,38,6,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,15,0,0,0,0,0,3,13,3,0,0,0,16,13,0,0,0,0,22,0,0,0,3,0,6,61,53,35,486,3,633,0,0,0,0,0,0,8,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,7,3,0,5,0,18,59,15,22,37,0,132,0,7,0,17,260,281,452,257,178,2544,324,3751
UCL215067,7,75,46,1003,14,1138,0,0,0,5,0,5,8,0,0,5,0,15,0,0,0,0,0,4,19,8,8,19,0,54,152,72,30,953,24,1237,0,0,0,0,0,0,11,0,0,7,0,17,11,11,0,107,3,130,3,0,0,3,0,10,0,0,0,0,0,0,6,0,0,0,0,10,35,30,10,568,8,653,11,8,0,31,0,47,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,4,4,0,3,0,0,5,5,7,10,0,0,18,4,0,0,3,0,8,3,0,0,0,0,3,30,24,12,367,7,441,0,0,0,0,0,0,3,0,3,0,0,4,3,0,0,0,0,3,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,5,0,0,15,0,21,20,9,11,20,0,64,3,0,0,26,254,289,280,140,75,2231,294,3029
UCL215068,15,66,51,1061,40,1231,0,3,0,3,0,8,5,0,0,6,0,13,9,3,0,0,0,10,8,0,0,10,0,14,107,66,51,929,31,1184,12,0,0,0,0,15,4,0,0,3,0,9,15,0,0,135,3,152,5,8,0,5,0,17,0,0,4,3,0,6,8,0,0,0,0,9,22,15,11,222,3,270,44,16,4,62,3,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,9,8,0,3,4,0,11,5,0,0,3,0,12,3,0,0,0,0,4,0,0,0,0,0,0,26,22,9,216,3,276,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,16,7,0,0,0,0,3,10,3,0,9,0,15,54,7,9,25,4,96,0,0,3,39,278,329,333,131,92,2013,355,2919
UCL215069,9,110,94,1077,12,1306,0,0,0,0,0,0,12,0,0,3,0,18,9,4,0,8,0,17,14,8,4,16,0,42,258,114,100,927,5,1392,3,0,0,0,0,3,6,0,0,10,0,15,45,14,13,94,0,168,10,6,3,14,0,28,7,3,0,0,0,13,7,7,0,0,0,12,58,39,16,398,5,513,40,20,7,58,0,122,0,0,0,0,0,0,3,0,0,3,0,8,3,0,0,3,0,7,31,6,10,32,0,82,3,3,0,8,0,17,17,4,4,0,0,30,17,0,3,6,0,22,3,0,0,3,0,8,66,30,18,293,3,410,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,0,0,3,7,0,0,0,10,0,0,0,0,0,3,3,0,0,0,0,4,22,3,0,18,0,45,56,23,17,26,0,116,6,0,0,23,115,140,552,223,162,2097,135,3167
UCL215070,42,49,18,372,19,499,0,9,0,49,3,61,124,0,3,0,5,136,0,0,0,0,0,0,3,0,0,4,0,5,58,19,12,257,21,371,30,0,3,0,3,36,3,0,0,0,0,3,13,7,0,19,0,37,28,7,0,15,0,48,0,0,0,0,0,0,36,0,0,0,0,36,11,5,0,80,3,99,40,10,7,73,3,138,3,0,0,0,0,3,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,9,0,15,7,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,58,0,64,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,0,4,0,0,0,0,0,0,161,0,3,0,7,171,0,0,0,0,0,0,379,21,25,27,15,479,45,0,3,6,308,369,910,96,57,710,385,2154
UCL215071,3,54,47,1125,39,1265,0,0,0,0,0,0,4,0,0,7,0,13,0,0,0,0,0,3,11,3,3,12,0,33,90,39,38,923,27,1123,10,0,0,0,0,10,0,0,0,6,0,7,6,0,0,72,5,81,3,0,0,9,0,16,0,0,0,0,0,0,6,0,0,0,0,6,21,10,7,277,4,325,12,15,0,23,0,53,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,11,3,0,7,0,0,10,0,0,0,0,0,3,24,16,11,265,6,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,3,0,6,17,5,3,35,0,67,7,0,3,43,148,204,211,97,73,2127,216,2724
UCL215072,30,146,110,1412,29,1730,0,0,3,0,0,3,10,0,4,10,0,25,8,0,0,0,0,14,20,3,3,6,0,40,234,143,93,1049,34,1550,0,0,0,3,0,4,3,0,0,10,0,17,34,10,5,98,3,154,14,3,0,13,0,36,8,0,0,3,0,8,8,0,3,5,0,10,45,27,19,419,16,519,54,26,6,76,3,168,0,0,0,0,0,0,5,0,0,0,0,5,4,0,0,7,0,17,36,16,4,27,0,91,3,0,0,0,0,7,5,3,3,4,0,17,29,3,0,8,0,42,7,0,0,3,0,5,68,31,16,325,3,444,3,0,0,0,0,5,8,3,0,0,0,8,7,0,0,4,0,14,3,0,3,0,0,8,3,0,0,0,0,8,0,0,0,0,0,0,7,0,3,10,0,22,84,31,18,31,0,167,4,3,3,46,186,236,586,272,180,2568,257,3868
UCL215073,6,43,26,501,3,581,0,0,0,0,0,0,4,0,0,0,0,7,4,3,0,0,0,4,13,3,9,12,0,35,58,40,27,362,13,500,3,0,4,0,0,11,3,0,0,3,0,5,11,8,3,31,0,57,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,14,5,4,100,0,123,8,3,0,6,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,3,3,0,0,0,7,9,0,0,0,0,4,4,0,0,3,0,5,12,3,3,94,0,109,0,0,0,0,0,0,3,0,4,6,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,8,7,0,7,0,23,0,0,0,11,90,98,134,70,49,857,104,1218
UCL215074,0,48,30,850,19,943,0,0,0,3,0,3,6,0,0,3,0,11,0,0,4,0,0,3,18,0,4,3,0,29,92,47,30,698,16,880,3,0,0,0,3,7,4,0,0,7,0,15,19,3,4,89,0,118,0,0,0,3,0,5,0,0,0,0,0,0,4,0,0,3,0,12,8,5,6,275,0,295,11,3,0,37,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,4,0,3,0,0,4,7,0,6,0,0,13,0,0,0,3,0,5,0,0,0,5,0,5,29,9,0,184,3,228,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,6,29,9,9,18,0,55,0,0,0,26,107,129,202,76,62,1633,141,2109
UCL215075,6,44,24,373,12,450,0,0,0,0,0,0,16,0,0,4,0,19,0,0,0,0,0,0,14,0,5,7,5,29,107,34,36,348,13,536,3,7,0,0,0,14,3,0,0,0,0,4,14,8,3,22,0,50,6,0,0,3,0,7,4,0,0,0,0,4,8,0,0,0,0,8,20,18,3,138,8,190,8,3,4,11,0,29,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,4,0,8,33,14,9,102,3,155,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,4,0,5,0,14,30,8,0,13,0,47,0,0,0,3,74,78,234,92,53,740,97,1212
UCL215076,13,85,55,599,11,752,0,0,0,0,0,0,3,0,0,4,0,8,0,0,0,0,0,0,37,14,9,44,4,113,120,86,78,601,9,897,0,0,0,0,0,3,3,0,0,0,0,7,22,11,8,66,0,97,0,0,0,5,0,4,3,0,3,0,0,6,6,0,0,0,0,6,25,31,15,157,4,227,18,11,11,34,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,0,4,0,0,0,10,0,0,0,0,0,0,34,17,10,117,0,184,0,0,0,0,0,0,7,0,0,0,0,11,3,0,0,0,0,7,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,0,0,3,4,3,0,0,0,10,41,10,9,23,0,87,0,0,0,15,36,45,275,171,111,1165,57,1785
UCL215077,7,38,30,806,19,897,0,0,0,4,0,4,8,0,0,3,0,13,3,0,0,0,0,6,14,5,3,10,0,32,57,46,30,731,23,897,8,0,0,0,0,11,5,0,0,11,0,10,9,0,3,59,0,75,9,0,0,0,0,6,4,0,0,0,0,9,3,0,0,0,0,3,13,6,0,235,0,256,3,0,0,21,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,20,19,10,232,3,278,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,7,0,12,15,3,11,9,0,45,4,0,0,31,77,117,164,75,60,1623,116,2033
UCL215078,8,50,45,748,21,870,0,0,0,0,0,0,4,0,0,5,0,11,0,3,0,0,0,3,20,3,3,15,3,43,74,50,48,579,12,764,0,0,0,0,0,0,0,0,0,0,0,4,19,9,0,54,0,82,0,0,0,0,0,3,6,0,0,3,0,12,6,0,0,0,0,6,15,4,12,179,3,208,4,3,0,26,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,4,0,0,0,0,0,0,10,3,9,0,0,20,3,8,0,4,0,10,0,0,0,3,0,4,20,7,8,184,0,222,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,5,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,19,26,7,7,14,0,54,0,3,0,13,113,125,191,86,81,1360,141,1852
UCL215079,24,113,61,1341,26,1565,0,0,0,8,0,9,8,0,0,10,0,18,3,0,0,0,0,6,31,14,11,33,0,91,119,92,49,1185,34,1483,17,0,5,0,0,20,6,0,0,12,0,17,22,6,0,76,7,114,3,5,0,4,0,7,0,0,0,0,0,0,11,0,0,0,0,12,26,19,14,455,8,523,225,29,12,189,9,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,0,0,0,0,8,8,4,0,4,0,24,3,0,0,0,0,5,4,0,0,0,0,4,29,20,18,354,4,425,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,14,0,19,4,0,0,0,0,5,52,7,3,7,0,72,10,0,0,0,0,13,5,0,0,7,0,19,76,11,14,22,3,125,9,0,0,37,293,339,624,196,126,2733,375,4054
UCL215080,0,39,21,759,23,844,0,3,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,12,4,0,6,0,32,29,39,21,648,12,753,3,0,0,0,0,3,0,3,0,7,0,6,5,0,0,59,0,69,0,0,0,0,0,3,3,0,0,0,0,7,6,0,0,0,0,6,13,15,6,346,5,382,3,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,12,3,10,0,0,0,3,0,0,7,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,190,6,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,4,9,0,30,0,0,4,64,173,243,94,75,40,1593,219,2029
UCL215081,3,35,24,535,8,599,0,0,0,0,0,0,9,0,0,6,0,12,0,0,0,0,0,3,7,8,0,11,0,20,55,22,27,458,8,573,13,0,0,0,0,11,0,0,0,6,0,6,3,7,3,26,0,37,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,123,4,134,3,0,0,20,0,22,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,3,0,6,0,0,0,0,0,3,0,0,0,0,0,0,19,3,4,107,0,130,0,3,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,8,0,0,7,0,16,0,0,0,24,97,117,116,56,45,982,116,1318
UCL215082,7,46,47,397,6,511,0,0,0,0,0,0,0,0,0,3,0,5,7,3,0,3,0,16,13,9,4,19,0,52,55,32,37,274,0,401,5,0,3,0,0,9,0,0,0,0,0,0,15,5,3,21,3,41,4,0,0,3,0,3,7,0,3,0,0,4,0,0,0,3,0,3,18,5,10,89,0,124,16,5,3,20,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,8,0,0,0,0,0,0,5,4,3,0,0,11,0,0,0,3,0,6,0,0,0,0,0,0,14,8,3,67,3,96,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,9,17,0,5,9,0,33,0,0,0,6,108,114,156,70,66,701,119,1112
