UCL_CODE_2016,M_PGrad_Deg_15_24,M_PGrad_Deg_25_34,M_PGrad_Deg_35_44,M_PGrad_Deg_45_54,M_PGrad_Deg_55_64,M_PGrad_Deg_65_74,M_PGrad_Deg_75_84,M_PGrad_Deg_85ov,M_PGrad_Deg_Total,M_GradDip_and_GradCert_15_24,M_GradDip_and_GradCert_25_34,M_GradDip_and_GradCert_35_44,M_GradDip_and_GradCert_45_54,M_GradDip_and_GradCert_55_64,M_GradDip_and_GradCert_65_74,M_GradDip_and_GradCert_75_84,M_GradDip_and_GradCert_85ov,M_GradDip_and_GradCert_Total,M_BachDeg_15_24,M_BachDeg_25_34,M_BachDeg_35_44,M_BachDeg_45_54,M_BachDeg_55_64,M_BachDeg_65_74,M_BachDeg_75_84,M_BachDeg_85ov,M_BachDeg_Total,M_AdvDip_and_Dip_15_24,M_AdvDip_and_Dip_25_34,M_AdvDip_and_Dip_35_44,M_AdvDip_and_Dip_45_54,M_AdvDip_and_Dip_55_64,M_AdvDip_and_Dip_65_74,M_AdvDip_and_Dip_75_84,M_AdvDip_and_Dip_85ov,M_AdvDip_and_Dip_Total,M_Cert_III_IV_15_24,M_Cert_III_IV_25_34,M_Cert_III_IV_35_44,M_Cert_III_IV_45_54,M_Cert_III_IV_55_64,M_Cert_III_IV_65_74,M_Cert_III_IV_75_84,M_Cert_III_IV_85ov,M_Cert_III_IV_Total,M_Cert_I_II_15_24,M_Cert_I_II_25_34,M_Cert_I_II_35_44,M_Cert_I_II_45_54,M_Cert_I_II_55_64,M_Cert_I_II_65_74,M_Cert_I_II_75_84,M_Cert_I_II_85ov,M_Cert_I_II_Total,M_Cert_Levl_nfd_15_24,M_Cert_Levl_nfd_25_34,M_Cert_Levl_nfd_35_44,M_Cert_Levl_nfd_45_54,M_Cert_Levl_nfd_55_64,M_Cert_Levl_nfd_65_74,M_Cert_Levl_nfd_75_84,M_Cert_Levl_nfd_85ov,M_Cert_Levl_nfd_Total,M_Cert_Lev_Tot_15_24,M_Cert_Lev_Tot_25_34,M_Cert_Lev_Tot_35_44,M_Cert_Lev_Tot_45_54,M_Cert_Lev_Tot_55_64,M_Cert_Lev_Tot_65_74,M_Cert_Lev_Tot_75_84,M_Cert_Lev_Tot_85ov,M_Cert_Lev_Tot_Total,M_Lev_Edu_IDes_15_24,M_Lev_Edu_IDes_25_34,M_Lev_Edu_IDes_35_44,M_Lev_Edu_IDes_45_54,M_Lev_Edu_IDes_55_64,M_Lev_Edu_IDes_65_74,M_Lev_Edu_IDes_75_84,M_Lev_Edu_IDes_85ov,M_Lev_Edu_IDes_Total,M_Lev_Edu_NS_15_24,M_Lev_Edu_NS_25_34,M_Lev_Edu_NS_35_44,M_Lev_Edu_NS_45_54,M_Lev_Edu_NS_55_64,M_Lev_Edu_NS_65_74,M_Lev_Edu_NS_75_84,M_Lev_Edu_NS_85ov,M_Lev_Edu_NS_Total,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Total,F_PGrad_Deg_15_24,F_PGrad_Deg_25_34,F_PGrad_Deg_35_44,F_PGrad_Deg_45_54,F_PGrad_Deg_55_64,F_PGrad_Deg_65_74,F_PGrad_Deg_75_84,F_PGrad_Deg_85ov,F_PGrad_Deg_Total,F_GradDip_and_GradCert_15_24,F_GradDip_and_GradCert_25_34,F_GradDip_and_GradCert_35_44,F_GradDip_and_GradCert_45_54,F_GradDip_and_GradCert_55_64,F_GradDip_and_GradCert_65_74,F_GradDip_and_GradCert_75_84,F_GradDip_and_GradCert_85ov,F_GradDip_and_GradCert_Total,F_BachDeg_15_24,F_BachDeg_25_34,F_BachDeg_35_44,F_BachDeg_45_54,F_BachDeg_55_64,F_BachDeg_65_74,F_BachDeg_75_84,F_BachDeg_85ov,F_BachDeg_Total,F_AdvDip_and_Dip_15_24,F_AdvDip_and_Dip_25_34,F_AdvDip_and_Dip_35_44,F_AdvDip_and_Dip_45_54,F_AdvDip_and_Dip_55_64,F_AdvDip_and_Dip_65_74,F_AdvDip_and_Dip_75_84,F_AdvDip_and_Dip_85ov,F_AdvDip_and_Dip_Total,F_Cert_III_IV_15_24,F_Cert_III_IV_25_34,F_Cert_III_IV_35_44,F_Cert_III_IV_45_54,F_Cert_III_IV_55_64,F_Cert_III_IV_65_74,F_Cert_III_IV_75_84,F_Cert_III_IV_85ov,F_Cert_III_IV_Total,F_Cert_I_II_15_24,F_Cert_I_II_25_34,F_Cert_I_II_35_44,F_Cert_I_II_45_54,F_Cert_I_II_55_64,F_Cert_I_II_65_74,F_Cert_I_II_75_84,F_Cert_I_II_85ov,F_Cert_I_II_Total,F_Cert_Levl_nfd_15_24,F_Cert_Levl_nfd_25_34,F_Cert_Levl_nfd_35_44,F_Cert_Levl_nfd_45_54,F_Cert_Levl_nfd_55_64,F_Cert_Levl_nfd_65_74,F_Cert_Levl_nfd_75_84,F_Cert_Levl_nfd_85ov,F_Cert_Levl_nfd_Total,F_Cert_Lev_Tot_15_24,F_Cert_Lev_Tot_25_34,F_Cert_Lev_Tot_35_44,F_Cert_Lev_Tot_45_54,F_Cert_Lev_Tot_55_64,F_Cert_Lev_Tot_65_74,F_Cert_Lev_Tot_75_84,F_Cert_Lev_Tot_85ov,F_Cert_Lev_Tot_Total,F_Lev_Edu_IDes_15_24,F_Lev_Edu_IDes_25_34,F_Lev_Edu_IDes_35_44,F_Lev_Edu_IDes_45_54,F_Lev_Edu_IDes_55_64,F_Lev_Edu_IDes_65_74,F_Lev_Edu_IDes_75_84,F_Lev_Edu_IDes_85ov,F_Lev_Edu_IDes_Total,F_Lev_Edu_NS_15_24,F_Lev_Edu_NS_25_34,F_Lev_Edu_NS_35_44,F_Lev_Edu_NS_45_54,F_Lev_Edu_NS_55_64,F_Lev_Edu_NS_65_74,F_Lev_Edu_NS_75_84,F_Lev_Edu_NS_85ov,F_Lev_Edu_NS_Total,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Total,P_PGrad_Deg_15_24,P_PGrad_Deg_25_34
UCL215066,0,0,14,21,26,32,13,3,108,0,3,8,6,8,7,5,0,38,3,27,34,39,62,72,45,5,285,0,8,10,20,46,69,25,5,180,8,27,33,45,51,57,25,14,248,0,0,0,0,0,3,0,0,10,0,0,0,3,10,10,3,3,27,10,28,37,44,59,65,36,10,292,0,0,0,0,3,3,4,3,12,10,6,5,23,33,38,31,18,161,35,69,107,146,238,285,148,49,1073,0,10,12,19,34,18,6,0,97,0,6,12,19,29,27,8,0,99,8,46,69,57,83,82,42,11,397,3,10,13,37,61,77,39,12,249,5,7,14,17,13,25,0,0,86,0,0,0,3,5,6,3,0,17,0,0,4,8,3,17,3,0,39,8,10,16,29,23,45,8,0,143,0,0,0,4,0,4,7,3,22,18,10,6,9,30,60,52,29,208,39,86,126,175,257,308,156,60,1208,3,11
UCL215067,0,0,10,7,17,12,4,0,47,0,3,6,6,4,4,3,0,23,3,18,48,23,36,22,0,3,154,0,6,16,7,13,26,11,0,78,10,49,46,40,52,35,12,8,265,0,0,0,0,0,3,0,0,9,0,4,0,0,9,8,7,0,23,9,56,47,46,65,43,18,8,291,0,0,0,0,0,4,3,0,6,11,17,14,12,29,31,27,16,153,27,100,132,107,162,143,59,33,759,0,5,11,14,16,12,0,0,49,0,4,8,4,23,10,0,0,58,6,45,65,26,43,40,14,3,235,0,22,18,33,34,35,12,6,158,11,28,25,25,26,11,4,0,128,3,0,5,0,5,3,0,0,15,0,0,3,0,5,9,0,0,21,13,32,32,31,31,18,7,0,165,0,0,0,0,0,0,0,0,7,13,8,10,14,33,32,29,28,164,29,118,146,129,173,144,68,34,832,0,3
UCL215068,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,11,7,7,6,0,3,0,36,0,6,9,11,17,7,3,0,51,14,63,38,44,47,39,8,5,267,5,3,0,3,0,0,0,0,10,0,3,0,3,3,0,0,0,13,17,72,41,50,49,43,8,5,293,0,0,0,3,5,0,0,0,3,23,17,21,29,30,34,25,16,188,40,106,81,95,106,81,43,22,578,0,3,0,3,0,0,0,0,6,0,3,0,8,4,3,0,0,15,4,22,18,13,15,10,3,0,83,0,24,19,18,16,12,4,0,95,26,38,33,26,21,6,0,0,150,0,12,6,3,3,0,0,0,28,3,3,4,0,0,3,0,0,21,29,53,40,30,30,10,0,0,194,0,0,4,0,0,4,0,0,13,19,16,15,22,28,37,34,33,208,57,121,98,97,94,74,42,33,614,0,3
UCL215069,0,3,7,9,11,4,3,0,36,0,0,3,11,7,3,0,0,19,11,16,24,29,28,21,3,0,140,3,10,24,23,34,18,7,0,121,33,54,75,95,78,37,13,3,385,0,0,0,0,0,0,0,0,4,0,0,3,4,3,7,0,3,25,35,57,80,99,84,39,18,4,414,0,0,0,4,3,7,0,0,15,7,3,11,20,7,12,8,4,75,57,98,144,200,176,101,33,8,817,0,0,5,10,7,0,0,0,30,0,7,11,16,14,10,0,0,53,12,44,58,57,28,18,3,0,229,13,22,31,38,33,16,3,0,149,23,41,30,41,17,4,0,0,157,3,4,4,4,7,0,0,0,18,4,0,6,9,10,3,0,0,33,25,43,40,51,34,13,4,0,210,0,0,0,4,4,0,3,0,8,14,4,12,19,7,20,5,0,84,66,118,163,194,127,74,20,3,760,0,9
UCL215070,0,3,3,0,0,3,0,0,10,0,0,0,4,0,0,0,0,3,5,15,4,4,4,4,3,0,32,0,10,8,0,3,4,0,0,25,5,32,10,22,19,17,5,0,109,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,6,6,30,14,22,25,18,5,0,117,0,0,0,0,0,0,0,0,0,26,41,16,26,37,23,15,13,198,37,94,49,61,62,53,20,13,386,0,0,3,0,4,0,0,0,6,3,0,3,0,3,0,0,0,14,4,28,14,4,11,5,0,0,69,3,10,7,6,3,4,3,0,48,3,10,14,9,6,0,0,0,46,3,0,3,0,0,0,0,0,9,3,3,4,0,0,0,0,0,11,10,19,20,7,9,0,0,0,61,0,3,0,0,0,0,0,0,8,30,30,22,20,38,16,14,19,186,52,85,63,47,65,34,22,23,390,0,3
UCL215071,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,12,0,6,14,4,6,6,0,0,38,5,4,10,5,17,10,3,0,52,24,39,38,47,55,34,23,5,273,6,0,0,0,0,0,0,0,8,0,3,0,3,7,5,0,0,20,32,43,40,52,56,44,30,5,296,0,0,0,0,3,0,0,0,11,13,3,9,12,34,27,24,17,136,46,60,76,76,117,84,61,27,547,0,4,0,0,0,0,0,0,8,3,3,4,11,0,4,0,0,21,3,20,21,12,11,10,9,0,86,3,11,14,25,11,17,9,3,87,16,34,37,29,27,6,3,0,147,4,4,3,9,3,5,0,0,25,3,3,5,3,5,3,3,0,29,18,35,44,40,35,20,6,4,197,0,0,0,0,0,4,0,0,3,12,13,4,19,16,27,36,31,147,43,87,82,99,76,71,57,40,556,0,7
UCL215072,0,3,0,5,4,6,0,0,19,0,3,7,3,9,0,0,0,24,4,14,24,16,14,10,0,0,82,3,11,30,35,32,17,4,3,137,45,79,95,114,78,46,18,7,480,3,3,0,0,0,0,0,0,4,3,4,3,14,3,0,0,0,24,49,84,98,126,87,48,18,3,509,0,0,0,3,0,0,0,0,6,30,19,22,23,25,16,11,3,144,87,134,181,212,172,100,33,10,925,0,4,6,3,4,0,0,0,24,0,7,15,11,5,0,0,0,39,13,39,44,32,25,9,4,3,176,8,33,46,46,24,15,0,0,184,24,36,49,49,19,12,3,0,194,0,6,3,6,0,0,0,0,23,3,3,7,10,19,3,0,0,45,26,47,57,60,38,14,4,0,255,0,0,0,3,0,0,0,0,8,23,16,26,24,27,22,12,8,157,77,151,203,182,130,74,18,11,842,0,10
UCL215073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,3,0,0,0,11,0,3,6,0,8,0,0,0,19,18,43,29,33,27,24,5,4,179,0,3,0,0,0,0,0,0,6,3,0,0,0,3,0,0,0,10,21,44,31,35,31,24,5,4,189,0,0,0,0,0,0,3,0,3,3,5,10,10,13,8,4,0,65,27,65,51,41,53,32,17,7,297,0,3,0,0,0,0,0,0,8,0,3,3,0,0,0,0,0,7,0,18,6,0,9,0,0,0,33,0,11,5,12,12,3,3,0,43,19,23,15,19,15,4,0,0,92,3,4,0,3,3,0,0,0,14,0,0,7,0,0,5,0,0,7,23,29,18,17,18,7,0,0,115,0,4,0,0,0,0,0,0,5,14,6,16,3,22,10,13,0,83,37,77,46,35,52,25,15,3,293,0,3
UCL215074,0,3,3,0,6,4,0,0,13,0,0,0,0,3,0,0,0,10,0,11,16,5,24,11,3,3,64,0,11,6,8,13,15,0,0,55,14,32,55,42,46,28,20,4,241,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,10,19,32,56,44,49,32,19,4,254,0,0,0,0,0,0,3,0,7,9,6,7,15,16,20,17,9,99,27,64,89,73,108,79,50,13,500,0,8,3,5,5,3,0,0,24,0,3,10,4,7,3,0,0,19,3,21,27,9,26,14,3,0,110,4,12,20,20,19,10,4,0,92,17,23,21,35,19,13,4,0,132,3,3,0,3,4,0,0,0,12,0,4,3,4,4,6,0,0,21,22,32,18,40,27,15,4,3,160,0,0,0,0,0,0,0,0,3,9,3,9,13,26,22,20,16,120,33,77,94,93,116,66,30,27,529,0,10
UCL215075,0,3,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,9,8,12,12,3,3,8,4,0,49,3,3,8,9,7,11,10,3,50,8,21,21,23,28,20,23,3,141,0,0,0,0,0,0,0,0,3,0,0,3,3,3,3,3,0,14,3,21,22,24,38,21,25,3,155,0,0,0,0,0,0,0,0,3,0,3,3,12,8,11,5,5,51,16,36,44,44,63,60,43,17,325,0,3,3,3,3,0,0,0,10,0,0,3,0,4,6,0,0,14,0,22,10,12,12,6,0,5,72,0,13,13,14,16,14,5,3,76,9,12,7,12,14,4,3,0,58,3,0,0,0,0,0,0,0,7,0,3,3,8,7,3,0,3,20,11,13,11,17,20,10,5,3,84,0,0,0,0,0,0,0,0,3,0,0,5,6,12,17,9,5,54,14,47,52,44,69,48,28,13,313,0,3
UCL215076,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,8,10,5,0,4,0,0,32,3,3,9,5,13,9,0,0,44,31,62,64,69,34,8,0,0,267,0,0,0,0,0,0,0,0,4,0,0,3,3,0,0,0,0,4,31,62,62,68,37,15,0,0,280,0,3,0,0,0,3,0,0,8,6,9,8,10,6,4,3,0,45,41,90,90,93,66,32,7,0,414,3,0,3,0,0,0,0,0,5,0,3,3,0,3,3,0,0,20,7,22,23,3,10,4,0,0,70,3,19,24,20,11,11,0,0,93,10,34,32,29,15,7,0,0,126,3,3,4,3,0,0,0,0,14,0,4,4,7,7,0,0,0,18,16,42,35,34,20,3,0,0,162,0,0,0,3,0,3,0,0,10,11,5,5,11,12,3,8,0,44,38,91,102,74,57,27,11,0,410,3,3
UCL215077,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,5,8,3,3,3,6,0,27,0,7,5,3,5,5,0,0,29,14,37,24,27,38,30,15,3,195,0,0,0,0,0,0,0,0,6,0,3,3,3,0,0,3,0,11,16,43,28,33,36,30,14,3,210,0,0,0,0,3,0,0,0,4,10,4,4,10,8,20,14,6,83,36,62,44,52,60,62,38,9,362,0,3,0,0,0,0,0,0,7,0,3,5,3,3,0,4,0,14,0,15,16,10,8,16,3,0,72,5,7,11,6,12,3,7,7,61,13,16,14,22,20,8,3,0,99,0,0,4,4,4,0,0,0,20,0,4,6,4,3,5,0,0,30,16,23,26,24,29,15,9,0,147,0,0,0,0,0,0,0,0,0,6,6,4,7,12,24,23,11,102,30,68,57,60,77,54,44,23,407,0,5
UCL215078,0,0,3,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,3,6,6,4,4,0,0,27,0,12,3,5,8,8,0,0,44,14,54,49,28,53,23,9,4,240,0,0,3,0,9,0,0,0,12,0,11,0,0,3,0,0,0,13,15,68,53,28,59,27,9,4,269,0,0,0,0,0,0,0,0,0,16,5,12,5,6,13,12,0,69,30,84,75,45,84,53,31,8,413,0,3,0,0,0,0,0,0,10,0,8,7,4,6,6,0,0,23,6,21,19,11,9,9,0,0,72,4,14,11,16,18,14,6,4,82,15,35,14,25,22,4,3,0,120,0,8,3,5,0,0,0,0,20,0,3,3,3,10,3,0,0,20,16,47,22,35,27,9,3,0,156,0,0,0,0,0,0,0,0,4,7,3,14,13,6,17,15,0,79,36,93,76,75,65,61,27,7,433,0,3
UCL215079,0,3,7,9,3,6,0,0,34,0,0,5,3,5,0,0,0,15,3,29,29,18,23,7,0,0,114,0,21,22,13,13,9,13,0,91,38,85,69,63,57,48,15,10,384,3,0,3,7,0,0,0,0,14,3,4,5,3,4,4,3,0,28,44,95,74,71,65,53,20,10,427,0,0,0,3,3,3,0,0,11,29,16,23,24,29,34,27,6,190,76,162,155,148,147,111,62,25,887,3,6,10,11,3,0,0,0,25,0,9,14,6,6,0,0,0,44,12,42,39,26,34,10,4,0,174,4,29,45,42,26,21,9,3,179,29,47,37,35,28,15,0,3,189,4,5,3,8,3,5,0,0,20,8,6,3,8,7,5,3,0,39,35,54,44,44,36,19,5,0,245,0,0,0,3,0,0,0,0,3,20,24,24,25,34,47,37,17,229,79,160,171,163,143,107,52,27,905,3,8
UCL215080,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,5,0,11,9,7,13,4,0,0,39,0,0,9,5,3,4,3,0,27,21,29,33,31,27,13,15,3,179,0,0,0,0,5,0,0,0,5,0,0,0,0,3,3,0,0,10,20,32,35,32,33,23,15,4,193,0,0,0,3,0,0,0,0,5,19,10,8,14,21,30,17,7,132,43,56,62,63,73,57,39,14,410,0,4,5,3,4,0,0,0,10,0,9,3,3,0,0,0,0,16,7,8,12,15,16,4,0,0,58,7,18,16,8,18,12,3,3,75,11,27,19,16,21,12,7,0,109,0,0,3,0,0,0,0,0,11,0,4,0,3,0,0,0,0,14,17,32,24,23,24,7,3,3,133,0,0,0,0,0,3,0,0,3,8,12,16,20,22,22,37,16,148,33,71,70,73,86,50,49,24,452,0,3
UCL215081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,14,0,8,10,3,3,6,0,0,22,18,39,20,29,21,18,5,3,138,0,0,3,0,0,0,0,0,5,3,0,3,0,0,0,3,0,12,15,41,19,25,21,21,8,4,159,0,0,0,0,0,0,0,0,0,5,7,0,10,4,14,9,5,60,27,51,33,39,36,35,25,8,252,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,9,4,9,7,0,0,0,37,0,6,7,15,13,3,0,0,50,19,21,10,10,7,3,0,0,71,4,3,3,4,0,0,0,0,12,0,0,5,0,0,0,0,0,12,19,21,21,16,14,5,0,0,91,0,3,0,0,0,0,0,0,3,6,4,10,3,3,4,17,14,68,36,48,44,42,33,19,14,20,252,0,0
UCL215082,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,6,0,7,0,0,0,18,7,30,46,34,22,16,13,0,156,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,9,11,30,46,33,24,16,13,0,161,0,0,0,0,0,0,0,0,4,5,3,10,15,10,13,9,3,67,18,32,69,47,37,29,18,3,260,0,0,6,0,0,0,0,0,3,0,0,0,0,3,3,0,0,6,3,16,18,3,7,3,0,0,41,0,14,11,9,4,0,0,0,37,4,18,15,10,5,0,0,0,60,0,0,0,0,0,0,0,0,8,0,0,4,5,3,4,0,0,14,10,24,26,10,8,4,0,0,79,0,0,0,0,0,0,0,0,3,4,5,5,7,7,7,3,3,50,15,55,63,36,25,14,4,4,220,0,0
UCL215083,0,3,0,3,7,0,0,0,18,0,3,3,8,6,4,0,0,20,4,12,16,18,13,9,0,0,78,3,13,16,13,14,12,7,0,86,34,102,77,75,61,56,32,4,442,0,3,3,0,3,0,0,0,12,0,0,0,0,0,0,0,0,4,33,105,80,72,67,58,32,8,456,0,3,0,0,0,3,6,0,10,20,14,12,25,22,26,17,17,150,66,149,143,134,131,111,63,24,820,0,6,9,9,6,0,0,0,34,0,12,12,5,9,5,0,0,42,10,49,34,22,30,16,3,0,167,6,32,36,26,34,16,8,4,152,26,58,38,18,28,7,0,0,180,0,4,10,6,3,3,0,0,26,3,5,6,7,8,6,3,0,37,33,68,49,30,33,20,6,0,246,0,0,0,3,0,0,0,4,9,17,12,22,15,31,28,31,18,179,72,182,164,107,139,88,58,24,829,0,7
UCL215084,0,0,5,0,0,3,0,0,12,0,0,0,6,0,0,0,0,7,4,0,6,3,8,6,0,0,35,4,8,3,5,14,4,5,0,42,12,44,61,69,47,24,7,0,264,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,16,51,63,69,53,29,7,0,275,0,3,0,0,0,0,0,0,3,8,13,12,6,9,10,0,0,62,35,75,84,84,83,51,8,0,431,0,0,4,6,3,0,0,0,12,0,0,0,7,5,0,0,0,13,4,21,16,12,10,6,0,0,66,6,22,21,15,16,6,3,0,89,17,11,22,16,18,4,0,0,85,3,0,0,4,0,0,0,0,8,4,0,3,0,3,5,0,0,15,22,16,21,21,20,10,3,0,109,0,0,0,0,0,0,0,0,3,11,7,10,8,8,7,5,0,56,47,70,79,66,56,32,5,0,345,0,0
UCL215085,0,0,3,7,6,3,0,0,22,0,0,7,4,7,3,0,0,17,0,3,19,18,6,17,0,0,80,0,0,5,13,12,12,3,0,52,20,27,21,34,41,24,14,6,188,0,4,5,0,0,0,0,0,11,0,0,3,3,4,3,4,0,13,20,31,24,33,45,31,19,6,214,0,0,0,0,0,0,0,3,6,18,11,15,17,31,14,8,0,107,41,46,75,100,117,84,34,10,501,0,0,9,12,7,5,0,0,35,0,7,7,10,12,4,0,0,41,4,11,33,25,11,15,3,0,101,5,8,11,38,23,15,5,0,104,7,7,20,23,12,14,3,0,97,3,0,0,0,4,0,0,0,12,0,0,0,0,7,7,0,0,16,8,10,27,22,19,18,3,3,116,0,4,0,0,0,0,0,0,6,11,9,14,10,28,23,9,0,104,32,50,92,116,109,87,21,0,513,0,0
UCL215086,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,9,0,5,10,5,8,8,3,0,37,0,6,12,12,12,7,3,3,48,23,43,25,40,51,28,16,7,237,3,3,0,0,0,3,0,0,10,0,3,0,3,3,0,3,0,13,21,53,32,44,51,32,13,7,261,0,0,0,0,0,0,0,0,3,13,20,9,12,19,15,24,16,134,37,80,62,76,97,63,42,31,493,0,0,0,0,3,0,0,0,7,0,6,3,4,3,0,0,0,17,5,24,17,11,7,11,0,0,79,4,11,10,20,18,13,10,0,87,13,21,23,21,30,12,4,0,123,8,0,0,3,0,3,0,0,16,0,8,4,0,6,3,0,0,18,15,32,30,32,36,14,3,0,161,0,0,0,0,0,0,0,0,3,9,7,10,13,23,25,33,42,169,40,74,70,84,91,73,39,46,518,3,0
UCL215087,0,0,3,4,5,0,0,0,17,0,0,0,0,4,5,0,0,9,0,14,20,11,9,7,0,0,72,6,11,19,19,12,9,6,3,84,39,92,100,112,68,62,28,9,510,3,0,0,0,0,0,0,0,8,0,3,0,0,8,0,0,0,16,48,101,103,115,76,66,28,10,538,0,0,0,6,0,0,0,3,5,38,3,26,23,20,23,21,9,155,90,133,174,174,125,107,60,24,884,0,4,12,10,6,0,0,0,30,4,8,8,9,10,0,0,0,27,7,39,43,17,13,7,3,0,139,8,39,35,26,24,16,4,3,166,25,41,54,48,19,20,5,3,216,3,8,4,8,0,3,0,0,28,6,14,6,7,5,4,3,0,44,33,62,71,65,29,27,8,5,293,0,0,3,0,0,3,0,0,12,26,14,21,20,23,34,26,19,185,83,160,193,146,106,92,40,30,848,0,4
UCL215088,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,5,3,5,3,0,0,24,6,9,5,5,6,4,3,0,38,17,26,27,36,29,25,4,8,169,0,0,0,0,3,0,0,0,9,0,0,0,0,0,3,0,0,7,13,29,27,34,31,31,10,8,182,0,0,0,0,0,5,4,0,11,6,12,8,6,24,12,13,3,87,26,55,51,56,70,50,25,9,345,0,0,0,4,3,0,0,0,12,0,0,0,3,0,0,0,0,4,0,11,17,12,11,7,6,0,70,8,8,7,9,11,5,0,3,55,16,25,19,18,15,3,3,0,93,0,0,4,0,3,0,0,0,12,3,3,0,4,3,3,0,0,20,14,31,23,25,20,10,3,0,121,0,0,0,0,0,3,0,0,4,4,12,9,13,18,17,13,17,98,33,68,55,61,60,47,18,21,360,0,3
UCL215089,0,0,6,13,11,3,0,0,31,0,0,0,0,10,0,0,0,11,11,10,11,25,23,14,0,0,94,11,3,6,12,18,12,0,0,69,18,19,23,53,45,12,4,0,178,0,0,0,0,0,0,0,0,0,3,0,0,0,3,9,0,0,14,20,19,21,50,51,20,6,0,192,0,0,0,0,0,0,0,0,3,7,0,4,10,3,5,3,0,33,53,34,53,111,114,56,18,4,445,0,6,5,5,11,0,0,0,23,0,4,3,8,0,3,0,0,21,18,22,29,34,22,10,0,0,130,6,8,7,27,25,8,0,0,74,6,0,13,8,16,6,0,0,50,3,0,5,7,3,0,0,0,14,0,0,0,3,0,0,0,0,10,12,3,12,18,17,6,0,0,69,0,0,0,0,0,0,0,0,3,11,0,3,9,10,7,7,0,45,53,36,70,98,85,31,12,0,380,0,5
UCL215090,0,4,27,27,11,16,3,0,91,0,0,13,12,14,4,4,0,42,4,33,67,55,24,33,11,0,226,3,17,20,29,28,15,11,3,125,25,42,50,63,54,39,22,4,291,0,3,0,3,0,0,0,0,12,0,3,3,6,6,3,0,0,24,26,43,53,74,60,49,22,3,325,0,0,3,0,0,0,0,0,11,24,7,17,23,21,21,11,9,136,58,114,193,220,166,141,60,16,950,0,19,35,19,15,16,0,3,112,0,11,29,28,18,5,0,0,91,5,48,87,66,58,42,10,0,312,4,16,35,31,33,38,13,4,172,16,27,30,27,25,12,3,0,145,3,0,6,4,5,3,0,0,25,4,0,3,10,3,8,0,0,30,29,27,36,42,35,24,7,0,193,0,0,0,0,5,0,0,0,8,19,17,19,29,23,23,31,45,205,54,133,241,217,181,145,64,49,1089,0,23
UCL215091,0,0,3,5,0,0,0,0,8,0,0,0,8,3,3,0,0,16,4,11,17,13,9,5,3,0,66,3,25,15,9,13,14,0,0,74,62,153,114,93,88,54,9,0,581,5,0,4,5,3,3,0,0,19,3,3,4,6,4,4,0,0,27,70,155,122,109,97,66,15,0,627,0,0,0,0,0,0,0,0,6,13,13,18,19,13,14,3,3,102,97,201,179,164,137,103,19,4,903,0,3,6,0,0,3,0,0,14,0,5,6,3,0,7,0,0,27,12,31,31,30,17,11,7,0,136,21,59,42,27,27,18,4,0,202,38,76,74,58,34,11,3,0,291,3,10,11,7,0,3,0,0,27,3,8,10,4,9,0,0,0,36,43,90,88,70,42,15,3,3,359,0,0,0,3,0,5,0,0,12,25,16,19,22,33,14,12,7,143,103,208,196,160,122,66,21,9,891,0,7
