UCL_CODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
UCL215057,15,31,27,33,70,56,37,74,5,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,9,5,9,4,0,4,4,0,40,0,16,9,6,8,3,5,13,0,58,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,9,0,0,4,0,3,0,0,7,0,10,0,8,3,3,0,0,0,0,0,16,0,0,0,4,3,3,0,0,0,14,3,16,19,11,10,6,4,8,0,80,6,7,9,13,13,8,3,3,0,67,0,3,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8
UCL215058,19,41,33,32,134,103,62,95,21,547,0,0,4,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,5,4,17,0,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,32,7,17,15,3,5,3,3,93,3,28,10,13,8,5,3,9,0,82,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,3,3,3,6,3,4,0,0,21,0,8,4,0,0,0,0,0,0,7,4,4,6,4,6,4,3,0,0,32,0,4,10,0,14,3,3,0,0,32,7,12,29,34,30,21,3,5,0,140,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,3,0,21
UCL215059,10,29,20,26,79,99,40,86,6,395,0,0,0,0,3,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,3,4,10,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,9,9,7,4,4,0,0,48,4,9,4,5,8,0,0,4,0,40,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,4,0,0,0,17,0,3,0,0,3,0,0,0,0,10,0,0,0,3,3,4,0,0,0,12,3,0,7,7,3,5,8,8,0,39,6,10,9,28,9,8,3,0,3,77,0,3,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,5
UCL215060,8,26,10,29,36,72,39,71,6,303,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,15,4,3,5,5,0,0,0,40,0,4,0,0,0,0,0,0,0,13,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,4,5,0,10,9,5,3,5,0,42,3,3,19,14,13,8,0,4,0,70,0,3,0,0,0,0,0,0,0,6,0,5,3,0,0,3,0,0,0,13
UCL215061,13,26,16,26,101,105,37,54,9,389,0,0,3,5,14,3,0,3,0,30,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14,4,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,7,5,4,4,0,0,33,0,3,4,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,3,4,0,0,0,0,0,5,0,3,4,10,0,6,0,0,0,23,0,8,3,9,0,3,0,11,0,36,10,10,25,15,20,27,6,7,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL215062,37,60,34,41,139,173,86,136,15,722,0,3,5,3,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,0,3,3,4,16,3,0,0,41,0,0,0,0,3,0,0,0,0,6,0,3,0,3,7,3,0,0,0,18,0,0,0,0,3,0,0,0,0,6,0,34,17,21,13,3,6,4,0,104,4,23,7,4,4,3,0,3,0,47,0,3,0,3,6,3,0,0,0,21,0,3,0,0,0,4,0,0,0,9,0,3,3,0,3,0,0,0,0,11,0,4,0,0,3,0,3,0,0,10,0,0,3,3,10,3,0,3,0,23,5,4,4,3,0,3,0,0,0,19,0,0,3,4,10,3,0,0,0,25,3,7,10,17,14,14,10,9,0,80,9,15,44,40,33,28,5,3,0,179,0,3,3,0,0,0,0,0,0,7,0,11,3,3,4,3,4,0,0,31
UCL215063,14,35,20,31,47,48,26,46,14,289,0,3,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,11,10,11,0,3,3,0,43,0,18,0,5,3,0,0,3,0,32,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,7,0,3,0,3,0,0,0,0,0,4,0,0,0,3,3,3,0,0,0,12,0,10,12,9,0,0,3,3,0,39,8,10,7,32,17,15,0,3,3,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8
UCL215064,8,18,11,6,36,48,29,59,3,215,0,3,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,3,4,6,0,0,0,0,0,21,0,7,5,0,0,0,0,4,0,19,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,12,0,3,0,3,6,3,0,7,0,24,9,7,13,19,5,22,0,4,0,70,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3
UCL215065,25,64,43,38,84,95,56,103,16,523,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,11,0,3,0,0,3,0,0,0,0,8,6,19,12,8,14,10,0,3,4,70,0,16,7,15,8,7,4,0,0,52,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,3,0,3,3,0,0,0,0,8,3,0,0,0,0,4,0,0,0,12,0,0,0,3,3,3,0,3,0,15,0,3,0,4,0,0,0,0,0,7,0,0,3,4,5,3,3,4,0,30,3,11,16,14,9,13,12,8,3,80,11,19,28,36,18,17,4,7,3,142,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,3,0,0,16
UCL215066,29,95,54,70,88,137,79,125,13,682,0,6,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,7,3,19,13,15,5,3,4,3,0,68,8,27,9,10,9,8,0,4,0,71,0,0,0,0,0,4,3,0,0,15,0,7,3,0,0,0,0,0,0,10,0,7,4,0,0,0,0,3,0,14,3,3,0,3,0,3,0,5,0,22,0,10,5,9,6,4,7,6,0,50,0,10,0,7,4,4,0,0,0,23,0,9,6,6,8,5,3,4,0,42,3,19,14,23,14,13,8,10,0,106,7,23,26,37,19,20,0,0,3,145,3,3,0,3,0,3,0,3,0,19,0,9,3,3,0,3,0,0,0,17
UCL215067,37,47,40,55,90,131,75,118,9,599,3,0,6,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,4,0,0,0,5,0,12,12,11,8,4,3,4,0,60,7,28,17,10,13,8,3,13,0,101,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,5,3,4,3,0,0,0,12,3,0,0,0,0,0,0,0,0,8,3,3,0,4,4,3,0,0,0,20,0,3,0,3,3,0,0,0,0,11,0,4,10,7,18,8,0,3,0,55,12,16,16,12,3,11,0,14,0,83,8,14,30,40,20,17,4,6,0,154,0,7,0,0,0,0,0,0,0,10,0,3,3,3,0,0,0,0,0,18
UCL215068,18,40,23,33,105,118,66,75,20,514,0,3,0,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,3,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,6,3,24,16,16,18,6,0,0,5,84,0,23,9,10,9,3,0,4,3,59,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,9,7,6,11,9,8,5,10,3,0,54,0,3,0,8,3,4,0,0,0,18,0,7,0,15,3,5,3,5,0,43,3,9,16,23,20,6,3,8,0,88,0,4,0,0,0,0,0,0,0,8,4,3,0,3,4,0,0,0,0,20
UCL215069,26,44,44,50,136,224,115,174,13,820,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,11,4,7,3,3,3,0,0,32,0,0,0,0,0,0,0,0,0,9,0,4,0,4,0,3,3,0,0,14,0,0,0,0,4,0,0,0,0,14,0,31,23,13,11,7,3,4,0,99,3,23,11,3,9,3,0,5,0,50,0,3,5,10,8,5,3,5,0,35,0,7,0,0,0,0,0,0,0,11,0,0,3,5,12,8,4,5,0,47,0,0,4,3,5,0,0,0,0,11,5,4,10,17,12,10,0,3,0,60,0,4,0,3,0,4,0,0,0,20,9,4,13,13,21,7,3,3,0,71,6,17,23,15,14,17,6,18,0,119,11,19,48,37,28,13,10,5,3,178,0,7,0,3,3,0,0,0,0,18,0,6,5,6,7,3,0,3,0,32
UCL215070,12,22,11,28,97,91,48,48,23,383,3,3,3,3,16,7,3,4,0,51,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,4,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,10,7,7,0,0,0,4,38,0,3,3,0,5,0,0,3,0,18,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,3,0,0,15,3,0,0,0,3,3,0,3,0,10,3,4,11,8,4,4,3,3,0,45,0,6,7,11,9,15,3,4,0,51,0,0,0,0,3,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6
UCL215071,20,43,17,34,77,104,76,138,18,528,0,9,3,0,0,3,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,4,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,9,0,0,3,0,3,0,0,0,0,10,7,12,7,9,7,4,4,4,0,63,0,13,13,7,3,4,3,4,0,46,0,5,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,3,0,8,0,0,0,0,0,0,0,0,0,4,0,3,3,4,5,0,0,5,0,19,0,4,0,4,3,0,0,0,0,13,4,3,9,4,3,5,0,0,0,23,3,4,12,15,11,3,7,4,0,56,10,7,32,32,20,21,3,3,3,130,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,0,0,0,20
UCL215072,35,64,37,53,185,255,142,183,19,984,0,0,3,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,6,10,5,3,3,0,30,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,3,0,0,0,18,0,0,0,3,4,3,0,3,0,13,3,29,23,12,11,8,3,0,0,103,3,19,13,7,5,4,4,7,0,61,0,5,3,7,18,14,4,3,0,62,0,0,0,0,0,0,0,0,0,5,0,3,5,11,4,4,0,4,0,25,0,0,3,0,3,4,3,4,0,24,0,7,9,11,9,0,5,3,0,48,0,6,6,6,7,5,4,0,0,32,6,7,4,5,14,12,4,4,0,59,6,13,26,28,11,13,6,8,0,113,13,17,33,49,16,14,7,9,0,152,0,0,0,4,3,0,0,0,0,7,0,6,3,3,5,4,3,0,0,25
UCL215073,17,9,13,14,47,52,38,61,5,255,0,0,0,3,3,3,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,3,6,8,3,0,3,0,0,34,0,17,3,0,4,3,0,4,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,0,6,0,0,3,0,0,0,0,14,0,0,4,3,3,3,3,0,0,21,3,0,5,0,9,0,0,0,4,21,6,3,9,15,13,3,0,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,12
UCL215074,22,33,18,41,73,124,55,87,8,466,3,0,0,0,6,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,6,7,13,10,6,19,12,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,3,9,9,5,3,9,0,4,0,45,5,11,8,9,0,4,0,14,0,54,3,6,0,3,3,0,0,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,5,0,0,0,16,0,9,3,0,4,3,0,0,0,22,0,3,5,3,9,3,3,0,0,28,8,3,0,4,10,10,3,7,0,44,3,6,18,22,7,10,3,3,0,77,0,0,3,5,3,0,0,0,0,6,0,7,0,0,0,3,0,0,0,16
UCL215075,6,35,16,25,39,46,24,50,3,252,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,3,0,16,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,10,5,4,0,0,0,0,0,20,3,10,4,11,0,0,0,0,0,30,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,3,0,0,3,0,0,3,0,10,0,8,0,3,0,0,0,0,0,7,3,0,0,3,3,0,0,0,0,9,3,3,3,3,3,10,0,3,0,27,5,3,14,8,12,3,4,3,3,53,0,0,3,0,3,0,0,0,0,15,0,3,0,0,0,3,0,0,0,10
UCL215076,12,30,30,26,89,156,71,104,12,534,0,0,3,0,7,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,3,0,12,7,3,0,0,26,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,3,0,0,19,0,5,6,0,6,0,0,0,0,17,3,13,16,12,13,7,3,6,0,67,0,13,6,0,0,0,4,0,0,27,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,15,0,0,0,0,0,3,0,0,0,6,0,0,5,5,3,4,0,4,0,23,0,6,3,0,0,5,0,0,0,16,0,0,0,0,4,5,0,0,0,14,0,13,7,4,4,3,6,5,0,46,3,18,25,32,13,9,0,0,0,106,0,0,0,0,0,0,0,0,0,3,3,0,3,3,3,4,0,0,0,20
UCL215077,17,47,28,27,96,69,49,80,14,420,0,4,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,5,0,19,10,8,12,0,3,5,0,59,0,9,11,3,0,0,0,6,0,29,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,0,0,0,19,0,3,0,0,3,0,0,0,0,11,0,0,3,4,8,0,0,0,0,13,3,3,9,3,3,4,5,7,0,38,9,8,23,23,25,12,6,9,3,115,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,0,3,0,15
UCL215078,19,20,18,29,71,87,51,92,9,403,0,5,0,7,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,7,0,3,8,0,0,0,0,18,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,3,11,6,9,13,4,0,0,0,47,3,14,0,3,5,0,0,4,0,31,0,3,0,0,4,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,9,0,3,0,4,8,0,0,0,0,18,0,4,3,0,0,0,0,3,0,17,3,3,0,0,6,4,3,0,0,21,3,3,10,13,8,6,4,3,0,51,4,8,30,16,9,10,0,0,0,88,0,3,0,0,0,0,0,0,0,6,5,4,0,4,3,0,0,3,0,20
UCL215079,45,62,44,61,148,202,123,159,24,878,0,9,3,4,3,6,6,4,0,22,0,0,0,0,0,0,0,0,0,0,4,10,7,11,16,14,3,3,0,71,3,0,7,3,8,8,0,3,0,33,5,3,4,0,3,4,0,0,0,14,0,3,0,0,0,0,0,0,0,11,3,27,18,21,11,4,4,9,0,95,0,10,3,3,5,3,0,4,0,32,3,0,0,0,5,0,0,0,0,10,0,0,0,0,3,0,0,0,0,10,3,0,0,0,9,4,0,0,0,13,0,0,0,0,3,0,0,0,0,9,3,3,9,8,4,3,3,0,0,36,0,4,0,7,6,5,3,3,0,30,7,4,8,3,6,3,3,4,0,42,0,9,9,11,19,7,10,10,0,85,12,23,33,45,27,24,0,0,3,171,0,4,3,0,0,0,0,0,0,14,7,14,4,7,7,3,0,0,0,39
UCL215080,11,29,14,20,51,81,72,89,10,392,0,3,5,3,3,0,3,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,14,16,9,8,0,0,7,0,57,0,17,0,6,0,5,0,7,0,35,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,9,0,7,0,3,0,0,4,0,0,19,0,12,3,0,0,3,3,3,0,21,3,4,6,9,8,3,3,4,0,40,8,8,35,18,10,16,3,5,0,99,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,0,0,11
UCL215081,9,16,13,26,45,72,45,37,6,268,0,3,0,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,5,8,9,6,4,3,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,4,13,8,4,0,0,0,54,0,3,7,4,3,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,3,3,3,0,0,0,0,10,0,0,5,3,3,4,3,0,0,25,3,8,7,17,11,4,3,4,0,60,3,0,0,0,0,0,0,0,0,5,4,0,4,4,4,0,0,0,0,11
UCL215082,11,20,9,10,53,51,40,69,3,270,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4,4,0,3,3,0,0,19,0,0,0,0,0,0,0,0,0,4,0,3,3,0,0,3,0,0,0,12,0,0,0,0,0,5,0,0,0,7,3,9,3,10,4,5,0,0,0,38,0,3,0,0,0,0,0,0,0,12,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,3,3,0,3,0,0,0,0,0,9,0,0,4,0,0,3,0,0,0,8,0,0,0,3,0,3,0,0,0,9,0,3,5,3,8,3,0,7,0,29,0,8,3,4,3,3,0,0,0,35,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4
UCL215083,30,52,50,42,143,149,93,166,11,733,0,3,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,3,4,4,3,3,3,0,19,0,0,0,3,4,3,0,0,0,15,0,0,7,3,4,0,0,0,0,15,0,0,0,0,3,0,0,0,0,5,9,26,15,15,10,5,0,3,0,89,4,27,11,11,0,0,3,0,3,60,0,0,3,4,0,0,0,0,0,10,3,3,0,0,4,0,0,0,0,11,0,3,4,5,6,0,0,0,0,23,0,0,0,0,6,0,3,0,0,12,0,10,5,3,0,6,7,8,0,42,0,4,4,0,0,0,0,0,0,9,4,8,10,10,21,3,7,0,3,67,10,15,11,10,24,13,15,16,0,106,11,16,41,48,32,19,8,3,0,186,0,0,0,0,0,0,0,0,0,4,3,5,9,0,0,3,0,5,0,27
UCL215084,12,22,18,29,79,126,64,95,9,459,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,9,0,3,4,0,27,0,0,0,0,3,0,0,0,0,3,0,0,3,0,6,0,0,0,0,16,0,0,4,0,0,5,0,0,0,15,3,7,10,12,9,4,3,0,0,39,0,10,9,0,0,3,0,0,0,31,0,0,3,0,3,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,7,3,3,3,3,0,0,0,0,0,15,0,3,0,8,0,4,0,0,0,15,0,4,0,8,5,3,0,0,0,21,3,3,4,9,7,0,3,13,0,43,3,5,10,21,18,8,3,3,0,69,0,0,0,0,0,0,3,0,0,8,0,6,3,0,0,4,0,0,0,16
