UCL_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL215085,9,21,31,47,72,56,13,0,0,250,5,8,11,12,17,27,15,0,0,100,3,0,0,5,0,3,3,0,0,15,0,0,3,3,3,0,0,0,0,13,20,32,50,65,95,87,32,0,0,377,0,4,0,8,6,5,0,0,0,29,0,0,0,0,0,0,0,0,0,7,0,4,0,8,9,12,0,0,0,32,16,40,53,73,99,93,32,0,0,406,40,9,8,15,37,49,85,52,21,307,3,3,3,9,9,20,11,10,0,70,61,50,63,94,147,163,123,59,22,786,3,12,21,27,48,23,10,0,0,139,5,7,19,40,64,45,12,0,0,192,0,0,3,0,0,0,0,0,0,8,3,0,7,0,0,3,0,0,0,12,11,18,44,71,111,76,25,0,0,355,0,0,0,5,3,3,0,0,0,10,3,0,4,0,8,0,0,0,0,13,3,0,4,5,8,4,0,0,0,27
UCL215086,9,24,67,56,69,66,13,4,0,307,21,6,12,14,13,23,3,5,0,101,0,0,0,0,3,3,4,0,0,9,0,0,3,4,3,3,0,0,0,12,22,31,77,72,91,103,23,11,0,432,3,4,6,3,9,3,0,0,0,30,0,0,0,0,0,3,0,0,0,3,3,3,8,3,8,6,0,0,0,32,30,37,88,75,99,107,23,11,0,463,35,7,17,10,28,50,113,84,43,380,3,6,13,8,14,15,11,8,3,88,68,53,113,97,132,169,145,107,53,933,4,12,29,21,48,39,3,0,0,159,20,17,41,47,47,36,4,3,0,212,0,0,3,0,4,11,3,0,0,31,0,0,0,0,0,3,0,0,0,6,22,37,73,69,101,92,18,4,0,414,3,0,4,0,0,0,0,0,0,8,3,3,0,0,0,4,0,0,0,12,5,3,3,0,0,4,0,0,0,18
UCL215087,15,47,127,178,178,95,16,0,0,660,27,18,15,17,20,27,19,3,0,150,0,0,0,7,12,4,0,0,0,24,3,3,5,3,3,3,0,0,0,27,49,77,154,196,216,129,37,3,0,860,6,6,5,3,3,3,0,0,0,27,3,3,0,0,3,3,0,0,0,13,10,10,5,3,4,6,0,0,0,43,57,91,159,202,225,131,36,3,0,902,91,19,8,25,27,45,125,104,44,497,14,12,4,15,16,8,16,12,3,98,168,113,171,234,271,182,181,119,51,1496,0,29,67,77,102,35,5,0,0,315,48,56,48,104,97,62,15,0,0,432,0,0,7,5,9,9,0,0,0,32,0,3,5,0,3,0,0,0,0,16,54,84,128,187,208,105,26,0,0,795,9,3,6,8,6,3,0,0,0,23,8,0,4,7,0,0,0,0,0,24,16,3,5,10,6,8,0,0,0,47
UCL215088,10,20,51,54,47,35,6,0,0,216,8,10,10,5,10,17,15,0,0,75,0,0,6,4,5,3,0,0,0,19,0,0,0,0,0,5,0,0,0,6,12,29,61,57,64,58,18,0,0,310,0,3,3,9,3,3,0,0,0,19,0,0,0,0,0,0,0,0,0,5,3,6,3,9,3,3,0,0,0,26,18,35,62,69,65,62,24,0,0,336,19,10,4,9,14,43,64,48,28,238,0,0,11,4,3,15,7,5,3,54,42,39,79,76,87,122,91,53,27,630,4,5,23,19,32,24,0,0,0,107,11,17,31,37,28,30,7,0,0,156,0,4,6,5,3,4,0,0,0,20,0,0,0,4,0,3,0,0,0,4,14,27,56,62,65,60,10,0,0,287,0,0,3,0,3,0,0,0,0,10,0,4,0,0,7,3,0,0,0,16,3,3,3,0,8,3,0,0,0,24
UCL215089,11,36,39,55,101,91,16,0,0,354,19,34,3,4,16,28,8,0,0,121,3,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,4,38,69,41,64,121,123,25,0,0,488,0,4,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,8,4,7,0,0,0,0,0,0,0,15,38,77,48,66,126,120,25,0,0,503,53,7,5,3,10,19,43,13,3,153,3,0,0,4,11,0,3,4,0,27,98,87,52,68,140,145,71,22,5,685,3,20,19,29,48,18,3,0,0,142,36,30,13,32,64,57,10,0,0,243,0,3,3,3,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,43,50,38,68,114,78,14,0,0,401,0,0,0,0,4,3,0,0,0,7,4,3,0,0,6,0,0,0,0,17,8,3,0,0,6,3,0,0,0,26
UCL215090,14,35,92,163,204,104,23,3,0,634,27,18,20,27,30,40,29,0,0,192,0,0,0,6,10,4,3,0,0,25,0,0,3,3,3,4,0,3,0,17,38,56,111,205,238,149,57,4,0,865,4,4,7,0,6,6,0,0,0,29,15,3,0,0,3,3,0,0,0,25,18,9,9,3,4,4,0,0,0,50,54,65,121,206,245,159,59,4,0,909,67,6,12,17,10,54,121,72,16,383,8,8,8,15,16,15,17,7,7,105,123,85,141,233,279,230,198,84,20,1401,4,17,49,85,101,73,4,0,0,334,27,29,51,105,120,55,29,3,0,417,0,3,9,11,5,14,4,0,0,42,0,0,0,5,0,0,3,0,0,9,30,47,107,208,229,145,41,5,0,802,5,5,0,4,6,3,0,0,0,27,7,0,0,10,10,7,0,0,0,32,9,9,3,9,13,10,0,0,0,54
UCL215091,27,85,232,188,182,127,25,0,4,869,17,23,23,23,29,38,16,0,0,168,0,0,11,15,3,4,0,0,0,33,0,5,7,4,5,0,0,0,0,30,45,118,266,227,214,178,38,0,4,1099,6,4,7,5,5,0,0,0,0,28,4,0,0,3,0,3,0,0,0,18,7,6,9,9,4,8,0,0,0,47,56,128,276,238,221,179,43,0,4,1143,65,13,9,17,25,52,121,40,13,359,4,7,10,9,10,6,11,0,6,66,124,147,299,268,255,239,172,46,18,1566,14,45,83,72,81,49,12,0,0,349,42,43,95,117,117,73,14,0,0,498,0,6,12,11,7,5,0,0,0,39,0,3,7,0,9,5,0,0,0,20,54,95,197,197,209,126,28,3,0,912,3,0,4,3,0,0,0,0,0,8,7,0,4,12,4,4,0,0,0,34,9,0,6,18,7,4,0,0,0,44
UCL215092,9,16,33,30,38,23,3,0,0,154,7,9,10,3,6,15,8,0,0,51,0,0,0,3,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,7,17,24,50,34,51,38,10,0,0,225,7,4,10,3,0,9,0,0,0,35,0,0,0,0,0,3,0,0,0,0,7,4,10,3,4,9,0,0,0,34,21,35,59,36,56,45,10,0,0,264,21,5,9,5,20,40,36,17,14,167,5,3,8,10,4,7,7,3,3,51,49,41,67,50,80,93,53,24,15,473,0,11,8,6,18,13,0,0,0,62,9,12,15,17,27,17,11,0,0,102,0,6,0,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,8,19,30,23,51,28,11,0,0,175,0,4,0,4,0,0,0,0,0,17,0,0,4,0,0,0,0,0,0,8,0,7,7,11,0,0,0,0,0,21
UCL215093,15,28,115,115,94,55,7,0,0,434,28,18,5,7,14,17,14,3,0,110,0,0,3,6,11,3,3,0,0,20,0,0,4,3,3,4,0,0,0,16,43,49,130,136,114,76,25,3,0,586,3,6,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,6,5,6,0,3,0,3,0,0,0,24,52,57,137,138,121,77,25,3,0,610,30,3,5,6,10,20,70,45,10,201,5,4,15,13,12,4,3,3,0,56,82,60,153,162,139,106,103,55,10,868,0,27,56,54,54,29,6,0,0,228,27,23,54,55,57,43,10,0,0,271,0,0,11,3,6,0,3,0,0,24,0,5,0,3,3,0,0,0,0,13,29,53,123,123,119,71,20,0,0,533,0,0,0,3,0,0,0,0,0,8,0,4,3,3,3,0,0,0,0,10,3,6,4,3,3,0,0,0,0,20
UCL215094,12,35,109,104,147,70,9,0,0,501,27,11,24,17,25,26,15,4,0,145,0,0,4,9,3,9,3,0,0,25,0,4,3,3,3,0,0,0,0,21,43,54,142,129,178,108,31,3,0,687,0,4,4,0,4,0,0,0,0,16,4,0,0,0,0,3,0,0,0,12,7,4,5,4,5,3,0,0,0,26,49,58,142,133,186,110,31,3,0,716,53,4,9,15,17,48,120,71,32,365,5,6,9,6,15,8,7,4,0,64,104,66,165,157,217,160,159,77,37,1146,3,24,50,36,65,33,8,0,0,210,29,24,45,77,75,59,21,0,0,333,0,3,15,3,8,6,3,0,0,37,0,3,0,5,3,0,0,0,0,11,30,56,114,121,148,95,25,0,0,591,3,4,0,5,3,0,0,0,0,13,6,0,4,3,3,0,0,0,0,19,5,4,3,5,7,3,0,0,0,33
UCL215095,0,12,62,39,35,28,4,0,0,181,3,4,3,4,3,13,0,0,0,33,0,0,0,3,0,3,3,0,0,11,0,0,3,0,3,0,0,0,0,8,5,15,67,49,44,38,6,0,0,235,3,4,6,3,3,0,0,0,0,14,3,0,0,0,3,0,0,0,0,4,4,4,6,3,3,3,0,0,0,21,13,24,69,50,45,41,6,0,0,248,15,4,0,9,4,26,61,31,3,156,0,0,5,3,7,6,5,0,0,28,28,28,79,59,52,78,71,33,7,435,0,15,27,10,19,20,0,0,0,93,6,18,30,25,32,28,5,0,0,141,0,0,3,0,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,6,6,33,62,36,56,41,7,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,10
UCL215096,3,12,48,31,43,40,4,0,0,182,3,3,20,10,9,22,11,3,0,84,0,0,0,0,3,3,3,0,0,12,0,4,0,0,0,0,0,0,0,3,5,19,62,48,54,60,17,3,0,284,3,6,0,3,7,3,0,0,0,22,3,3,0,0,0,0,0,0,0,8,4,9,0,9,7,0,0,0,0,27,14,33,62,52,61,63,16,3,0,308,29,3,10,8,20,48,101,67,44,324,6,3,5,6,3,10,10,10,3,62,52,35,79,65,86,119,127,76,49,692,0,3,13,18,28,22,3,0,0,91,10,12,33,19,29,39,15,3,0,157,0,0,0,4,3,0,0,0,0,10,0,5,0,0,7,0,0,0,0,8,7,18,46,43,61,63,20,3,0,271,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,10,0,0,5,4,3,0,0,0,0,13
UCL215097,5,12,30,32,42,35,3,0,0,155,3,0,7,10,3,16,8,7,0,51,0,0,0,0,0,7,0,0,0,4,0,0,0,0,5,0,0,0,0,11,12,12,36,41,49,54,9,7,0,223,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,0,0,0,9,14,20,34,41,50,55,15,7,0,236,13,4,0,7,8,32,75,45,20,195,0,3,5,4,9,11,12,3,5,52,29,20,44,51,64,97,95,53,22,478,0,7,11,11,24,19,0,0,0,77,10,4,13,20,21,19,4,3,0,106,0,0,4,0,0,5,0,0,0,14,0,0,0,3,0,0,0,0,0,4,11,14,26,35,52,46,7,3,0,194,0,0,3,4,0,0,0,0,0,6,0,0,0,0,4,3,0,0,0,7,3,0,4,3,8,3,0,0,0,18
UCL221001,6,20,37,34,39,24,3,0,0,163,12,4,0,8,0,4,0,0,0,36,0,0,0,4,3,3,0,0,0,10,0,0,0,0,3,0,0,0,0,3,17,22,37,48,48,33,6,0,0,210,3,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,0,7,27,24,37,45,49,33,6,0,0,220,13,0,0,4,5,12,18,6,0,56,3,3,0,5,0,3,0,0,0,19,37,23,44,55,53,42,20,12,0,293,3,7,18,12,22,13,0,0,0,70,3,7,19,24,23,16,0,0,0,93,0,0,3,4,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,8,19,37,47,43,25,3,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL221002,3,13,28,30,34,29,4,0,0,134,7,0,3,3,0,18,4,0,0,37,0,0,3,0,0,3,3,0,0,13,0,0,0,0,3,0,0,0,0,7,7,11,32,36,40,49,11,0,0,192,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,0,0,6,9,12,32,36,47,49,13,0,0,204,17,0,0,5,3,17,45,19,6,107,7,0,0,4,9,3,3,3,0,30,31,18,34,48,54,68,53,17,7,336,0,8,12,15,23,9,3,0,0,72,5,3,14,23,14,20,3,0,0,91,0,4,0,0,3,3,0,0,0,13,0,0,3,0,0,0,0,0,0,7,5,17,27,43,40,40,9,0,0,187,0,0,0,0,4,0,0,0,0,11,3,0,0,0,0,0,0,0,0,9,3,0,0,3,3,3,0,0,0,17
UCL221003,3,10,20,33,23,24,3,0,0,120,3,0,0,7,4,9,3,0,0,34,0,0,0,0,3,4,0,0,0,8,0,0,0,0,3,0,3,0,0,8,4,15,24,38,33,36,9,0,0,167,0,5,3,0,3,0,0,0,0,10,0,0,0,4,0,0,0,0,0,5,0,5,3,4,3,0,0,0,0,11,4,16,32,45,31,42,9,0,0,180,9,0,0,10,14,30,64,54,10,194,0,0,0,0,0,9,6,3,0,24,15,16,30,58,51,75,87,58,10,394,0,10,7,7,12,10,4,0,0,47,7,6,12,22,13,17,6,0,0,86,0,0,0,0,0,3,0,0,0,12,0,0,0,4,0,0,0,0,0,7,7,13,19,29,30,30,13,0,0,149,0,0,6,3,0,0,0,0,0,10,0,0,0,3,0,3,0,0,0,12,0,5,6,5,0,3,0,0,0,19
UCL221004,3,7,23,20,27,16,4,0,0,98,3,5,3,0,6,4,7,0,0,26,0,0,0,0,3,3,0,0,0,6,0,3,0,3,0,0,0,0,0,6,5,13,28,25,36,24,8,0,0,140,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,5,15,30,26,37,29,8,0,0,150,7,0,3,3,3,5,19,0,3,47,0,0,0,5,3,4,3,0,0,16,13,20,34,31,45,38,26,0,5,210,0,3,7,6,16,11,0,0,0,42,3,4,11,15,17,13,0,0,0,66,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,5,13,18,28,33,25,0,0,0,127,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,10
UCL221005,4,3,16,35,53,26,8,0,0,143,8,15,3,0,8,7,4,0,0,44,3,0,0,3,4,0,0,0,0,10,3,0,0,0,3,0,0,0,0,9,18,16,20,41,70,37,13,0,0,210,0,0,4,0,3,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,3,0,4,0,3,3,0,0,0,11,19,21,20,37,70,39,13,0,0,217,20,6,0,0,3,11,15,9,3,65,0,0,0,3,4,7,0,0,0,12,39,22,20,41,82,56,21,15,4,297,0,4,0,13,17,11,0,0,0,53,26,3,3,21,41,13,3,0,0,114,0,0,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,28,9,11,36,68,25,4,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
UCL221006,3,10,27,15,25,16,10,0,0,107,7,0,0,3,3,7,7,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,7,9,34,21,40,21,23,0,0,148,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,9,12,31,21,37,20,23,0,0,153,17,3,0,3,6,9,33,18,3,97,0,0,9,0,5,0,9,4,5,32,26,16,39,24,50,31,59,22,9,278,0,7,16,8,14,5,3,0,0,43,5,3,16,18,19,16,4,0,0,76,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,6,28,26,29,24,7,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221007,3,3,26,35,14,12,3,0,0,97,0,0,3,3,4,10,6,0,0,26,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,5,8,29,35,23,17,9,0,0,127,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,29,40,25,17,9,0,0,132,11,0,0,3,4,7,34,11,0,71,0,0,0,0,3,0,7,3,0,8,16,6,34,39,35,29,49,11,0,214,0,9,10,5,14,3,0,0,0,42,4,0,7,14,14,14,4,0,0,62,0,0,0,4,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,6,22,25,29,20,9,0,0,118,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,5
UCL221008,3,3,19,17,12,15,6,0,0,81,0,0,3,3,7,7,0,0,0,23,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,8,3,24,22,27,26,8,0,0,110,0,0,3,3,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,12,9,9,21,23,28,28,8,0,0,127,9,3,0,3,9,15,29,10,3,77,0,0,3,0,3,0,0,0,0,11,13,11,28,25,36,48,36,15,4,215,0,3,3,4,15,11,0,0,0,36,10,5,7,14,16,16,0,0,0,68,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,8,13,22,36,31,3,0,0,119,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,6
UCL221009,0,7,11,15,16,29,9,0,0,88,3,0,0,7,7,7,5,3,0,32,0,0,0,0,0,3,0,0,0,6,0,0,0,6,0,0,0,0,0,9,3,7,14,26,24,34,16,4,0,128,3,0,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,12,8,10,17,32,24,38,16,4,0,145,8,0,3,9,6,18,42,26,22,135,0,0,0,3,0,3,10,3,6,26,15,10,17,39,27,59,67,35,29,301,0,0,11,12,15,6,4,0,0,42,6,0,3,13,16,8,8,3,0,65,0,0,7,0,0,7,0,0,0,12,0,0,0,0,0,3,0,0,0,7,10,5,19,20,35,28,9,3,0,126,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,8
UCL221010,4,9,29,21,15,17,3,0,0,96,0,0,0,0,9,6,4,0,0,23,0,0,3,3,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,5,33,23,23,29,5,0,0,126,0,0,4,0,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,3,4,0,5,0,0,0,0,13,3,9,35,23,32,32,5,0,0,144,15,0,0,3,3,13,21,9,0,67,0,0,3,3,0,0,0,0,0,11,21,10,41,31,30,45,25,13,0,218,0,8,5,12,7,17,0,0,0,53,4,3,11,20,13,21,3,0,0,70,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,11,5,22,29,20,40,4,0,0,128,0,0,3,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,7
UCL221011,0,11,12,13,21,8,0,0,0,76,0,0,0,3,4,3,0,0,0,16,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,7,4,7,19,22,28,17,3,0,0,107,0,0,0,0,7,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,7,3,0,0,0,12,11,10,19,22,38,17,3,0,0,120,9,0,3,8,5,11,28,13,0,81,0,0,0,0,3,3,6,0,3,19,21,10,19,31,40,35,38,18,5,216,0,3,8,5,15,7,3,0,0,44,5,5,9,13,11,10,4,0,0,58,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,5,11,12,28,25,20,7,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3
UCL221012,0,10,19,27,37,19,0,0,0,113,11,3,0,5,4,3,3,0,0,30,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,14,12,20,31,48,27,3,0,0,153,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,12,20,35,44,28,3,0,0,156,14,0,0,0,0,6,21,3,3,47,0,0,4,0,3,3,0,3,0,19,21,10,26,37,47,38,26,5,3,227,0,0,6,12,11,8,0,0,0,34,5,5,3,30,28,12,0,0,0,80,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,5,11,41,38,13,3,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
UCL221013,3,0,7,34,31,24,0,0,0,97,7,0,3,3,3,0,0,0,0,22,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,8,0,9,35,39,27,0,0,0,130,0,0,3,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,0,0,0,10,8,0,14,36,39,26,0,0,0,136,11,0,0,0,3,6,14,5,3,44,3,0,0,4,3,0,0,0,0,11,18,4,19,41,45,36,16,5,3,193,0,8,4,10,19,5,0,0,0,46,5,3,4,21,19,12,0,0,0,63,0,0,0,0,5,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,10,10,13,31,35,19,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL221014,3,3,24,29,37,23,4,0,0,126,0,0,5,3,3,7,0,0,0,28,0,0,0,0,5,0,0,0,0,3,0,0,3,3,0,3,0,0,0,7,9,6,33,36,43,30,9,0,0,161,0,5,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,3,0,0,7,0,0,0,0,14,6,9,33,36,45,31,9,0,0,170,11,3,3,0,4,7,14,11,0,55,0,0,3,3,6,0,0,0,0,20,20,16,45,39,60,36,22,10,0,251,0,9,16,9,12,7,0,0,0,54,3,3,17,15,17,17,0,0,0,78,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,5,15,30,32,34,20,5,0,0,135,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,3,0,0,0,0,8
