SOS_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
SOS20,541,4699,84,5322,116616,9886,131821,2701,4334,126,7159,146709,11755,165623,65473,7773,942,74190,252050,26925,353161,149813,5003,2877,157693,128069,20257,306022,89106,5592,1771,96468,160733,17642,274841,15504,16493,425,32425,172889,14510,219820,2460,25588,190,28238,115310,12718,156263,534,7056,44,7633,68849,9990,86471,141,431,3,576,27743,4947,33259,326276,76970,6459,409698,1188961,128627,1727287,789,7660,94,8545,110400,9126,128075,7058,8286,365,15713,136032,10690,162436,107201,14618,3586,125403,213946,24868,364222,180240,10049,7960,198248,98573,17851,314671,86722,15470,3428,105618,168490,16529,290627,8195,45805,668,54664,168355,14802,237818,2191,43713,324,46221,114986,14434,175652,652,8240,70,8968,85292,13209,107472,198,545,14,748,46490,9348,56588,393246,154380,16509,564133,1142574,130852,1837560,1325,12360,179,13868,227015,19016,259900,9759,12622,488,22871,282743,22440,328057,172674,22386,4534,199593,465994,51798,717381,330052,15049,10838,355939,226641,38107,620699,175828,21060,5199,202084,329220,34172,565475,23697,62292,1098,87085,341244,29308,457642,4647,69301,506,74463,230298,27154,331909,1191,15294,111,16603,154148,23196,193940,335,968,19,1322
SOS21,191,1430,13,1632,27724,3475,32838,1775,1247,66,3091,25570,2574,31234,19276,2019,527,21824,33977,4906,60709,31843,1430,1033,34311,21088,4570,59972,17429,2347,482,20250,38419,5082,63752,2849,6318,95,9265,48887,5370,63525,493,6338,33,6866,41187,5821,53877,119,1253,7,1375,23454,4598,29427,55,80,3,139,8559,2128,10823,74032,22467,2254,98754,268866,38531,406154,427,2595,26,3047,24586,3192,30827,3771,2491,184,6447,21718,2289,30455,28905,3764,1744,34407,26190,4522,65121,38374,2594,2501,43475,17230,4246,64952,16555,6450,832,23838,41161,4757,69755,1555,15479,134,17168,47723,5449,70339,416,10275,64,10751,42293,6447,59492,136,1642,17,1794,28267,6347,36406,78,155,5,238,15383,3947,19567,90226,45438,5504,141167,264555,41187,446912,619,4022,39,4680,52311,6673,63665,5545,3741,249,9535,47291,4863,61683,48183,5785,2273,56237,60171,9428,125830,70224,4022,3539,77780,38320,8814,124918,33988,8795,1309,44092,79580,9831,133503,4401,21797,232,26429,96610,10820,133862,914,16612,95,17618,83473,12270,113365,252,2897,19,3175,51721,10946,65842,133,233,8,372
SOS22,13,132,4,150,2281,396,2826,101,69,3,175,1707,180,2060,1489,139,43,1670,2276,378,4325,2765,135,86,2984,1862,427,5280,1722,268,43,2038,4210,617,6869,327,624,11,959,6346,740,8048,65,610,3,677,5489,837,6999,11,100,0,113,2477,476,3069,11,6,0,15,752,211,972,6512,2085,196,8795,27392,4261,40448,26,186,3,217,2014,321,2552,263,153,16,431,1337,144,1913,2154,264,155,2582,1611,366,4555,3354,251,233,3838,1445,448,5736,1593,640,79,2312,4286,566,7166,144,1482,7,1636,5679,676,7991,37,847,5,890,4809,781,6484,10,126,0,139,2471,559,3165,20,11,0,29,1131,311,1475,7604,3964,506,12070,24785,4188,41044,42,323,5,367,4293,718,5379,367,220,21,606,3046,324,3976,3650,404,200,4253,3891,744,8880,6118,385,324,6827,3308,880,11016,3320,910,123,4351,8493,1189,14036,466,2104,16,2596,12020,1421,16033,110,1455,10,1574,10301,1617,13490,27,224,0,255,4944,1030,6229,27,22,0,44
SOS23,65,525,0,588,11594,2005,14188,312,344,4,666,8650,1056,10371,5351,536,113,5999,9401,2516,17911,12682,472,355,13510,7471,2908,23893,9504,1142,226,10873,19046,3353,33275,1804,3125,61,4991,27327,3387,35706,290,2901,18,3212,21070,3122,27407,47,502,4,554,8262,1596,10409,39,34,0,78,1970,456,2499,30101,9583,788,40467,114790,20394,175653,86,882,7,975,10187,1697,12860,691,670,31,1389,6686,727,8809,7924,934,403,9256,6701,1377,17334,14971,832,827,16631,5685,1781,24097,8440,2801,356,11589,18949,2615,33153,789,7127,62,7978,22614,2789,33382,196,4432,21,4655,15805,2486,22945,30,513,5,549,6583,1339,8465,56,33,11,98,2191,474,2766,33190,18215,1719,53121,95400,15287,163808,155,1404,7,1565,21780,3697,27043,1006,1008,39,2053,15340,1787,19177,13277,1465,515,15258,16101,3890,35251,27653,1307,1177,30147,13159,4693,47992,17939,3941,584,22465,37995,5964,66424,2591,10256,128,12972,49947,6176,69088,485,7336,40,7862,36878,5610,50347,81,1009,10,1099,14842,2933,18869,94,69,11,172
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,0,0,10,0,11,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,18,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,3,0,0,3,0,0,0,0,10,0,11,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,0,8,0,8,121,41,180,16,11,0,27,301,122,447,108,29,0,138,603,306,1052,138,11,0,155,313,344,813,56,17,0,78,312,241,628,13,25,0,38,287,132,460,3,19,0,19,206,53,283,0,0,0,0,56,20,72,0,0,0,0,9,0,9,334,130,3,467,2212,1259,3942,13,9,0,18,120,37,178,32,17,0,47,297,107,453,120,41,4,161,439,189,795,116,18,9,150,184,151,479,32,16,4,51,211,88,347,0,38,0,39,241,76,352,0,27,0,27,143,29,204,0,3,0,3,34,8,49,0,0,0,0,18,13,28,309,163,11,491,1687,705,2883,13,14,0,28,246,86,357,48,30,0,72,599,224,898,229,69,4,298,1046,502,1848,257,37,9,304,500,492,1295,87,33,4,126,522,328,975,10,63,0,74,528,212,816,4,47,0,51,349,88,482,0,3,0,3,92,28,121,0,0,0,0
