SOS_CODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SOS20,89118,76096,38904,24134,34827,24987,13686,301741,20987,20053,10863,6516,9080,5080,2662,75238,20589,17947,8961,5426,7432,4226,2234,66822,101394,99446,55438,34453,45680,24196,11871,372478,1196,1134,604,327,346,163,83,3848,233282,214672,114761,70855,97358,58655,30530,820122,7409,10467,7322,5584,8973,6301,3872,49928,3032,4348,2940,2144,3107,1644,871,18086,1945,2918,1971,1381,2137,1144,680,12186,13056,19011,12954,9342,12977,6047,3073,76465,1329,1306,765,558,524,249,125,4850,26769,38052,25958,19011,27718,15383,8620,161516,260053,252723,140723,89865,125076,74044,39149,981638
SOS21,4901,4474,2448,1469,2076,814,296,16472,2752,2764,1517,945,1292,419,154,9847,2755,2582,1186,771,1043,380,135,8862,39674,38370,21070,13208,17663,5304,1638,136935,261,292,155,129,106,24,18,988,50349,48486,26377,16529,22182,6937,2243,173100,564,756,511,387,595,205,98,3110,753,1058,654,507,693,214,86,3960,315,581,413,297,446,134,60,2246,9440,12500,7653,5409,7342,1974,551,44877,519,473,311,198,174,36,8,1714,11592,15362,9539,6797,9252,2563,797,55901,61941,63850,35915,23327,31430,9502,3045,229001
SOS22,109,139,105,53,72,27,5,513,248,257,146,92,124,53,13,936,210,225,137,96,111,34,8,814,3468,3930,2182,1355,1788,466,120,13312,28,35,22,13,5,0,0,105,4073,4584,2584,1607,2104,582,149,15674,8,22,16,14,13,7,0,75,59,79,51,27,63,15,3,305,27,60,43,26,36,14,0,209,573,928,600,435,554,132,26,3241,22,44,20,12,11,0,0,115,695,1122,732,520,681,162,33,3950,4765,5706,3317,2123,2777,747,187,19628
SOS23,835,937,623,421,558,239,86,3701,810,1052,735,477,680,244,96,4094,949,1064,685,456,668,210,83,4113,14193,18054,11302,7441,10243,2957,906,65098,109,116,84,79,48,12,3,445,16894,21226,13434,8865,12192,3655,1172,77446,35,63,51,40,64,31,13,293,128,207,137,95,130,45,19,761,63,131,83,54,93,33,14,468,1534,2178,1584,1118,1558,382,141,8506,81,88,60,54,45,8,0,338,1841,2673,1913,1356,1888,502,186,10361,18738,23895,15348,10227,14079,4158,1365,87806
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
