SOS_CODE_2016,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_Resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_Resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_Resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_Resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_Resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_Resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_Resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_Resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_Resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_Resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_Resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_Resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_Resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_Resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_Resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_Resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_Resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_Resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_Resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_Resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_Resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_Resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_Resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_Resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_Resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_Resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_Resp,Turkish_BP_B_OS,Turkish_FO_B_OS,Turkish_MO_B_OS,Turkish_BP_B_Aus,Turkish_BP_NS,Turkish_Tot_Resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_Resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_Resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_Resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_Resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_Resp
SOS20,45960,130546,95147,736325,13595,1021582,262,331,155,3105,72,3930,334604,4357,7580,7424,2546,356515,25835,3348,1844,5873,379,37279,30767,9441,5933,17350,576,64073,257222,112218,82435,673922,15181,1140980,52452,1006,4624,736,564,59381,15133,2022,1547,7267,259,26223,43001,12536,8490,65307,1467,130796,100195,14432,7503,36057,1777,159960,12554,2057,1236,3195,219,19264,188722,3181,2298,1627,1212,197048,61505,31043,20985,279306,4324,397165,148248,32007,15502,93089,3608,292456,16235,134,424,179,75,17047,30743,5940,2709,4584,579,44546,29478,3455,1954,5818,437,41140,32356,6597,4012,14977,518,58462,13418,1395,1068,680,306,16868,18902,5599,4219,1924,281,30923,30447,4576,3370,8643,407,47448,17171,1312,1298,2215,215,22215,62397,28171,21424,202575,3434,317999,17310,1474,849,1578,251,21460,14692,2025,1463,697,123,18999,17765,1312,1103,2680,224,23086,50309,2252,1518,1419,314,55807,28194,3169,1508,2021,338,35232,100174,1185,2336,784,1266,105745,8051,2267,1539,8719,162,20737,511530,35216,28746,39917,6285,621692,24122,2148,1705,14752,225459,268187,2041827,277742,198421,1560965,274342,4353298
SOS21,4922,31551,21489,353935,7930,419828,27,134,45,2194,74,2476,7436,305,492,2366,158,10757,2283,455,225,934,49,3953,9048,3281,1971,6887,227,21418,48435,29225,20955,315731,7903,422248,5523,174,989,177,114,6975,1305,300,191,2527,58,4380,8343,3335,2173,32862,702,47416,3101,864,319,2510,90,6884,1389,315,161,596,36,2503,8926,366,208,329,81,9915,10199,7362,4479,112352,1985,136381,13000,4297,1803,20517,635,40254,577,11,28,23,9,643,542,173,57,384,22,1175,886,170,101,434,22,1612,4763,1342,804,3594,119,10635,1900,407,279,355,33,2973,2550,1302,1053,739,58,5705,3209,660,395,1993,78,6334,885,128,112,459,22,1598,12932,7770,5434,87488,1679,115300,1010,163,100,207,19,1498,1420,279,136,192,18,2045,1515,228,167,931,35,2876,1654,175,120,170,12,2130,1318,203,85,157,15,1781,1553,73,131,40,34,1836,1809,561,370,2923,68,5728,34989,5128,3756,9999,778,54646,2258,503,408,10156,65490,78807,166435,59472,40700,702681,83567,1052851
SOS22,413,3063,2078,34452,763,40782,0,8,3,165,3,175,288,30,34,196,13,559,172,36,15,79,8,308,1057,310,187,636,21,2206,5743,2945,2149,29569,813,41225,311,14,52,6,13,396,135,49,18,211,8,415,968,301,217,3054,85,4623,284,69,30,191,16,586,160,33,20,52,11,275,277,22,14,23,3,337,1103,702,437,10173,225,12637,829,283,140,1483,43,2776,33,0,0,3,0,33,22,6,4,16,0,55,45,5,10,16,0,74,376,110,50,270,12,821,143,48,16,21,3,233,249,108,92,65,9,527,263,59,43,137,5,507,97,20,9,23,4,149,1403,826,582,8627,189,11628,58,4,5,9,3,79,114,22,13,13,4,171,108,24,9,79,7,222,44,18,12,23,3,99,46,8,7,12,0,67,41,3,9,0,0,48,228,45,37,276,7,593,1821,436,295,924,62,3534,132,56,58,1077,6883,8206,13827,5678,3916,66763,8636,98824
SOS23,1605,11686,8794,144141,2976,169205,8,23,6,415,12,465,1433,85,141,821,31,2516,1012,149,69,333,8,1575,4744,1432,965,2636,106,9887,20376,10837,8556,120267,2944,162980,1170,39,231,37,33,1513,554,86,99,962,28,1729,3894,1205,898,12496,294,18782,1474,352,159,909,43,2940,633,130,64,209,14,1044,1520,99,69,97,18,1810,4049,2561,1734,41309,799,50455,6364,1862,760,7709,278,16976,64,0,13,8,0,83,280,86,36,107,4,513,486,75,28,135,12,737,1990,450,296,1134,52,3919,575,92,76,79,9,840,1212,472,402,208,36,2331,1196,238,154,611,33,2225,402,63,49,174,18,708,4994,2822,2264,36045,747,46870,349,41,19,81,9,492,481,75,70,56,9,694,407,75,55,259,4,802,349,69,43,65,0,532,339,75,21,49,9,490,350,26,28,11,6,423,668,205,131,1157,18,2185,8442,1774,1443,3790,199,15648,695,239,163,4299,30935,36327,59433,22251,16560,278192,37614,414055
SOS27,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,3,14,3,0,10,3,29
SOS29,49,199,130,1446,70,1895,0,3,0,29,0,31,278,5,4,8,3,297,14,5,0,3,0,22,50,19,10,27,3,103,403,139,103,1068,61,1779,42,4,0,0,0,49,28,5,5,3,3,49,78,27,8,108,9,225,40,10,4,18,0,75,8,5,0,0,0,9,135,10,0,0,0,145,106,51,24,401,17,610,108,27,15,86,5,244,36,0,0,0,0,36,19,13,0,5,0,42,6,3,0,4,0,17,24,6,0,10,0,39,44,3,3,6,0,48,44,16,5,9,3,79,24,4,0,15,0,44,29,0,0,0,0,29,95,31,25,319,17,484,14,3,0,0,0,17,11,0,0,0,0,13,18,3,0,0,0,27,20,0,0,0,0,23,42,14,0,3,3,55,89,0,3,0,0,95,11,4,0,17,3,37,661,43,38,67,25,831,35,5,3,37,1916,1995,2206,376,229,2654,2093,7565
