SOS_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
SOS20,178,3035,26,3057,..,24296,1044,25338,190,25525,..,14045,1587,15633,178,15815,..,12062,1191,13247,119,13369,..,2800,686,3487,30,3517,..,12418,2358,14771,155,14925,..,34442,12202,46648,369,47018,..,86416,20864,107277,2115,109399,..,584158,107159,691320,7271,698591,..,5190,1304,6498,115141,121641,1311504,589352,108464,697814,122414,2131735,1354180,..,..,..,..,1354180,..,2190,28,2215,11,2221,..,30285,6849,37135,409,37543,..,136,3,138,0,138,..,30083,10227,40309,227,40538,..,75167,26123,101291,567,101855,..,6998,2869,9868,57,9921,..,112253,39218,151469,850,152324,..,8194,1510,9698,116,9817,..,3295,98,3397,48,3443,..,8773,356,9123,74,9202,..,8076,252,8323,99,8427,..,43902,11062,54968,516,55482,..,4438,436,4873,32,4907,..,21644,1423,23066,179,23243,..,19573,2938,22518,232,22750,..,16303,1199,17499,135,17628,..,7938,1183,9125,90,9211,..,13064,1462,14527,93,14624,..,82962,8645,91604,753,92358,..,44336,9031,53368,680,54045,..,5142,904,6045,51,6094,..,5569,2248,7820
SOS21,44,273,6,280,..,1756,118,1878,19,1894,..,754,76,833,6,839,..,284,53,339,4,343,..,273,74,345,5,357,..,551,160,718,7,722,..,533,233,770,16,786,..,5994,1864,7856,175,8026,..,28415,5332,33744,522,34271,..,1311,135,1447,34429,35881,438578,29728,5468,35194,34957,508725,469836,..,..,..,..,469836,..,381,10,390,3,393,..,1168,326,1496,23,1524,..,87,0,87,3,91,..,546,183,729,8,740,..,1692,879,2569,18,2586,..,143,71,211,0,211,..,2377,1131,3512,32,3542,..,582,75,657,6,661,..,812,20,832,16,843,..,635,32,665,15,677,..,1305,35,1348,23,1363,..,1095,191,1288,22,1315,..,236,30,261,0,268,..,837,68,902,8,915,..,1291,245,1537,18,1558,..,556,48,608,4,609,..,339,36,380,3,384,..,532,118,650,13,657,..,3801,541,4339,47,4392,..,3241,566,3806,70,3875,..,393,46,443,3,442,..,194,58,250
SOS22,3,11,0,11,..,81,3,85,0,85,..,73,5,83,3,79,..,7,0,7,0,7,..,22,8,28,0,28,..,17,3,21,0,21,..,22,3,26,0,21,..,245,51,292,6,304,..,1394,171,1561,25,1586,..,134,11,146,3764,3908,43902,1530,175,1706,3795,49397,43801,..,..,..,..,43801,..,22,0,22,0,22,..,25,6,23,0,28,..,7,0,7,0,7,..,22,4,26,0,26,..,105,34,143,3,144,..,4,6,8,0,8,..,127,45,176,3,182,..,27,4,35,0,36,..,63,0,69,0,68,..,57,0,53,0,53,..,140,5,148,4,151,..,79,13,95,0,90,..,0,0,0,0,0,..,6,0,6,0,7,..,25,4,24,0,24,..,10,0,10,0,10,..,4,0,4,0,4,..,9,0,9,0,9,..,49,4,50,0,55,..,157,12,167,4,170,..,26,3,25,0,25,..,7,0,13
SOS23,7,40,0,40,..,383,30,418,3,421,..,203,13,220,6,228,..,59,9,62,0,62,..,61,7,72,0,72,..,154,14,176,7,177,..,148,54,204,0,204,..,1218,209,1426,46,1474,..,8512,921,9429,160,9586,..,501,39,537,18747,19288,184983,9016,960,9970,18909,213864,175812,..,..,..,..,175812,..,153,3,157,0,157,..,164,7,176,9,184,..,45,3,49,0,50,..,91,17,116,3,119,..,365,140,506,10,516,..,25,4,25,0,25,..,483,166,647,10,659,..,222,39,266,0,266,..,394,10,401,7,404,..,260,5,272,0,270,..,626,21,648,6,655,..,447,67,518,12,532,..,25,0,27,0,27,..,168,10,182,0,182,..,238,54,296,0,297,..,96,9,103,4,108,..,23,6,29,0,29,..,52,5,53,0,53,..,613,81,693,6,701,..,1475,180,1653,26,1678,..,122,10,132,0,134,..,31,5,34
SOS27,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,3,3,18,7,0,7,3,28,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SOS29,0,5,0,5,..,20,0,20,0,20,..,31,3,28,0,28,..,9,0,10,0,10,..,3,0,3,0,3,..,20,3,24,0,21,..,27,11,39,0,39,..,115,30,151,5,154,..,532,158,687,15,698,..,21,4,28,1236,1261,2372,555,162,714,1245,4331,1835,..,..,..,..,1835,..,0,0,0,0,0,..,22,21,41,0,41,..,0,0,0,0,0,..,27,9,36,0,36,..,84,37,124,0,124,..,8,9,19,0,19,..,124,57,177,0,177,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,14,0,14,..,13,0,13,0,18,..,15,3,18,0,18,..,6,0,6,0,6,..,4,3,4,0,4,..,9,0,12,0,12,..,3,0,3,0,3,..,3,0,7,0,7,..,6,0,6,0,6,..,34,5,44,0,44,..,24,7,28,0,30,..,4,0,5,0,5,..,8,6,17
