SOS_CODE_2016,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot,P_AgriForestFish_0,P_AgriForestFish_1_15,P_AgriForestFish_16_24,P_AgriForestFish_25_34,P_AgriForestFish_35_39,P_AgriForestFish_40,P_AgriForestFish_41_48,P_AgriForestFish_49over,P_AgriForestFish_hours_NS,P_AgriForestFish_Tot,P_Min_0,P_Min_1_15,P_Min_16_24,P_Min_25_34,P_Min_35_39,P_Min_40,P_Min_41_48,P_Min_49over,P_Min_hours_NS,P_Min_Tot,P_Mnfg_0,P_Mnfg_1_15,P_Mnfg_16_24,P_Mnfg_25_34,P_Mnfg_35_39,P_Mnfg_40,P_Mnfg_41_48,P_Mnfg_49over,P_Mnfg_hours_NS,P_Mnfg_Tot,P_EGW_WS_0,P_EGW_WS_1_15,P_EGW_WS_16_24,P_EGW_WS_25_34,P_EGW_WS_35_39,P_EGW_WS_40,P_EGW_WS_41_48,P_EGW_WS_49over,P_EGW_WS_hours_NS,P_EGW_WS_Tot,P_Cnstn_0,P_Cnstn_1_15,P_Cnstn_16_24,P_Cnstn_25_34,P_Cnstn_35_39,P_Cnstn_40,P_Cnstn_41_48,P_Cnstn_49over,P_Cnstn_hours_NS,P_Cnstn_Tot,P_WTrade_0,P_WTrade_1_15,P_WTrade_16_24,P_WTrade_25_34,P_WTrade_35_39,P_WTrade_40,P_WTrade_41_48,P_WTrade_49over,P_WTrade_hours_NS,P_WTrade_Tot,P_RTrade_0,P_RTrade_1_15,P_RTrade_16_24,P_RTrade_25_34,P_RTrade_35_39,P_RTrade_40,P_RTrade_41_48,P_RTrade_49over,P_RTrade_hours_NS,P_RTrade_Tot,P_AccomFoodS_0,P_AccomFoodS_1_15,P_AccomFoodS_16_24,P_AccomFoodS_25_34,P_AccomFoodS_35_39,P_AccomFoodS_40,P_AccomFoodS_41_48,P_AccomFoodS_49over,P_AccomFoodS_hours_NS,P_AccomFoodS_Tot,P_TransPostWhse_0,P_TransPostWhse_1_15,P_TransPostWhse_16_24,P_TransPostWhse_25_34,P_TransPostWhse_35_39,P_TransPostWhse_40,P_TransPostWhse_41_48,P_TransPostWhse_49over,P_TransPostWhse_hours_NS,P_TransPostWhse_Tot,P_InfoMedTelecom_0,P_InfoMedTelecom_1_15,P_InfoMedTelecom_16_24,P_InfoMedTelecom_25_34,P_InfoMedTelecom_35_39,P_InfoMedTelecom_40,P_InfoMedTelecom_41_48,P_InfoMedTelecom_49over,P_InfoMedTelecom_hours_NS,P_InfoMedTelecom_Tot,P_FinInsurS_0,P_FinInsurS_1_15,P_FinInsurS_16_24,P_FinInsurS_25_34,P_FinInsurS_35_39,P_FinInsurS_40,P_FinInsurS_41_48,P_FinInsurS_49over,P_FinInsurS_hours_NS,P_FinInsurS_Tot,P_RentHirREserv_0,P_RentHirREserv_1_15,P_RentHirREserv_16_24,P_RentHirREserv_25_34,P_RentHirREserv_35_39,P_RentHirREserv_40,P_RentHirREserv_41_48,P_RentHirREserv_49over,P_RentHirREserv_hours_NS,P_RentHirREserv_Tot,P_ProScieTechServ_0,P_ProScieTechServ_1_15,P_ProScieTechServ_16_24,P_ProScieTechServ_25_34,P_ProScieTechServ_35_39,P_ProScieTechServ_40,P_ProScieTechServ_41_48,P_ProScieTechServ_49over,P_ProScieTechServ_hours_NS,P_ProScieTechServ_Tot,P_AdminSupServ_0,P_AdminSupServ_1_15,P_AdminSupServ_16_24,P_AdminSupServ_25_34,P_AdminSupServ_35_39,P_AdminSupServ_40,P_AdminSupServ_41_48,P_AdminSupServ_49over,P_AdminSupServ_hours_NS,P_AdminSupServ_Tot,P_PubAdmiSafety_0,P_PubAdmiSafety_1_15,P_PubAdmiSafety_16_24,P_PubAdmiSafety_25_34,P_PubAdmiSafety_35_39,P_PubAdmiSafety_40,P_PubAdmiSafety_41_48,P_PubAdmiSafety_49over,P_PubAdmiSafety_hours_NS,P_PubAdmiSafety_Tot,P_EducTrain_0,P_EducTrain_1_15,P_EducTrain_16_24,P_EducTrain_25_34,P_EducTrain_35_39,P_EducTrain_40,P_EducTrain_41_48,P_EducTrain_49over,P_EducTrain_hours_NS,P_EducTrain_Tot,P_HealthCareSocA_0,P_HealthCareSocA_1_15,P_HealthCareSocA_16_24,P_HealthCareSocA_25_34,P_HealthCareSocA_35_39,P_HealthCareSocA_40,P_HealthCareSocA_41_48,P_HealthCareSocA_49over,P_HealthCareSocA_hours_NS,P_HealthCareSocA_Tot,P_ArtRecServ_0,P_ArtRecServ_1_15,P_ArtRecServ_16_24,P_ArtRecServ_25_34,P_ArtRecServ_35_39,P_ArtRecServ_40,P_ArtRecServ_41_48,P_ArtRecServ_49over,P_ArtRecServ_hours_NS,P_ArtRecServ_Tot
SOS20,1359,5564,4251,3997,6071,5106,1478,2109,7866,37811,38865,154890,142937,146146,182892,148319,64908,74563,16331,969850,316,1083,1044,1118,1900,1943,826,1493,138,9862,254,130,157,148,425,961,526,1555,30,4182,3323,8474,8621,9900,44140,38559,20028,22272,1348,156668,617,573,882,1117,5804,5745,2542,3185,166,20636,3665,7762,8852,11942,25321,49663,19611,32930,2228,161982,1640,4061,4718,5031,17304,18706,8702,11148,473,71780,5983,46952,29776,26055,36442,27610,14764,19919,2303,209799,3327,40613,24024,15785,15619,12640,7854,13299,2084,135251,3133,5344,7268,9749,19834,22287,11871,17425,1359,98269,1194,3100,2863,3199,10262,12238,5084,6841,366,45146,3314,3077,5865,6884,19291,29381,10210,14989,655,93667,859,2842,2761,2838,6394,7851,3976,7231,305,35057,4869,14682,14270,15787,31968,51159,20715,33574,1218,188250,2010,11416,11317,9396,14261,12144,5057,6723,904,73229,5172,5912,8059,9587,27485,22979,12324,10416,801,102734,5692,28191,22647,22155,31999,26327,15579,25084,1392,179067,11062,27312,39433,49741,47992,37604,15399,19210,2427,250172,1299,10233,4937,4928,5804,6488,3060,4936,452,42137
SOS21,367,1095,708,711,789,625,207,306,1649,6465,11086,39139,34612,38614,37371,24782,11828,13667,3798,214891,506,1218,983,1312,1906,2170,1165,2380,226,11868,197,82,71,105,341,376,477,1365,35,3047,1240,2308,2044,2706,9488,8924,5754,5275,376,38114,343,203,262,373,1838,1792,899,1063,57,6826,1250,2051,1961,3035,6637,12854,5396,8389,562,42137,340,717,683,750,2406,2382,1591,1843,80,10787,1966,11873,6860,7256,8747,5462,3591,4101,581,50447,1242,11467,4507,4140,3493,2455,1635,3316,550,32805,843,1380,1526,1871,3520,4019,2638,5121,328,21243,178,597,401,435,1292,952,607,643,37,5143,495,503,902,1091,2297,2087,942,1139,65,9517,172,490,472,448,1144,952,599,1040,49,5366,595,2161,1766,2195,3520,3813,1861,2760,145,18814,488,3018,1853,1955,2444,1776,786,1121,206,13651,1754,1878,2369,2763,7242,6376,3138,2736,221,28479,1552,4887,5233,5786,7136,5054,3683,5483,345,39153,3874,6730,11328,14990,11325,8542,3251,3934,604,64577,304,1768,760,857,1009,820,439,662,90,6706
SOS22,38,105,81,66,62,57,14,40,171,646,1093,3634,3263,3373,2825,1980,1015,1469,370,19026,112,236,184,257,291,490,232,629,41,2466,26,12,10,7,38,58,59,133,0,348,138,233,185,217,703,724,452,504,38,3197,22,21,33,25,159,165,86,92,6,610,177,256,233,344,640,1196,468,825,67,4216,35,69,72,78,177,211,123,163,8,935,152,946,572,563,587,435,260,455,64,4020,123,907,376,360,246,259,171,543,46,3025,63,163,157,197,290,339,216,540,33,2002,10,47,29,29,71,63,40,42,7,334,34,39,71,68,121,105,42,58,3,539,19,52,36,51,82,91,37,94,0,471,55,205,192,233,237,224,127,206,18,1489,49,307,208,176,184,168,83,118,27,1311,195,170,228,237,640,524,239,218,27,2483,166,504,467,540,611,379,342,470,42,3522,392,623,1074,1222,735,619,207,327,62,5253,48,148,82,98,131,87,53,71,14,738
SOS23,220,543,402,395,322,363,97,241,889,3467,4699,16850,15252,15752,12173,10715,4783,9122,2104,91453,1281,3399,2591,3222,2481,5177,2499,15258,746,36660,113,51,67,53,128,220,222,666,29,1545,492,1108,974,1119,3003,3205,1979,2572,164,14612,148,101,142,171,625,664,342,497,31,2710,701,1275,1207,1571,2592,5516,2013,4397,341,19617,156,386,357,426,778,1042,554,1026,48,4770,580,3827,2090,2095,2179,1677,914,1636,235,15238,354,3623,1336,1113,756,659,381,1088,198,9505,406,680,614,822,1099,1491,883,2284,145,8417,72,185,149,148,301,290,175,213,13,1548,162,194,308,374,550,636,250,389,30,2905,82,221,216,208,350,379,198,430,18,2096,319,1130,999,1225,1214,1503,745,1501,73,8717,226,1113,750,680,660,738,256,522,84,5031,696,628,889,1048,2302,2306,1237,1278,113,10500,598,2071,2177,2222,2177,1747,1182,2074,164,14421,1411,2555,4490,5050,3078,2646,995,1336,254,21810,134,686,347,361,431,385,187,540,44,3120
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,6,7,5,4,3,3,3,4,16,50,50,112,99,114,136,117,58,77,35,786,3,3,8,13,11,14,3,7,0,62,3,3,0,0,0,3,0,5,0,17,7,3,11,9,31,36,16,15,8,131,0,3,4,0,3,11,0,4,0,20,10,14,7,16,28,61,20,41,3,199,0,0,3,3,12,13,4,0,0,42,3,20,18,17,32,23,9,7,3,133,7,41,40,41,39,25,16,29,12,245,8,8,4,12,25,24,11,28,4,134,0,3,0,3,4,0,6,3,0,29,4,3,0,0,14,12,0,13,0,45,0,0,0,0,8,10,3,6,0,29,3,9,13,6,26,36,10,20,3,131,4,20,20,7,16,7,4,13,0,89,14,4,7,5,29,28,19,20,0,118,5,19,17,15,16,9,6,16,3,115,8,18,31,41,25,29,15,20,0,189,0,10,8,14,5,9,4,15,0,65
