SOS_CODE_2016,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
SOS20,53509,8420,854,412,58658,9973,131821,59687,20926,2600,1145,69152,12110,165623,127321,80956,12496,4993,99584,27808,353161,97752,95309,20798,8145,62998,21019,306022,83014,85951,19325,7492,60456,18611,274841,59838,65750,17011,7370,54587,15270,219820,30702,41327,16746,8586,45140,13766,156263,13279,18253,8856,5503,29560,11022,86471,4049,4664,2171,1612,15324,5435,33259,529148,421558,100863,45246,495454,135019,1727287,56611,12532,1483,572,47620,9258,128075,61238,31876,5843,3532,48922,11034,162436,92889,101278,37346,43204,63879,25620,364222,41771,93893,60075,63745,36709,18480,314671,35196,97621,61261,42740,36674,17147,290627,28228,75317,47786,33270,37759,15456,237818,14967,41248,35741,29986,37990,15719,175652,10162,19618,16006,14147,33005,14526,107472,5631,6866,3795,2637,27554,10105,56588,346694,480249,269344,233827,370105,137342,1837560,110123,20947,2341,980,106286,19226,259900,120925,52801,8447,4670,118069,23141,328057,220213,182234,49847,48200,163457,53427,717381,139528,189202,80876,71887,99706,39499,620699,118206,183572,80589,50232,97123,35753,565475,88066,141071,64793,40635,92350,30724,457642,45670,82571,52486,38571,83126,29478,331909,23442,37871,24866,19649,62565,25550,193940,9677,11537,5967,4247
SOS21,13720,2157,210,125,13170,3449,32838,11597,5105,760,343,10708,2718,31234,20401,17012,3359,1654,13060,5228,60709,17648,19864,5201,2348,10068,4841,59972,17772,20401,5069,2224,12732,5560,63752,15634,19111,5598,2682,14708,5800,63525,8441,13439,6613,4193,14789,6399,53877,3458,5625,3174,2508,9509,5153,29427,1066,1332,726,623,4773,2302,10823,109731,104044,30699,16698,103523,41453,406154,13736,3301,472,254,9796,3274,30827,9853,7957,2051,1858,6328,2403,30455,10948,19636,9600,13330,6936,4671,65121,6258,19816,14072,14990,5354,4466,64952,7568,24517,15079,10138,7450,4999,69755,7149,21769,14787,10504,10230,5899,70339,3734,11723,12207,11914,12801,7121,59492,2537,5353,4868,5371,11297,6994,36406,1509,2115,1208,1085,9384,4266,19567,63291,116173,74337,69445,79573,44085,446912,27453,5454,682,378,22971,6726,63665,21451,13061,2808,2202,17035,5121,61683,31353,36645,12955,14988,19993,9896,125830,23904,39674,19271,17343,15425,9305,124918,25333,44915,20150,12363,20183,10558,133503,22783,40877,20389,13188,24934,11696,133862,12177,25163,18818,16107,27590,13521,113365,5995,10979,8035,7877,20809,12144,65842,2573,3443,1930,1711
SOS22,1223,196,20,7,977,401,2826,769,334,50,22,683,200,2060,1350,1246,333,133,854,408,4325,1433,1797,523,268,798,450,5280,1775,2208,616,346,1243,694,6869,1730,2491,841,449,1729,806,8048,1009,1647,945,711,1769,921,6999,348,563,372,334,907,539,3069,102,119,73,66,383,226,972,9736,10613,3764,2355,9340,4639,40448,1171,284,37,10,719,334,2552,620,490,131,156,361,158,1913,633,1309,736,1118,382,376,4555,454,1718,1326,1415,356,473,5736,714,2468,1603,1151,624,613,7166,753,2373,1774,1384,977,731,7991,381,1250,1313,1477,1219,841,6484,216,472,443,556,882,597,3165,119,150,103,89,688,329,1475,5063,10516,7463,7349,6212,4450,41044,2396,485,53,18,1698,732,5379,1387,827,184,172,1042,361,3976,1987,2553,1074,1253,1234,785,8880,1886,3517,1850,1687,1154,925,11016,2484,4674,2219,1494,1863,1301,14036,2483,4868,2608,1830,2704,1535,16033,1384,2902,2260,2189,2988,1760,13490,566,1033,818,893,1793,1136,6229,225,270,176,157
SOS23,6222,1139,116,49,4681,1982,14188,3909,1541,246,120,3452,1112,10371,5398,4677,1212,563,3431,2630,17911,6223,7706,2464,1200,3240,3062,23893,8633,10855,3151,1556,5460,3620,33275,8176,10992,3828,2158,6842,3704,35706,4298,6544,3543,2966,6557,3500,27407,1349,1972,1231,1176,2873,1809,10409,319,394,215,201,864,507,2499,44521,45817,16015,9983,37400,21911,175653,6113,1377,172,79,3421,1702,12860,3245,2093,524,418,1747,781,8809,2650,4817,2781,4108,1539,1453,17334,1824,6978,5761,6469,1181,1887,24097,2787,11158,8100,6097,2285,2729,33153,2603,9917,8174,6543,3152,2990,33382,1238,4480,5260,5929,3331,2704,22945,559,1286,1395,1887,1833,1505,8465,319,363,265,284,1011,523,2766,21339,42470,32434,31811,19492,16262,163808,12330,2510,289,130,8103,3675,27043,7154,3631,768,536,5197,1889,19177,8046,9492,3991,4670,4967,4076,35251,8044,14684,8224,7669,4425,4950,47992,11419,22014,11253,7650,7744,6347,66424,10778,20910,12005,8707,9997,6692,69088,5542,11030,8802,8891,9884,6208,50347,1909,3255,2628,3063,4702,3310,18869,633,761,480,483
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,3,0,0,3,0,11,0,0,3,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,11,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,3,0,0,3,0,11,0,0,3,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,37,17,0,4,77,44,180,94,50,11,3,168,118,447,212,122,23,16,363,315,1052,132,83,18,15,217,349,813,103,57,19,19,193,242,628,83,69,20,12,138,134,460,48,40,20,11,106,60,283,12,4,7,0,34,21,72,0,0,0,0,8,0,9,715,443,117,80,1298,1293,3942,45,22,5,7,61,40,178,133,66,21,12,121,105,453,181,140,46,54,172,195,795,77,88,37,49,79,146,479,62,74,30,25,70,87,347,39,70,38,32,89,81,352,21,37,23,20,59,40,204,3,6,7,4,10,16,49,3,3,0,0,14,12,28,567,509,208,198,668,721,2883,82,37,10,5,133,90,357,225,109,26,15,293,227,898,391,266,76,68,530,512,1848,209,178,60,63,294,497,1295,160,134,47,38,266,331,975,123,145,57,46,230,214,816,66,75,42,36,159,98,482,16,14,15,3,46,36,121,3,3,0,0
