SOS_CODE_2016,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_more_15_19_yrs,F_3000_more_20_24_yrs,F_3000_more_25_34_yrs,F_3000_more_35_44_yrs,F_3000_more_45_54_yrs,F_3000_more_55_64_yrs,F_3000_more_65_74_yrs,F_3000_more_75_84_yrs,F_3000_more_85ov,F_3000_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot,P_650_799_15_19_yrs,P_650_799_20_24_yrs,P_650_799_25_34_yrs,P_650_799_35_44_yrs,P_650_799_45_54_yrs,P_650_799_55_64_yrs,P_650_799_65_74_yrs,P_650_799_75_84_yrs,P_650_799_85ov,P_650_799_Tot,P_800_999_15_19_yrs,P_800_999_20_24_yrs,P_800_999_25_34_yrs,P_800_999_35_44_yrs,P_800_999_45_54_yrs,P_800_999_55_64_yrs,P_800_999_65_74_yrs,P_800_999_75_84_yrs,P_800_999_85ov,P_800_999_Tot
SOS20,2528,13146,19677,18417,19949,20103,30435,25115,14714,164074,1997,14749,27693,25340,25188,19934,18291,9846,5667,148701,1193,14571,32361,26763,26710,19269,11861,5389,2527,140643,639,13964,40030,28193,28320,19421,8381,3302,1770,144016,279,9264,45168,28718,27681,18962,6505,2315,1219,140106,73,2962,32837,22026,19379,12294,3552,1009,593,94721,69,938,21838,19753,16672,10219,2556,814,469,73328,37,335,10640,13117,11359,6941,1686,555,284,44960,61,281,12048,18620,14441,7737,2203,770,442,56593,114,276,3059,10506,9687,4664,2103,976,540,31925,10235,11925,27100,20543,19187,17075,16434,14392,12717,149591,128075,162436,364222,314671,290627,237818,175652,107472,56588,1837560,128262,57092,60030,42404,35536,40651,21469,9219,3808,398489,60670,27654,15126,14737,12936,13976,10439,4809,1802,162146,23536,42071,36007,29673,28202,33826,31693,20282,6469,251760,8250,28040,30445,25952,28041,34703,60930,45475,15482,277330,6608,26491,33761,27643,30322,31881,48913,37963,20540,264124,5151,30142,47026,37000,36849,32186,33045,18058,8478,247932,3003,30290,62286,45259,43768,34590,23337,11035,4507,258066,1671,28864,84204,56544,53988,39823,19072,6929,3193,294282
SOS21,1051,3202,5215,5476,6430,7592,12181,9482,5542,56176,843,4138,7708,7690,7771,7128,7041,3663,2300,48287,441,4132,7949,7446,7896,6516,3912,1834,850,40968,159,2918,7473,6764,7613,5864,2320,996,526,34641,70,1700,6691,5639,6677,4968,1613,691,425,28473,22,543,4308,3978,4094,2775,697,248,104,16771,0,139,2384,2835,3196,2229,485,165,71,11507,3,52,922,1743,1986,1378,268,111,54,6517,3,38,729,1524,1669,1134,328,153,66,5638,40,64,304,711,779,545,319,215,122,3115,3346,2525,4985,4795,5303,6123,6758,6054,4552,44440,30827,30455,65121,64952,69755,70339,59492,36406,19567,446912,24779,4145,5943,5711,5594,8953,4027,1573,807,61525,15960,3562,2995,3008,2900,4039,2676,1044,486,36673,6417,7808,8121,7283,7541,11025,10298,5368,1921,65789,2555,4940,6822,7205,8366,12383,24748,16408,5313,88738,2706,5678,7609,7915,9680,12197,20497,14653,7658,88601,2124,7632,10940,10418,10865,11411,13181,6795,3359,76717,1085,8486,14015,11873,12594,11698,8189,3921,1538,73399,506,7140,16545,13669,14689,12660,5913,2189,960,74270
SOS22,87,211,393,546,675,892,1306,838,442,5390,64,262,569,690,824,837,683,249,168,4349,22,255,527,645,802,656,373,161,64,3513,7,193,501,537,728,605,259,76,35,2953,3,122,407,435,620,504,170,79,37,2368,0,33,251,257,379,272,77,14,8,1291,0,3,125,223,272,227,41,15,12,914,0,3,64,128,167,127,26,5,4,523,0,0,30,130,147,114,24,12,3,467,7,6,15,48,71,73,33,19,4,276,345,174,393,489,639,758,768,521,369,4446,2552,1913,4555,5736,7166,7991,6484,3165,1475,41044,2265,256,419,492,669,1150,481,167,47,5942,1188,221,246,326,347,519,305,85,24,3258,422,447,649,724,879,1471,1291,554,137,6579,182,327,505,717,936,1640,3166,1621,445,9545,222,392,550,786,1094,1574,2495,1444,644,9205,192,467,809,973,1200,1407,1438,548,238,7265,91,559,965,1075,1360,1317,900,345,120,6730,33,467,1157,1152,1521,1464,678,179,69,6722
SOS23,350,884,1275,1957,2691,2949,3547,1703,684,16047,300,1040,1842,2553,3417,3308,2423,798,290,15963,147,1128,1889,2397,3468,2912,1572,492,150,14153,58,883,1926,2315,3288,2679,1080,295,80,12619,37,469,1755,2099,2979,2363,863,244,83,10878,4,124,1063,1365,1894,1577,467,92,30,6613,3,45,614,1056,1633,1227,316,84,25,4998,7,12,255,603,939,725,202,58,13,2815,0,8,257,741,1069,800,249,77,14,3214,17,28,129,416,701,538,271,105,23,2231,1722,826,1526,2082,2940,3197,2696,1275,487,16757,12860,8809,17334,24097,33153,33382,22945,8465,2766,163808,10576,1355,1909,2452,3561,5171,2401,680,235,28339,6524,1192,948,1317,1637,2337,1573,479,123,16129,2049,2046,2115,2693,3483,5322,4833,1804,467,24811,1026,1401,1835,2616,3721,5518,9343,4163,964,30589,1105,1623,1988,2867,4194,5308,7243,3313,1079,28725,970,2242,2765,3682,5243,5955,5284,1819,535,28492,511,2639,3441,4095,5883,5742,3670,1231,311,27521,252,2307,4255,4778,6801,6330,2898,770,188,28575
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,3,27,50,63,48,35,30,12,5,272,9,45,70,47,20,21,12,0,3,224,7,29,59,33,12,19,8,3,0,162,3,16,60,26,21,6,5,0,0,136,0,15,57,18,19,9,3,0,0,118,0,4,33,16,10,9,0,0,0,70,0,0,17,14,9,6,0,0,0,41,0,0,16,4,4,4,0,0,0,28,0,0,14,8,3,5,0,0,0,30,0,0,7,12,5,0,0,0,0,23,28,83,142,97,55,65,33,13,10,526,178,453,795,479,347,352,204,49,28,2883,98,161,195,116,67,94,28,5,0,760,48,60,72,42,37,28,12,0,0,306,76,157,252,219,165,107,45,8,3,1020,16,76,109,119,108,111,119,21,8,690,8,54,121,122,110,98,97,41,5,655,17,74,122,71,55,47,28,6,3,423,15,65,123,72,52,38,13,0,0,381,4,33,136,74,62,30,22,3,0,365
