SOS_CODE_2016,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
SOS20,5346,12875,2132,1297,1694,1359,903,1212,344,27164,10762,29611,6488,1632,3892,2961,2529,2742,962,61585,27289,37048,66759,4279,8692,6921,15819,14265,2386,183459,11230,6692,43876,1193,2183,1800,3394,6586,888,77841,2025,1585,5046,510,709,647,1022,1780,195,13509,2735,25105,1510,5318,1070,959,870,1157,364,39087,3382,16081,1039,1882,962,711,776,760,202,25802,45469,48473,7116,7015,21807,15765,8892,7678,2316,164529,9318,23932,2798,12264,5743,3313,2731,3226,984,64296,3972,14461,4018,2265,2377,2993,1329,1922,351,33702,3989,803,13578,2527,1364,1906,2871,2909,261,30206,93,84,167,81,68,87,169,265,52,1063,2034,2582,1687,1127,1062,732,1359,960,447,11985,2019,1809,4303,1040,989,1231,2496,2499,3086,19475,129665,221142,160521,42437,52608,41388,45160,47945,12827,753698,3661,12285,2670,2356,4087,2071,175,847,334,28501,2323,7433,1011,1132,3170,1066,155,691,255,17238,2241,5758,1723,1179,2281,1249,648,1495,207,16780,1092,4829,1441,480,1287,966,46,225,78,10434,737,1331,1121,555,1018,592,97,532,87,6071
SOS21,579,1219,270,165,159,121,118,209,45,2879,676,1673,810,145,318,219,188,261,82,4362,5143,4108,21590,1164,1490,1482,5255,4526,625,45368,3358,594,13224,425,382,502,1553,2515,298,22853,1451,885,1941,236,283,328,780,1175,112,7190,543,4543,315,1464,194,134,190,255,60,7705,1025,4920,345,661,247,172,266,240,66,7946,5434,4454,1073,923,2221,1994,1199,1152,242,18701,1034,2477,464,3269,622,426,401,772,131,9593,376,1149,500,264,157,318,197,347,52,3364,884,148,3346,476,225,459,760,1047,85,7433,20,24,29,9,6,12,34,68,11,212,349,345,349,303,149,106,315,247,93,2246,618,281,1366,313,215,360,897,1055,714,5821,21500,26812,45648,9808,6660,6634,12153,13859,2601,145675,344,1138,429,285,434,156,18,118,24,2942,115,267,83,81,292,83,8,58,15,1003,216,355,330,147,297,186,135,383,31,2082,92,318,252,61,165,139,8,44,10,1092,277,451,382,216,376,242,39,310,19,2306
SOS22,59,99,29,8,10,6,7,18,3,244,42,80,37,12,15,18,16,15,6,232,577,328,2212,119,130,143,618,507,70,4711,354,54,1276,38,26,32,173,265,29,2243,288,104,246,35,35,35,116,186,15,1057,42,258,33,113,14,16,12,20,0,501,115,417,34,58,26,14,19,36,8,728,344,239,108,62,118,143,93,90,16,1205,94,187,52,286,42,30,25,59,5,777,36,87,39,10,14,17,19,31,3,245,105,9,290,23,18,23,53,103,3,624,0,0,0,0,3,0,0,5,0,13,32,31,33,31,14,9,22,20,6,213,94,32,169,31,22,38,119,127,78,719,2177,1919,4554,825,502,516,1282,1498,253,13521,40,98,41,25,31,11,0,16,0,262,10,16,3,4,28,9,0,7,3,81,25,33,41,16,33,24,18,40,3,227,13,23,21,8,16,10,3,5,0,100,45,64,58,38,51,23,14,69,0,363
SOS23,471,575,105,57,62,38,52,95,27,1487,301,439,159,40,68,49,37,58,19,1160,4367,1734,9646,463,567,544,2715,1977,380,22401,2289,256,5213,145,122,180,697,1096,127,10116,5349,552,1055,129,162,226,629,1155,103,9375,334,1431,116,435,59,47,44,92,24,2582,584,1435,161,205,81,56,115,115,31,2793,2461,1435,320,280,575,515,366,351,101,6396,674,865,163,891,175,86,126,207,43,3233,184,370,221,72,71,70,54,125,9,1170,459,45,755,96,57,117,223,336,24,2114,20,8,11,3,5,3,8,14,8,75,273,129,163,112,52,47,132,87,36,1014,897,133,770,101,74,156,464,522,323,3440,18660,9411,18854,3022,2130,2139,5657,6229,1253,67354,342,551,181,132,220,72,6,60,21,1580,101,125,26,23,127,25,4,26,7,454,187,170,141,65,142,94,61,127,18,1010,83,134,91,29,72,42,8,12,3,475,962,354,342,187,414,201,50,479,39,3028
SOS27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS29,3,14,0,3,0,3,0,0,0,29,4,21,3,0,0,0,0,4,0,33,20,40,60,6,8,4,17,26,0,181,12,6,57,3,0,0,11,11,0,101,6,5,4,0,0,3,3,14,0,30,3,20,3,3,0,0,3,0,0,40,0,12,3,3,0,0,4,0,0,26,28,31,6,12,9,9,12,6,3,117,7,21,3,12,7,0,9,10,0,75,3,6,8,4,0,0,3,3,0,25,3,3,20,5,0,0,0,3,0,38,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,3,0,6,0,20,0,0,15,3,0,0,5,6,11,42,88,178,189,67,30,30,63,97,21,761,0,13,3,11,3,0,0,4,0,34,0,5,0,3,0,0,0,0,0,7,0,3,5,3,3,0,0,0,0,15,0,3,7,0,3,0,0,0,0,12,0,0,3,0,0,0,0,0,0,3
