GCCSA_CODE_2016,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
2RVIC,525,207,4197,1433,320,4100,537,6005,359,17688,1885,1639,9932,2379,827,2872,2037,5959,516,28046,7620,8489,18470,3503,2232,3362,5783,9115,982,59550,12459,9788,14903,3562,2723,3170,7134,7854,1189,62778,15103,9109,14981,4305,3298,3352,10026,9017,1300,70488,13510,8566,11382,3282,3267,3017,8998,7982,1113,61117,6125,2579,2192,736,923,1073,2153,2072,476,18334,1771,329,216,62,111,132,160,328,205,3308,301,34,47,13,14,23,35,56,76,602,59293,40747,76331,19274,13723,21090,36855,48382,6209,321909,240,265,707,4092,928,9515,112,2553,307,18727,1073,3353,1861,7149,3340,5554,241,2503,319,25392,4301,16396,3502,9537,9169,5423,420,3855,625,53221,6595,16427,3221,9472,12300,5444,592,4569,759,59380,8217,15688,3333,12248,15901,6817,940,7116,853,71122,6846,12419,2184,9198,11737,4989,797,6206,691,55072,2854,2092,404,1528,2452,915,126,1289,312,11977,635,132,33,94,204,52,8,161,159,1471,75,39,19,29,53,18,3,33,54,318,30843,66802,15255,53351,56094,38723,3244,28286,4076,296681
2GMEL,663,1100,7531,5552,1298,10838,1525,12315,771,41591,4461,11732,25440,12299,7301,15214,7542,16641,2130,102768,33316,72539,64202,17977,22288,19611,23036,25711,5468,284146,51210,67487,49085,11841,18908,13991,22883,19598,4808,259809,49392,47438,43633,10536,15934,12071,25609,19473,4273,228358,29139,32958,27779,6722,11358,8156,19367,14674,2699,152859,7624,11172,5711,1647,3113,2872,4236,4199,966,41533,1118,1444,522,148,345,347,280,600,303,5108,171,170,84,19,49,46,34,70,120,766,177107,246044,223993,66751,80585,83150,104512,113276,21533,1116953,565,1275,1199,10631,2918,24764,264,4215,691,46521,4774,16102,4881,24088,16579,25279,1101,5385,1510,99704,25306,92848,12820,36018,47552,23324,2441,10165,3975,254436,30285,74774,9657,28062,47723,16636,2952,9836,3274,223203,25829,55624,8585,29254,53861,18076,4340,14001,2967,212541,12801,34095,4729,18032,35366,11285,2908,11028,1662,131905,2612,6876,886,3388,7994,2460,360,2274,630,27484,277,525,71,192,569,195,17,251,226,2316,46,95,22,29,74,28,4,22,108,430,102496,282214,42858,149690,212636,122045,14387,57174,15041,998542
29799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29499,6,0,6,6,0,5,4,8,0,42,13,10,26,33,5,11,8,40,3,145,37,85,96,40,21,14,47,71,7,420,28,46,61,17,6,8,47,37,13,264,21,35,31,12,9,5,44,38,11,195,16,29,22,7,10,4,30,20,5,140,5,4,3,0,3,3,3,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,123,203,249,120,56,53,183,214,41,1242,0,0,3,8,0,10,0,3,0,25,8,16,11,48,12,21,3,24,7,142,19,101,21,54,41,27,3,28,3,304,10,35,8,17,25,8,5,7,3,121,13,20,5,17,20,7,4,9,3,102,6,24,0,8,20,6,0,7,0,80,0,6,0,4,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,202,44,161,126,74,17,86,16,786
