CED_CODE_2016,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
CED224,23,86,70,388,90,341,24,245,18,1272,196,829,410,664,388,720,131,396,75,3804,1172,3243,1075,545,694,635,163,371,144,8038,1904,3001,552,214,456,404,107,181,123,6940,2671,3144,589,231,468,445,158,183,132,8018,1578,2499,406,130,312,320,120,166,104,5634,514,1072,126,59,155,125,50,77,41,2216,87,167,16,10,23,17,3,13,21,359,12,28,3,0,0,4,0,0,3,58,8151,14064,3240,2237,2576,3008,763,1632,666,36333,29,66,21,506,141,719,3,122,28,1640,166,901,118,875,670,964,12,106,48,3856,899,3712,254,783,1244,648,23,165,92,7825,1450,3130,152,399,1134,369,16,109,98,6853,1544,3326,201,552,1563,521,23,117,125,7975,744,2200,129,387,1217,274,23,90,70,5135,177,607,47,125,437,81,14,40,32,1557,22,52,7,11,32,11,0,12,16,164,4,5,0,0,0,3,0,0,3,22,5042,13992,925,3643,6443,3581,107,778,513,35029
CED225,33,47,578,226,68,583,61,703,42,2333,159,285,1372,302,175,506,271,586,60,3722,877,1332,2484,377,485,452,630,785,119,7541,1946,2060,2433,426,658,512,817,761,143,9742,2193,1619,2551,420,659,572,1124,777,178,10092,1299,1132,1518,282,476,366,771,576,96,6506,289,331,255,50,108,110,171,168,31,1512,47,26,19,5,16,11,12,18,6,151,4,5,10,0,0,0,0,7,4,28,6841,6828,11205,2093,2640,3104,3859,4377,682,41627,33,35,66,595,146,1196,11,275,32,2395,178,423,225,918,612,915,40,168,51,3530,601,2140,428,1030,1452,665,68,233,97,6714,944,2692,427,1220,2295,724,115,379,109,8897,921,2093,421,1374,2739,790,217,545,108,9212,458,1241,191,843,1652,476,124,395,66,5442,87,195,25,115,294,73,18,89,17,900,14,12,0,5,19,3,0,11,9,79,0,9,0,3,3,0,0,0,0,21,3227,8840,1796,6090,9218,4832,595,2097,482,37183
CED226,27,35,406,168,58,559,107,643,41,2044,178,273,1258,410,295,652,679,910,111,4767,1727,3088,3354,1008,1497,1134,2806,1771,337,16730,2644,3729,2871,836,1505,867,2424,1368,323,16570,1720,1526,2132,601,922,495,2150,1129,208,10875,874,833,1127,315,514,250,1403,705,117,6138,163,155,180,67,92,76,217,183,33,1181,9,6,5,7,6,4,7,18,5,66,0,0,0,0,0,0,7,3,3,12,7336,9645,11346,3410,4892,4041,9804,6728,1183,58385,30,50,65,368,154,1209,37,223,33,2158,174,499,207,893,773,1150,169,323,73,4260,1118,3618,754,2418,2995,1405,343,690,266,13609,1204,3019,586,2172,2934,991,305,663,195,12064,810,1633,371,1623,2588,833,382,805,131,9172,335,746,176,783,1370,479,179,587,63,4715,50,96,18,79,203,61,23,90,22,636,3,8,4,3,5,3,0,3,4,36,0,6,0,3,3,0,0,0,0,14,3728,9678,2177,8337,11020,6130,1427,3378,783,46661
CED227,75,27,431,86,30,391,41,594,29,1701,248,144,887,142,58,263,193,612,54,2608,985,665,1577,286,179,354,592,997,93,5706,1463,655,1051,305,151,299,683,758,117,5488,1988,644,1126,336,271,334,970,919,108,6696,1860,589,982,304,291,339,931,893,128,6320,880,145,210,62,86,91,229,258,49,1997,270,21,28,6,9,8,29,41,26,440,52,3,5,0,3,5,0,9,10,87,7817,2879,6293,1525,1079,2084,3661,5084,611,31038,23,23,52,347,78,904,8,273,35,1730,88,373,162,590,340,430,16,272,21,2291,364,1477,286,856,791,465,37,446,65,4791,634,1292,250,847,1080,552,36,431,78,5202,906,1316,265,1173,1394,735,83,718,69,6652,855,1076,203,975,1100,472,83,683,62,5505,382,184,42,176,241,85,7,128,32,1273,83,8,3,9,25,6,0,33,23,186,5,5,4,3,7,7,0,5,3,36,3342,5750,1268,4973,5056,3651,271,2986,385,27672
CED228,23,36,186,194,76,365,56,377,27,1330,158,444,859,536,329,676,374,773,103,4248,1125,2374,2206,788,947,693,1066,1204,247,10646,1656,2083,1559,425,648,466,866,857,220,8793,1689,1498,1464,361,581,405,1041,888,179,8111,904,1064,875,246,427,284,775,737,127,5431,185,294,208,49,92,83,156,177,35,1277,28,35,14,6,13,11,11,21,6,152,3,3,0,0,0,0,0,0,4,9,5769,7833,7366,2605,3111,2992,4342,5022,950,39997,23,46,24,317,116,903,7,84,35,1558,174,623,158,848,657,1055,35,226,69,3855,885,3233,486,1319,1697,813,117,504,183,9234,1027,2328,341,888,1698,568,139,451,160,7593,855,1774,307,977,1831,632,226,622,124,7348,435,1096,164,579,1234,353,129,481,58,4532,59,173,28,90,265,66,10,101,29,828,7,14,0,0,13,8,0,15,12,65,0,3,0,0,0,0,0,0,3,13,3467,9289,1518,5020,7511,4401,665,2487,682,35036
CED229,52,28,604,234,45,500,105,812,39,2417,196,246,1578,389,201,521,491,882,90,4600,1411,1622,4121,751,857,673,1669,1329,230,12670,2232,2041,3294,733,995,656,1843,1168,208,13171,2081,1389,2660,671,768,551,1810,1105,207,11235,1234,973,1514,423,543,381,1236,737,128,7169,367,269,294,83,133,119,251,168,46,1732,77,31,16,3,9,15,10,25,10,192,8,3,12,4,0,0,4,3,4,41,7661,6603,14094,3289,3547,3425,7411,6228,966,53227,23,41,100,508,141,1469,23,262,51,2618,186,476,294,1117,730,1087,49,246,57,4248,920,2929,675,2045,2531,1133,144,437,134,10944,1126,2809,566,1861,2931,979,153,553,146,11132,989,1938,476,1740,3027,1075,195,826,144,10413,477,1231,229,952,1781,565,103,538,93,5985,107,197,39,152,333,97,9,94,23,1043,14,8,3,9,18,3,0,9,11,69,3,3,4,0,8,3,0,0,4,23,3856,9637,2381,8399,11488,6408,683,2973,657,46475
CED230,65,29,572,127,33,395,78,691,41,2021,200,139,1306,166,110,308,255,676,59,3216,945,841,2748,374,298,474,937,1190,136,7954,1378,921,2069,334,390,409,1118,991,165,7770,1619,813,2013,362,382,365,1324,1101,139,8134,1265,793,1328,274,340,323,1083,844,116,6369,623,255,265,69,119,114,268,232,44,1985,198,27,19,8,10,7,11,35,19,335,45,0,3,5,3,3,0,6,6,71,6342,3810,10321,1718,1680,2397,5071,5776,735,37843,39,20,90,418,113,981,8,295,37,2004,140,315,224,813,461,690,42,267,41,2992,575,1721,485,1279,1483,837,100,476,85,7035,717,1606,364,1179,1580,661,96,541,100,6848,853,1447,388,1450,1788,823,114,830,100,7784,706,1195,237,940,1233,529,110,636,74,5669,304,197,34,147,263,75,21,120,33,1200,102,14,7,10,21,3,0,12,15,178,7,3,0,4,3,0,0,0,7,24,3440,6518,1819,6243,6951,4605,493,3174,491,33732
CED231,18,78,71,234,50,245,26,237,20,984,280,1326,682,1191,554,757,190,781,97,5851,2985,10363,2742,1833,1839,1393,473,1304,390,23325,2494,4799,1071,509,854,479,315,432,193,11144,1674,2456,599,337,503,303,295,358,138,6661,1004,1592,374,171,314,187,201,223,74,4140,316,654,96,51,100,57,54,67,34,1432,41,86,16,3,15,6,5,16,7,183,14,18,3,0,3,3,0,0,3,40,8816,21373,5642,4330,4230,3436,1562,3420,960,53755,19,94,35,470,109,599,0,128,19,1471,361,1647,322,2066,1020,1463,28,355,96,7349,2656,10820,929,2628,3114,1717,55,683,344,22946,1858,4269,339,746,1398,434,45,223,151,9469,1178,2410,224,525,1087,340,35,224,108,6120,664,1588,132,326,743,214,38,155,55,3910,159,450,28,76,224,48,3,48,24,1070,13,36,0,5,16,3,0,8,4,90,3,7,3,0,3,3,0,3,0,24,6906,21336,2003,6836,7716,4817,210,1823,798,52442
CED232,14,41,42,150,30,142,23,146,12,602,189,673,458,645,326,483,114,349,57,3301,2498,6218,2347,1150,1327,1088,292,721,304,15953,2769,4305,995,491,772,634,192,307,201,10670,2278,2555,623,297,534,448,188,257,138,7305,1403,1967,412,171,313,271,175,218,89,5019,521,911,114,63,135,144,73,91,64,2108,67,129,18,4,19,18,6,16,18,298,10,19,3,0,4,3,0,3,5,62,9754,16820,5016,2971,3463,3242,1058,2095,883,45311,20,61,17,290,65,330,5,58,10,850,233,928,195,945,671,771,20,141,64,3977,2284,7157,639,1674,2501,1251,40,355,227,16127,2112,4109,298,724,1488,594,14,110,143,9598,1565,2747,215,528,1324,482,23,130,112,7119,764,1895,132,338,981,293,21,91,74,4579,195,479,31,108,333,103,4,31,17,1314,21,49,4,5,42,10,0,3,5,143,0,5,0,0,4,0,0,0,3,27,7183,17424,1531,4627,7413,3850,129,918,656,43727
CED233,31,53,207,226,58,450,39,393,25,1472,146,477,689,378,252,579,111,380,63,3062,915,1857,1187,355,517,524,234,382,118,6080,1786,2036,1124,256,434,453,206,299,120,6728,2258,2006,1456,354,525,491,393,471,127,8089,1529,1560,938,255,444,405,338,413,90,5959,454,568,283,83,149,136,122,142,36,1966,83,97,41,7,20,31,13,21,15,332,10,10,3,0,3,0,0,3,3,29,7208,8661,5921,1904,2405,3065,1453,2517,595,33730,16,52,24,398,115,896,11,151,20,1682,170,531,104,587,481,879,22,103,39,2907,604,2248,256,605,1014,555,15,93,111,5506,903,2268,232,635,1374,472,28,142,91,6146,999,2183,335,1002,2164,739,49,304,99,7869,551,1426,197,587,1421,510,65,274,60,5083,136,321,30,156,391,147,11,55,30,1282,14,31,8,11,47,18,0,10,5,143,3,0,0,0,3,0,0,0,3,14,3397,9067,1182,3983,6993,4211,203,1132,461,30624
CED234,72,29,475,94,38,468,47,632,57,1913,213,131,958,160,51,197,194,643,49,2583,907,724,1637,230,162,297,529,1068,91,5636,1444,647,1333,253,195,300,688,1007,124,5981,1780,652,1336,297,275,353,1102,1128,127,7039,1734,653,1024,252,303,302,1087,1012,105,6471,745,219,180,86,90,116,268,245,40,1991,241,16,19,11,20,21,21,36,24,408,40,3,0,0,0,3,7,12,14,78,7179,3067,6959,1376,1131,2047,3939,5782,634,32113,30,36,55,386,132,995,9,257,31,1925,84,315,177,560,312,421,18,256,35,2176,447,1445,336,866,801,457,31,533,55,4976,678,1390,304,905,1123,547,61,564,61,5639,897,1360,336,1182,1547,731,89,842,70,7056,837,1087,217,944,1087,479,82,735,66,5537,338,196,39,161,216,103,17,149,36,1244,85,19,7,11,31,0,0,12,17,187,8,8,3,5,9,0,0,4,8,42,3409,5859,1465,5028,5255,3734,311,3352,380,28785
CED235,24,31,358,147,40,477,63,544,43,1723,168,317,1171,376,259,586,355,655,80,3964,1052,1677,2776,621,812,687,1373,1132,200,10332,1413,1650,2095,485,707,513,1318,965,180,9339,1372,1084,1859,444,629,447,1337,1023,173,8369,834,775,1229,331,483,296,1065,770,100,5883,168,168,212,61,92,76,202,200,29,1211,13,12,16,6,7,12,5,24,10,99,0,0,6,0,0,0,0,3,3,15,5033,5718,9734,2476,3033,3098,5720,5317,801,40931,19,54,48,322,114,1161,4,136,28,1889,142,541,204,847,606,1125,46,196,57,3762,631,2510,521,1455,1757,905,77,465,157,8465,735,2032,372,1178,1810,663,146,505,102,7553,636,1362,309,1270,2224,799,219,724,116,7659,326,757,151,873,1331,494,132,604,51,4719,43,121,24,123,204,57,14,95,21,693,3,9,0,3,6,0,0,6,3,38,0,0,0,0,0,0,0,0,3,9,2536,7386,1631,6074,8049,5224,638,2716,535,34792
CED236,89,11,374,126,28,467,63,668,35,1852,259,141,822,159,45,224,226,612,36,2527,793,554,1412,230,119,257,549,931,87,4933,1345,663,1233,295,181,246,732,781,91,5563,1725,666,1317,400,251,304,1125,927,124,6843,1712,707,994,326,272,266,956,922,118,6270,878,201,202,62,76,101,210,248,45,2029,276,22,17,5,10,17,18,46,27,441,40,0,4,0,3,3,5,3,15,75,7113,2957,6377,1605,986,1884,3883,5132,587,30529,24,35,76,352,85,925,6,300,28,1842,87,271,170,539,221,435,13,323,29,2084,385,1253,322,736,617,433,32,475,37,4295,675,1295,311,852,1029,474,43,472,64,5211,969,1432,335,1179,1436,626,79,800,78,6930,885,1104,217,942,973,486,59,681,68,5420,462,155,42,155,210,84,17,153,41,1319,107,6,6,7,22,10,0,27,18,205,9,4,3,3,5,4,0,3,8,37,3608,5552,1477,4763,4601,3479,256,3236,373,27341
CED237,12,35,164,164,34,271,41,328,18,1066,163,539,836,595,339,594,232,725,77,4096,1605,4500,2836,1045,1214,941,884,1211,282,14518,2047,3674,1751,531,845,535,677,638,178,10872,1477,1987,1379,398,666,374,683,620,119,7703,666,1005,774,233,376,189,511,410,69,4238,124,226,154,50,71,56,131,110,24,938,20,25,14,3,9,4,9,21,12,121,3,6,0,0,3,0,0,3,7,23,6119,12002,7908,3021,3556,2963,3160,4060,787,43574,11,30,23,259,73,677,8,102,21,1208,193,742,190,1134,704,1103,35,257,66,4420,1358,5564,668,1720,2165,1032,54,493,217,13276,1359,4082,409,934,1878,517,57,241,110,9593,891,2346,265,892,1795,508,66,323,81,7166,400,1280,136,505,995,282,86,285,52,4023,59,182,21,102,164,54,11,81,26,686,10,6,3,3,13,4,0,17,12,66,3,3,0,0,3,0,0,0,3,11,4278,14240,1724,5548,7794,4172,313,1788,583,40445
CED294,6,0,6,6,0,5,4,8,0,42,13,10,26,33,5,11,8,40,3,145,37,85,96,40,21,14,47,71,7,420,28,46,61,17,6,8,47,37,13,264,21,35,31,12,9,5,44,38,11,195,16,29,22,7,10,4,30,20,5,140,5,4,3,0,3,3,3,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,123,203,249,120,56,53,183,214,41,1242,0,0,3,8,0,10,0,3,0,25,8,16,11,48,12,21,3,24,7,142,19,101,21,54,41,27,3,28,3,304,10,35,8,17,25,8,5,7,3,121,13,20,5,17,20,7,4,9,3,102,6,24,0,8,20,6,0,7,0,80,0,6,0,4,7,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,202,44,161,126,74,17,86,16,786
CED297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
