UCL_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL221015,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,0,0,0,0,3,5,4,0,0,0,0,10,0,0,3,0,0,0,10,0,0,0,0,0,0,3,8,4,3,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,27,8,0,3,0,73
UCL221016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,10,3,10,0,0,0,0,13,4,7,0,0,0,0,7,0,10,0,0,0,0,10,3,8,0,0,0,0,17,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,20,62,6,5,4,0,96
UCL221017,0,3,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,3,0,0,0,9,4,0,0,0,0,0,11,6,4,3,4,0,0,18,4,7,0,0,0,0,14,3,7,0,0,0,0,13,3,5,0,0,0,0,11,3,9,4,0,0,0,11,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,24,53,20,4,3,0,110
UCL221018,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,11,7,9,3,0,3,0,21,11,3,5,0,4,0,22,0,5,0,0,0,0,6,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,28,31,7,4,10,0,80
UCL221019,3,0,0,0,0,0,3,3,0,0,0,0,0,4,3,0,3,0,0,0,6,3,0,3,0,0,0,10,6,0,0,0,4,0,12,10,3,3,7,3,0,23,4,10,0,3,4,0,18,8,11,4,0,0,0,17,10,3,0,0,0,0,9,10,7,3,0,0,0,19,3,3,0,0,0,0,10,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,10,59,42,16,15,16,0,148
UCL221020,0,0,0,0,0,0,4,3,0,0,0,0,0,4,4,3,0,0,3,0,16,4,0,0,0,0,0,5,5,4,0,4,3,0,20,0,5,0,0,0,0,9,0,5,3,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,19,22,5,13,14,0,72
UCL221021,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,3,0,0,0,6,11,0,0,0,0,0,13,5,3,0,0,0,0,13,0,3,0,0,0,0,5,4,3,0,0,0,0,12,3,0,0,0,0,0,7,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,44,18,11,0,9,0,78
UCL221022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,8,0,0,0,0,0,8,3,0,0,3,0,3,7,3,0,0,0,0,0,6,9,0,0,0,0,0,9,0,3,0,0,0,0,8,0,4,0,0,0,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,35,7,10,11,5,5,64
UCL221023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,0,0,0,3,0,6,0,4,5,0,0,0,6,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,11,16,10,4,7,0,49
UCL221024,0,0,0,0,0,0,3,4,0,0,0,0,0,3,3,0,0,0,0,0,11,3,0,3,3,0,0,8,3,0,0,3,4,0,9,5,0,0,0,4,0,10,4,0,0,0,0,0,4,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,16,8,12,6,0,60
UCL221025,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,3,0,0,8,6,0,4,0,0,0,10,0,5,0,0,0,0,4,3,5,0,0,0,0,9,0,3,0,0,0,0,3,5,4,0,0,0,0,12,0,3,0,0,0,0,5,8,0,0,0,0,0,9,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,29,11,7,4,0,88
UCL221026,4,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,3,4,0,0,4,0,0,12,3,5,0,3,0,0,7,3,3,0,4,0,0,9,3,0,0,4,5,0,17,4,4,0,0,0,0,15,4,3,0,0,0,0,13,3,4,0,0,0,0,11,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,3,5,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,44,31,11,16,5,0,111
UCL221027,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,3,0,0,0,5,4,4,3,0,0,0,19,4,3,0,0,0,0,9,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,25,21,9,3,0,0,60
UCL221028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,20,9,6,3,3,0,37
UCL221029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,4,4,5,0,0,0,0,14,0,6,3,0,3,0,15,6,3,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,24,27,15,3,5,0,64
UCL221030,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,3,3,0,0,0,0,0,3,5,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,0,3,20,23,9,0,3,0,52
UCL221031,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,3,4,0,0,0,0,12,5,4,3,0,0,0,17,9,10,3,0,0,0,19,3,4,0,0,0,0,10,0,6,0,0,0,0,14,0,3,0,0,0,0,10,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,49,17,6,3,5,108
UCL221032,6,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,3,0,0,3,4,0,3,0,0,0,7,3,3,0,0,0,0,11,10,10,0,3,3,0,22,6,4,0,0,0,0,11,0,3,3,0,0,0,3,4,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,38,21,14,7,3,0,90
UCL221033,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,0,0,10,0,0,0,0,0,0,3,3,0,3,0,0,0,8,3,0,0,0,0,0,8,0,0,0,0,0,0,7,3,3,0,0,0,0,7,3,3,0,0,0,0,9,0,5,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,3,0,0,0,10,3,8,0,0,0,0,15,3,0,0,0,0,0,5,0,3,0,0,0,0,3,3,3,3,0,3,0,12,35,39,15,3,9,0,107
UCL221034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,0,0,0,0,9,8,3,3,0,0,0,11,0,13,0,0,0,0,18,3,9,3,0,0,0,15,0,9,3,0,0,0,11,0,3,0,0,0,0,3,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,20,39,11,7,10,0,80
UCL221035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,3,4,0,0,0,0,7,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,0,3,0,29
UCL221036,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,8,4,0,0,0,20,0,7,0,0,0,0,5,0,5,7,0,0,0,15,5,5,0,0,0,0,7,4,7,3,0,0,0,12,0,3,0,0,0,0,4,0,10,0,0,0,0,14,8,13,8,0,0,0,25,3,10,0,0,0,0,18,4,0,0,3,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,4,24,83,34,8,3,3,153
UCL221037,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,3,5,5,0,0,3,0,15,3,4,0,0,0,0,9,3,4,0,0,0,0,11,0,0,0,0,0,0,6,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,21,23,10,0,4,0,66
UCL221038,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,0,9,3,7,7,0,0,0,13,3,9,0,0,0,0,11,0,3,0,3,0,0,10,6,6,0,0,0,0,13,5,9,0,0,0,0,12,0,9,4,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,3,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,8,37,66,15,6,0,0,122
UCL221039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,3,0,0,0,0,6,9,7,0,0,0,0,16,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,14,4,5,0,0,48
UCL221040,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,0,0,0,0,5,3,4,0,0,4,0,18,3,9,3,3,0,0,14,3,7,0,0,3,0,18,8,16,3,0,0,0,28,8,8,3,0,4,0,23,8,5,0,0,0,0,16,6,12,6,0,0,0,17,3,0,3,0,0,0,7,0,0,0,0,0,0,0,3,6,0,0,0,0,12,3,3,0,0,0,0,6,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,3,0,0,5,63,79,23,5,16,3,190
UCL221041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,3,3,0,0,0,0,0,4,3,4,0,0,0,0,11,0,0,3,3,0,0,8,4,8,3,0,3,0,12,0,3,0,0,0,0,5,5,5,3,0,0,0,17,7,13,3,0,0,0,18,3,9,0,0,0,0,18,3,9,0,0,0,0,9,0,3,0,0,0,0,7,0,4,0,0,0,0,12,3,10,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,34,71,24,5,7,0,147
UCL221042,0,0,3,0,0,0,3,0,0,0,0,0,0,4,3,0,0,0,0,0,3,0,3,0,0,0,0,3,0,5,0,0,0,0,11,10,4,5,0,0,0,19,6,3,0,0,0,0,9,3,0,0,0,0,0,3,0,4,0,0,0,0,8,4,3,0,0,0,0,5,0,3,0,0,0,0,3,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,29,35,18,0,4,0,87
UCL221043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,4,0,0,0,0,8,0,3,0,0,0,0,3,7,0,3,3,0,0,9,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,21,16,9,3,5,0,50
UCL221044,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,4,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,0,9,6,3,3,0,0,0,11,3,3,0,0,0,0,7,0,7,0,0,0,0,12,3,10,0,0,0,0,12,3,6,0,0,0,0,10,3,8,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,9,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,34,50,18,7,0,0,105
UCL221045,3,0,0,0,0,0,5,0,0,0,0,0,0,3,6,0,0,0,0,0,9,3,0,0,0,0,0,8,3,3,0,0,0,0,13,5,4,0,0,0,0,13,7,0,0,3,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,38,12,3,3,3,0,61
UCL221046,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,5,0,0,8,0,0,4,0,0,0,4,5,0,0,3,3,0,6,4,0,0,0,0,0,4,0,8,3,0,0,0,8,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,7,27,24,10,11,3,0,76
UCL221047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,11,13,5,0,0,3,0,19,3,4,4,0,0,0,11,5,7,0,0,0,0,12,3,3,0,0,0,0,11,0,3,0,0,0,0,3,3,4,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,37,35,16,3,12,0,102
UCL221048,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,11,0,3,0,0,0,0,9,8,7,0,0,0,0,16,4,15,3,3,0,0,23,15,32,0,0,0,0,48,6,8,0,0,0,0,19,9,9,0,0,0,0,15,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,41,95,10,6,4,0,157
UCL221049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,3,7,0,0,0,7,0,3,0,0,0,0,3,0,3,5,0,0,0,9,0,0,4,0,0,0,3,0,5,0,0,0,0,10,0,3,0,0,0,0,4,3,4,0,0,0,0,7,0,6,6,0,0,0,8,4,3,3,0,0,0,11,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,17,43,27,3,3,0,95
UCL221050,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,7,10,0,0,0,0,0,11,3,0,0,0,0,0,6,4,0,3,0,0,0,13,6,0,0,0,0,0,11,0,0,0,0,0,0,3,4,5,0,0,0,0,12,3,3,0,0,0,0,6,3,5,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,4,0,0,0,0,9,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,54,37,9,7,0,0,107
UCL221051,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,7,3,0,0,0,9,0,0,0,0,0,0,3,0,12,0,0,0,0,10,5,8,0,0,0,0,13,8,6,0,0,0,0,13,0,10,0,0,0,0,12,4,3,3,0,0,0,13,3,3,0,0,0,0,7,0,3,0,0,0,0,4,0,9,0,0,0,0,10,3,5,0,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,5,27,72,15,5,0,0,118
UCL221052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,11,3,6,0,0,0,0,14,0,3,3,0,0,0,11,0,4,0,0,0,0,6,0,4,0,0,0,0,4,4,0,0,0,0,0,4,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,26,10,7,7,0,63
UCL221053,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,0,11,5,3,3,3,0,0,13,3,5,0,3,3,0,13,0,3,0,3,0,0,10,0,3,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,18,33,13,5,3,0,71
UCL221054,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,7,0,3,3,0,0,0,12,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,3,0,0,0,9,5,3,0,0,0,0,4,0,3,0,0,0,0,5,0,3,0,0,0,0,9,0,0,0,0,0,0,3,3,7,0,0,0,0,9,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,27,15,4,7,0,67
UCL221055,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,3,0,5,0,0,0,9,3,5,4,0,0,0,12,11,0,0,0,0,0,13,0,4,0,0,0,0,6,5,8,0,0,0,0,16,6,4,3,0,0,0,16,0,6,0,0,0,0,8,3,6,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,38,49,17,3,8,0,115
UCL221056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,3,0,0,0,0,5,0,3,3,0,0,0,10,3,7,0,0,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,4,6,0,0,0,0,0,7,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,9,3,0,0,59
