UCL_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
UCL212005,70,15,19,13,54,76,68,46,391,0,0,0,0,0,0,0,0,0,0,0,68,45,97,21,24,16,65,86,73,48,542,82,29,21,10,5,5,0,3,0,8,162,16,44,67,6,7,4,3,7,7,0,169,0,3,5,0,0,0,3,0,0,3,21,0,0,0,0,0,0,0,0,0,0,3,16,47,80,6,11,4,9,11,8,3,192,0,0,0,0,0,0,0,0,0,0,0,100,77,98,19,14,16,9,14,10,11,362,166,22,19,9,6,5,0,0,0,6,243,42,21,26,4,3,0,0,4,3,0,100,4,0,11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,43,20,38,4,3,0,0,4,3,0,113,0,0,0,0,0,0,0,0,0,0,0,209,45,54,14,11,3,0,3,3,9,359,211,13,5,0,0,0,0,3,0,12,247,32,0,5,0
UCL213001,64,3,4,4,16,6,4,0,120,0,0,0,0,0,0,0,0,0,0,0,48,27,82,8,7,6,13,7,4,3,214,97,31,29,8,8,4,0,0,3,10,185,37,22,38,6,5,6,7,4,3,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,22,40,6,5,6,4,4,3,0,125,0,0,0,0,0,0,0,0,0,0,0,134,54,69,12,13,5,6,4,6,11,310,207,32,24,5,0,3,0,0,0,10,280,51,11,15,0,4,0,0,0,0,0,79,6,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,51,12,19,0,4,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,261,43,39,7,4,3,0,0,0,14,370,263,10,7,0,0,3,0,0,0,4,294,79,3,3,0
UCL213002,50,0,6,9,21,15,0,8,127,0,0,0,0,0,0,0,0,0,0,0,21,19,64,0,12,11,24,15,3,10,170,27,11,20,0,7,0,0,0,0,4,72,6,7,15,3,9,4,0,3,3,0,56,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,13,15,3,5,4,4,3,3,0,60,0,0,0,0,0,0,0,0,0,3,3,39,23,32,3,13,11,7,3,3,7,138,66,15,12,0,3,0,3,0,0,0,91,12,6,3,3,0,0,3,0,0,4,30,4,0,5,0,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,14,8,8,3,0,0,3,3,0,4,42,0,0,0,0,0,0,0,0,0,0,0,77,22,22,3,3,0,7,3,0,4,136,127,12,4,0,0,3,0,0,0,4,153,34,0,3,0
UCL213003,34,18,11,11,7,7,0,5,110,0,0,0,0,0,0,0,0,0,0,0,18,29,44,20,12,14,12,8,0,5,152,17,7,5,3,0,3,3,0,0,3,46,6,24,27,5,3,9,3,5,0,5,85,0,0,8,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,9,25,35,6,3,6,3,5,0,5,96,0,0,0,0,0,0,0,0,0,0,0,31,31,37,5,3,8,5,5,0,8,141,44,4,3,0,0,0,3,0,0,3,53,7,13,7,3,0,3,0,0,0,3,37,0,3,4,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,13,14,11,3,0,7,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,48,16,8,4,3,7,3,0,3,3,100,75,3,3,0,0,0,0,0,0,6,87,10,0,0,0
UCL213004,13,0,6,0,8,3,0,0,42,0,0,0,0,0,0,0,0,0,0,0,30,14,23,0,8,3,14,3,0,8,101,64,18,13,6,5,7,0,0,0,3,111,9,12,9,3,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,9,12,9,3,0,0,0,0,0,6,43,0,0,0,0,0,0,0,0,0,0,0,70,37,23,5,5,7,0,3,0,9,161,104,13,13,0,9,0,0,0,0,4,146,27,4,10,0,3,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,10,3,3,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,131,16,18,4,8,0,6,0,0,3,192,181,10,5,3,0,0,0,0,0,4,206,36,0,0,0
UCL213005,10,0,4,4,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,32,18,19,3,5,10,5,3,3,4,91,54,10,33,6,0,0,0,0,0,3,122,7,8,15,0,0,6,0,0,0,0,40,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,12,15,0,0,6,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,69,24,46,6,3,5,0,3,0,3,165,140,18,20,3,6,0,0,0,0,4,199,12,5,11,0,0,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,7,0,0,3,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,160,26,30,3,6,3,0,0,0,9,238,269,7,0,0,0,0,0,0,0,5,291,40,0,4,0
UCL213006,27,11,7,15,12,5,6,0,90,0,0,0,0,0,0,0,0,0,0,0,15,14,39,13,14,13,17,5,8,3,136,26,14,10,3,0,0,0,0,3,3,60,3,3,24,3,0,7,3,0,0,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,24,3,0,7,3,3,0,3,57,0,0,0,0,0,0,0,0,0,0,0,34,15,31,5,3,13,4,3,0,5,117,52,6,7,0,3,0,0,0,0,3,77,17,0,5,0,0,0,0,0,0,0,25,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,5,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,67,11,10,0,3,0,0,0,0,9,110,96,4,4,3,0,0,0,0,0,5,113,11,0,3,0
UCL213007,54,14,11,4,6,9,4,3,118,0,0,0,0,0,0,0,0,0,0,0,20,15,66,17,11,14,9,8,8,6,165,19,12,6,0,0,3,5,0,0,0,51,4,14,55,3,3,4,3,3,3,4,111,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,17,65,3,3,4,3,3,8,4,113,0,0,0,0,0,0,0,0,0,0,0,26,32,71,5,3,4,8,4,8,5,162,38,0,6,0,6,3,0,0,0,4,59,10,5,18,3,3,0,0,0,0,0,44,3,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,5,20,3,3,0,0,0,0,3,49,0,0,0,0,0,0,0,0,0,0,0,50,9,29,3,4,3,0,0,0,4,112,82,4,3,0,0,0,0,0,0,0,89,18,3,0,0
UCL213008,45,10,5,6,7,10,4,4,126,0,0,0,0,0,0,0,0,0,0,0,70,29,62,16,10,4,7,10,4,4,219,62,22,19,4,6,0,3,0,3,3,125,22,24,57,3,3,3,4,3,0,3,119,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,22,22,63,3,3,3,4,3,0,4,127,0,0,0,0,0,0,0,0,0,0,0,89,45,83,6,3,3,3,6,3,10,247,153,18,17,3,0,0,0,0,0,5,197,38,33,24,3,0,0,4,0,0,0,109,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,41,38,24,3,0,0,4,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,194,49,46,4,3,3,4,0,0,5,310,246,7,6,0,0,0,0,0,0,4,270,43,15,8,0
UCL213009,34,6,3,3,4,5,0,0,82,0,0,0,0,0,0,0,0,0,0,0,40,19,52,14,5,3,3,12,3,3,168,50,17,16,0,4,3,0,0,0,0,86,8,9,33,3,3,0,0,0,0,3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,9,31,3,3,0,0,0,0,3,63,0,0,0,0,0,0,0,0,0,0,0,55,26,43,5,11,3,0,0,0,3,154,132,4,13,3,0,3,0,0,0,7,162,32,6,17,0,0,0,3,0,0,0,52,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,28,4,18,0,0,0,3,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,158,13,30,4,0,3,3,0,0,7,222,182,10,0,0,0,7,0,0,0,9,198,34,0,5,0
UCL213010,30,4,6,6,8,3,0,0,69,0,0,0,0,0,0,0,0,0,0,0,25,7,39,7,10,6,11,4,0,4,112,52,11,6,3,0,3,0,0,0,3,78,24,7,20,0,0,0,3,0,0,3,57,3,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,22,8,22,0,0,3,3,0,0,3,70,0,0,0,0,0,0,0,0,0,0,0,78,23,29,3,0,3,7,3,0,3,148,116,5,5,0,0,0,0,0,0,4,132,34,7,7,0,0,0,0,3,0,3,57,4,0,8,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,42,8,12,0,0,0,3,3,0,5,73,0,0,0,0,0,0,0,0,0,0,0,156,14,17,0,0,0,0,3,0,11,205,251,6,3,0,0,0,0,0,0,9,264,59,0,0,0
UCL213011,44,3,14,16,8,7,4,5,112,0,0,0,0,0,0,0,0,0,0,0,19,22,55,6,14,19,5,10,7,4,159,45,7,6,0,0,0,3,3,0,3,66,16,16,29,3,7,3,9,0,0,0,78,0,7,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,14,25,35,3,7,3,9,0,0,3,95,0,0,0,0,0,0,0,0,0,0,0,58,27,41,3,8,3,9,4,0,7,163,86,8,3,3,0,0,0,0,3,7,104,37,13,9,0,0,0,0,3,0,5,68,3,0,8,0,0,0,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,0,40,17,16,0,0,0,3,3,0,5,89,0,0,0,0,0,0,0,0,0,0,0,128,24,25,3,0,0,4,3,3,12,198,177,4,0,0,0,0,0,0,0,7,193,108,7,7,0
UCL213012,16,0,3,7,3,5,4,0,48,0,0,0,0,0,0,0,0,0,0,0,28,12,36,3,6,12,3,3,4,3,113,107,51,45,13,6,4,0,4,5,8,246,18,15,12,8,0,3,0,3,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,10,8,0,3,0,3,0,0,54,0,0,0,0,0,0,0,0,0,0,0,123,63,56,18,6,9,0,9,5,8,300,215,35,23,5,4,0,0,0,0,10,298,22,4,12,3,3,0,0,0,0,0,41,0,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,20,10,15,3,3,0,0,3,0,3,55,0,0,0,0,0,0,0,0,0,0,0,235,40,34,7,7,0,0,3,0,16,352,248,9,4,0,0,0,4,0,0,6,267,34,0,0,0
UCL213013,15,3,3,6,3,7,5,0,36,0,0,0,0,0,0,0,0,0,0,0,13,3,24,3,4,9,5,7,3,3,67,31,3,16,0,0,0,0,0,0,0,51,6,7,15,0,3,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,0,3,0,0,0,0,3,42,0,0,0,0,0,0,0,0,0,0,0,40,13,31,3,4,3,0,0,0,3,93,71,0,8,0,0,0,0,0,0,0,81,16,3,0,3,9,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,4,0,3,4,0,0,0,0,3,36,0,0,0,0,0,0,0,0,0,0,0,85,9,9,3,8,0,0,0,0,3,121,126,5,5,0,0,0,0,0,0,6,150,21,0,7,0
UCL213014,62,9,15,17,22,15,7,8,170,0,0,0,0,0,0,0,0,0,0,0,32,16,91,13,22,14,21,18,8,12,246,40,17,20,3,3,9,4,3,0,9,109,15,14,58,3,5,12,7,9,0,0,124,0,0,3,0,5,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,15,15,60,3,11,12,9,9,4,0,138,0,0,0,0,0,0,0,0,0,0,0,59,38,82,7,12,21,12,11,4,8,246,104,9,17,3,0,3,3,3,0,4,153,26,10,9,0,0,0,0,0,0,3,54,6,3,0,0,3,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,30,12,15,0,4,3,0,0,0,3,65,0,0,0,0,0,0,0,0,0,0,0,138,15,25,3,4,9,3,5,0,8,224,143,0,7,0,0,0,0,4,0,5,171,40,3,5,0
UCL213015,75,14,23,22,26,19,8,7,212,0,0,0,0,0,0,0,0,0,0,0,12,19,91,17,27,28,26,24,11,7,245,14,6,6,0,0,4,3,0,0,0,35,4,18,63,6,11,10,6,0,3,8,120,0,9,16,3,14,5,0,3,0,0,50,0,0,0,0,0,0,0,0,0,0,0,5,23,72,11,19,12,7,5,3,4,169,0,0,0,0,0,0,0,0,0,0,0,21,32,77,13,19,19,14,3,3,4,207,34,5,0,0,0,0,0,0,0,0,45,13,14,10,6,0,3,0,0,0,0,51,3,3,11,12,9,3,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,10,22,18,18,9,8,3,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,50,31,21,18,9,11,3,0,0,3,141,41,3,0,0,0,0,0,0,0,0,48,20,4,3,0
UCL213016,21,3,5,3,0,14,0,4,64,0,0,0,0,0,0,0,0,0,0,0,44,19,66,18,17,19,17,19,4,16,231,129,67,56,13,6,15,8,5,0,11,318,18,16,34,3,7,4,4,4,0,4,94,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,18,20,32,3,8,4,4,3,0,4,100,0,0,0,0,0,0,0,0,0,0,0,149,82,92,17,16,19,14,15,0,9,416,178,34,48,9,8,3,4,3,0,8,294,18,9,6,6,0,3,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,8,9,6,0,3,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,198,47,58,14,7,4,8,3,0,8,340,219,14,5,0,3,4,0,0,0,6,249,31,7,3,0
UCL213017,61,3,9,11,8,6,5,7,126,0,0,0,0,0,0,0,0,0,0,0,21,20,77,6,8,14,11,13,7,10,175,40,12,15,3,0,3,3,4,0,6,92,7,20,34,3,4,0,3,0,0,6,86,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,20,34,3,4,3,3,0,0,4,88,0,0,0,0,0,0,0,0,0,0,0,53,40,52,4,4,6,9,3,4,9,183,93,10,12,0,0,0,0,0,0,3,118,22,9,10,3,0,0,0,0,0,0,44,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,9,10,3,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,119,18,17,3,0,0,0,0,0,3,169,139,8,3,0,0,0,0,0,0,3,161,43,7,7,0
UCL213018,57,7,4,3,11,17,6,12,148,0,0,0,0,0,0,0,0,0,0,0,33,24,73,14,7,9,18,20,6,16,219,51,11,21,0,3,0,3,0,0,4,89,22,11,23,3,3,3,3,3,0,3,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,15,23,3,3,3,3,3,0,7,81,0,0,0,0,0,0,0,0,0,0,0,74,24,41,3,4,3,7,6,3,10,171,122,13,9,0,0,0,0,0,0,4,159,25,4,7,0,0,0,0,0,0,0,51,0,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,32,11,11,0,0,0,0,0,0,3,57,0,0,0,0,0,0,0,0,0,0,0,149,25,19,4,0,0,3,0,0,9,217,186,3,4,0,0,0,0,0,0,3,199,44,4,0,3
UCL214001,26,10,3,6,7,14,4,7,95,0,0,0,0,0,0,0,0,0,0,0,10,13,37,10,8,3,6,20,10,13,125,14,4,13,3,0,0,0,0,0,0,43,14,6,32,4,4,0,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,6,29,4,4,0,0,3,0,3,64,0,0,0,0,0,0,0,0,0,0,0,26,12,40,5,7,0,0,4,0,6,102,35,3,3,3,0,0,0,0,0,3,58,13,0,8,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,4,9,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,53,8,9,7,3,4,0,0,0,5,88,33,0,0,0,0,0,0,0,0,3,40,12,0,0,0
UCL214002,13,3,6,4,8,6,0,0,40,0,0,0,0,0,0,0,0,0,0,0,12,5,20,3,6,3,8,7,0,5,61,18,4,3,0,0,0,0,0,0,0,29,0,16,14,0,5,0,4,3,0,0,47,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,13,13,0,5,0,4,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,20,21,21,5,7,0,4,0,0,0,79,44,11,3,0,0,0,3,0,0,5,63,6,10,3,0,0,0,0,4,0,0,26,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,10,0,0,0,0,0,6,0,0,31,0,0,0,0,0,0,0,0,0,0,0,57,16,6,0,0,0,3,5,0,3,98,84,3,0,0,0,0,0,0,0,4,92,16,0,0,0
UCL214003,17,3,0,7,5,27,8,10,89,0,0,0,0,0,0,0,0,0,68,70,10,9,22,8,5,14,5,27,11,86,188,41,17,18,0,0,0,0,0,0,0,81,8,13,13,0,6,0,0,0,0,0,40,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,10,13,0,6,5,0,0,0,0,40,0,0,0,0,0,0,0,0,0,48,50,49,29,32,3,6,5,0,0,0,52,173,101,14,5,0,0,0,0,0,0,4,122,24,8,7,0,0,0,0,0,0,0,35,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,24,9,7,3,0,0,5,0,0,0,41,0,0,0,0,0,0,0,0,0,48,48,122,20,10,0,0,0,5,0,0,50,213,146,0,0,0,3,0,0,0,0,10,158,20,0,0,0
UCL214004,41,11,12,10,11,9,8,3,111,0,0,0,0,0,0,0,0,0,0,0,6,4,48,8,16,9,14,7,10,8,135,7,3,3,0,0,0,0,0,0,0,24,5,6,26,4,7,3,4,3,0,3,60,0,3,8,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,12,32,4,9,3,4,3,0,3,72,0,0,0,0,0,0,0,0,0,0,0,17,17,33,4,7,6,6,6,0,7,94,28,3,4,0,0,0,0,3,0,0,46,9,4,0,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,18,7,0,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,47,10,4,3,4,0,0,4,0,0,71,52,0,0,0,0,0,0,0,0,0,58,11,0,0,0
UCL214005,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,13,0,0,0,0,0,0,0,0,0,12,0,0,0,0
UCL214006,13,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,22,9,26,0,3,0,5,4,0,3,78,65,26,31,10,4,0,0,3,0,3,144,20,3,13,0,0,7,3,0,0,0,43,3,3,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,19,3,13,0,3,7,9,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,88,31,50,12,3,7,9,3,0,3,199,139,18,17,4,0,3,3,0,0,5,184,31,3,12,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,28,4,12,3,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,167,20,27,6,0,3,4,0,0,3,236,158,7,4,0,0,0,0,0,0,3,172,17,0,0,0
UCL214007,17,3,7,14,4,6,0,0,60,0,0,0,0,0,0,0,0,0,0,0,9,7,31,7,10,12,12,9,8,3,101,24,10,7,3,3,0,0,3,0,0,46,5,5,10,0,0,6,0,0,0,0,33,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,5,10,0,0,8,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,24,16,18,3,3,8,0,3,0,3,85,45,13,10,0,0,0,0,0,0,0,69,3,6,3,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,6,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,52,19,13,0,0,0,0,0,0,0,88,51,4,4,3,5,0,0,0,0,3,69,12,0,0,0
