UCL_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
UCL213010,0,0,0,0,0,0,0,17,0,17,21,8,0,0,0,0,0,0,0,0,0,0,4,47,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,6,3,0,0,0,0,0,0,0,13,0,72,48,12,7,0,0,0,0,0,0,0,0,0,3,143,0,83,71,20,22,3,6,0,0,0,0,0,0,0,4,205,0,0,0,22,26,15,27,15,3,0,6,3,0,0,9,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,31,14,17,5,3,0,8,5,0,6,97,0,12,3,0,4,4,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL213011,0,0,0,0,0,0,0,22,3,53,159,86,13,0,3,4,0,0,0,0,0,0,16,337,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,0,0,0,4,0,0,16,0,35,48,10,11,0,0,0,0,3,0,0,0,0,5,109,0,45,55,11,3,0,0,0,0,0,0,0,0,0,0,116,0,0,0,10,25,8,24,8,0,0,0,3,0,0,3,93,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,18,27,22,17,3,9,7,10,8,4,3,125,0,7,3,0,8,12,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5
UCL213012,0,0,3,3,0,0,0,46,0,15,13,12,0,0,0,4,0,0,5,0,0,0,0,47,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,3,0,3,0,0,0,0,0,0,0,20,0,4,14,0,3,0,0,0,0,0,0,0,0,0,0,23,0,50,34,4,3,4,8,9,0,0,0,0,3,0,0,107,3,0,4,18,29,35,33,20,10,0,0,9,4,0,4,173,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,3,0,0,0,0,17,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,13,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,10
UCL213013,0,0,0,0,0,0,0,8,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,0,0,0,0,0,0,14,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,15,0,26,13,3,3,0,0,0,0,0,0,0,0,0,0,49,0,3,0,10,30,21,22,12,11,3,0,4,0,0,4,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11,15,12,13,0,6,7,0,7,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
UCL213014,6,0,0,0,0,0,0,19,0,16,16,0,0,0,0,0,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,6,9,3,4,5,3,3,5,0,4,7,4,57,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,35,29,7,4,3,0,3,0,0,0,0,0,0,4,85,0,0,4,12,22,16,28,24,4,0,3,4,6,0,4,130,0,0,0,0,0,0,4,6,3,7,0,0,4,0,0,23,0,0,0,0,15,22,9,13,5,5,8,0,7,0,5,100,0,3,0,5,0,9,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,10,0,0,0,0,3,0,7,19
UCL213015,0,3,0,0,0,0,0,8,0,40,58,12,0,0,0,0,0,0,0,0,0,0,3,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,19,15,7,7,3,62,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,4,7,4,13,3,3,0,0,0,4,0,3,43,0,0,0,0,0,0,4,9,0,19,11,0,0,0,0,39,0,0,0,0,0,11,9,26,3,6,5,5,0,3,6,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL213016,0,0,7,4,0,0,5,51,0,25,22,5,3,0,3,0,0,0,0,0,0,0,3,63,0,0,0,0,0,3,9,4,0,3,0,0,0,0,4,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,17,0,10,7,5,0,3,0,0,0,0,0,0,0,0,3,29,0,27,21,3,4,0,0,12,0,0,0,0,0,0,0,65,0,0,0,9,31,25,52,46,5,17,3,8,3,0,6,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,3,0,0,3,0,0,0,0,24,0,3,0,4,5,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
UCL213017,0,0,0,0,0,0,0,12,11,82,100,43,0,0,3,0,0,0,0,0,0,0,12,254,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,10,0,0,0,3,0,0,0,30,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,33,31,5,3,0,3,0,0,0,0,0,0,0,0,78,3,5,3,13,15,15,18,12,3,3,0,0,3,0,4,106,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,8,22,7,29,0,0,3,0,3,8,3,85,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL213018,0,0,0,0,0,0,3,22,3,17,16,13,0,0,0,0,3,0,0,0,0,0,3,54,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,50,39,3,13,6,4,0,0,0,0,0,0,0,3,114,0,6,0,18,31,24,30,14,8,3,0,3,0,3,5,148,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,4,11,13,4,0,5,0,0,0,0,0,39,0,0,0,3,3,4,4,0,0,0,0,0,0,0,0,17,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,8
UCL214001,0,0,0,0,0,0,0,3,0,3,5,4,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,3,3,0,0,0,0,0,0,0,0,0,3,28,0,0,0,9,8,15,21,24,8,4,3,0,3,3,9,108,0,0,0,0,0,3,3,7,0,8,0,0,0,0,0,20,0,0,0,0,4,7,13,15,13,3,0,0,3,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL214002,0,0,0,0,0,0,0,15,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,20,10,4,7,0,0,0,0,0,0,0,0,0,0,42,3,3,3,6,15,12,10,0,0,0,0,0,0,0,7,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,8,5,0,4,0,3,0,0,32,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL214003,0,0,0,0,0,0,0,18,0,8,3,0,0,0,0,0,0,0,0,0,0,0,8,22,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,0,3,0,0,3,5,0,0,0,0,0,0,0,5,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,12,3,3,3,5,4,0,3,0,0,0,0,3,41,0,3,3,15,23,13,18,3,8,5,0,0,0,0,29,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL214004,0,0,0,0,0,0,0,3,0,40,64,19,5,0,0,0,0,0,0,0,0,0,9,141,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,0,9,8,0,4,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,3,4,14,11,24,7,0,8,11,0,5,0,3,94,0,0,0,0,0,0,3,0,0,4,5,0,0,4,0,14,0,0,0,0,3,6,4,4,0,0,3,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL214005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,5,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL214006,0,0,0,0,0,0,0,31,0,15,16,15,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,13,0,10,17,3,0,3,0,0,0,0,0,0,0,0,0,28,0,9,8,0,3,3,0,0,0,0,0,0,0,0,0,26,0,0,5,8,18,27,25,26,0,3,6,3,6,0,5,131,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,15
UCL214007,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,0,0,3,3,0,0,0,0,0,0,4,45,0,6,3,10,6,8,24,31,3,4,8,3,3,3,4,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
UCL214008,0,0,0,0,0,0,0,14,0,7,14,6,3,0,0,0,0,0,0,4,0,0,0,25,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,0,3,0,18,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,35,7,5,3,3,0,0,0,0,0,0,0,0,84,0,3,4,10,29,21,27,7,3,0,3,4,3,0,13,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,4,0,0,0,15,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3
UCL214009,0,0,0,0,0,0,0,15,0,11,16,3,0,3,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,25,26,0,9,0,0,0,0,0,0,0,0,0,0,59,0,0,5,10,12,11,4,7,3,3,0,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL214010,3,0,0,0,0,0,3,28,0,8,15,7,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,3,4,20,0,8,10,3,0,0,0,0,0,0,0,0,0,0,0,23,0,9,5,0,0,0,3,4,0,0,0,0,0,0,4,22,0,0,4,6,11,10,16,0,0,4,0,0,0,0,3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,0,0,0,3,0,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3
UCL214011,0,0,0,0,0,0,0,4,0,22,26,4,0,0,0,0,0,0,0,0,0,0,9,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,9,6,8,13,3,0,3,3,0,4,0,6,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,11,5,5,0,0,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL214012,0,0,0,0,0,0,3,14,0,19,11,0,0,0,0,0,0,0,0,0,0,0,4,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,23,26,3,0,0,0,0,0,0,0,0,0,0,3,57,0,3,4,3,12,10,15,9,0,0,0,0,0,0,7,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
UCL214013,0,0,0,0,0,0,0,19,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,18,25,3,3,0,0,0,0,0,0,0,0,0,0,45,0,0,5,3,9,5,7,12,0,3,10,0,0,0,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,3,3,0,3,0,3,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL214014,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,12,20,3,3,0,0,0,0,0,0,0,0,0,3,34,0,0,0,10,13,12,8,3,0,0,0,0,0,0,4,56,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,3,9,0,5,0,0,7,8,7,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL214015,0,0,0,0,0,0,0,18,0,22,22,10,3,0,0,3,0,0,0,0,0,0,3,65,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,41,33,15,0,0,0,3,0,0,4,0,0,0,9,99,0,19,11,3,3,0,0,0,0,0,0,0,0,0,0,38,0,0,9,19,25,12,21,13,0,3,4,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
UCL214016,0,0,0,0,0,0,0,10,0,12,22,6,0,0,0,0,0,0,0,0,0,0,3,49,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,17,0,14,4,0,0,0,0,0,0,0,0,0,0,0,3,28,0,0,0,6,7,9,7,0,0,0,3,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,15,8,7,0,3,8,4,55,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL214017,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,3,3,6,4,0,3,0,0,3,0,4,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,7,3,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL214018,0,0,0,0,0,0,3,19,0,0,19,25,0,3,3,0,0,0,0,0,0,0,6,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,0,8,3,0,0,0,0,0,0,0,0,18,0,14,20,4,5,0,3,11,0,0,0,0,0,0,0,59,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,8,17,21,24,15,4,3,0,0,0,0,6,96,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,15,0,0,0,0,3,0,3,0,5,7,0,3,0,0,0,24,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,16,0,0,0,0,0,0,0,0,19
UCL214019,0,0,0,0,0,0,0,14,5,51,17,10,0,0,0,0,0,0,0,0,0,0,5,98,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,9,0,22,36,6,3,0,0,0,0,0,0,0,0,0,0,68,0,0,3,16,21,19,19,11,0,5,0,0,0,0,6,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,8,0,0,0,0,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL214020,0,0,0,0,0,0,0,12,0,6,4,6,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,12,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,16,0,14,5,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,3,7,9,4,11,7,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,7,0,5,4,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
