UCL_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL221032,205,204,409,42,46,89,4,0,4,148,135,282,3,3,4,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,153,145,298,3,9,8,0,3,3,203,204,400,46,44,94,454,446,901
UCL221033,198,193,394,9,11,12,0,0,0,63,57,121,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,65,60,124,0,4,3,3,0,4,77,73,148,13,16,26,292,273,568
UCL221034,164,154,320,8,9,20,0,0,0,50,58,108,3,7,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,53,62,116,0,3,3,0,0,0,61,74,144,19,22,40,249,255,503
UCL221035,155,153,311,35,38,73,0,0,3,27,36,65,3,6,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,32,51,81,0,3,3,0,0,0,67,90,161,20,29,56,244,280,522
UCL221036,221,195,417,19,20,40,0,0,0,118,127,236,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,123,241,6,5,11,0,3,6,143,156,300,11,13,24,378,357,736
UCL221037,218,214,427,47,45,94,3,3,3,32,40,78,3,4,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,50,96,0,0,0,0,4,3,84,105,193,40,43,85,345,362,701
UCL221038,233,212,443,13,8,25,4,3,7,71,80,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,79,153,8,10,16,0,0,0,90,100,192,23,16,39,346,332,676
UCL221039,196,200,400,34,46,79,3,7,7,12,22,38,4,6,15,7,16,20,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0,31,49,85,6,6,8,3,0,3,80,101,176,3,16,20,278,316,598
UCL221040,328,308,639,31,17,46,3,4,4,146,130,273,0,0,0,0,0,0,3,3,8,0,0,0,0,4,4,0,0,0,0,0,0,153,138,289,3,7,9,9,3,6,192,168,355,47,52,94,566,522,1091
UCL221041,255,247,504,14,19,39,3,4,6,82,75,160,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,88,174,0,3,11,0,0,0,112,110,216,25,28,60,392,390,783
UCL221042,238,222,459,25,21,49,7,3,9,52,60,107,3,3,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,66,61,130,3,6,8,0,0,0,94,93,183,66,50,121,397,365,760
UCL221043,148,160,308,44,43,92,3,7,13,49,58,103,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,69,118,0,3,4,0,3,7,98,116,221,22,25,41,275,296,571
UCL221044,152,147,306,17,14,30,0,0,0,66,74,145,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,82,155,0,0,0,3,0,8,90,98,190,26,23,44,271,266,538
UCL221045,235,213,451,18,17,32,8,7,15,108,84,195,5,4,8,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,125,100,221,0,3,3,0,4,3,138,120,257,36,34,77,421,368,784
UCL221046,328,325,652,66,66,126,9,3,16,45,51,94,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,3,3,5,0,0,0,54,62,123,4,5,5,0,3,3,130,131,263,31,34,62,488,491,980
UCL221047,154,173,324,49,45,93,0,8,7,59,47,111,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,58,128,0,3,4,3,0,5,119,113,227,31,21,50,301,309,606
UCL221048,85,88,173,16,22,36,5,3,8,239,223,460,3,3,3,0,4,9,0,0,3,0,3,4,0,4,4,3,3,4,0,0,0,255,241,491,10,8,12,4,7,6,280,268,546,38,30,66,403,385,785
UCL221049,207,195,400,6,3,11,0,0,0,47,43,89,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,50,50,103,0,5,9,0,0,0,61,54,117,11,14,30,279,267,541
UCL221050,275,274,550,60,62,120,10,7,20,138,133,275,14,16,38,0,3,3,9,5,12,0,3,5,0,0,0,0,0,8,0,0,0,179,176,354,10,12,21,0,0,8,256,248,500,45,56,106,577,580,1158
UCL221051,225,207,428,21,20,34,0,0,0,61,64,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,64,125,5,3,4,3,3,3,83,86,167,14,5,19,319,303,622
UCL221052,196,217,414,26,37,70,0,0,3,53,63,120,8,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,71,134,4,4,6,0,3,5,101,115,220,39,41,85,337,380,715
UCL221053,232,227,460,45,35,81,0,0,4,56,53,110,0,0,0,3,5,12,3,0,4,0,0,0,5,3,6,0,0,0,0,0,0,66,68,134,0,3,3,0,0,0,110,102,217,26,22,45,368,353,719
UCL221054,152,160,315,15,15,31,0,0,0,61,67,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,69,135,3,0,0,0,3,4,83,93,169,5,9,15,246,257,498
UCL221055,214,207,423,50,57,102,0,3,3,90,88,181,0,3,3,0,0,0,3,0,5,0,0,3,3,0,4,0,0,0,0,0,0,103,93,197,0,3,4,0,3,4,153,157,307,34,23,56,395,387,785
UCL221056,167,172,344,13,17,35,0,6,3,80,85,168,3,4,9,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,93,97,188,0,0,0,0,0,0,107,111,220,29,14,43,304,307,610
UCL221057,159,165,323,21,23,46,0,6,5,62,54,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,63,64,126,5,6,11,9,5,12,94,98,189,22,16,36,272,272,547
UCL221058,185,203,389,7,11,19,0,0,0,89,102,192,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,93,106,202,0,0,0,3,0,3,102,121,226,15,17,40,308,343,648
UCL221059,152,175,319,48,45,96,10,9,19,40,53,97,0,3,3,0,3,3,6,10,10,0,3,3,0,0,0,0,0,0,0,0,0,60,82,141,3,3,5,0,0,0,112,136,242,19,26,48,279,329,614
UCL221060,161,173,331,17,20,36,10,10,14,47,52,95,3,3,4,0,0,0,0,0,3,3,3,7,0,0,0,3,0,3,0,0,0,66,60,130,0,3,4,4,0,3,87,83,167,20,21,38,268,274,542
UCL221061,232,219,450,6,11,11,10,10,16,103,68,170,5,0,7,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,114,79,194,7,3,12,3,0,3,134,91,220,86,75,168,451,386,837
UCL221062,282,270,553,47,68,123,5,3,8,57,61,120,7,3,15,3,3,8,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,75,71,151,4,9,12,4,0,3,137,156,288,39,44,78,457,466,919
UCL221063,144,170,316,32,23,60,0,0,3,39,42,77,3,0,3,0,0,0,0,3,3,0,0,0,3,0,3,0,0,0,0,0,0,45,43,90,3,0,4,0,0,0,87,67,158,42,36,81,277,275,552
UCL221064,201,205,405,11,7,18,0,0,0,71,71,146,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,76,72,149,0,0,0,4,0,4,91,81,172,17,19,33,307,308,611
UCL221065,159,133,287,14,10,25,3,0,4,81,76,164,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,84,176,0,0,0,4,3,4,101,101,207,18,18,39,278,252,531
UCL221066,146,132,282,34,34,69,7,6,18,46,39,81,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,52,51,101,0,3,3,0,5,5,89,87,181,17,15,25,250,235,484
UCL221067,196,188,384,29,23,59,0,0,0,82,87,175,7,8,9,0,3,3,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,91,97,192,5,3,4,0,0,0,130,123,253,31,30,66,362,344,706
UCL221068,245,241,486,49,57,112,29,32,61,53,59,116,9,10,17,0,0,0,0,0,3,0,0,0,4,4,9,0,3,3,0,0,0,100,111,205,8,11,23,3,0,3,163,181,346,30,21,54,436,445,879
UCL221069,487,518,1006,24,25,47,3,3,6,198,202,396,3,3,12,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,213,206,422,3,7,8,3,0,3,241,239,481,34,38,80,762,800,1558
UCL221070,234,258,493,53,58,112,3,3,8,37,21,59,0,3,8,0,0,0,0,0,0,4,6,10,0,0,0,0,0,0,0,0,0,45,37,80,5,5,10,3,0,3,100,100,198,30,25,62,371,384,756
UCL221071,172,183,349,6,9,20,0,0,0,42,37,78,0,3,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,43,43,91,0,0,0,0,0,0,54,56,113,12,13,26,240,254,488
UCL221072,189,208,395,20,26,44,6,5,10,66,84,147,4,3,4,0,3,4,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,79,94,178,3,0,4,3,3,7,99,124,228,49,72,117,334,404,737
UCL221073,179,197,378,26,25,49,4,3,10,60,68,123,0,3,3,0,0,5,0,0,4,0,3,3,0,0,0,0,0,0,0,0,0,70,77,144,3,6,13,0,0,0,98,111,209,18,23,40,297,329,629
UCL221074,173,161,339,19,26,49,0,3,6,94,101,198,0,0,7,0,0,0,4,3,4,3,0,3,0,0,0,0,0,0,0,0,0,102,112,217,3,4,3,0,0,0,128,136,269,170,138,308,470,440,913
UCL221075,171,190,362,29,38,67,4,10,18,58,76,129,0,4,9,0,0,3,3,0,5,0,0,0,0,0,3,0,0,0,0,0,0,68,97,170,7,3,9,3,0,4,108,138,246,25,18,48,304,346,650
UCL221076,161,130,288,14,12,26,0,0,0,59,51,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,49,108,7,3,10,0,0,0,82,70,146,33,23,55,274,222,488
UCL221077,199,194,393,24,31,55,7,3,5,33,32,58,3,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,37,74,0,0,0,0,0,0,66,67,128,61,46,115,331,305,639
UCL221078,194,184,386,9,10,23,0,3,5,56,61,119,9,4,15,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,0,0,0,68,74,144,5,6,11,0,4,4,89,94,176,30,20,54,315,302,617
UCL221079,261,262,520,66,89,160,7,5,12,46,66,108,4,3,8,3,3,6,0,0,0,0,0,0,0,0,0,4,7,12,0,0,0,66,78,151,8,10,12,0,0,3,141,181,324,33,30,64,434,469,900
UCL221080,151,181,329,40,48,89,0,3,3,30,28,61,3,3,9,0,0,6,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,41,41,77,7,3,12,3,3,8,83,99,181,24,33,59,258,317,572
UCL221081,251,301,555,40,65,107,17,25,42,62,97,155,7,3,9,0,0,3,0,0,5,0,0,0,0,0,0,4,0,3,0,0,0,89,127,221,0,5,6,8,8,11,139,205,343,32,28,57,424,533,950
UCL221082,203,177,383,30,32,61,3,3,5,34,35,62,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,40,77,0,3,3,0,0,0,68,81,148,20,17,41,292,278,570
UCL222001,115,116,226,4,3,5,0,0,0,7,15,22,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,15,28,0,0,0,0,0,0,17,20,41,4,10,14,141,143,281
UCL222002,122,128,250,8,3,10,0,0,0,38,37,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,41,74,5,9,15,0,0,0,51,54,99,8,9,18,175,193,370
UCL222003,72,54,128,3,14,19,0,0,0,38,37,70,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,39,43,80,0,0,0,0,0,0,45,52,95,3,8,12,123,116,235
UCL222004,9,3,9,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,0,3,3,0,0,0,3,6,10,3,3,6,16,12,30
UCL222005,61,57,123,7,6,18,0,0,0,23,18,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,16,41,0,0,0,0,0,0,32,26,65,16,14,25,116,100,218
UCL222006,118,99,216,5,11,20,21,21,39,18,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,36,43,76,0,3,3,0,0,0,49,51,100,22,19,36,189,167,355
UCL222007,68,57,127,4,3,7,9,9,12,15,15,25,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17,43,3,3,8,0,0,0,30,24,51,4,11,11,100,90,189
UCL222008,77,76,152,9,9,22,0,0,0,31,27,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,28,63,3,3,6,3,0,3,48,44,92,19,20,36,142,132,276
UCL222009,105,105,210,10,5,14,0,0,0,22,24,43,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,53,0,0,0,0,0,0,37,30,71,16,19,37,164,154,318
UCL222010,129,125,249,0,3,4,0,0,0,16,20,34,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,21,43,0,0,0,0,0,0,21,23,45,30,25,59,181,176,358
UCL222011,107,118,221,6,13,19,0,0,0,25,36,58,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,32,36,64,0,5,7,0,0,0,36,48,85,8,12,14,158,175,324
UCL222012,91,101,196,8,0,8,7,5,5,37,32,65,3,0,7,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,46,37,86,0,0,5,0,0,0,59,39,99,12,6,21,162,149,312
UCL222013,69,57,118,11,11,23,0,0,4,19,26,48,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,30,55,0,0,0,0,0,0,39,36,76,16,13,28,115,105,224
UCL222014,103,103,201,3,0,4,0,0,0,61,69,123,3,3,6,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,63,72,143,0,0,0,0,0,0,68,77,145,11,9,21,183,183,366
UCL222015,157,148,299,3,0,4,0,0,0,55,43,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,48,103,3,3,4,0,0,0,67,53,118,10,17,31,230,213,441
UCL222016,133,111,246,3,3,4,0,0,0,38,44,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,44,79,0,3,3,0,0,0,45,48,88,17,10,31,191,170,369
UCL222017,115,95,207,30,51,79,0,0,0,39,56,92,5,6,7,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,47,58,107,6,0,6,3,0,3,83,115,194,14,11,30,206,222,428
UCL222018,109,122,229,17,10,30,0,0,3,34,32,67,3,3,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,39,82,3,6,6,0,0,0,62,60,118,18,16,37,185,201,387
UCL222019,77,62,142,4,11,13,0,0,0,13,13,31,0,0,3,9,8,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,27,51,3,0,4,0,0,0,29,39,70,22,25,42,134,128,260
UCL222020,71,72,143,13,14,29,0,0,0,16,14,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,14,30,0,0,0,0,0,0,28,29,57,17,13,28,122,116,237
UCL222021,28,26,51,0,0,4,3,3,5,10,14,24,3,0,3,9,3,11,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,29,25,51,4,11,19,0,0,0,33,39,78,44,51,99,106,119,224
UCL222022,125,110,231,13,17,36,0,0,0,26,25,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,25,53,0,0,0,3,3,4,47,50,93,17,12,28,189,168,352
UCL222023,85,84,167,6,6,12,0,3,3,26,23,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,27,49,0,0,4,0,0,0,36,35,65,3,9,8,118,124,242
UCL222024,89,81,169,3,6,13,0,0,6,22,15,36,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,19,53,0,0,0,0,0,0,28,32,61,9,8,21,127,121,251
UCL222025,138,134,269,0,0,0,0,0,0,46,45,99,5,0,7,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,56,113,0,0,0,0,0,0,61,54,119,16,11,25,214,207,420
UCL222026,56,34,88,13,15,24,11,7,16,19,8,31,7,5,11,3,3,10,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,43,18,66,8,15,21,0,0,0,67,47,113,31,35,70,157,122,273
UCL222027,50,67,118,4,11,19,0,0,0,9,12,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,14,10,26,0,0,0,0,0,0,24,20,42,4,5,15,74,102,178
UCL222028,104,94,201,3,3,10,3,5,9,36,34,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,39,82,0,0,0,0,0,0,49,45,89,4,11,15,158,152,307
UCL222029,93,88,179,8,3,8,3,0,3,30,37,65,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,39,78,0,0,0,0,0,0,48,49,91,5,3,8,146,140,285
UCL222030,97,102,199,21,19,46,3,4,7,58,54,108,4,4,7,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,70,59,133,0,3,6,0,3,5,98,84,187,27,25,47,225,211,431
UCL222031,80,80,157,3,0,6,0,0,0,30,32,63,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,35,37,70,0,0,0,4,0,6,37,42,86,6,3,12,127,124,258
UCL222032,114,127,243,15,9,22,0,0,0,42,60,104,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,66,114,4,3,10,0,0,0,64,76,145,23,30,49,204,234,437
UCL222033,54,70,128,3,9,10,0,0,0,9,15,30,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,20,41,0,0,0,0,0,0,24,26,54,14,16,25,94,110,205
UCL222034,62,63,121,0,11,14,3,3,9,17,22,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,31,46,0,0,0,0,0,0,23,39,57,9,5,14,94,104,193
UCL222035,90,95,183,0,9,10,0,0,0,17,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,26,0,0,0,0,0,0,23,19,40,18,17,35,132,133,258
UCL222036,71,63,132,14,16,27,3,3,5,40,43,81,0,0,0,4,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,49,49,96,5,4,10,0,0,0,65,71,136,16,11,22,148,145,297
UCL222037,61,54,121,13,11,26,0,0,0,20,10,30,0,0,0,3,4,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,17,42,0,3,3,0,0,0,45,31,78,12,10,17,113,102,210
UCL222038,79,72,150,5,7,10,0,0,0,21,27,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,55,0,0,0,0,0,0,29,36,67,26,18,43,134,126,262
UCL222039,90,78,166,23,18,37,0,0,3,34,25,57,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,39,34,69,10,7,10,3,0,3,64,57,129,19,17,33,172,153,329
UCL222040,54,63,117,5,5,11,0,0,3,14,9,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,12,23,0,0,0,0,0,0,21,19,40,24,20,48,103,103,200
UCL222041,62,69,132,12,7,17,0,0,0,22,23,43,0,0,3,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,30,28,51,0,0,0,0,0,0,34,32,70,13,13,19,107,115,223
UCL222042,83,64,146,6,9,13,0,0,0,7,12,26,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,10,14,31,0,0,7,3,3,6,20,30,48,12,13,22,113,103,214
UCL222043,97,97,198,9,8,19,4,12,18,22,28,51,3,4,11,4,0,4,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,42,47,84,0,0,0,0,0,0,46,57,100,6,3,15,156,158,313
UCL222044,99,95,188,21,25,48,0,0,0,31,32,60,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,34,67,3,4,7,0,0,0,56,61,114,15,14,23,165,165,332
UCL222045,90,85,178,6,7,13,0,0,0,48,39,83,3,0,3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,44,96,0,0,0,0,0,0,55,54,109,12,14,19,154,153,304
UCL222046,84,74,162,10,3,15,0,0,0,9,11,23,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,34,0,0,0,0,0,0,24,23,50,15,19,33,124,117,239
UCL222047,148,136,284,26,28,55,3,0,3,27,21,53,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,58,0,4,9,0,0,0,59,61,126,20,20,39,231,216,450
UCL222048,95,102,196,15,24,39,3,0,3,36,42,74,8,5,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,53,98,3,4,5,0,0,0,69,72,139,20,16,40,184,194,373
UCL222049,82,71,155,10,3,11,4,0,3,38,23,57,0,4,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,29,68,0,3,3,0,0,0,49,37,83,14,17,30,149,124,271
UCL222050,100,84,188,0,0,0,3,3,6,29,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,33,21,51,0,0,3,0,0,0,35,28,54,10,10,16,143,121,262
UCL222051,102,118,225,30,25,55,0,0,0,28,28,62,5,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,33,73,0,0,0,0,0,0,69,59,129,19,13,36,189,200,392
UCL222052,57,61,114,14,14,27,3,0,3,16,17,28,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,40,0,3,3,0,0,0,30,31,68,7,8,19,95,109,200
UCL222053,69,69,142,14,13,23,7,0,4,7,11,15,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,26,0,0,0,7,4,6,30,31,55,18,18,31,111,116,228
UCL222054,69,71,146,16,16,35,0,0,0,15,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,28,3,3,13,0,0,0,39,40,74,3,8,12,115,116,232
UCL222055,133,127,262,21,31,52,3,4,4,27,18,43,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,20,65,0,4,3,0,0,0,63,60,124,21,21,49,218,208,428
UCL222056,95,78,176,25,21,47,0,3,7,32,27,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,67,4,3,10,0,0,0,63,58,122,16,17,36,171,153,331
UCL222057,132,133,271,23,21,36,3,3,5,34,39,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,46,79,5,4,10,0,0,0,58,71,128,15,17,27,210,215,428
UCL222058,104,97,201,17,19,33,0,0,0,37,50,82,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,55,94,0,3,3,0,0,0,60,76,135,22,20,41,180,195,375
UCL222059,139,146,291,11,12,20,0,0,0,32,26,56,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34,69,3,0,10,0,0,0,47,51,92,10,7,15,199,199,406
UCL222060,59,66,128,23,12,38,0,0,0,18,17,31,3,3,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,45,3,3,7,3,4,5,52,43,90,6,14,17,120,116,239
UCL222061,115,120,233,11,18,27,0,0,3,23,28,51,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,33,35,67,0,3,3,0,0,0,40,56,97,19,23,49,180,201,377
UCL222062,40,40,78,4,4,4,3,0,5,22,12,32,4,4,10,4,3,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,36,24,51,17,11,27,0,0,0,53,36,91,44,28,74,138,103,244
UCL222063,58,68,123,3,3,9,0,0,0,31,29,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,60,0,0,0,0,0,0,33,29,65,9,3,11,99,100,198
UCL222064,31,14,39,0,6,4,4,3,11,5,19,21,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,36,8,11,19,0,3,3,21,40,68,38,39,77,86,96,186
UCL222065,64,64,123,10,9,19,0,0,0,16,7,25,3,4,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,31,0,0,0,0,0,0,28,23,51,9,8,15,95,92,187
UCL222066,75,64,144,3,9,12,0,0,0,7,4,8,0,0,0,6,3,10,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,14,16,29,4,0,4,0,0,0,19,22,41,10,8,15,110,89,201
