UCL_CODE_2016,M_AgriForestFish_0,M_AgriForestFish_1_15,M_AgriForestFish_16_24,M_AgriForestFish_25_34,M_AgriForestFish_35_39,M_AgriForestFish_40,M_AgriForestFish_41_48,M_AgriForestFish_49over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_15,M_Min_16_24,M_Min_25_34,M_Min_35_39,M_Min_40,M_Min_41_48,M_Min_49over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_15,M_Mnfg_16_24,M_Mnfg_25_34,M_Mnfg_35_39,M_Mnfg_40,M_Mnfg_41_48,M_Mnfg_49over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_15,M_EGW_WS_16_24,M_EGW_WS_25_34,M_EGW_WS_35_39,M_EGW_WS_40,M_EGW_WS_41_48,M_EGW_WS_49over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_15,M_Cnstn_16_24,M_Cnstn_25_34,M_Cnstn_35_39,M_Cnstn_40,M_Cnstn_41_48,M_Cnstn_49over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_15,M_WTrade_16_24,M_WTrade_25_34,M_WTrade_35_39,M_WTrade_40,M_WTrade_41_48,M_WTrade_49over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_15,M_RTrade_16_24,M_RTrade_25_34,M_RTrade_35_39,M_RTrade_40,M_RTrade_41_48,M_RTrade_49over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_15,M_AccomFoodS_16_24,M_AccomFoodS_25_34,M_AccomFoodS_35_39,M_AccomFoodS_40,M_AccomFoodS_41_48,M_AccomFoodS_49over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_15,M_TransPostWhse_16_24,M_TransPostWhse_25_34,M_TransPostWhse_35_39,M_TransPostWhse_40,M_TransPostWhse_41_48,M_TransPostWhse_49over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_15,M_InfoMedTelecom_16_24,M_InfoMedTelecom_25_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40,M_InfoMedTelecom_41_48,M_InfoMedTelecom_49over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_15,M_FinInsurS_16_24,M_FinInsurS_25_34,M_FinInsurS_35_39,M_FinInsurS_40,M_FinInsurS_41_48,M_FinInsurS_49over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_15,M_RentHirREserv_16_24,M_RentHirREserv_25_34,M_RentHirREserv_35_39,M_RentHirREserv_40,M_RentHirREserv_41_48,M_RentHirREserv_49over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_15,M_ProScieTechServ_16_24,M_ProScieTechServ_25_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40,M_ProScieTechServ_41_48,M_ProScieTechServ_49over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_15,M_AdminSupServ_16_24,M_AdminSupServ_25_34,M_AdminSupServ_35_39,M_AdminSupServ_40,M_AdminSupServ_41_48,M_AdminSupServ_49over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_15,M_PubAdmiSafety_16_24,M_PubAdmiSafety_25_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40,M_PubAdmiSafety_41_48,M_PubAdmiSafety_49over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_15,M_EducTrain_16_24,M_EducTrain_25_34,M_EducTrain_35_39,M_EducTrain_40,M_EducTrain_41_48,M_EducTrain_49over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_15,M_HealthCareSocA_16_24,M_HealthCareSocA_25_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40,M_HealthCareSocA_41_48,M_HealthCareSocA_49over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_15,M_ArtRecServ_16_24,M_ArtRecServ_25_34,M_ArtRecServ_35_39,M_ArtRecServ_40,M_ArtRecServ_41_48,M_ArtRecServ_49over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_15,M_OthServ_16_24,M_OthServ_25_34,M_OthServ_35_39,M_OthServ_40,M_OthServ_41_48,M_OthServ_49over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot
UCL215057,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,4,0,4,3,0,0,3,5,0,3,3,0,18,0,0,0,0,11,11,5,0,0,35,0,4,8,0,6,12,7,6,4,41,0,0,0,0,0,3,0,0,0,8,3,7,3,6,3,5,0,11,0,34,0,0,7,4,3,3,3,15,0,40,0,0,6,3,9,3,4,3,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,3,0,4,0,14,0,0,0,3,0,0,0,0,0,11,3,0,0,3,0,7,0,0,0,18,0,4,3,4,5,0,3,6,0,34,0,0,0,3,3,0,3,0,0,10,3,0,0,0,4,3,8,3,0,22,0,0,0,4,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,6
UCL215058,4,6,0,5,8,7,4,7,0,36,0,0,0,0,4,0,0,0,0,8,6,3,8,4,55,30,14,13,8,137,0,0,0,0,0,0,0,3,0,10,4,3,3,3,9,9,10,7,4,52,0,3,0,0,4,0,3,0,0,12,0,14,0,0,12,13,4,11,3,57,0,5,3,4,5,5,3,11,0,33,0,0,0,3,3,4,4,9,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,3,0,10,0,3,0,0,0,3,0,10,0,20,3,0,0,5,14,12,0,3,0,30,0,0,0,3,0,0,0,3,0,12,5,0,3,6,4,3,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,6,4,9,0,28,3,5,3,0,10,4,4,6,7,40
UCL215059,3,3,4,5,12,6,7,10,0,51,0,0,0,0,0,0,0,0,0,3,3,3,3,5,9,14,3,8,0,47,0,0,0,0,0,3,0,0,0,7,0,0,4,3,16,23,12,14,0,70,0,0,0,3,3,6,3,3,0,16,0,7,0,0,4,7,3,3,0,27,0,0,0,0,4,6,0,7,0,19,0,0,0,3,7,9,0,9,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,0,19,0,0,4,0,13,7,3,8,0,37,0,0,0,5,0,0,0,4,0,10,0,5,0,0,0,3,0,0,0,12,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,3,0,0,0,9,0,3,3,3,5,3,0,0,3,20
UCL215060,0,0,0,0,0,13,0,8,0,27,0,0,0,0,0,0,0,0,0,0,5,0,4,8,7,13,15,7,0,61,0,0,0,0,0,3,3,4,0,9,3,0,3,3,0,12,0,5,0,31,0,0,0,0,3,3,0,3,0,11,0,15,0,0,3,0,0,10,0,32,0,0,0,3,0,0,0,3,0,9,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,3,0,3,0,3,0,5,0,3,0,0,4,4,0,3,0,10,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3,9,0,4,0,15,0,0,0,0,3,4,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,6,0,14,0,0,0,0,0,0,4,4,6,25
UCL215061,0,3,3,4,26,19,10,19,0,89,0,0,0,0,0,0,0,0,0,0,0,3,3,0,28,11,6,3,0,59,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,14,3,0,0,26,0,0,0,3,0,0,0,0,0,6,0,3,0,0,8,5,5,0,0,31,0,3,0,0,3,0,0,0,0,8,0,5,0,3,4,4,3,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,4,0,0,0,11,0,0,3,0,9,4,0,0,3,17,0,3,0,0,0,0,3,4,0,14,0,4,0,3,3,20,8,3,0,39,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,6,0,20,0,3,0,0,3,8,0,0,6,21
UCL215062,3,0,7,7,15,10,7,4,0,53,0,0,0,0,0,0,0,0,0,3,9,4,0,14,30,36,25,24,0,129,0,0,0,3,3,5,6,5,0,28,4,7,3,0,20,37,11,20,0,104,3,3,3,0,4,4,4,0,0,24,3,17,5,3,10,14,7,13,0,76,3,7,0,0,10,3,0,7,0,29,5,5,3,0,12,6,12,22,0,66,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,5,3,0,0,12,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,0,7,0,14,0,3,0,0,0,4,0,3,0,11,5,0,0,7,9,6,3,0,0,27,0,3,3,0,5,10,5,5,0,33,3,3,0,7,8,8,0,0,0,25,0,0,0,0,0,0,0,0,0,5,0,3,0,0,5,5,0,8,3,25,0,0,3,0,3,14,3,6,6,42
UCL215063,3,3,4,7,8,6,7,17,0,55,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,8,0,0,0,23,0,0,0,3,0,3,0,0,0,6,3,5,3,3,7,10,0,10,0,40,0,0,0,0,0,3,0,0,0,11,0,8,0,3,5,3,8,4,0,24,0,3,4,4,0,0,0,3,0,14,0,0,3,0,0,0,0,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,10,0,4,0,3,0,0,0,0,0,9,0,0,0,0,0,0,4,3,0,9,0,3,3,0,0,0,0,0,3,11,0,4,0,4,0,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,7,3,0,0,16,4,0,3,0,3,3,4,0,3,18
UCL215064,3,0,4,0,3,12,4,24,0,50,3,0,0,0,0,0,0,6,0,10,0,0,0,0,4,4,0,3,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,0,5,0,16,0,0,0,0,3,0,0,0,0,9,0,3,0,0,3,0,3,3,0,15,0,3,0,0,3,0,0,3,0,11,0,3,0,0,3,15,4,5,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,15,0,0,0,0,6,0,0,0,0,6,0,0,3,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,13,0,0,0,0,0,3,0,0,0,8
UCL215065,0,0,0,0,5,0,0,3,0,9,0,0,0,0,0,0,0,3,0,6,3,3,9,3,9,17,4,7,0,52,0,0,0,0,4,3,0,6,0,12,0,7,3,6,12,19,5,11,4,75,0,0,3,0,3,4,3,3,0,21,7,17,4,8,5,4,4,14,0,56,0,6,3,5,9,5,0,11,0,44,4,8,3,0,3,3,3,14,0,37,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,3,0,7,0,3,3,3,3,3,3,3,0,18,0,3,0,0,0,0,0,0,0,14,0,3,0,0,3,10,5,7,0,32,0,5,3,3,7,4,0,8,0,24,0,3,7,9,3,10,6,3,0,32,0,0,3,0,3,0,0,3,0,12,0,3,3,0,3,8,0,0,0,20,0,0,4,3,5,3,0,9,3,38
UCL215066,0,3,4,3,3,4,0,4,3,17,0,0,0,0,0,0,0,0,0,3,3,9,4,4,6,4,5,13,0,46,0,0,0,0,0,0,0,4,0,3,3,10,8,13,10,37,21,23,0,115,0,3,3,0,0,4,0,0,0,14,0,17,0,8,8,10,6,7,0,49,3,11,8,3,4,8,9,10,0,55,3,3,0,0,3,8,5,10,0,36,0,0,0,3,4,0,0,3,0,14,0,3,0,0,7,8,3,6,0,27,0,3,3,3,0,4,3,6,0,25,3,13,7,6,5,19,0,9,0,60,0,0,3,3,0,5,0,7,0,18,7,3,0,3,14,11,13,3,0,49,0,4,6,5,13,7,3,8,0,46,3,3,4,8,10,7,5,4,3,47,3,3,0,3,0,4,0,0,0,15,0,0,0,0,3,6,0,4,0,18,0,3,8,0,4,7,0,8,4,26
UCL215067,3,3,4,8,4,11,0,8,0,46,0,0,0,0,0,0,0,3,0,3,6,0,0,0,21,12,17,13,0,63,0,0,0,0,0,0,0,0,0,13,3,3,3,6,10,35,20,13,3,104,0,0,0,0,0,3,7,3,0,11,0,9,6,0,15,4,3,6,0,36,3,10,3,15,4,10,3,13,0,68,0,0,0,0,9,3,0,11,0,29,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,4,0,7,0,4,8,5,3,4,4,4,0,27,0,3,0,0,0,3,0,0,0,12,8,0,0,3,7,16,5,4,0,40,3,3,9,3,0,5,3,7,0,32,0,3,3,0,10,11,6,7,0,41,0,4,0,4,4,3,0,0,0,18,0,6,0,0,0,3,0,0,0,12,0,3,0,0,7,5,3,4,3,23
UCL215068,8,0,3,8,18,21,17,15,0,80,0,0,0,0,3,0,0,3,0,5,3,0,3,3,21,26,8,8,3,73,0,0,0,0,0,3,0,0,0,3,3,0,0,4,5,19,7,7,0,58,0,0,0,0,6,11,3,4,0,22,0,16,3,0,8,4,4,3,0,39,0,10,4,3,3,0,0,7,0,28,4,3,0,4,4,4,3,15,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,4,3,3,0,8,0,7,0,0,7,8,3,3,0,19,0,0,0,0,5,9,9,5,0,23,0,3,0,0,7,3,3,3,0,19,0,0,0,4,6,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,4,7,3,0,18,3,0,4,0,9,7,3,5,17,44
UCL215069,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,3,0,4,0,0,3,4,12,21,11,19,0,75,0,0,0,0,4,3,0,3,0,17,5,3,8,9,24,65,21,42,4,178,3,0,0,0,4,8,8,6,0,32,0,15,7,0,13,3,7,6,0,50,0,3,4,3,3,6,0,0,0,14,5,3,11,11,18,28,16,16,0,107,0,0,0,0,3,6,0,3,0,13,0,0,0,3,0,3,0,6,0,17,0,0,0,0,0,3,0,0,0,6,3,3,3,0,11,4,11,12,3,51,0,4,0,0,0,8,3,5,0,20,3,4,0,6,14,26,13,10,3,67,0,0,3,0,6,11,3,15,0,39,0,0,0,3,4,0,7,3,0,20,0,6,0,0,3,6,0,3,0,18,0,3,0,3,11,13,3,15,0,44,0,0,0,0,6,14,0,7,3,39
UCL215070,4,3,4,3,40,44,14,24,4,141,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18,7,6,3,4,42,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,0,8,0,21,0,0,0,0,4,0,3,0,0,5,0,7,0,0,6,5,4,0,3,22,0,0,0,3,0,0,0,0,0,8,0,0,3,3,5,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,3,7,3,0,21,0,0,0,0,0,3,0,3,0,9,0,3,0,3,3,5,0,3,0,14,3,0,0,3,3,7,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,7,0,0,0,8,3,3,3,0,3,3,3,0,12,34
UCL215071,4,10,0,3,6,5,9,21,0,57,3,0,0,0,0,4,0,10,0,14,5,8,0,5,25,12,26,20,4,110,5,0,0,0,4,3,3,3,0,19,3,3,0,8,16,21,22,22,0,97,0,0,0,0,3,6,3,4,0,14,0,7,3,0,7,10,9,4,0,34,0,0,0,0,4,4,0,11,0,22,3,4,6,4,3,3,3,17,0,37,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,10,0,0,0,0,0,3,0,0,0,4,0,3,0,3,0,4,0,0,0,16,0,0,0,0,3,8,0,12,0,23,0,0,0,3,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,3,7,0,20,0,0,0,3,3,6,0,9,10,31
UCL215072,0,7,0,0,3,0,3,3,0,17,0,0,0,0,0,0,0,3,0,4,9,3,0,5,21,31,15,13,0,104,0,0,0,0,7,3,0,5,0,17,0,3,8,12,28,69,34,54,3,208,0,3,3,0,11,12,4,3,0,37,0,6,9,3,16,7,6,14,0,61,0,15,3,0,4,6,4,6,0,34,10,3,0,7,18,42,26,29,0,146,0,0,0,0,3,0,0,8,0,14,0,0,0,3,5,3,0,0,0,15,0,0,0,3,0,0,5,3,0,11,0,5,0,0,10,7,5,9,0,40,3,0,3,3,5,3,9,0,0,29,9,3,0,3,19,18,8,12,3,74,0,6,3,0,11,8,3,8,0,36,0,0,3,4,0,3,8,0,0,20,0,0,0,0,3,4,3,4,0,13,0,0,0,0,9,15,13,17,0,55,3,0,0,4,12,11,3,4,8,44
UCL215073,0,0,0,0,4,7,3,9,0,23,0,0,0,0,0,0,0,6,0,9,3,0,0,0,5,7,9,3,0,27,0,0,0,0,3,0,0,0,0,6,3,0,3,3,3,9,4,13,0,48,0,0,0,0,0,0,3,3,0,8,0,4,0,0,4,8,5,4,0,28,0,0,0,0,0,0,0,3,3,5,0,0,0,0,3,3,0,3,0,13,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,6,5,5,0,17,0,0,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,13,3,0,0,0,3,3,4,4,0,18
UCL215074,3,3,0,3,3,8,11,9,0,33,0,0,0,0,0,0,0,0,0,0,3,3,3,14,27,44,22,18,0,130,0,0,0,0,0,0,0,0,0,0,0,3,3,7,8,29,5,8,0,59,0,0,0,0,0,0,3,3,0,13,0,5,3,8,4,8,3,3,0,31,0,7,5,0,0,3,0,13,0,39,7,0,0,0,3,12,0,11,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,3,0,12,0,0,0,4,4,0,0,0,0,8,0,0,0,0,6,4,5,0,0,18,0,0,0,0,0,3,0,0,0,4,0,0,0,5,4,4,0,5,0,19,0,3,0,0,0,0,0,0,0,6,0,0,0,0,4,8,0,6,0,20,0,0,0,0,3,6,3,0,0,18
UCL215075,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,3,3,3,0,23,0,0,0,0,3,0,0,0,0,6,0,3,0,10,10,13,6,10,0,62,0,0,0,0,4,0,0,3,0,10,0,0,3,3,0,3,0,7,0,18,0,8,4,3,3,0,3,10,0,30,0,0,3,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,8,0,3,3,0,3,4,0,0,0,19,0,0,0,7,3,0,0,0,0,9,0,0,3,3,0,3,0,0,0,11,0,0,0,0,3,0,0,0,0,4,0,0,0,3,0,0,0,0,3,10
UCL215076,0,0,0,0,0,4,0,4,0,11,0,0,0,0,0,0,0,3,0,3,0,0,3,0,13,16,12,8,0,53,0,0,0,0,3,3,0,4,0,4,9,3,4,10,26,61,24,37,5,180,0,6,0,0,3,7,7,9,0,28,0,8,4,3,9,4,5,4,0,38,0,3,4,0,0,0,0,0,0,10,0,0,3,3,0,9,0,12,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,0,0,12,0,0,0,0,3,5,5,0,0,13,0,0,0,0,8,7,3,3,0,22,0,0,0,0,3,3,0,0,0,5,0,3,3,3,4,5,0,0,0,17,0,0,0,0,0,4,3,5,0,7,0,4,0,0,4,12,11,8,0,41,0,0,6,0,6,12,0,7,8,44
UCL215077,0,0,8,9,22,16,16,16,0,83,0,0,0,0,0,0,0,0,0,0,0,3,0,0,25,8,10,10,0,57,0,0,0,0,0,0,0,0,0,4,3,3,3,3,5,8,7,6,0,38,0,3,0,0,5,3,3,3,0,16,0,13,0,7,0,3,3,7,0,35,0,3,0,0,3,4,0,3,0,20,0,7,3,0,4,0,4,19,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,4,4,0,4,0,0,3,0,10,7,0,0,4,4,11,4,0,0,22,0,0,0,0,0,3,0,0,0,8,0,8,5,7,4,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,9,0,25,0,7,0,0,7,0,0,3,4,26
UCL215078,0,0,0,0,3,10,0,8,0,34,4,0,0,0,5,4,0,6,0,15,0,0,0,3,8,11,10,6,0,38,0,0,0,0,8,0,3,3,0,17,4,0,3,3,13,21,14,19,0,80,0,0,0,0,0,3,8,4,0,15,3,7,0,4,7,6,0,9,0,40,0,3,3,6,0,0,0,4,0,13,0,0,0,3,3,0,3,8,0,22,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,11,0,4,0,0,3,3,0,4,0,11,0,0,0,0,15,9,7,7,0,43,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,3,0,0,16,0,3,0,0,0,0,0,0,0,3,3,0,0,0,3,9,0,0,0,12,3,0,3,0,3,4,3,3,3,23
UCL215079,3,6,4,8,11,15,5,21,3,68,0,0,0,0,0,0,0,0,0,0,22,5,7,10,42,48,44,30,0,216,7,0,0,3,15,28,13,11,0,73,6,5,8,11,14,28,17,18,4,100,3,0,0,0,0,5,0,7,0,23,3,5,3,3,11,12,3,10,5,62,0,14,0,0,0,9,0,3,0,27,0,3,4,6,9,5,10,10,3,49,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,6,0,0,0,0,3,8,3,10,0,29,0,0,0,0,0,3,3,3,0,22,4,0,0,3,7,10,6,5,0,43,0,5,3,3,7,3,3,3,0,29,0,0,5,8,3,3,3,6,0,29,0,4,0,0,0,0,0,0,0,11,0,0,3,0,4,4,3,14,0,31,0,0,0,0,12,10,3,3,11,46
UCL215080,0,12,0,3,3,13,11,20,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,20,8,0,42,0,0,0,0,0,3,0,0,0,3,3,0,0,0,12,23,6,10,0,57,0,0,0,0,0,0,0,0,0,9,0,6,4,0,4,10,3,5,0,37,0,7,0,0,0,0,0,4,0,9,4,0,0,4,7,7,10,15,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,12,0,3,3,0,4,3,0,0,0,9,0,0,0,0,3,4,7,0,0,22,0,0,0,0,3,0,3,5,0,17,0,0,0,0,3,3,4,7,0,27,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,6,0,22,3,0,0,0,0,3,0,3,8,19
UCL215081,0,3,0,0,0,4,4,11,0,25,0,0,0,0,0,0,0,0,0,0,0,0,6,11,21,22,15,4,3,86,0,0,0,0,3,0,0,0,0,10,0,0,0,0,3,8,5,8,0,32,0,0,0,0,3,0,0,0,0,10,3,3,0,3,3,4,0,3,0,20,0,3,0,3,0,0,3,0,0,10,0,0,0,0,0,3,8,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,10,0,0,0,0,3,3,0,3,0,15
UCL215082,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,7,12,0,35,0,0,0,0,0,0,4,0,0,3,4,4,7,0,20,22,15,22,0,90,0,0,0,0,0,5,0,3,0,12,0,4,0,3,4,0,3,0,0,10,0,3,0,6,0,0,0,0,0,6,0,0,0,0,3,5,6,14,0,24,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,5,0,11,0,0,0,0,4,0,4,0,0,8,0,0,0,0,3,3,0,3,0,14,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,4,0,3,4,18
UCL215083,3,0,4,3,3,3,3,11,0,34,0,0,0,0,3,3,0,8,0,15,0,4,0,4,19,14,16,19,0,81,3,0,6,0,20,9,8,13,0,55,8,3,8,7,29,46,20,28,3,151,0,0,0,0,5,5,5,3,0,20,0,7,4,0,10,4,9,10,0,50,0,11,8,0,4,0,3,6,0,34,0,3,5,0,0,5,9,12,0,37,0,0,0,3,0,0,0,3,0,4,0,0,0,0,4,6,4,0,0,10,0,0,0,0,0,3,0,0,0,3,0,3,0,4,7,11,0,7,0,39,3,3,0,3,0,0,0,3,0,14,0,3,0,0,15,13,3,0,0,43,0,4,0,0,4,9,0,8,0,32,0,5,0,9,6,10,4,0,0,40,0,3,0,0,3,0,0,0,0,8,0,0,0,0,10,3,4,11,0,27,4,3,3,3,5,13,0,8,3,38
UCL215084,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,9,3,0,0,0,12,14,12,18,3,61,0,0,0,0,0,0,0,3,0,5,4,3,4,10,21,54,15,25,0,131,0,0,0,0,4,7,3,6,0,24,0,4,0,3,5,4,5,4,0,23,0,9,0,0,0,3,0,0,0,18,0,0,3,5,5,6,9,15,0,48,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,8,0,0,0,0,3,4,0,0,0,16,0,0,0,3,3,7,3,4,0,25,3,7,5,0,0,3,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,5,0,20,0,0,0,0,11,15,0,3,3,29
