UCL_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
UCL214008,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,25,0,30,0,0,0,0,0,0,0,6,3,8,0,24,0,6,0,4,0,3,0,18,0,127,3,158,0,13,0,5,0,8,0,9,0,50,0,85,6,8,4,15,0,11,0,17,3,50,3,113,4,8,0,14,3,12,0,10,0,20,0,87,8,0,0,22,0,8,5,3,0,4,0,56,16,7,0,15,0,4,0,4,0,11,0,53,41,3,0,17,3,21,0,3,0,6,0,101,28,8,0,17,0,0,0,0,0,3,0,56,17,0,3,4,0,0,0,0,0,0,0,26,5,0,0,0,0,0,0,0,0,3,0,9,7,0,0,3,0,0,0,0
UCL214009,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,30,0,38,0,3,0,0,0,4,0,11,0,15,0,31,0,4,0,0,0,0,0,10,0,99,3,120,0,0,0,0,0,3,3,12,0,67,0,82,0,8,0,5,0,7,0,7,3,66,0,90,3,8,0,4,0,3,0,11,0,31,0,62,4,3,0,7,0,0,0,4,0,10,0,28,3,0,0,8,0,3,0,3,0,15,0,34,10,0,0,15,4,6,0,3,0,16,0,56,14,8,0,8,0,0,0,0,3,6,0,32,10,3,3,7,0,0,0,0,0,6,0,25,5,0,0,0,0,0,0,0,0,0,0,12,9,0,0,11,0,0,0,0
UCL214010,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,25,0,26,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,0,0,3,0,3,0,93,0,107,0,3,0,0,0,8,0,11,0,32,0,51,0,4,0,6,0,12,0,5,3,21,0,50,7,0,0,8,0,13,0,7,0,16,3,55,4,0,0,10,0,10,0,5,0,7,0,36,8,0,0,13,0,3,0,0,0,8,0,40,25,5,0,20,3,7,0,0,0,3,0,65,24,0,0,4,0,0,0,3,0,0,0,32,12,0,0,0,0,0,0,0,0,0,0,22,0,0,0,3,0,0,0,0,0,0,0,5,11,0,0,7,0,0,0,0
UCL214011,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,37,0,45,0,3,0,0,0,3,0,3,0,9,0,15,0,0,0,0,0,4,0,12,0,120,4,146,0,5,0,0,0,13,0,11,0,33,0,68,3,4,0,15,0,12,0,19,0,49,0,95,12,7,0,11,3,4,0,3,0,23,0,62,7,0,0,9,3,3,0,0,0,4,0,30,9,3,0,9,0,4,0,0,0,10,0,27,25,0,0,12,3,9,0,0,0,6,0,58,15,0,0,3,0,3,0,0,0,0,0,23,4,0,0,0,0,0,0,0,0,0,0,8,3,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
UCL214012,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,4,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,45,0,53,0,4,0,0,0,3,0,10,0,22,0,37,3,6,0,0,0,0,0,16,3,134,0,165,5,3,0,0,0,5,0,7,0,50,3,73,3,11,0,13,0,6,0,7,4,52,0,99,12,9,0,11,4,6,0,3,0,28,0,81,12,0,3,6,0,4,0,3,0,7,0,36,5,0,0,6,0,0,0,0,0,10,0,29,13,0,3,11,0,3,0,0,0,18,0,49,4,0,4,4,3,0,0,0,0,6,0,21,6,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
UCL214013,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,23,0,24,0,0,0,0,0,0,0,3,3,8,0,12,0,0,0,0,0,3,0,3,0,94,0,100,0,0,0,3,0,8,0,11,0,30,0,54,7,3,0,9,0,9,0,15,3,31,0,70,9,3,0,6,0,3,0,3,0,24,0,45,11,0,0,13,0,5,0,0,0,5,0,38,10,3,0,11,3,10,0,0,0,6,0,43,21,3,0,17,0,7,0,0,0,4,0,59,9,0,0,15,0,0,0,0,0,3,0,28,8,0,0,6,0,3,0,0,0,3,0,18,3,0,0,0,0,0,0,0,0,0,0,7,3,0,0,3,0,0,0,0
UCL214014,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,0,0,8,0,46,0,62,0,0,0,0,0,5,0,5,0,18,0,27,3,3,0,3,0,12,0,10,3,211,4,245,0,12,0,9,0,7,0,15,0,58,0,102,0,7,0,8,0,10,0,14,0,45,3,98,14,9,0,20,0,4,4,3,0,22,0,76,12,0,0,17,3,7,0,0,0,7,0,39,14,0,0,21,0,3,0,0,0,8,0,46,18,3,0,4,0,3,0,0,0,6,0,43,6,0,0,0,0,0,0,0,0,3,0,13,9,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
UCL214015,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,3,0,13,0,16,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,66,0,78,0,0,0,0,0,4,0,10,0,22,0,41,0,0,0,0,0,4,0,17,4,181,3,217,0,4,0,4,0,8,3,11,0,70,0,100,4,11,0,8,0,11,0,16,0,93,0,154,3,9,0,4,0,13,0,11,4,65,0,107,3,4,0,15,0,14,0,3,3,17,0,49,3,3,0,13,0,5,0,0,0,12,0,54,24,7,0,15,0,13,0,8,0,9,0,83,16,3,3,10,0,0,0,0,0,0,0,31,5,0,0,10,0,0,0,0,0,3,0,21,0,0,0,0,0,3,0,0,0,0,0,4,5,0,0,3,0,3,0,0
UCL214016,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,28,0,0,0,0,0,0,0,0,0,10,0,18,0,4,0,0,0,4,0,6,0,79,0,94,0,5,0,4,0,3,0,4,0,32,0,54,0,3,0,10,0,7,3,3,3,31,0,71,7,7,0,17,0,7,0,3,0,18,0,63,8,0,0,8,0,6,3,0,0,8,0,33,9,0,0,4,0,3,0,3,0,8,0,26,14,0,0,20,0,8,0,3,0,3,0,46,13,3,0,9,0,0,0,0,0,0,0,28,4,0,0,0,0,3,0,0,0,0,0,11,7,0,0,0,0,5,0,0,0,0,0,13,3,0,0,0,0,0,0,3
UCL214017,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,47,0,53,0,0,0,0,0,0,0,11,0,10,0,20,0,0,0,0,0,0,0,4,0,97,0,116,3,3,0,5,0,4,0,7,0,33,0,55,7,9,0,5,0,7,3,7,0,24,3,63,8,5,0,24,0,10,0,3,3,25,0,83,9,3,0,18,0,4,0,3,0,4,0,35,15,5,0,13,0,3,0,0,0,7,0,43,15,0,0,19,5,0,0,0,0,0,0,51,13,0,0,3,0,0,0,3,0,3,0,23,7,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0
UCL214018,0,0,0,0,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,11,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,3,0,7,0,16,0,3,0,0,0,4,0,4,0,56,0,77,0,0,0,0,0,14,0,5,0,21,0,46,3,3,0,8,0,14,0,4,0,18,0,53,11,4,0,12,0,16,0,8,3,13,0,73,10,0,0,20,0,3,0,3,0,6,0,42,17,3,0,12,0,6,0,4,0,0,0,46,54,3,0,23,3,8,0,0,0,9,0,106,38,0,0,10,3,3,3,3,0,0,0,60,28,0,0,6,0,0,0,0,0,0,0,37,4,3,0,0,3,0,0,0,0,0,0,12,7,0,0,0,0,3,0,0
UCL214019,0,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,3,0,51,0,61,0,4,0,0,0,4,0,4,0,8,0,21,0,6,0,3,0,0,0,17,0,171,3,201,0,3,0,4,0,6,0,20,3,45,0,86,9,14,0,16,0,16,0,5,0,48,0,102,10,11,0,18,4,3,0,3,3,23,3,74,8,4,0,21,3,3,0,4,0,12,0,50,9,3,0,12,0,4,0,0,0,4,0,41,21,3,0,13,0,3,0,3,0,3,0,52,8,0,0,3,0,0,0,0,0,0,0,22,3,0,0,4,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0
UCL214020,0,0,0,0,0,0,0,0,0,13,0,12,0,0,0,0,0,0,0,3,0,8,0,9,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,3,0,0,0,11,0,60,3,79,3,0,0,0,0,3,0,6,0,20,0,32,4,7,0,0,0,0,0,10,0,179,5,204,0,3,0,8,0,9,0,12,0,74,4,108,0,8,0,14,0,14,0,3,0,57,0,104,14,12,3,19,3,10,0,7,0,46,0,112,14,0,0,16,0,6,0,0,0,3,0,43,13,4,0,16,3,0,0,0,0,8,0,44,22,3,0,20,5,8,3,3,0,18,3,82,19,0,0,8,0,0,0,3,0,3,0,37,6,0,0,10,0,0,0,0,0,3,0,25,3,0,0,0,0,0,0,0,0,0,0,4,10,0,3,0,0,0,0,0
UCL215001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,10,0,20,0,3,0,0,0,0,0,0,0,8,0,14,0,3,0,3,0,0,0,0,0,10,0,22,0,3,0,0,0,3,0,5,0,13,0,26,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,9,5,3,0,3,0,0,0,0,0,3,0,10,3,0,0,0,0,0,0,0,0,3,0,10,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,0,0,3
UCL215002,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,3,0,0,0,3,0,11,0,0,0,0,0,0,0,9,3,59,0,72,0,3,0,0,0,3,0,5,0,16,0,25,0,3,0,8,0,3,0,3,0,14,0,28,9,0,0,3,0,0,0,3,0,14,0,30,4,4,0,7,0,3,0,4,0,0,0,17,6,0,0,3,0,3,0,0,0,3,0,17,19,0,0,4,3,3,0,0,0,3,0,27,8,0,3,7,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
UCL215003,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,0,23,0,31,0,3,0,0,0,4,0,0,0,12,0,21,0,3,0,6,0,0,0,3,0,28,0,40,0,7,0,4,0,3,0,4,0,16,0,31,0,4,0,3,0,3,0,3,0,5,0,19,8,0,4,7,0,0,0,3,0,12,0,31,13,3,0,8,0,4,0,0,0,12,0,37,5,0,0,5,0,0,0,0,0,3,0,15,3,4,0,3,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,6,5,0,0,0,0,3,0,3
UCL215004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,8,0,0,0,0,0,0,0,5,0,0,0,9,0,0,4,0,0,0,0,0,0,18,0,27,0,5,0,3,0,0,0,0,0,5,0,12,0,3,0,3,0,0,0,0,0,13,0,21,3,0,0,3,0,4,0,0,0,7,0,17,0,0,0,4,0,0,0,0,0,0,0,6,4,0,0,3,0,0,0,0,0,0,0,7,3,0,0,3,0,0,0,0,0,3,0,15,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
UCL215005,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,14,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,3,0,35,0,42,0,0,0,0,0,0,0,0,0,9,0,11,0,4,0,0,0,9,0,5,0,14,0,29,3,0,0,5,0,3,0,0,0,7,0,16,3,0,0,3,0,3,0,0,0,0,0,11,3,0,0,3,0,3,0,0,0,3,0,17,16,0,0,5,0,7,0,0,0,0,0,23,4,0,0,3,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
UCL215006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,3,0,27,0,31,0,3,0,0,0,0,0,5,0,17,0,26,0,3,0,4,0,3,0,4,0,20,0,37,0,3,0,3,0,0,0,3,0,17,0,38,3,3,0,6,0,5,0,0,0,0,0,12,3,0,0,5,0,0,0,0,0,10,0,20,3,5,0,3,0,0,0,0,0,8,0,21,4,0,0,3,0,4,0,3,0,3,0,18,4,0,0,6,0,0,0,0,0,3,0,11,0,0,0,4,0,0,0,0,0,0,0,6,11,0,0,4,0,0,0,3
UCL215007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,19,0,17,0,0,0,0,0,3,0,7,0,6,0,21,0,0,0,0,0,0,0,5,0,52,0,59,0,3,0,0,0,4,0,4,0,7,0,21,0,0,0,7,0,4,0,4,0,19,0,35,10,6,0,14,0,7,0,6,0,7,3,48,7,0,0,6,0,3,0,0,0,0,0,29,10,4,0,10,0,3,0,3,0,4,0,33,44,0,0,14,3,7,0,0,0,0,0,61,30,0,0,6,0,0,0,0,0,0,0,35,9,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,0,0,0,0,0,11,7,0,0,0,0,3,0,0
UCL215008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,4,0,0,0,0,0,0,0,8,0,15,0,0,0,0,0,3,0,0,0,11,0,11,4,0,0,5,0,0,0,0,0,8,0,20,3,0,0,5,0,0,0,0,0,0,0,11,7,0,0,8,0,0,0,0,0,0,0,16,18,0,0,12,0,0,0,0,0,0,0,30,8,0,0,4,0,0,0,0,0,4,0,18,7,0,3,3,0,0,0,0,0,3,0,14,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
UCL215009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,15,3,0,0,0,0,0,0,0,0,3,0,9,0,3,0,0,0,3,0,0,0,24,0,32,0,0,0,4,0,0,0,0,0,9,0,12,0,0,0,0,0,3,0,0,3,4,0,13,4,0,0,0,0,0,0,3,0,4,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215010,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,14,0,0,0,0,0,0,0,3,0,5,0,12,0,0,0,0,0,0,0,0,3,9,0,17,0,0,0,0,0,4,0,0,0,9,0,12,3,0,0,5,0,3,0,0,0,0,0,8,3,0,0,4,0,3,0,0,0,3,0,13,11,3,0,5,0,0,0,0,0,3,0,26,10,0,0,4,0,0,0,0,0,0,0,16,3,0,0,3,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,8,3,0,0,5,0,0,0,0
UCL215011,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,20,0,35,0,0,0,0,0,3,0,0,0,3,0,10,0,0,0,3,0,0,0,0,0,4,0,18,0,0,0,0,0,3,0,0,0,4,0,8,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
UCL215012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,14,0,0,0,0,0,3,0,0,0,8,0,12,0,3,0,0,0,0,0,6,0,32,0,42,0,0,0,0,0,9,0,4,0,20,0,38,3,3,0,6,0,5,0,7,0,19,0,51,5,4,0,4,0,4,0,4,0,17,0,43,0,0,0,9,0,4,0,0,0,8,0,22,0,4,0,4,0,3,0,4,0,4,0,19,11,3,0,11,0,5,0,0,3,0,0,36,4,3,0,3,0,4,0,0,0,0,0,14,3,0,0,4,0,0,0,5,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
UCL215013,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,8,3,0,0,4,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,13,20,0,0,9,0,3,0,0,0,0,0,37,12,0,0,0,0,0,0,0,0,0,0,14,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
