UCL_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
UCL215043,4,3,0,5,3,4,0,0,0,24,53,65,125,126,160,127,29,0,0,677,3,3,7,19,19,9,4,7,0,71,0,3,0,0,0,0,0,0,0,10,10,6,34,28,32,28,3,0,0,145,0,0,0,0,0,4,0,0,0,8,10,19,42,29,27,12,0,0,0,146,0,0,5,7,12,7,3,0,0,36,33,7,25,33,40,28,7,0,0,169,25,19,14,14,17,3,4,0,0,97,0,0,13,8,13,16,6,0,0,53,0,0,0,3,4,4,0,0,0,11,0,3,8,3,3,3,0,0,0,25,0,0,0,3,4,3,0,0,0,8,0,3,20,6,21,13,4,0,0,62,0,0,3,3,15,8,5,0,0,30,0,3,12,3,13,15,7,0,0,48,0,11,15,24,20,20,0,0,0,92,7,12,45,36,46,48,12,0,0,203,4,0,3,0,5,7,0,0,0,17
UCL215044,0,0,5,8,11,3,0,3,0,38,40,77,169,225,250,181,37,0,3,982,0,3,3,6,6,4,5,3,0,34,0,0,3,0,0,0,0,0,0,4,6,29,72,48,41,28,8,0,0,235,0,0,3,7,7,3,0,0,0,23,8,19,25,33,32,23,6,0,0,149,0,8,11,9,14,11,4,0,0,55,31,26,38,35,56,32,9,0,3,227,20,15,29,19,20,21,3,0,0,129,0,3,9,12,20,14,8,0,0,61,0,0,4,11,10,8,3,0,0,36,0,4,10,17,13,3,3,0,0,40,0,0,6,3,11,5,0,0,0,25,0,7,19,43,26,22,3,0,0,122,0,0,9,22,21,20,3,3,0,69,6,3,26,38,52,27,3,0,0,150,0,9,29,57,39,46,7,0,0,190,0,12,41,54,68,69,9,0,0,249,0,0,5,14,12,6,3,0,0,42
UCL215045,0,0,8,0,3,5,0,0,0,12,16,18,66,64,67,82,9,0,0,323,0,0,3,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,4,7,12,17,7,0,0,0,52,0,0,0,3,0,0,0,0,0,4,3,3,26,23,15,8,3,0,0,85,0,3,3,3,3,3,0,0,0,16,6,4,13,10,9,14,0,0,0,61,13,0,3,3,5,3,0,0,0,27,0,0,13,8,15,18,7,0,0,58,0,0,3,0,6,4,0,0,0,15,0,0,6,0,0,3,0,0,0,16,0,0,0,0,4,0,0,0,0,9,0,0,4,6,3,9,3,0,0,19,0,4,4,5,9,3,0,0,0,23,0,3,7,16,13,10,0,0,0,46,0,3,10,22,13,21,4,0,0,69,0,3,15,13,16,25,6,0,0,74,0,0,3,3,3,0,0,0,0,11
UCL215046,0,0,3,0,3,8,0,0,0,8,16,22,55,40,48,42,4,0,0,230,0,0,5,8,6,3,4,0,0,23,0,0,0,3,3,4,0,0,0,13,5,5,10,16,13,0,3,0,0,56,0,0,0,3,0,0,0,0,0,4,5,9,21,15,10,12,0,0,0,66,0,0,3,3,3,3,0,0,0,13,9,4,9,11,10,11,0,0,0,45,11,4,3,3,3,3,0,0,0,25,0,0,7,10,13,8,0,0,0,36,0,0,0,0,3,0,0,0,0,4,0,3,3,0,0,3,0,0,0,7,0,3,3,0,5,4,0,0,0,11,0,0,0,4,7,3,0,0,0,14,0,0,3,3,3,0,0,0,0,7,0,0,8,3,3,4,4,0,0,17,0,0,9,5,5,10,5,0,0,36,0,3,15,13,12,11,3,0,0,60,0,0,3,0,3,3,0,0,0,9
UCL215047,0,0,0,0,0,0,0,0,0,3,15,25,83,40,53,44,0,0,0,270,3,0,12,3,4,6,0,0,0,25,0,0,0,0,0,0,0,0,0,3,3,4,17,14,12,15,3,0,0,73,0,0,0,0,0,0,0,0,0,3,4,9,32,23,12,10,0,0,0,85,0,0,5,3,8,0,0,0,0,19,8,12,26,19,10,3,0,0,0,75,6,9,5,4,0,3,0,0,0,30,0,0,8,9,4,5,0,0,0,30,0,0,4,0,0,0,0,0,0,5,0,0,5,4,0,0,0,0,0,10,0,0,6,0,0,0,0,0,0,5,0,0,3,3,7,0,0,0,0,14,0,0,0,6,10,5,0,0,0,25,0,0,6,0,3,0,0,0,0,19,0,9,13,7,7,10,0,0,0,41,0,6,17,12,15,9,0,0,0,69,0,0,3,3,0,0,0,0,0,11
UCL215048,0,0,0,0,0,3,0,0,0,14,7,10,44,30,40,64,22,3,0,211,0,0,0,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,4,9,15,7,11,0,0,0,44,0,0,0,0,0,0,0,0,0,3,0,5,12,5,8,17,5,0,0,55,3,15,32,30,17,23,10,0,0,127,0,0,0,0,0,8,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,4,0,0,0,9,0,0,4,3,0,3,6,0,0,22,0,0,6,7,3,5,3,0,0,28,0,0,0,4,3,11,3,0,0,21,0,0,4,3,6,14,4,0,0,30,0,0,10,4,7,12,5,0,0,34,0,0,0,0,3,4,3,0,0,15
UCL215049,0,0,0,7,8,4,3,0,0,29,21,25,71,149,169,129,32,3,0,602,0,3,0,3,0,9,3,0,0,17,0,0,0,0,0,0,0,0,0,0,3,3,8,12,28,20,4,0,0,78,0,0,0,6,5,0,0,0,0,9,3,5,25,31,28,26,11,0,0,125,0,0,3,9,14,11,0,0,0,36,8,7,11,13,13,16,6,0,0,84,23,11,6,15,10,15,0,0,0,80,0,0,6,18,30,16,11,0,0,78,3,7,0,6,7,3,0,0,0,22,0,3,3,20,13,3,0,0,0,50,0,0,3,3,5,3,0,0,0,12,0,0,14,31,38,25,11,0,0,121,0,3,6,12,13,8,10,3,0,56,0,0,9,24,29,23,3,3,0,99,0,7,17,48,36,51,17,0,0,176,0,3,22,34,41,28,5,0,0,133,3,0,3,10,4,3,0,0,0,26
UCL215050,4,0,6,3,3,3,3,0,0,24,45,73,170,162,183,139,48,0,0,824,11,20,24,31,34,24,12,3,0,154,0,0,16,10,17,8,0,0,0,51,6,10,25,23,25,26,3,0,0,120,0,5,8,16,12,10,0,0,0,51,4,17,57,27,30,20,7,0,0,167,0,3,3,4,3,3,0,0,0,19,27,24,28,28,22,24,9,0,0,167,22,19,20,19,12,12,5,0,0,112,0,0,7,11,24,19,3,0,0,69,0,4,0,0,0,4,0,0,0,14,0,0,8,3,5,3,0,0,0,18,0,4,3,0,3,3,0,0,0,14,0,0,18,12,11,9,0,0,0,57,0,3,6,10,3,10,5,0,0,37,0,3,18,24,18,21,7,0,0,92,4,11,35,36,43,27,10,0,0,171,3,20,46,46,64,58,13,0,0,236,3,0,9,7,5,3,0,0,0,24
UCL215051,0,0,0,0,0,0,0,0,0,3,11,12,21,37,85,66,17,3,0,252,0,0,0,3,0,0,0,0,0,9,0,0,0,3,4,0,0,0,0,14,0,0,10,8,9,13,10,0,0,52,0,0,0,0,0,3,0,0,0,4,0,4,3,3,13,10,0,0,0,39,0,0,0,0,3,8,0,0,0,13,3,0,4,7,9,9,8,0,0,46,11,5,4,6,7,3,5,0,0,43,0,0,4,0,3,6,3,0,0,11,0,0,0,0,3,0,0,0,0,8,0,0,3,0,0,3,0,0,0,5,0,0,0,3,3,0,0,0,0,10,0,0,0,3,6,8,3,0,0,26,0,0,0,0,8,9,0,0,0,13,0,0,0,8,19,9,0,0,0,31,0,0,3,11,9,19,0,0,0,47,0,3,7,8,24,27,5,0,0,70,0,0,0,3,10,3,0,0,0,12
UCL215052,0,0,4,5,6,3,5,0,0,27,52,63,132,159,171,162,32,0,0,775,0,12,14,12,12,13,8,8,4,79,0,0,3,0,0,3,0,0,0,10,7,7,10,10,4,9,0,0,0,51,0,0,3,3,3,5,0,0,0,11,11,21,37,46,28,24,0,0,0,172,0,3,7,4,9,6,0,0,0,37,23,19,27,31,47,53,6,0,0,210,33,19,48,33,50,32,6,0,0,224,0,7,9,19,15,9,4,0,0,70,4,0,3,0,4,3,3,0,0,11,0,3,4,0,3,3,0,0,0,8,5,6,3,9,3,3,3,0,0,34,3,9,9,4,16,13,0,0,0,57,0,5,7,11,6,9,8,0,0,47,0,3,7,19,36,23,4,0,0,89,0,7,34,30,37,34,7,0,0,145,3,6,23,42,35,30,8,0,0,148,0,0,6,9,3,3,0,0,0,22
UCL215053,0,3,0,0,0,4,0,0,0,10,19,48,60,35,84,75,14,3,0,338,0,7,8,7,13,19,6,0,0,61,0,0,4,4,0,0,0,0,0,12,0,0,3,10,10,12,0,0,0,38,0,0,0,0,3,3,0,0,0,9,0,7,14,5,10,6,0,0,0,42,0,0,5,6,0,3,0,0,0,15,12,17,20,10,18,14,0,0,0,91,13,7,13,8,12,3,0,0,0,58,0,4,10,9,13,19,3,0,0,58,0,5,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,7,5,3,0,4,0,0,0,12,0,0,8,3,11,4,0,0,0,28,0,0,5,4,6,14,5,0,0,33,0,3,8,9,6,11,3,0,0,48,3,9,23,7,33,22,8,0,0,105,0,0,4,0,0,0,0,0,0,4
UCL215054,0,0,0,0,3,5,0,0,0,5,15,24,51,41,68,63,5,0,0,267,0,3,5,4,4,3,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,10,9,8,21,12,0,0,0,63,0,0,0,0,3,3,0,0,0,6,7,3,16,13,14,13,0,0,0,73,0,0,5,0,3,3,0,0,0,12,8,13,11,12,9,10,0,0,0,63,10,8,9,6,5,3,0,0,0,39,0,0,3,7,5,10,0,0,0,35,0,0,0,3,3,0,0,0,0,9,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,5,3,3,3,0,0,0,20,0,3,8,4,12,0,0,0,0,25,0,0,4,0,0,6,0,0,0,13,0,0,11,5,8,7,0,0,0,37,0,3,11,16,29,30,3,0,0,97,0,0,5,0,0,3,0,0,0,8
UCL215055,0,0,0,0,0,3,3,0,0,11,17,28,59,58,83,69,5,0,0,310,6,0,3,3,3,5,7,0,0,31,0,0,6,3,4,0,0,0,0,10,4,3,12,10,19,11,0,0,0,55,0,0,3,3,9,8,3,0,0,34,0,7,18,20,19,10,0,0,0,69,0,3,0,3,3,3,0,0,0,17,11,5,11,6,16,7,0,0,0,62,5,3,4,0,0,3,0,0,0,19,0,0,4,4,9,3,4,0,0,17,0,0,0,0,0,3,0,0,0,3,0,0,3,0,5,0,0,0,0,15,0,0,0,0,6,0,0,0,0,11,0,3,4,10,13,6,4,0,0,35,0,0,6,3,0,4,0,0,0,17,0,0,15,7,6,11,0,0,0,41,3,4,16,17,20,7,0,0,0,70,0,9,12,14,36,33,3,0,0,104,0,0,0,0,3,0,0,0,0,7
UCL215056,0,0,0,0,3,0,0,0,0,6,4,15,26,34,43,39,14,0,0,181,0,11,6,12,7,3,4,0,0,43,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,8,0,0,0,21,0,0,0,0,0,0,0,0,0,3,3,3,5,6,9,4,0,0,0,38,0,0,3,7,0,4,0,0,0,19,0,3,11,7,3,12,3,0,0,40,3,0,0,3,0,0,0,0,0,16,0,0,0,0,4,5,3,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,6,9,3,0,0,0,0,16,0,0,0,3,3,0,0,0,0,10,0,0,7,3,10,15,3,0,0,38,0,3,3,10,3,4,3,0,0,28,0,3,5,5,17,16,6,0,0,61,0,0,0,0,0,0,0,0,0,0
UCL215057,0,0,0,3,0,0,0,0,0,3,22,14,46,84,85,76,20,0,0,345,0,0,0,3,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,6,6,4,4,3,0,0,25,0,0,3,9,12,9,0,0,0,38,3,0,12,9,10,12,0,0,0,45,0,0,0,4,4,0,0,0,0,7,11,3,6,13,22,13,3,0,0,74,8,8,17,23,25,15,7,0,0,102,0,4,3,10,3,17,3,0,0,37,0,0,0,3,0,0,0,0,0,4,0,0,0,3,3,4,0,0,0,10,0,0,0,0,3,0,0,0,0,11,0,0,0,5,5,12,3,0,0,25,0,0,4,5,3,9,8,0,0,26,0,0,3,3,5,6,3,0,0,30,3,3,11,45,21,30,3,0,0,108,3,0,15,18,21,19,3,0,0,74,0,0,3,9,14,0,3,0,0,35
UCL215058,3,0,3,7,4,0,0,0,0,21,49,35,79,98,147,107,18,3,0,531,4,6,3,5,14,11,3,5,0,49,0,0,0,0,0,0,0,0,0,8,7,9,39,34,44,37,3,0,0,170,0,0,0,0,3,3,0,0,0,10,0,8,19,3,9,11,0,0,0,61,3,0,6,0,6,0,0,0,0,11,35,8,15,36,33,24,4,0,0,155,16,14,20,24,17,12,4,0,0,115,0,4,0,0,10,10,3,0,0,35,0,0,0,3,0,0,0,0,0,5,0,0,3,3,5,3,0,0,0,16,0,0,3,0,3,0,0,0,0,12,0,0,6,5,7,3,3,0,0,31,0,0,8,10,11,6,4,0,0,36,0,4,9,11,16,16,5,0,0,61,0,0,10,7,9,13,3,0,0,48,0,12,27,22,41,50,8,0,0,167,0,0,0,0,3,0,0,0,0,6
UCL215059,3,0,0,0,0,0,0,0,0,6,17,19,59,66,72,62,13,0,0,323,3,3,9,9,9,15,6,3,0,64,0,0,0,0,0,0,0,0,0,3,8,5,10,16,13,21,3,0,0,80,0,0,5,3,3,0,0,0,0,8,0,12,14,17,11,17,0,0,0,79,0,0,7,3,4,3,0,0,3,16,21,5,3,9,16,15,8,0,0,76,3,3,11,14,12,16,3,0,0,61,0,0,9,8,12,13,6,0,0,44,0,0,3,0,3,0,0,0,0,7,0,0,0,0,0,5,0,0,0,6,0,0,0,0,5,0,0,0,0,6,0,0,7,3,6,0,0,0,0,15,0,4,3,7,9,10,0,0,0,29,0,3,6,11,11,18,3,0,0,47,0,3,8,12,7,8,0,0,0,48,0,9,14,20,18,16,7,3,0,83,0,0,0,0,8,0,0,0,0,13
UCL215060,0,0,7,0,0,4,4,0,0,10,18,25,57,48,59,45,17,3,0,271,0,3,11,4,9,3,3,0,0,34,0,0,0,0,0,0,0,0,0,0,0,8,18,21,18,9,3,0,0,84,0,0,3,0,3,5,0,0,0,9,3,9,7,6,3,10,0,0,0,35,0,0,3,3,6,3,3,0,0,19,24,3,16,13,6,5,3,0,0,69,0,3,3,3,3,4,3,0,0,22,0,0,0,0,7,4,0,0,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,3,6,3,3,3,0,0,16,0,3,9,3,3,3,0,0,0,21,0,0,3,0,3,0,0,0,0,10,0,3,12,9,19,16,4,0,0,60,0,3,10,20,16,16,6,0,0,83,0,0,0,0,3,0,0,0,0,9
UCL215061,0,0,0,0,0,3,0,3,0,8,23,33,55,54,80,64,12,3,0,326,7,16,28,23,18,8,7,3,0,117,0,0,0,0,0,0,0,0,0,0,13,12,25,15,14,10,0,3,0,86,0,0,0,3,0,0,0,0,0,3,0,4,3,6,8,9,0,0,0,30,0,0,3,0,4,3,0,0,0,10,17,10,3,10,12,10,3,0,0,64,4,0,4,4,3,5,0,0,0,18,0,0,0,6,8,7,3,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,7,3,0,0,0,0,0,17,0,0,7,10,11,9,0,0,0,42,0,0,10,9,15,17,0,0,0,50,4,23,35,26,43,36,3,4,0,171,0,0,0,0,0,0,0,0,0,4
UCL215062,0,0,3,3,4,3,0,0,0,13,47,63,131,124,160,126,29,5,0,679,4,0,13,16,11,18,4,0,0,75,0,0,0,0,0,0,0,0,0,3,6,25,35,34,28,30,7,0,0,173,0,0,3,11,8,9,0,0,0,33,4,20,24,18,19,17,10,0,0,122,0,0,7,5,7,3,4,0,0,33,39,24,32,28,30,20,10,0,0,180,16,14,10,11,12,14,7,0,0,83,0,3,15,11,19,31,7,0,0,83,3,0,5,0,3,3,0,0,0,13,0,0,3,4,12,3,0,0,0,23,0,0,3,0,4,3,3,0,0,17,0,4,11,8,8,3,0,0,0,34,0,4,15,7,4,4,0,0,0,30,0,3,4,10,10,13,3,0,0,49,4,13,20,22,34,22,4,0,0,120,0,15,38,45,50,50,9,0,0,208,0,3,0,3,0,0,0,0,0,10
UCL215063,0,0,0,0,0,0,0,0,0,5,17,23,41,52,71,76,6,0,0,288,4,3,17,14,6,14,0,0,0,67,0,0,0,0,0,0,0,0,0,3,3,0,9,3,6,8,0,0,0,31,0,0,0,0,3,0,0,0,0,6,0,3,6,4,3,11,3,0,0,38,0,0,0,0,7,3,0,0,0,10,12,4,13,7,14,22,0,0,0,71,7,6,15,5,9,10,3,0,0,46,0,0,0,5,13,6,3,0,0,21,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,10,0,0,0,4,0,0,0,0,0,4,0,3,0,3,5,3,3,0,0,14,0,0,0,0,6,5,0,0,0,13,0,0,0,3,11,6,0,0,0,22,0,0,6,14,21,7,3,0,0,55,0,11,13,20,29,23,0,0,0,103,0,0,0,0,3,0,0,0,0,10
UCL215064,0,0,0,0,0,0,0,0,0,3,4,12,27,32,51,37,17,3,0,181,0,4,6,9,7,12,8,3,0,51,0,0,3,3,0,3,0,0,0,10,5,4,3,0,5,3,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,3,7,3,0,6,0,0,0,20,0,0,3,3,0,0,0,0,0,11,0,3,7,8,6,4,0,0,0,37,0,0,8,0,9,8,3,0,0,25,0,3,7,5,7,14,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,8,0,0,0,0,11,3,0,0,0,21,0,7,5,6,11,3,0,0,0,30,3,9,13,15,20,29,4,0,0,81,0,0,0,0,0,0,0,0,0,4
UCL215065,3,0,0,4,3,3,0,0,0,15,30,24,66,88,131,126,31,4,0,503,0,0,0,3,5,0,0,0,0,13,0,0,3,0,3,0,0,0,0,6,0,0,6,16,23,17,3,0,0,69,0,0,0,5,6,3,0,0,0,15,3,9,13,26,19,15,3,0,0,88,0,0,3,3,9,0,3,0,0,21,16,10,18,15,24,25,17,3,0,128,22,5,22,16,14,12,3,0,0,95,0,0,4,10,13,10,5,0,0,50,0,0,0,3,0,0,3,0,0,10,0,0,3,0,3,6,3,0,0,15,0,0,3,7,3,3,0,0,0,19,0,0,3,6,5,7,9,3,0,35,0,0,3,8,5,4,0,0,0,17,0,0,8,7,18,18,7,0,0,57,5,3,4,19,25,40,13,0,0,107,0,3,21,33,45,54,9,0,0,173,0,0,4,0,4,3,0,0,0,7
UCL215066,0,0,0,0,4,6,0,0,0,18,40,21,68,112,179,184,48,7,0,663,3,0,0,4,10,11,3,4,0,34,0,0,0,0,3,0,0,0,0,3,0,4,5,15,18,16,4,0,0,60,0,0,0,0,0,0,0,0,0,3,5,7,20,24,38,31,12,3,0,129,0,0,0,3,4,12,3,0,0,22,19,13,13,15,25,18,10,3,0,111,30,7,9,13,28,21,14,0,0,128,0,0,5,3,12,18,10,0,0,47,0,0,3,0,7,6,0,0,0,25,0,0,4,10,11,10,4,0,0,41,0,3,6,9,4,11,5,3,0,40,0,3,9,16,30,32,25,4,0,110,0,0,5,8,12,9,5,0,0,38,3,0,3,22,37,32,0,0,0,90,0,0,23,27,34,56,11,0,0,155,0,3,20,38,43,56,21,0,0,188,3,0,3,6,3,9,8,0,0,36
UCL215067,0,0,0,3,0,3,0,0,0,16,19,21,103,139,142,135,30,3,0,594,3,0,0,11,9,13,17,7,0,57,0,0,0,0,0,0,0,0,0,5,8,4,10,29,11,17,3,0,0,83,0,0,0,3,3,3,0,0,0,13,3,7,40,23,18,17,3,0,0,107,0,0,4,0,7,3,0,0,0,19,7,6,12,22,19,25,9,0,0,91,13,16,27,32,34,27,10,3,0,164,0,0,0,10,6,12,3,0,0,27,0,0,3,3,0,0,0,0,0,12,0,0,6,3,7,3,6,0,0,22,0,0,5,7,3,0,3,0,0,14,0,0,11,9,12,7,7,0,0,47,0,0,3,7,4,11,3,0,0,26,0,0,11,21,27,26,0,0,0,90,0,0,23,37,23,30,6,0,0,119,3,3,23,54,40,65,3,0,0,191,0,0,3,3,4,9,0,0,0,22
UCL215068,0,3,5,9,0,4,0,0,0,23,41,54,83,91,113,87,13,0,0,476,0,5,18,22,19,27,9,0,0,93,0,0,0,3,0,0,0,0,0,5,3,5,14,23,29,21,3,0,0,101,0,0,0,0,0,3,0,0,0,3,3,4,19,13,9,8,4,0,0,58,0,3,13,4,5,5,0,0,0,29,35,21,20,16,23,5,3,0,0,122,29,8,6,15,16,13,3,0,0,82,0,0,9,5,15,11,3,0,0,47,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,3,0,0,0,9,0,0,0,3,4,0,0,0,0,8,0,0,11,3,3,3,0,0,0,25,0,10,15,10,21,16,4,0,0,75,0,3,6,5,10,11,0,0,0,42,0,3,8,16,19,15,3,0,0,66,0,8,19,25,22,20,3,0,0,109,0,0,0,3,0,3,0,0,0,4
UCL215069,0,0,0,7,9,3,0,0,0,17,54,74,130,170,253,125,24,0,0,836,0,0,8,5,3,3,0,0,0,20,0,0,0,0,3,0,0,0,0,7,4,4,5,21,31,29,14,0,0,110,0,0,3,3,5,4,0,0,0,26,12,23,42,38,54,25,7,0,0,195,0,4,3,13,18,7,4,0,0,45,28,22,27,23,28,11,5,0,0,148,22,19,10,3,11,7,0,0,0,73,0,4,15,34,48,32,9,0,0,140,0,0,3,6,7,4,0,0,0,18,0,3,11,19,21,8,0,0,0,60,0,0,3,3,3,6,0,0,0,16,0,8,19,26,28,17,7,0,0,107,3,0,4,5,16,3,8,0,0,39,0,8,23,38,43,26,3,0,0,136,3,6,18,24,58,38,7,0,0,155,0,22,24,32,71,39,10,0,0,197,3,3,6,3,7,3,4,0,0,35
