UCL_CODE_2016,M_Mng_0,M_Mng_1_15,M_Mng_16_24,M_Mng_25_34,M_Mng_35_39,M_Mng_40,M_Mng_41_48,M_Mng_49over,M_Mng_hours_NS,M_Mng_Tot,M_Pro_0,M_Pro_1_15,M_Pro_16_24,M_Pro_25_34,M_Pro_35_39,M_Pro_40,M_Pro_41_48,M_Pro_49over,M_Pro_hours_NS,M_Pro_Tot,M_TTW_0,M_TTW_1_15,M_TTW_16_24,M_TTW_25_34,M_TTW_35_39,M_TTW_40,M_TTW_41_48,M_TTW_49over,M_TTW_hours_NS,M_TTW_Tot,M_CPS_0,M_CPS_1_15,M_CPS_16_24,M_CPS_25_34,M_CPS_35_39,M_CPS_40,M_CPS_41_48,M_CPS_49over,M_CPS_hours_NS,M_CPS_Tot,M_CA_0,M_CA_1_15,M_CA_16_24,M_CA_25_34,M_CA_35_39,M_CA_40,M_CA_41_48,M_CA_49over,M_CA_hours_NS,M_CA_Tot,M_Sal_0,M_Sal_1_15,M_Sal_16_24,M_Sal_25_34,M_Sal_35_39,M_Sal_40,M_Sal_41_48,M_Sal_49over,M_Sal_hours_NS,M_Sal_Tot,M_MOD_0,M_MOD_1_15,M_MOD_16_24,M_MOD_25_34,M_MOD_35_39,M_MOD_40,M_MOD_41_48,M_MOD_49over,M_MOD_hours_NS,M_MOD_Tot,M_Lab_0,M_Lab_1_15,M_Lab_16_24,M_Lab_25_34,M_Lab_35_39,M_Lab_40,M_Lab_41_48,M_Lab_49over,M_Lab_hours_NS,M_Lab_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_Mng_0,F_Mng_1_15,F_Mng_16_24,F_Mng_25_34,F_Mng_35_39,F_Mng_40,F_Mng_41_48,F_Mng_49over,F_Mng_hours_NS,F_Mng_Tot,F_Pro_0,F_Pro_1_15,F_Pro_16_24,F_Pro_25_34,F_Pro_35_39,F_Pro_40,F_Pro_41_48,F_Pro_49over,F_Pro_hours_NS,F_Pro_Tot,F_TTW_0,F_TTW_1_15,F_TTW_16_24,F_TTW_25_34,F_TTW_35_39,F_TTW_40,F_TTW_41_48,F_TTW_49over,F_TTW_hours_NS,F_TTW_Tot,F_CPS_0,F_CPS_1_15,F_CPS_16_24,F_CPS_25_34,F_CPS_35_39,F_CPS_40,F_CPS_41_48,F_CPS_49over,F_CPS_hours_NS,F_CPS_Tot,F_CA_0,F_CA_1_15,F_CA_16_24,F_CA_25_34,F_CA_35_39,F_CA_40,F_CA_41_48,F_CA_49over,F_CA_hours_NS,F_CA_Tot,F_Sal_0,F_Sal_1_15,F_Sal_16_24,F_Sal_25_34,F_Sal_35_39,F_Sal_40,F_Sal_41_48,F_Sal_49over,F_Sal_hours_NS,F_Sal_Tot,F_MOD_0,F_MOD_1_15,F_MOD_16_24,F_MOD_25_34,F_MOD_35_39,F_MOD_40,F_MOD_41_48,F_MOD_49over,F_MOD_hours_NS,F_MOD_Tot,F_Lab_0,F_Lab_1_15,F_Lab_16_24,F_Lab_25_34,F_Lab_35_39,F_Lab_40,F_Lab_41_48,F_Lab_49over,F_Lab_hours_NS,F_Lab_Tot,F_ID_NS_0,F_ID_NS_1_15,F_ID_NS_16_24,F_ID_NS_25_34,F_ID_NS_35_39,F_ID_NS_40,F_ID_NS_41_48,F_ID_NS_49over,F_ID_NS_hours_NS,F_ID_NS_Tot,F_Tot_0,F_Tot_1_15,F_Tot_16_24,F_Tot_25_34,F_Tot_35_39,F_Tot_40,F_Tot_41_48,F_Tot_49over,F_Tot_hours_NS,F_Tot_Tot
UCL215062,6,4,0,0,18,19,16,38,0,97,0,3,0,0,4,18,9,14,0,54,8,11,7,4,45,46,14,26,3,161,0,3,4,3,9,6,7,3,0,33,5,0,0,3,7,5,0,0,0,22,0,4,5,0,8,20,3,9,0,55,9,4,3,6,17,23,21,26,0,114,15,22,12,13,26,33,17,18,0,156,3,0,3,0,3,0,0,3,7,16,37,60,34,41,139,173,86,136,15,722,0,0,7,3,5,11,6,16,0,42,9,8,18,29,24,21,10,10,3,132,0,5,3,3,5,6,0,0,0,30,7,27,29,22,27,6,7,3,3,139,4,26,16,22,30,18,4,7,0,123,3,38,23,16,19,3,0,0,3,106,0,0,5,0,3,3,0,4,0,14,6,24,17,13,10,17,3,0,0,87,0,0,0,0,3,0,0,0,5,6,29,119,120,102,127,85,45,36,14,679
UCL215063,4,3,0,8,6,3,4,6,0,42,0,3,0,0,3,7,4,4,0,21,0,3,0,5,12,17,0,13,4,57,0,4,3,3,4,0,0,3,0,24,0,0,0,0,0,5,0,4,0,9,0,6,0,3,3,3,3,0,0,23,3,0,3,3,12,6,0,13,5,45,8,11,6,4,12,10,8,4,3,67,0,0,0,0,0,0,0,0,3,5,14,35,20,31,47,48,26,46,14,289,0,0,4,0,3,0,0,4,0,14,6,3,9,11,3,4,7,3,0,43,0,3,3,5,3,5,0,4,0,24,3,20,13,23,8,0,0,3,0,78,3,11,10,3,13,12,0,0,0,52,3,10,8,11,10,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,15,5,9,9,0,0,0,3,34,0,0,0,0,0,0,0,0,0,3,12,58,43,59,44,25,12,17,8,288
UCL215064,3,0,4,0,8,8,4,22,0,52,0,0,0,0,4,4,0,3,0,17,4,3,0,3,11,12,11,7,0,53,0,0,3,0,0,0,0,4,0,11,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,0,0,0,0,7,3,6,0,0,3,11,13,11,0,45,0,6,0,0,3,10,3,7,0,23,0,0,0,0,0,0,0,0,0,0,8,18,11,6,36,48,29,59,3,215,0,4,0,3,0,6,0,4,0,13,0,0,4,4,7,11,5,7,0,34,0,0,0,0,0,3,0,0,0,6,3,12,7,12,0,6,0,4,0,41,0,7,6,10,0,3,0,0,0,35,0,4,4,6,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,11,3,4,0,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,10,39,28,33,11,34,9,11,4,181
UCL215065,3,3,4,4,11,18,14,30,3,83,0,9,4,6,15,11,8,12,0,61,8,11,9,3,29,39,11,24,3,141,3,7,5,3,3,5,3,8,0,42,0,7,0,3,0,8,3,0,0,22,3,7,4,4,3,8,6,11,0,42,3,6,0,3,10,5,3,16,0,48,3,23,15,10,13,9,3,4,0,78,3,0,0,0,0,0,0,0,3,5,25,64,43,38,84,95,56,103,16,523,0,4,4,3,6,10,6,7,0,39,0,9,19,21,15,15,8,8,0,110,0,4,7,3,5,0,3,0,0,23,5,19,27,34,12,13,5,6,5,120,11,9,9,15,21,18,8,4,0,92,6,20,8,14,11,4,0,3,7,68,0,0,0,0,0,0,0,0,0,7,0,11,9,11,6,3,0,0,4,42,0,0,0,0,3,0,0,0,3,7,26,79,76,97,77,63,29,31,17,503
UCL215066,4,17,4,11,5,31,11,41,0,124,8,26,16,20,32,36,20,42,0,200,3,8,8,13,12,43,19,14,3,132,3,3,0,4,8,3,4,3,0,31,3,3,3,3,11,5,4,4,0,34,0,17,8,7,0,9,9,3,0,48,0,4,0,4,3,5,4,9,0,35,0,16,5,9,11,3,8,7,0,62,0,3,3,0,0,4,0,8,3,24,29,95,54,70,88,137,79,125,13,682,4,6,10,19,8,17,9,20,0,91,16,34,41,47,26,32,11,15,0,223,0,13,8,4,3,3,0,0,0,29,8,33,10,15,8,11,0,0,0,98,9,34,19,22,19,16,4,3,0,123,3,22,8,10,0,4,3,3,0,57,0,0,0,0,0,0,0,0,0,4,0,17,4,9,4,0,0,0,0,27,0,3,0,0,0,0,0,0,4,7,36,156,97,122,81,78,30,48,11,663
UCL215067,6,3,8,14,13,29,11,42,0,129,3,7,8,13,14,27,12,26,0,115,8,4,6,6,22,39,17,16,3,127,0,7,4,10,3,8,0,4,0,41,3,6,4,7,4,7,3,4,0,33,3,7,3,0,4,4,3,4,0,24,3,0,0,4,14,11,12,13,0,59,10,11,3,4,14,16,9,4,0,66,0,3,3,4,3,3,0,3,3,14,37,47,40,55,90,131,75,118,9,599,7,6,10,6,15,12,11,17,0,85,15,24,25,39,21,20,9,16,0,166,0,3,3,7,3,3,0,3,0,32,9,26,21,26,12,6,3,6,3,108,3,11,17,14,19,16,0,0,0,84,3,16,7,5,8,8,0,0,3,56,0,0,0,0,0,0,0,0,0,3,4,18,3,10,3,3,3,0,3,49,0,0,0,0,0,0,0,0,3,3,47,103,103,102,90,69,24,48,9,594
UCL215068,3,0,0,3,5,13,15,20,0,65,0,3,0,0,9,11,5,8,0,40,5,0,3,9,26,35,10,11,4,100,0,0,3,0,3,0,0,4,0,17,0,3,0,3,6,3,8,3,0,24,0,16,3,4,5,0,3,5,3,39,4,3,3,3,21,20,15,27,3,91,3,13,8,14,33,31,10,12,3,122,0,0,0,0,3,0,0,3,7,12,18,40,23,33,105,118,66,75,20,514,0,3,4,3,5,11,7,6,0,38,7,5,8,23,8,16,6,13,0,80,3,0,0,0,8,5,0,0,0,27,3,14,17,32,9,3,6,0,0,85,0,8,9,13,23,6,3,0,3,63,0,37,18,20,13,9,4,0,7,107,0,0,0,0,3,0,0,3,0,9,3,19,11,14,9,14,4,0,3,77,0,0,0,0,3,0,0,0,5,5,24,79,68,96,86,61,25,29,18,476
UCL215069,9,3,0,5,13,41,17,46,0,130,3,3,3,5,19,32,16,28,4,125,3,8,7,14,58,78,33,45,3,253,3,4,3,8,9,11,17,9,3,63,4,0,0,3,18,19,8,15,0,63,0,9,4,3,4,9,4,3,0,29,0,3,3,0,9,16,11,20,0,75,3,16,6,6,9,19,8,6,0,72,0,0,0,0,0,3,0,0,3,10,26,44,44,50,136,224,115,174,13,820,3,3,7,8,5,7,12,13,0,64,11,17,35,41,32,34,7,23,0,200,0,8,4,4,12,7,0,8,0,40,16,36,41,31,19,11,4,4,0,165,10,25,42,38,49,21,6,8,9,206,6,38,24,15,15,5,3,3,0,114,0,0,0,0,3,0,0,0,0,3,0,18,12,3,5,3,0,3,0,44,0,0,0,0,0,0,0,0,0,7,43,147,164,140,139,94,43,57,14,836
UCL215070,3,0,0,3,6,19,9,15,0,57,0,0,0,5,6,9,3,3,0,31,0,0,0,5,13,9,8,3,0,40,3,3,0,0,3,8,0,0,0,15,0,0,0,0,7,3,3,4,0,16,0,3,0,3,8,0,0,0,0,19,3,6,5,5,26,10,9,8,5,73,0,10,4,6,33,36,15,14,3,114,3,0,5,0,0,3,0,0,14,22,12,22,11,28,97,91,48,48,23,383,3,0,3,3,7,0,3,10,0,32,4,3,3,0,11,17,8,6,0,55,0,3,4,0,0,3,3,0,0,15,0,5,11,12,5,4,0,3,3,43,0,8,4,8,13,5,0,3,0,39,0,6,3,3,9,0,0,0,3,27,0,0,0,0,4,0,0,0,0,6,3,12,6,7,16,16,5,7,3,77,3,0,0,4,4,0,0,0,3,18,14,33,40,35,63,46,21,29,14,299
UCL215071,0,3,4,0,9,16,15,43,0,95,0,0,0,0,3,12,0,13,0,30,3,10,0,5,29,27,23,23,0,119,0,0,0,4,0,0,0,3,0,14,3,0,0,0,3,7,0,5,0,22,0,3,3,3,0,10,7,5,0,35,11,8,7,4,25,11,14,35,4,115,0,13,0,11,14,9,19,10,3,83,0,0,0,0,0,3,0,0,4,12,20,43,17,34,77,104,76,138,18,528,0,7,3,4,3,8,3,14,0,40,11,7,21,22,16,13,3,6,0,92,0,3,3,6,8,3,0,4,0,26,3,17,22,19,10,9,3,3,3,95,3,8,20,12,19,9,3,5,0,84,5,21,7,11,8,3,0,0,3,65,0,0,0,0,0,0,0,3,0,3,4,20,10,8,10,3,7,0,0,58,0,0,0,0,0,0,0,0,4,11,29,77,86,86,68,49,21,32,14,467
UCL215072,3,0,4,11,16,30,18,42,0,122,9,0,5,7,28,33,19,16,0,113,10,14,9,9,49,104,52,49,3,290,3,8,0,3,7,17,3,13,0,55,0,0,0,4,18,24,8,9,0,69,0,10,3,3,16,7,8,5,0,54,10,7,4,11,17,33,21,41,0,144,3,25,10,8,28,9,15,10,5,122,3,0,0,0,3,3,0,3,6,25,35,64,37,53,185,255,142,183,19,984,0,0,5,12,10,12,11,10,0,72,14,14,32,39,16,17,13,10,0,154,4,14,6,6,12,7,3,4,0,51,12,31,27,31,17,14,7,9,0,153,5,21,32,27,45,33,11,12,0,186,4,35,26,17,17,7,3,3,3,118,0,3,0,0,4,0,0,0,0,12,3,25,12,19,9,3,4,0,0,75,0,0,0,0,0,0,0,0,3,4,43,139,148,151,125,99,46,52,11,821
UCL215073,3,0,0,0,4,4,0,17,3,26,0,0,0,3,5,0,5,3,0,15,3,0,0,8,15,23,14,15,0,79,3,0,0,0,0,3,4,0,0,18,0,0,0,0,0,0,0,3,0,11,0,0,0,3,3,3,5,4,0,16,4,0,0,3,4,3,7,10,4,43,0,6,3,4,15,4,0,0,0,33,0,0,0,0,0,0,0,0,0,4,17,9,13,14,47,52,38,61,5,255,0,0,0,0,10,7,0,8,0,25,4,3,3,8,8,6,3,3,3,44,3,0,3,0,0,5,0,0,0,22,4,13,10,9,16,4,3,0,0,57,0,0,6,3,16,7,4,3,0,34,3,13,9,6,5,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,3,0,17,3,0,0,0,0,0,0,0,3,9,18,40,31,34,51,24,15,20,8,243
UCL215074,3,3,7,3,10,15,3,31,0,75,0,7,3,3,8,9,8,5,0,46,8,3,4,10,24,38,13,15,0,124,0,0,4,5,3,7,0,3,0,23,0,0,0,0,0,0,3,5,0,16,3,3,3,4,0,4,0,0,0,20,8,0,0,3,11,14,11,13,3,60,8,14,0,9,19,34,18,8,0,103,0,0,0,0,0,0,0,0,3,4,22,33,18,41,73,124,55,87,8,466,3,7,4,3,5,9,0,12,0,49,8,7,11,12,7,16,12,14,0,94,3,4,3,0,7,0,0,6,0,26,3,27,16,17,10,6,0,3,0,81,0,12,8,19,27,14,7,3,0,90,3,11,10,6,10,7,0,0,0,50,0,4,0,0,0,0,0,0,0,6,5,10,6,6,4,18,8,0,0,55,0,0,0,0,0,0,0,0,3,3,28,80,67,77,70,68,24,44,8,459
UCL215075,3,3,0,4,9,10,4,14,0,41,0,3,0,3,5,11,4,3,0,30,6,3,0,11,14,15,8,12,0,71,0,8,3,3,5,0,0,6,0,22,0,0,0,0,4,3,0,0,0,8,0,0,4,3,3,4,4,3,0,20,0,4,3,0,0,4,0,7,0,18,0,11,3,8,4,3,3,3,0,36,0,0,0,0,0,0,0,0,0,5,6,35,16,25,39,46,24,50,3,252,5,5,3,6,4,3,4,5,0,29,6,8,13,3,9,7,0,9,4,63,0,3,0,0,4,0,0,0,0,12,3,4,9,9,7,3,0,3,0,47,4,9,7,11,6,3,3,0,0,47,0,6,3,3,3,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,22,44,39,35,39,28,8,22,4,235
UCL215076,0,0,0,0,3,14,8,18,0,46,0,0,3,3,4,16,6,7,0,43,6,7,9,10,35,76,29,36,3,204,0,3,3,0,0,8,0,6,0,20,0,0,0,4,0,3,4,7,0,18,0,3,3,3,0,6,9,7,0,21,0,0,5,3,13,21,10,19,3,78,3,13,8,6,20,14,12,5,3,84,0,0,0,0,4,3,0,3,4,14,12,30,30,26,89,156,71,104,12,534,0,0,0,4,8,8,11,10,0,42,0,10,13,14,7,7,7,3,0,62,0,3,3,7,8,3,3,6,0,27,8,27,21,23,15,3,0,0,3,95,3,19,13,18,30,22,5,6,3,110,3,15,9,6,5,4,0,0,0,46,0,0,3,0,3,0,0,0,0,7,3,13,13,3,3,3,3,0,0,40,0,0,0,0,0,3,0,0,3,12,15,84,83,71,74,57,29,26,11,442
UCL215077,0,3,3,7,18,20,10,24,4,87,0,0,0,0,3,6,6,10,0,28,0,3,6,6,27,15,11,19,0,92,4,0,0,0,7,0,0,0,0,15,0,3,0,0,3,3,0,0,0,15,0,7,0,3,4,3,3,3,0,22,3,3,3,3,8,6,3,12,3,44,3,26,13,6,31,15,14,5,3,114,0,0,0,0,3,0,0,0,0,9,17,47,28,27,96,69,49,80,14,420,3,7,4,5,9,3,3,7,0,44,5,3,16,7,17,6,10,8,0,68,0,0,3,3,3,0,0,0,0,13,7,12,15,23,14,5,0,6,0,83,4,5,12,9,14,5,0,0,0,58,0,17,12,13,4,0,0,0,0,46,0,0,0,0,0,0,0,0,0,4,3,19,11,8,5,3,0,0,3,47,0,0,0,0,0,0,0,0,3,7,24,63,73,69,66,26,20,25,12,375
UCL215078,3,3,0,0,7,14,5,23,0,63,0,0,0,0,5,3,4,0,0,13,6,0,3,13,21,43,19,27,3,139,3,0,3,0,0,6,8,4,0,22,0,0,0,0,7,0,0,0,0,8,3,4,0,5,3,6,0,3,0,25,3,0,6,3,12,12,12,16,0,62,4,10,4,3,9,8,3,5,0,63,0,0,0,0,0,0,0,3,0,9,19,20,18,29,71,87,51,92,9,403,0,0,0,5,11,6,3,6,0,34,3,3,13,11,7,12,8,9,0,61,5,5,3,0,0,0,0,0,0,15,6,20,13,16,13,9,4,0,3,80,4,13,22,8,15,13,0,7,0,80,0,14,4,6,8,3,0,0,3,49,0,3,0,0,0,0,0,0,0,9,6,23,3,7,6,0,3,0,0,43,0,0,3,0,0,0,0,0,0,3,29,83,61,57,67,46,14,21,7,376
UCL215079,3,8,4,5,16,24,19,57,3,142,4,5,0,7,16,33,23,21,0,104,9,12,11,7,33,64,30,34,3,203,4,3,3,3,6,3,4,7,0,35,4,6,4,7,11,6,6,3,0,44,3,10,0,3,10,10,4,9,5,45,6,3,9,15,25,22,11,12,7,108,18,14,12,13,32,43,34,10,3,184,3,0,0,3,3,0,0,0,8,18,45,62,44,61,148,202,123,159,24,878,3,3,0,6,7,8,9,13,0,55,9,20,26,27,37,24,15,16,3,174,3,11,4,8,7,4,0,3,0,38,6,35,21,28,12,14,0,0,0,131,11,19,33,26,30,27,4,5,0,164,3,30,13,16,11,0,0,3,6,92,0,0,0,3,3,3,0,0,0,8,12,24,3,10,17,13,8,4,0,89,3,0,0,0,3,0,3,0,0,14,57,135,116,125,133,100,43,47,17,759
UCL215080,0,3,0,0,5,7,17,22,0,55,0,0,3,3,9,3,7,7,0,36,4,3,3,6,17,32,12,19,3,92,4,3,0,0,4,4,4,4,0,19,0,3,0,0,3,0,0,3,0,13,0,8,0,0,0,9,5,5,0,28,4,6,5,7,11,13,19,16,4,75,0,16,5,3,13,6,15,10,0,69,0,0,0,0,0,0,0,0,5,12,11,29,14,20,51,81,72,89,10,392,0,3,3,3,7,6,3,11,0,26,4,3,16,5,9,13,5,5,0,60,0,7,3,3,0,4,5,0,0,27,3,16,18,19,8,8,5,3,0,85,4,7,16,5,11,12,4,4,0,69,3,21,5,3,6,0,0,0,0,47,0,3,0,0,0,0,0,0,0,3,0,11,7,7,4,0,4,0,0,38,0,0,0,0,0,0,0,0,3,12,18,70,73,51,50,42,27,33,8,366
UCL215081,0,5,0,0,0,8,4,9,0,32,0,0,0,4,0,3,0,0,0,12,0,0,0,0,11,35,8,3,0,57,0,0,0,6,0,0,0,3,0,14,0,0,0,0,4,0,3,3,0,8,0,0,0,4,3,4,0,5,0,14,3,0,3,4,9,8,10,7,0,43,7,4,5,13,22,16,17,6,3,83,0,0,0,0,0,0,0,0,0,0,9,16,13,26,45,72,45,37,6,268,0,5,0,4,3,0,5,3,0,19,0,0,6,10,6,3,4,0,0,29,3,0,3,3,7,0,0,0,0,22,3,8,10,9,5,0,0,0,0,37,0,3,3,8,8,6,3,0,0,35,7,18,4,15,5,4,0,0,0,47,0,0,0,4,0,0,0,0,0,4,0,14,9,16,6,0,3,0,3,49,0,0,0,0,0,0,0,0,0,3,13,43,37,67,36,19,19,10,3,240
UCL215082,0,0,0,4,6,3,10,18,0,42,0,3,0,3,0,3,3,0,0,18,3,0,3,3,19,17,14,20,0,88,0,3,0,0,3,0,0,3,0,11,0,0,0,0,6,7,0,0,0,15,0,3,0,0,3,0,4,3,0,13,3,5,0,0,3,8,8,14,0,45,0,3,3,3,11,9,4,3,0,30,0,0,0,0,0,0,0,0,0,4,11,20,9,10,53,51,40,69,3,270,3,0,3,6,0,3,3,0,0,18,5,0,6,5,9,3,3,6,4,38,0,4,3,0,3,0,3,0,0,13,3,4,3,5,5,4,0,0,0,33,0,21,10,11,13,7,4,0,0,63,4,9,0,12,0,3,0,0,0,37,0,0,0,0,0,0,3,0,0,8,0,0,4,7,4,5,0,0,0,23,0,0,0,0,0,0,0,0,3,0,16,41,30,46,38,30,17,8,8,232
UCL215083,0,0,0,6,14,22,16,45,0,100,3,8,3,4,24,17,11,15,0,88,10,3,10,10,54,55,27,43,4,222,6,6,3,9,9,9,0,3,0,40,0,3,0,0,12,6,3,0,0,28,0,5,6,0,10,8,3,11,0,47,9,9,10,5,16,16,13,26,0,96,3,19,14,13,14,15,14,17,3,106,0,0,0,0,0,0,3,0,0,13,30,52,50,42,143,149,93,166,11,733,3,3,4,3,13,7,5,10,0,55,17,20,25,26,29,16,20,16,4,174,0,9,5,7,8,5,0,3,0,36,10,29,29,31,22,8,3,5,3,137,6,11,34,29,45,15,8,8,3,157,7,31,13,16,10,5,0,0,0,83,0,0,5,3,0,0,0,0,0,11,5,28,18,10,3,4,3,0,0,59,0,0,3,3,0,0,0,0,3,14,49,134,142,120,126,63,40,43,9,729
UCL215084,4,3,3,4,12,13,5,25,0,66,0,3,3,4,3,3,3,12,0,28,3,4,3,11,29,65,26,28,3,177,3,5,3,3,0,4,3,3,0,20,0,0,0,3,4,0,0,4,0,16,0,4,0,0,0,3,0,3,0,11,3,0,8,4,16,16,8,22,0,80,3,6,0,3,7,15,8,3,0,55,0,0,0,0,0,0,0,0,0,6,12,22,18,29,79,126,64,95,9,459,0,3,5,3,3,4,3,7,0,34,8,5,8,17,12,4,3,9,0,69,0,4,3,6,4,5,0,0,0,19,0,13,10,21,12,0,6,0,0,65,4,10,20,20,19,15,0,4,0,93,3,16,12,8,4,3,0,0,0,49,0,0,0,0,4,0,0,0,0,8,0,3,5,3,0,0,0,0,0,18,0,4,0,0,0,0,0,0,0,9,15,59,59,68,66,35,19,27,5,357
UCL215085,3,0,5,3,11,12,3,17,0,57,0,10,5,4,5,10,6,9,0,55,4,6,6,6,30,24,16,13,0,107,0,0,0,3,0,3,0,3,0,14,3,0,3,0,5,0,0,6,0,18,0,0,3,0,0,3,4,3,0,13,0,6,3,7,9,11,5,9,3,49,4,8,3,12,9,5,3,3,0,55,0,0,0,0,0,0,0,0,3,7,15,38,26,41,73,76,38,63,13,377,0,0,8,8,4,7,3,9,0,38,0,16,12,14,12,12,3,12,0,90,0,3,0,0,3,3,0,3,0,21,0,22,10,22,11,3,0,3,4,78,0,10,5,12,7,3,3,0,0,45,3,6,9,12,4,4,0,0,3,45,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,3,0,3,0,32,0,0,0,0,3,0,0,0,5,6,8,72,56,70,55,42,13,27,12,355
UCL215086,6,3,3,3,12,20,5,34,0,88,0,0,0,0,7,7,14,13,0,37,0,7,6,3,34,28,20,7,3,106,0,0,5,8,0,9,0,3,0,29,0,3,0,0,3,3,0,0,0,11,0,7,3,3,6,8,7,3,0,39,5,3,5,3,11,16,4,5,3,56,3,8,0,7,12,11,0,7,0,53,0,0,0,3,0,3,3,0,3,8,9,34,27,33,82,96,61,75,12,432,0,0,0,3,6,3,3,7,0,32,3,5,21,14,11,21,9,9,0,85,0,4,0,3,4,0,0,3,0,12,12,14,21,30,20,7,4,4,0,116,3,12,13,18,6,13,8,0,0,77,0,6,9,9,7,6,0,3,0,40,0,0,0,0,0,0,0,0,0,0,3,15,12,3,11,3,0,0,0,44,0,0,0,0,0,0,0,0,0,3,31,66,80,76,62,61,19,28,6,414
UCL215087,3,0,0,3,16,27,18,42,3,108,0,5,3,10,12,16,12,13,0,68,12,4,8,24,65,115,45,46,7,316,3,3,3,4,6,13,3,5,0,39,0,0,0,3,8,16,6,7,0,43,0,13,5,4,5,15,5,9,0,53,3,3,3,11,21,19,22,30,0,110,0,20,5,9,25,18,4,7,4,93,0,0,0,0,3,3,0,3,6,24,24,51,35,62,150,233,111,168,27,860,3,6,8,10,18,14,7,9,0,65,9,11,24,33,36,21,14,15,3,158,3,3,6,7,12,12,3,3,0,47,6,25,25,52,19,10,9,13,3,157,8,22,36,32,34,28,5,4,0,173,0,56,25,18,25,3,3,4,6,137,0,3,0,0,0,0,0,0,0,6,0,11,9,12,6,4,0,0,3,47,0,0,0,0,0,0,0,0,3,8,32,137,135,162,143,85,40,41,16,795
UCL215088,0,4,0,3,8,4,7,13,0,32,0,0,0,0,3,5,0,7,0,17,3,0,3,3,11,19,16,14,0,80,0,0,0,0,9,4,0,0,0,15,3,0,0,0,0,0,0,0,0,7,0,0,0,0,3,3,3,8,0,23,3,5,0,4,13,7,12,18,0,70,3,9,9,7,4,6,0,6,0,51,0,0,0,0,0,0,0,0,7,9,19,23,26,29,55,54,37,68,6,310,0,0,0,5,7,3,3,10,0,31,5,3,11,8,7,8,7,3,0,52,3,0,0,3,3,3,3,0,0,15,5,12,11,12,0,7,3,0,0,53,0,4,10,3,13,8,4,0,0,43,3,9,7,6,4,6,4,5,0,43,0,0,0,0,0,0,0,0,0,0,3,16,15,8,6,3,0,3,0,50,0,0,0,0,0,0,0,0,0,9,20,57,60,43,37,29,16,22,4,287
UCL215089,3,3,7,6,12,28,19,55,0,137,3,7,0,8,8,25,13,21,0,88,3,4,5,14,8,39,18,33,0,123,0,9,3,3,4,3,0,3,0,18,0,3,3,3,3,7,3,4,0,25,0,9,9,0,0,6,4,7,0,35,0,0,0,5,0,5,3,0,0,19,0,9,3,3,5,4,4,5,0,32,0,0,0,0,0,0,0,3,4,11,10,50,32,41,47,123,60,129,4,488,3,0,4,5,3,12,5,7,0,41,3,13,11,23,11,14,5,16,0,91,0,6,4,0,0,0,0,0,0,16,0,24,14,18,3,3,4,0,0,60,3,24,23,23,16,12,4,6,0,116,4,20,9,5,0,3,0,3,0,48,0,0,0,0,0,0,0,0,0,3,0,5,3,4,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,5,15,97,67,69,34,56,20,28,3,401
UCL215090,0,3,10,4,10,34,20,48,0,132,5,6,9,14,27,52,29,59,4,214,4,3,8,11,41,51,25,31,3,184,9,8,3,11,9,19,9,7,0,62,3,0,3,3,14,13,8,7,0,49,0,11,5,10,5,6,11,6,0,58,3,4,3,4,7,13,7,13,3,54,0,24,10,8,15,13,3,9,5,89,0,0,0,0,5,4,0,0,6,19,25,65,57,66,138,207,114,176,17,865,3,3,7,7,13,19,14,23,0,89,21,38,57,44,34,38,14,35,0,283,0,7,3,14,3,6,0,0,0,33,11,31,26,27,20,16,8,9,3,149,5,17,16,25,24,20,6,7,0,124,0,26,13,14,12,4,5,5,0,76,0,0,0,0,0,0,0,0,0,0,3,22,7,7,0,0,0,0,0,44,0,0,0,0,0,3,0,0,6,7,42,154,134,130,107,103,42,80,9,802
