UCL_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
UCL215077,33,26,77,63,96,83,29,11,3,420,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,7,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,3,0,0,0,0,5,13,3,9,16,9,8,3,0,0,59,7,3,0,3,3,3,0,0,0,29,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,3,6,3,0,0,0,0,19,0,0,0,0,3,0,0,0,0,11,0,0,0,3,0,8,0,0,0,13,0,0,6,7,10,10,0,0,0,38,4,8,21,15,31,26,3,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0,0,15
UCL215078,19,35,97,90,62,87,17,3,0,403,3,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,18,0,0,0,0,3,0,0,0,0,4,0,5,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,5,3,13,10,8,5,0,0,0,47,10,0,9,8,3,0,3,0,0,31,0,0,0,3,3,3,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,9,0,0,5,0,3,4,3,0,0,18,0,0,5,0,8,5,0,0,0,17,0,0,7,4,3,5,0,0,0,21,0,4,10,15,11,3,0,0,0,51,3,4,16,24,16,26,5,0,0,88,0,0,0,0,4,0,0,0,0,6,0,4,3,0,6,5,0,0,0,20
UCL215079,35,81,190,168,191,156,43,4,3,878,3,3,5,5,0,7,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,6,11,19,21,13,4,0,0,71,0,3,9,9,5,0,0,0,0,33,0,0,4,3,4,3,0,0,0,14,0,0,0,0,3,0,0,0,0,11,24,12,17,8,18,16,5,0,0,95,4,0,3,9,0,5,0,0,0,32,0,0,4,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,10,0,0,3,3,3,3,0,0,0,13,0,0,3,0,0,0,0,0,0,9,0,4,9,6,11,3,3,0,0,36,0,3,3,11,7,8,0,0,0,30,0,0,4,5,20,6,0,0,0,42,3,0,21,19,22,17,3,0,0,85,0,9,33,39,53,30,7,0,0,171,0,0,4,0,3,4,0,0,0,14,4,8,7,8,10,8,0,0,0,39
UCL215080,23,43,45,82,89,75,24,8,0,392,0,0,7,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,3,7,0,6,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,8,3,14,12,12,12,0,0,0,57,10,3,3,3,4,6,4,0,0,35,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,9,0,0,0,0,5,8,4,0,0,19,0,0,3,3,4,3,0,0,0,21,0,0,9,11,9,12,3,0,0,40,0,5,12,20,27,33,4,0,0,99,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,11
UCL215081,17,26,55,53,59,46,17,0,0,268,0,3,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,4,10,8,3,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,15,8,13,8,0,0,0,54,3,0,0,4,3,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,10,0,0,8,4,3,8,0,0,0,25,0,5,11,7,23,13,3,0,0,60,0,0,0,0,0,0,0,0,0,5,0,0,4,0,3,3,0,0,0,11
UCL215082,11,21,42,79,64,32,12,0,0,270,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,6,8,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,3,7,0,0,0,0,0,12,0,0,0,4,4,0,0,0,0,7,6,0,12,6,3,6,3,0,0,38,6,3,0,0,0,0,0,0,0,12,0,0,0,0,4,3,0,0,0,9,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,7,3,0,0,0,0,0,9,0,3,0,0,3,0,3,0,0,8,0,0,5,3,0,0,0,0,0,9,0,0,5,16,4,3,0,0,0,29,0,5,3,7,11,6,0,0,0,35,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
UCL215083,41,68,163,163,146,117,39,0,0,733,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,10,4,0,3,0,0,0,19,0,0,0,7,4,3,0,0,0,15,0,0,8,3,0,4,0,0,0,15,0,0,0,4,0,0,0,0,0,5,9,12,20,20,15,11,0,0,0,89,26,10,8,12,4,7,0,0,0,60,0,0,3,5,0,5,3,0,0,10,0,3,0,3,0,0,0,0,0,11,0,0,7,11,7,0,0,0,0,23,0,0,3,4,0,0,0,0,0,12,0,3,9,9,7,9,0,0,0,42,0,0,3,0,7,3,0,0,0,9,0,6,20,22,9,9,3,0,0,67,0,7,30,26,28,23,0,0,0,106,0,19,44,38,30,48,9,0,0,186,0,0,0,0,4,0,0,0,0,4,0,3,6,7,3,5,0,0,0,27
UCL215084,27,37,80,105,102,93,21,0,0,459,0,0,0,3,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,10,8,8,4,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,0,0,0,0,16,0,0,3,4,3,0,0,0,0,15,3,8,11,8,9,8,0,0,0,39,13,12,0,3,0,0,0,0,0,31,0,0,0,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,7,0,0,0,9,5,0,0,0,0,15,0,0,4,6,9,0,0,0,0,15,0,0,7,6,4,3,0,0,0,21,0,0,8,10,10,13,0,0,0,43,0,4,10,8,22,18,3,0,0,69,0,0,0,0,0,3,0,0,0,8,4,0,3,4,0,0,0,0,0,16
UCL215085,20,32,50,65,95,87,32,0,0,377,0,0,4,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,6,4,7,7,3,10,11,4,0,0,48,5,3,7,16,5,4,0,0,0,32,0,0,0,0,4,0,0,0,0,6,0,0,0,3,3,0,0,0,0,6,0,0,0,0,4,3,0,0,0,3,0,5,0,0,0,3,0,0,0,10,0,0,5,0,3,3,0,0,0,14,0,3,0,0,3,0,0,0,0,10,0,0,4,4,3,3,0,0,0,13,0,0,10,11,20,15,4,0,0,62,0,3,5,12,33,13,9,0,0,75,0,0,3,4,9,0,0,0,0,15,0,0,0,3,5,0,0,0,0,12
UCL215086,22,31,77,72,91,103,23,11,0,432,0,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,16,0,0,0,0,0,4,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,8,8,4,0,11,15,3,0,0,50,5,4,7,0,5,0,0,0,0,21,0,0,3,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,3,0,0,0,12,0,0,0,4,3,0,0,0,0,6,0,0,3,3,6,3,0,0,0,11,0,5,14,11,9,10,3,0,0,49,5,17,29,23,48,53,6,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,3,0,0,0,18
UCL215087,49,77,154,196,216,129,37,3,0,860,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,4,4,6,11,3,0,0,0,42,0,0,0,0,0,0,0,0,0,7,0,0,7,8,10,0,0,0,0,23,0,0,0,3,5,5,0,0,0,16,28,17,16,35,21,6,0,0,0,128,15,15,5,3,6,0,0,0,0,48,0,0,6,3,3,9,0,0,0,19,0,0,3,0,3,0,0,0,0,8,0,3,4,6,3,3,0,0,0,18,0,0,3,6,3,0,0,0,0,13,0,0,12,8,8,8,4,0,0,37,0,0,0,11,7,4,0,0,0,15,0,5,10,11,18,3,0,0,0,57,0,12,23,28,30,23,4,0,0,123,0,12,27,47,51,31,4,0,0,169,0,0,0,0,4,0,0,0,0,9,0,9,5,5,7,3,3,0,0,34
UCL215088,12,29,61,57,64,58,18,0,0,310,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,9,3,16,12,0,0,0,45,4,10,9,5,10,4,0,0,0,38,0,0,0,3,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,16,0,0,0,4,0,4,4,0,0,13,0,0,3,0,0,3,0,0,0,12,0,0,3,10,5,3,0,0,0,29,0,7,12,16,21,23,0,0,0,83,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,3,0,0,0,8
UCL215089,38,69,41,64,121,123,25,0,0,488,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,10,7,9,0,0,0,27,0,0,0,5,4,3,0,0,0,15,17,11,4,3,5,3,0,0,0,44,12,8,0,3,0,0,0,0,0,19,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,3,4,4,0,0,0,14,0,3,0,3,3,0,0,0,0,10,0,0,9,6,11,0,0,0,0,23,0,0,3,0,5,4,0,0,0,21,0,0,0,10,10,3,0,0,0,22,0,4,6,4,21,14,0,0,0,53,0,7,8,4,27,20,4,0,0,71,3,0,0,3,0,0,0,0,0,4,3,0,0,3,3,3,0,0,0,14
UCL215090,38,56,111,205,238,149,57,4,0,865,0,0,0,0,0,3,4,0,0,3,0,0,0,0,0,0,0,0,0,4,8,0,0,9,5,5,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,3,3,0,0,11,9,5,7,10,24,11,3,0,0,77,8,10,5,7,14,4,0,0,0,54,0,0,0,0,5,3,0,0,0,10,0,0,3,7,0,4,0,0,0,14,0,0,3,11,6,3,0,0,0,25,0,0,4,4,3,0,3,0,0,16,0,5,11,19,11,6,6,0,0,59,0,0,5,12,3,0,0,0,0,20,0,0,3,27,12,13,6,0,0,66,0,3,24,46,49,26,3,0,0,145,0,18,28,43,62,49,7,0,0,204,0,3,0,3,7,0,0,0,0,9,0,4,6,6,13,0,0,0,0,28
UCL215091,45,118,266,227,214,178,38,0,4,1099,0,0,0,4,9,8,3,0,0,22,0,0,0,0,0,0,0,0,0,0,5,4,17,16,15,4,5,0,0,60,0,0,3,0,0,0,0,0,0,4,0,3,11,11,5,3,0,0,0,36,0,0,3,6,4,4,0,0,0,20,16,21,37,30,24,11,3,0,0,149,11,14,13,12,9,0,0,0,0,63,0,3,5,0,6,7,0,0,0,17,0,0,3,0,0,6,0,0,0,4,0,0,3,6,9,0,0,0,0,14,0,3,8,0,0,3,0,0,0,19,0,3,4,5,7,0,3,0,0,35,0,8,9,6,11,3,0,0,0,30,0,3,9,14,5,5,0,0,0,32,0,3,28,25,30,16,8,0,0,104,0,15,33,46,51,44,8,0,0,196,0,0,5,6,3,0,0,0,0,15,7,4,16,9,9,0,0,0,0,43
UCL215092,17,24,50,34,51,38,10,0,0,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,4,3,3,7,3,5,0,0,0,30,5,3,0,0,4,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,5,0,3,0,5,4,3,0,0,0,18,0,0,4,3,4,0,0,0,0,16,0,0,3,0,9,3,0,0,0,20,0,3,11,6,18,6,0,0,0,45,0,0,0,0,3,0,0,0,0,3,0,0,5,0,0,0,0,0,0,8
UCL215093,43,49,130,136,114,76,25,3,0,586,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,3,10,16,3,0,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,8,17,11,10,23,7,17,3,0,0,77,6,12,9,12,8,0,0,0,0,46,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,3,6,0,0,0,0,10,0,0,9,3,0,0,0,0,0,15,0,0,7,8,13,5,0,0,0,34,0,0,3,3,5,0,0,0,0,18,0,0,6,11,7,0,0,0,0,28,3,3,20,16,16,16,0,0,0,67,0,4,20,15,27,16,4,0,0,92,0,0,0,3,0,0,0,0,0,8,0,3,10,3,5,0,0,0,0,22
UCL215094,43,54,142,129,178,108,31,3,0,687,0,0,5,4,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,8,11,9,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,0,12,0,0,3,0,4,0,0,0,0,12,13,6,9,11,15,14,5,0,0,71,10,4,6,11,15,0,0,0,0,44,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,6,0,0,0,11,0,3,5,4,5,3,0,0,0,21,0,5,5,7,3,3,0,0,0,26,0,0,0,7,5,0,0,0,0,19,0,0,5,0,12,6,0,0,0,23,0,7,17,16,25,19,3,0,0,84,0,5,30,30,38,31,3,0,0,127,3,0,0,6,7,3,0,0,0,20,0,5,8,3,3,3,5,0,0,27
UCL215095,5,15,67,49,44,38,6,0,0,235,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,8,9,8,7,5,0,0,0,29,6,8,6,6,3,3,0,0,0,31,0,3,0,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,7,3,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,4,0,0,0,23,0,0,7,7,10,5,3,0,0,31,0,4,21,7,16,11,0,0,0,58,0,0,0,0,0,0,0,0,0,6,0,6,4,0,0,5,0,0,0,11
UCL215096,5,19,62,48,54,60,17,3,0,284,0,5,3,3,0,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,4,0,9,3,12,12,3,0,0,39,0,3,6,0,4,4,3,0,0,31,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,0,0,0,12,0,0,0,3,3,0,0,3,0,10,0,0,0,4,4,3,0,0,0,7,0,4,5,5,17,11,3,0,0,42,0,0,14,11,18,24,3,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,11
UCL215097,12,12,36,41,49,54,9,7,0,223,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,7,3,0,6,3,0,0,0,18,10,4,3,6,4,4,0,0,0,30,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,4,4,0,0,18,0,0,5,7,15,9,3,0,0,33,3,0,3,5,9,12,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5
UCL221001,17,22,37,48,48,33,6,0,0,210,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,8,0,7,3,6,0,0,0,26,0,0,8,5,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,3,7,11,0,0,0,0,18,0,0,14,13,10,7,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,8
UCL221002,7,11,32,36,40,49,11,0,0,192,0,3,11,3,3,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,6,0,0,0,25,0,3,0,8,0,0,0,0,0,14,0,0,0,3,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,4,0,0,0,11,0,0,0,3,4,0,0,0,0,10,0,0,0,11,5,8,3,0,0,23,0,0,3,8,8,11,0,0,0,28,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3
UCL221003,4,15,24,38,33,36,9,0,0,167,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,9,4,0,3,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,3,5,0,3,3,0,0,20,3,0,0,0,0,4,3,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,3,6,0,0,0,0,0,10,0,0,0,4,0,7,0,0,0,14,0,3,4,5,10,12,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6
UCL221004,5,13,28,25,36,24,8,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,3,0,0,0,19,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,3,4,3,0,0,0,12,0,0,0,6,4,3,0,0,0,15,4,7,0,6,14,3,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,9
UCL221005,18,16,20,41,70,37,13,0,0,210,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,4,0,8,12,3,0,0,0,41,17,3,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,0,6,0,0,0,0,3,0,0,0,3,11,0,0,0,0,18,0,3,0,7,16,10,0,0,0,39,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,8
UCL221006,7,9,34,21,40,21,23,0,0,148,0,0,3,0,3,3,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,9,3,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,8,0,0,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,8,7,5,6,0,0,0,23,0,0,4,8,12,14,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
