UCL_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
UCL221081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,3,0,5,27,0,4,0,31,15,0,4,0,18,9,10,3,0,22,15,6,0,0,20,4,12,3,0,19,3,8,3,0,11,16,17,0,0,34,6,20,0,0,19,3,3,0,0,10,0,10,0,0,13,4,7,0,0,8,4,22,4,0,28,0,0,0,0,0,112,108,31,0,249
UCL221082,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,6,0,11,0,0,0,0,0,6,0,9,0,17,7,3,3,0,16,7,5,5,0,18,5,8,3,0,12,0,3,4,0,7,3,13,0,0,11,3,3,0,0,13,5,10,0,0,16,0,7,0,0,4,0,0,0,0,0,0,6,0,0,4,4,3,3,0,14,0,0,0,0,0,58,65,35,0,162
UCL222001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,3,0,0,0,0,0,0,3,0,0,4,6,0,0,0,8,3,6,0,0,11,0,8,0,0,9,4,5,0,0,12,0,3,0,0,3,4,4,0,0,4,4,4,0,0,9,4,9,0,0,9,0,4,0,0,10,0,0,0,0,0,30,41,5,0,81
UCL222002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,7,0,0,0,0,7,5,3,0,0,10,7,0,0,0,3,3,7,0,0,8,8,3,0,0,13,7,11,3,0,24,3,4,0,0,9,0,3,0,0,3,3,0,0,0,4,4,5,0,0,8,5,6,3,0,12,0,0,0,0,0,48,51,9,0,112
UCL222003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,3,3,6,0,0,5,0,7,4,0,10,0,0,0,0,3,0,3,0,0,6,3,0,0,0,3,3,6,0,0,6,3,10,0,0,12,0,3,0,0,4,0,3,0,0,3,0,3,0,0,5,0,4,0,0,4,0,0,0,0,0,23,37,11,0,70
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,3,0,7,3,0,3,0,4,3,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,3,0,10,3,0,0,0,3,21,18,10,3,60
UCL222006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,13,0,0,0,14,3,0,0,0,5,3,0,0,0,3,10,3,3,0,16,3,8,0,0,12,4,3,0,0,10,3,6,0,0,10,3,10,0,0,7,7,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,5,0,0,10,0,0,0,0,0,59,38,9,0,105
UCL222007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,3,0,0,0,5,8,0,0,0,8,3,0,0,0,8,0,3,0,0,3,0,0,0,0,3,0,3,0,0,4,0,5,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,30,24,7,0,59
UCL222008,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,6,0,0,0,4,3,3,3,0,3,5,0,0,0,11,0,3,0,0,5,4,3,0,0,6,7,0,0,0,4,5,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,3,0,5,0,0,0,0,3,30,24,15,0,66
UCL222009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,3,0,3,0,3,8,0,4,0,11,8,0,0,0,10,3,0,0,0,3,3,3,0,0,9,4,4,0,0,5,0,3,0,0,5,4,3,0,0,8,5,0,0,0,9,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,4,7,0,0,11,3,0,0,0,7,42,31,13,0,91
UCL222010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,6,0,3,0,0,4,0,0,0,0,5,3,3,0,0,5,3,3,0,0,9,0,4,0,0,4,3,3,3,0,7,11,11,0,0,26,3,8,0,0,6,0,0,0,0,0,0,5,0,0,9,0,0,0,0,0,0,4,0,0,7,0,0,0,0,3,29,49,18,0,97
UCL222011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,4,0,0,0,10,7,4,0,0,12,4,3,0,0,5,3,3,0,0,10,3,3,3,0,12,0,11,0,0,11,0,7,0,0,9,0,3,0,0,3,0,3,0,0,3,0,3,0,0,8,0,5,0,0,5,0,0,0,0,0,26,54,16,0,94
UCL222012,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,9,9,0,0,0,5,3,0,3,0,5,3,3,0,0,11,3,0,0,0,6,3,7,0,0,6,5,7,0,0,8,3,10,0,0,10,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,4,0,0,9,0,0,0,0,0,51,35,5,3,92
UCL222013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,5,9,0,0,0,9,4,0,0,0,4,9,3,0,0,13,3,0,0,0,3,0,3,0,0,5,0,0,0,0,0,0,4,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,0,11,0,0,0,0,0,34,24,8,0,61
UCL222014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,9,0,0,0,12,4,0,0,0,7,13,7,0,0,18,8,0,0,0,9,0,3,0,0,8,8,4,0,0,9,14,4,0,0,19,4,5,0,0,15,0,4,0,0,4,3,3,0,0,8,6,3,0,0,9,8,3,3,0,9,3,0,0,0,3,75,38,10,0,122
UCL222015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,3,3,0,0,0,9,0,0,0,0,5,4,5,0,0,13,0,7,6,0,14,0,0,3,0,8,4,5,0,0,7,3,13,0,0,13,3,8,0,0,10,0,4,0,0,7,0,0,0,0,4,0,6,0,0,6,0,12,0,0,14,0,0,0,0,0,30,64,24,4,122
UCL222016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,3,0,6,3,3,0,0,8,0,0,0,0,4,0,0,0,0,3,4,3,0,0,4,5,6,0,0,10,3,18,0,0,21,3,8,0,0,10,0,8,0,0,8,0,0,0,0,3,0,3,0,0,3,6,11,4,0,16,0,0,0,0,3,37,56,12,0,107
UCL222017,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,3,0,7,0,14,8,0,4,0,8,0,6,6,0,11,6,6,4,0,19,10,10,0,0,18,5,0,0,0,3,7,7,0,0,6,5,4,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,9,0,0,9,0,0,0,0,0,44,49,30,0,126
UCL222018,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,7,3,3,3,0,10,0,8,0,0,7,6,6,0,0,16,0,6,0,0,8,0,0,0,0,3,3,0,0,0,3,3,11,0,0,11,3,5,0,0,6,0,0,0,0,0,0,3,0,0,4,0,4,0,0,11,0,0,0,0,3,31,61,15,3,107
UCL222019,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,7,0,4,0,12,9,0,0,0,8,3,0,0,0,3,3,0,0,0,3,0,3,0,0,5,3,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,12,0,0,0,0,0,41,20,8,0,65
UCL222020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,7,0,3,0,0,0,7,0,0,0,10,5,0,0,0,6,3,6,0,0,3,5,0,0,0,5,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,27,23,4,3,63
UCL222021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,3,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,14,13,6,0,32
UCL222022,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,9,3,0,0,0,3,3,0,0,0,3,0,0,0,3,7,5,7,0,0,11,6,3,3,0,8,0,6,0,0,10,4,9,3,0,14,7,8,0,0,10,4,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,11,3,0,11,3,0,0,0,3,46,47,11,3,107
UCL222023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,3,3,0,0,0,9,0,4,0,0,4,5,0,0,0,11,3,3,0,0,9,0,4,0,0,10,3,8,0,0,6,4,0,0,0,7,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,3,0,4,25,31,11,3,72
UCL222024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,3,0,0,7,7,0,0,0,7,6,0,0,0,6,3,3,3,0,13,7,7,0,0,11,3,8,0,0,6,5,0,0,0,5,3,3,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,43,26,3,0,69
UCL222025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,3,3,0,0,3,3,0,0,0,5,3,3,0,0,9,4,4,3,0,14,5,8,0,0,11,0,12,0,0,8,3,10,0,0,13,8,13,0,0,23,4,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,0,0,15,0,0,0,0,0,51,64,9,0,126
UCL222026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,3,0,0,3,3,5,0,0,8,3,0,0,0,4,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,7,0,26
UCL222027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,3,0,9,4,4,0,0,12,3,0,4,0,9,0,0,0,0,4,0,4,0,0,4,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,16,9,0,48
UCL222028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,6,0,0,0,0,5,9,6,0,0,8,4,6,0,0,15,0,3,0,0,3,6,6,0,0,7,8,5,0,0,17,4,3,0,0,9,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,7,4,0,0,13,0,0,0,0,0,47,46,3,0,95
UCL222029,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,8,0,0,0,12,4,0,0,0,6,5,3,0,0,15,8,3,0,0,9,0,4,0,0,8,0,4,0,0,4,6,9,0,0,14,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,3,43,34,11,0,90
UCL222030,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,6,0,0,0,10,18,3,5,0,27,5,0,0,0,10,4,0,0,0,4,5,3,0,0,12,3,3,0,0,8,0,3,0,0,3,3,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,7,7,0,0,0,4,75,21,14,4,109
UCL222031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,8,0,0,0,7,3,8,3,0,9,0,0,0,0,3,8,8,0,0,14,0,3,0,0,8,0,3,0,0,5,3,10,0,0,9,0,3,0,0,5,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,31,36,7,0,74
UCL222032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,0,0,3,4,0,4,0,11,3,0,0,0,3,5,3,3,0,11,3,4,3,0,7,4,3,0,0,6,4,3,0,0,6,6,17,0,0,17,10,0,0,0,7,3,7,0,0,7,0,0,0,0,6,0,3,0,0,3,0,11,4,0,13,3,0,0,0,0,51,51,21,3,124
UCL222033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,0,3,0,16,3,0,0,0,4,3,0,3,0,3,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,3,0,0,3,28,15,10,0,60
UCL222034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,3,0,3,3,0,3,0,7,3,0,3,0,7,0,3,0,0,9,0,3,0,0,4,3,5,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,24,17,17,3,63
UCL222035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,9,0,0,0,9,4,3,0,0,4,3,0,0,0,5,9,7,0,0,11,3,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,4,0,0,0,3,33,25,3,0,64
UCL222036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,3,0,0,3,4,0,0,0,9,3,0,0,0,8,5,3,0,0,12,3,4,0,0,10,6,0,0,0,10,4,3,3,0,11,0,3,0,0,4,3,0,0,0,3,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,43,29,5,0,77
UCL222037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,3,0,0,0,4,0,0,0,0,3,3,0,0,0,3,3,4,0,0,7,3,3,0,0,8,7,0,0,0,6,3,0,0,0,7,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,10,0,0,11,0,0,0,0,0,34,25,9,0,62
UCL222038,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,5,0,0,0,0,0,3,0,0,0,3,5,0,3,0,11,3,3,0,0,7,3,3,0,0,3,0,4,0,0,8,0,4,0,0,5,0,3,0,0,3,3,3,0,0,5,0,3,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,20,26,18,0,58
UCL222039,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,8,3,0,0,0,3,12,3,4,0,18,5,0,0,0,3,7,3,0,0,8,3,5,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,48,22,15,0,84
UCL222040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,5,0,0,0,4,0,0,0,0,5,3,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,20,16,10,3,49
UCL222041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,6,0,0,0,0,5,6,0,0,0,9,0,0,0,0,0,0,9,0,0,13,0,0,0,0,0,4,4,0,0,6,0,5,0,0,6,3,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,19,24,12,0,57
UCL222042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,3,0,3,0,0,8,0,7,3,0,6,4,4,0,0,12,4,3,0,0,11,0,4,0,0,4,0,0,0,0,0,0,3,0,0,3,4,3,0,0,6,0,0,0,0,0,21,31,7,0,63
UCL222043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,3,0,8,7,0,0,0,8,8,3,3,0,12,3,0,3,0,3,3,6,0,0,6,3,6,0,0,14,3,6,0,0,13,5,10,0,0,11,0,3,0,0,4,0,3,0,0,3,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,38,51,11,0,98
UCL222044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,8,0,3,0,7,12,0,0,0,8,3,3,0,0,11,0,3,0,0,5,6,9,0,0,12,3,8,0,0,15,4,3,0,0,3,5,0,0,0,4,0,7,0,0,4,5,0,0,0,3,0,0,0,0,0,0,3,0,0,3,4,3,3,0,7,0,0,0,0,0,53,35,12,0,95
UCL222045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,4,0,0,0,3,3,0,8,0,10,0,4,0,0,4,0,0,3,0,5,6,0,0,0,8,3,3,0,0,7,4,0,0,0,5,3,7,0,0,7,0,3,0,0,5,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,4,3,0,0,3,0,0,0,0,3,33,27,17,0,80
UCL222046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,8,0,0,0,8,0,3,0,0,5,8,0,0,0,8,3,3,0,0,9,0,3,0,0,0,3,3,0,0,4,3,3,0,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,42,19,7,0,66
UCL222047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,7,3,0,0,0,5,12,3,0,0,12,8,0,4,0,11,3,4,0,0,11,6,3,0,0,12,4,5,0,0,8,8,3,0,0,9,8,8,0,0,10,3,5,0,0,11,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,0,8,0,0,7,3,0,0,0,3,63,52,12,0,124
UCL222048,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,3,0,3,12,3,0,0,18,12,0,5,0,19,12,4,0,0,16,8,3,0,0,10,4,0,0,0,4,3,4,0,0,9,6,4,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,9,0,0,8,0,0,0,0,0,55,29,17,5,114
UCL222049,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,4,8,0,0,0,10,7,0,0,0,8,4,0,0,0,3,0,4,0,0,8,0,3,0,0,3,3,3,0,0,8,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,3,3,0,0,3,37,21,7,0,65
UCL222050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,7,0,3,0,0,3,0,3,3,0,6,9,3,0,0,11,3,0,0,0,3,0,4,0,0,4,3,4,0,0,8,0,3,0,0,3,0,0,0,0,0,0,5,0,0,5,3,3,6,0,9,0,0,0,0,0,25,35,9,0,68
UCL222051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,8,3,0,4,0,6,18,6,3,0,20,11,3,3,0,12,3,0,4,0,6,5,3,0,0,10,3,0,0,0,8,3,0,0,0,9,3,8,0,0,7,3,5,0,0,6,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,4,0,0,0,0,3,61,26,23,0,110
UCL222052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,8,0,0,0,0,0,7,0,0,0,8,0,0,0,0,4,7,6,0,0,10,0,0,0,0,0,0,3,0,0,4,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,23,15,15,0,54
UCL222053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,5,0,6,0,15,3,0,0,0,3,5,0,0,0,6,4,0,0,0,4,0,0,0,0,0,0,3,0,0,8,6,3,0,0,10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,29,16,8,0,58
UCL222054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,6,0,0,0,6,4,0,0,0,8,6,3,0,0,7,4,0,0,0,8,0,5,0,0,3,0,3,0,0,5,0,0,0,0,3,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,11,0,0,0,0,0,34,24,5,0,60
UCL222055,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,3,13,0,0,0,16,3,0,0,0,7,13,0,0,0,12,0,3,0,0,7,4,4,0,0,6,6,3,0,0,9,12,7,0,0,21,4,0,0,0,11,0,5,0,0,5,0,0,0,0,4,0,3,0,0,3,5,9,0,0,19,0,0,0,0,3,71,38,7,4,118
UCL222056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,11,0,0,0,0,0,6,0,3,0,11,4,0,3,0,8,12,3,0,0,11,7,0,0,0,10,4,3,0,0,8,6,3,0,0,11,6,0,0,0,6,9,5,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,14,0,0,0,0,0,59,23,14,0,93
UCL222057,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,3,13,0,0,0,15,3,3,0,0,9,0,9,3,0,12,14,4,0,0,13,3,9,0,0,7,6,5,0,0,10,7,6,0,0,11,6,3,0,0,5,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,4,7,3,0,13,5,0,0,0,4,69,48,15,3,134
