UCL_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
UCL201001,9104,3414,4764,1129,18419,3539,1227,1822,444,7040,2857,2209,4930,576,10569,1726,1508,5306,260,8800,15122,4991,8239,882,29233,8195,7175,13217,886,29472,39253,12160,14449,1607,67473,23882,19576,16374,2106,61931,30375,31246,17722,2554,81899,28846,35444,13650,2260,80206,19660,35353,10751,1508,67268,21864,36205,8308,1446,67819,46376,75082,11894,2384,135735,31666,56176,5017,1299,94154,19288,38123,2188,681,60283,13161,29396,2604,318,45475,27548,73968,2553,536,104597,23688,56952,15502,917,97057,7298,5488,3467,419,16673,373438,525687,162762,22218,1084106
UCL203001,182,55,106,13,349,98,39,68,3,205,103,47,222,15,388,53,37,276,13,374,742,148,517,33,1439,371,204,868,27,1472,2099,422,851,64,3435,1252,617,870,90,2827,1472,1064,879,88,3503,1370,1261,605,86,3322,833,1308,443,46,2631,926,1366,322,47,2664,1806,2712,385,59,4964,1114,1852,133,26,3119,543,1216,51,10,1821,315,713,66,3,1099,594,1521,57,9,2180,942,1852,669,33,3489,350,183,192,14,734,15148,16625,7579,677,40024
UCL211001,28,7,15,0,55,27,0,17,0,44,12,4,51,4,74,7,7,97,0,108,132,24,136,3,299,85,37,220,4,345,466,61,214,17,755,295,145,211,12,667,376,247,216,17,855,362,358,163,16,897,249,334,106,4,693,244,350,62,4,656,482,634,91,8,1217,239,451,28,9,722,115,252,3,0,371,38,121,5,0,166,70,180,5,0,252,247,430,161,15,848,84,33,37,3,155,3561,3675,1835,125,9188
UCL211002,94,26,54,5,184,56,15,19,9,102,57,23,117,4,197,43,17,187,0,245,368,56,378,32,827,234,101,582,22,946,1366,219,627,40,2247,767,407,564,42,1771,909,679,487,54,2138,867,845,361,41,2106,576,847,241,31,1701,571,799,173,19,1560,1052,1515,180,36,2781,567,1014,57,12,1653,279,645,24,3,951,151,341,38,3,527,290,709,29,4,1028,514,1010,407,17,1946,191,98,117,9,417,8950,9367,4644,384,23344
UCL211003,72,21,49,4,157,62,4,37,11,121,48,11,129,9,196,20,8,186,3,219,366,90,292,23,770,225,87,581,21,915,1330,215,619,58,2224,817,439,596,44,1891,1015,688,525,63,2297,972,899,367,40,2278,555,868,258,31,1709,556,837,155,24,1572,1057,1524,198,32,2805,568,1075,59,13,1717,309,600,13,5,932,136,346,27,0,508,262,562,25,3,858,551,981,420,19,1971,209,80,90,10,391,9127,9345,4646,421,23536
UCL211004,70,55,89,3,212,25,19,32,0,76,33,24,100,10,169,6,13,153,0,177,187,71,225,11,497,113,106,409,16,639,639,198,363,19,1232,322,322,381,19,1046,424,567,356,31,1368,433,665,257,20,1382,279,632,158,15,1087,311,591,135,24,1055,529,1013,166,28,1736,245,584,60,10,902,125,313,30,0,471,58,182,22,0,259,62,250,16,0,327,266,675,260,13,1213,117,101,86,8,310,4252,6378,3297,228,14154
UCL212001,49,19,16,3,83,24,7,16,0,50,18,16,62,0,91,14,7,85,0,110,161,40,146,8,356,88,60,225,9,377,600,101,242,20,959,288,155,240,18,709,356,257,162,18,800,366,297,116,19,798,177,286,91,10,553,210,274,50,3,536,370,439,46,10,868,172,292,22,4,491,90,161,8,3,258,40,69,10,0,118,77,148,9,0,237,227,393,148,12,779,127,39,63,0,228,3459,3058,1754,139,8408
UCL212002,63,33,42,3,138,30,10,11,0,53,25,28,55,3,115,14,16,97,0,130,202,96,178,9,482,124,99,276,10,502,675,146,285,18,1133,332,238,283,17,867,466,392,270,15,1135,409,417,190,13,1025,255,415,99,13,783,287,402,77,10,768,469,714,94,16,1288,305,476,38,3,815,120,249,8,0,376,50,149,12,0,215,118,271,10,0,396,259,557,196,13,1024,118,63,69,10,267,4319,4768,2284,155,11528
UCL212003,40,17,18,3,82,21,6,11,0,38,17,10,44,3,73,9,5,45,0,64,118,16,86,6,217,63,31,153,3,249,327,60,160,14,566,213,143,177,9,545,306,216,168,24,706,271,314,156,14,755,189,367,98,15,673,220,405,79,10,714,439,834,130,14,1406,290,589,62,3,946,117,406,26,5,552,83,244,16,3,346,83,442,14,3,542,167,460,161,4,792,66,49,28,3,147,3031,4619,1622,134,9415
UCL212004,22,4,6,0,30,14,3,8,0,28,11,11,36,3,53,12,5,51,0,70,93,17,94,3,209,68,20,181,4,278,350,60,149,3,554,209,86,126,8,425,211,147,133,7,498,254,183,62,6,506,140,213,70,3,427,149,217,57,10,432,314,471,47,12,849,198,320,26,3,550,117,191,4,0,317,63,121,13,0,193,122,235,6,0,361,164,315,100,9,582,54,36,24,0,108,2574,2643,1193,75,6484
UCL212005,37,7,13,4,65,22,4,14,0,42,18,4,35,3,59,6,3,63,3,79,145,21,88,5,255,87,23,170,3,285,440,73,174,6,692,283,120,181,16,601,356,211,144,19,723,294,287,119,12,713,178,282,72,3,530,227,279,50,7,563,391,504,66,12,974,213,345,19,9,588,77,185,5,0,265,44,121,7,0,172,100,194,3,0,301,179,351,110,9,640,72,28,39,0,134,3158,3046,1369,116,7689
UCL213001,34,3,10,0,47,8,0,9,0,22,8,3,18,0,37,3,0,23,0,29,65,16,58,0,139,28,14,81,3,134,239,34,116,9,396,110,79,101,3,294,156,143,89,6,397,144,153,81,7,384,93,184,56,3,338,92,186,44,3,330,224,367,49,3,645,123,266,21,0,411,52,168,4,0,229,41,106,3,0,143,44,183,3,0,232,85,210,69,3,372,42,12,17,4,73,1609,2122,869,51,4645
UCL213002,16,4,6,0,25,15,3,6,0,25,3,0,19,0,31,4,3,31,0,46,77,8,54,6,141,36,6,86,0,124,248,33,100,8,385,147,74,78,9,313,174,120,56,10,362,144,132,33,7,317,78,115,29,3,228,70,89,20,3,186,129,156,21,3,301,63,87,7,0,163,25,46,0,0,74,7,24,3,0,39,25,37,6,0,67,96,151,60,4,313,48,14,16,3,81,1407,1110,641,49,3204
UCL213003,10,5,4,0,14,11,3,3,0,15,9,4,18,5,38,5,0,32,0,37,61,3,36,0,105,32,17,90,0,135,170,21,60,3,262,100,46,63,9,223,155,98,44,7,301,127,129,45,4,310,77,111,20,4,211,73,128,20,4,227,142,201,26,6,374,53,104,0,0,166,31,63,3,0,98,10,23,0,0,33,20,45,3,4,72,74,107,47,0,234,33,19,18,3,68,1180,1132,543,54,2906
UCL213004,23,3,4,0,36,15,0,7,3,21,4,3,16,0,24,3,0,17,0,23,74,15,34,0,125,44,8,53,3,105,228,20,67,5,313,123,62,63,9,249,156,108,73,3,333,112,141,39,4,292,68,133,42,0,243,81,141,14,4,241,125,204,17,0,350,83,121,6,0,209,29,62,0,0,94,22,30,0,0,50,24,48,3,0,82,66,126,50,0,242,31,22,8,0,65,1304,1258,519,29,3108
UCL213005,31,6,10,0,43,10,3,3,0,21,6,4,6,0,19,12,0,23,0,38,82,10,35,0,130,41,15,64,0,122,289,26,73,0,385,156,59,66,3,286,183,105,61,8,350,144,125,54,9,327,76,154,38,3,266,90,113,28,0,233,154,219,29,7,401,69,157,8,0,230,36,73,3,0,106,13,42,3,0,58,36,72,3,0,114,84,167,46,3,301,44,9,13,0,68,1556,1359,558,31,3504
UCL213006,15,3,7,0,21,8,4,0,0,7,8,0,21,0,21,5,0,27,0,31,73,3,44,0,119,35,12,82,0,123,249,24,71,11,348,116,55,66,8,240,163,96,69,0,330,161,99,40,3,310,83,103,32,4,229,98,125,22,0,242,154,178,18,3,349,88,127,7,0,220,43,81,0,0,122,17,41,3,0,55,32,73,5,0,104,81,171,57,3,316,50,15,16,3,85,1456,1208,588,41,3287
UCL213007,14,0,11,0,24,13,3,3,3,21,10,0,10,0,31,8,0,34,0,40,69,11,60,3,140,44,18,95,3,158,236,38,95,3,375,173,74,91,10,351,195,122,80,9,412,190,165,57,14,428,101,160,31,4,304,117,153,17,3,300,189,252,18,7,469,108,132,8,3,246,50,80,0,0,131,26,33,4,0,68,55,70,9,0,135,107,208,49,0,364,45,14,20,0,72,1748,1545,697,69,4061
UCL213008,19,0,15,0,36,3,0,3,0,7,8,5,13,0,24,3,0,23,0,26,46,5,35,0,93,24,8,65,0,98,158,18,57,4,243,107,45,67,3,219,102,96,78,3,276,109,138,61,5,312,73,144,34,3,254,93,180,27,5,301,176,335,43,6,560,119,247,11,0,378,56,146,9,3,209,22,71,4,0,93,39,142,6,0,190,82,203,31,5,315,23,20,10,0,44,1257,1804,577,43,3681
UCL213009,12,0,3,0,22,17,0,9,0,25,5,7,14,0,26,4,0,17,0,23,58,8,39,0,105,32,10,66,0,107,161,26,52,3,242,135,42,70,3,248,136,92,64,4,302,114,144,44,7,308,64,164,20,0,249,79,161,27,3,269,167,285,33,7,491,93,194,10,4,293,42,98,3,0,139,15,60,3,0,71,25,59,0,0,79,68,147,41,0,259,38,21,5,0,66,1265,1505,526,30,3322
UCL213010,15,8,10,3,32,7,3,11,3,25,15,4,37,0,51,3,0,62,0,64,102,16,77,3,207,44,20,139,3,203,333,46,137,7,523,136,79,111,11,338,147,128,81,9,362,120,141,54,4,319,86,117,34,0,233,70,92,23,4,189,141,144,32,3,322,70,96,11,0,181,38,62,10,0,104,22,42,4,0,61,42,87,5,0,133,103,163,98,6,371,54,17,42,3,113,1545,1264,973,54,3832
UCL213011,29,4,12,0,45,14,3,8,0,23,14,7,36,0,52,10,0,65,0,72,110,25,85,6,221,52,15,133,3,206,259,62,92,0,415,114,81,95,13,310,126,101,97,6,318,117,103,47,3,268,51,59,28,0,141,65,76,19,0,163,128,138,25,7,303,48,91,12,0,155,32,51,0,0,83,22,23,3,0,47,24,44,5,0,77,73,128,68,4,279,51,15,34,3,101,1332,1032,866,52,3280
UCL213012,19,8,8,0,33,13,3,4,0,22,20,0,11,0,34,9,0,14,0,25,57,4,38,0,102,49,12,67,3,129,210,23,65,3,297,154,37,77,4,272,207,94,93,11,402,177,148,45,8,369,99,189,37,0,331,118,209,34,0,363,237,385,35,4,659,153,301,10,0,469,81,190,9,3,281,47,120,11,0,182,103,257,4,0,360,125,273,73,3,482,29,15,14,3,61,1908,2281,647,42,4873
UCL213013,9,0,3,0,15,7,0,6,0,10,11,3,16,0,33,8,0,21,3,35,62,14,38,0,111,29,16,65,0,103,187,28,62,4,280,93,49,64,6,214,116,84,53,3,259,98,83,39,3,221,62,81,17,0,158,69,72,20,0,159,107,135,19,0,265,61,109,7,0,174,34,45,4,0,81,21,32,4,0,51,26,30,3,0,62,56,131,54,0,240,42,10,11,3,65,1089,917,501,32,2541
UCL213014,23,0,12,0,34,8,0,4,0,13,4,4,17,3,27,0,0,29,0,34,43,10,50,3,109,31,14,67,0,114,184,32,73,0,289,116,61,75,11,263,153,90,62,10,312,121,101,44,3,270,81,119,24,3,232,98,115,30,3,237,158,187,19,7,372,93,136,7,0,241,48,86,4,0,137,29,64,7,0,102,67,113,3,0,185,131,191,57,0,375,34,14,23,0,74,1409,1344,602,49,3408
UCL213015,12,0,7,0,12,7,3,3,0,15,8,4,13,0,31,3,7,26,0,31,48,10,36,3,93,29,10,55,3,97,164,30,45,0,245,86,39,54,7,187,112,90,53,3,258,109,110,32,12,261,50,91,17,4,164,86,89,16,3,192,111,163,22,4,301,55,94,7,0,159,31,49,0,0,87,5,34,5,0,46,30,43,0,0,70,55,121,42,0,229,36,15,14,0,70,1045,999,453,50,2545
UCL213016,18,7,6,0,31,5,6,4,0,14,9,3,9,0,22,0,4,4,0,14,50,9,21,0,81,40,12,42,0,92,154,28,58,4,244,120,36,44,0,203,164,102,60,3,333,129,120,35,6,291,96,160,39,0,296,91,185,20,4,306,220,375,38,6,643,143,314,7,3,470,83,187,3,0,273,63,163,3,0,222,108,278,7,0,383,131,292,52,0,476,40,21,13,0,73,1674,2292,470,37,4471
UCL213017,21,3,5,0,28,6,0,14,0,23,9,3,31,6,46,4,0,33,0,47,93,20,77,3,196,56,21,104,3,179,321,43,116,12,490,219,81,119,10,431,238,153,100,11,501,203,187,62,11,464,136,178,35,4,357,117,150,28,4,299,192,303,40,3,538,113,191,17,4,316,45,83,4,0,131,26,59,11,0,93,51,66,5,0,117,126,180,73,3,383,59,23,39,3,125,2028,1755,907,77,4759
UCL213018,18,8,11,0,38,12,0,6,0,27,17,6,16,0,35,10,3,31,0,47,74,7,41,0,126,40,11,81,0,127,262,26,68,6,359,156,58,67,8,287,168,99,76,6,353,128,117,56,9,308,96,111,41,0,247,87,128,34,3,250,158,236,40,3,431,95,170,14,0,275,45,107,0,0,158,36,50,3,0,86,67,131,5,0,210,104,174,62,0,339,41,18,8,0,63,1601,1456,655,42,3752
UCL214001,4,0,0,0,10,0,4,3,0,7,7,3,5,0,15,0,0,16,0,20,47,6,25,0,81,33,3,41,0,77,138,30,48,5,215,94,35,37,8,168,104,48,39,5,199,78,66,29,4,173,39,53,19,3,113,48,55,6,3,118,78,84,17,3,176,46,48,3,0,98,15,24,0,0,45,8,14,3,0,30,11,29,0,0,40,52,90,31,0,175,21,6,12,0,39,815,600,330,36,1776
UCL214002,13,0,3,0,16,11,0,4,0,23,10,0,17,0,23,3,0,27,0,27,72,12,50,0,130,29,10,65,3,103,238,22,77,7,346,123,37,63,11,232,122,71,47,5,242,108,71,19,6,211,62,69,19,4,146,67,62,9,8,143,103,98,15,0,215,50,83,4,0,136,27,32,0,0,58,7,19,3,0,24,26,29,3,0,58,89,86,40,0,214,33,3,21,0,56,1180,701,486,43,2407
UCL214003,9,4,0,0,13,11,0,7,0,19,10,3,21,0,26,3,0,19,0,24,43,0,43,5,89,29,14,68,0,110,169,18,60,7,250,103,32,45,8,196,124,61,50,3,233,106,84,29,7,222,63,91,23,6,177,68,70,17,0,153,100,117,22,5,243,37,87,3,0,134,22,49,0,0,75,6,22,4,0,40,30,33,0,0,68,63,120,47,0,234,25,10,5,3,39,1004,828,460,43,2331
UCL214004,8,0,3,0,17,6,0,0,0,6,3,3,5,0,7,3,0,15,0,16,40,3,18,0,65,19,5,29,0,58,125,17,35,3,181,50,28,21,0,100,68,39,24,0,126,64,51,19,0,132,29,34,4,0,74,42,46,13,0,97,58,61,9,0,125,30,33,4,0,63,11,22,3,0,31,9,7,3,0,18,11,25,0,0,34,40,74,29,3,143,28,7,9,0,46,629,458,249,13,1346
UCL214005,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,3,0,7,3,3,0,0,10,29,4,4,0,41,19,6,3,0,24,10,8,4,0,21,8,17,4,0,26,11,7,3,0,21,7,15,3,0,26,14,16,0,0,31,5,7,0,0,18,4,10,0,0,10,4,6,0,0,8,3,3,0,0,6,10,15,0,0,29,5,3,0,0,9,125,111,37,3,280
UCL214006,12,4,0,0,16,7,0,5,0,12,0,0,4,0,6,3,0,13,0,16,23,3,9,0,38,15,6,17,0,42,71,12,35,0,119,80,15,37,4,130,93,48,42,0,188,80,63,18,0,164,53,99,25,0,177,51,102,15,0,173,87,226,24,3,330,85,207,11,0,302,65,146,10,0,218,26,115,3,0,141,51,195,3,0,254,55,157,35,3,245,21,10,4,0,35,861,1423,317,17,2615
UCL214007,7,0,0,0,14,3,0,3,0,12,4,8,10,0,14,3,0,14,0,24,47,3,28,0,76,28,5,34,3,76,162,22,49,4,247,108,48,49,3,203,106,77,47,4,233,105,79,27,0,216,73,109,25,0,209,66,66,12,3,156,98,132,8,0,235,54,77,4,0,134,29,38,0,0,69,12,21,3,0,34,25,26,0,0,53,73,100,33,0,206,25,3,13,3,45,1052,827,366,19,2266
UCL214008,9,4,3,0,15,4,3,0,0,7,3,3,13,0,23,4,0,21,0,26,30,7,27,0,60,24,8,39,0,64,158,16,50,3,228,85,38,60,0,187,113,80,35,0,231,87,78,40,3,212,56,86,24,0,162,53,107,19,0,180,101,139,25,3,266,56,90,3,0,152,26,49,3,0,73,9,38,0,0,47,13,58,5,0,73,48,111,56,0,219,28,12,14,0,51,908,922,428,16,2275
UCL214009,3,0,3,0,11,3,0,0,0,5,3,0,0,0,5,4,0,8,0,15,38,3,10,3,52,31,4,29,4,66,120,10,24,0,146,82,18,16,0,115,90,37,18,3,154,62,38,4,0,115,28,45,5,0,84,34,32,14,0,78,56,65,9,0,127,32,36,3,0,73,25,24,0,0,46,12,19,0,0,36,25,23,0,0,48,49,48,33,4,129,21,0,3,0,23,718,412,175,17,1327
UCL214010,7,4,8,0,19,3,0,4,0,8,6,3,7,0,14,0,0,10,0,12,26,4,20,0,52,15,5,43,3,61,107,14,30,0,146,51,30,36,6,124,50,57,27,0,140,55,59,23,0,146,36,81,25,3,146,40,65,8,0,115,65,137,13,3,213,32,105,6,0,143,22,58,0,0,80,5,29,5,0,35,18,60,0,0,80,50,90,38,3,180,20,16,0,3,44,609,821,302,27,1757
UCL214011,10,0,0,0,14,3,0,0,0,6,3,0,11,0,13,3,0,14,0,21,45,3,21,0,72,15,4,36,0,57,146,16,47,3,205,68,26,34,0,130,95,45,33,0,175,62,73,16,5,151,30,52,12,3,101,27,53,6,3,89,58,87,11,0,157,23,52,0,0,78,8,30,0,0,42,5,16,3,0,21,6,16,0,0,27,39,83,25,3,141,14,9,3,0,31,669,565,271,19,1529
UCL214012,10,3,3,0,18,9,0,7,0,15,5,5,10,0,20,3,6,16,0,27,53,0,19,0,77,37,9,35,0,86,165,24,34,0,227,73,27,27,3,135,99,43,29,3,166,81,60,15,0,158,36,39,4,0,80,29,42,8,0,78,49,71,3,3,130,21,33,0,0,52,11,10,0,0,18,4,9,0,0,12,11,16,3,0,25,63,69,26,0,155,27,7,15,0,49,790,470,252,12,1525
UCL214013,6,3,5,0,11,9,0,3,0,12,3,0,6,0,11,3,0,12,0,9,24,3,16,0,46,12,3,33,0,50,100,7,22,4,135,54,22,31,0,108,70,47,24,0,142,45,60,15,3,122,38,54,8,0,94,43,49,14,0,104,59,81,0,3,144,28,44,3,0,83,18,28,0,0,50,7,13,5,0,20,11,25,0,0,33,35,55,25,0,110,14,0,6,0,19,582,498,218,12,1308
UCL214014,13,0,3,0,19,10,0,3,0,12,7,3,13,0,25,3,0,28,0,31,62,8,55,4,129,27,14,67,0,115,245,17,60,3,323,102,45,71,6,219,98,80,37,0,218,76,71,16,7,166,39,53,9,0,103,46,39,11,0,94,43,72,12,0,125,13,32,0,0,50,5,14,0,0,26,3,5,5,0,16,5,19,0,0,23,47,78,27,0,151,35,5,17,0,58,883,556,433,20,1894
UCL214015,15,0,0,0,19,16,0,7,0,23,7,0,9,0,17,8,0,16,0,16,78,5,23,0,104,41,7,31,0,76,217,21,27,3,268,100,23,27,0,154,154,41,25,3,220,107,52,13,0,174,49,39,10,7,106,54,35,8,0,94,83,68,11,0,163,31,43,4,0,82,21,25,0,0,48,4,13,0,0,18,27,20,0,0,43,61,62,19,0,146,35,8,15,4,64,1103,472,254,24,1849
UCL214016,6,3,0,0,12,4,3,6,0,14,3,0,15,0,20,0,5,21,0,22,28,6,24,3,58,18,7,53,0,80,94,11,49,6,158,54,17,51,4,123,71,45,35,3,159,63,35,24,3,127,33,45,11,0,93,26,30,16,0,75,46,67,12,3,128,28,52,11,3,92,11,25,3,0,34,13,22,3,0,37,7,18,0,0,24,45,57,42,0,143,15,10,9,3,35,564,456,382,29,1429
UCL214017,8,3,3,0,12,3,3,3,0,10,5,3,8,0,11,0,3,15,0,14,53,0,18,0,72,20,4,30,0,58,116,10,43,3,176,55,30,26,5,117,63,46,21,0,128,83,64,15,4,163,35,45,10,0,97,43,34,8,4,89,51,63,9,3,133,23,35,3,0,61,14,22,0,0,38,4,11,0,0,13,15,17,3,0,28,51,54,24,0,129,20,5,5,0,33,661,453,228,26,1376
UCL214018,6,3,3,0,15,3,5,3,0,8,11,3,7,0,18,4,0,14,0,15,18,11,17,0,41,16,8,60,0,80,77,17,49,0,139,46,38,44,0,120,53,79,44,0,175,73,91,27,3,195,42,117,24,0,185,46,109,17,4,172,106,205,22,3,337,60,141,10,0,215,37,79,0,0,117,12,42,5,0,63,10,73,3,0,88,43,158,35,0,237,11,11,5,0,36,664,1183,385,16,2251
UCL214019,14,3,6,0,18,14,0,4,0,14,5,0,18,0,30,8,3,27,0,35,61,16,44,3,120,21,17,53,0,92,201,18,58,0,284,86,49,55,10,188,102,88,47,9,246,74,85,18,3,183,50,82,16,0,142,41,71,13,0,119,52,68,7,3,132,22,38,4,0,60,9,21,0,0,30,4,12,0,0,16,9,12,0,0,24,42,89,41,0,174,39,3,13,3,56,849,668,428,28,1972
UCL214020,12,0,4,4,16,9,3,3,0,12,3,3,11,0,20,4,0,10,0,10,79,5,35,0,123,32,12,49,0,92,204,21,33,0,255,108,22,43,0,177,104,51,37,0,190,112,63,13,0,191,43,67,19,0,131,44,67,10,0,119,82,108,12,0,199,37,66,3,3,106,25,23,0,0,52,4,11,0,0,16,16,32,0,0,49,56,83,28,3,170,41,9,10,0,59,1015,656,304,15,1995
UCL215001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,11,0,0,3,0,8,20,3,3,0,26,14,0,6,0,23,22,4,3,0,29,26,11,0,0,34,6,6,0,0,16,9,4,5,0,13,10,17,3,0,31,10,15,0,0,19,6,6,0,0,13,3,0,0,0,3,9,12,0,0,27,13,18,5,0,38,0,0,0,0,0,162,92,39,0,298
UCL215002,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,10,0,11,11,3,5,0,15,11,4,9,0,17,72,3,10,0,83,25,12,6,0,48,28,28,13,0,66,30,18,7,0,50,17,20,4,0,42,17,22,0,0,41,27,46,3,0,81,15,19,3,0,42,5,12,0,0,13,3,3,0,0,7,4,4,0,0,8,23,22,7,0,49,6,4,7,0,20,295,222,78,3,602
UCL215003,4,0,0,0,4,3,0,0,0,3,0,0,0,0,3,3,0,3,0,8,17,0,6,0,18,3,5,6,0,8,31,0,8,0,39,21,12,3,0,34,40,22,9,0,70,31,23,6,0,58,19,18,0,0,41,31,13,9,0,48,37,39,4,0,83,15,38,0,0,58,14,20,0,0,30,6,7,0,0,19,19,22,0,0,41,27,31,22,0,76,8,3,0,0,15,334,249,75,3,656
UCL215004,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,8,0,0,0,8,9,3,5,0,20,27,8,11,0,42,12,7,9,0,27,21,7,8,0,39,17,10,0,0,30,6,6,4,0,15,7,10,3,0,21,15,16,0,0,33,7,7,0,0,17,3,0,0,0,5,0,3,0,0,6,3,0,0,0,10,9,21,3,0,31,5,0,3,0,4,156,102,51,0,314
UCL215005,4,0,5,0,3,3,0,0,0,3,5,3,9,0,14,0,0,4,0,3,14,0,7,0,21,7,0,11,0,14,42,10,11,0,67,11,11,17,0,37,29,22,6,0,54,16,20,5,0,46,11,25,10,0,43,17,25,0,3,46,23,38,3,0,73,12,26,3,0,38,6,11,0,0,18,10,7,0,0,16,0,16,0,0,21,16,22,12,0,47,3,0,0,0,5,235,249,100,8,589
UCL215006,0,0,0,0,0,3,0,0,0,4,0,0,3,0,3,0,0,0,0,0,16,0,9,0,21,3,0,10,0,17,31,5,7,0,47,26,4,6,0,41,37,13,11,3,62,38,22,3,0,64,12,13,8,0,37,20,20,9,0,47,21,39,5,0,64,18,51,0,0,66,11,20,0,0,30,6,9,0,0,21,20,26,4,0,53,12,32,18,0,62,5,3,0,0,10,286,270,84,10,646
UCL215007,0,0,0,0,9,4,0,0,0,4,5,0,3,0,9,4,3,8,0,11,17,6,12,0,36,21,4,18,0,41,59,3,18,3,85,21,13,13,4,55,35,46,17,0,101,48,72,13,0,133,29,77,7,0,119,33,79,8,0,124,61,132,9,0,206,35,105,3,0,152,18,44,0,0,63,11,25,0,0,32,8,34,0,0,39,20,71,18,0,109,3,5,3,0,18,445,737,153,10,1345
UCL215008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,4,0,6,0,12,0,0,6,0,4,10,4,7,0,20,15,4,0,0,16,11,14,6,0,30,20,17,9,0,42,11,26,3,0,35,16,28,3,0,40,30,60,0,3,93,18,44,0,0,63,14,16,0,0,31,3,21,0,0,22,4,11,0,0,19,9,24,3,0,41,0,0,0,0,0,165,268,56,0,489
UCL215009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,4,15,0,0,0,19,9,0,4,0,11,32,3,0,0,42,12,5,3,0,18,13,5,3,3,24,14,5,3,0,25,3,11,3,0,15,5,5,0,0,12,8,14,0,0,19,0,6,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,15,13,0,0,25,4,0,0,0,7,137,68,30,4,238
