UCL_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL215086,..,7,6,0,8,3,0,0,0,27,..,6,3,6,24,27,48,41,33,189,3,3,0,0,3,3,7,0,3,22,145,108,93,95,138,139,133,87,46,991,..,3,75,99,128,175,151,87,27,748,..,35,37,16,30,10,5,0,0,140,..,8,16,31,23,6,5,8,6,100,336,..,..,..,..,..,..,..,..,336,..,83,..,..,..,..,..,..,..,83,..,41,24,5,11,7,0,0,0,83,..,9,0,0,4,0,5,0,0,18,..,3,4,0,3,0,0,0,0,14,..,19,13,0,8,6,3,3,3,54,..,13,16,22,43,65,83,66,46,360,3,3,4,0,4,12,6,4,5,36,336,209,186,178,252,287,258,171,87,1971
UCL215087,..,5,10,0,3,9,7,0,0,38,..,0,8,21,22,41,56,60,25,224,7,4,5,0,3,0,0,0,0,19,324,232,190,268,266,190,185,107,35,1794,..,0,144,287,300,217,204,98,16,1273,..,25,90,68,53,22,3,0,0,265,..,0,23,49,67,28,17,10,5,190,717,..,..,..,..,..,..,..,..,717,..,231,..,..,..,..,..,..,..,231,..,174,58,22,19,8,0,0,0,280,..,5,6,0,0,9,10,4,0,39,..,9,3,3,0,0,0,0,0,25,..,16,10,3,10,15,10,3,0,75,..,4,15,40,45,69,91,72,34,378,7,15,10,8,7,3,3,0,3,59,726,491,358,483,520,365,335,193,61,3530
UCL215088,..,0,0,0,0,3,0,0,0,7,..,3,12,3,13,23,23,23,12,103,0,9,0,0,5,0,0,0,0,19,108,69,77,78,98,120,76,52,23,699,..,4,60,85,86,123,100,40,8,509,..,14,25,14,29,21,14,4,0,121,..,3,11,11,23,16,5,9,3,90,226,..,..,..,..,..,..,..,..,226,..,47,..,..,..,..,..,..,..,47,..,44,25,16,3,5,0,0,0,98,..,3,0,0,3,3,3,3,6,27,..,3,5,0,0,0,0,0,0,12,..,5,0,4,6,3,0,0,0,21,..,3,13,9,27,40,39,32,24,185,0,18,4,4,5,3,0,3,0,35,226,148,148,150,182,223,159,97,39,1371
UCL215089,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,4,3,3,15,3,5,0,0,0,0,0,0,0,11,124,128,47,84,144,124,59,11,4,724,..,3,28,131,232,236,98,23,3,753,..,3,15,5,8,5,0,3,0,45,..,0,0,8,21,10,3,0,0,36,247,..,..,..,..,..,..,..,..,247,..,175,..,..,..,..,..,..,..,175,..,104,41,3,0,0,0,0,0,157,..,5,3,0,0,0,7,0,0,16,..,3,0,0,3,0,0,0,0,5,..,0,0,0,0,7,0,0,0,8,..,0,0,0,6,0,6,6,3,29,4,6,4,0,5,0,0,0,0,21,253,305,91,150,275,262,116,25,7,1488
UCL215090,..,4,5,0,7,7,0,0,3,31,..,4,3,9,16,48,54,42,15,202,4,6,6,3,0,3,8,4,0,39,362,168,145,275,284,233,193,96,33,1795,..,3,101,306,324,252,216,101,16,1313,..,14,69,96,71,41,22,4,0,313,..,0,11,37,66,28,12,10,6,175,716,..,..,..,..,..,..,..,..,716,..,187,..,..,..,..,..,..,..,187,..,110,50,17,15,9,0,0,0,200,..,13,5,0,0,5,10,3,3,48,..,11,7,0,0,0,0,0,0,14,..,8,16,6,7,16,3,0,3,57,..,4,12,15,48,83,92,55,22,335,7,11,12,4,3,4,6,7,0,66,722,361,279,492,531,441,362,173,48,3408
UCL215091,..,10,5,7,9,3,9,0,0,32,..,3,7,11,21,23,37,30,13,155,5,9,3,4,0,3,3,0,0,40,404,253,280,275,268,215,152,67,19,1934,..,10,235,264,280,282,188,54,13,1318,..,43,154,103,65,36,9,3,0,422,..,3,33,59,66,32,12,3,3,217,839,..,..,..,..,..,..,..,..,839,..,181,..,..,..,..,..,..,..,181,..,197,82,27,10,5,0,0,0,315,..,15,0,4,0,10,8,8,3,56,..,19,0,9,4,0,0,0,0,36,..,12,13,13,15,11,9,0,0,77,..,7,27,44,63,57,65,46,18,329,11,17,21,11,7,10,6,0,3,86,854,505,572,527,507,442,305,115,38,3864
UCL215092,..,4,3,0,0,6,0,0,0,12,..,0,0,3,12,14,7,12,4,60,0,4,0,0,0,3,0,4,0,9,94,64,55,53,75,64,44,33,12,495,..,4,38,40,68,79,50,27,11,314,..,19,31,28,24,19,3,4,0,127,..,3,12,15,19,5,3,3,3,61,172,..,..,..,..,..,..,..,..,172,..,43,..,..,..,..,..,..,..,43,..,39,11,4,3,3,0,0,0,60,..,9,4,3,4,0,0,0,0,22,..,4,0,0,0,0,0,0,0,11,..,5,7,0,7,3,0,0,0,28,..,6,8,12,39,37,18,15,9,141,0,4,3,3,0,3,3,4,0,28,172,143,122,96,156,150,83,51,24,995
UCL215093,..,0,4,0,0,3,3,0,0,8,..,0,3,4,7,23,25,17,6,94,7,0,3,0,0,0,6,0,0,20,228,122,149,153,146,122,110,43,11,1074,..,4,119,197,184,144,135,48,3,840,..,18,64,43,20,20,13,6,0,182,..,3,7,25,37,13,0,3,3,91,466,..,..,..,..,..,..,..,..,466,..,116,..,..,..,..,..,..,..,116,..,87,48,8,3,0,0,0,0,153,..,8,3,0,0,3,3,8,0,28,..,3,3,0,0,0,0,0,0,11,..,0,6,0,6,5,6,0,0,27,..,6,19,14,20,28,40,27,7,164,10,10,9,0,0,3,8,0,0,39,477,259,282,295,274,223,207,84,17,2111
UCL215094,..,3,3,3,5,7,0,0,0,15,..,3,11,9,19,39,54,28,25,180,4,9,0,0,3,6,0,3,0,23,234,159,156,166,200,177,165,67,30,1347,..,3,119,174,214,191,196,69,16,984,..,26,80,62,47,17,7,0,0,237,..,8,11,27,56,20,4,4,3,134,542,..,..,..,..,..,..,..,..,542,..,135,..,..,..,..,..,..,..,135,..,113,54,17,9,0,0,0,0,192,..,12,3,0,3,9,3,7,5,42,..,6,0,7,8,4,0,0,0,23,..,5,17,0,11,11,0,0,0,42,..,4,18,18,54,69,74,47,27,310,8,15,7,4,7,5,0,8,0,50,546,327,310,306,402,326,300,135,47,2696
UCL215095,..,0,3,0,0,3,0,0,0,5,..,3,7,0,7,18,19,19,4,77,0,3,3,0,0,0,0,3,0,13,88,52,86,49,69,83,61,35,3,529,..,6,63,56,72,108,83,36,4,421,..,11,56,11,12,3,6,0,0,93,..,3,6,12,12,9,0,3,0,42,198,..,..,..,..,..,..,..,..,198,..,36,..,..,..,..,..,..,..,36,..,40,3,11,3,0,0,0,0,59,..,3,0,0,0,5,0,0,0,16,..,5,0,0,0,3,0,0,0,8,..,0,3,0,3,3,0,0,0,17,..,4,15,14,13,24,33,24,6,130,5,7,5,3,3,3,0,4,0,29,199,102,156,105,115,157,128,63,10,1041
UCL215096,..,0,0,0,3,7,0,0,0,12,..,4,8,10,10,31,46,42,28,177,3,0,7,0,0,3,0,4,0,24,116,74,73,61,92,115,112,92,39,774,..,0,52,58,63,110,113,78,26,500,..,20,39,17,26,14,10,3,0,125,..,7,20,17,17,15,3,8,5,89,239,..,..,..,..,..,..,..,..,239,..,56,..,..,..,..,..,..,..,56,..,36,9,8,11,3,0,0,0,68,..,5,3,0,0,0,4,4,0,23,..,8,4,0,3,4,0,0,0,16,..,3,3,0,8,5,11,0,0,36,..,12,18,15,41,53,70,62,41,307,16,7,7,3,0,3,3,4,0,51,250,151,154,121,168,221,219,154,73,1513
UCL215097,..,0,0,0,3,3,0,0,0,16,..,0,0,5,10,23,14,27,11,97,0,3,0,0,0,0,4,0,0,9,89,51,37,51,68,90,77,51,16,528,..,0,20,41,58,87,95,52,6,361,..,10,18,22,21,14,3,0,0,90,..,0,11,14,20,0,4,3,5,61,180,..,..,..,..,..,..,..,..,180,..,38,..,..,..,..,..,..,..,38,..,30,11,3,3,3,0,0,0,50,..,6,0,0,0,9,5,0,0,21,..,0,0,0,0,0,0,0,0,0,..,3,5,3,3,14,6,0,0,35,..,5,5,5,23,42,40,44,23,187,4,3,0,5,4,5,4,3,0,28,189,100,73,99,130,174,160,105,32,1050
UCL221001,..,0,4,0,0,0,0,0,0,6,..,0,3,0,0,0,4,6,3,17,0,4,0,3,0,3,0,0,0,10,77,40,48,47,49,32,24,14,4,333,..,0,35,58,76,51,25,10,0,265,..,11,25,15,6,3,0,0,0,61,..,0,4,8,5,0,4,0,0,27,154,..,..,..,..,..,..,..,..,154,..,34,..,..,..,..,..,..,..,34,..,50,9,4,3,0,0,0,0,63,..,0,3,0,0,3,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,6,0,0,0,0,0,0,8,..,3,5,3,6,6,3,5,3,44,4,4,0,3,0,0,0,0,0,16,153,101,86,100,102,71,38,21,5,681
UCL221002,..,8,7,0,3,0,3,0,0,19,..,0,3,3,4,6,16,13,3,50,3,0,0,0,0,3,3,0,0,13,57,38,37,57,53,61,50,21,7,387,..,0,20,38,60,74,69,18,3,287,..,8,23,33,7,11,3,0,0,82,..,3,3,8,4,5,3,3,3,34,133,..,..,..,..,..,..,..,..,133,..,26,..,..,..,..,..,..,..,26,..,27,3,5,5,3,0,0,0,44,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,0,0,0,0,4,..,7,7,0,3,3,3,0,0,31,..,0,8,4,13,19,29,20,7,96,3,0,4,3,4,5,3,0,0,21,143,81,70,95,101,123,105,40,13,767
UCL221003,..,4,0,0,0,3,3,0,0,11,..,0,0,3,7,20,18,20,10,75,0,0,0,0,0,5,0,0,0,5,72,37,38,50,46,71,77,46,9,441,..,0,19,57,35,67,95,41,6,321,..,12,22,13,16,7,4,0,0,69,..,4,9,8,10,6,0,3,0,42,161,..,..,..,..,..,..,..,..,161,..,24,..,..,..,..,..,..,..,24,..,16,12,5,0,3,0,0,0,37,..,3,0,0,4,7,3,3,0,21,..,3,3,0,0,0,0,0,0,5,..,4,3,7,3,10,3,0,0,24,..,3,3,8,21,39,32,41,8,157,0,4,3,0,0,6,3,0,0,15,161,70,68,99,88,135,143,93,15,880
UCL221004,..,0,0,0,3,3,0,0,0,11,..,0,0,3,3,6,0,3,0,18,3,0,0,0,0,3,0,0,0,5,48,29,28,35,39,34,16,7,0,236,..,3,30,43,43,35,30,3,0,188,..,4,13,8,9,4,0,0,0,38,..,0,5,8,9,0,0,0,0,20,104,..,..,..,..,..,..,..,..,104,..,23,..,..,..,..,..,..,..,23,..,22,3,0,0,0,0,0,0,30,..,3,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,3,3,0,3,0,0,0,0,13,..,0,3,3,10,10,7,3,3,44,3,0,0,0,3,4,0,0,0,13,107,62,60,59,81,62,39,8,7,490
UCL221005,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,3,5,0,8,0,0,0,0,0,0,0,0,0,3,90,52,11,49,80,33,23,13,7,354,..,0,16,74,129,63,39,10,3,330,..,3,0,10,13,9,0,0,0,29,..,0,0,3,5,0,0,0,0,8,175,..,..,..,..,..,..,..,..,175,..,75,..,..,..,..,..,..,..,75,..,30,13,0,0,0,0,0,0,49,..,0,0,0,3,4,0,0,0,8,..,0,0,0,0,0,0,0,0,6,..,0,0,0,3,0,0,0,0,6,..,0,0,0,3,5,3,5,0,25,0,0,3,0,0,0,0,0,0,3,175,113,32,85,153,82,41,21,9,710
UCL221006,..,0,0,0,0,0,0,0,0,3,..,0,9,3,0,3,13,18,13,57,0,0,0,0,0,3,0,0,0,5,67,23,32,29,40,30,45,28,12,309,..,3,31,31,51,32,72,19,0,234,..,7,17,9,8,6,0,0,0,43,..,0,0,3,8,4,0,0,3,24,119,..,..,..,..,..,..,..,..,119,..,34,..,..,..,..,..,..,..,34,..,10,0,3,8,0,0,0,0,26,..,0,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,4,0,0,0,0,0,0,0,7,..,8,11,6,9,18,23,22,11,102,0,4,0,3,0,4,3,0,0,14,119,61,64,53,81,63,100,43,19,604
UCL221007,..,0,0,0,0,0,0,0,0,0,..,0,3,0,3,6,6,7,3,32,0,0,0,0,0,0,0,0,0,3,49,24,32,35,28,36,26,14,3,247,..,0,15,39,33,37,47,12,0,184,..,8,29,19,4,9,3,0,0,67,..,0,5,4,8,3,3,0,0,23,105,..,..,..,..,..,..,..,..,105,..,21,..,..,..,..,..,..,..,21,..,16,4,3,5,0,0,0,0,23,..,0,0,3,0,0,0,0,3,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,9,3,12,14,20,10,3,67,0,0,0,0,4,0,0,0,0,11,105,49,62,73,60,66,68,24,3,510
UCL221008,..,0,0,0,0,0,0,0,0,4,..,0,0,3,3,14,12,6,0,44,0,0,3,0,7,0,0,0,0,12,48,33,19,32,41,48,27,11,0,267,..,3,23,26,38,42,39,12,4,187,..,0,5,15,15,12,0,0,0,50,..,0,0,4,7,3,0,0,0,15,90,..,..,..,..,..,..,..,..,90,..,26,..,..,..,..,..,..,..,26,..,23,5,0,3,0,0,0,0,32,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,..,4,0,5,6,30,15,6,3,81,0,0,7,0,7,3,0,0,0,17,94,50,47,58,71,92,57,24,5,508
UCL221009,..,3,0,0,0,0,0,0,0,5,..,0,5,0,4,10,10,14,14,51,0,3,0,3,3,4,4,0,0,16,61,21,25,34,38,53,53,34,23,346,..,3,17,48,44,66,78,34,22,310,..,0,10,6,3,11,3,0,0,27,..,0,0,9,3,7,5,0,3,22,101,..,..,..,..,..,..,..,..,101,..,17,..,..,..,..,..,..,..,17,..,14,3,6,3,3,0,0,0,28,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,4,0,0,0,7,..,0,8,7,12,16,20,26,16,108,0,3,3,3,3,5,5,4,0,24,104,44,44,69,71,107,110,62,42,653
UCL221010,..,0,0,0,0,0,0,0,0,4,..,0,0,0,4,11,6,10,3,35,0,5,0,0,0,0,3,0,0,5,54,29,38,36,32,53,16,12,3,281,..,0,17,28,28,63,24,15,0,174,..,10,25,15,4,9,0,0,0,76,..,0,7,10,7,3,0,0,0,31,126,..,..,..,..,..,..,..,..,126,..,23,..,..,..,..,..,..,..,23,..,16,0,0,0,0,0,0,0,25,..,0,4,0,0,5,0,0,0,12,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,4,..,0,7,4,14,19,13,8,3,69,0,8,4,0,0,0,3,0,0,12,127,54,77,67,65,96,41,23,3,551
UCL221011,..,0,0,0,0,4,0,0,0,8,..,0,0,0,6,5,10,4,3,33,0,0,0,0,0,0,3,0,0,7,40,26,19,43,32,41,30,14,3,245,..,0,11,32,39,36,39,14,0,168,..,8,12,18,5,9,4,0,0,59,..,0,3,8,11,0,5,0,0,29,84,..,..,..,..,..,..,..,..,84,..,30,..,..,..,..,..,..,..,30,..,13,4,4,4,0,0,0,0,28,..,0,0,0,3,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,4,0,0,0,6,..,0,4,6,5,19,17,13,9,69,0,3,0,0,0,0,3,0,0,12,84,56,41,70,73,77,64,26,5,496
UCL221012,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,3,0,0,6,14,0,0,0,0,0,0,0,0,0,7,59,20,15,44,50,27,21,4,6,238,..,0,14,53,71,39,32,8,4,217,..,3,11,19,16,9,4,0,0,54,..,0,0,3,5,0,0,0,0,10,136,..,..,..,..,..,..,..,..,136,..,31,..,..,..,..,..,..,..,31,..,14,3,0,0,0,0,0,0,21,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,7,..,0,0,0,0,0,0,0,0,5,..,0,0,3,6,6,3,3,6,23,3,3,3,0,0,0,3,0,0,13,135,52,38,81,96,54,44,7,10,509
UCL221013,..,0,0,0,0,0,0,0,0,0,..,0,0,3,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,9,58,22,17,37,43,29,16,6,0,234,..,0,9,51,66,48,28,6,3,210,..,0,6,16,4,3,3,0,0,37,..,0,3,3,0,0,0,0,0,14,116,..,..,..,..,..,..,..,..,116,..,27,..,..,..,..,..,..,..,27,..,14,3,0,0,0,0,0,0,23,..,0,0,0,0,7,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,3,7,7,0,0,0,20,0,3,6,0,3,3,5,0,0,20,113,45,30,76,82,67,35,9,6,468
UCL221014,..,0,0,0,0,0,0,0,0,8,..,0,3,0,3,9,6,0,0,20,0,0,3,0,0,0,0,0,0,3,57,29,37,44,43,27,21,7,0,271,..,0,24,45,64,43,21,13,0,212,..,0,13,17,17,3,6,0,0,54,..,3,0,3,8,0,0,0,0,18,114,..,..,..,..,..,..,..,..,114,..,28,..,..,..,..,..,..,..,28,..,26,15,0,0,0,0,0,0,44,..,0,0,0,0,5,4,0,0,11,..,0,5,0,0,0,0,0,0,6,..,4,9,6,3,3,3,0,0,26,..,0,5,4,13,10,11,3,0,41,0,0,4,0,0,0,0,0,0,9,114,59,78,77,98,66,42,21,3,552
UCL221015,..,0,3,0,0,0,0,0,0,8,..,3,3,6,7,13,21,15,5,67,0,0,0,0,3,4,4,0,0,12,46,32,33,33,50,71,65,28,8,367,..,0,18,43,43,59,75,42,3,284,..,8,20,13,9,18,5,0,0,67,..,0,3,6,6,8,7,0,3,34,94,..,..,..,..,..,..,..,..,94,..,24,..,..,..,..,..,..,..,24,..,14,4,3,3,3,0,0,0,28,..,3,0,0,0,0,3,0,0,3,..,0,0,0,0,0,0,0,0,4,..,3,7,3,3,3,0,0,0,18,..,5,15,11,12,31,30,14,8,121,3,0,3,3,4,4,11,0,0,22,99,55,75,76,75,128,134,59,8,710
UCL221016,..,0,0,0,0,0,0,0,0,3,..,0,0,3,3,3,4,0,0,20,0,0,0,0,0,0,0,0,0,0,80,17,41,46,33,35,13,6,6,269,..,0,35,71,46,39,25,13,5,228,..,10,11,4,4,11,0,0,0,39,..,0,3,3,5,3,0,0,0,14,154,..,..,..,..,..,..,..,..,154,..,27,..,..,..,..,..,..,..,27,..,12,6,3,0,0,0,0,0,22,..,3,0,0,0,0,0,0,3,3,..,0,3,0,0,0,0,0,0,4,..,0,0,0,3,0,3,0,0,8,..,0,3,7,5,6,8,3,0,29,0,0,3,0,0,0,0,0,0,7,154,51,67,86,60,62,37,12,6,537
UCL221017,..,0,0,0,0,0,0,0,0,3,..,0,0,3,0,15,12,12,6,46,3,3,0,0,0,0,0,0,0,8,76,49,37,41,61,62,47,26,8,405,..,0,23,48,78,87,62,23,5,329,..,14,27,10,16,5,0,0,0,71,..,0,3,7,7,0,3,4,3,36,173,..,..,..,..,..,..,..,..,173,..,43,..,..,..,..,..,..,..,43,..,38,5,3,4,3,0,0,0,49,..,3,0,3,3,0,0,0,0,8,..,3,3,0,0,0,0,0,0,5,..,0,0,0,3,3,8,0,0,19,..,0,3,10,3,24,21,14,6,83,3,10,0,3,0,9,0,0,0,23,175,110,65,83,119,140,85,44,15,828
UCL221018,..,3,4,0,3,0,7,0,0,16,..,3,0,3,11,17,17,27,20,91,0,0,0,0,0,6,0,0,0,10,65,34,24,41,62,78,52,57,30,442,..,0,20,39,61,94,73,53,17,357,..,8,5,9,22,6,0,0,0,53,..,0,3,7,7,4,0,3,0,30,114,..,..,..,..,..,..,..,..,114,..,34,..,..,..,..,..,..,..,34,..,12,4,7,8,0,0,0,0,33,..,3,0,0,0,3,0,0,0,11,..,0,0,3,0,0,0,0,0,5,..,5,3,0,10,7,7,0,0,32,..,7,9,11,23,35,30,36,25,176,4,3,5,0,0,8,3,0,0,23,120,71,58,70,136,158,113,98,44,871
UCL221019,..,0,0,0,3,3,0,0,0,13,..,3,0,6,13,26,24,26,6,107,0,5,0,3,5,8,0,0,0,18,92,70,46,77,90,132,82,58,15,665,..,3,29,54,59,120,107,53,11,435,..,0,18,33,38,38,16,3,0,151,..,3,7,27,15,12,3,3,0,79,186,..,..,..,..,..,..,..,..,186,..,45,..,..,..,..,..,..,..,45,..,39,19,3,8,8,0,0,0,73,..,4,0,0,0,0,3,10,4,28,..,10,0,0,6,3,0,0,0,17,..,0,4,0,4,8,9,0,0,22,..,7,3,17,34,55,47,33,19,218,0,14,3,7,6,9,3,0,0,38,186,122,93,134,171,257,186,106,35,1297
UCL221020,..,0,0,3,3,0,0,0,0,6,..,0,0,0,5,15,23,28,11,79,0,3,0,0,0,4,4,0,0,18,43,31,36,29,57,69,62,42,12,374,..,0,23,24,35,79,62,25,7,253,..,3,16,13,19,8,4,0,0,60,..,0,8,12,17,9,0,5,0,50,92,..,..,..,..,..,..,..,..,92,..,30,..,..,..,..,..,..,..,30,..,19,12,5,3,3,0,0,0,43,..,4,0,0,0,0,3,0,0,9,..,0,0,0,0,4,0,0,0,3,..,4,0,3,7,3,8,0,0,23,..,3,11,11,23,37,34,34,16,155,3,3,0,0,3,4,9,3,0,27,95,64,67,61,100,144,112,68,19,741
UCL221021,..,0,0,0,0,0,8,0,0,9,..,0,0,5,0,9,19,4,3,41,0,0,3,0,3,0,3,3,0,11,45,25,30,28,50,56,71,19,6,321,..,0,17,21,50,74,87,21,3,276,..,8,8,8,12,5,4,0,0,53,..,0,3,10,7,3,4,3,0,34,83,..,..,..,..,..,..,..,..,83,..,23,..,..,..,..,..,..,..,23,..,25,9,3,3,0,0,0,0,43,..,3,3,0,3,3,0,0,0,9,..,0,0,0,0,0,0,0,0,7,..,0,0,0,0,0,5,0,0,9,..,0,3,5,8,22,30,12,5,82,0,0,5,0,3,7,5,3,0,19,86,60,47,47,92,111,137,38,12,639
UCL221022,..,0,3,3,4,3,0,0,0,18,..,0,0,3,10,10,20,12,3,63,0,3,0,0,0,7,3,0,0,13,42,18,31,37,40,66,85,23,11,351,..,0,7,18,21,64,93,31,6,239,..,9,16,10,5,8,11,3,0,59,..,0,11,18,3,0,0,4,0,44,81,..,..,..,..,..,..,..,..,81,..,13,..,..,..,..,..,..,..,13,..,10,7,6,3,3,0,0,0,27,..,0,0,0,0,3,3,0,0,20,..,0,3,0,0,0,0,0,0,11,..,0,4,3,8,7,3,3,0,35,..,0,4,9,28,28,52,23,10,152,0,3,3,0,4,11,3,0,0,20,86,38,64,64,82,126,169,63,16,713
UCL221023,..,0,0,0,3,0,0,0,0,4,..,0,3,3,3,10,4,7,7,35,3,3,0,0,0,0,0,0,3,7,41,17,14,37,33,30,28,18,8,226,..,0,7,31,42,33,37,14,3,176,..,0,6,5,3,0,8,0,0,21,..,0,0,4,9,4,0,0,0,20,80,..,..,..,..,..,..,..,..,80,..,16,..,..,..,..,..,..,..,16,..,7,5,0,0,4,0,0,0,21,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,4,3,0,3,3,0,0,0,9,..,3,6,3,6,16,5,12,7,62,4,3,0,3,4,0,0,0,3,20,88,26,33,51,71,60,54,24,14,424
UCL221024,..,3,0,0,0,3,3,0,0,11,..,0,3,3,11,18,21,14,3,68,0,0,0,0,0,5,0,0,0,12,38,19,24,25,42,57,59,34,6,310,..,0,5,9,23,44,58,43,3,183,..,3,19,6,15,13,3,0,0,58,..,0,6,10,6,3,0,3,3,35,72,..,..,..,..,..,..,..,..,72,..,10,..,..,..,..,..,..,..,10,..,7,3,7,3,6,0,0,0,24,..,0,0,0,4,3,0,0,0,12,..,0,0,3,0,0,0,0,0,3,..,3,7,0,9,9,10,0,0,30,..,0,3,6,24,43,39,31,5,147,0,4,0,3,11,4,3,5,0,32,77,37,43,44,90,119,113,76,18,602
