UCL_CODE_2016,I_4000more_1AW_OthNW,I_4000more_BNW,I_4000more_LFsta_NS,I_4000more_Tot,Part_inc_stated_BE_WFT,Part_inc_stated_BE_WPT,Part_inc_stated_BE_BAW,Part_inc_stated_1EFT_OthPT,Part_inc_stated_1EFT_OthAW,Part_inc_stated_1EFT_OthNW,Part_inc_stated_1EPT_OthAW,Part_inc_stated_1EPT_OthNW,Part_inc_stated_1AW_OthNW,Part_inc_stated_BNW,Part_inc_stated_LFsta_NS,Part_inc_stated_Tot,All_inc_NS_BE_WFT,All_inc_NS_BE_WPT,All_inc_NS_BE_BAW,All_inc_NS_1EFT_OthPT,All_inc_NS_1EFT_OthAW,All_inc_NS_1EFT_OthNW,All_inc_NS_1EPT_OthAW,All_inc_NS_1EPT_OthNW,All_inc_NS_1AW_OthNW,All_inc_NS_BNW,All_inc_NS_LFsta_NS,All_inc_NS_Tot,Tot_BE_WFT,Tot_BE_WPT,Tot_BE_BAW,Tot_1EFT_OthPT,Tot_1EFT_OthAW,Tot_1EFT_OthNW,Tot_1EPT_OthAW,Tot_1EPT_OthNW,Tot_1AW_OthNW,Tot_BNW,Tot_LFsta_NS,Tot_Tot
UCL215079,0,5,0,9,0,4,0,3,0,4,0,0,0,10,30,49,0,0,0,0,0,0,0,0,0,6,3,10,65,19,3,50,3,39,7,28,4,191,30,440
UCL215080,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,3,0,3,35,4,3,25,3,12,0,21,3,77,13,197
UCL215081,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,0,0,0,0,0,0,0,0,0,0,3,16,8,0,20,0,14,0,10,0,47,11,126
UCL215082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,19,0,7,0,9,3,24,3,87
UCL215083,0,0,0,12,0,0,0,0,0,0,0,0,0,9,12,20,0,0,0,0,0,0,0,0,0,3,0,10,64,19,3,51,4,34,3,29,7,139,16,373
UCL215084,0,0,0,8,0,0,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,3,3,7,36,3,0,26,0,17,0,10,0,33,7,142
UCL215085,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,12,0,0,0,0,0,0,0,0,0,4,3,3,30,18,0,27,0,18,4,18,3,93,11,217
UCL215086,0,3,0,3,0,0,0,0,0,3,0,0,0,6,16,27,0,0,0,0,0,0,0,0,0,3,3,8,44,10,3,40,3,15,0,17,3,123,17,280
UCL215087,0,0,0,6,0,0,0,0,0,5,0,0,0,0,9,15,3,0,0,0,0,0,0,0,0,3,3,11,72,11,3,35,0,30,0,20,3,127,20,315
UCL215088,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,14,0,0,0,0,0,0,0,0,0,8,8,13,16,14,3,15,6,16,3,19,3,77,11,187
UCL215089,0,0,0,23,0,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,23,8,0,29,0,14,0,12,0,42,5,143
UCL215090,3,4,0,34,0,0,0,0,0,0,0,0,0,3,18,26,0,0,0,0,0,0,0,0,0,3,3,7,55,16,0,46,6,38,0,33,11,131,24,364
UCL215091,0,0,0,0,4,0,0,0,0,3,0,0,0,3,18,28,0,0,0,0,0,0,0,0,0,7,3,8,91,18,0,55,5,56,3,19,9,98,17,372
UCL215092,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,3,10,6,0,15,3,17,3,8,0,53,6,127
UCL215093,0,0,0,3,0,0,0,0,0,0,0,0,0,4,5,7,0,0,0,0,0,0,0,0,0,0,0,4,56,7,0,28,11,20,0,23,0,71,5,224
UCL215094,0,0,0,3,0,0,0,0,0,0,0,0,0,0,16,22,0,0,0,0,0,0,0,0,0,0,3,6,35,9,3,39,7,23,3,37,0,116,22,280
UCL215095,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,3,25,11,0,17,4,6,0,12,3,62,8,146
UCL215096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,3,3,8,12,9,3,30,0,18,3,28,3,91,7,199
UCL215097,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,3,18,6,0,15,0,11,0,8,0,67,5,135
UCL221001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,18,0,6,0,7,0,22,4,74
UCL221002,0,0,0,3,0,0,0,0,0,0,0,0,0,6,8,9,0,0,0,0,0,0,0,0,0,6,0,10,15,10,0,13,3,10,0,14,0,38,8,105
UCL221003,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,8,0,8,11,0,3,8,0,12,0,14,3,61,4,123
UCL221004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,7,0,3,0,6,0,12,3,50
UCL221005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,12,0,0,6,0,4,0,4,0,22,4,54
UCL221006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,3,3,3,8,3,0,14,0,0,0,5,3,32,6,80
UCL221007,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,11,0,5,0,0,0,26,4,65
UCL221008,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,14,0,3,0,6,0,24,3,60
UCL221009,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,13,0,0,0,0,0,0,0,0,0,3,0,3,5,0,3,13,9,9,0,6,0,58,10,118
UCL221010,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,8,0,8,0,9,0,26,0,61
UCL221011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,8,0,3,0,8,3,23,4,57
UCL221012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,9,0,0,0,3,3,20,0,48
UCL221013,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,14,3,4,5,0,7,0,0,0,17,3,48
UCL221014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,3,3,0,3,17,3,0,15,0,7,0,0,3,22,4,65
UCL221015,0,0,0,3,0,0,0,0,0,0,0,0,0,3,13,9,0,0,0,0,0,0,0,0,0,0,0,3,12,3,0,10,0,10,3,14,0,50,9,120
UCL221016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,11,0,0,9,0,8,0,0,0,16,4,51
UCL221017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,3,0,5,12,0,0,15,0,15,0,5,0,42,6,104
UCL221018,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,10,0,0,0,0,0,0,0,0,0,0,4,3,10,8,3,17,0,9,3,11,3,54,14,140
UCL221019,0,3,0,4,0,0,0,0,0,0,0,0,0,3,12,16,0,0,0,0,0,0,0,0,0,0,0,4,15,10,3,19,4,18,5,19,3,83,13,198
UCL221020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,0,0,0,0,7,3,14,9,3,0,17,0,6,0,6,4,46,5,107
UCL221021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,3,0,0,0,0,0,0,0,0,3,0,9,12,3,3,8,3,16,0,13,5,50,12,120
UCL221022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,3,0,3,11,9,0,11,0,11,0,7,0,68,7,120
UCL221023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,10,0,0,0,10,3,17,3,55
UCL221024,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,9,0,0,0,0,0,0,0,0,0,5,0,3,5,0,0,6,0,3,0,0,0,59,6,86
UCL221025,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,3,3,17,3,4,15,0,6,0,11,3,79,9,156
UCL221026,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0,0,3,17,7,4,15,0,14,3,11,4,38,6,116
UCL221027,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,3,3,7,8,0,3,11,0,12,0,4,0,36,8,88
UCL221028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,0,0,3,10,13,6,0,22,3,7,0,9,4,35,3,96
UCL221029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,3,4,3,7,3,0,16,0,8,0,7,0,32,5,77
UCL221030,0,4,0,12,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,3,0,3,6,7,0,9,0,10,0,14,0,52,6,108
UCL221031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,13,0,10,0,7,0,16,6,66
UCL221032,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,6,3,9,20,4,0,13,3,11,3,10,3,61,11,136
UCL221033,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,3,0,0,0,0,0,3,12,0,0,4,0,14,0,8,0,25,8,73
UCL221034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,7,0,6,0,26,3,56
UCL221035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,3,0,3,8,3,4,17,5,7,0,3,0,41,4,83
UCL221036,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,7,0,4,0,7,0,17,0,55
UCL221037,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,5,0,4,0,6,0,51,6,84
UCL221038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,14,3,12,4,6,0,17,4,74
UCL221039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,5,0,5,16,6,3,18,0,5,0,3,0,33,8,90
UCL221040,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,26,7,0,18,0,16,0,7,0,31,9,122
UCL221041,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,7,0,13,0,5,3,17,8,73
UCL221042,0,0,0,6,0,0,0,0,0,0,0,3,0,0,7,10,0,0,0,0,0,0,0,0,0,0,3,3,15,7,0,16,3,9,0,6,0,38,8,100
UCL221043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,5,0,10,0,43,3,81
UCL221044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,12,0,7,0,3,0,15,4,54
UCL221045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,3,3,7,4,3,0,3,0,7,0,12,3,93,14,139
UCL221046,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,0,0,3,3,9,12,0,9,0,3,5,11,3,84,8,156
UCL221047,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,12,3,0,19,3,10,0,9,0,19,10,80
UCL221048,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,3,32,4,0,8,0,3,0,7,0,12,3,81
UCL221049,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,6,0,3,0,0,0,11,3,48
UCL221050,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,14,0,0,0,0,0,0,0,0,0,3,0,4,17,17,0,24,3,15,7,14,0,114,12,236
UCL221051,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,17,0,4,0,8,0,18,0,66
UCL221052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,3,0,3,11,3,0,5,3,8,0,5,0,42,3,88
UCL221053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,6,7,4,0,14,0,9,0,6,0,44,7,89
UCL221054,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,3,4,3,4,0,13,0,44
UCL221055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,9,3,8,0,7,0,54,7,109
UCL221056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,8,4,7,0,12,0,88,6,140
UCL221057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,12,0,0,0,0,0,0,0,0,0,3,0,3,10,3,0,6,3,5,0,5,0,34,5,82
UCL221058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,13,0,0,14,0,6,0,3,0,20,8,71
UCL221059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,10,0,7,3,6,0,13,0,30,3,83
UCL221060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,3,0,8,6,6,0,6,0,5,0,10,0,70,5,119
UCL221061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,11,3,7,3,4,0,25,0,64
UCL221062,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,14,0,3,16,3,8,0,10,0,73,9,127
UCL221063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,3,0,3,10,0,0,3,0,10,0,3,0,31,6,67
UCL221064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,12,0,7,0,3,0,14,0,54
UCL221065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,13,0,3,0,10,3,17,3,64
UCL221066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,13,3,0,8,0,3,0,0,0,18,3,57
UCL221067,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,12,0,3,0,10,0,19,5,70
UCL221068,0,4,0,4,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,4,0,9,11,12,0,10,4,9,3,11,0,57,13,120
UCL221069,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,5,38,11,0,31,0,25,0,19,3,45,9,183
UCL221070,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,0,0,0,0,0,0,0,0,0,3,0,3,4,4,0,7,0,6,0,14,0,38,5,87
UCL221071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,0,5,0,10,0,8,3,36
UCL221072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,11,3,5,0,6,3,42,5,96
UCL221073,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,13,0,5,0,12,0,50,8,101
UCL221074,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,12,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,4,0,4,0,9,0,67,10,108
UCL221075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,3,0,8,14,3,0,12,0,8,0,13,0,34,7,81
UCL221076,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,9,3,8,3,13,3,63
UCL221077,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,6,0,39,12,70
UCL221078,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,9,0,12,3,9,0,43,7,90
UCL221079,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,15,0,13,3,8,0,30,7,85
UCL221080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,11,0,4,0,4,0,37,0,68
UCL221081,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,15,8,3,13,3,13,0,8,0,45,3,112
UCL221082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12,0,4,0,5,0,14,4,58
UCL222001,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,3,0,0,0,11,0,30
UCL222002,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,5,0,4,0,0,0,23,3,48
UCL222003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,0,3,0,0,0,5,0,23
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL222005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,5,0,10,6,21
UCL222006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,10,0,3,0,5,0,24,0,59
UCL222007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,3,0,9,0,30
UCL222008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,3,0,8,0,30
UCL222009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,7,3,4,0,5,0,15,4,42
UCL222010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,5,5,3,0,0,0,8,0,29
UCL222011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,5,0,14,0,26
UCL222012,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,7,8,0,4,0,3,0,4,0,20,3,51
UCL222013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,6,0,3,0,15,0,34
UCL222014,0,3,0,6,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,3,8,3,0,7,4,7,3,5,0,32,3,75
UCL222015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,9,0,11,0,30
UCL222016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,9,0,0,0,7,3,37
UCL222017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,3,3,0,3,0,4,0,8,0,44
UCL222018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,3,0,3,0,8,0,31
UCL222019,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,9,0,0,0,20,3,41
UCL222020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,17,0,27
UCL222021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,14
UCL222022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,7,0,3,0,10,0,11,3,46
UCL222023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,4,0,6,0,13,0,25
UCL222024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,0,5,0,0,0,18,0,43
UCL222025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,8,0,7,0,3,0,16,3,51
UCL222026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,7
UCL222027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,0,0,3,0,9,0,27
UCL222028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,3,0,3,0,15,3,47
UCL222029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,6,0,4,0,9,0,43
UCL222030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,4,0,7,4,0,3,4,0,12,0,4,3,46,4,75
UCL222031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,0,3,0,3,0,8,0,31
UCL222032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,8,3,8,0,0,0,13,0,51
UCL222033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,3,0,12,0,28
UCL222034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,12,0,24
UCL222035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,9,0,12,5,33
UCL222036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,3,0,12,3,43
UCL222037,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,4,0,0,0,3,0,11,4,34
UCL222038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,14,0,20
UCL222039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,29,3,48
UCL222040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,4,20
UCL222041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,5,0,19
UCL222042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,4,21
UCL222043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,7,0,5,0,3,0,13,0,38
UCL222044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,11,0,3,0,10,0,25,4,53
UCL222045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,0,8,0,33
UCL222046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,7,0,3,0,0,0,15,3,42
UCL222047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,3,0,12,0,3,0,4,0,25,3,63
UCL222048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,8,0,5,0,24,3,55
UCL222049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,0,0,0,4,0,18,0,37
UCL222050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,3,0,3,0,5,0,25
UCL222051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,0,3,0,4,3,32,5,61
UCL222052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,19,0,23
UCL222053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,3,4,0,3,0,11,0,29
UCL222054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,20,3,34
