UCL_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
UCL213016,..,0,286,863,745,571,467,200,44,3170,..,14,198,181,113,87,31,7,0,618,..,0,4,19,26,19,5,3,0,78,1923,..,..,..,..,..,..,..,..,1923,..,430,..,..,..,..,..,..,..,430,..,192,98,29,17,3,3,0,0,348,..,19,18,3,6,4,6,0,6,61,..,16,19,12,5,6,0,0,0,53,..,66,105,36,14,20,13,3,0,254,..,13,39,77,86,106,93,28,18,450,16,30,39,18,24,34,13,3,0,184,1943,785,803,1231,1039,839,621,244,68,7575,..,7,438,896,741,592,418,146,18,3251,..,31,224,186,114,67,19,4,0,651,..,0,31,107,148,64,26,7,13,393,1770,..,..,..,..,..,..,..,..,1770,..,414,..,..,..,..,..,..,..,414,..,131,85,13,12,7,3,0,0,242,..,22,9,4,3,17,13,16,9,90,..,17,23,3,3,3,0,0,0,51
UCL213017,..,13,266,528,591,620,545,353,104,3031,..,96,223,121,105,66,25,11,0,651,..,7,7,37,50,28,12,12,4,151,1611,..,..,..,..,..,..,..,..,1611,..,345,..,..,..,..,..,..,..,345,..,261,111,57,41,22,9,0,0,504,..,36,21,4,12,17,16,4,3,126,..,20,13,5,9,0,3,0,0,48,..,62,58,26,28,28,12,4,4,223,..,41,133,125,172,207,174,97,62,1008,37,41,36,19,19,20,17,16,3,202,1646,920,874,937,1040,1007,805,492,182,7893,..,23,372,566,584,658,536,279,45,3061,..,143,214,116,105,52,23,3,6,665,..,41,107,208,203,86,45,40,24,753,1516,..,..,..,..,..,..,..,..,1516,..,358,..,..,..,..,..,..,..,358,..,211,59,35,26,12,0,0,0,346,..,27,22,6,9,20,26,26,10,140,..,13,6,0,4,9,0,0,0,29
UCL213018,..,15,279,403,489,508,493,289,62,2531,..,43,147,78,77,58,28,8,0,439,..,3,7,15,38,22,5,8,8,108,1228,..,..,..,..,..,..,..,..,1228,..,320,..,..,..,..,..,..,..,320,..,290,110,32,27,8,4,0,0,475,..,26,17,14,4,6,8,3,0,83,..,23,19,0,9,3,0,0,0,63,..,38,49,8,24,10,13,5,3,148,..,13,70,83,85,116,88,79,37,565,13,42,35,13,20,23,10,9,0,166,1237,816,725,648,770,756,651,398,110,6113,..,22,349,447,537,503,487,182,32,2567,..,67,153,82,68,51,17,9,3,446,..,25,82,153,156,69,24,26,13,551,1181,..,..,..,..,..,..,..,..,1181,..,392,..,..,..,..,..,..,..,392,..,180,44,16,18,9,0,0,0,273,..,17,16,3,12,17,15,15,3,99,..,21,13,7,7,0,0,0,0,41
UCL214001,..,0,88,140,221,241,234,135,35,1103,..,34,93,55,53,25,18,3,0,284,..,3,5,18,19,9,0,4,0,59,536,..,..,..,..,..,..,..,..,536,..,114,..,..,..,..,..,..,..,114,..,135,46,24,13,7,0,0,0,231,..,27,7,6,3,3,6,9,3,69,..,13,16,0,0,0,0,0,0,31,..,28,34,20,17,31,15,9,0,147,..,16,46,52,82,84,78,34,29,434,9,18,21,11,10,10,5,13,0,99,547,394,350,330,418,423,367,204,79,3102,..,10,109,176,221,260,223,93,18,1105,..,62,83,52,55,25,11,3,0,280,..,13,52,62,82,24,20,13,11,271,498,..,..,..,..,..,..,..,..,498,..,117,..,..,..,..,..,..,..,117,..,75,18,8,11,3,0,0,0,113,..,12,4,0,3,12,10,8,3,53,..,10,10,0,0,0,0,0,0,27
UCL214002,..,7,117,183,241,334,311,238,76,1505,..,44,80,58,39,47,22,12,0,314,..,0,3,16,29,21,8,3,4,84,679,..,..,..,..,..,..,..,..,679,..,160,..,..,..,..,..,..,..,160,..,140,49,29,18,18,4,0,0,251,..,22,3,9,9,4,4,3,0,61,..,18,4,5,4,0,0,0,0,32,..,33,24,6,18,12,11,7,4,118,..,31,56,53,104,110,119,67,46,588,17,26,22,12,19,9,17,11,0,124,693,479,367,380,476,561,496,336,129,3911,..,17,142,200,304,338,318,188,38,1530,..,60,95,49,58,38,22,6,3,323,..,29,83,93,106,39,21,17,11,400,643,..,..,..,..,..,..,..,..,643,..,158,..,..,..,..,..,..,..,158,..,70,25,14,12,7,0,0,0,132,..,12,3,3,9,10,14,13,9,72,..,12,6,0,0,3,0,0,0,18
UCL214003,..,6,86,183,261,278,270,202,58,1357,..,25,81,99,81,68,52,11,0,406,..,0,0,15,30,26,7,3,0,82,705,..,..,..,..,..,..,..,..,705,..,175,..,..,..,..,..,..,..,175,..,137,55,22,30,7,0,0,0,254,..,14,7,3,0,10,10,4,0,50,..,15,20,7,3,7,0,0,0,49,..,19,35,32,28,26,18,9,0,171,..,9,28,48,97,128,107,69,35,519,12,17,12,8,8,11,14,7,0,92,716,415,322,432,532,554,480,305,103,3863,..,3,119,238,285,280,257,147,30,1366,..,41,89,119,89,71,30,10,0,447,..,11,42,84,136,53,19,22,19,383,685,..,..,..,..,..,..,..,..,685,..,164,..,..,..,..,..,..,..,164,..,66,34,8,17,8,8,0,0,137,..,9,6,6,4,18,15,12,3,72,..,15,8,5,3,0,0,0,0,35
UCL214004,..,6,92,120,157,166,172,137,26,877,..,20,56,37,24,20,18,3,0,175,..,0,3,9,16,10,9,5,0,44,456,..,..,..,..,..,..,..,..,456,..,93,..,..,..,..,..,..,..,93,..,79,33,17,19,6,0,0,0,157,..,8,6,5,0,3,0,0,0,30,..,4,13,5,5,3,0,0,0,22,..,25,16,11,11,3,12,0,3,79,..,12,35,32,50,56,72,50,22,336,13,17,14,14,0,8,15,3,4,88,463,266,269,247,275,269,295,206,61,2344,..,12,119,141,158,166,194,95,11,895,..,34,47,37,25,17,9,5,0,180,..,17,28,57,51,13,14,12,5,201,403,..,..,..,..,..,..,..,..,403,..,107,..,..,..,..,..,..,..,107,..,60,16,8,3,4,0,0,0,90,..,3,3,0,4,0,12,6,0,34,..,8,4,0,0,0,0,0,0,16
UCL214005,..,0,15,39,43,35,41,20,3,190,..,0,6,7,12,6,6,0,0,36,..,0,0,0,3,0,0,0,0,4,81,..,..,..,..,..,..,..,..,81,..,35,..,..,..,..,..,..,..,35,..,32,6,0,3,0,0,0,0,39,..,0,0,0,4,0,0,0,0,6,..,0,0,0,0,0,0,0,0,3,..,6,0,0,0,5,4,0,0,22,..,0,0,4,11,7,15,4,4,46,0,3,0,0,0,0,4,0,0,9,81,78,32,47,73,52,72,26,10,470,..,0,26,44,38,42,41,11,3,195,..,6,7,9,6,6,3,0,0,43,..,0,3,12,7,0,0,0,3,30,79,..,..,..,..,..,..,..,..,79,..,25,..,..,..,..,..,..,..,25,..,17,0,0,0,0,0,0,0,18,..,0,3,0,3,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0
UCL214006,..,4,202,510,438,326,283,108,16,1894,..,14,109,69,65,36,12,0,0,305,..,0,0,7,26,15,0,5,3,61,1165,..,..,..,..,..,..,..,..,1165,..,299,..,..,..,..,..,..,..,299,..,194,59,16,11,7,0,0,0,288,..,10,9,0,0,3,0,0,3,32,..,5,7,0,6,0,0,0,0,22,..,5,16,0,0,6,3,0,0,35,..,13,16,31,50,46,41,19,12,240,0,11,9,3,6,9,5,3,0,59,1166,564,436,643,612,455,345,140,34,4395,..,5,260,574,450,307,255,74,7,1939,..,23,106,86,56,25,12,0,0,316,..,3,19,63,108,33,15,4,3,261,1069,..,..,..,..,..,..,..,..,1069,..,303,..,..,..,..,..,..,..,303,..,121,50,11,3,7,0,0,0,197,..,14,5,0,4,10,13,9,0,49,..,9,10,0,0,0,0,0,0,16
UCL214007,..,4,146,251,279,320,327,166,42,1537,..,51,99,54,38,30,16,0,0,286,..,3,0,13,28,17,9,0,0,75,695,..,..,..,..,..,..,..,..,695,..,164,..,..,..,..,..,..,..,164,..,151,39,31,9,8,0,0,0,238,..,15,4,0,3,4,4,0,0,35,..,6,3,3,0,0,0,0,0,17,..,57,25,4,10,7,14,3,4,120,..,31,52,54,65,84,81,64,43,473,10,14,19,10,10,13,7,11,3,96,707,494,397,416,444,483,449,250,89,3735,..,10,192,251,313,344,298,119,23,1559,..,74,98,37,49,28,10,3,0,297,..,22,44,72,91,35,13,16,13,294,679,..,..,..,..,..,..,..,..,679,..,144,..,..,..,..,..,..,..,144,..,101,28,16,8,7,0,0,0,166,..,12,4,0,4,9,13,4,0,48,..,10,0,0,0,0,0,0,0,16
UCL214008,..,5,132,223,295,326,270,147,29,1425,..,14,99,80,83,49,28,7,0,361,..,0,5,13,22,15,7,3,3,70,737,..,..,..,..,..,..,..,..,737,..,148,..,..,..,..,..,..,..,148,..,186,80,36,26,6,0,0,0,338,..,15,8,0,4,6,0,3,0,43,..,19,10,3,3,4,6,0,0,44,..,7,11,11,17,16,11,3,0,85,..,12,21,57,72,94,76,38,13,386,19,17,19,11,9,15,8,5,3,103,754,419,389,443,549,524,411,210,48,3740,..,7,175,258,303,334,250,99,16,1435,..,27,113,101,71,43,23,3,0,372,..,16,31,99,91,59,21,29,6,358,691,..,..,..,..,..,..,..,..,691,..,193,..,..,..,..,..,..,..,193,..,106,56,16,10,7,3,0,0,198,..,3,4,3,6,8,10,15,7,45,..,16,7,0,0,3,0,0,0,32
UCL214009,..,0,60,133,152,195,261,120,28,952,..,3,46,39,22,25,13,3,0,148,..,0,0,6,11,14,3,0,0,41,410,..,..,..,..,..,..,..,..,410,..,72,..,..,..,..,..,..,..,72,..,42,18,11,8,5,0,0,0,85,..,8,7,3,0,0,0,0,0,14,..,4,4,5,0,4,0,0,0,18,..,3,14,6,3,7,0,4,0,38,..,3,18,19,41,65,50,31,21,252,7,10,8,5,3,8,11,5,3,60,412,148,178,225,242,315,343,169,57,2095,..,3,72,155,157,198,267,83,14,956,..,9,46,39,21,21,14,0,0,156,..,3,11,40,28,23,3,8,12,138,374,..,..,..,..,..,..,..,..,374,..,78,..,..,..,..,..,..,..,78,..,32,8,3,3,7,0,0,0,54,..,6,3,4,0,10,4,7,7,38,..,3,0,0,0,0,0,0,0,6
UCL214010,..,5,104,245,249,224,177,110,20,1134,..,27,75,61,57,17,13,3,0,265,..,0,0,7,21,11,3,5,0,46,715,..,..,..,..,..,..,..,..,715,..,194,..,..,..,..,..,..,..,194,..,138,63,10,9,3,0,0,0,235,..,23,10,3,0,7,8,0,0,53,..,4,10,3,3,11,0,3,0,27,..,9,17,8,13,9,6,0,0,53,..,3,27,28,38,54,47,28,13,238,14,17,17,8,5,8,3,0,0,79,725,426,318,372,404,336,263,155,36,3039,..,10,149,258,267,204,166,81,10,1141,..,39,78,76,44,22,14,3,0,264,..,7,37,73,82,24,17,3,7,250,624,..,..,..,..,..,..,..,..,624,..,157,..,..,..,..,..,..,..,157,..,96,32,10,6,3,0,0,0,148,..,13,9,3,8,9,15,14,4,75,..,9,0,0,0,0,0,0,0,14
UCL214011,..,5,90,148,166,212,228,126,42,1016,..,22,75,27,22,22,14,4,0,185,..,0,3,12,21,8,0,0,3,50,495,..,..,..,..,..,..,..,..,495,..,133,..,..,..,..,..,..,..,133,..,105,46,19,10,11,0,0,0,188,..,15,3,3,6,3,0,4,3,33,..,9,3,0,3,3,0,0,0,18,..,15,10,6,4,7,3,0,0,52,..,14,33,20,43,60,53,36,21,283,7,13,11,8,8,7,8,3,0,65,497,325,284,249,283,335,309,180,71,2525,..,13,120,157,195,219,208,101,21,1031,..,34,62,19,28,22,3,0,0,183,..,12,41,56,57,21,4,15,5,221,436,..,..,..,..,..,..,..,..,436,..,100,..,..,..,..,..,..,..,100,..,50,29,11,3,0,0,0,0,104,..,6,3,3,0,10,6,4,3,40,..,6,4,0,3,3,0,0,0,15
UCL214012,..,3,62,90,151,230,296,148,34,1010,..,16,62,39,27,25,22,10,3,192,..,0,4,5,13,7,3,0,0,39,389,..,..,..,..,..,..,..,..,389,..,90,..,..,..,..,..,..,..,90,..,78,34,30,11,8,0,0,0,168,..,10,5,3,0,10,3,0,3,31,..,6,6,3,4,0,0,0,0,20,..,15,4,10,11,15,13,7,3,75,..,16,21,33,58,86,92,53,24,382,10,15,10,9,9,9,18,8,4,97,401,249,198,218,288,391,451,230,66,2486,..,4,86,111,172,253,298,98,13,1040,..,28,58,36,31,28,20,6,0,200,..,13,36,51,52,27,14,13,9,219,382,..,..,..,..,..,..,..,..,382,..,90,..,..,..,..,..,..,..,90,..,38,14,6,9,3,0,0,0,75,..,4,3,7,5,6,10,3,7,35,..,7,4,0,0,3,0,0,0,12
UCL214013,..,7,91,150,150,177,174,97,38,880,..,23,71,32,32,12,9,0,0,172,..,0,4,4,14,6,3,0,0,27,461,..,..,..,..,..,..,..,..,461,..,118,..,..,..,..,..,..,..,118,..,70,25,13,9,3,0,0,0,131,..,9,8,0,0,4,0,0,0,19,..,6,3,0,3,0,0,0,0,13,..,21,10,3,7,3,3,0,0,47,..,9,30,36,39,53,39,20,17,246,6,14,10,5,3,8,5,3,0,52,466,269,259,242,245,264,241,128,54,2171,..,7,132,151,154,173,165,80,18,881,..,31,67,34,26,17,10,0,0,186,..,12,31,40,56,24,4,6,8,187,452,..,..,..,..,..,..,..,..,452,..,88,..,..,..,..,..,..,..,88,..,34,7,3,4,3,0,0,0,56,..,7,0,3,3,9,3,3,0,25,..,4,4,3,0,0,0,0,0,13
UCL214014,..,12,65,126,178,246,271,202,44,1150,..,38,64,54,37,29,26,12,0,259,..,3,4,15,20,12,5,8,3,62,561,..,..,..,..,..,..,..,..,561,..,133,..,..,..,..,..,..,..,133,..,126,44,40,28,12,0,0,0,241,..,13,9,8,4,4,8,7,0,50,..,22,3,8,3,3,0,0,0,33,..,27,24,14,18,25,26,3,0,136,..,17,33,50,82,96,121,92,37,529,18,18,7,17,6,13,8,8,3,99,578,405,254,330,380,429,472,325,89,3259,..,11,99,143,205,244,293,140,17,1160,..,49,77,47,37,28,16,5,0,263,..,28,66,87,89,46,25,32,12,371,536,..,..,..,..,..,..,..,..,536,..,120,..,..,..,..,..,..,..,120,..,75,30,17,16,18,0,0,0,152,..,15,0,0,3,10,9,7,3,42,..,4,6,3,0,0,0,0,0,11
UCL214015,..,0,43,112,171,320,435,192,53,1324,..,9,32,37,46,45,28,13,3,208,..,0,4,10,20,9,6,4,3,59,388,..,..,..,..,..,..,..,..,388,..,88,..,..,..,..,..,..,..,88,..,90,41,20,25,8,3,0,0,191,..,5,3,0,6,4,4,3,0,34,..,6,4,3,3,0,0,0,0,27,..,11,13,5,17,14,13,6,0,74,..,15,19,36,72,104,111,78,33,472,9,17,6,5,17,20,18,12,3,108,398,250,162,239,375,529,615,300,102,2967,..,4,53,150,183,381,401,139,28,1328,..,12,42,39,50,51,23,3,3,224,..,4,35,42,61,24,17,10,8,198,370,..,..,..,..,..,..,..,..,370,..,75,..,..,..,..,..,..,..,75,..,51,19,17,11,9,0,0,0,103,..,5,3,0,4,9,12,8,10,58,..,3,6,0,0,0,3,0,0,12
UCL214016,..,0,56,101,153,208,161,87,28,795,..,20,66,43,30,25,11,0,0,193,..,0,0,16,21,11,10,6,3,71,406,..,..,..,..,..,..,..,..,406,..,96,..,..,..,..,..,..,..,96,..,119,68,27,27,3,0,0,0,246,..,18,4,6,5,0,4,0,3,41,..,10,14,6,7,3,0,0,0,41,..,100,22,9,14,17,5,3,0,176,..,6,36,41,77,99,78,41,23,400,15,13,7,12,6,3,13,3,0,71,416,391,271,259,337,369,285,144,62,2532,..,7,78,116,169,213,137,70,18,809,..,44,49,42,22,22,14,0,0,196,..,19,42,83,83,49,18,11,9,310,402,..,..,..,..,..,..,..,..,402,..,131,..,..,..,..,..,..,..,131,..,69,26,11,5,9,0,0,0,125,..,6,4,0,5,18,10,12,3,56,..,9,5,4,0,5,0,0,0,19
UCL214017,..,3,75,126,173,199,190,114,31,906,..,25,51,34,26,16,12,3,0,177,..,3,3,7,9,6,5,0,0,38,381,..,..,..,..,..,..,..,..,381,..,92,..,..,..,..,..,..,..,92,..,83,38,22,15,7,0,0,0,170,..,20,6,4,3,4,3,0,0,47,..,3,9,0,0,3,0,0,0,20,..,41,41,9,16,19,4,0,0,139,..,19,35,49,65,67,67,37,20,356,10,7,16,3,11,13,6,8,3,74,394,304,269,266,314,339,297,170,51,2403,..,15,89,144,190,198,180,83,16,915,..,44,45,41,30,13,8,0,0,187,..,10,35,48,47,15,16,10,3,191,363,..,..,..,..,..,..,..,..,363,..,75,..,..,..,..,..,..,..,75,..,42,17,9,7,5,0,0,0,73,..,13,8,3,8,10,4,0,3,47,..,14,7,3,0,0,0,0,0,22
UCL214018,..,4,181,317,420,306,183,54,5,1468,..,9,113,88,73,43,0,5,0,333,..,0,9,15,22,13,9,5,0,70,932,..,..,..,..,..,..,..,..,932,..,244,..,..,..,..,..,..,..,244,..,218,107,26,16,5,0,0,0,380,..,19,17,3,3,12,7,6,0,68,..,13,13,5,4,10,0,0,0,42,..,9,5,4,7,19,4,3,0,52,..,8,38,45,56,51,19,5,0,226,8,15,13,11,8,10,3,6,0,68,938,547,500,510,607,465,230,81,14,3879,..,4,234,392,385,292,142,35,3,1476,..,32,119,78,76,35,3,3,0,351,..,16,60,91,93,25,20,13,3,319,900,..,..,..,..,..,..,..,..,900,..,264,..,..,..,..,..,..,..,264,..,157,54,10,9,5,0,0,0,239,..,10,9,3,8,21,22,10,9,82,..,13,6,4,0,4,0,0,0,28
UCL214019,..,6,114,149,218,249,263,177,52,1220,..,29,85,43,45,44,17,7,0,264,..,0,8,6,27,18,4,4,0,75,606,..,..,..,..,..,..,..,..,606,..,155,..,..,..,..,..,..,..,155,..,133,61,22,27,16,3,0,0,262,..,13,14,7,8,10,5,3,0,55,..,7,5,3,0,0,3,0,0,16,..,12,25,7,11,17,16,3,4,94,..,18,35,51,86,116,102,65,38,506,18,22,20,4,3,13,9,11,3,96,627,398,362,290,422,474,415,268,98,3359,..,18,137,177,225,252,257,135,34,1227,..,47,88,39,41,38,12,3,0,265,..,30,46,87,102,38,22,28,12,358,596,..,..,..,..,..,..,..,..,596,..,150,..,..,..,..,..,..,..,150,..,88,26,16,11,10,0,0,0,152,..,3,7,0,5,8,14,6,3,52,..,16,5,3,5,0,0,0,0,24
UCL214020,..,0,113,189,217,297,301,219,63,1396,..,24,73,47,38,22,19,8,0,225,..,3,5,12,20,7,11,3,3,55,654,..,..,..,..,..,..,..,..,654,..,105,..,..,..,..,..,..,..,105,..,123,36,22,16,11,0,0,0,204,..,11,5,3,14,0,3,3,0,31,..,16,7,4,3,0,3,0,0,29,..,25,10,7,8,3,10,6,4,80,..,17,27,34,51,69,79,77,27,374,4,14,10,7,9,11,24,10,0,104,658,334,278,328,379,415,444,323,96,3265,..,9,136,207,241,310,332,147,37,1423,..,40,73,42,28,26,20,3,0,236,..,20,55,75,47,22,18,10,4,248,575,..,..,..,..,..,..,..,..,575,..,95,..,..,..,..,..,..,..,95,..,76,13,5,9,7,3,0,0,110,..,9,4,0,5,3,10,9,4,48,..,8,0,0,3,0,0,0,0,14
UCL215001,..,0,3,19,30,54,49,24,0,190,..,3,12,9,18,10,3,3,0,52,..,0,0,5,6,3,0,0,0,11,74,..,..,..,..,..,..,..,..,74,..,32,..,..,..,..,..,..,..,32,..,16,3,3,3,0,0,0,0,25,..,7,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,..,0,0,0,6,0,3,0,0,7,..,3,5,3,11,23,3,5,0,59,0,3,3,0,0,6,7,3,0,25,72,59,29,38,71,105,66,36,8,482,..,0,10,23,39,59,40,25,3,191,..,3,7,11,16,15,4,0,0,61,..,0,3,7,13,3,0,3,0,26,58,..,..,..,..,..,..,..,..,58,..,21,..,..,..,..,..,..,..,21,..,6,4,0,0,0,0,0,0,12,..,3,0,0,0,3,0,0,0,4,..,0,0,0,0,0,0,0,0,0
UCL215002,..,0,33,71,63,78,94,51,13,406,..,12,35,19,14,11,5,0,0,100,..,0,0,3,12,11,0,0,0,22,168,..,..,..,..,..,..,..,..,168,..,31,..,..,..,..,..,..,..,31,..,46,17,8,4,0,0,0,0,77,..,7,0,0,0,0,3,0,0,6,..,3,0,0,0,0,0,0,0,3,..,3,8,4,3,0,3,0,0,26,..,4,14,14,24,37,33,26,8,164,3,4,3,0,3,3,7,0,3,22,168,114,101,120,129,151,145,80,30,1035,..,0,43,74,78,74,101,34,0,414,..,13,32,27,21,9,10,0,0,106,..,6,3,12,18,10,0,7,0,55,170,..,..,..,..,..,..,..,..,170,..,25,..,..,..,..,..,..,..,25,..,12,6,3,3,0,0,0,0,23,..,3,0,0,0,0,3,0,4,11,..,0,4,0,0,0,0,0,0,4
UCL215003,..,0,19,56,89,104,118,52,13,450,..,6,33,22,26,17,5,0,0,108,..,0,0,3,3,3,0,0,0,13,199,..,..,..,..,..,..,..,..,199,..,47,..,..,..,..,..,..,..,47,..,29,16,6,0,0,0,0,0,54,..,3,0,0,0,0,3,0,3,11,..,0,0,0,0,0,0,0,0,4,..,3,9,0,6,3,0,0,0,17,..,0,8,17,30,47,22,16,10,152,0,6,5,6,3,8,12,0,0,39,201,88,88,110,154,182,159,76,23,1090,..,3,23,73,93,97,117,36,8,458,..,4,41,26,22,14,3,0,0,112,..,0,3,10,28,14,4,7,3,60,148,..,..,..,..,..,..,..,..,148,..,48,..,..,..,..,..,..,..,48,..,14,14,3,0,3,0,0,0,32,..,0,0,0,0,3,3,0,0,10,..,0,0,0,0,0,0,0,0,3
UCL215004,..,0,8,32,32,40,42,20,6,191,..,5,15,7,6,15,5,0,0,58,..,0,0,3,0,0,0,0,0,8,82,..,..,..,..,..,..,..,..,82,..,20,..,..,..,..,..,..,..,20,..,23,11,8,0,3,0,0,0,41,..,0,0,0,0,0,0,0,0,6,..,4,3,0,0,0,0,0,0,5,..,3,4,0,3,4,3,0,0,18,..,5,4,17,16,26,20,4,0,90,3,3,4,4,3,8,10,0,0,36,84,60,52,75,62,98,83,38,7,550,..,0,24,30,35,55,31,21,0,194,..,7,24,3,12,18,4,0,0,60,..,0,7,8,11,6,3,3,0,43,90,..,..,..,..,..,..,..,..,90,..,13,..,..,..,..,..,..,..,13,..,3,0,0,0,0,0,0,0,6,..,0,3,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,6
