UCL_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
UCL214008,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,16,0,3,0,12,0,8,0,8,0,6,0,38,5,11,0,16,0,24,0,11,7,10,0,80,5,9,0,29,3,20,0,4,0,4,0,78,5,9,0,27,3,27,0,8,4,3,0,86,20,6,0,54,3,19,0,3,0,6,0,107,25,4,3,70,3,21,0,3,0,7,0,139,24,3,0,46,4,8,3,0,0,0,0,90,7,0,0,23,5,0,3,0,0,3,0,49,14,0,0,12,0,0,0,0,0,0,0,38,24,0,0,26,3,5,0,0
UCL214009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,3,0,7,0,3,0,3,0,18,4,5,0,6,0,4,0,6,0,5,0,37,0,4,0,20,0,7,0,5,0,3,0,38,3,3,0,12,3,17,0,3,0,5,0,45,3,0,0,19,3,4,0,0,0,0,0,32,11,0,0,27,3,19,0,0,0,0,0,65,11,0,0,22,0,4,0,0,0,0,0,36,5,0,0,16,0,0,0,0,0,0,0,24,10,0,0,4,0,5,0,0,0,0,0,19,5,0,0,8,0,4,0,0
UCL214010,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,5,0,0,0,5,0,14,0,3,0,4,0,12,0,6,0,3,0,30,0,3,0,12,0,21,0,6,4,8,0,57,0,0,0,14,0,29,0,7,0,6,0,59,8,8,0,41,3,17,0,0,0,4,0,81,9,3,0,19,3,20,0,0,3,0,0,65,20,0,0,59,3,33,3,7,0,3,0,137,30,3,0,45,10,10,0,0,0,0,0,105,22,0,0,25,9,4,0,0,0,0,0,58,5,0,0,9,0,13,0,0,0,0,0,29,24,0,0,18,0,8,3,0
UCL214011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,4,0,3,0,3,0,3,0,16,0,0,0,3,0,7,0,0,3,7,0,26,0,0,0,6,3,19,0,3,3,8,0,45,10,5,0,24,6,13,0,10,4,9,0,73,4,0,0,22,0,14,0,0,0,4,0,52,5,0,0,24,3,5,0,5,0,8,0,53,20,8,0,38,9,7,3,0,0,3,0,87,23,3,3,13,3,6,3,0,0,3,0,52,17,3,0,8,0,0,0,0,0,0,0,30,8,0,0,7,0,0,0,0,0,0,0,16,5,0,0,6,0,0,0,0
UCL214012,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,9,3,3,0,0,0,3,0,8,0,8,0,24,0,3,0,3,0,3,0,11,0,10,0,27,0,3,0,13,4,7,0,3,0,8,0,43,4,4,0,26,0,9,0,4,0,8,0,60,3,3,0,8,5,10,4,7,0,3,0,39,8,4,0,18,3,9,3,0,0,0,0,42,11,0,0,26,3,6,5,0,3,5,0,71,5,0,0,11,3,0,0,0,0,0,0,33,3,0,0,0,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,9,6,0,0,3,0,0,0,0
UCL214013,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,6,0,6,0,6,0,3,0,22,7,5,0,10,0,14,0,4,3,3,0,47,0,3,0,19,3,16,3,0,3,3,0,60,3,6,0,19,0,19,0,0,0,0,0,54,7,4,0,25,3,13,0,0,0,0,0,49,7,3,0,44,3,17,0,0,0,3,0,81,13,3,0,24,0,4,3,0,0,0,0,44,11,0,0,10,0,0,0,0,0,0,0,28,5,0,0,9,0,0,0,0,0,0,0,13,7,0,0,3,0,3,3,3
UCL214014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,0,3,0,5,0,14,0,0,0,0,0,3,0,3,0,6,0,17,4,7,0,9,0,9,0,7,3,9,0,45,3,0,0,23,0,22,0,6,0,14,0,80,3,7,0,22,0,19,6,6,0,9,0,71,7,0,0,18,3,9,0,3,0,7,0,53,7,0,0,16,0,5,0,0,0,4,0,39,17,5,0,35,3,4,0,0,0,3,0,72,19,0,0,11,4,0,0,0,0,4,0,32,4,0,0,11,0,3,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,5,8,0,0,10,0,0,0,0
UCL214015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,3,0,4,0,7,0,5,0,0,0,3,0,5,0,10,0,21,0,0,0,0,0,7,0,3,0,9,0,23,3,0,0,10,0,10,0,4,0,11,0,41,4,3,0,14,0,14,0,4,0,9,0,52,3,3,0,13,0,7,0,0,3,5,0,39,0,0,0,16,0,9,0,3,0,3,0,35,17,3,0,29,4,13,0,0,0,12,0,68,9,0,3,16,5,4,0,0,0,3,0,43,5,3,3,7,0,0,0,0,0,0,0,25,9,0,0,0,0,5,0,0,0,0,0,13,6,0,0,6,0,0,0,0
UCL214016,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,10,0,11,3,0,0,4,0,6,0,3,0,0,0,17,0,5,0,3,0,14,0,6,0,9,0,45,5,3,0,12,0,13,0,0,0,3,0,35,3,0,0,11,4,18,0,3,0,5,0,45,5,0,0,14,0,7,0,0,0,0,0,30,19,4,0,26,0,6,0,3,0,0,0,67,15,0,0,22,3,7,3,0,0,3,0,52,11,0,0,4,0,4,0,0,0,0,0,25,11,0,0,4,0,5,0,0,0,0,0,22,8,0,0,6,0,3,0,0
UCL214017,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,3,0,4,0,5,0,10,4,0,0,0,0,11,0,5,0,12,0,30,3,4,0,7,3,5,0,7,3,7,0,46,9,0,0,24,4,13,0,3,0,12,0,64,4,3,0,20,0,10,0,3,0,0,0,45,5,0,0,10,3,12,0,0,0,0,0,34,20,0,0,28,4,13,0,0,0,0,0,63,14,3,0,16,0,3,0,0,0,0,0,35,16,0,0,8,0,0,0,0,0,0,0,22,4,0,0,0,3,3,0,0,0,0,0,11,5,0,0,3,0,3,0,0
UCL214018,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,3,0,3,0,0,0,8,0,0,0,0,0,3,0,3,0,3,0,17,0,0,0,4,0,19,0,9,0,4,0,38,7,8,0,14,4,36,0,6,3,7,0,79,5,0,0,32,0,33,0,0,4,6,0,91,9,3,0,42,3,33,5,8,3,5,0,117,18,7,0,38,0,30,0,3,0,9,0,109,54,3,6,93,5,34,0,3,0,10,0,205,44,4,0,58,14,10,0,0,3,3,0,141,23,0,0,31,4,9,4,3,0,0,0,79,18,0,0,15,0,6,0,0,0,0,0,42,24,0,0,37,3,7,0,0
UCL214019,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,16,0,4,0,3,0,0,0,3,0,5,0,17,0,3,0,0,0,0,0,3,0,12,0,18,3,3,0,6,0,12,0,9,0,8,0,49,0,5,0,23,0,19,0,14,5,14,0,88,9,5,0,30,3,17,0,7,0,10,0,85,6,3,3,39,0,14,0,3,0,11,0,82,15,0,0,31,3,9,0,0,0,0,0,71,17,4,3,33,4,3,0,0,0,3,0,68,6,4,0,21,0,8,0,0,0,0,0,38,5,0,0,8,0,0,0,0,0,0,0,21,4,0,0,0,0,0,0,0,0,0,0,12,6,0,0,10,0,0,0,0
UCL214020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,5,0,12,6,0,0,4,0,3,0,4,0,4,0,21,0,3,0,4,0,5,0,3,0,5,0,22,7,3,0,18,0,10,0,3,0,15,0,51,7,4,0,31,3,11,0,3,0,7,0,63,8,3,3,32,0,15,0,5,3,4,0,67,5,3,0,40,4,3,3,0,0,3,0,67,23,4,0,49,7,12,4,0,0,5,0,108,24,0,0,30,0,4,0,0,0,0,0,66,9,0,0,5,3,0,0,0,0,0,0,23,4,0,0,9,0,0,0,0,0,0,0,11,9,0,0,13,3,3,0,0
UCL215001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,17,3,0,0,3,0,3,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0
UCL215002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,12,0,3,0,12,0,7,0,0,0,0,0,28,3,0,0,3,0,6,0,0,0,0,0,18,3,4,0,11,0,3,0,0,0,0,0,20,3,0,0,7,0,3,0,0,0,3,0,22,8,5,0,23,0,9,0,0,0,0,0,46,7,0,0,12,3,0,0,0,0,0,0,19,9,0,0,9,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0
UCL215003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,12,3,8,0,3,0,8,0,0,0,0,0,22,0,0,0,9,0,8,0,3,0,0,0,23,3,0,0,8,0,5,0,0,0,3,0,18,0,3,0,7,0,0,0,0,3,3,0,13,10,3,0,13,0,3,0,3,3,0,0,39,11,0,0,17,0,3,0,0,0,0,0,38,3,3,0,12,0,0,0,0,0,0,0,20,0,0,0,3,0,3,0,0,0,0,0,7,9,0,0,12,0,0,0,0
UCL215004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,3,0,7,0,0,0,0,0,4,0,3,0,0,0,7,0,0,0,8,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,10,4,0,0,3,0,3,0,0,0,0,0,16,4,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
UCL215005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,3,0,3,0,3,0,11,0,0,0,4,0,11,0,3,0,0,0,22,0,3,0,8,0,7,0,0,0,0,0,20,3,3,0,10,0,6,0,0,0,3,0,25,3,0,0,15,0,6,0,0,0,0,0,25,3,0,0,20,3,14,0,0,0,0,0,38,3,0,0,16,3,3,0,0,0,0,0,26,10,0,0,0,0,0,0,0,0,0,0,11,5,0,0,3,0,3,0,0,0,0,0,7,4,0,0,8,0,0,0,0
UCL215006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,0,3,0,3,0,0,0,13,3,0,0,10,0,3,0,3,0,3,0,22,0,0,0,4,0,4,0,3,0,0,0,13,0,0,0,10,0,3,0,0,0,3,0,20,4,3,0,17,0,8,0,0,0,7,0,39,18,4,0,28,0,3,0,0,0,0,0,51,6,0,0,4,0,0,0,0,0,0,0,20,6,0,0,0,0,3,0,0,0,0,0,9,8,0,0,9,0,3,0,0
UCL215007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,5,0,4,0,0,0,0,0,3,0,0,0,3,0,3,0,4,0,0,0,9,0,3,0,0,0,13,0,3,0,14,0,13,0,6,0,6,3,46,5,3,0,26,3,22,0,4,0,6,0,72,7,3,0,38,3,16,0,7,0,4,0,77,12,3,0,36,7,19,4,0,0,0,0,79,21,10,0,61,13,18,3,3,0,0,0,132,28,0,0,60,13,11,3,0,0,0,0,105,17,0,0,19,3,0,0,0,0,0,0,44,7,0,0,11,0,4,0,0,0,0,0,25,12,3,0,11,0,3,0,0
UCL215008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,3,0,3,0,0,0,14,0,0,0,5,0,10,0,0,0,0,0,17,5,3,0,6,0,6,0,0,4,0,0,26,0,0,0,9,0,12,3,0,0,0,0,28,14,3,0,30,0,4,0,0,3,0,0,60,10,0,0,22,3,4,3,0,0,0,0,44,9,0,0,11,0,0,0,3,0,0,0,16,6,0,0,9,0,3,0,0,0,0,0,21,4,0,0,5,0,0,0,0
UCL215009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,5,0,3,0,5,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL215010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,0,0,0,0,0,0,0,15,0,4,0,6,0,7,0,0,0,0,0,19,0,0,0,7,0,3,0,0,0,0,0,10,4,0,0,5,0,5,0,0,0,3,0,24,10,3,0,40,0,12,0,0,0,0,0,72,10,0,0,24,3,3,0,0,0,0,0,52,15,0,0,14,3,6,0,0,0,0,0,30,6,0,0,10,0,4,0,0,0,0,0,24,18,0,0,23,3,3,0,0
UCL215011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,3,0,0,0,3,0,16,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,3,0,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
UCL215012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,8,3,4,0,3,0,0,0,3,0,3,0,18,3,3,0,8,0,7,0,5,0,0,0,25,3,3,0,3,0,0,0,0,0,0,0,13,5,3,0,14,0,4,0,0,0,0,0,25,11,0,0,25,3,0,0,0,0,0,0,48,11,3,0,17,4,0,0,0,0,0,0,38,8,0,0,15,0,0,0,0,0,0,0,18,4,0,0,4,0,0,0,0,0,0,0,6,5,3,0,6,0,0,0,0
UCL215013,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,3,0,10,0,3,0,0,0,16,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,6,0,6,0,3,0,0,0,16,0,0,0,7,0,10,0,0,0,4,0,26,5,0,0,10,0,3,0,0,0,0,0,25,18,0,0,33,9,13,0,0,0,0,0,72,19,0,0,10,0,6,0,0,0,0,0,37,11,0,0,11,0,0,0,0,0,0,0,25,0,0,0,3,0,0,0,0,0,0,0,10,7,0,0,3,0,4,0,0
