SA3_CODE_2016,A25_34_SOLSE_T_06_10,A25_34_SOLSE_T_11,A25_34_SOLSE_T_12,A25_34_SOLSE_T_13,A25_34_SOLSE_T_14,A25_34_SOLSE_T_15,A25_34_SOLSE_T_16,A25_34_SOLSE_T_YNS,A25_34_SOLSE_T_T,A25_34_L_PinE_NS_B00,A25_34_L_PinE_NS_00_05,A25_34_L_PinE_NS_06_10,A25_34_L_PinE_NS_11,A25_34_L_PinE_NS_12,A25_34_L_PinE_NS_13,A25_34_L_PinE_NS_14,A25_34_L_PinE_NS_15,A25_34_L_PinE_NS_16,A25_34_L_PinE_NS_YNS,A25_34_L_PinE_NS_T,A25_34_T_B00,A25_34_T_00_05,A25_34_T_06_10,A25_34_T_11,A25_34_T_12,A25_34_T_13,A25_34_T_14,A25_34_T_15,A25_34_T_16,A25_34_T_YNS,A25_34_T_T,A35_44_SEO_B00,A35_44_SEO_00_05,A35_44_SEO_06_10,A35_44_SEO_11,A35_44_SEO_12,A35_44_SEO_13,A35_44_SEO_14,A35_44_SEO_15,A35_44_SEO_16,A35_44_SEO_YNS,A35_44_SEO_T,A35_44_SOLSE_VWW_B00,A35_44_SOLSE_VWW_00_05,A35_44_SOLSE_VWW_06_10,A35_44_SOLSE_VWW_11,A35_44_SOLSE_VWW_12,A35_44_SOLSE_VWW_13,A35_44_SOLSE_VWW_14,A35_44_SOLSE_VWW_15,A35_44_SOLSE_VWW_16,A35_44_SOLSE_VWW_YNS,A35_44_SOLSE_VWW_T,A35_44_SOLSE_NWNAA_B00,A35_44_SOLSE_NWNAA_00_05,A35_44_SOLSE_NWNAA_06_10,A35_44_SOLSE_NWNAA_11,A35_44_SOLSE_NWNAA_12,A35_44_SOLSE_NWNAA_13,A35_44_SOLSE_NWNAA_14,A35_44_SOLSE_NWNAA_15,A35_44_SOLSE_NWNAA_16,A35_44_SOLSE_NWNAA_YNS,A35_44_SOLSE_NWNAA_T,A35_44_SOLSE_PinE_NS_B00,A35_44_SOLSE_PinE_NS_00_05,A35_44_SOLSE_PinE_NS_06_10,A35_44_SOLSE_PinE_NS_11,A35_44_SOLSE_PinE_NS_12,A35_44_SOLSE_PinE_NS_13,A35_44_SOLSE_PinE_NS_14,A35_44_SOLSE_PinE_NS_15,A35_44_SOLSE_PinE_NS_16,A35_44_SOLSE_PinE_NS_YNS,A35_44_SOLSE_PinE_NS_T,A35_44_SOLSE_T_B00,A35_44_SOLSE_T_00_05,A35_44_SOLSE_T_06_10,A35_44_SOLSE_T_11,A35_44_SOLSE_T_12,A35_44_SOLSE_T_13,A35_44_SOLSE_T_14,A35_44_SOLSE_T_15,A35_44_SOLSE_T_16,A35_44_SOLSE_T_YNS,A35_44_SOLSE_T_T,A35_44_L_PinE_NS_B00,A35_44_L_PinE_NS_00_05,A35_44_L_PinE_NS_06_10,A35_44_L_PinE_NS_11,A35_44_L_PinE_NS_12,A35_44_L_PinE_NS_13,A35_44_L_PinE_NS_14,A35_44_L_PinE_NS_15,A35_44_L_PinE_NS_16,A35_44_L_PinE_NS_YNS,A35_44_L_PinE_NS_T,A35_44_T_B00,A35_44_T_00_05,A35_44_T_06_10,A35_44_T_11,A35_44_T_12,A35_44_T_13,A35_44_T_14,A35_44_T_15,A35_44_T_16,A35_44_T_YNS,A35_44_T_T,A45_54_SEO_B00,A45_54_SEO_00_05,A45_54_SEO_06_10,A45_54_SEO_11,A45_54_SEO_12,A45_54_SEO_13,A45_54_SEO_14,A45_54_SEO_15,A45_54_SEO_16,A45_54_SEO_YNS,A45_54_SEO_T,A45_54_SOLSE_VWW_B00,A45_54_SOLSE_VWW_00_05,A45_54_SOLSE_VWW_06_10,A45_54_SOLSE_VWW_11,A45_54_SOLSE_VWW_12,A45_54_SOLSE_VWW_13,A45_54_SOLSE_VWW_14,A45_54_SOLSE_VWW_15,A45_54_SOLSE_VWW_16,A45_54_SOLSE_VWW_YNS,A45_54_SOLSE_VWW_T,A45_54_SOLSE_NWNAA_B00,A45_54_SOLSE_NWNAA_00_05,A45_54_SOLSE_NWNAA_06_10,A45_54_SOLSE_NWNAA_11,A45_54_SOLSE_NWNAA_12,A45_54_SOLSE_NWNAA_13,A45_54_SOLSE_NWNAA_14,A45_54_SOLSE_NWNAA_15,A45_54_SOLSE_NWNAA_16,A45_54_SOLSE_NWNAA_YNS,A45_54_SOLSE_NWNAA_T,A45_54_SOLSE_PinE_NS_B00,A45_54_SOLSE_PinE_NS_00_05,A45_54_SOLSE_PinE_NS_06_10,A45_54_SOLSE_PinE_NS_11,A45_54_SOLSE_PinE_NS_12,A45_54_SOLSE_PinE_NS_13,A45_54_SOLSE_PinE_NS_14,A45_54_SOLSE_PinE_NS_15,A45_54_SOLSE_PinE_NS_16,A45_54_SOLSE_PinE_NS_YNS,A45_54_SOLSE_PinE_NS_T,A45_54_SOLSE_T_B00,A45_54_SOLSE_T_00_05,A45_54_SOLSE_T_06_10,A45_54_SOLSE_T_11,A45_54_SOLSE_T_12,A45_54_SOLSE_T_13,A45_54_SOLSE_T_14,A45_54_SOLSE_T_15,A45_54_SOLSE_T_16,A45_54_SOLSE_T_YNS,A45_54_SOLSE_T_T,A45_54_L_PinE_NS_B00,A45_54_L_PinE_NS_00_05,A45_54_L_PinE_NS_06_10,A45_54_L_PinE_NS_11,A45_54_L_PinE_NS_12,A45_54_L_PinE_NS_13,A45_54_L_PinE_NS_14,A45_54_L_PinE_NS_15,A45_54_L_PinE_NS_16,A45_54_L_PinE_NS_YNS,A45_54_L_PinE_NS_T,A45_54_T_B00,A45_54_T_00_05,A45_54_T_06_10,A45_54_T_11,A45_54_T_12,A45_54_T_13,A45_54_T_14,A45_54_T_15,A45_54_T_16,A45_54_T_YNS,A45_54_T_T,A55_64_SEO_B00,A55_64_SEO_00_05,A55_64_SEO_06_10,A55_64_SEO_11,A55_64_SEO_12,A55_64_SEO_13,A55_64_SEO_14,A55_64_SEO_15,A55_64_SEO_16,A55_64_SEO_YNS,A55_64_SEO_T,A55_64_SOLSE_VWW_B00,A55_64_SOLSE_VWW_00_05,A55_64_SOLSE_VWW_06_10,A55_64_SOLSE_VWW_11
21002,21,3,0,3,5,3,6,4,67,0,0,0,0,0,0,0,0,0,0,0,62,24,52,10,10,4,5,7,6,6,189,177,83,58,21,3,0,0,6,0,10,356,39,22,22,3,3,6,3,3,0,0,100,3,3,3,0,0,3,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,0,40,25,27,3,7,10,9,3,0,0,113,0,0,0,0,0,0,0,0,0,0,3,214,106,80,24,10,9,10,6,0,15,472,469,71,50,4,0,3,4,0,0,20,617,77,9,17,0,0,0,0,0,0,3,112,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,81,7,17,3,0,0,0,0,0,3,121,0,0,0,0,0,0,0,0,0,0,0,544,85,69,6,3,3,9,0,0,22,744,545,27,15,3,0,0,0,0,0,16,607,108,0,3,0
21003,1961,352,499,574,590,524,274,137,5873,0,0,3,0,0,0,0,0,0,3,12,714,589,2210,440,585,632,650,567,302,164,6855,455,188,183,35,27,15,18,10,3,13,949,772,720,940,145,141,150,116,110,52,68,3225,60,67,97,26,40,46,22,32,17,9,416,4,9,9,3,0,0,5,0,0,3,28,840,796,1043,175,182,190,145,138,72,82,3664,0,0,0,0,0,0,0,0,0,0,7,1296,985,1231,206,208,210,157,150,74,98,4617,611,73,48,9,11,3,8,3,0,24,793,1488,174,177,28,22,27,21,26,9,55,2029,204,72,52,14,19,13,4,23,15,18,437,13,3,3,0,0,0,0,0,0,5,25,1711,249,228,44,43,42,22,43,27,81,2487,3,0,0,0,0,0,0,0,0,3,9,2321,322,280,50,50,46,35,51,28,105,3293,539,25,15,4,5,0,4,0,0,25,617,1386,49,30,5
21004,114,28,20,21,23,13,7,8,306,0,0,0,0,0,0,0,0,0,0,0,152,86,178,49,31,32,26,19,25,13,611,249,88,65,24,14,9,11,14,3,7,475,83,64,107,13,19,15,14,10,5,11,338,4,3,5,3,4,5,4,3,0,0,28,0,0,3,0,0,0,0,0,0,0,4,90,67,118,18,18,23,22,11,5,13,377,0,0,0,0,0,0,0,0,0,0,0,337,151,181,41,34,28,31,20,10,21,849,607,91,49,10,9,3,6,7,4,15,798,202,40,45,13,3,11,3,4,0,3,329,11,7,5,0,0,4,0,6,0,0,34,3,0,0,0,0,0,0,0,0,0,3,214,46,50,13,7,13,3,13,0,6,370,0,0,0,0,0,0,0,0,0,0,0,824,140,98,32,19,17,8,12,4,21,1168,723,36,22,0,0,3,0,0,3,26,823,210,18,4,0
21005,4175,688,681,855,767,665,418,220,11613,0,3,0,0,0,0,0,0,0,100,105,2025,1710,4418,744,737,916,820,695,436,369,12868,648,209,201,28,35,26,10,26,3,55,1239,2715,1874,2417,254,297,275,210,192,100,149,8492,365,343,451,104,90,182,119,107,95,54,1918,26,18,24,0,4,0,6,0,0,0,74,3107,2233,2893,363,391,459,332,296,198,201,10482,7,0,0,0,0,0,0,0,0,39,52,3764,2452,3096,388,427,490,339,325,204,295,11775,1366,161,104,16,11,8,6,5,4,60,1741,4763,816,753,101,90,91,74,56,24,159,6918,994,312,349,92,70,152,78,82,84,81,2298,44,10,6,0,0,0,3,0,0,9,77,5802,1141,1105,195,162,244,155,141,107,247,9300,5,3,3,0,0,0,0,0,0,35,42,7176,1298,1208,215,175,252,161,141,110,339,11079,1444,63,36,3,3,8,0,0,0,53,1613,3818,247,164,30
21101,1953,244,302,252,262,231,92,96,5185,3,0,0,0,0,0,0,0,0,3,4,1437,1219,2157,297,346,292,302,261,109,126,6554,1217,286,279,44,48,35,39,16,6,46,2022,1475,1251,1425,214,198,148,112,94,43,56,5014,60,98,191,36,39,51,44,40,13,14,574,3,9,11,0,0,0,0,0,0,0,16,1533,1356,1627,253,233,197,150,131,57,70,5607,3,3,0,0,0,0,0,0,0,3,12,2756,1641,1906,293,283,230,185,142,65,123,7636,2403,268,178,26,30,16,17,3,3,58,2998,2385,772,688,98,53,40,38,24,6,59,4161,310,109,171,43,43,37,36,19,10,42,819,16,4,3,0,0,0,0,0,0,0,26,2713,885,856,145,97,77,71,48,18,94,5002,0,0,0,0,0,0,0,0,0,5,6,5116,1148,1037,170,120,92,92,48,22,159,8003,3177,124,62,10,14,3,3,11,3,66,3468,2922,289,152,20
21102,116,13,11,33,18,13,3,9,391,0,0,0,0,0,0,0,0,0,0,0,173,116,137,13,13,33,18,17,7,14,541,181,48,34,10,4,5,4,6,0,10,307,192,106,98,14,20,20,10,7,3,3,471,7,6,10,3,11,6,6,8,3,5,64,0,0,3,0,0,0,0,0,0,0,3,201,108,109,18,29,20,20,16,4,7,541,0,0,0,0,0,0,0,0,0,0,0,385,160,148,26,34,26,21,23,6,15,848,410,63,52,3,4,3,3,9,0,4,551,305,47,58,10,9,9,5,7,3,9,462,32,11,15,8,8,9,11,5,0,3,103,0,0,0,0,0,0,0,0,0,0,0,343,64,73,22,12,17,18,16,4,11,564,0,0,0,0,0,0,0,0,0,0,0,750,127,120,22,14,16,18,19,4,12,1114,542,23,5,0,0,0,0,0,0,6,587,410,13,12,0
21103,1224,185,249,234,251,205,121,62,3317,0,0,0,0,0,0,0,0,0,0,3,733,641,1412,246,298,271,274,243,130,87,4339,790,250,218,36,26,24,18,17,6,31,1421,504,626,886,94,104,91,72,61,33,28,2495,10,51,189,41,61,49,34,28,23,18,511,4,3,8,0,0,0,0,0,0,0,13,514,680,1075,134,169,148,112,90,48,43,3018,0,0,3,0,0,0,0,0,0,4,4,1305,933,1292,173,193,172,126,110,58,80,4445,1543,195,124,22,16,11,19,6,6,41,1984,676,218,264,35,32,25,20,19,11,11,1313,79,47,124,25,32,46,39,39,16,12,455,9,3,0,0,0,0,0,0,0,0,12,760,270,394,62,57,71,65,54,26,22,1780,0,0,0,0,0,0,0,0,0,0,3,2309,465,514,77,74,83,83,61,30,71,3761,1923,68,36,7,13,3,10,3,3,50,2102,787,72,49,5
21104,1289,191,213,224,212,230,76,72,3502,0,0,0,0,0,0,0,0,0,0,5,593,721,1397,214,242,245,230,243,86,81,4051,467,142,121,31,29,13,10,13,7,12,842,787,734,754,115,120,115,98,89,40,30,2887,33,40,110,23,25,30,28,21,19,18,349,3,6,3,0,0,0,0,0,0,0,10,826,782,869,136,146,148,125,112,56,52,3254,0,0,0,0,0,0,0,0,0,0,3,1293,923,991,167,173,160,139,130,60,65,4092,682,120,68,6,10,3,3,0,3,26,930,959,305,281,32,32,46,20,23,10,23,1711,163,67,110,15,28,31,25,29,11,25,514,0,3,3,0,0,0,0,0,0,0,10,1118,374,385,54,64,75,49,50,16,46,2233,0,0,0,0,0,0,0,0,0,0,0,1802,495,455,64,74,75,53,56,21,67,3166,772,46,17,0,8,3,0,0,0,11,861,1084,89,39,10
21105,403,61,107,70,69,55,37,31,1079,0,0,0,0,0,0,0,0,0,0,0,504,245,548,93,142,119,99,78,54,68,1955,1094,313,275,34,37,28,30,20,6,50,1893,254,265,344,46,55,44,32,25,12,10,1079,6,16,51,14,18,13,5,15,13,3,151,0,0,0,0,0,0,0,0,0,0,8,265,278,396,55,73,64,37,37,24,15,1235,0,0,0,0,0,0,0,0,0,0,4,1356,595,669,95,105,89,68,53,25,64,3132,2669,262,229,29,15,8,7,9,0,88,3315,546,142,134,14,22,16,5,6,3,14,895,17,19,56,9,10,9,13,5,5,5,147,5,0,0,0,0,0,0,0,0,0,9,570,163,191,21,35,27,15,9,7,23,1054,0,0,0,0,0,0,0,0,0,0,4,3241,424,415,47,53,31,23,19,6,109,4370,3396,112,63,11,11,15,3,8,5,98,3723,707,39,26,4
21201,836,90,114,121,103,108,52,34,1916,3,0,0,0,0,0,0,0,0,0,7,591,380,1017,132,162,145,133,135,60,56,2815,797,219,229,61,36,25,20,13,3,43,1439,326,350,679,71,62,47,39,40,11,25,1652,7,19,35,8,10,4,3,8,3,7,105,3,5,5,0,0,0,0,0,0,0,14,333,375,720,77,77,53,40,42,18,27,1774,0,3,0,0,0,0,0,0,0,3,3,1129,598,951,139,116,81,61,58,17,72,3217,1450,208,219,33,16,10,10,8,3,55,2004,398,172,211,21,18,21,12,13,3,14,875,23,21,28,3,0,3,3,9,5,4,96,3,0,0,0,0,0,0,0,0,0,6,422,194,235,26,22,20,17,17,7,19,973,5,3,0,0,0,0,0,0,0,3,5,1877,402,457,57,34,28,20,27,13,78,2987,1605,73,51,4,3,4,3,5,3,42,1804,464,51,36,0
21202,2015,344,442,469,310,280,184,131,6322,0,0,3,0,0,0,0,0,0,3,7,1830,1169,2240,389,496,510,337,305,197,175,7646,1124,286,272,57,66,28,31,24,13,48,1948,1866,1436,1749,222,238,197,128,133,71,71,6114,110,140,245,59,103,85,40,33,22,20,862,16,3,12,0,4,8,3,0,0,3,48,1997,1579,2010,275,344,292,171,164,98,92,7024,0,0,0,0,0,0,0,0,0,0,3,3120,1866,2278,329,407,322,203,192,104,143,8973,2235,310,252,42,35,33,17,10,7,60,3001,3201,775,663,73,63,52,58,29,17,71,5007,381,170,156,36,65,52,38,24,15,41,979,15,8,5,0,0,0,0,0,0,5,28,3600,952,824,106,129,104,97,55,38,120,6021,3,0,0,0,0,0,0,0,0,3,10,5835,1270,1076,150,165,135,114,69,47,183,9031,2607,114,69,13,3,12,3,3,4,56,2875,3274,230,104,16
21203,4440,616,686,598,516,444,220,166,10619,0,4,4,0,0,0,0,3,0,11,21,2340,1993,4891,708,812,666,563,481,248,243,12954,1521,506,492,76,75,67,34,34,13,56,2880,2162,2425,3790,392,345,260,185,162,67,106,9888,108,270,397,72,58,74,40,36,43,20,1113,26,25,31,4,5,3,3,0,0,4,101,2297,2719,4220,463,406,338,225,202,104,127,11098,3,4,0,0,0,0,0,0,0,4,13,3824,3234,4717,542,482,405,256,235,124,183,13989,2472,488,396,39,45,22,19,18,10,90,3601,2706,1113,1139,102,101,74,51,27,15,82,5402,374,249,284,47,41,54,28,32,37,50,1191,35,11,8,0,0,0,4,0,0,3,62,3110,1369,1429,147,138,127,83,61,56,137,6658,3,0,0,0,0,0,0,0,0,3,5,5590,1862,1828,188,186,146,99,78,63,221,10263,2508,221,99,18,16,7,8,3,3,71,2953,2343,326,191,28
21204,6894,971,1785,1840,1539,1363,748,466,20316,0,0,10,0,0,3,0,0,0,14,32,3420,2394,7267,1060,1889,1916,1617,1431,790,560,22351,1132,270,294,48,38,49,32,30,8,52,1960,4152,2150,3230,377,483,411,295,271,115,180,11675,765,561,786,156,318,315,166,137,91,96,3396,46,22,24,3,3,15,5,4,0,4,123,4964,2738,4040,536,809,734,465,416,208,281,15189,3,5,0,0,0,0,0,0,0,11,27,6102,3015,4338,582,847,788,500,441,214,343,17173,1687,242,178,15,17,18,13,4,12,63,2254,5669,1061,939,115,158,110,71,75,32,161,8382,2208,531,518,132,222,179,99,115,86,196,4285,53,14,8,3,3,5,0,0,0,10,93,7925,1606,1466,244,387,290,174,194,114,360,12761,3,0,4,0,0,0,0,0,0,7,15,9613,1847,1646,260,408,311,187,200,122,438,15036,2197,142,63,4,8,5,6,4,3,73,2498,5361,357,163,32
21205,4540,721,830,1010,1229,1263,725,351,14134,0,0,0,0,0,5,0,0,0,3,9,2108,2354,4952,804,920,1123,1329,1361,789,427,16164,1150,354,303,56,60,46,44,39,24,48,2126,2546,2397,2383,359,422,394,421,412,245,132,9706,90,157,286,95,94,131,147,142,79,55,1276,7,11,13,0,0,0,0,4,0,0,42,2645,2567,2683,451,518,530,562,558,328,187,11023,0,0,0,0,0,0,0,0,0,0,5,3797,2928,2984,506,579,573,604,596,353,236,13158,1788,304,214,38,35,27,18,12,10,42,2492,4329,1216,1037,184,165,147,110,95,62,90,7436,496,241,415,101,105,130,120,111,55,95,1863,21,9,7,0,0,0,3,0,0,0,47,4844,1459,1456,290,270,275,229,204,116,190,9347,3,0,0,0,0,0,0,0,0,3,8,6635,1765,1675,327,310,305,250,223,122,237,11845,2229,135,46,4,6,5,8,3,0,34,2481,4680,325,186,28
21301,5060,736,1169,1374,997,941,467,388,15345,0,3,4,0,0,0,4,3,0,28,43,3255,1828,5391,809,1255,1462,1078,1007,510,479,17068,881,258,240,41,46,42,35,22,8,54,1610,4355,1669,2200,255,353,332,227,199,101,190,9880,925,485,689,113,181,205,111,98,56,88,2958,40,18,26,5,5,9,0,0,0,10,114,5324,2171,2914,373,541,547,335,293,161,293,12958,3,0,0,0,0,0,0,0,0,7,15,6207,2433,3155,409,582,587,368,315,172,358,14589,1479,159,127,17,13,12,4,6,5,65,1889,6022,754,711,91,104,103,72,47,27,200,8131,2530,390,416,78,111,132,72,67,73,181,4063,73,11,8,0,3,0,0,3,0,10,107,8623,1150,1132,176,215,236,150,120,102,398,12303,6,0,3,0,0,0,0,0,0,6,13,10109,1315,1262,195,232,243,157,127,102,466,14197,1854,73,36,11,9,4,5,3,4,77,2077,6418,285,161,22
21302,936,171,194,235,192,190,114,78,2786,0,0,0,0,0,0,0,0,0,6,9,602,474,1281,284,311,328,267,256,138,113,4060,705,403,357,100,56,42,37,34,18,32,1787,682,426,517,76,107,93,102,73,33,35,2132,58,36,63,13,14,16,13,13,11,5,236,10,5,3,0,0,0,0,0,0,0,17,739,464,582,87,122,106,113,86,41,46,2392,0,0,0,0,0,0,0,0,0,0,3,1452,868,940,187,179,146,156,115,59,72,4181,1296,196,139,30,30,18,18,9,9,37,1772,1203,158,137,25,14,19,13,13,8,34,1618,191,43,23,10,7,7,14,10,8,10,312,11,0,0,0,0,0,0,0,0,0,13,1400,210,163,30,23,21,23,17,14,41,1946,6,0,0,0,0,0,0,0,0,0,9,2696,406,300,57,54,40,41,30,17,80,3726,1434,60,39,12,10,10,7,0,4,29,1609,1445,31,25,14
21303,2137,377,561,697,721,614,315,190,7024,0,0,0,0,0,0,0,0,0,55,61,1252,870,2632,516,727,846,874,706,366,296,9084,802,413,335,55,60,38,32,32,12,44,1823,1554,598,800,101,112,128,86,96,36,66,3579,150,90,129,17,53,66,41,34,20,28,621,11,0,6,0,0,3,0,0,0,0,20,1714,688,935,121,168,189,124,129,58,96,4226,0,0,0,0,0,0,0,0,0,25,33,2512,1100,1272,177,229,235,161,156,72,167,6076,846,114,71,15,10,6,19,11,10,24,1135,1686,151,162,26,32,24,20,14,7,34,2159,617,104,103,20,26,34,30,33,20,47,1024,15,3,4,0,0,0,0,0,0,0,27,2324,256,269,41,59,57,49,49,29,84,3210,0,0,0,0,0,0,0,0,0,21,18,3167,371,341,61,75,69,66,57,35,129,4364,699,30,13,0,7,6,13,3,0,15,783,1476,54,43,10
21304,1958,276,268,287,290,225,145,116,5509,0,0,3,0,0,0,0,0,0,98,108,1606,1127,2230,342,327,339,324,264,159,262,6989,1089,304,311,52,49,39,22,13,5,58,1953,2214,1506,1641,201,169,139,131,114,48,96,6261,122,106,134,19,18,22,27,25,19,14,512,19,16,16,0,3,0,0,0,0,3,52,2349,1632,1789,219,188,164,158,137,70,114,6823,3,0,0,0,0,0,0,0,0,77,84,3445,1932,2098,277,243,203,182,152,78,245,8855,1721,225,242,35,24,20,17,9,3,88,2387,2687,652,618,55,65,61,43,49,19,78,4327,356,91,80,16,14,18,12,24,24,26,656,22,5,7,0,3,0,0,0,0,3,37,3059,749,707,68,79,81,55,74,40,109,5019,4,3,0,0,0,0,0,0,0,58,68,4787,974,952,106,106,105,70,80,48,253,7473,1938,101,57,18,9,7,10,4,3,56,2199,2567,203,137,18
21305,9166,1199,1341,1325,1313,1195,660,361,21015,3,0,3,0,0,0,0,0,0,112,121,2248,3670,10042,1409,1627,1546,1458,1326,751,583,24646,1511,734,884,169,177,115,88,76,41,80,3874,2833,4446,5503,631,584,554,399,397,182,157,15687,99,197,550,74,90,106,85,82,70,37,1388,20,28,29,0,0,3,10,0,0,4,98,2952,4673,6090,704,677,661,493,477,251,208,17176,4,9,7,0,0,0,0,0,0,54,72,4466,5411,6976,872,854,778,590,553,285,343,21124,2380,479,574,100,109,55,39,33,17,94,3892,3108,1289,1360,139,179,135,80,95,35,110,6522,287,158,360,58,61,83,66,90,61,88,1316,31,9,11,0,0,0,0,0,0,6,63,3422,1455,1737,201,235,213,148,187,95,205,7898,0,5,0,0,0,0,0,0,0,27,34,5802,1943,2311,300,349,269,193,218,111,328,11821,2603,174,156,36,26,29,17,20,8,67,3141,2671,349,297,57
21401,671,95,106,135,118,90,45,52,1829,0,0,3,0,0,0,0,0,0,6,5,880,457,988,182,183,196,162,136,73,100,3365,1246,347,329,74,64,57,37,24,10,56,2245,557,506,631,92,71,71,61,37,24,21,2062,17,24,48,9,5,12,10,16,11,10,159,3,6,3,0,0,0,0,0,0,0,26,572,538,683,98,80,80,72,47,29,32,2236,3,3,0,0,0,0,0,0,0,0,9,1826,884,1011,175,145,138,110,70,42,91,4490,2482,325,263,54,41,33,26,15,8,84,3335,869,264,277,38,28,25,25,13,6,24,1568,59,38,40,5,3,5,9,12,0,8,176,12,4,0,0,0,0,0,0,0,0,19,933,310,322,40,30,34,30,19,12,32,1759,0,0,0,0,0,0,0,0,0,0,5,3420,636,585,93,74,61,55,34,13,119,5100,3099,120,86,10,9,8,13,10,3,77,3432,1020,82,55,20
21402,157,34,42,35,39,25,25,14,481,0,0,0,0,0,0,0,0,0,0,0,381,181,376,103,75,76,70,50,40,61,1408,1024,404,438,105,85,67,46,29,15,68,2280,198,141,179,32,34,25,29,14,10,15,672,5,3,10,4,0,6,8,0,0,3,39,0,3,0,0,0,0,0,0,0,0,3,203,150,188,35,33,24,34,16,18,21,711,0,0,0,0,0,0,0,0,0,0,5,1230,553,623,138,113,94,78,50,30,86,2997,2582,496,478,52,45,40,21,17,10,98,3848,388,92,79,22,15,6,18,5,6,21,649,7,3,11,0,0,0,4,3,0,6,31,3,0,0,0,0,0,0,0,0,0,3,398,91,94,17,15,5,23,9,6,24,682,3,0,0,0,0,0,0,0,0,0,3,2989,587,571,76,62,49,50,28,14,117,4538,3397,175,104,21,5,8,9,5,3,113,3846,646,29,20,3
21501,173,29,33,31,38,46,17,22,420,0,0,0,0,0,0,0,0,0,38,38,58,45,213,40,43,49,43,50,20,60,618,108,38,42,6,11,5,3,3,0,7,219,32,51,130,22,10,14,13,13,10,8,298,0,3,24,3,0,3,0,0,3,3,41,0,4,0,0,0,0,0,0,0,0,4,32,56,155,20,14,19,12,12,7,12,338,0,0,0,0,0,0,0,0,0,40,47,135,96,193,29,22,22,14,19,10,61,599,277,28,12,8,7,5,3,0,0,19,354,45,20,39,6,9,9,0,0,0,5,132,4,0,15,0,5,0,5,0,3,3,38,0,0,0,0,0,0,0,0,0,0,0,51,27,56,9,8,9,5,0,3,6,170,3,0,0,0,0,0,0,0,0,30,38,323,48,70,16,15,17,4,0,3,60,559,467,15,11,0,3,3,0,3,0,17,520,81,7,4,3
21502,208,42,77,67,69,89,70,87,823,0,0,0,0,0,0,0,0,3,4,8,116,83,266,60,90,79,79,105,82,101,1058,108,38,33,7,9,8,0,3,0,12,223,94,72,124,22,21,23,15,13,6,7,402,24,13,31,14,8,9,5,16,6,12,126,0,0,0,0,0,0,0,0,0,0,4,120,84,154,36,24,29,23,29,17,23,530,0,0,0,0,0,0,0,0,0,0,3,232,124,179,42,33,40,23,32,20,28,756,284,33,20,3,8,9,6,7,0,11,372,154,44,42,5,0,3,9,4,4,19,280,46,13,29,16,18,15,0,5,5,3,146,0,0,0,0,0,0,0,0,0,0,0,203,61,67,16,16,17,9,12,11,23,429,3,0,0,0,0,0,0,0,0,0,3,488,86,83,23,23,23,13,17,15,40,807,344,8,9,0,0,0,0,0,0,24,392,176,11,9,0
21503,156,34,52,61,53,54,39,29,529,0,0,0,0,0,0,0,0,0,3,3,47,37,183,42,57,76,61,62,37,37,643,52,24,17,0,0,4,6,0,0,6,116,44,50,116,9,15,16,15,9,6,15,283,11,13,26,9,20,6,3,4,3,7,92,3,0,0,0,0,0,0,0,0,0,7,53,62,145,21,30,16,19,6,8,24,381,0,0,0,0,0,0,0,0,0,0,3,107,84,160,20,34,21,24,10,8,27,495,146,14,6,4,0,5,0,0,3,7,191,69,35,33,8,5,6,3,0,3,6,184,23,11,21,10,6,3,8,5,0,6,90,0,0,0,0,0,0,0,0,0,0,0,93,44,58,24,16,16,4,4,4,16,275,0,0,0,0,0,0,0,0,0,0,3,240,66,58,24,17,22,7,6,8,25,472,210,11,3,0,4,3,3,0,0,6,235,100,18,4,0
21601,63,14,16,17,26,17,7,5,176,0,0,0,0,0,0,0,0,0,0,0,30,24,84,18,22,28,32,19,13,6,271,78,26,23,3,8,3,3,3,3,7,151,19,10,46,12,3,8,3,10,4,7,129,0,0,0,0,0,0,0,3,3,0,12,0,0,3,0,0,0,0,0,0,0,3,24,17,49,12,3,13,3,15,4,7,145,0,0,0,0,0,0,0,0,0,0,0,98,37,74,19,11,15,10,11,8,14,293,188,23,11,3,8,0,3,0,0,13,248,37,7,12,0,0,0,0,0,0,5,71,6,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,40,9,18,0,0,0,0,0,0,5,78,3,0,0,0,0,0,0,0,0,0,3,226,30,30,4,4,0,3,3,3,19,328,308,15,10,3,0,3,0,0,3,17,356,46,0,4,0
