SA3_CODE_2016,South_Africa_Before_1946,South_Africa_1946_1955,South_Africa_1956_1965,South_Africa_1966_1975,South_Africa_1976_1985,South_Africa_1986_1995,South_Africa_1996_2005,South_Africa_2006_2010,South_Africa_2011,South_Africa_2012,South_Africa_2013,South_Africa_2014,South_Africa_2015,South_Africa_2016,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1946,Sri_Lanka_1946_1955,Sri_Lanka_1956_1965,Sri_Lanka_1966_1975,Sri_Lanka_1976_1985,Sri_Lanka_1986_1995,Sri_Lanka_1996_2005,Sri_Lanka_2006_2010,Sri_Lanka_2011,Sri_Lanka_2012,Sri_Lanka_2013,Sri_Lanka_2014,Sri_Lanka_2015,Sri_Lanka_2016,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Thailand_Before_1946,Thailand_1946_1955,Thailand_1956_1965,Thailand_1966_1975,Thailand_1976_1985,Thailand_1986_1995,Thailand_1996_2005,Thailand_2006_2010,Thailand_2011,Thailand_2012,Thailand_2013,Thailand_2014,Thailand_2015,Thailand_2016,Thailand_Yr_arrival_ns,Thailand_Tot,FYROM_Before_1946,FYROM_1946_1955,FYROM_1956_1965,FYROM_1966_1975,FYROM_1976_1985,FYROM_1986_1995,FYROM_1996_2005,FYROM_2006_2010,FYROM_2011,FYROM_2012,FYROM_2013,FYROM_2014,FYROM_2015,FYROM_2016,FYROM_arrival_ns,FYROM_Tot,Turkey_Before_1946,Turkey_1946_1955,Turkey_1956_1965,Turkey_1966_1975,Turkey_1976_1985,Turkey_1986_1995,Turkey_1996_2005,Turkey_2006_2010,Turkey_2011,Turkey_2012,Turkey_2013,Turkey_2014,Turkey_2015,Turkey_2016,Turkey_Yr_arrival_ns,Turkey_Tot,United_Kingdom_Before_1946,United_Kingdom_1946_1955,United_Kingdom_1956_1965,United_Kingdom_1966_1975,United_Kingdom_1976_1985,United_Kingdom_1986_1995,United_Kingdom_1996_2005,United_Kingdom_2006_2010,United_Kingdom_2011,United_Kingdom_2012,United_Kingdom_2013,United_Kingdom_2014,United_Kingdom_2015,United_Kingdom_2016,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1946,USA_1946_1955,USA_1956_1965,USA_1966_1975,USA_1976_1985,USA_1986_1995,USA_1996_2005,USA_2006_2010,United_States_America_2011,United_States_America_2012,United_States_America_2013,United_States_America_2014,United_States_America_2015,United_States_America_2016,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1946,Vietnam_1946_1955,Vietnam_1956_1965,Vietnam_1966_1975,Vietnam_1976_1985,Vietnam_1986_1995,Vietnam_1996_2005,Vietnam_2006_2010,Vietnam_2011,Vietnam_2012,Vietnam_2013,Vietnam_2014,Vietnam_2015,Vietnam_2016,Vietnam_Yr_arrival_NS,Vietnam_Tot,Zimbabwe_Before_1946,Zimbabwe_1946_1955,Zimbabwe_1956_1965,Zimbabwe_1966_1975,Zimbabwe_1976_1985,Zimbabwe_1986_1995,Zimbabwe_1996_2005,Zimbabwe_2006_2010,Zimbabwe_2011,Zimbabwe_2012,Zimbabwe_2013,Zimbabwe_2014,Zimbabwe_2015,Zimbabwe_2016,Zimbabwe_Yr_arrival_NS,Zimbabwe_Tot,Born_elsewhere_Before_1946,Born_elsewhere_1946_1955,Born_elsewhere_1956_1965,Born_elsewhere_1966_1975,Born_elsewhere_1976_1985,Born_elsewhere_1986_1995,Born_elsewhere_1996_2005,Born_elsewhere_2006_2010,Born_elsewhere_2011,Born_elsewhere_2012,Born_elsewhere_2013,Born_elsewhere_2014,Born_elsewhere_2015,Born_elsewhere_2016,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1946,Tot_1946_1955,Tot_1956_1965,Tot_1966_1975,Tot_1976_1985,Tot_1986_1995,Tot_1996_2005,Tot_2006_2010,Tot_2011,Tot_2012,Tot_2013,Tot_2014,Tot_2015,Tot_2016,Tot_Yr_arrival_NS,Tot_Tot
20604,0,3,8,16,51,56,119,79,12,19,25,32,25,32,15,483,0,3,5,22,38,118,96,90,17,34,43,47,59,78,22,672,0,0,0,3,27,48,161,279,72,96,126,178,308,248,203,1738,0,0,3,16,7,21,13,11,3,3,4,3,0,0,0,106,0,0,0,44,22,36,31,30,6,4,12,10,14,17,19,248,17,116,275,377,308,376,485,428,168,162,177,206,325,215,143,3763,0,4,9,36,51,80,173,147,57,43,75,108,142,117,48,1090,0,0,3,12,408,334,144,210,83,77,100,126,164,151,72,1899,0,0,0,0,7,8,26,16,0,8,0,5,3,3,3,92,15,82,117,252,339,887,1450,1313,415,607,766,1141,1814,1305,748,11248,53,564,954,1413,2201,4321,7923,10403,3452,4754,5953,8712,12056,8963,4086,75805
20605,0,3,17,35,98,136,181,107,30,28,26,20,23,23,17,742,0,0,7,31,16,54,29,38,10,13,13,10,7,3,9,251,0,0,0,4,14,26,64,67,18,16,15,30,19,0,15,295,0,0,7,23,7,13,16,8,0,0,0,0,0,0,0,74,0,0,3,41,25,23,13,22,3,4,3,6,9,6,7,176,16,151,440,693,424,510,819,854,281,334,315,319,411,238,172,5992,0,9,12,67,69,126,161,168,61,43,86,102,111,50,46,1106,0,0,0,7,97,57,33,50,20,18,9,16,12,15,15,341,0,0,0,0,13,11,25,12,7,3,0,6,14,0,3,82,11,189,223,453,551,1091,938,900,259,329,345,400,525,338,254,6805,56,855,1761,2498,2306,3474,4469,4908,1454,1628,1765,1920,2309,1416,1048,31878
20606,0,0,17,30,74,104,127,67,18,17,17,19,18,9,11,523,0,6,13,42,30,59,44,42,3,4,12,9,8,6,4,288,0,0,0,4,13,21,52,65,9,10,10,20,22,12,12,248,0,0,0,9,0,9,4,0,3,3,4,0,0,0,0,29,0,0,3,21,7,12,3,8,7,4,3,3,3,10,0,89,23,122,219,347,235,233,333,322,141,131,179,193,254,143,105,2988,3,6,10,46,47,66,78,88,37,23,42,46,70,35,22,612,0,0,4,10,105,67,34,49,10,8,13,19,20,12,15,367,0,3,0,0,10,4,25,17,5,3,0,0,0,0,4,75,24,194,168,236,317,652,513,502,125,158,204,228,344,203,94,3975,141,744,1239,1499,1465,2303,2698,2867,880,1026,1215,1460,1781,990,616,20924
20607,0,0,14,12,45,68,109,53,14,14,4,11,9,7,9,393,0,0,6,20,18,49,23,32,7,3,8,7,12,7,5,199,0,0,0,8,21,33,53,55,13,20,20,23,37,15,7,313,0,0,7,41,10,13,10,3,0,0,0,0,0,0,3,89,0,4,0,44,30,18,19,11,4,3,9,3,6,0,12,153,9,126,291,452,313,444,505,452,185,202,206,252,265,177,114,3995,0,0,9,41,58,110,96,130,32,41,41,68,95,65,44,832,0,0,0,12,724,795,412,286,47,56,59,61,51,37,77,2621,0,0,5,0,7,10,13,13,0,0,0,3,0,0,0,55,9,88,141,317,395,639,913,830,196,193,258,327,350,213,200,5076,37,633,1622,1839,2409,3477,3909,3396,960,1111,1180,1378,1514,1031,859,25350
20701,3,0,33,62,182,171,302,156,13,21,13,21,17,10,14,1017,0,12,36,140,135,263,197,167,28,30,44,39,64,55,34,1243,0,0,0,14,23,37,114,108,16,32,19,31,37,17,22,462,0,17,32,36,0,18,14,9,0,0,0,0,0,0,3,137,0,0,3,43,24,26,21,12,4,4,6,11,7,9,8,173,75,428,735,1003,559,653,867,626,178,129,115,112,143,61,162,5851,0,6,30,93,91,116,242,165,58,41,35,58,59,33,47,1080,0,0,5,34,768,292,121,191,49,60,80,93,133,82,60,1976,0,0,0,0,19,15,47,30,5,0,3,3,5,3,0,129,44,378,338,539,497,937,838,739,149,203,245,331,371,283,248,6134,226,2118,3478,4053,4716,7265,8089,7262,1606,1919,2173,2593,2896,1727,1618,51744
20702,0,3,6,23,93,112,297,212,27,28,18,35,33,27,13,930,0,5,32,49,54,190,107,73,14,3,10,6,13,3,18,589,0,0,0,3,14,15,34,39,9,5,0,6,10,4,3,145,0,19,43,94,25,22,9,0,0,0,0,0,3,0,13,221,0,0,11,66,30,23,24,3,0,0,3,0,0,0,3,158,29,234,348,337,183,166,218,192,33,51,31,16,20,12,56,1925,0,6,3,21,19,38,54,37,9,19,10,16,13,10,9,259,0,0,0,0,539,206,60,38,3,7,24,13,14,13,23,949,0,0,0,3,7,8,31,14,0,4,3,5,3,0,0,78,15,308,334,394,418,740,663,313,58,89,78,95,112,47,123,3781,102,2238,3894,3201,3518,6603,6820,5400,1076,1280,1279,1349,1350,745,1283,40154
20703,0,3,7,33,70,56,136,82,19,6,15,14,4,9,8,463,0,11,40,85,90,226,191,218,14,66,82,114,158,115,32,1443,0,0,4,7,11,35,82,67,13,5,22,33,6,8,15,309,0,6,11,28,0,6,3,0,0,0,0,0,0,0,3,63,0,0,3,14,4,9,8,0,3,0,0,3,6,3,0,52,40,269,473,583,337,237,347,217,51,34,44,22,30,11,88,2790,0,0,16,40,30,51,90,40,14,14,19,26,18,10,12,365,0,0,0,21,629,272,91,109,23,46,43,50,75,41,32,1437,0,0,3,3,15,9,32,33,3,8,4,0,3,0,0,109,10,169,264,371,413,534,636,414,97,119,167,191,216,174,134,3909,94,1127,2275,2428,2949,4818,6488,6523,1364,1732,2067,2561,2939,1883,1534,40777
20801,0,4,4,41,135,185,341,214,25,30,27,38,51,52,17,1162,0,8,21,73,45,61,23,9,0,4,5,3,0,3,9,257,0,0,0,3,15,9,28,32,3,13,13,4,4,6,4,143,0,3,3,14,14,3,4,0,0,0,0,0,0,0,3,39,0,3,3,46,19,19,18,5,0,0,4,0,3,0,0,128,40,408,730,911,603,658,1210,1003,272,240,233,206,223,132,155,7013,0,5,15,56,60,81,181,148,37,41,51,55,64,50,22,866,0,0,0,3,74,21,11,20,4,5,4,0,10,3,7,168,0,0,0,6,14,9,17,17,3,0,0,0,4,3,0,73,26,260,289,423,534,948,685,398,123,121,98,142,113,63,103,4323,145,1366,2166,2714,2464,3274,4162,3212,764,801,776,857,916,562,652,24830
20802,3,3,34,66,347,858,1247,404,51,30,36,46,62,13,38,3236,0,11,62,205,115,185,116,130,25,25,21,28,64,26,24,1038,0,0,0,6,22,36,81,76,28,22,19,21,28,19,21,384,0,0,4,11,6,14,9,10,0,0,4,3,0,0,0,71,0,4,4,39,23,25,9,12,0,0,3,0,0,10,0,127,40,367,588,846,491,459,682,552,147,154,129,126,80,45,120,4822,5,10,19,78,97,125,191,188,51,52,29,65,39,25,30,1006,0,0,0,5,257,113,74,102,29,30,32,49,53,32,22,794,0,0,0,10,33,14,52,34,7,5,3,7,3,3,0,154,70,733,852,916,1578,2954,1890,1411,292,334,374,406,385,252,285,12738,322,2506,4028,4328,4563,7280,8220,8241,1859,2071,2229,2904,3014,1752,1516,54827
20803,0,0,16,45,137,124,266,227,56,51,41,44,45,22,11,1089,0,9,38,181,112,204,109,78,3,13,9,9,19,6,20,805,0,0,0,11,19,32,82,55,11,5,14,11,21,12,15,280,3,0,7,16,4,10,10,0,0,0,0,0,0,0,0,39,0,4,10,175,49,51,25,22,10,3,3,8,6,6,10,388,22,403,896,1225,685,547,893,882,190,209,185,148,119,54,180,6640,0,3,7,39,29,62,111,74,20,16,20,21,18,18,17,451,0,0,0,11,189,121,60,41,3,15,9,18,9,8,20,510,0,0,3,3,19,4,16,31,3,6,0,6,3,4,0,102,3,125,257,679,726,1114,1136,702,166,169,162,140,152,89,133,5761,62,1216,2684,4010,3309,4388,5113,4211,914,983,918,851,902,553,877,30998
20804,0,3,5,10,69,77,67,33,9,7,3,3,11,3,6,309,0,5,5,50,15,43,34,52,5,14,13,20,21,17,4,311,0,0,0,3,11,17,30,20,3,7,7,11,13,14,3,144,0,0,3,3,4,3,3,0,0,0,0,0,0,0,0,16,0,0,0,13,3,6,8,0,0,0,0,0,0,0,0,39,24,99,189,245,137,146,188,143,35,33,37,28,36,10,46,1384,0,9,14,27,27,26,52,29,3,16,8,32,11,3,5,261,0,0,0,0,98,39,13,30,5,9,11,8,15,4,5,243,0,0,0,0,3,0,10,8,0,0,0,0,0,0,0,31,7,99,91,155,116,210,190,189,34,44,71,79,85,65,35,1465,70,477,987,1040,874,1254,1490,1586,339,493,532,816,919,576,355,11803
20901,0,0,11,24,57,50,103,97,15,3,5,9,20,4,11,413,3,12,22,50,67,209,146,109,19,29,18,19,36,23,10,767,0,0,0,4,22,34,58,57,10,10,10,9,8,4,14,244,0,10,66,173,33,62,29,7,0,0,0,0,3,0,9,398,0,3,3,35,10,15,6,7,0,0,0,0,0,4,0,80,31,319,676,832,494,393,530,388,91,59,69,58,55,19,106,4113,0,3,20,47,46,48,87,79,27,28,30,25,31,7,13,473,0,0,0,4,186,119,79,94,23,30,29,59,55,36,21,731,0,0,4,3,8,0,25,14,4,7,3,3,0,0,0,73,14,216,278,531,321,688,851,576,163,152,148,185,168,82,112,4477,95,1810,3030,3218,2357,3615,4489,3913,910,892,935,958,981,576,824,28609
20902,0,0,4,3,28,29,51,26,10,3,4,9,9,6,5,191,0,3,13,17,27,134,92,121,17,39,39,69,51,45,20,688,0,0,0,0,9,39,54,49,10,10,19,17,31,20,7,273,0,34,99,447,105,162,46,11,4,3,14,0,9,0,30,968,0,0,0,69,32,31,13,15,3,0,5,4,5,4,7,197,8,90,213,286,173,149,208,181,41,34,29,40,27,12,74,1570,0,0,0,16,18,34,38,45,15,7,17,10,13,11,13,240,0,0,0,19,588,498,202,232,54,100,92,180,193,125,78,2357,0,0,0,0,5,5,10,25,3,0,0,3,3,3,0,61,0,76,161,483,374,558,805,943,186,291,401,613,594,434,193,6111,33,1613,3896,3790,2308,3561,3921,5141,983,1323,1764,2218,2157,1455,1318,35480
20903,0,0,7,16,26,35,134,91,9,16,20,9,0,3,3,366,0,8,10,28,13,26,30,12,3,0,4,7,0,0,3,153,0,0,0,0,6,3,21,9,0,3,7,9,3,0,4,67,0,13,26,61,8,15,3,3,0,0,0,0,0,0,0,136,0,0,0,16,3,3,3,4,3,0,0,0,0,0,0,36,15,160,470,668,353,341,540,449,57,69,46,40,18,20,68,3325,0,0,7,40,31,45,65,33,7,10,7,6,17,0,0,253,0,0,0,6,21,8,17,11,0,0,7,0,3,0,3,72,0,0,4,0,3,14,19,13,0,0,0,3,0,0,0,54,0,86,125,241,122,150,165,112,26,8,21,22,15,9,34,1123,21,705,1285,1688,1030,1155,1604,1208,207,208,166,186,150,75,243,9934
20904,0,0,0,13,41,48,154,162,29,10,34,25,29,14,11,567,0,3,16,50,100,548,757,877,129,215,154,112,103,74,55,3197,0,0,0,3,37,56,88,87,17,16,17,27,27,20,22,413,3,64,347,2381,629,890,522,226,50,26,35,51,39,20,177,5462,0,3,14,252,145,192,94,37,8,8,7,6,10,7,25,802,10,176,574,946,363,334,344,447,106,117,76,37,59,25,116,3740,0,0,7,21,18,26,64,82,13,16,10,14,27,11,13,317,0,0,0,9,754,1039,460,378,69,66,92,83,70,59,138,3213,0,0,0,0,4,3,78,137,18,37,19,29,22,27,3,384,3,116,321,1166,1015,1628,1964,1701,280,373,398,393,364,242,328,10295,52,2101,6094,9208,5069,8581,10867,13487,2267,2587,3104,2429,2417,1453,2594,72304
21001,0,0,5,4,11,15,18,9,3,5,3,6,0,0,0,95,0,3,19,43,18,79,42,59,3,13,12,4,0,0,3,305,0,0,0,0,3,14,21,22,3,5,3,3,3,5,0,77,0,4,17,172,28,12,10,3,0,4,0,0,0,0,11,255,0,0,0,50,29,49,15,5,0,3,7,0,3,0,3,171,4,124,250,248,114,98,114,79,34,13,20,21,18,0,36,1182,0,0,8,12,10,12,30,15,3,16,6,5,0,0,0,119,0,0,0,5,538,344,104,66,13,15,21,27,19,14,36,1195,0,0,0,0,5,3,0,3,0,0,0,0,0,0,0,15,3,155,234,427,300,307,244,190,32,49,46,41,37,30,91,2189,40,1708,3238,2632,1682,1777,1458,1184,230,316,406,265,267,156,614,15967
21002,0,0,0,7,6,11,28,23,0,0,3,4,0,0,0,94,0,0,5,6,4,3,5,0,0,0,0,3,0,0,5,34,0,0,0,0,0,0,5,5,0,0,0,3,5,0,0,24,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,5,109,267,408,170,130,178,121,22,11,9,3,4,3,35,1484,0,0,3,23,11,16,17,13,6,0,0,0,3,0,3,93,0,0,0,0,7,3,4,0,0,0,0,0,0,0,0,17,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,12,3,28,49,71,47,39,51,27,7,0,6,0,3,3,4,336,9,348,574,717,418,364,489,323,63,30,47,40,27,18,100,3561
21003,0,0,0,9,9,19,20,25,0,3,3,4,3,11,0,110,0,4,0,38,19,142,139,163,47,47,37,29,52,30,14,753,0,0,0,0,3,15,43,36,15,15,17,13,19,14,11,204,0,0,11,15,12,12,4,3,0,0,0,0,0,0,0,67,0,0,0,297,165,246,221,59,23,16,16,9,18,8,36,1121,16,107,197,177,124,103,146,143,49,28,24,41,18,9,25,1202,0,0,3,8,14,19,39,28,9,12,5,5,10,4,3,162,0,0,0,11,166,157,97,73,12,14,21,17,13,4,15,607,0,0,0,0,5,0,14,14,3,3,3,0,0,0,0,48,4,161,154,306,296,448,639,990,157,204,296,366,343,234,150,4750,63,1756,3128,2608,1784,2611,3505,4516,951,1160,1409,1471,1387,895,1155,28402
21004,0,0,3,10,15,5,36,55,10,7,0,3,8,0,5,163,0,0,0,13,5,20,14,13,3,6,10,5,3,3,4,87,0,0,0,0,4,7,13,17,0,7,5,3,5,3,5,62,0,0,3,11,0,3,0,0,0,0,0,0,0,0,5,30,0,0,0,15,3,4,0,0,0,0,0,0,0,0,0,20,9,108,340,512,244,177,171,96,21,37,12,4,16,5,48,1795,0,0,0,8,11,7,22,9,0,3,3,3,0,4,0,72,0,0,0,0,9,5,9,14,3,4,7,6,5,3,0,63,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,11,0,43,80,165,90,86,78,58,14,10,38,14,3,0,27,713,15,432,819,1099,658,661,879,684,165,139,144,118,112,60,195,6182
21005,0,0,4,10,27,31,35,43,9,8,0,12,10,5,3,192,0,0,13,135,75,603,557,904,99,192,100,106,90,75,82,3021,0,0,0,0,11,84,98,60,10,15,14,8,17,12,16,350,0,3,11,141,37,53,34,14,4,0,0,4,0,0,18,330,0,3,15,1632,981,1447,1064,442,101,66,65,48,48,38,226,6188,3,128,469,573,167,133,124,160,42,27,24,12,15,12,61,1958,0,0,3,9,13,25,56,39,3,13,14,13,16,4,12,227,0,0,0,9,354,467,138,105,22,25,28,25,14,17,49,1252,0,0,0,0,5,0,25,80,0,3,5,4,6,0,4,122,0,108,281,1108,862,1655,1835,1622,344,362,465,548,641,450,427,10703,14,1265,3233,6505,4451,8798,11678,12207,2235,2231,3139,2633,2360,1755,2249,64736
21101,0,3,15,51,243,205,273,165,22,34,9,20,22,6,13,1079,0,4,51,255,204,724,806,695,96,81,69,58,42,32,52,3178,0,0,0,7,42,54,79,74,5,13,12,17,19,13,15,346,0,0,13,28,3,6,3,0,0,0,0,0,0,0,3,61,0,0,3,51,17,16,12,9,0,0,0,0,0,0,3,117,20,537,1341,2096,935,669,495,341,71,63,41,46,30,16,219,6918,0,3,4,39,33,53,104,72,15,10,12,9,15,9,12,395,0,0,3,15,504,375,131,111,17,10,12,13,19,9,30,1252,0,0,5,4,20,3,30,26,4,4,4,5,6,0,0,115,28,270,423,892,996,1175,998,524,94,124,85,91,77,43,153,5961,80,1804,3632,5355,5034,7517,8314,7473,1250,1250,1060,1095,910,496,1247,46510
21102,0,0,3,10,31,32,122,66,0,6,0,0,3,3,0,285,0,0,8,25,4,21,4,10,0,0,0,3,0,0,0,87,0,0,0,0,3,9,3,3,0,4,3,3,3,0,3,35,0,3,7,9,3,3,0,3,0,0,0,0,0,0,0,33,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,14,4,97,181,267,137,120,164,99,20,13,6,6,17,0,27,1144,0,0,0,12,13,15,31,11,0,0,3,0,6,3,4,106,0,0,0,0,49,14,6,3,0,0,0,0,0,0,0,75,0,0,0,0,7,0,13,5,0,0,0,0,3,0,0,36,3,53,67,115,75,134,94,38,9,21,13,3,12,11,14,662,24,433,669,748,719,997,1045,693,120,138,130,143,130,63,154,6201
21103,3,0,17,26,130,84,214,149,6,33,18,11,21,8,12,737,0,12,26,84,28,103,101,141,14,20,25,23,14,21,8,612,0,0,0,3,16,35,54,111,11,14,35,27,30,29,12,385,0,0,8,15,7,3,5,0,0,0,0,0,0,0,0,28,0,0,0,11,3,4,5,4,3,0,3,4,3,0,0,38,41,461,1042,1589,656,454,464,318,63,57,27,37,35,21,144,5411,0,8,6,36,34,58,83,54,18,21,12,17,17,3,4,360,0,0,0,0,160,102,63,34,8,10,6,3,10,10,8,421,0,0,0,5,10,7,26,33,3,3,0,11,0,0,3,100,12,155,199,384,378,422,584,916,199,286,317,239,261,141,99,4583,83,1323,2145,3058,2270,2632,3873,4455,785,915,937,885,903,479,687,25432
21104,0,0,4,18,57,40,97,71,12,5,7,3,5,13,3,345,0,5,27,71,42,136,146,133,14,25,18,22,43,25,13,714,0,0,0,3,28,29,46,55,7,3,5,11,8,4,4,209,0,0,7,12,0,3,0,0,0,0,0,0,0,0,0,19,0,0,0,11,7,10,3,3,0,0,0,0,3,0,0,43,15,232,411,435,240,171,228,131,37,48,16,17,24,5,40,2042,0,3,3,16,15,29,52,25,0,14,6,6,12,3,6,197,0,0,0,12,459,244,60,70,22,10,6,10,5,13,21,936,0,0,0,3,7,3,11,12,6,0,0,3,4,0,0,57,3,126,140,290,421,425,365,344,47,72,60,84,79,49,68,2572,35,832,1422,1593,2049,3031,3961,3903,715,827,846,818,884,373,553,21838
21105,0,0,13,62,162,103,184,155,20,5,9,14,12,9,13,760,0,4,28,79,19,50,42,35,0,13,7,11,5,8,8,308,0,0,0,8,9,15,44,68,8,15,14,6,12,13,11,215,0,0,7,19,6,4,0,0,0,0,0,0,0,0,3,43,0,0,0,15,7,3,3,0,0,0,0,0,0,0,0,33,27,611,1832,2991,1116,775,823,555,83,66,68,63,46,17,286,9343,0,6,28,77,53,50,121,79,17,19,12,13,6,4,7,481,0,0,0,5,25,21,12,31,4,3,6,3,8,4,5,136,0,0,5,0,13,16,15,34,0,0,0,3,5,0,0,89,9,144,295,433,305,320,433,532,86,141,141,76,90,46,112,3161,74,1921,3779,4855,2793,2371,2889,2582,394,490,424,389,335,182,797,24289
21201,0,3,5,30,65,43,118,111,11,23,15,15,3,4,12,459,0,0,8,45,30,93,152,322,53,44,22,26,39,10,32,877,0,0,0,4,5,12,32,26,4,5,12,8,4,3,10,122,0,0,0,6,4,0,4,0,4,0,0,0,0,0,0,20,0,0,0,18,13,7,7,0,0,0,0,0,0,0,0,42,20,308,798,1340,649,453,454,529,92,71,55,37,31,12,145,5000,0,3,3,22,23,20,48,44,6,3,11,3,10,3,7,205,0,0,0,0,14,30,10,13,0,6,3,3,7,0,3,91,0,0,0,0,12,8,13,42,14,10,4,11,0,0,5,114,8,48,131,426,302,464,779,657,91,81,80,64,79,41,80,3333,46,866,1583,2462,1686,1834,2798,3529,551,530,446,377,428,204,542,17872
21202,0,3,14,51,216,173,289,191,26,35,15,22,18,8,27,1085,0,0,35,254,249,1081,1000,1257,151,332,196,152,166,94,102,5078,0,0,0,0,18,61,67,35,17,10,4,0,8,7,4,239,0,0,13,106,51,53,34,10,0,0,0,0,0,6,6,286,0,0,3,156,77,92,33,12,0,3,0,3,5,0,7,385,20,317,931,1432,736,505,421,437,69,69,70,53,47,15,168,5281,0,5,9,24,15,45,68,36,22,12,10,13,15,6,4,282,0,0,0,3,223,223,130,98,21,21,24,14,13,15,24,808,0,0,3,4,9,14,40,62,4,0,4,8,7,6,0,154,3,87,340,1568,1510,2846,3075,1927,384,425,527,333,301,221,390,13934,38,1095,2603,5397,4900,8524,9714,8420,1415,1703,1847,1301,1215,813,1413,50401
21203,3,0,10,24,188,121,279,216,25,26,17,20,24,10,10,973,0,7,21,190,202,916,1309,2113,288,332,228,168,167,125,132,6209,0,0,0,0,42,92,99,96,17,18,13,11,12,7,16,416,0,0,0,38,32,61,39,27,0,0,12,0,0,0,12,229,0,0,0,128,68,80,58,38,3,0,0,3,9,0,15,411,12,281,800,1562,854,532,469,499,64,79,46,34,38,17,155,5455,0,3,9,25,20,20,81,58,9,22,5,13,8,5,13,291,0,0,0,7,119,259,157,178,21,24,22,12,12,16,15,845,0,0,4,0,7,10,86,157,10,14,11,11,14,9,5,341,3,77,206,1038,1177,3100,4598,3536,616,539,689,537,554,353,406,17440,27,877,1975,4156,4050,8485,14102,16674,2380,2516,2330,1909,1774,1129,1625,64023
21204,0,0,4,42,195,91,87,90,16,14,4,8,6,7,6,576,0,4,58,553,385,1215,1044,1532,296,717,382,268,316,175,160,7110,0,0,0,5,173,234,177,285,30,42,61,95,94,45,47,1283,0,0,13,208,184,265,160,74,6,16,10,3,5,0,47,1005,0,5,10,281,143,193,118,50,7,0,11,4,4,3,23,850,16,291,648,993,404,205,145,137,35,29,30,24,22,10,106,3097,0,6,0,13,16,26,43,36,13,12,22,18,11,5,7,241,0,0,3,38,3528,4797,1951,1607,271,299,414,366,341,159,460,14232,0,0,0,0,3,0,23,73,11,8,6,6,23,6,0,160,7,132,421,2279,3205,5179,5875,4369,1055,1585,1735,1197,1101,665,929,29721,57,1550,4094,8221,10698,16926,16314,17955,3048,4855,5277,4601,4407,2623,3388,104015
21205,0,3,16,39,113,138,296,158,21,27,21,12,25,35,11,919,4,8,94,323,329,1198,1208,1422,222,278,304,330,397,308,130,6551,0,3,3,16,38,67,109,86,22,21,29,20,43,27,21,511,0,6,7,52,8,12,3,0,0,3,3,0,3,0,0,102,0,0,4,140,101,72,25,18,0,0,0,3,9,3,9,378,39,428,730,896,452,348,419,289,59,83,74,76,48,62,123,4129,0,0,5,39,40,53,124,75,29,21,22,36,29,21,22,524,3,3,4,35,1109,668,198,220,52,58,74,84,89,81,66,2736,0,0,0,4,11,7,38,37,0,3,8,3,4,11,4,131,19,263,518,1003,1082,1609,1535,1113,236,271,297,360,450,374,276,9398,114,1997,5120,6153,6243,11325,14034,13754,2914,3394,4040,5013,5795,3885,2732,86515
21301,0,3,3,8,32,20,55,29,4,3,0,5,3,0,0,168,0,3,10,57,52,291,248,364,96,320,209,82,55,46,47,1881,0,0,0,7,41,105,111,118,32,16,20,28,15,14,20,524,0,3,93,1685,334,375,234,67,17,14,33,23,26,3,103,3009,0,0,5,189,125,104,114,40,8,9,12,7,5,10,32,651,0,191,382,577,228,126,114,131,38,21,15,31,12,6,89,1954,0,0,3,13,17,28,42,63,10,13,12,5,16,5,8,240,0,0,6,36,4404,7174,3129,2726,466,544,786,624,569,278,879,21627,0,0,0,4,4,8,10,24,0,4,4,0,7,0,0,67,3,442,608,2244,2025,2939,3517,2815,560,762,852,695,721,381,570,19134,28,2855,5664,9665,9839,15885,12428,13465,2343,3340,3983,3333,3069,1811,3228,90936
21302,0,0,4,27,31,37,63,67,12,12,12,21,10,0,10,324,0,5,0,19,11,39,36,34,15,15,3,9,7,4,6,209,0,0,0,0,16,23,34,62,9,10,11,10,24,4,9,210,0,3,52,408,77,80,30,12,3,3,0,3,0,0,17,677,0,0,0,22,12,6,11,6,0,0,0,0,0,0,0,57,14,270,653,660,318,308,468,393,113,110,77,59,63,36,87,3640,0,3,0,25,32,35,60,67,20,9,16,24,6,12,8,323,0,0,0,6,496,462,137,92,15,30,25,13,25,5,46,1350,0,0,3,0,5,3,3,12,3,4,3,0,0,0,0,44,3,139,298,670,432,515,630,452,113,127,129,134,139,93,113,3996,42,1426,3059,3419,2397,2875,3296,3138,745,787,777,774,738,434,770,24672
