SA3_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
20101,3,0,0,4,0,3,0,4,0,81,7,103,0,0,0,0,0,0,0,7,0,52,0,70,0,4,0,0,0,0,0,18,0,39,0,61,0,0,0,0,0,0,0,10,3,26,0,45,4,13,3,7,0,9,0,49,3,326,3,410,4,12,0,11,0,19,4,61,8,153,4,266,7,42,4,23,4,57,0,123,15,1212,19,1498,12,58,0,54,4,116,4,127,14,467,3,857,47,90,6,120,13,148,5,126,22,445,4,1018,121,68,3,233,11,121,7,93,12,273,10,950,146,32,4,206,8,108,9,41,4,76,0,638,206,23,3,180,19,92,8,28,9,64,0,627,544,56,21,265,28,120,12,31,12,96,3,1191,335,19,8,159,21,27,7,10,3,34,3,633,196,3,6,79,12,4,0,0,0,18,0,315,103,0,5,18,5,23,0,5,0,9,0,175,135,18,9,88,11,28,3,12
20102,0,3,0,4,0,4,0,0,0,39,0,46,0,3,0,0,0,4,0,3,0,27,0,44,3,4,0,3,0,3,0,5,0,16,0,36,0,0,0,0,0,0,0,5,0,4,0,12,9,7,0,3,0,3,0,17,4,118,0,173,0,7,0,3,0,8,0,31,3,50,0,111,15,21,3,19,0,16,0,52,12,353,0,497,9,29,0,23,0,50,4,61,3,139,0,312,25,32,5,45,7,48,6,52,10,141,9,366,51,37,8,75,4,30,0,24,8,91,3,324,24,13,4,40,8,34,5,13,7,19,0,164,42,19,4,39,11,32,3,3,4,21,0,169,133,21,3,84,9,69,3,16,5,25,0,369,94,12,3,60,6,18,3,7,0,9,0,207,50,6,3,27,4,6,0,0,3,10,0,111,26,3,0,3,3,14,0,0,0,7,0,61,49,10,0,28,3,19,0,7
20103,3,0,0,4,0,0,0,0,0,46,3,57,0,3,0,3,0,0,0,0,0,25,3,32,0,0,0,0,0,3,0,3,0,15,3,25,0,0,0,0,0,0,3,0,0,6,0,14,7,13,3,13,0,7,0,18,0,179,4,230,0,5,0,5,4,19,0,29,0,67,3,137,9,13,3,14,0,32,4,52,12,563,11,710,18,27,5,28,0,46,4,52,5,148,3,331,20,27,4,62,3,54,3,34,3,121,9,341,40,20,6,60,3,33,9,21,4,79,0,274,33,3,0,53,3,21,0,7,0,12,0,142,48,8,0,54,8,16,3,3,3,18,0,160,84,14,3,41,4,22,8,9,3,17,5,210,37,9,0,28,4,4,0,0,3,5,0,97,22,3,0,6,3,0,0,0,0,0,0,35,4,3,0,4,0,0,0,0,0,0,0,20,15,0,0,9,0,3,0,0
20201,0,0,0,0,0,3,0,4,0,65,0,79,3,3,0,0,0,0,0,7,3,52,0,69,0,0,0,3,0,4,0,12,0,30,0,46,0,0,0,0,0,0,0,3,0,11,0,20,4,7,0,3,0,8,0,36,7,303,6,368,0,13,0,6,0,12,0,63,10,118,4,229,7,36,0,23,0,56,6,101,12,1104,11,1363,11,55,8,54,3,101,6,137,17,432,4,835,31,61,6,146,5,144,16,116,14,476,11,1032,154,78,6,236,12,103,6,72,16,315,0,997,130,24,5,183,13,91,4,30,9,71,0,563,199,37,11,139,12,55,8,24,5,77,0,567,464,36,6,284,35,93,16,45,7,91,0,1076,288,20,10,144,27,26,3,14,4,36,3,581,187,6,5,72,5,8,7,8,3,20,0,320,72,6,3,22,3,19,0,4,0,10,0,135,96,14,5,75,5,33,3,9
20202,3,0,0,0,0,3,0,0,0,39,0,55,9,0,0,0,0,0,0,4,0,49,0,60,4,3,0,0,0,0,0,12,3,25,0,49,0,0,0,0,0,3,0,4,0,12,0,26,18,17,0,9,0,6,4,32,9,188,0,273,6,10,0,4,0,7,3,38,0,76,0,142,13,16,5,20,3,28,5,78,12,618,8,806,13,34,3,29,3,53,3,64,13,264,3,483,38,71,9,57,3,63,0,71,4,328,3,652,63,62,4,93,9,74,4,57,10,154,4,529,62,28,3,79,3,50,5,33,11,50,0,319,67,27,3,77,6,49,0,16,4,33,0,297,158,41,6,150,20,69,10,23,6,61,3,547,122,13,3,93,13,24,0,12,3,14,0,307,79,11,0,41,6,11,3,3,0,16,0,177,53,0,0,15,4,19,0,6,0,3,0,100,90,11,12,46,10,19,0,10
20203,6,0,0,3,0,0,0,0,0,10,3,23,5,0,0,0,0,0,0,0,0,14,0,26,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,3,0,9,3,4,0,6,0,0,0,11,0,65,3,91,3,0,0,0,0,4,0,10,0,21,0,44,9,7,0,7,0,8,0,13,6,197,6,260,14,9,3,17,3,18,0,19,4,53,0,139,18,15,3,30,0,23,0,9,0,51,3,153,24,7,3,29,0,15,3,3,0,39,0,134,13,0,3,30,0,19,0,5,0,7,0,74,22,3,4,26,3,6,0,4,0,12,0,81,56,10,0,32,4,7,0,4,0,5,3,121,23,4,3,13,3,3,0,0,0,4,0,55,15,0,0,3,0,0,0,0,0,0,0,30,7,0,0,6,0,0,0,0,0,0,0,14,15,0,3,5,3,0,0,0
20301,0,3,0,0,0,0,0,0,0,13,0,18,0,0,0,0,0,0,0,0,0,10,0,14,0,3,0,0,0,0,0,3,0,7,0,19,0,0,0,0,0,0,0,4,0,3,0,3,10,4,0,0,0,6,0,9,0,58,0,82,3,4,0,3,0,3,0,20,0,24,0,58,3,8,0,8,0,12,4,42,0,183,3,273,9,13,0,3,0,22,3,33,3,55,0,148,9,26,5,30,3,31,5,25,4,73,3,216,34,16,4,57,6,29,0,21,5,47,3,219,20,9,0,35,3,18,3,6,0,3,0,104,24,10,0,42,3,23,3,9,0,17,0,119,103,11,3,56,4,32,0,7,0,16,0,240,76,6,0,43,4,8,0,3,0,6,0,147,33,0,3,19,4,0,0,3,0,0,0,63,21,0,0,0,0,8,0,0,0,0,0,25,26,3,0,21,0,9,0,9
20302,4,3,0,0,0,3,0,0,0,203,0,220,0,3,0,0,0,3,0,7,0,101,0,124,0,7,0,0,0,3,0,37,4,68,3,123,0,0,0,0,0,6,0,15,0,49,0,68,5,24,4,5,0,10,4,75,9,745,3,890,3,31,0,11,0,35,3,101,8,254,0,452,13,69,3,39,3,102,4,204,19,2037,38,2534,17,91,4,79,3,213,7,240,18,860,5,1553,47,119,7,205,14,278,18,195,32,859,10,1787,194,141,11,365,17,205,15,153,17,529,9,1658,204,59,7,312,21,176,13,59,7,137,0,988,301,51,17,330,18,160,10,55,12,151,0,1103,1032,76,18,521,52,199,25,64,7,173,8,2182,718,34,16,349,40,60,23,29,10,49,3,1323,393,14,11,127,22,34,4,13,0,34,0,658,205,6,4,39,12,41,0,11,4,21,0,361,282,28,15,159,11,75,8,34
20303,5,0,0,0,0,0,0,3,3,96,0,112,3,0,0,0,0,3,0,9,0,66,0,75,0,0,0,0,0,0,0,18,0,26,0,51,0,0,0,0,0,0,0,14,3,19,0,38,7,12,0,0,0,4,3,37,0,274,0,335,0,11,0,3,0,12,0,46,3,126,3,199,6,29,0,15,0,24,3,92,9,862,16,1055,8,62,0,26,0,45,6,98,8,461,6,710,25,75,3,84,6,73,13,120,9,535,5,940,51,67,8,120,0,59,10,98,15,360,3,780,41,32,4,102,0,65,3,54,9,116,3,447,103,27,8,126,9,49,5,30,4,128,3,492,346,56,12,192,13,89,10,58,16,147,3,932,245,26,6,154,15,26,4,19,3,56,0,557,154,21,3,70,7,9,3,9,0,33,0,312,77,10,3,31,0,35,3,16,7,12,0,183,153,33,7,74,4,36,7,28
20401,11,0,4,9,0,4,0,4,0,73,0,106,3,9,0,7,0,3,0,11,0,33,0,63,0,0,0,7,3,3,0,20,4,20,0,57,0,0,0,0,0,0,0,7,3,24,0,34,9,20,0,10,3,10,0,31,4,241,3,329,10,11,0,12,0,18,3,45,11,86,3,202,26,27,0,22,5,28,3,91,15,785,9,1014,25,37,0,42,3,59,7,93,15,241,4,519,49,66,9,91,5,90,16,74,14,279,0,697,88,51,6,136,9,73,17,48,8,180,8,621,69,22,3,101,10,51,3,29,6,49,0,338,112,27,0,77,4,45,9,19,7,57,0,357,228,28,10,166,19,63,10,20,5,44,3,588,163,14,5,92,18,29,4,9,0,20,0,353,82,8,8,35,9,7,0,3,0,9,0,161,37,3,6,14,4,14,0,5,0,4,0,92,76,19,4,28,4,14,5,8
