SA3_CODE_2016,M_15_19_CF_Own_CCO,M_15_19_CF_Oth_CCO,M_15_19_CF_Own_CC_Oth_CC,M_15_19_CF_Total,M_15_19_DNPCC,M_15_19_UCC_NS,M_15_19_Total,M_20_24_CF_Own_CCO,M_20_24_CF_Oth_CCO,M_20_24_CF_Own_CC_Oth_CC,M_20_24_CF_Total,M_20_24_DNPCC,M_20_24_UCC_NS,M_20_24_Total,M_25_34_CF_Own_CCO,M_25_34_CF_Oth_CCO,M_25_34_CF_Own_CC_Oth_CC,M_25_34_CF_Total,M_25_34_DNPCC,M_25_34_UCC_NS,M_25_34_Total,M_35_44_CF_Own_CCO,M_35_44_CF_Oth_CCO,M_35_44_CF_Own_CC_Oth_CC,M_35_44_CF_Total,M_35_44_DNPCC,M_35_44_UCC_NS,M_35_44_Total,M_45_54_CF_Own_CCO,M_45_54_CF_Oth_CCO,M_45_54_CF_Own_CC_Oth_CC,M_45_54_CF_Total,M_45_54_DNPCC,M_45_54_UCC_NS,M_45_54_Total,M_55_64_CF_Own_CCO,M_55_64_CF_Oth_CCO,M_55_64_CF_Own_CC_Oth_CC,M_55_64_CF_Total,M_55_64_DNPCC,M_55_64_UCC_NS,M_55_64_Total,M_65_74_CF_Own_CCO,M_65_74_CF_Oth_CCO,M_65_74_CF_Own_CC_Oth_CC,M_65_74_CF_Total,M_65_74_DNPCC,M_65_74_UCC_NS,M_65_74_Total,M_75_84_CF_Own_CCO,M_75_84_CF_Oth_CCO,M_75_84_CF_Own_CC_Oth_CC,M_75_84_CF_Total,M_75_84_DNPCC,M_75_84_UCC_NS,M_75_84_Total,M_85ov_CF_Own_CCO,M_85ov_CF_Oth_CCO,M_85ov_CF_Own_CC_Oth_CC,M_85ov_CF_Total,M_85ov_DNPCC,M_85ov_UCC_NS,M_85ov_Total,M_Tot_CF_Own_CCO,M_Tot_CF_Oth_CCO,M_Tot_CF_Own_CC_Oth_CC,M_Tot_CF_Total,M_Tot_DNPCC,M_Tot_UCC_NS,M_Tot_Total,F_15_19_CF_Own_CCO,F_15_19_CF_Oth_CCO,F_15_19_CF_Own_CC_Oth_CC,F_15_19_CF_Total,F_15_19_DNPCC,F_15_19_UCC_NS,F_15_19_Total,F_20_24_CF_Own_CCO,F_20_24_CF_Oth_CCO,F_20_24_CF_Own_CC_Oth_CC,F_20_24_CF_Total,F_20_24_DNPCC,F_20_24_UCC_NS,F_20_24_Total,F_25_34_CF_Own_CCO,F_25_34_CF_Oth_CCO,F_25_34_CF_Own_CC_Oth_CC,F_25_34_CF_Total,F_25_34_DNPCC,F_25_34_UCC_NS,F_25_34_Total,F_35_44_CF_Own_CCO,F_35_44_CF_Oth_CCO,F_35_44_CF_Own_CC_Oth_CC,F_35_44_CF_Total,F_35_44_DNPCC,F_35_44_UCC_NS,F_35_44_Total,F_45_54_CF_Own_CCO,F_45_54_CF_Oth_CCO,F_45_54_CF_Own_CC_Oth_CC,F_45_54_CF_Total,F_45_54_DNPCC,F_45_54_UCC_NS,F_45_54_Total,F_55_64_CF_Own_CCO,F_55_64_CF_Oth_CCO,F_55_64_CF_Own_CC_Oth_CC,F_55_64_CF_Total,F_55_64_DNPCC,F_55_64_UCC_NS,F_55_64_Total,F_65_74_CF_Own_CCO,F_65_74_CF_Oth_CCO,F_65_74_CF_Own_CC_Oth_CC,F_65_74_CF_Total,F_65_74_DNPCC,F_65_74_UCC_NS,F_65_74_Total,F_75_84_CF_Own_CCO,F_75_84_CF_Oth_CCO,F_75_84_CF_Own_CC_Oth_CC,F_75_84_CF_Total,F_75_84_DNPCC,F_75_84_UCC_NS,F_75_84_Total,F_85ov_CF_Own_CCO,F_85ov_CF_Oth_CCO,F_85ov_CF_Own_CC_Oth_CC,F_85ov_CF_Total,F_85ov_DNPCC,F_85ov_UCC_NS,F_85ov_Total,F_Tot_CF_Own_CCO,F_Tot_CF_Oth_CCO,F_Tot_CF_Own_CC_Oth_CC,F_Tot_CF_Total,F_Tot_DNPCC,F_Tot_UCC_NS,F_Tot_Total,P_15_19_CF_Own_CCO,P_15_19_CF_Oth_CCO,P_15_19_CF_Own_CC_Oth_CC,P_15_19_CF_Total,P_15_19_DNPCC,P_15_19_UCC_NS,P_15_19_Total,P_20_24_CF_Own_CCO,P_20_24_CF_Oth_CCO,P_20_24_CF_Own_CC_Oth_CC,P_20_24_CF_Total,P_20_24_DNPCC,P_20_24_UCC_NS,P_20_24_Total,P_25_34_CF_Own_CCO,P_25_34_CF_Oth_CCO,P_25_34_CF_Own_CC_Oth_CC,P_25_34_CF_Total,P_25_34_DNPCC,P_25_34_UCC_NS,P_25_34_Total,P_35_44_CF_Own_CCO,P_35_44_CF_Oth_CCO,P_35_44_CF_Own_CC_Oth_CC,P_35_44_CF_Total,P_35_44_DNPCC,P_35_44_UCC_NS,P_35_44_Total,P_45_54_CF_Own_CCO,P_45_54_CF_Oth_CCO,P_45_54_CF_Own_CC_Oth_CC,P_45_54_CF_Total,P_45_54_DNPCC,P_45_54_UCC_NS,P_45_54_Total,P_55_64_CF_Own_CCO,P_55_64_CF_Oth_CCO,P_55_64_CF_Own_CC_Oth_CC,P_55_64_CF_Total,P_55_64_DNPCC,P_55_64_UCC_NS,P_55_64_Total,P_65_74_CF_Own_CCO,P_65_74_CF_Oth_CCO,P_65_74_CF_Own_CC_Oth_CC,P_65_74_CF_Total,P_65_74_DNPCC,P_65_74_UCC_NS,P_65_74_Total,P_75_84_CF_Own_CCO,P_75_84_CF_Oth_CCO,P_75_84_CF_Own_CC_Oth_CC,P_75_84_CF_Total,P_75_84_DNPCC,P_75_84_UCC_NS,P_75_84_Total,P_85ov_CF_Own_CCO,P_85ov_CF_Oth_CCO,P_85ov_CF_Own_CC_Oth_CC,P_85ov_CF_Total
20902,8,85,0,93,2090,240,2420,41,80,8,132,3399,318,3844,1290,161,10,1460,6862,803,9126,2993,110,55,3163,3265,546,6972,1643,97,23,1758,3512,457,5727,310,222,10,540,3411,341,4294,30,420,4,454,2137,324,2922,14,189,0,203,1823,300,2336,0,12,0,13,805,185,996,6333,1367,114,7817,27301,3513,38634,14,125,3,138,1986,223,2355,128,194,4,322,3351,321,3991,2104,327,56,2486,5684,680,8848,3564,255,143,3966,2646,468,7080,1645,310,54,2015,3598,450,6063,161,764,20,945,3190,365,4498,39,718,3,761,2398,372,3525,10,178,0,189,2428,392,3010,4,9,0,20,1233,398,1646,7667,2884,288,10847,26507,3664,41019,28,205,3,233,4072,464,4771,170,275,11,455,6749,634,7837,3395,484,66,3945,12543,1486,17970,6561,364,199,7122,5915,1015,14050,3284,411,78,3775,7116,904,11795,466,987,32,1487,6598,708,8793,72,1136,10,1215,4532,694,6444,27,372,0,392,4259,694,5343,6,18,0,31
20903,13,95,0,107,2276,175,2565,16,63,0,81,1946,97,2129,646,73,7,725,2137,136,3006,2575,70,61,2708,1142,206,4055,1979,98,65,2148,2738,283,5173,299,443,12,756,3675,231,4661,32,636,3,675,2021,178,2869,5,109,0,109,778,96,983,3,5,0,6,211,42,258,5561,1600,160,7316,16929,1447,25700,3,140,3,147,2010,151,2310,44,115,0,159,1759,85,2006,1014,152,49,1212,1664,138,3015,3109,138,223,3474,867,209,4550,1986,297,77,2356,2967,248,5580,145,1149,11,1311,3267,221,4800,21,981,4,1010,1624,189,2825,4,98,0,105,825,116,1054,3,5,0,8,384,67,462,6344,3074,375,9786,15366,1439,26595,19,232,7,257,4287,330,4873,57,181,5,245,3707,187,4133,1658,223,56,1940,3801,278,6019,5684,203,288,6177,2013,412,8606,3970,394,147,4506,5708,535,10755,450,1600,24,2069,6936,451,9465,51,1623,5,1677,3641,370,5692,11,209,0,217,1603,215,2030,7,8,0,19
20904,29,201,3,231,5731,543,6503,170,228,8,409,6433,483,7318,5046,420,65,5525,11009,1128,17659,8245,251,140,8638,6244,906,15791,3748,297,54,4100,8166,725,12994,602,923,16,1539,7896,674,10108,118,1123,6,1250,5178,628,7046,26,222,0,241,2937,378,3564,12,14,0,23,842,116,980,17985,3679,292,21958,54441,5571,81967,44,352,12,405,5277,514,6202,542,448,26,1013,5697,445,7159,8041,740,235,9012,8367,1143,18520,9656,458,342,10451,4654,834,15940,3408,917,105,4430,8488,803,13726,308,2636,32,2974,7405,748,11125,100,1632,16,1749,5128,664,7542,30,221,4,256,3344,463,4064,15,11,0,25,1258,174,1458,22148,7411,762,30325,49622,5791,85741,70,548,15,635,11014,1059,12705,713,680,33,1423,12129,927,14478,13089,1153,295,14542,19376,2266,36186,17904,708,476,19090,10902,1746,31737,7154,1215,163,8527,16655,1528,26716,910,3558,42,4517,15304,1416,21235,218,2760,23,3000,10301,1289,14594,56,444,4,496,6283,844,7626,26,27,0,50
21001,3,47,0,50,1561,128,1741,8,37,0,47,1603,97,1743,669,90,0,762,2469,214,3446,2112,70,30,2210,1464,186,3869,1345,61,15,1424,2334,202,3958,189,252,3,437,2467,166,3069,31,541,4,574,1989,261,2824,19,169,0,184,1560,230,1977,0,10,0,8,601,99,706,4373,1271,58,5694,16048,1582,23324,3,61,0,71,1347,112,1529,46,84,3,126,1348,74,1557,1059,189,19,1264,2028,193,3484,2638,135,98,2863,1070,186,4125,1287,177,29,1503,2437,190,4125,106,776,11,892,2440,228,3559,43,917,5,967,2168,298,3434,14,166,0,183,1888,291,2360,3,9,0,9,826,170,1003,5200,2515,168,7881,15547,1748,25176,9,110,3,118,2913,245,3273,52,116,3,174,2949,170,3294,1726,279,19,2026,4497,406,6922,4748,206,125,5081,2533,374,7986,2633,243,52,2921,4768,393,8086,296,1027,14,1331,4905,392,6625,79,1456,7,1541,4157,563,6258,30,335,0,367,3444,520,4338,7,18,0,16
21002,5,39,0,48,869,99,1020,16,26,0,40,654,45,741,431,34,5,475,705,75,1246,1191,26,46,1267,505,133,1905,830,72,16,912,1208,138,2264,120,164,6,286,1543,153,1985,9,222,0,238,1166,134,1532,0,47,3,45,446,86,585,0,8,0,7,137,18,166,2609,635,73,3322,7231,885,11437,4,79,0,86,751,99,932,31,43,0,75,561,37,674,629,68,33,731,572,74,1378,1386,61,118,1568,448,127,2141,783,135,35,960,1280,149,2396,57,444,0,500,1390,133,2024,8,379,0,395,969,143,1507,4,46,0,56,397,82,532,0,3,0,3,180,60,248,2913,1269,190,4365,6548,909,11823,13,122,0,129,1623,198,1952,50,63,0,118,1215,82,1412,1056,105,41,1203,1271,144,2623,2580,93,163,2834,951,265,4039,1615,206,54,1873,2493,294,4657,178,605,3,786,2934,286,4009,23,603,0,629,2130,273,3040,9,88,3,100,850,171,1116,3,12,0,14
21003,6,66,0,77,1720,194,1992,38,78,0,114,2355,188,2662,1302,133,17,1454,5266,593,7303,2668,79,35,2782,2486,437,5706,1220,69,16,1305,2757,307,4366,196,157,6,356,2473,234,3060,29,235,3,264,1634,221,2113,12,132,3,150,1547,230,1932,3,10,0,14,850,127,987,5470,959,79,6513,21084,2522,30119,12,101,3,117,1476,158,1754,147,141,0,289,1859,171,2321,2176,226,56,2457,3907,477,6839,3049,166,99,3310,1877,382,5566,1172,241,41,1459,2741,282,4481,93,561,6,658,2408,258,3324,33,474,5,505,1817,252,2581,18,156,0,174,2357,311,2832,7,8,0,15,1445,175,1635,6693,2067,221,8980,19891,2462,31333,22,165,3,194,3204,355,3745,185,220,3,403,4215,355,4981,3476,360,73,3907,9171,1067,14141,5717,251,130,6095,4359,818,11273,2389,308,57,2759,5495,587,8848,284,715,14,1011,4883,487,6388,59,705,12,772,3452,469,4692,27,290,3,323,3905,536,4766,7,19,0,30
21004,6,56,0,59,1216,104,1382,54,35,0,86,1190,79,1350,757,73,19,851,1513,142,2507,1428,59,40,1536,887,135,2559,832,84,19,926,1614,144,2682,135,268,6,407,1783,168,2355,21,245,0,265,1093,126,1491,5,47,0,47,541,82,678,3,0,0,6,188,33,224,3234,869,87,4190,10027,1018,15233,9,98,0,108,1096,83,1284,101,80,5,186,1063,79,1327,1095,146,58,1297,1199,136,2632,1727,110,87,1933,665,145,2742,812,232,31,1073,1792,141,3012,77,646,4,730,1665,163,2550,16,400,8,427,1058,132,1618,3,53,0,55,645,110,818,0,6,0,11,331,55,399,3847,1776,193,5816,9516,1050,16383,12,155,0,166,2312,185,2673,156,109,5,269,2250,163,2680,1853,219,80,2147,2716,272,5137,3157,176,127,3462,1546,282,5294,1639,311,51,2005,3409,288,5699,212,918,10,1135,3446,322,4911,39,648,7,690,2153,260,3109,6,96,0,108,1192,194,1491,6,11,0,14
21005,28,186,4,211,5040,498,5751,169,197,3,369,5385,514,6262,3174,304,40,3520,8560,1048,13132,5136,152,69,5354,4975,816,11145,2716,223,47,2983,6595,763,10340,471,507,24,1001,5932,577,7512,74,558,7,635,3593,411,4639,20,131,0,151,1708,245,2101,0,6,0,10,427,72,503,11781,2256,190,14225,42216,4944,61389,61,331,7,396,4841,494,5733,578,348,23,949,4475,361,5791,5644,459,128,6230,6092,921,13248,6298,309,201,6801,3677,684,11161,2551,648,87,3282,6664,686,10636,257,1433,37,1724,5392,544,7658,60,944,4,1007,3500,483,4991,22,118,0,138,1949,299,2393,3,10,0,10,667,98,772,15462,4597,482,20547,37264,4577,62385,82,517,9,608,9881,993,11482,752,540,31,1320,9860,878,12056,8818,765,169,9749,14652,1971,26377,11432,457,262,12149,8655,1503,22311,5270,868,136,6270,13259,1446,20972,730,1941,59,2720,11329,1120,15172,133,1500,11,1639,7092,892,9628,37,253,0,289,3655,549,4493,3,20,0,23
21101,13,182,0,197,4638,253,5083,97,161,0,253,4752,221,5228,2351,275,46,2676,6874,472,10022,5534,170,138,5835,3778,490,10105,3275,246,67,3586,6502,450,10541,552,847,12,1408,7692,470,9573,80,1170,5,1256,4829,401,6490,22,228,3,247,2620,351,3217,5,6,0,16,929,154,1102,11930,3283,266,15473,42608,3268,61356,21,285,8,314,4257,259,4831,217,307,10,530,4278,162,4974,3559,480,158,4198,5651,469,10322,6715,343,320,7372,2858,417,10656,3252,628,143,4014,7064,455,11534,321,2328,32,2676,7197,456,10334,83,1838,7,1928,4794,464,7179,28,212,0,247,3201,459,3899,4,15,0,18,1673,312,2008,14195,6434,673,21298,40976,3456,65727,35,467,5,511,8901,506,9911,310,467,10,790,9023,386,10195,5915,752,207,6870,12525,945,20341,12246,511,451,13214,6634,913,20762,6527,871,209,7605,13569,905,22077,868,3174,44,4089,14887,926,19902,159,3012,11,3178,9619,869,13668,48,437,3,493,5815,806,7118,9,28,0,31
21102,3,42,0,46,970,60,1076,8,26,0,43,838,34,911,174,25,3,211,765,49,1031,792,17,11,823,432,72,1332,859,32,18,903,1109,100,2110,148,167,3,315,1366,76,1758,15,272,0,283,896,68,1253,4,57,0,64,533,58,653,0,4,0,7,203,29,241,2010,647,35,2696,7122,545,10358,3,71,0,75,874,45,989,14,33,0,45,691,30,765,301,55,9,365,612,46,1022,1113,37,65,1218,337,60,1608,882,82,32,990,1155,86,2233,54,409,8,466,1249,93,1811,21,450,3,476,777,86,1332,3,74,0,81,572,67,715,0,4,0,4,366,58,432,2385,1215,112,3715,6635,562,10918,10,112,0,120,1841,98,2068,21,65,0,91,1531,63,1684,472,86,12,574,1384,94,2053,1903,62,77,2043,772,126,2945,1735,109,45,1889,2267,187,4342,205,576,11,784,2617,167,3572,31,723,4,757,1669,156,2588,8,136,0,139,1101,123,1366,0,5,0,8
21103,5,124,0,133,3106,209,3447,63,91,4,159,3047,158,3368,1853,212,36,2103,4858,348,7308,4205,135,116,4448,2829,343,7623,2440,173,50,2661,4171,379,7220,341,566,10,914,4815,294,6025,51,874,3,924,3153,254,4332,12,200,0,211,1909,219,2342,4,9,0,15,746,135,895,8974,2384,214,11572,28641,2336,42550,26,223,9,257,2769,176,3203,168,212,6,387,2705,140,3234,2855,421,120,3397,4133,385,7912,4798,296,347,5443,2129,335,7905,2381,455,91,2930,4617,331,7879,181,1527,25,1732,4611,296,6642,54,1473,8,1542,3375,377,5285,20,227,3,243,2420,385,3051,3,5,0,13,1407,330,1743,10489,4845,612,15949,28165,2755,46869,34,347,5,389,5876,385,6649,234,308,10,551,5750,302,6600,4712,634,150,5497,8989,736,15221,9000,425,462,9892,4962,678,15525,4818,627,147,5592,8791,716,15100,518,2095,31,2647,9432,586,12669,104,2349,11,2469,6526,629,9618,27,429,3,457,4335,602,5392,9,13,0,22
21104,6,78,3,85,1665,74,1826,18,38,0,54,1686,93,1836,835,80,11,924,2823,183,3929,2419,64,43,2531,1603,170,4299,1526,69,33,1624,2096,141,3866,245,243,3,496,2458,118,3068,49,578,5,630,1911,130,2669,16,161,0,175,1330,134,1640,3,3,0,8,514,99,623,5120,1313,105,6533,16076,1148,23762,9,88,4,104,1479,70,1652,33,86,3,119,1463,67,1649,1290,166,39,1493,2389,178,4063,2955,126,140,3221,1205,162,4593,1404,164,59,1624,2413,153,4191,146,716,3,867,2553,143,3567,62,937,6,1005,2004,153,3168,16,188,0,204,1664,245,2110,0,6,0,10,886,176,1072,5915,2484,258,8658,16058,1338,26055,16,167,4,186,3148,141,3484,49,125,3,181,3144,164,3485,2132,243,51,2419,5213,358,7993,5373,189,185,5754,2807,336,8890,2925,234,90,3248,4505,296,8056,393,959,7,1361,5013,258,6637,116,1514,11,1639,3914,282,5843,27,354,0,382,2998,376,3752,4,13,0,17
21105,14,216,3,233,4317,398,4948,122,165,4,294,4046,267,4601,2575,251,52,2875,5403,475,8755,5400,207,200,5803,3214,540,9566,3210,361,83,3658,6236,574,10468,496,951,20,1465,7490,567,9526,78,1116,3,1197,5299,569,7066,23,207,0,227,2385,341,2956,3,11,0,16,826,144,981,11928,3482,360,15771,39213,3878,58862,30,366,0,392,4002,354,4752,284,328,20,625,3442,215,4283,3705,505,257,4472,4140,461,9068,6342,375,443,7162,2452,478,10094,2994,877,159,4027,6468,590,11094,241,2494,18,2759,6760,574,10093,64,1787,3,1858,4849,597,7307,16,212,3,228,2687,440,3357,5,16,0,23,1273,257,1546,13682,6955,911,21550,36085,3961,61587,42,575,3,627,8320,750,9693,404,490,24,916,7485,480,8881,6284,758,307,7348,9547,929,17828,11743,584,642,12969,5665,1020,19655,6206,1236,242,7687,12706,1167,21559,738,3444,38,4226,14248,1143,19614,142,2897,8,3054,10148,1161,14366,38,418,3,459,5071,781,6308,15,24,0,33
21201,8,179,4,195,2701,340,3237,182,121,7,305,2406,193,2905,2335,180,62,2577,3518,379,6475,3722,143,100,3961,2111,404,6473,1849,232,29,2107,3580,426,6111,279,477,7,766,3628,361,4755,29,436,8,470,2562,305,3338,10,87,0,96,1239,202,1531,3,7,0,10,367,72,451,8414,1852,215,10479,22112,2679,35266,27,266,0,291,2440,276,3010,367,242,29,645,2197,200,3035,3512,355,209,4074,2775,394,7244,4274,241,243,4755,1615,387,6762,1696,575,67,2339,3659,397,6398,139,1170,20,1329,3218,350,4896,30,731,3,759,2517,304,3590,3,82,0,84,1266,248,1597,3,18,0,21,594,115,730,10047,3677,570,14295,20289,2679,37261,33,448,4,488,5145,614,6244,547,364,38,948,4598,396,5945,5847,531,269,6649,6296,774,13717,7992,384,340,8716,3727,789,13234,3541,803,99,4443,7239,826,12505,417,1648,27,2092,6846,715,9651,56,1166,12,1230,5083,606,6925,11,168,0,181,2503,444,3124,6,18,0,31
21202,16,184,4,201,4413,328,4949,113,160,0,276,4294,293,4863,2228,211,32,2467,5573,517,8562,4721,142,103,4969,3480,452,8901,2731,204,46,2980,5696,471,9146,455,645,6,1108,5865,395,7362,50,669,9,731,3477,346,4550,13,145,0,163,1877,264,2304,0,3,0,5,646,110,763,10336,2370,200,12901,35333,3173,51408,32,326,0,361,3909,292,4561,298,317,12,620,3530,232,4386,3679,390,142,4205,4020,452,8675,5857,257,219,6328,2606,381,9315,2520,637,77,3239,5767,454,9457,236,1730,21,1984,5348,392,7725,55,1047,10,1106,3313,424,4847,12,142,3,164,2260,318,2735,3,8,0,16,1113,149,1274,12686,4852,488,18029,31858,3094,52981,55,512,4,569,8321,618,9510,404,478,12,901,7819,525,9246,5903,597,176,6680,9593,968,17243,10579,399,319,11301,6088,828,18219,5246,850,123,6215,11467,921,18600,692,2369,30,3088,11211,789,15095,104,1718,11,1835,6794,768,9398,24,292,3,323,4132,583,5035,9,11,0,23
21203,27,235,11,275,5177,478,5932,268,224,8,494,4944,406,5842,4211,343,80,4632,7373,858,12856,7149,236,140,7524,5113,874,13512,3010,303,64,3376,6525,679,10577,468,670,21,1157,5750,537,7446,86,516,7,610,3295,404,4305,13,88,0,105,1424,268,1806,8,6,0,14,401,89,506,15237,2620,323,18184,40007,4596,62791,60,427,11,493,4609,405,5509,652,437,23,1111,4102,368,5586,6944,617,273,7835,5633,867,14333,8088,391,302,8774,3647,718,13137,2642,863,106,3609,6316,641,10568,270,1642,18,1932,5045,568,7555,68,890,14,966,3175,445,4586,15,128,3,149,1664,303,2111,0,13,0,13,714,168,898,18744,5410,742,24884,34904,4484,64272,91,662,21,770,9792,877,11440,916,660,32,1609,9049,769,11424,11153,962,344,12461,13003,1727,27187,15229,626,435,16296,8760,1598,26650,5652,1167,172,6986,12838,1318,21144,742,2314,35,3094,10802,1106,15001,158,1403,14,1577,6465,847,8891,31,219,4,254,3083,575,3913,4,18,0,28
21204,38,186,4,230,5042,473,5749,135,238,9,380,7153,593,8132,3217,362,34,3613,12123,1258,16986,5275,176,60,5510,6674,876,13066,2861,193,53,3105,7328,829,11267,671,575,19,1261,7825,678,9764,131,942,12,1078,5666,664,7409,11,277,3,288,3345,518,4151,3,16,0,21,1212,179,1408,12344,2952,182,15477,56382,6069,77934,47,272,4,328,4470,376,5173,498,382,18,895,5177,432,6502,5682,530,113,6323,8115,1019,15456,6533,273,159,6955,4418,731,12109,2590,566,69,3224,7102,651,10978,402,1707,30,2141,7371,674,10183,96,1552,14,1665,5699,672,8033,29,268,10,305,4032,602,4940,9,19,0,25,1978,335,2346,15887,5570,408,21859,48373,5493,75725,88,461,5,550,9516,852,10918,635,619,20,1274,12335,1019,14638,8906,887,144,9931,20234,2276,32445,11806,445,215,12468,11098,1613,25174,5453,761,120,6330,14438,1485,22244,1075,2283,47,3402,15201,1349,19950,229,2494,26,2742,11360,1337,15439,42,542,10,597,7378,1122,9095,14,35,3,43
21205,30,150,4,179,5589,349,6113,34,172,3,207,8338,475,9014,2089,243,17,2348,10144,791,13285,5637,145,67,5850,4386,590,10827,3750,114,70,3932,6208,531,10665,609,561,9,1177,6747,426,8355,135,1317,9,1463,4918,378,6765,29,517,3,550,3913,440,4903,6,36,0,38,1636,240,1922,12308,3253,188,15744,51880,4223,71853,26,238,0,266,5295,313,5867,96,319,10,432,7386,406,8215,3455,385,69,3905,7906,699,12510,7208,285,230,7725,3297,512,11534,3711,386,118,4215,6690,500,11412,404,1645,27,2081,6774,441,9296,128,2233,16,2375,5080,481,7936,40,545,4,584,4685,570,5838,7,18,0,29,2484,494,3003,15081,6055,472,21610,49597,4415,75621,54,387,5,439,10880,664,11985,134,493,11,633,15722,881,17233,5543,624,86,6255,18053,1490,25796,12850,431,298,13575,7683,1102,22362,7460,501,188,8152,12895,1033,22081,1017,2205,44,3261,13521,869,17651,264,3551,20,3837,9997,867,14702,68,1058,7,1133,8606,1009,10743,15,54,0,72
21301,42,194,5,243,5174,561,5982,159,250,14,419,6807,655,7881,2863,333,28,3222,11140,1353,15714,5361,196,70,5629,6019,894,12548,3028,219,33,3281,7528,894,11701,667,740,24,1434,7979,781,10191,123,946,3,1076,5359,713,7151,25,208,5,233,2667,450,3349,10,10,0,19,783,162,961,12274,3099,180,15558,53451,6464,75476,52,319,3,377,4828,538,5740,423,401,15,840,5431,511,6776,5338,587,109,6042,7701,1036,14776,6922,324,155,7403,4435,856,12698,2921,706,93,3723,7477,829,12021,364,2101,41,2511,7639,768,10914,109,1425,19,1550,4946,784,7277,23,227,0,251,3211,509,3968,10,14,0,21,1421,293,1737,16164,6115,444,22721,47089,6118,75921,95,520,12,622,10006,1096,11719,580,656,31,1262,12238,1163,14661,8204,921,139,9264,18837,2388,30495,12289,525,227,13036,10457,1757,25245,5950,921,124,6999,15006,1714,23719,1038,2845,68,3943,15616,1548,21109,229,2376,30,2629,10303,1496,14427,47,431,5,484,5876,961,7321,16,25,0,45
21302,10,89,0,94,2043,153,2292,26,70,3,99,2180,164,2446,1195,126,18,1332,4123,384,5841,3182,95,56,3337,2531,390,6260,1884,118,39,2042,3479,360,5881,365,295,8,670,3776,333,4775,42,462,3,508,2348,271,3125,18,130,0,145,1431,238,1815,0,11,0,8,595,117,720,6722,1389,124,8232,22502,2413,33153,12,111,0,124,1852,148,2118,134,111,6,249,1880,142,2268,1835,238,44,2120,3541,396,6052,3821,218,195,4239,1973,343,6554,1851,294,91,2234,3665,348,6251,167,904,14,1084,3660,319,5061,32,791,10,828,2343,295,3472,10,156,3,169,1877,290,2344,12,12,0,18,988,178,1188,7865,2835,362,11062,21774,2459,35301,20,194,0,217,3889,302,4411,155,181,11,346,4057,308,4715,3026,363,63,3451,7666,778,11899,7004,317,252,7574,4502,733,12809,3730,414,130,4279,7142,712,12130,528,1202,19,1753,7438,645,9837,79,1249,11,1334,4691,566,6595,32,287,3,317,3311,531,4162,9,19,0,28
21303,3,54,0,57,1612,179,1847,25,87,0,113,3401,341,3860,1145,205,19,1368,7538,796,9704,2888,103,71,3060,3510,579,7154,1496,79,33,1603,2915,386,4908,321,187,13,519,2800,293,3613,36,203,3,244,1505,195,1939,3,62,0,66,887,157,1109,0,8,0,10,415,97,522,5917,993,139,7049,24579,3033,34661,5,94,0,100,1531,150,1784,100,140,6,240,2866,284,3395,1911,371,47,2328,6269,710,9302,3426,249,180,3856,2553,492,6901,1342,207,77,1624,2992,378,4992,142,482,14,641,2706,286,3632,25,372,3,400,1491,195,2084,9,85,3,96,1179,206,1477,3,5,0,7,684,166,854,6961,2007,329,9296,22267,2872,34435,11,145,3,163,3144,331,3635,124,230,6,354,6273,625,7258,3054,571,64,3699,13803,1508,19006,6311,357,254,6918,6063,1071,14058,2837,288,105,3234,5905,763,9900,465,671,25,1157,5504,581,7247,57,578,6,642,2989,393,4024,8,146,3,155,2068,361,2589,5,10,0,18
21304,35,216,6,255,4513,434,5199,201,179,9,385,4023,444,4855,3281,270,51,3604,6346,1058,11009,6737,202,122,7061,4431,992,12480,2770,291,43,3099,5717,737,9551,414,672,15,1106,5349,537,6988,74,630,7,707,3534,429,4672,12,98,0,106,1330,216,1652,6,5,0,8,346,66,421,13524,2550,253,16327,35577,4915,56815,43,381,4,424,4108,393,4923,456,364,26,848,3541,388,4775,5528,535,184,6248,4900,894,12045,7935,378,295,8614,3421,843,12872,2477,770,89,3343,5783,683,9800,193,1806,27,2021,4994,517,7536,55,960,3,1021,3233,499,4755,16,110,0,128,1533,270,1930,10,6,0,21,666,108,795,16715,5310,639,22669,32182,4591,59435,73,593,10,679,8617,823,10122,655,536,39,1232,7566,829,9628,8806,805,236,9852,11249,1953,23056,14672,586,414,15673,7846,1832,25353,5250,1061,130,6440,11497,1417,19354,610,2478,43,3129,10341,1050,14525,129,1585,11,1730,6765,929,9426,24,204,0,233,2859,488,3581,17,10,0,25
