SA3_CODE_2016,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
20402,3,0,0,3,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,8,0,0,0,8,3,4,0,7,0,4,0,3,0,24,0,46,3,5,0,3,0,13,0,8,6,17,0,59,7,3,0,11,3,22,5,17,4,45,0,129,19,12,0,31,3,62,7,25,4,37,3,205,30,31,3,111,12,109,9,39,7,42,3,391,44,19,3,169,15,116,4,28,6,52,0,449,54,19,7,195,14,67,10,10,5,20,0,403,71,21,3,168,17,60,3,12,4,22,0,380,192,28,7,306,31,66,14,10,0,16,3,688,159,9,3,207,42,36,4,6,0,5,0,468,86,9,3,86,10,15,6,0,0,3,0,228,66,8,0,38,4,16,0,0,0,0,0,134,91,3,6,78,8,26,0,0
20403,0,0,3,0,0,0,0,3,0,4,0,18,3,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,3,0,0,0,9,0,11,0,0,0,0,0,0,0,4,0,7,0,9,10,0,0,5,0,0,0,3,0,23,0,49,5,6,0,7,0,12,0,24,3,23,0,81,6,5,0,19,3,31,7,29,3,34,0,146,8,22,5,32,6,86,6,44,11,59,0,288,34,33,3,115,10,182,4,39,8,54,3,500,73,49,10,255,23,193,8,25,18,52,5,710,64,50,9,267,21,146,8,28,9,25,0,634,113,26,11,289,25,119,4,12,7,16,4,629,335,50,11,467,61,150,20,13,17,24,7,1160,295,36,3,394,53,51,14,7,4,20,3,873,176,17,8,209,26,23,11,6,0,3,0,479,122,3,5,73,20,43,3,7,0,10,0,275,160,5,3,127,15,30,8,9
20501,5,0,0,3,0,0,0,0,0,9,3,20,0,0,0,5,0,4,0,0,0,3,0,12,0,0,0,0,0,0,0,8,0,3,0,20,3,0,0,0,0,4,0,0,0,3,0,10,0,0,0,0,0,4,0,9,0,22,0,41,4,10,0,4,0,5,0,7,0,14,0,42,7,3,3,6,0,13,3,21,3,34,0,95,4,14,0,32,3,83,0,33,8,39,0,218,25,31,8,96,7,130,9,37,8,53,0,399,36,40,5,171,15,145,3,31,11,42,0,494,34,23,3,192,17,145,3,27,0,17,0,461,67,22,3,212,21,101,9,16,4,26,0,484,145,33,12,370,45,147,12,27,6,18,4,811,162,19,6,279,29,53,8,13,5,8,0,583,116,8,4,121,14,27,0,8,3,7,0,313,68,0,3,55,7,38,3,0,3,3,0,179,132,16,5,145,13,47,4,3
20502,4,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,3,0,12,0,5,0,3,0,0,0,3,0,8,0,15,0,0,0,0,0,0,0,4,0,5,0,7,0,0,0,4,0,3,0,4,0,20,0,36,0,6,0,0,0,7,0,14,0,14,0,55,16,11,3,7,3,32,3,21,0,42,0,140,4,24,6,42,0,54,4,49,0,49,0,237,20,35,4,108,8,112,6,39,5,49,3,401,41,32,3,173,12,82,11,35,9,38,3,442,41,25,3,177,19,71,13,16,4,32,0,394,49,16,5,148,8,52,5,6,0,13,0,308,108,19,5,230,41,73,8,18,6,24,0,526,89,14,8,128,25,13,11,7,3,6,0,302,61,8,3,49,11,4,0,0,0,5,0,137,43,0,0,29,6,8,0,0,0,0,0,90,43,3,3,53,3,15,8,8
20503,7,0,0,3,0,0,0,0,0,10,3,28,3,0,0,0,0,0,0,3,0,0,0,9,5,0,0,5,0,0,0,5,3,10,0,25,0,0,0,0,0,0,0,3,0,6,0,10,5,3,0,3,0,10,0,11,0,24,0,59,11,19,0,9,3,14,0,19,4,17,0,107,12,11,0,25,3,19,3,34,0,55,0,166,27,32,0,64,4,92,4,54,9,57,0,336,44,55,8,143,12,117,11,76,16,70,7,553,66,44,10,213,16,134,18,43,15,54,3,609,51,30,6,221,19,127,15,28,6,33,3,541,89,24,12,238,18,82,8,16,3,19,3,516,166,52,15,347,36,113,9,14,10,14,4,782,143,23,3,218,17,48,5,5,0,11,0,478,80,6,3,118,13,18,3,4,0,3,0,249,58,5,0,44,11,30,0,3,4,0,0,151,94,6,4,95,6,22,3,9
20504,3,0,0,0,0,0,0,0,0,22,0,31,0,0,0,0,0,0,0,0,0,3,0,13,0,0,0,3,0,0,0,6,0,14,0,26,0,0,0,0,0,0,0,3,0,7,0,13,3,5,0,0,0,0,0,19,3,45,0,82,0,6,0,0,0,14,0,16,3,41,0,74,3,9,0,15,3,35,3,40,8,99,3,215,5,17,4,36,8,82,0,57,14,100,0,330,19,26,3,101,9,155,12,70,14,97,4,500,43,42,3,204,21,159,10,38,8,60,3,590,44,24,0,214,21,130,12,33,12,61,3,550,76,19,0,252,23,142,8,36,5,22,0,588,200,39,13,484,52,198,15,30,8,46,0,1084,171,18,6,400,35,80,10,16,3,14,0,756,127,11,9,211,30,39,12,6,0,5,0,460,86,4,3,93,14,63,3,10,0,11,0,296,172,20,13,245,26,86,16,3
20505,11,0,0,0,0,0,0,0,0,7,3,18,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6,0,11,3,0,0,0,0,0,0,4,0,0,0,8,0,0,0,5,0,3,0,14,0,17,0,47,0,0,0,7,0,3,4,17,0,18,0,53,11,8,0,7,0,21,0,19,3,38,0,110,7,15,3,40,0,44,5,21,10,46,3,196,29,19,6,83,3,113,4,32,9,41,0,335,36,15,3,121,10,106,5,23,5,26,0,355,43,10,3,158,10,77,10,9,6,29,3,347,54,19,4,139,15,79,9,13,3,17,3,355,107,15,11,241,37,112,13,18,15,16,0,588,112,12,3,199,26,26,10,8,3,8,3,414,86,4,0,88,16,20,4,3,0,6,3,227,45,3,3,42,9,55,0,0,4,3,0,165,109,5,3,125,15,49,14,5
20601,0,0,0,0,0,0,0,3,0,45,0,52,0,0,0,0,0,0,0,3,0,11,0,16,0,0,0,0,0,0,0,0,0,19,0,27,0,0,0,0,0,3,0,9,3,10,0,22,0,0,0,0,0,8,0,17,3,30,0,59,0,4,0,0,0,23,0,29,4,49,3,109,5,6,0,9,0,33,3,32,3,73,0,163,5,15,0,29,0,83,0,46,3,59,0,238,14,40,0,49,10,118,0,68,9,110,0,405,19,38,0,117,9,129,9,43,9,72,0,441,23,22,0,132,11,126,9,29,3,82,0,429,51,44,0,158,10,138,4,21,0,65,0,498,164,77,10,437,44,291,10,30,10,89,0,1167,174,62,10,497,63,108,14,39,7,34,6,1000,222,39,4,398,59,65,8,15,0,26,0,837,190,15,5,171,39,141,4,10,6,13,0,601,499,35,10,611,109,157,21,25
20602,4,0,0,0,0,3,0,0,0,15,0,22,0,0,0,0,0,0,0,3,0,4,0,10,0,0,0,0,0,0,0,4,0,5,0,13,0,0,0,0,0,0,0,3,0,8,0,12,0,0,0,3,0,0,0,11,0,11,0,25,0,0,0,4,0,7,0,9,0,15,0,40,5,7,0,3,0,17,0,22,3,32,0,79,7,10,0,14,0,25,3,18,3,34,0,122,8,29,0,20,0,64,4,36,3,44,0,214,14,31,3,62,3,71,8,12,3,51,0,256,18,24,0,71,0,68,0,20,0,45,4,252,36,30,3,97,10,70,6,11,3,26,0,287,79,56,3,261,27,161,8,29,6,47,3,680,122,45,0,332,25,53,7,11,0,25,0,624,132,22,0,286,31,23,7,11,3,15,0,534,109,13,4,157,33,114,6,12,0,6,0,452,464,38,14,682,78,156,15,13
20603,0,0,0,0,0,4,0,0,0,15,0,27,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,6,0,14,0,12,0,32,0,0,0,0,0,0,0,5,0,7,0,10,0,0,0,6,0,3,0,10,0,36,0,57,0,3,0,0,0,9,0,16,0,28,0,66,4,15,0,8,0,38,0,31,0,31,0,124,3,10,0,21,0,51,0,36,9,41,3,182,14,20,0,40,3,81,4,35,4,60,0,263,24,25,0,66,0,87,3,24,0,44,3,273,23,17,3,101,4,86,3,31,5,36,0,312,30,19,3,113,12,113,0,16,6,45,3,355,142,40,6,297,35,233,5,41,5,60,0,866,172,40,9,382,49,92,10,28,4,26,0,805,181,23,10,291,36,55,9,7,3,18,0,637,192,11,7,198,40,167,7,5,9,10,0,648,751,48,13,857,98,251,16,32
20604,5,3,0,0,0,3,0,0,0,50,0,60,3,0,0,3,0,0,0,3,0,12,0,22,4,0,0,0,0,4,0,3,3,12,0,29,0,0,0,0,0,3,0,9,0,10,0,21,0,3,3,3,0,6,0,16,3,39,0,63,3,0,0,3,0,20,0,30,0,29,0,84,0,8,0,8,0,23,0,30,0,35,0,110,6,9,0,13,0,50,0,30,4,47,3,168,17,12,0,29,0,87,3,36,10,33,3,232,24,18,3,43,5,100,3,10,7,59,3,273,27,19,0,40,0,194,6,12,8,30,0,338,25,5,3,43,9,142,4,11,3,18,0,266,112,20,8,153,25,299,8,31,8,37,0,705,127,12,3,179,34,61,8,12,3,19,0,449,152,18,5,135,36,37,4,4,0,12,0,409,101,3,10,84,35,158,0,12,3,10,0,422,510,37,22,397,76,187,10,25
20605,8,0,0,0,0,3,0,0,5,24,0,35,0,0,0,0,0,0,0,0,0,4,0,15,6,0,0,0,0,3,0,11,0,15,0,35,0,0,0,0,0,3,0,3,0,7,0,10,0,0,0,0,0,3,0,5,0,15,0,32,3,9,0,0,0,13,0,14,0,16,0,48,6,4,4,10,0,22,0,17,3,27,0,89,5,6,0,18,0,39,0,27,3,25,0,125,10,20,5,44,4,61,3,30,5,44,0,230,14,27,3,62,10,90,3,33,10,28,0,272,20,12,5,74,4,94,0,16,0,24,0,254,29,16,0,93,8,85,0,19,4,29,3,281,118,39,4,207,30,226,6,32,8,35,0,712,145,30,3,275,46,77,14,16,7,15,3,632,142,15,6,232,31,50,7,9,0,14,3,514,136,11,0,128,48,265,4,18,6,19,0,638,867,63,25,940,168,356,24,50
20606,0,0,0,0,0,3,0,0,0,14,0,23,0,0,0,0,0,3,0,7,0,3,0,13,0,0,0,0,0,5,0,3,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,0,3,0,17,0,29,0,0,0,3,0,4,0,7,0,10,0,29,4,3,0,3,0,9,0,10,0,15,0,46,3,3,0,14,3,26,0,15,5,18,0,79,9,9,0,13,0,39,0,11,3,19,0,111,17,14,0,34,3,26,0,16,0,28,0,140,8,4,0,24,5,45,0,14,0,24,0,125,17,13,0,33,0,64,3,3,0,15,0,148,44,9,0,88,15,109,5,14,4,31,0,322,60,5,0,118,15,49,3,8,0,18,0,292,57,8,3,87,23,30,3,9,0,4,0,222,65,12,0,42,17,188,3,14,6,4,0,356,426,42,8,559,84,288,4,53
20607,3,0,0,0,0,0,0,3,0,19,0,31,0,0,0,0,0,3,0,3,0,11,0,15,0,0,0,0,0,3,0,7,0,25,0,39,0,0,0,0,0,0,0,0,0,5,0,8,0,4,0,0,0,3,0,8,3,65,0,92,3,3,0,8,0,6,0,29,3,28,0,73,5,3,0,9,0,19,0,28,3,44,0,111,3,10,0,16,3,24,0,29,4,38,0,119,9,17,0,23,0,48,3,25,10,52,0,194,6,19,0,43,5,50,3,21,3,42,0,186,27,22,0,40,8,52,3,24,4,36,3,211,24,15,0,58,6,51,0,18,0,33,0,208,103,37,5,199,27,160,3,21,7,32,3,601,106,28,3,275,34,52,9,21,5,26,0,545,133,23,3,221,45,38,4,7,3,11,0,491,122,10,7,124,34,149,0,13,7,10,3,493,676,67,26,685,128,226,16,27
20701,14,3,3,8,0,15,0,8,0,117,0,166,0,0,0,10,0,7,0,10,0,20,0,42,0,0,0,5,0,5,0,13,0,30,0,64,0,3,0,0,0,14,0,12,3,16,0,50,0,0,0,6,3,16,0,18,3,43,0,89,9,7,0,15,0,28,0,50,8,54,0,168,15,20,0,15,0,49,3,58,7,53,0,215,15,26,0,41,7,107,0,61,4,76,0,336,39,58,4,97,4,178,4,74,4,107,0,573,62,63,3,142,6,172,7,55,9,91,0,617,62,27,3,196,7,196,8,61,5,76,0,648,94,34,7,227,18,230,5,60,13,77,5,769,262,91,7,532,48,564,14,84,22,164,6,1786,373,81,9,723,69,244,14,76,10,81,0,1687,382,72,6,643,64,147,18,52,7,49,0,1445,447,34,9,399,50,710,8,56,13,56,0,1785,2625,224,43,3462,297,1283,61,184
20702,4,0,0,3,0,7,0,7,3,86,0,112,3,3,0,0,0,7,0,5,0,23,0,47,0,4,0,0,0,5,0,18,0,31,0,65,0,0,0,0,0,15,0,14,0,29,0,58,3,3,0,11,0,13,0,26,0,45,0,104,0,15,0,10,0,34,0,45,9,52,0,166,12,32,0,20,0,65,3,59,13,85,0,293,9,41,0,57,0,164,3,71,11,105,4,459,32,38,3,136,9,189,5,78,13,127,0,635,63,65,9,171,13,204,7,56,7,141,3,741,64,50,3,197,9,250,10,69,11,98,4,769,79,47,3,251,17,230,6,41,10,81,3,764,282,70,10,511,38,471,8,83,18,148,3,1640,289,66,14,535,37,176,16,46,10,73,4,1270,334,37,6,356,48,90,8,24,3,51,0,971,244,14,0,191,29,249,9,24,3,38,3,795,722,74,18,739,63,317,16,58
20703,8,0,0,0,0,8,4,3,0,78,0,103,0,0,0,3,0,4,0,8,0,22,0,41,0,3,0,3,0,3,0,20,0,25,0,54,0,0,0,0,0,6,0,8,0,13,0,29,3,6,0,0,0,11,3,21,6,37,0,100,0,15,0,11,0,34,5,44,3,36,0,152,9,25,0,16,0,59,3,65,8,52,0,232,12,38,0,41,3,120,6,67,12,73,0,368,26,45,0,105,4,216,10,87,13,113,0,619,40,50,3,152,4,203,8,58,8,83,0,611,48,34,5,173,8,218,4,47,3,75,0,619,79,46,0,226,22,207,5,30,7,58,0,681,270,75,10,631,41,416,20,57,13,104,4,1646,308,46,11,683,48,177,10,44,0,59,0,1394,332,42,5,496,56,76,14,24,4,47,4,1095,284,16,0,223,35,247,9,24,10,21,0,870,894,58,12,1108,107,331,20,35
20801,4,0,0,7,0,0,0,0,0,28,0,50,3,0,0,3,0,4,0,3,0,8,0,19,0,0,0,0,0,4,0,7,0,7,0,16,0,0,0,0,0,3,0,5,0,8,0,16,0,0,0,0,0,0,0,7,0,17,0,34,0,0,0,4,0,3,3,18,0,21,0,57,8,12,0,7,3,14,0,17,3,37,4,93,6,12,0,13,0,28,3,21,0,30,0,124,15,35,0,50,3,73,4,31,5,45,0,265,30,26,0,72,4,90,0,28,4,49,0,307,39,25,4,111,8,85,0,42,0,47,3,364,56,20,0,160,3,113,0,23,3,43,0,423,165,67,0,417,33,331,9,64,5,66,0,1157,209,61,10,588,54,121,12,47,9,57,0,1168,253,32,12,476,51,79,10,40,3,27,0,983,267,22,7,268,33,672,8,39,12,42,0,1365,1576,115,21,2129,182,779,34,104
20802,3,0,0,3,0,6,0,6,4,63,3,93,0,0,0,0,0,3,0,7,0,22,0,36,0,8,0,3,0,5,0,9,0,25,0,45,0,0,0,0,0,4,0,12,3,14,0,26,3,6,0,3,0,13,0,30,0,25,0,81,7,17,0,9,0,26,3,47,0,41,0,158,15,23,0,31,0,70,0,49,4,70,0,268,21,41,0,58,3,131,3,71,9,61,3,405,39,77,8,164,6,239,9,93,17,98,4,753,45,70,4,225,15,212,12,71,14,102,3,771,73,60,11,262,14,290,20,67,12,67,5,883,120,62,7,310,30,310,12,59,11,85,0,1003,394,96,15,779,73,626,29,88,14,126,7,2232,476,73,14,974,81,205,18,55,8,59,3,1978,529,55,9,804,114,135,18,35,8,40,0,1752,437,35,7,368,58,490,4,26,6,34,0,1477,1648,84,33,2043,218,595,32,82
20803,13,0,0,7,0,5,0,3,3,24,0,55,4,0,0,3,0,3,0,8,0,11,0,30,3,6,0,0,0,3,0,3,0,19,0,39,0,0,0,0,0,0,0,6,0,21,0,29,0,0,0,4,0,10,0,15,5,28,0,61,0,5,0,11,0,14,0,33,9,27,0,96,5,5,0,26,0,33,0,46,6,53,0,183,14,33,8,45,3,104,0,53,12,68,0,330,24,55,0,132,3,204,4,72,9,100,0,606,61,62,4,291,12,236,7,59,13,99,3,840,55,40,9,316,20,231,12,40,11,63,0,798,122,52,8,424,28,259,5,36,9,56,6,998,395,90,19,973,86,574,30,64,16,83,8,2339,490,57,27,1022,103,182,28,40,9,50,5,2002,469,35,20,699,78,103,13,22,6,22,0,1467,359,18,15,274,67,277,10,22,17,20,0,1069,909,31,8,908,93,275,16,28
20804,3,0,0,3,4,7,0,0,0,12,0,24,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,3,0,4,0,3,0,9,0,0,0,0,0,0,0,4,0,4,0,5,0,0,0,0,0,0,0,4,0,4,0,7,0,0,0,0,0,4,0,7,0,3,0,23,4,0,0,0,0,17,0,3,3,8,0,35,3,8,0,5,0,20,3,15,3,14,0,60,4,6,0,13,0,27,0,9,3,21,0,87,12,4,3,29,7,42,0,15,0,20,0,125,11,12,0,38,8,60,0,13,0,22,0,157,20,7,4,49,3,59,0,11,3,13,0,177,49,13,0,142,15,119,0,21,7,29,0,393,78,9,0,165,15,38,0,16,7,10,0,339,95,12,3,151,15,25,3,13,0,13,0,337,106,13,3,106,23,214,0,8,3,15,0,486,638,51,12,910,66,358,9,40
20901,5,3,3,7,0,3,0,3,6,48,0,79,0,0,0,0,0,0,0,3,0,15,0,19,0,0,0,3,0,6,0,8,0,14,0,29,0,0,0,0,0,0,0,10,0,12,0,30,0,4,0,4,0,8,0,18,0,42,0,70,3,10,0,6,0,25,0,41,3,30,0,122,7,10,0,22,4,60,3,46,4,72,3,235,16,29,3,30,4,114,4,62,6,72,0,341,27,63,0,134,14,232,3,71,7,129,3,684,49,57,4,211,14,252,6,64,14,124,0,795,58,57,5,317,21,278,13,46,8,99,0,908,82,44,0,361,35,269,10,55,18,109,3,991,350,108,14,997,102,564,35,73,16,134,4,2409,435,70,15,999,111,235,27,48,4,57,5,2012,400,41,13,718,96,109,12,31,10,39,0,1473,327,27,14,329,46,274,6,31,7,22,0,1078,933,68,15,1193,125,338,22,47
20902,0,0,0,3,0,3,0,3,0,66,3,75,0,0,0,0,0,0,0,3,3,12,0,23,0,0,0,4,0,6,0,13,0,29,0,56,0,0,0,0,0,5,0,14,3,11,0,33,0,4,0,0,0,10,0,30,3,72,3,125,4,9,0,13,0,46,0,62,8,75,0,217,7,26,3,18,0,78,3,64,12,106,3,321,10,46,0,42,3,171,7,100,22,131,6,527,32,53,7,122,10,282,11,79,15,157,3,775,65,62,3,231,14,230,17,60,11,175,4,870,64,46,7,225,15,216,10,62,14,136,3,795,87,37,7,249,16,163,15,24,12,112,5,733,264,81,7,556,52,319,8,51,17,115,3,1480,265,44,11,472,60,114,15,29,9,56,3,1072,187,17,9,304,53,69,3,8,7,35,0,695,153,9,6,115,39,111,0,10,9,19,0,471,292,23,6,336,45,100,11,15
20903,3,0,0,4,0,3,0,0,0,13,0,27,0,0,0,0,0,3,0,3,0,7,0,16,0,0,0,3,0,0,0,4,0,8,0,17,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,3,0,7,0,8,0,29,0,3,0,0,0,12,0,11,0,19,0,46,3,6,0,12,0,24,3,10,3,16,0,83,8,16,0,25,3,50,3,34,8,22,0,173,14,35,0,81,3,88,4,45,8,47,0,330,39,45,3,127,5,108,10,29,4,56,3,444,42,46,4,211,21,151,4,38,0,29,0,548,59,38,6,257,23,151,8,29,6,31,0,611,218,73,6,628,53,304,15,49,10,46,8,1413,287,39,18,721,61,110,12,37,4,25,0,1315,300,34,9,532,39,60,15,21,3,19,0,1040,266,18,4,223,27,184,3,18,5,9,0,754,638,33,12,818,73,272,27,25
20904,3,0,0,4,4,15,0,0,3,161,0,195,0,3,0,4,0,4,4,14,3,56,0,94,0,7,0,6,0,11,0,43,3,76,3,151,0,3,0,0,0,14,0,22,4,49,0,88,3,8,0,7,0,28,0,62,6,267,3,387,5,16,0,27,3,131,5,134,22,185,3,530,7,51,4,55,3,274,7,176,29,344,9,958,22,82,3,125,15,631,11,206,40,345,9,1487,90,168,17,381,44,961,27,265,50,412,12,2421,195,144,19,711,59,884,31,191,36,329,6,2600,279,116,15,942,107,768,30,140,46,264,11,2729,436,106,33,914,101,654,28,122,31,238,8,2669,1222,147,47,1878,267,1042,50,135,59,278,16,5146,1020,82,30,1344,187,375,42,70,20,113,4,3295,729,46,21,648,104,171,23,34,12,59,3,1846,433,17,8,284,46,222,6,27,11,38,0,1086,637,25,19,570,64,205,11,28
21001,0,0,3,3,0,3,0,0,0,23,0,33,0,0,0,0,0,0,0,3,0,8,0,15,0,0,0,0,0,3,0,3,0,18,0,27,0,0,0,0,0,0,0,10,0,3,0,10,0,0,0,3,0,3,0,8,0,24,0,40,0,6,0,6,0,18,4,12,0,26,0,72,3,9,0,10,0,25,3,28,11,44,0,138,3,11,7,21,3,65,0,38,6,69,3,216,15,19,4,77,6,123,9,36,9,72,0,367,35,23,5,130,5,133,3,36,10,86,4,470,34,25,3,147,13,132,6,26,8,65,0,458,52,19,4,205,15,120,4,28,3,55,0,504,216,36,8,438,45,249,19,47,10,89,0,1157,231,28,7,461,42,93,8,17,9,46,0,943,213,19,11,288,48,61,6,17,3,30,0,693,199,5,6,171,32,124,3,9,3,14,0,567,472,26,3,452,61,136,11,29
21002,0,0,0,0,0,3,0,0,3,6,0,14,0,0,0,0,0,3,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,4,0,3,0,13,0,0,0,4,3,3,0,7,3,5,0,29,3,8,3,4,0,11,0,11,0,12,0,49,8,6,0,16,3,17,0,13,0,12,0,70,5,15,0,38,3,42,5,25,4,20,3,165,19,18,0,58,10,61,3,13,4,23,0,210,36,17,0,122,7,66,5,16,3,12,0,287,39,14,3,111,17,80,11,12,3,14,4,304,99,19,0,283,20,161,14,19,8,17,3,641,119,20,0,275,26,41,8,13,0,10,0,508,135,13,0,147,23,32,0,6,0,5,0,360,109,10,7,81,13,79,3,7,8,3,0,309,185,15,11,230,28,75,6,9
