SA3_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
20904,6834,260,14,7114,106,17,4,3,131,39,8,43,177,23,0,197,228,30,3,10,274,22,11,30,304,28,0,329,331,54,14,12,404,57,17,77,479,50,0,529,6131,756,114,117,7115,156,45,202,7320,309,14,7644,2511,469,48,92,3118,155,31,182,3294,730,15,4041,22,6,0,10,38,0,0,0,40,7,32,75,8662,1228,159,221,10273,316,72,382,10656,1045,61,11758,1233,148,18,19,1417,34,3,39,1459,92,0,1551,1868,260,17,16,2167,26,5,36,2201,77,4,2283,50,11,10,0,70,0,0,0,70,0,0,76,22,5,0,32,60,0,0,0,65,4,0,70,3176,423,46,67,3718,64,16,79,3802,171,3,3977,56,11,3,0,67,17,0,17,82,11,0,95,94,23,3,3,118,5,8,14,134,22,0,158,153,25,4,3,189,20,10,32,222,32,0,255,3337,449,55,71,3909,88,25,107,4020,206,3,4230,1003,223,22,36
21001,2062,43,0,2105,21,3,0,0,18,0,0,0,19,0,0,19,66,9,0,0,81,3,0,3,77,0,0,77,83,13,0,0,96,6,0,6,101,0,0,101,1890,175,34,29,2121,34,13,40,2162,43,0,2208,461,49,11,19,542,13,0,13,561,53,0,618,3,3,0,0,3,0,0,0,3,0,7,17,2355,224,45,49,2671,52,13,62,2725,99,9,2839,353,36,3,4,405,7,3,10,416,13,0,428,692,56,6,3,758,16,0,16,771,16,4,791,11,3,3,0,11,3,0,3,13,0,0,15,11,0,0,12,18,0,0,0,18,0,0,18,1069,95,10,16,1193,23,3,32,1221,27,4,1251,8,3,0,0,11,3,0,3,11,3,0,11,27,6,0,0,35,3,0,3,39,0,0,39,32,7,0,0,45,8,0,8,52,3,0,48,1100,104,10,16,1230,32,3,38,1271,30,4,1303,221,15,6,6
21002,1284,33,0,1321,9,0,0,0,13,0,0,0,13,0,0,13,27,0,0,0,32,0,0,0,33,0,0,36,42,0,0,0,45,0,0,0,44,0,0,46,1171,98,13,22,1307,13,8,18,1331,32,0,1365,329,20,13,5,365,3,0,3,372,24,0,398,3,0,0,0,3,0,0,0,3,0,3,7,1507,120,26,28,1675,15,9,26,1706,57,6,1774,266,15,3,0,288,3,0,5,296,9,0,306,476,52,3,6,539,3,0,4,548,8,0,553,17,0,3,0,22,0,0,0,22,0,0,22,0,0,0,6,4,0,0,0,8,0,0,11,764,75,9,12,858,11,3,7,866,23,0,886,3,0,0,0,3,0,0,0,3,0,0,3,19,0,0,0,19,0,0,0,20,0,0,20,17,0,0,0,17,0,0,0,18,0,0,18,782,75,9,12,877,7,3,9,889,23,0,908,153,11,10,3
21003,1933,80,4,2017,26,15,0,0,40,9,0,9,47,3,0,55,64,11,0,4,77,9,4,16,97,3,0,102,85,29,0,6,118,20,4,22,146,11,0,149,1650,259,29,38,1980,67,26,93,2075,88,3,2167,807,194,17,38,1061,73,13,86,1146,259,8,1415,7,4,0,10,24,0,0,0,24,4,16,36,2467,461,50,87,3062,138,40,173,3238,353,26,3618,285,42,4,3,332,17,5,19,350,25,0,376,490,77,9,4,575,15,4,21,593,24,0,621,11,7,0,0,20,3,0,3,23,0,0,23,3,5,0,4,16,0,0,0,16,4,0,22,792,128,17,16,948,28,7,39,987,56,0,1037,18,5,0,0,25,3,0,3,28,0,0,24,21,8,0,0,36,9,3,9,52,3,0,49,40,15,0,0,59,12,3,16,77,3,0,75,830,141,17,13,1001,41,13,53,1059,56,0,1117,310,94,11,22
21004,1348,50,8,1406,16,0,0,0,17,0,0,0,23,0,0,25,38,0,0,0,36,0,0,0,35,3,0,38,53,0,0,0,55,3,0,3,61,6,0,60,1240,119,14,18,1392,18,3,17,1407,54,8,1473,375,26,14,4,425,9,0,9,431,37,0,469,0,0,0,0,0,0,0,0,0,0,3,3,1620,144,30,23,1813,28,3,24,1844,96,7,1942,241,20,4,3,268,8,0,7,279,14,0,297,431,30,0,3,464,6,0,6,471,3,0,475,17,3,0,0,21,0,0,0,21,0,0,21,3,0,0,4,10,0,0,0,12,3,0,16,689,57,4,11,767,13,0,13,778,21,0,807,13,0,0,0,10,0,0,0,10,0,0,11,19,3,0,0,23,0,0,0,23,4,0,23,27,5,0,0,34,0,0,0,31,4,0,40,718,56,4,11,793,18,0,17,813,29,0,840,167,14,5,4
21005,3863,263,13,4132,76,36,0,5,122,32,0,31,153,19,4,172,160,47,3,5,215,32,8,43,257,23,3,282,236,82,3,7,335,67,12,80,413,42,7,458,3339,594,44,81,4049,183,43,222,4276,301,19,4596,2131,746,60,100,3039,201,64,265,3305,1397,37,4735,19,5,0,15,43,0,0,0,42,16,56,112,5492,1346,102,192,7136,382,108,492,7624,1712,109,9441,768,96,5,3,874,28,4,29,909,84,0,994,931,162,11,5,1118,20,5,28,1146,83,4,1233,25,0,5,0,36,0,0,0,36,0,0,34,13,7,0,26,49,6,0,6,54,11,4,75,1746,268,26,38,2077,54,11,65,2143,182,12,2334,45,23,0,0,64,18,0,18,84,13,0,102,66,16,0,9,90,18,3,21,115,13,0,128,109,40,0,9,157,31,3,41,202,28,0,231,1854,310,28,51,2238,91,14,108,2341,208,16,2565,939,381,17,68
21101,4823,190,12,5020,35,7,0,0,52,8,0,8,59,4,0,58,172,20,0,6,202,8,3,7,207,8,0,216,204,29,3,6,245,15,3,17,262,8,0,276,4388,468,67,61,4982,86,23,104,5087,197,12,5292,1479,188,24,31,1724,46,9,54,1780,151,0,1931,3,4,0,5,12,0,0,0,12,0,10,20,5867,658,88,94,6714,127,37,164,6876,344,28,7245,875,86,14,16,994,20,10,31,1023,45,0,1069,1541,165,25,13,1735,24,6,24,1761,46,0,1812,35,0,10,0,50,0,0,0,50,7,0,55,17,4,0,7,25,0,0,0,29,0,0,32,2470,260,41,41,2810,44,11,56,2859,94,7,2961,22,12,0,0,29,8,0,6,40,4,0,44,85,11,0,0,90,3,0,3,100,8,0,102,105,15,3,0,122,9,3,7,135,9,0,146,2572,277,44,42,2935,49,15,63,3000,105,7,3105,662,91,16,20
21102,932,27,3,966,7,0,0,0,7,0,0,0,5,0,0,9,24,0,0,0,25,0,0,0,25,0,0,25,27,0,0,0,29,0,0,0,36,0,0,37,858,81,3,15,961,6,3,8,966,31,3,1002,277,17,3,11,306,8,0,8,312,16,0,325,3,0,0,0,3,0,0,0,3,0,0,3,1138,100,8,26,1264,17,3,17,1281,43,4,1327,182,36,0,8,223,0,0,0,228,13,0,241,423,32,0,3,460,3,0,4,462,12,0,479,9,5,0,0,11,0,0,0,11,6,0,14,6,0,0,7,16,0,0,0,16,0,0,16,622,70,3,13,711,8,4,10,715,28,0,746,3,0,0,0,3,0,0,0,7,3,0,11,15,0,0,0,14,0,0,0,14,0,0,14,17,0,0,0,21,0,0,0,19,3,0,24,641,70,3,13,727,8,4,5,733,31,0,767,150,8,0,0
21103,3754,86,3,3846,32,15,0,0,52,8,0,7,59,0,0,59,112,16,3,0,133,3,3,6,134,0,0,136,143,30,0,0,176,12,3,15,193,0,0,193,3452,339,54,42,3884,58,6,66,3948,85,3,4040,1068,120,16,10,1218,36,4,37,1252,109,0,1365,3,0,0,5,8,0,0,0,8,0,8,21,4521,464,70,59,5111,93,14,106,5214,198,11,5422,571,69,3,14,660,17,0,17,677,34,0,714,1295,101,15,12,1418,14,3,14,1437,21,0,1460,26,0,4,0,32,0,0,0,32,0,0,33,5,4,0,8,20,0,0,3,17,0,0,20,1895,177,26,30,2128,33,3,36,2161,59,3,2226,14,3,0,0,17,3,0,3,22,0,0,19,51,3,0,0,56,5,0,6,63,0,0,63,61,5,0,0,69,8,0,10,80,0,0,79,1963,180,30,32,2202,43,7,48,2243,60,3,2310,417,47,6,7
21104,2205,75,0,2278,27,3,0,0,30,3,0,3,39,0,0,39,78,5,0,0,83,7,0,7,94,0,0,91,104,14,0,0,117,6,0,6,129,0,0,126,1991,237,25,17,2276,44,11,52,2334,74,0,2411,580,61,13,10,663,24,5,28,690,61,0,757,3,0,0,0,3,0,0,0,3,0,3,4,2579,300,41,32,2945,62,18,80,3031,141,6,3172,363,48,4,0,411,9,3,17,424,22,0,447,730,77,9,3,821,4,3,13,833,21,0,848,14,0,3,3,24,0,0,0,28,3,0,25,6,0,0,7,13,0,0,0,13,3,0,15,1120,131,16,16,1271,16,6,24,1295,44,0,1347,5,5,0,0,10,4,0,4,14,0,0,19,45,3,0,0,51,0,0,0,54,0,0,54,52,7,0,0,63,4,0,4,68,0,0,71,1175,140,17,16,1337,24,6,32,1366,45,0,1416,270,28,0,3
21105,5119,141,4,5273,23,0,0,0,26,4,0,4,31,0,0,30,134,12,0,0,154,7,0,7,158,4,0,162,156,13,6,0,174,14,0,14,189,7,0,191,4586,484,107,66,5245,57,6,63,5306,152,4,5462,1555,161,30,32,1780,30,8,34,1816,117,10,1945,8,4,0,3,15,0,0,0,15,0,14,30,6156,643,135,108,7042,83,13,98,7143,269,31,7440,781,110,13,7,907,18,3,25,937,45,3,976,1744,169,29,17,1960,24,4,27,1981,55,4,2043,47,0,13,0,59,0,0,0,59,3,0,64,31,3,0,16,45,0,0,0,45,3,0,51,2596,282,57,36,2972,39,7,50,3018,102,4,3133,14,0,0,3,19,3,0,3,25,3,0,27,79,4,0,0,93,9,0,9,100,9,0,107,101,3,0,5,111,12,0,12,128,11,0,139,2695,290,59,43,3084,53,7,65,3145,114,4,3269,709,97,15,25
21201,3483,122,5,3614,37,9,0,0,41,6,0,6,54,6,0,55,115,13,3,0,131,6,3,7,142,4,0,145,152,17,5,3,177,10,3,16,190,5,0,199,3217,306,52,38,3611,57,8,67,3678,131,5,3812,1249,127,32,43,1459,31,12,36,1491,136,7,1637,11,0,0,4,15,0,0,0,15,0,15,33,4475,434,82,84,5082,83,18,102,5185,268,26,5477,644,68,3,3,719,6,3,12,731,38,0,770,1137,108,9,9,1260,14,6,17,1279,36,0,1313,34,8,11,0,50,0,0,0,50,0,0,48,14,3,0,11,27,0,0,0,31,0,0,31,1830,184,18,23,2054,22,8,29,2083,81,0,2167,20,4,0,0,21,5,0,5,26,4,0,32,49,10,0,0,57,3,0,3,64,0,0,67,69,8,0,0,81,10,0,10,90,3,0,96,1893,196,23,23,2141,28,8,33,2175,87,0,2261,510,55,6,12
21202,4142,176,10,4322,82,14,4,3,103,26,3,22,131,9,0,134,178,19,3,6,205,12,3,14,223,4,0,230,259,33,4,7,308,37,6,37,349,15,0,365,3774,459,58,72,4356,119,15,136,4493,185,9,4687,1631,292,33,44,2003,82,21,94,2097,383,11,2496,10,6,0,10,24,0,0,0,24,4,25,53,5414,753,89,120,6378,194,33,234,6614,575,47,7235,820,98,3,8,928,22,7,29,955,59,3,1018,1265,151,11,17,1437,15,10,24,1465,64,3,1528,30,8,11,4,44,3,0,3,50,9,0,53,16,0,0,18,34,0,0,0,39,3,0,41,2127,261,28,43,2451,42,11,53,2506,132,4,2642,45,12,3,0,56,10,0,14,70,11,0,76,83,9,0,6,96,9,0,10,101,3,0,104,128,15,4,6,151,16,0,18,170,10,0,181,2255,276,26,44,2598,58,11,77,2676,139,4,2818,799,162,19,22
21203,6463,224,9,6690,141,29,9,4,179,27,0,27,209,13,4,222,250,31,0,4,280,16,6,19,296,13,0,311,393,51,9,9,460,41,6,46,507,23,6,534,5753,801,91,117,6764,171,30,206,6967,253,12,7227,2614,482,36,73,3203,100,13,113,3317,511,10,3842,19,0,0,14,38,4,0,4,36,5,55,100,8387,1282,126,204,9995,274,43,323,10318,772,78,11169,1261,150,13,13,1436,28,8,36,1468,83,3,1550,1547,227,24,18,1820,45,6,47,1866,47,5,1922,49,11,12,0,76,0,0,0,76,5,0,80,28,6,0,32,60,3,0,6,68,9,4,75,2876,397,47,63,3389,74,14,95,3481,139,8,3628,66,7,0,4,74,20,0,20,98,17,0,111,109,15,0,3,132,13,0,15,147,6,3,153,173,23,0,4,206,36,0,40,243,20,4,269,3055,421,53,70,3592,111,16,127,3724,167,12,3902,1085,210,15,30
21204,4010,236,9,4248,105,30,0,4,139,29,0,29,171,27,3,196,145,35,3,5,192,22,13,41,227,21,0,250,253,64,3,11,330,58,13,72,398,43,3,442,3447,630,32,86,4199,168,36,207,4405,279,10,4690,1756,511,30,77,2366,142,43,186,2554,870,4,3430,11,5,0,11,31,0,0,0,31,5,41,74,5218,1146,61,170,6599,313,81,394,6987,1153,52,8201,845,140,3,8,996,25,10,33,1029,80,4,1115,800,204,3,19,1021,32,5,38,1063,62,0,1123,26,4,9,0,33,0,0,0,34,4,0,44,13,9,0,18,39,0,0,0,44,6,0,50,1685,355,16,43,2094,60,19,79,2169,155,5,2328,47,13,0,4,71,27,0,31,99,10,0,111,61,13,0,3,81,12,17,27,103,10,0,114,112,28,0,9,149,41,18,54,203,22,0,225,1792,382,17,48,2245,97,30,130,2377,175,5,2551,786,232,14,46
21205,5055,193,3,5254,89,11,4,0,101,20,4,22,128,0,0,126,160,31,0,0,192,15,12,29,217,8,0,227,250,42,4,3,297,32,18,53,345,9,0,359,4582,563,47,38,5231,132,38,173,5403,204,3,5605,1527,199,27,34,1782,45,18,59,1840,224,13,2077,3,0,0,6,13,0,0,0,13,3,8,22,6111,763,79,75,7024,171,56,228,7252,432,23,7708,1056,134,13,10,1212,41,13,50,1257,63,0,1321,1523,204,17,13,1747,37,11,52,1797,54,0,1850,25,3,11,0,39,0,0,0,39,3,0,36,13,3,0,13,34,0,0,0,34,0,0,34,2611,339,34,35,3026,77,19,98,3125,116,0,3240,46,3,0,0,47,14,3,15,61,0,0,64,89,16,0,0,106,13,0,16,119,9,0,126,134,19,0,0,152,25,3,28,180,10,0,186,2744,361,34,35,3177,99,29,128,3303,124,0,3427,638,110,10,17
21301,3870,242,11,4122,98,32,3,8,144,38,9,43,188,23,0,205,145,45,0,6,197,40,21,59,255,20,0,272,242,77,3,10,339,81,22,106,441,42,0,486,3308,600,62,98,4074,188,48,232,4307,285,14,4604,1726,461,51,104,2338,162,26,181,2524,595,14,3130,16,6,0,8,36,0,0,0,42,3,70,110,5055,1067,114,212,6450,347,75,418,6866,882,94,7844,830,106,14,11,960,36,9,44,1001,84,0,1087,916,212,17,12,1153,19,5,28,1179,77,0,1257,27,3,8,0,39,4,0,6,44,4,0,47,19,13,0,30,62,4,0,10,63,8,10,82,1795,331,32,49,2211,66,24,87,2294,166,6,2470,48,16,4,3,72,23,3,28,103,9,0,109,76,24,0,3,105,14,7,27,132,20,0,156,126,48,4,3,179,39,13,56,232,32,0,266,1917,381,35,59,2386,107,37,143,2529,196,6,2734,804,239,22,45
21302,2751,92,9,2853,32,4,0,0,34,3,0,3,39,0,0,41,86,8,0,3,95,5,0,5,103,6,0,107,117,12,0,3,138,11,0,11,142,3,0,148,2491,289,37,34,2841,44,11,56,2894,99,9,3004,784,147,21,26,976,34,9,44,1021,144,6,1169,3,3,0,7,12,0,0,0,12,0,9,19,3278,437,58,61,3830,80,14,94,3927,242,19,4189,450,60,0,11,521,10,0,15,532,38,0,572,726,63,7,5,804,12,3,15,818,21,0,840,18,3,6,0,22,0,0,0,22,4,0,27,10,4,0,0,10,0,0,0,14,0,0,14,1205,130,13,16,1366,24,3,29,1389,64,0,1456,17,3,0,0,19,3,0,3,28,0,0,25,29,7,0,0,38,5,0,5,39,5,0,43,50,8,0,0,58,7,0,7,63,6,0,73,1249,136,13,16,1420,31,3,36,1459,65,0,1525,311,60,8,9
21303,2200,92,4,2296,30,4,0,0,34,8,3,11,45,0,0,48,69,9,0,0,77,4,9,11,92,0,0,95,95,15,0,0,116,15,9,23,141,3,0,143,1948,256,24,19,2245,75,24,97,2342,96,4,2442,494,98,9,16,620,36,8,40,660,101,3,764,3,0,0,0,6,0,0,0,6,0,4,7,2449,355,32,37,2869,109,27,141,3006,202,6,3213,381,45,4,3,431,7,3,14,439,33,3,475,439,67,0,6,512,10,0,11,527,23,0,551,4,0,4,0,9,0,0,0,9,0,0,12,3,0,0,3,10,0,0,0,10,0,0,6,826,113,10,12,958,22,8,29,983,56,3,1045,12,3,0,0,17,5,3,7,18,0,0,22,27,7,0,0,33,7,0,7,34,0,0,37,35,9,0,0,44,11,3,7,58,4,0,59,863,120,12,12,1006,26,7,36,1042,60,3,1104,168,41,3,7
21304,5859,257,10,6122,99,16,0,5,125,24,0,30,148,4,0,157,235,28,0,8,270,17,4,26,299,4,0,301,335,45,0,15,392,45,5,53,448,14,0,458,5385,558,69,114,6122,156,27,178,6303,271,10,6582,2140,331,50,89,2608,106,16,118,2724,423,16,3162,14,6,0,8,25,0,0,0,27,0,27,49,7540,893,114,207,8757,264,38,303,9053,690,49,9792,1186,114,14,6,1320,24,10,29,1351,59,0,1408,1514,169,13,19,1713,26,3,29,1747,73,4,1821,42,7,14,0,73,3,0,3,77,3,0,77,15,10,0,20,45,5,0,8,54,4,0,56,2755,297,48,46,3154,57,13,72,3223,132,3,3357,48,7,0,0,59,22,0,22,81,3,0,80,89,21,0,6,123,15,3,16,139,4,0,145,140,31,0,6,183,35,3,33,218,4,0,225,2899,334,48,59,3335,87,17,104,3441,142,6,3584,905,148,30,20
21305,7897,347,13,8259,249,46,10,8,313,46,4,51,362,19,0,380,418,55,3,9,489,48,11,60,545,15,0,561,670,98,14,21,799,95,12,113,911,38,0,947,7268,974,100,145,8487,270,47,315,8808,382,13,9202,3429,624,59,114,4221,215,51,270,4484,591,12,5091,25,5,0,18,52,0,0,0,53,3,54,106,10715,1603,160,277,12760,487,99,582,13345,981,84,14403,1504,197,20,12,1729,63,4,71,1797,97,3,1900,1688,279,22,13,2006,43,10,51,2050,82,4,2133,51,5,7,0,73,3,0,3,75,3,0,79,28,4,0,30,70,0,0,0,67,0,0,70,3278,486,46,57,3870,111,17,126,3995,184,8,4190,88,22,3,3,111,34,3,36,144,11,0,159,162,25,0,6,195,25,5,31,229,4,0,229,243,46,7,6,306,59,11,66,367,15,0,387,3523,535,50,66,4172,163,22,193,4366,198,8,4575,1235,206,27,47
21401,3856,181,5,4048,41,8,0,3,55,0,0,0,56,0,0,54,121,9,0,4,135,8,3,6,146,10,0,148,162,20,0,13,186,10,3,13,199,11,0,209,3483,396,52,58,3985,63,9,68,4053,190,5,4258,1182,140,21,28,1370,41,6,44,1413,166,4,1588,9,0,0,5,17,0,0,0,17,0,10,31,4670,538,74,86,5369,104,15,120,5483,364,24,5869,671,81,3,0,763,24,3,24,790,33,0,821,1165,120,8,8,1296,13,3,18,1316,42,0,1358,31,7,21,0,60,0,0,0,60,0,0,63,7,4,0,4,17,3,0,3,18,0,0,15,1873,213,35,17,2136,43,4,45,2176,77,3,2261,24,6,0,0,32,10,0,10,43,0,0,41,72,3,0,4,80,3,0,3,80,0,0,82,94,12,3,3,107,12,0,11,121,6,0,123,1967,217,37,19,2245,51,9,57,2302,81,3,2383,488,85,16,18
21402,4993,188,13,5186,30,0,0,0,32,7,0,7,37,4,0,39,147,19,0,3,164,13,0,13,179,4,0,185,177,18,0,3,194,21,0,21,210,9,0,225,4488,483,73,79,5123,74,3,80,5202,195,13,5414,1301,140,25,32,1500,25,0,25,1517,132,8,1657,6,0,0,0,6,0,0,0,6,0,15,24,5802,624,101,104,6631,96,3,98,6729,328,33,7092,805,117,8,3,935,16,3,20,950,47,0,995,1691,210,32,15,1940,25,0,25,1966,57,0,2027,34,3,11,0,49,0,0,0,49,3,0,53,19,0,0,22,40,0,0,0,43,6,0,44,2546,325,44,44,2961,41,3,46,3006,115,4,3125,31,0,0,0,32,0,0,0,31,0,0,37,66,13,0,0,82,4,0,4,82,4,0,86,96,14,0,0,112,7,0,7,119,5,0,124,2643,338,44,45,3072,47,3,49,3121,119,4,3242,529,72,14,15
21501,1661,52,0,1717,11,0,0,0,10,6,0,6,18,0,0,13,29,0,0,0,28,3,0,4,36,0,0,33,36,0,0,0,38,7,0,6,48,4,0,53,1466,158,29,26,1682,24,7,30,1714,54,0,1768,409,56,13,17,486,13,4,18,510,86,0,589,0,3,3,0,3,0,0,0,3,0,5,13,1875,213,43,42,2176,38,9,50,2227,144,4,2368,315,28,0,3,352,4,0,4,355,12,0,367,578,61,11,15,660,12,4,13,669,28,0,699,10,0,8,0,16,0,0,0,16,0,0,17,5,0,0,9,14,0,0,0,14,0,0,14,905,91,19,20,1034,15,4,22,1058,38,0,1090,0,0,3,0,8,9,0,9,12,4,0,10,11,0,0,0,11,0,0,0,11,0,0,10,10,0,3,0,14,9,0,8,22,3,0,28,918,91,21,20,1050,21,3,29,1076,40,0,1114,169,29,0,3
