SA3_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
21001,251,5,0,6,265,30,0,294,0,0,0,0,4,0,0,0,4,0,3,10,1327,124,18,22,1492,40,8,47,1532,64,9,1604,281,19,3,0,303,4,0,4,312,11,0,321,371,21,10,6,409,3,0,4,416,15,0,428,4,0,0,0,9,0,0,0,9,3,0,11,0,0,0,0,3,0,0,0,3,0,0,3,660,43,13,11,732,4,0,6,735,30,0,765,12,0,0,0,12,0,0,0,11,0,0,15,9,0,0,0,12,0,0,0,9,0,0,13,18,0,0,0,22,0,0,0,25,5,0,27,674,49,19,11,752,11,0,13,758,36,0,791,127,18,6,3,151,6,0,6,153,14,0,170,0,0,0,0,0,0,0,0,0,0,3,5,803,63,19,15,897,16,0,12,915,50,3,971,381,43,3,3,431,6,0,4,438,20,0,462,493,42,7,9,548,10,0,7,558,23,0,581
21002,174,0,0,0,174,17,3,190,0,0,0,0,0,0,0,0,0,0,6,6,934,86,17,15,1050,13,3,13,1066,32,11,1105,163,17,3,0,184,0,0,3,188,3,0,186,233,27,4,7,268,0,0,0,266,11,0,278,5,3,0,0,8,0,0,0,8,0,0,11,0,0,0,9,10,0,0,0,10,0,0,10,405,43,8,11,463,6,0,5,471,14,0,489,4,0,0,0,4,0,0,0,4,0,0,4,9,0,0,0,11,0,0,0,11,0,0,11,19,0,0,0,17,0,0,0,17,0,0,17,418,48,5,11,485,6,0,5,490,14,0,501,76,10,3,0,90,0,0,0,95,8,0,106,3,0,0,0,3,0,0,0,3,0,5,6,500,58,10,8,581,5,0,4,584,29,5,616,223,22,4,0,253,5,0,5,260,4,3,263,339,44,3,6,396,6,0,11,407,12,0,415
21003,438,20,6,27,462,116,0,583,9,4,0,9,14,0,0,0,14,0,3,18,1152,241,22,43,1459,62,21,82,1538,171,8,1719,193,31,4,0,224,12,0,17,235,20,0,258,260,47,5,4,317,3,0,4,319,21,0,341,5,0,3,0,11,0,0,0,8,0,0,8,3,0,0,3,4,0,0,0,4,0,0,8,457,77,14,7,551,19,0,18,571,46,0,617,3,0,0,0,9,3,0,3,7,0,0,7,11,8,0,0,18,8,0,9,22,3,0,27,17,10,0,0,22,11,0,11,33,3,0,37,468,83,14,7,579,27,4,30,605,49,0,649,189,52,5,12,262,10,13,22,280,74,3,356,3,0,0,3,4,0,0,0,4,0,0,9,661,139,18,19,838,33,13,44,886,120,3,1015,282,49,6,0,333,7,5,9,342,26,0,369,364,47,4,3,415,11,0,12,426,28,0,450
21004,181,7,0,7,190,27,4,218,0,0,0,0,0,0,0,0,0,0,6,6,886,68,7,15,981,19,0,20,1003,54,8,1058,192,17,0,4,214,3,0,3,215,13,0,225,278,19,6,3,303,3,0,0,305,7,0,311,9,0,0,0,8,0,0,0,11,0,0,13,0,0,0,4,3,0,0,0,3,0,0,9,478,42,8,10,528,5,0,4,536,16,0,555,12,3,0,0,11,0,0,0,11,4,0,18,6,0,0,0,5,0,0,0,10,3,0,12,17,5,0,0,19,0,0,0,21,7,0,28,492,42,7,10,547,12,0,10,559,25,0,585,105,10,3,0,116,6,0,6,125,12,0,136,0,0,0,0,0,0,0,0,0,0,3,4,598,55,9,12,672,19,0,18,687,35,3,727,260,29,4,0,293,10,0,11,300,21,0,318,357,46,9,3,420,3,3,5,424,9,0,433
21005,1400,85,39,121,1523,838,22,2381,10,3,0,7,25,0,0,0,25,0,22,46,2802,695,45,125,3662,171,62,228,3888,1052,53,4998,558,65,9,10,641,21,0,21,664,75,0,741,552,123,6,11,696,17,10,27,719,57,4,784,12,4,3,0,20,0,0,0,20,5,0,23,11,4,0,16,38,0,0,0,38,7,3,47,1138,192,24,33,1393,41,11,49,1438,143,12,1590,25,10,0,0,36,11,0,11,48,10,0,55,42,20,0,3,63,4,8,11,76,11,0,91,62,28,0,3,96,13,8,21,118,23,0,144,1202,221,20,38,1491,58,15,71,1560,166,9,1734,528,208,3,37,778,50,25,70,851,504,8,1367,3,0,0,3,8,0,0,0,8,0,18,24,1744,432,30,81,2282,105,40,145,2425,672,33,3124,833,94,12,11,950,34,13,49,1000,115,0,1116,811,174,10,18,1009,24,3,22,1038,92,4,1137
21101,788,16,3,16,804,110,0,915,3,0,0,5,12,0,0,0,12,0,3,15,3239,364,57,63,3729,67,16,85,3806,219,5,4036,668,76,5,6,760,8,3,17,771,34,0,811,1062,100,15,3,1183,22,4,27,1209,37,0,1247,19,0,4,0,24,0,0,0,24,0,0,24,7,0,0,9,24,0,0,0,24,0,0,26,1762,181,24,24,1988,33,10,44,2027,79,3,2105,15,7,0,0,19,5,0,5,24,3,0,28,32,9,0,0,43,0,0,3,46,0,0,44,48,13,0,0,58,6,0,8,70,9,0,73,1805,195,22,28,2046,37,13,48,2099,83,3,2184,405,56,5,9,477,17,3,22,499,66,0,565,0,0,0,4,5,0,0,0,5,0,6,16,2214,250,28,36,2532,58,10,71,2601,154,9,2763,1072,104,9,12,1201,43,15,51,1255,69,0,1320,1421,159,18,4,1600,45,3,51,1646,61,0,1713
21102,162,3,0,3,166,15,0,185,0,0,0,0,0,0,0,0,0,0,0,0,789,80,4,14,892,12,4,15,901,51,0,950,168,21,0,0,191,3,0,3,190,5,0,197,291,32,4,4,325,7,0,5,336,4,0,336,8,0,3,0,12,0,0,0,12,0,0,12,3,0,0,0,9,0,0,0,9,0,0,9,473,51,4,4,532,10,3,11,542,11,0,557,7,0,0,0,7,0,0,0,8,0,0,8,9,0,0,0,13,0,0,0,13,0,0,13,18,0,0,0,19,0,0,0,20,0,0,20,484,51,4,6,549,9,3,14,565,11,0,570,83,5,0,3,92,0,0,0,92,7,0,103,0,0,0,0,0,0,0,0,0,0,0,0,569,54,9,6,645,9,3,14,654,20,0,678,241,21,0,0,267,8,0,13,282,13,0,291,396,37,3,3,434,3,0,4,438,18,0,453
21103,485,14,3,19,502,71,0,572,3,0,0,4,7,0,0,0,7,0,0,11,2382,229,36,44,2690,58,7,63,2753,134,3,2894,440,44,6,3,497,14,4,19,511,30,0,536,783,72,9,8,871,8,7,11,884,10,0,892,11,0,3,0,15,0,0,0,15,0,0,20,11,3,0,8,20,0,0,0,20,0,0,20,1250,117,18,13,1403,17,9,30,1433,41,0,1470,11,4,0,0,17,5,0,7,17,0,0,19,20,3,0,0,23,0,0,4,30,0,0,30,26,12,0,0,40,6,0,7,46,0,0,49,1277,126,18,13,1440,25,9,40,1480,39,0,1523,210,34,3,4,255,11,0,17,269,48,0,320,3,0,0,0,8,0,0,0,5,0,0,9,1493,166,26,23,1701,37,14,49,1753,92,0,1845,615,65,14,9,706,14,7,24,724,31,0,757,1036,94,19,15,1168,11,3,15,1182,37,0,1219
21104,295,5,3,5,303,25,0,335,3,0,0,0,3,0,0,0,3,0,0,4,1443,162,13,17,1638,33,11,41,1678,76,3,1751,256,23,0,0,284,11,0,18,295,22,0,321,398,49,3,4,452,6,0,7,457,17,0,479,9,0,3,0,8,0,0,0,8,0,0,10,7,0,0,3,11,0,0,0,11,0,0,11,666,71,5,4,752,17,3,22,775,42,0,812,5,0,0,0,11,0,0,3,7,0,0,7,17,0,0,0,20,4,0,4,20,0,0,21,26,0,0,0,27,3,0,6,30,0,0,37,694,73,5,6,785,24,4,29,810,43,0,846,141,15,3,3,164,8,0,9,172,13,0,180,0,0,0,0,0,0,0,0,0,0,0,0,837,91,14,11,943,33,4,36,979,53,0,1036,349,42,0,0,388,11,0,12,404,22,0,427,522,81,5,0,616,11,0,15,627,20,0,649
21105,838,19,5,26,864,71,3,940,4,0,0,3,5,0,0,0,5,0,11,20,3412,380,67,67,3931,70,17,86,4021,187,19,4228,593,58,10,3,664,10,0,17,677,31,4,708,1090,135,17,9,1255,7,0,9,1264,43,4,1312,30,0,8,0,38,0,0,0,38,0,0,38,12,3,0,14,30,0,0,0,35,0,0,35,1729,202,27,30,1982,22,0,28,2012,72,7,2089,15,0,0,0,15,0,0,0,20,0,0,19,44,3,0,0,47,7,0,7,53,0,0,53,61,3,0,0,64,9,0,9,68,5,0,76,1789,205,32,29,2050,26,0,29,2078,78,7,2163,407,50,9,13,475,10,3,13,485,70,0,556,4,0,0,0,6,0,0,0,6,0,0,10,2194,257,35,43,2528,39,8,47,2573,144,7,2722,953,99,14,9,1079,23,4,27,1103,59,0,1156,1400,165,28,15,1615,20,4,22,1635,45,0,1679
21201,581,22,5,28,610,72,0,681,0,0,3,4,6,0,0,0,6,0,6,14,2403,255,34,35,2728,55,11,67,2794,157,6,2953,456,49,0,0,505,9,0,9,514,13,0,529,688,50,12,10,752,5,3,5,757,16,0,779,21,0,8,0,28,0,0,0,28,0,0,28,7,0,0,4,14,0,0,0,11,0,0,18,1164,100,18,21,1299,15,3,20,1316,38,0,1353,19,3,0,0,19,0,0,0,22,0,0,23,31,3,0,0,36,0,0,0,36,3,0,36,48,7,0,0,54,0,0,0,57,4,0,57,1209,102,13,21,1351,12,3,15,1367,39,0,1409,257,41,5,9,312,8,0,6,315,47,0,363,0,0,0,0,3,0,0,0,3,0,3,9,1471,143,20,26,1660,18,7,28,1690,85,6,1779,664,53,6,3,732,12,0,17,748,23,3,777,887,79,13,9,987,8,0,11,1001,31,0,1037
21202,994,49,11,65,1060,211,0,1272,3,0,0,8,5,0,0,0,5,3,10,16,3054,436,41,66,3604,112,25,136,3737,354,12,4107,592,77,10,3,686,11,7,16,702,36,0,741,778,107,12,8,907,21,0,22,929,40,0,967,27,4,0,0,25,0,0,0,29,0,0,29,8,0,0,10,24,0,0,0,23,4,3,30,1406,183,23,24,1638,33,4,39,1685,78,7,1767,21,7,0,0,26,4,0,4,30,9,0,34,48,6,5,0,59,10,0,10,67,3,0,69,64,14,5,0,79,12,0,12,96,6,0,102,1473,201,21,24,1719,49,4,55,1776,86,7,1869,400,95,5,14,515,26,5,29,545,138,3,683,3,0,0,0,3,0,0,0,3,3,4,11,1873,287,34,43,2242,72,10,85,2324,224,9,2559,958,105,13,4,1081,12,5,17,1100,69,0,1170,1163,133,15,8,1322,19,5,26,1344,67,0,1407
21203,1334,41,15,51,1381,270,10,1665,11,3,0,4,17,0,0,0,17,3,26,40,4148,629,62,103,4941,155,28,182,5128,440,41,5608,841,96,9,6,959,27,3,26,988,44,0,1034,852,130,14,8,1005,12,9,22,1030,41,4,1079,26,9,0,0,32,0,0,0,32,0,0,30,19,6,0,21,47,4,0,3,51,0,0,47,1734,245,23,39,2044,46,14,56,2101,91,6,2194,37,3,0,3,47,10,0,10,62,10,0,70,54,8,0,0,65,3,0,4,71,4,0,72,96,13,3,3,112,14,0,16,129,11,0,144,1832,255,25,41,2152,59,17,72,2227,106,7,2335,621,100,11,16,749,16,5,14,769,178,3,957,3,0,0,0,4,0,0,0,4,0,15,24,2459,358,36,60,2914,69,19,93,3005,285,27,3317,1251,151,12,6,1420,26,6,34,1451,56,3,1512,1111,176,18,12,1321,19,3,24,1348,65,3,1413
21204,1073,60,23,86,1158,458,9,1625,8,0,3,3,13,0,0,0,13,4,18,30,2580,617,28,95,3327,157,59,217,3545,634,33,4210,615,96,3,0,718,23,3,26,742,56,0,796,469,135,3,3,611,14,3,19,627,47,0,677,17,3,0,0,21,0,0,0,21,3,0,27,11,8,0,19,32,3,0,3,36,3,0,41,1111,238,12,23,1386,39,8,46,1427,113,4,1541,35,10,0,3,43,16,0,17,57,7,0,66,32,7,0,0,46,8,11,16,59,5,0,71,68,17,0,3,89,17,12,30,121,17,0,136,1182,252,15,26,1473,58,16,75,1546,129,4,1681,468,139,3,16,629,27,16,41,669,296,4,972,3,3,0,0,5,0,0,0,5,3,11,18,1649,398,16,42,2104,87,33,124,2224,430,14,2672,856,136,11,4,1007,25,9,35,1041,96,0,1134,671,173,6,9,858,22,4,25,888,74,0,961
21205,771,33,4,42,805,114,0,929,3,0,0,3,7,0,0,0,7,3,3,16,3384,464,50,55,3947,134,31,166,4114,245,9,4367,767,78,4,9,867,27,3,31,893,40,0,933,888,121,8,11,1033,28,10,37,1068,21,0,1088,15,0,3,0,17,0,0,0,17,3,0,22,12,0,0,8,20,0,0,0,20,0,0,20,1682,209,17,25,1931,52,18,69,1999,65,0,2061,27,7,0,0,34,10,0,12,46,3,0,48,55,15,0,0,72,0,3,12,80,9,0,87,80,25,0,0,105,12,9,21,122,11,0,136,1761,232,18,25,2034,61,20,85,2125,75,0,2193,375,44,3,7,426,11,3,18,444,84,3,531,5,0,0,3,4,0,0,0,4,0,3,11,2141,273,22,33,2471,79,29,103,2571,159,6,2730,1110,125,12,10,1259,42,6,48,1307,88,0,1392,1096,198,12,14,1313,38,6,44,1357,48,0,1410
21301,1111,71,11,84,1190,318,3,1517,4,3,0,8,20,0,0,0,20,9,33,54,2726,616,62,111,3516,178,43,224,3740,524,41,4305,587,79,10,3,685,16,8,21,706,49,0,753,629,133,7,3,776,17,6,18,799,63,3,858,25,3,4,0,26,0,0,3,27,0,0,29,13,6,0,17,36,3,0,3,38,0,4,48,1254,221,21,31,1529,34,14,45,1568,112,4,1690,19,14,0,0,41,15,0,16,59,8,0,64,37,28,0,0,66,14,8,15,83,9,0,93,63,42,3,0,105,26,6,34,141,15,0,151,1314,264,20,34,1636,60,18,78,1712,127,4,1845,485,148,7,25,660,58,4,56,716,223,3,941,3,0,0,8,7,0,0,0,13,3,14,29,1799,409,29,65,2303,118,22,142,2438,352,22,2815,855,103,11,18,986,31,5,37,1026,89,4,1116,828,195,8,12,1052,21,5,33,1080,88,3,1171
21302,388,8,3,7,394,67,0,465,3,0,0,3,3,0,0,0,3,3,10,14,1567,193,25,24,1813,42,9,44,1858,141,11,2008,294,42,0,0,338,3,0,4,348,16,0,362,421,40,11,5,472,3,5,3,477,18,0,491,10,6,6,0,21,0,0,0,21,0,0,26,3,3,0,0,10,0,0,0,8,0,0,8,733,88,15,7,838,4,7,8,849,34,0,883,12,0,0,0,9,0,0,0,9,0,0,13,13,3,0,0,11,3,0,3,13,0,0,13,19,5,0,0,20,5,0,5,30,0,0,26,756,91,15,7,860,13,7,14,880,34,0,917,148,40,4,3,205,8,0,10,212,56,3,272,0,0,0,0,3,0,0,0,3,0,5,7,905,131,26,14,1064,17,5,24,1089,93,10,1190,481,62,3,0,552,11,3,14,565,39,0,606,518,60,6,3,591,10,0,13,599,22,3,627
21303,216,24,4,30,242,53,3,295,3,0,0,0,4,0,0,0,4,0,3,9,1030,161,13,17,1226,51,12,65,1291,111,7,1408,211,36,3,0,253,20,5,23,274,21,0,297,224,29,6,4,255,6,3,6,262,13,0,275,9,0,0,0,7,0,0,0,7,0,0,7,3,0,0,3,4,0,0,0,4,0,0,9,444,67,11,10,522,22,5,28,548,42,0,592,3,0,0,0,5,0,0,0,9,0,0,9,11,3,0,3,19,0,3,5,21,0,0,26,13,6,0,3,24,7,3,5,31,0,0,32,453,68,11,13,547,26,6,34,582,37,0,621,89,29,0,3,119,4,5,9,129,37,0,166,0,0,0,0,3,0,0,0,3,0,0,0,544,100,10,18,663,36,10,47,713,75,3,787,301,50,6,4,360,19,0,17,378,26,0,411,250,54,4,3,310,13,0,14,327,21,0,345
21304,1105,51,3,62,1164,244,5,1410,9,0,0,4,9,0,0,0,9,3,21,35,3805,483,76,82,4452,141,25,167,4614,385,32,5030,785,70,10,9,880,16,8,22,899,30,0,933,877,106,5,13,1004,17,3,25,1026,31,0,1060,23,3,13,0,38,3,0,3,40,0,0,40,8,3,0,18,35,0,0,0,41,3,0,38,1698,183,28,42,1951,38,12,48,2004,67,3,2073,31,4,0,3,34,11,0,14,47,0,0,51,54,4,0,7,63,4,4,13,74,8,0,77,83,10,0,5,99,16,11,22,122,7,0,130,1775,197,27,55,2052,53,19,78,2128,73,3,2200,471,88,15,16,588,32,5,33,625,155,4,783,4,0,0,0,7,0,0,0,7,0,3,15,2256,281,40,69,2650,85,28,109,2763,229,12,3002,1095,98,12,12,1218,30,6,42,1254,72,0,1326,1110,136,15,15,1272,14,5,23,1297,61,0,1353
21305,1505,81,10,96,1598,335,4,1940,8,3,0,11,22,0,0,0,22,4,20,48,4763,745,77,121,5702,250,39,289,5988,541,36,6560,944,114,10,11,1077,38,3,41,1121,70,0,1195,920,146,9,10,1085,17,6,25,1109,51,3,1165,23,3,7,0,39,3,0,7,41,3,0,47,16,3,0,14,31,0,0,3,36,0,0,39,1896,270,30,39,2236,62,15,71,2312,125,4,2440,65,14,3,3,80,19,4,22,97,10,0,106,67,8,0,0,79,12,5,15,93,3,0,94,130,18,3,7,154,30,6,34,189,10,0,201,2022,294,31,38,2392,89,15,105,2501,139,4,2641,635,115,7,21,785,44,12,58,844,192,9,1045,7,0,0,8,10,0,0,0,11,0,10,27,2672,404,41,71,3185,138,34,171,3358,337,25,3714,1352,148,12,10,1517,48,10,50,1568,99,0,1667,1198,191,30,10,1429,21,9,33,1465,70,3,1539
21401,602,19,3,29,631,110,4,742,0,0,0,4,6,0,0,0,6,0,4,15,2464,305,49,37,2853,70,13,82,2938,189,10,3138,440,59,6,13,510,8,0,8,518,36,0,557,666,78,11,4,753,9,0,11,763,25,0,789,19,0,6,0,33,0,0,0,35,0,0,35,3,0,0,5,10,0,0,0,10,0,0,10,1135,133,21,22,1305,19,0,18,1325,64,0,1392,17,0,0,0,17,3,0,3,23,0,0,20,38,4,0,0,43,5,0,5,45,5,0,50,53,4,0,0,60,8,0,8,64,6,0,71,1183,133,21,19,1362,26,0,30,1390,69,0,1464,256,38,0,10,299,10,0,8,313,81,0,389,0,0,0,0,3,0,0,0,3,0,0,3,1440,172,25,31,1667,37,3,41,1704,153,3,1855,701,86,10,10,809,12,4,14,823,44,0,864,905,90,14,7,1018,11,3,16,1032,37,0,1068
21402,633,17,3,20,651,81,0,738,8,3,0,0,13,0,0,0,13,0,10,26,3186,417,56,57,3720,62,10,72,3785,199,16,4005,560,70,7,0,632,6,3,10,638,27,0,665,1043,142,16,10,1208,13,0,15,1226,42,0,1259,17,3,6,0,24,0,0,0,24,0,0,32,15,0,0,7,18,0,0,0,18,0,0,18,1640,213,25,17,1888,20,3,17,1908,71,0,1979,17,0,0,0,17,0,0,0,22,3,0,22,23,3,0,0,27,5,0,5,28,3,0,30,42,3,0,0,43,3,0,3,53,6,0,55,1681,214,25,17,1937,22,3,25,1962,74,0,2036,282,27,3,4,321,10,3,15,333,59,0,394,0,0,0,0,0,0,0,0,0,0,10,10,1961,243,31,19,2262,32,6,40,2300,131,8,2436,905,90,11,7,1019,14,6,21,1045,51,0,1093,1253,156,16,10,1432,22,0,22,1451,51,3,1510
21501,202,5,3,13,214,55,0,271,0,0,0,0,4,0,0,0,4,0,3,8,1090,124,24,20,1256,33,8,41,1293,100,3,1396,249,22,4,0,272,3,0,3,275,8,0,286,335,36,3,7,377,11,0,11,385,11,0,395,9,0,3,0,14,0,0,0,14,0,0,17,4,6,0,0,7,0,0,0,7,0,0,11,594,56,12,10,673,8,0,12,686,22,3,706,3,3,0,0,8,3,0,3,7,0,0,7,4,0,0,0,4,0,0,0,7,3,0,6,8,3,0,0,7,3,0,5,17,3,0,14,601,64,12,10,684,14,3,17,696,25,3,726,82,15,0,0,101,5,0,5,102,44,0,145,0,0,0,0,0,0,0,0,0,0,0,0,687,80,12,14,781,20,3,17,802,66,0,872,351,37,11,3,401,4,0,5,405,18,0,418,439,70,9,9,527,8,0,8,537,29,0,565
21502,196,21,8,28,226,78,3,303,0,0,0,0,6,0,0,0,3,0,3,14,1002,89,18,15,1132,43,11,54,1189,129,8,1325,230,25,3,0,261,5,0,5,269,7,0,273,261,19,3,4,291,5,0,5,298,20,0,318,5,0,0,0,7,0,0,0,7,0,0,9,0,0,0,4,3,0,0,0,3,0,0,6,496,49,8,5,561,16,0,16,575,30,3,603,10,3,0,0,12,4,0,4,16,0,0,13,8,0,0,0,10,3,0,5,15,0,0,15,14,3,0,0,18,6,0,6,31,0,0,32,513,55,8,5,585,22,0,23,605,32,3,634,93,17,0,6,112,6,3,9,123,44,3,170,4,0,0,0,4,0,0,0,4,0,0,3,606,69,10,11,694,27,6,30,729,75,7,806,343,38,7,0,389,8,0,8,396,26,0,423,387,34,9,6,437,14,0,12,447,30,0,477
