SA3_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
21201,47,82,160,172,203,129,37,8,3,844,1240,2127,4939,4706,4723,2685,500,58,15,20987,39,72,177,216,283,263,148,74,11,1283,0,8,43,46,47,27,10,0,0,184,128,319,930,1164,1236,702,113,9,0,4611,5,23,137,133,158,79,11,0,0,552,313,779,1674,1418,1164,598,117,10,0,6085,42,117,396,462,459,260,51,3,0,1796,540,736,1186,987,868,526,90,11,0,4942,832,446,371,249,222,105,24,3,0,2259,34,122,453,528,618,402,121,7,0,2287,29,51,126,129,144,57,11,0,0,552,11,72,267,283,218,123,28,4,0,1008,21,87,206,153,117,83,18,3,0,692,27,134,529,591,450,297,92,9,5,2121,26,116,356,338,331,206,59,0,3,1443,7,83,438,491,455,251,58,5,0,1793,72,192,827,900,803,538,98,6,0,3425,68,431,1190,1121,1227,804,146,8,0,4983,103,124,150,125,113,70,17,4,0,710
21202,60,108,244,232,302,179,38,12,3,1174,1663,2893,5488,6130,6522,4047,564,40,6,27358,10,28,53,68,72,41,20,8,0,307,0,6,22,25,40,20,4,0,0,115,157,437,1171,1641,1993,1302,210,12,3,6917,10,35,148,172,142,94,8,0,0,606,267,837,1601,1461,1410,831,149,12,0,6574,37,182,543,694,732,513,65,0,0,2760,911,1307,1351,1207,1169,755,136,9,0,6842,1077,623,479,408,388,236,30,4,0,3244,27,172,535,679,802,608,136,4,0,2971,41,112,258,252,203,102,16,3,0,983,17,157,521,575,455,214,43,0,0,1978,24,98,187,185,174,122,37,3,0,835,40,287,860,916,714,434,110,14,0,3374,41,167,389,457,497,379,69,7,0,2014,10,121,477,630,651,457,71,13,0,2441,114,305,858,1043,1110,779,131,3,0,4343,88,538,1454,1743,1820,1264,200,14,0,7113,148,182,179,152,159,76,16,0,0,912
21203,50,166,439,403,340,209,45,5,6,1657,1941,3490,9186,8693,7218,3834,531,53,14,34954,28,62,157,201,212,147,53,17,3,882,0,3,32,47,33,19,0,0,0,132,159,624,2126,3000,2598,1447,193,9,3,10145,7,37,255,258,224,92,14,0,0,899,316,1023,2456,1923,1393,733,123,3,3,7977,77,252,857,1057,863,493,67,3,0,3655,1065,1400,2154,1909,1439,698,102,5,0,8781,1297,753,779,605,390,181,38,3,0,4049,48,247,1096,1248,1174,799,115,4,0,4741,40,113,331,302,183,85,7,0,0,1055,14,162,830,728,433,162,27,0,0,2366,21,95,283,229,182,101,15,5,0,944,39,246,1055,1120,578,300,59,8,0,3406,52,242,697,746,604,394,70,9,0,2812,15,139,691,802,688,407,81,18,0,2850,105,348,1035,1223,914,514,75,6,0,4214,93,739,2682,2624,2169,1227,165,14,3,9716,123,168,261,212,153,106,26,4,0,1042
21204,48,194,540,454,403,277,55,10,3,1981,1367,3522,8967,7085,6413,4190,826,45,10,32424,18,63,228,186,203,153,27,4,4,892,0,0,22,30,10,14,0,0,0,79,147,728,2410,2716,2940,1956,329,20,0,11242,3,37,236,175,132,85,20,0,0,680,128,629,1672,1354,973,673,139,9,0,5582,44,235,838,779,721,447,93,3,0,3162,780,1639,2204,1413,1207,727,154,10,0,8121,1007,1048,1417,746,592,402,66,0,0,5277,31,288,1301,917,853,660,165,9,0,4231,23,84,363,286,161,96,16,0,0,1036,17,253,1003,706,407,196,44,3,0,2630,16,105,280,196,137,100,32,8,0,867,25,360,1499,1063,599,360,114,19,0,4033,41,392,1033,631,595,436,109,7,0,3246,11,155,584,555,485,423,115,12,3,2336,81,321,966,940,852,602,146,10,0,3923,78,700,2647,1942,1648,1255,298,13,0,8574,77,196,253,148,121,65,30,3,0,896
21205,41,154,363,339,329,183,39,16,9,1479,1676,3683,8302,7866,8073,4880,1173,121,15,35785,4,10,29,45,46,28,18,11,3,192,0,0,23,29,25,20,0,0,0,102,130,284,1035,1326,1504,972,239,26,6,5527,3,32,176,195,173,99,26,0,3,714,58,420,1120,1020,1000,632,138,19,4,4409,33,201,761,859,856,477,117,9,0,3319,903,1635,1859,1371,1322,880,220,37,4,8232,999,1241,1214,702,656,374,56,4,0,5246,28,164,597,615,711,494,145,12,3,2776,35,139,483,518,447,208,49,6,0,1884,17,249,1184,1170,864,435,95,13,0,4030,14,122,450,302,292,160,61,6,0,1408,57,572,2330,2387,1737,976,310,47,9,8416,34,291,749,628,591,401,140,25,0,2860,19,165,613,639,849,569,146,8,0,3006,246,672,1607,1599,1837,1288,302,43,5,7592,88,686,2251,1988,2221,1576,432,36,7,9283,187,271,295,207,164,105,33,10,0,1276
21301,63,216,476,461,416,229,42,10,3,1911,1569,3889,8694,7367,7046,4291,555,40,9,33458,5,43,136,101,119,74,10,3,0,488,0,0,21,22,19,19,3,0,0,89,108,470,1602,2162,2342,1544,181,8,0,8415,5,47,186,186,135,75,10,0,0,647,151,650,1631,1349,1101,724,101,10,0,5717,31,216,626,616,612,387,55,5,0,2556,763,1666,1926,1332,1347,787,133,10,0,7963,1233,1184,1448,707,691,437,58,0,0,5771,60,515,1939,1698,1647,1241,205,6,0,7302,37,129,346,334,190,73,12,0,0,1121,12,285,1058,745,438,190,21,0,0,2758,29,123,323,213,157,97,22,0,0,971,26,345,1235,956,569,301,75,6,0,3511,62,369,930,731,700,554,100,3,0,3450,27,213,799,789,795,569,114,8,0,3312,122,452,1119,1004,981,692,112,10,0,4495,69,665,2114,1776,1629,1142,203,7,4,7607,106,209,358,225,161,108,14,0,0,1172
21302,20,69,150,149,165,98,26,0,4,676,755,1541,4267,4651,4591,2641,431,27,7,18913,3,5,27,30,32,14,3,0,0,123,0,0,24,27,29,22,0,0,0,101,72,125,563,759,866,565,99,6,3,3054,3,28,120,140,119,60,8,0,0,481,82,296,894,763,716,411,58,4,0,3227,21,82,289,362,378,204,35,4,0,1375,443,608,776,677,617,370,70,12,0,3576,506,414,508,309,261,166,23,4,0,2191,25,155,611,682,784,518,92,7,0,2875,15,53,226,301,238,108,19,0,0,962,3,64,545,689,422,166,25,6,0,1923,17,59,181,211,134,78,18,0,0,702,21,186,879,1133,809,383,96,5,0,3517,13,93,352,337,320,187,41,3,0,1348,7,88,468,759,762,471,83,5,0,2645,50,204,738,869,937,705,114,11,4,3630,30,212,900,954,999,744,142,7,0,3994,77,145,216,193,184,109,23,3,0,950
21303,32,84,242,160,146,78,23,0,0,775,551,1959,6673,4927,3388,1729,255,18,6,19511,3,8,56,34,26,12,0,0,0,148,0,0,21,22,15,3,0,0,0,73,42,131,672,705,610,382,50,4,0,2608,0,21,173,147,68,28,3,0,0,447,35,169,695,585,368,201,27,5,0,2094,10,85,358,323,223,140,9,7,0,1154,297,836,1283,640,473,277,60,4,0,3869,376,866,1336,585,342,171,24,3,0,3698,14,140,620,569,501,313,57,3,0,2213,25,82,435,424,191,76,9,0,0,1241,7,129,892,776,317,93,16,0,0,2225,3,58,202,196,104,48,8,0,0,625,11,243,1567,1338,641,223,43,8,0,4071,14,202,729,411,249,137,38,3,0,1782,9,88,796,823,574,276,39,5,0,2611,42,278,1196,979,754,505,56,3,3,3823,30,275,1631,1078,827,524,92,0,0,4464,45,168,435,266,154,68,18,3,0,1162
21304,61,139,289,324,242,130,25,5,3,1228,1921,2974,7536,8412,6548,3537,470,23,9,31427,9,29,81,106,99,65,27,3,0,421,0,6,55,66,55,41,4,0,0,228,144,286,1019,1740,1489,929,119,4,0,5726,10,57,222,249,163,89,18,0,0,813,343,847,1988,1943,1330,602,77,3,0,7121,30,136,538,693,580,313,45,6,0,2345,946,1218,1580,1628,1189,655,113,5,0,7333,1356,657,654,579,432,250,44,3,0,3977,68,356,1617,1969,1669,1070,158,8,0,6926,45,77,285,336,184,80,3,0,0,1013,11,142,802,887,455,188,16,0,0,2514,19,81,270,269,175,93,21,0,0,938,52,223,939,1138,562,309,71,3,0,3285,33,205,523,628,542,346,65,7,0,2353,23,162,849,1178,972,570,106,7,0,3874,127,316,1285,1432,1097,629,93,3,0,4986,75,511,1766,2024,1706,1049,161,4,3,7295,125,161,230,250,170,101,23,0,0,1059
21305,59,185,571,468,297,168,39,7,0,1792,2075,4050,13080,11629,8663,4436,604,34,16,44579,13,56,183,177,141,128,44,9,0,746,0,5,51,59,28,32,0,0,0,178,115,424,1876,2340,2061,1144,135,4,0,8100,12,60,494,403,243,109,16,0,0,1328,285,880,2216,1925,1329,635,121,4,0,7403,60,218,955,1039,924,429,62,0,0,3698,1143,1687,2884,2092,1545,805,125,7,0,10291,1420,1072,1695,1021,595,318,51,7,0,6178,86,608,2997,2801,2210,1282,195,5,0,10180,22,108,723,817,305,123,15,0,0,2109,19,171,1798,1774,724,306,52,0,0,4848,31,143,542,421,261,127,29,3,0,1542,35,308,2361,2453,1028,460,108,8,3,6762,67,384,1188,957,743,432,86,3,0,3861,26,220,1274,1648,1446,820,169,13,0,5610,165,457,1745,1821,1388,793,143,9,4,6517,101,712,3181,3233,2360,1278,171,9,3,11035,150,250,534,451,233,146,27,3,0,1784
21401,55,100,247,277,281,175,58,10,6,1208,1740,2983,6579,6506,6916,4594,914,58,10,30305,13,37,64,78,90,58,19,5,3,360,0,5,25,34,44,21,10,0,0,138,147,419,1161,1608,1638,1109,173,18,0,6274,5,33,166,175,203,140,17,0,0,737,269,845,2149,1730,1475,897,163,14,9,7558,40,157,538,640,613,448,95,3,0,2532,949,1225,1551,1238,1252,941,215,13,3,7386,1144,665,577,416,375,253,52,0,0,3475,21,148,468,543,715,582,141,3,3,2624,48,83,192,228,188,106,21,3,0,875,14,107,398,415,364,217,60,10,0,1574,23,95,247,225,200,132,55,6,0,982,31,186,767,910,727,512,147,9,0,3288,37,145,421,492,597,414,104,6,0,2210,24,110,652,761,812,525,105,17,0,3013,93,303,1107,1179,1165,865,172,8,3,4880,100,635,1874,1851,2081,1619,332,15,4,8498,135,152,213,207,183,109,42,10,0,1059
21402,61,89,173,265,322,221,98,21,4,1260,2011,2540,4956,6778,8239,6103,1628,141,17,32401,20,93,137,197,258,242,127,35,5,1114,0,4,27,57,75,45,12,5,0,227,206,262,602,1077,1264,1023,284,25,4,4746,7,36,87,135,201,140,25,3,0,633,356,913,1975,2036,2009,1371,317,23,6,9011,49,110,275,483,505,367,131,22,6,1946,1224,1000,1069,1309,1432,1178,384,31,0,7637,1181,742,645,624,633,441,128,10,3,4413,25,70,183,333,537,495,167,15,0,1821,20,65,78,142,187,117,36,0,0,643,11,41,173,301,366,278,104,18,3,1298,33,102,215,308,334,235,118,22,0,1364,51,168,482,987,1041,778,412,50,4,3974,47,142,335,562,763,575,194,22,0,2636,257,475,681,745,962,655,148,16,0,3941,87,232,868,1349,1640,1357,308,29,3,5880,94,453,1305,1761,2489,2086,561,48,3,8799,201,195,244,294,320,240,92,15,4,1598
21501,23,19,49,41,76,81,30,17,0,347,694,924,1960,2166,2960,2506,603,118,25,11956,100,212,558,667,912,978,627,234,28,4303,0,19,57,65,65,31,0,0,0,246,115,222,328,307,343,299,75,11,0,1709,0,19,67,63,102,53,10,4,0,318,98,199,341,272,350,278,71,11,3,1624,18,43,118,129,155,127,21,0,0,619,375,238,354,381,472,415,97,15,5,2350,398,166,233,174,218,231,64,3,0,1492,9,32,109,187,262,257,76,8,5,943,9,23,40,33,35,41,3,0,0,182,9,39,62,67,93,45,8,4,0,323,3,12,27,41,37,41,17,3,3,184,13,47,136,156,161,126,48,5,0,683,17,35,90,108,134,153,50,7,0,591,17,81,260,372,558,424,66,4,0,1789,24,96,339,361,445,423,69,3,3,1768,96,305,739,696,1076,1063,147,13,3,4131,26,34,52,68,64,61,23,0,0,329
21502,22,21,63,75,69,67,22,5,0,355,743,989,2031,2131,2543,1956,402,35,8,10835,40,166,389,427,529,548,254,53,15,2425,0,8,56,55,48,35,3,0,0,204,64,102,268,313,344,236,45,3,3,1374,0,10,47,51,79,79,6,0,0,281,69,152,388,288,337,256,38,0,0,1526,31,50,133,125,113,103,23,0,0,588,502,363,499,430,517,386,73,3,0,2768,406,268,322,203,205,177,46,3,0,1634,12,56,147,186,274,262,61,0,0,1006,19,26,36,46,43,20,7,0,0,199,4,26,84,81,92,60,9,3,0,359,3,16,47,56,53,52,12,0,0,244,21,64,196,179,146,107,43,8,0,766,23,79,187,197,253,205,35,0,0,978,6,57,212,283,320,253,56,9,0,1200,24,105,352,470,528,388,76,3,0,1945,43,232,608,605,731,620,110,4,3,2962,37,26,37,58,37,28,7,0,0,228
21503,22,26,40,53,49,51,29,14,3,284,441,536,1158,1313,1700,1479,384,61,4,7064,73,169,445,579,748,748,402,101,26,3293,3,10,20,19,15,15,3,3,0,81,69,105,216,190,247,167,32,7,0,1026,0,7,25,36,59,44,10,0,0,182,58,127,240,178,196,169,35,4,0,1014,16,48,86,69,92,83,15,3,0,407,264,170,195,259,331,273,51,4,3,1538,209,115,136,129,145,141,31,5,0,906,6,30,84,98,190,201,54,10,0,676,6,11,14,13,23,19,3,0,3,79,3,21,56,55,38,45,10,0,0,224,3,5,18,11,23,16,3,0,0,81,15,34,104,97,77,89,17,3,0,428,9,28,71,59,95,97,8,4,0,365,7,33,118,152,205,167,41,3,0,721,15,62,239,240,324,257,56,3,0,1199,33,123,286,328,466,483,97,6,0,1819,9,17,25,14,26,31,8,3,0,138
21601,17,19,28,37,64,48,23,8,3,241,493,540,1228,1476,1961,1509,304,55,16,7579,83,109,266,324,471,514,258,83,13,2133,0,4,12,15,21,6,3,0,0,72,95,191,327,420,488,410,46,0,4,1990,0,10,35,42,62,54,6,3,0,221,75,152,260,228,302,203,39,0,0,1267,7,20,55,68,87,63,20,3,0,321,301,139,265,272,351,267,52,5,3,1666,247,151,155,173,202,174,31,3,0,1129,13,18,65,109,177,162,59,3,0,607,14,11,12,14,20,24,3,0,0,94,3,18,46,39,62,40,5,3,0,205,3,10,25,28,32,25,8,0,0,135,20,45,112,111,114,71,30,0,0,509,4,22,52,84,95,84,13,3,0,357,8,22,81,134,180,134,26,4,0,594,43,37,200,235,276,245,35,6,0,1080,11,122,371,410,581,538,100,7,3,2145,28,20,35,40,23,35,16,0,0,192
21602,15,16,26,38,53,43,22,6,0,212,388,418,905,1046,1366,1079,267,42,5,5522,68,104,297,322,433,429,194,55,7,1912,0,0,4,6,9,3,0,0,0,24,73,128,267,351,382,275,46,8,0,1525,0,3,17,30,31,35,3,0,0,125,63,128,195,181,210,156,30,6,4,986,14,16,29,42,60,48,20,3,0,219,256,99,175,190,225,171,56,3,0,1183,144,110,131,107,149,158,45,4,3,847,10,16,63,54,135,152,36,4,0,466,4,6,7,6,9,8,8,0,0,52,3,8,18,36,36,18,3,0,0,129,0,12,14,26,30,25,10,0,0,120,12,26,68,73,74,63,16,5,0,327,5,21,59,55,71,70,6,3,0,281,4,22,60,89,100,97,11,0,0,377,17,37,139,181,217,168,44,5,0,810,23,90,225,230,364,354,54,3,0,1331,6,19,16,26,28,15,7,0,0,114
21603,24,47,84,79,87,68,25,10,3,425,911,1060,2456,2593,3039,2205,462,48,11,12785,44,114,374,415,488,437,238,74,8,2189,0,3,12,8,16,13,4,0,0,56,102,232,497,610,672,498,60,3,0,2687,16,34,172,174,182,101,18,0,0,694,105,260,524,432,450,327,68,6,0,2165,28,51,105,138,155,110,31,3,0,616,556,342,550,466,561,407,100,12,3,2990,483,206,230,190,190,139,39,3,0,1480,18,50,146,210,284,269,108,6,3,1089,17,35,70,42,54,40,11,3,0,271,5,39,79,105,103,74,12,0,0,419,7,28,51,53,79,40,14,3,0,284,32,92,254,221,246,172,55,4,3,1071,20,64,173,166,218,139,44,0,0,829,10,57,195,288,315,242,47,3,0,1163,68,118,438,482,556,434,75,4,0,2176,44,272,854,898,989,859,166,10,0,4100,46,24,52,44,45,28,13,0,0,252
21701,19,12,25,32,38,43,27,15,3,223,475,464,1051,1398,1911,1559,401,59,10,7329,78,159,324,448,510,620,368,113,15,2634,0,5,30,38,39,17,5,0,0,140,59,82,163,285,426,278,33,3,0,1320,0,0,28,24,48,23,4,0,0,123,48,118,188,167,217,185,26,7,0,949,14,32,55,70,101,96,22,3,0,399,284,119,207,229,284,230,54,4,0,1425,262,148,147,120,156,113,42,5,0,1000,5,45,95,169,198,221,60,0,0,791,4,15,24,18,21,28,8,0,0,110,3,7,32,33,48,35,11,0,0,186,8,6,18,19,29,24,4,3,0,123,8,15,89,109,101,111,37,9,0,488,5,12,41,70,86,80,23,3,0,317,9,24,106,198,268,200,38,0,0,840,20,43,162,268,377,270,64,4,0,1200,37,128,365,381,643,595,107,7,0,2261,28,13,13,29,30,21,13,3,0,149
21703,18,14,32,39,67,53,32,11,5,269,518,574,1170,1408,1934,1623,457,70,16,7760,114,213,458,553,777,708,446,127,17,3409,0,3,12,19,21,24,3,0,0,74,117,235,365,384,398,250,42,3,4,1802,0,7,25,21,45,29,4,0,0,139,79,124,222,203,231,194,44,11,0,1107,16,28,41,66,89,64,15,0,0,327,270,138,216,225,294,272,62,9,0,1486,256,159,191,180,210,183,48,3,0,1233,6,33,86,129,180,164,77,4,0,673,5,5,33,29,28,27,9,0,0,133,3,5,29,40,39,31,0,3,0,150,0,7,13,15,29,22,18,4,0,116,10,21,97,113,101,99,32,3,0,480,8,22,63,101,111,118,38,7,0,473,9,17,104,140,203,206,31,3,3,714,19,42,168,208,298,272,47,9,0,1062,29,127,269,344,553,535,103,9,4,1962,22,16,18,30,36,35,15,0,0,158
21704,29,26,32,49,76,55,30,13,0,312,796,985,2001,2203,2741,1979,395,64,9,11183,93,165,376,416,529,483,283,102,14,2455,0,9,26,30,24,19,7,0,0,105,82,197,486,388,472,298,42,9,0,1973,7,20,74,78,81,46,4,0,0,305,81,207,421,357,359,262,46,3,3,1741,29,76,136,144,151,111,34,0,0,683,460,340,436,400,457,366,81,9,0,2546,525,302,274,265,223,164,54,8,3,1811,9,43,117,137,227,209,54,5,0,799,21,26,39,28,33,26,3,0,0,176,3,24,83,90,91,62,11,0,0,368,12,20,40,56,51,35,14,0,3,227,16,69,182,188,222,133,35,3,0,850,14,33,93,124,154,140,32,3,0,583,10,50,187,274,349,247,42,4,0,1166,63,110,321,494,542,427,57,0,0,2014,48,190,633,734,948,853,94,5,0,3503,38,46,66,50,55,51,27,3,0,337
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,14,14,10,9,4,0,0,0,50,25,142,304,121,102,80,16,0,0,786,3,13,23,5,10,7,3,0,0,62,0,0,10,5,0,0,0,0,0,17,3,13,39,44,26,7,4,0,0,131,0,0,7,3,3,5,0,0,0,20,4,20,73,51,25,22,4,0,0,199,0,3,16,17,7,10,0,0,0,42,12,21,32,30,23,16,0,0,0,133,21,80,84,25,20,14,5,0,0,245,0,15,45,29,24,18,3,0,0,134,0,4,12,3,6,0,0,0,0,29,0,0,16,11,10,4,0,3,0,45,0,0,11,5,7,0,0,0,0,29,0,8,76,26,11,10,3,0,0,131,0,11,32,11,10,17,4,0,0,89,10,28,33,23,17,19,0,0,0,118,3,10,40,25,14,21,0,0,0,115,0,22,62,39,34,28,0,0,0,189,5,9,31,9,15,7,3,0,0,65
