SA3_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
20101,8,5,0,3,3464,3475,74,8,3,3,3734,3821,2077,132,76,11,4206,6508,3545,257,356,20,1883,6057,3739,362,825,52,1315,6289,3802,267,877,118,737,5803,3225,179,601,252,327,4598,1658,56,203,326,131,2372,440,15,36,281,34,801,18574,1278,2978,1049,15828,39714,3,0,0,3,3331,3343,129,19,4,3,3708,3866,2623,193,137,16,3818,6794,3767,392,583,40,1856,6643,3843,499,1287,142,1220,6995,3786,392,1367,380,631,6561,2984,180,949,866,253,5226,1287,41,275,1363,145,3107,242,12,74,1198,71,1603,18671,1730,4684,4015,15034,44132,12,7,0,7,6795,6819,199,34,6,6,7445,7686,4705,326,218,27,8027,13301,7311,652,938,61,3732,12700,7583,860,2116,195,2535,13287,7592,658,2242,495,1371,12360,6212,363,1552,1120,577,9822,2945,92,476,1688,276,5476,684,27,112,1476,103,2398,37246,3009,7661,5065,30864,83848
20102,0,0,0,0,779,775,4,0,0,0,576,586,350,13,8,5,672,1054,872,66,86,8,581,1612,1226,81,266,21,570,2164,1419,111,370,33,412,2353,1288,65,295,106,184,1930,513,27,82,109,44,778,106,3,16,89,13,233,5787,377,1122,363,3834,11485,0,0,0,3,724,726,25,3,0,0,491,515,468,32,19,0,629,1148,979,68,125,6,603,1785,1359,92,342,39,474,2306,1421,98,427,128,350,2418,1143,57,282,235,119,1837,330,11,71,339,29,775,67,0,16,316,15,420,5785,364,1288,1067,3435,11939,3,0,0,3,1499,1505,31,3,0,0,1066,1106,818,40,27,9,1302,2203,1851,132,215,15,1181,3394,2581,181,609,53,1050,4478,2840,206,797,164,767,4777,2430,121,580,341,300,3772,841,43,156,450,73,1557,170,6,36,404,33,648,11572,736,2410,1432,7270,23428
20103,0,0,0,0,691,691,20,3,0,0,550,568,288,19,9,0,650,979,639,69,78,6,584,1374,872,109,254,20,517,1765,1218,136,420,52,332,2156,1262,105,369,114,171,2021,596,30,117,150,62,950,136,3,5,99,11,263,5037,476,1248,440,3571,10772,3,0,0,0,637,636,32,0,0,0,481,513,413,43,17,3,569,1042,699,75,109,15,368,1281,969,110,315,42,330,1764,1200,104,424,135,170,2042,1163,62,278,298,67,1866,391,15,80,390,28,900,69,6,17,333,14,439,4936,407,1249,1221,2668,10474,3,0,0,0,1327,1330,50,3,0,0,1029,1079,703,66,22,7,1217,2016,1341,145,190,24,958,2657,1844,220,566,58,848,3532,2420,235,840,193,510,4195,2423,167,650,414,238,3882,984,45,202,543,82,1854,207,10,27,428,26,700,9970,885,2498,1656,6235,21245
20201,8,3,3,0,3012,3016,104,4,4,5,3282,3395,2047,114,79,3,3756,6001,3051,243,307,13,1744,5358,3206,354,754,54,1152,5513,3485,294,845,91,670,5384,2974,165,560,214,280,4192,1675,49,205,310,112,2352,468,17,31,325,47,886,17017,1232,2784,1012,14043,36093,11,0,3,6,2980,3002,164,11,3,4,3390,3572,2550,202,145,13,3510,6419,3249,363,551,38,1689,5884,3314,421,1178,102,1017,6039,3501,334,1292,365,526,6022,2727,161,817,770,213,4688,1303,41,275,1161,108,2891,274,16,78,1194,64,1632,17106,1559,4335,3651,13499,40147,17,3,4,6,5988,6023,272,15,6,8,6672,6970,4596,319,222,12,7274,12416,6301,608,855,49,3432,11241,6518,777,1929,154,2169,11552,6983,634,2137,457,1194,11405,5705,319,1376,980,498,8880,2986,92,483,1471,215,5240,738,26,111,1524,111,2515,34121,2792,7119,4664,27546,76243
20202,0,0,0,0,1391,1394,35,0,0,0,967,1010,629,28,17,0,1297,1971,1585,101,148,12,920,2774,2042,163,385,29,861,3484,2247,166,627,96,598,3727,2020,129,535,142,235,3068,944,33,158,178,81,1386,228,5,19,147,26,433,9733,636,1884,611,6376,19239,0,0,0,0,1279,1279,36,3,0,0,827,866,751,46,38,5,1061,1898,1741,144,190,18,902,2998,2211,186,529,55,751,3739,2198,148,776,186,485,3797,1806,102,584,399,199,3088,662,22,162,562,66,1464,125,3,43,500,29,698,9529,659,2321,1726,5598,19830,0,0,0,0,2670,2668,72,5,3,0,1788,1878,1377,76,50,8,2360,3871,3332,250,338,35,1820,5768,4252,351,915,87,1615,7219,4441,312,1400,287,1079,7525,3825,231,1116,540,439,6155,1602,54,315,740,142,2852,357,9,59,648,58,1128,19264,1296,4203,2342,11973,39071
20203,0,0,0,0,339,340,7,0,0,0,184,195,133,12,7,0,239,390,353,27,35,0,195,609,485,48,110,8,192,835,654,63,185,21,160,1078,528,60,146,46,92,876,238,9,49,63,25,383,61,6,7,49,16,141,2459,219,541,183,1433,4841,0,0,0,0,343,343,9,3,0,0,175,193,209,13,9,0,190,426,386,18,34,5,142,593,559,33,112,20,141,867,631,38,160,49,57,942,443,23,97,102,29,695,178,8,29,173,13,404,35,0,4,130,3,173,2455,143,440,483,1110,4624,0,0,0,0,682,686,19,3,0,0,365,384,338,22,20,0,436,818,740,45,67,3,338,1194,1044,83,219,21,335,1701,1284,105,339,68,218,2013,974,82,247,146,119,1568,417,14,78,235,36,786,97,3,11,179,20,311,4909,364,980,665,2545,9469
20301,0,0,0,0,667,667,8,0,0,0,465,474,389,11,14,0,472,883,900,44,63,4,300,1314,963,80,124,16,219,1403,914,53,183,28,131,1312,714,30,93,45,48,931,254,14,27,45,12,349,52,3,0,28,10,97,4203,230,503,168,2326,7428,0,0,0,0,568,573,19,0,0,0,370,385,513,25,26,3,423,981,941,69,93,5,270,1377,1039,60,154,22,157,1430,913,39,160,56,79,1250,593,7,92,112,24,829,184,3,19,119,9,337,28,0,5,126,4,162,4228,200,549,446,1899,7330,0,0,0,0,1240,1242,27,0,0,0,833,863,896,31,34,3,894,1864,1840,115,154,11,576,2696,2006,133,278,36,375,2833,1826,95,347,86,206,2563,1310,41,186,153,69,1761,441,17,52,164,18,687,83,4,9,158,9,258,8434,433,1059,613,4226,14759
20302,18,0,8,0,6055,6078,182,11,4,4,6748,6948,4273,177,158,14,7968,12591,6851,513,659,17,3531,11585,6957,654,1497,71,2529,11712,6924,509,1685,195,1248,10562,5899,293,1085,431,508,8215,3230,106,343,664,172,4511,1031,29,70,653,66,1845,35367,2290,5509,2057,28823,74047,18,0,0,7,5948,5979,307,17,11,7,6399,6737,5133,304,253,43,7057,12794,7076,676,981,101,3298,12140,7112,874,2268,264,2081,12603,6825,642,2433,741,1035,11679,5438,314,1589,1564,400,9304,2555,82,511,2543,159,5845,582,20,141,2487,119,3343,35051,2934,8197,7753,26492,80427,39,0,7,7,12007,12055,491,30,13,8,13146,13688,9406,482,413,50,15024,25386,13933,1193,1644,122,6829,23722,14072,1529,3772,334,4611,24312,13748,1156,4122,941,2286,22243,11336,603,2676,2002,908,17524,5780,188,852,3205,324,10355,1615,43,213,3138,184,5191,70420,5221,13705,9809,55317,154470
20303,3,0,4,0,1997,2004,15,0,3,0,1538,1554,1162,48,25,3,1927,3171,2838,165,211,14,1177,4403,2953,214,454,20,738,4376,3464,205,706,74,470,4913,3478,137,453,196,180,4443,1631,34,135,245,56,2098,429,9,26,244,15,723,15959,809,2014,793,8093,27678,4,0,0,0,1804,1809,39,6,4,3,1303,1353,1610,82,61,6,1910,3670,3039,210,307,23,1139,4718,3076,282,755,87,748,4948,3615,239,885,214,442,5392,3218,127,733,538,184,4800,1211,27,185,861,69,2362,204,6,39,872,27,1154,16020,982,2976,2602,7636,30213,6,0,4,0,3802,3814,56,8,7,3,2837,2906,2775,133,89,8,3838,6841,5871,379,522,39,2319,9119,6030,495,1209,110,1483,9326,7076,437,1598,288,911,10308,6694,264,1183,739,364,9245,2842,61,318,1106,130,4456,631,13,69,1113,44,1869,31982,1789,4997,3399,15728,57894
20401,4,3,0,0,1708,1713,22,0,0,0,1370,1388,750,45,49,0,1677,2515,1552,106,186,8,953,2802,2013,237,481,26,861,3615,2556,262,690,97,606,4214,2478,207,622,205,259,3762,1159,43,163,230,93,1694,299,11,31,187,38,565,10815,909,2224,761,7557,22269,6,0,0,0,1504,1508,46,11,0,0,1111,1170,998,68,42,7,1436,2551,1681,190,251,18,921,3059,2154,253,630,86,640,3757,2640,197,770,196,361,4161,2269,134,522,490,142,3549,819,23,167,766,58,1826,117,6,43,635,14,820,10713,885,2424,2198,6186,22410,10,4,3,0,3212,3227,63,11,0,0,2477,2554,1744,115,90,10,3113,5066,3233,297,432,26,1873,5864,4161,489,1110,112,1497,7372,5190,459,1463,298,960,8373,4744,335,1144,690,398,7314,1974,73,328,996,146,3521,409,18,67,827,54,1384,21531,1792,4647,2961,13741,44677
20402,0,0,0,0,1363,1368,31,5,0,0,1045,1088,674,39,24,0,1270,1997,1404,119,144,7,731,2403,1768,181,411,14,616,2990,2158,160,515,83,427,3340,2006,114,406,161,229,2920,1077,40,139,206,65,1535,334,8,14,225,25,605,9449,674,1648,706,5763,18241,5,0,0,0,1287,1294,55,6,0,0,960,1018,890,66,61,4,1158,2175,1532,148,231,23,736,2673,1926,229,557,72,526,3308,2269,181,617,230,319,3623,1890,79,447,485,139,3036,804,20,129,726,74,1758,172,3,33,783,40,1031,9537,732,2077,2332,5235,19918,3,0,3,0,2654,2660,90,13,0,0,2006,2107,1564,106,80,3,2425,4177,2930,273,376,37,1462,5076,3692,413,971,89,1139,6300,4427,343,1131,316,746,6968,3899,189,855,648,362,5953,1880,63,270,934,140,3290,507,11,49,1009,59,1631,18985,1413,3726,3032,11004,38158
20403,3,0,0,3,2290,2294,72,7,0,0,2036,2111,1325,76,76,3,2309,3794,2357,174,229,14,1239,4008,2866,255,631,32,935,4719,3190,249,801,102,535,4871,2718,126,519,171,222,3752,1273,49,144,217,79,1761,328,3,31,199,21,587,14133,943,2433,736,9656,27900,6,0,0,0,2098,2108,124,10,3,0,1591,1731,1736,117,101,10,2118,4077,2525,232,387,39,1141,4328,2999,286,867,93,723,4970,3202,252,968,272,372,5067,2365,121,574,590,146,3794,873,27,197,831,62,1991,191,8,27,727,29,990,14024,1055,3122,2572,8290,29058,7,0,0,5,4384,4403,193,12,3,3,3626,3840,3064,190,177,17,4431,7875,4882,411,617,51,2378,8340,5866,545,1500,124,1656,9695,6392,502,1768,366,910,9941,5082,247,1087,761,364,7542,2146,76,341,1045,141,3754,520,17,61,930,55,1576,28152,1997,5559,3301,17943,56959
20501,0,0,0,0,1554,1554,36,3,0,0,1241,1283,985,54,41,3,1448,2537,1554,122,151,5,731,2565,1940,164,395,21,587,3108,2185,134,474,74,356,3226,2164,94,305,107,127,2801,1038,25,116,187,57,1430,238,10,14,123,14,405,10153,600,1505,519,6132,18904,3,0,0,0,1457,1464,79,9,0,3,1157,1249,1226,88,51,4,1388,2748,1723,175,248,24,701,2879,2090,229,531,72,476,3401,2262,137,641,192,290,3520,1968,75,399,394,95,2941,704,19,131,621,40,1504,122,3,25,528,22,707,10185,746,2028,1831,5627,20417,3,0,0,0,3015,3018,118,14,0,3,2401,2537,2208,145,92,4,2835,5283,3276,301,403,28,1432,5443,4031,396,929,92,1061,6509,4453,276,1112,262,644,6744,4135,170,707,496,226,5739,1744,41,247,806,94,2933,361,11,37,652,43,1111,20338,1346,3529,2353,11757,39320
20502,8,0,0,0,1196,1203,29,4,0,0,895,929,656,45,19,0,1124,1842,1005,108,114,7,805,2037,1557,148,353,19,648,2726,2126,179,621,71,478,3470,2677,159,609,199,271,3917,1337,51,184,212,90,1879,306,9,27,198,14,560,9704,695,1931,717,5521,18560,3,0,0,0,1092,1103,58,15,0,0,823,893,798,85,35,7,1052,1979,1187,136,201,17,703,2245,1734,231,509,65,529,3067,2329,186,698,229,325,3764,2457,82,499,471,104,3617,960,17,148,763,45,1934,146,3,22,643,21,839,9663,747,2125,2206,4697,19432,7,0,0,4,2289,2302,88,17,0,0,1715,1823,1456,125,57,8,2174,3826,2197,242,317,24,1507,4288,3287,380,863,92,1172,5789,4457,364,1320,297,801,7234,5134,240,1113,673,381,7532,2296,72,339,976,138,3811,448,11,52,844,36,1395,19363,1442,4054,2919,10212,37995
20503,0,0,0,0,1701,1702,28,0,0,0,1113,1142,886,51,39,0,1626,2608,1707,114,172,5,996,3004,2319,242,552,28,899,4039,2862,245,798,106,643,4650,3287,226,626,198,252,4577,1598,65,205,257,93,2221,417,10,35,259,33,752,13103,957,2431,854,7349,24686,3,0,0,0,1487,1490,73,10,3,0,1049,1140,1155,86,70,3,1497,2815,1897,178,271,25,987,3362,2417,232,702,92,738,4183,3091,239,1034,264,482,5109,3055,171,784,594,173,4778,1125,41,198,975,65,2401,223,6,61,884,32,1204,13046,961,3126,2840,6507,26481,6,0,0,0,3192,3199,101,11,3,0,2158,2278,2040,142,114,7,3126,5426,3599,293,447,38,1978,6360,4735,469,1257,116,1631,8215,5957,484,1830,371,1125,9763,6343,396,1408,795,426,9358,2729,108,410,1229,158,4624,643,13,93,1143,62,1954,26151,1915,5555,3697,13860,51170
20504,3,0,8,0,2264,2279,67,9,0,0,2266,2344,1334,93,61,3,2842,4332,2086,235,253,26,1425,4027,2526,299,724,41,1124,4709,3112,254,862,88,630,4944,2545,168,548,200,265,3729,1308,49,186,264,84,1883,355,4,35,230,24,655,13338,1111,2677,850,10934,28906,6,0,0,0,2121,2124,97,20,0,3,2298,2420,1784,200,92,13,2621,4704,2273,313,387,30,1286,4289,2717,334,953,136,828,4977,3114,298,991,357,366,5129,2273,144,601,726,123,3861,975,44,198,1071,41,2336,181,8,41,858,17,1106,13431,1358,3267,3191,9700,30954,10,0,8,0,4382,4397,171,28,0,3,4564,4768,3114,291,154,14,5463,9040,4359,548,636,57,2713,8315,5246,634,1670,178,1954,9688,6226,549,1860,446,1002,10072,4818,311,1149,922,387,7593,2285,93,384,1333,124,4220,544,14,78,1088,40,1759,26768,2467,5944,4047,20639,59863
20505,3,0,0,0,1284,1290,50,5,0,0,1145,1201,935,52,36,0,1472,2492,1435,121,137,3,851,2544,1634,162,327,21,624,2769,2042,155,544,73,374,3195,1778,127,395,126,164,2589,836,30,118,173,72,1228,205,8,20,147,19,395,8914,655,1580,551,6011,17710,3,0,0,0,1213,1215,50,5,3,0,877,939,1048,82,51,3,1176,2358,1416,136,211,9,613,2391,1782,196,452,62,456,2946,2101,151,570,210,242,3275,1549,68,361,413,74,2479,579,15,95,587,30,1310,108,0,33,478,18,638,8631,659,1774,1769,4700,17540,6,0,0,4,2502,2510,100,6,3,0,2030,2135,1979,132,82,3,2651,4853,2854,260,345,15,1464,4934,3412,357,783,78,1083,5720,4149,307,1114,286,618,6470,3329,198,759,542,246,5065,1412,48,216,754,102,2536,314,5,47,633,32,1029,17545,1312,3352,2323,10714,35249
20601,9,0,0,0,1658,1668,91,4,0,4,3495,3599,2323,68,101,6,7879,10382,3466,178,328,19,3105,7083,2758,179,529,30,1561,5058,1901,155,531,57,823,3459,1352,94,317,102,352,2215,1081,36,112,208,128,1561,401,12,29,188,43,667,13371,722,1940,614,19044,35696,13,0,0,3,1655,1667,238,10,5,3,3985,4240,2751,102,152,13,7720,10726,3477,187,459,24,3051,7206,2678,190,687,66,1556,5174,1922,168,713,211,912,3930,1280,89,425,483,298,2584,819,22,166,972,111,2094,176,9,34,741,51,1006,13340,772,2647,2524,19347,38633,20,0,0,3,3313,3336,324,12,8,9,7478,7836,5077,176,249,18,15600,21113,6939,366,785,45,6156,14286,5434,368,1223,96,3120,10233,3818,327,1238,269,1740,7390,2629,180,743,592,654,4798,1897,57,277,1183,235,3654,574,20,57,925,94,1680,26717,1493,4593,3138,38388,74327
20602,3,0,0,0,1103,1101,23,0,0,5,1564,1591,1060,44,49,4,3703,4859,2162,93,164,17,1746,4186,1936,115,312,17,1083,3467,1183,93,322,34,644,2282,811,51,226,56,221,1371,690,43,97,134,87,1042,219,3,13,123,34,393,8097,433,1191,392,10187,20301,0,0,3,0,1056,1063,69,4,3,3,1838,1920,1323,61,97,4,4149,5636,2262,123,245,28,2041,4699,1950,159,470,36,1245,3856,1125,108,484,101,704,2518,783,57,289,245,225,1596,508,32,118,617,82,1357,106,11,23,519,38,692,8121,549,1729,1547,11380,23327,4,0,3,0,2153,2165,90,4,6,5,3402,3509,2382,103,144,10,7854,10493,4428,213,412,42,3787,8883,3883,269,789,52,2327,7320,2308,199,807,136,1350,4799,1595,108,516,306,444,2966,1198,73,218,751,168,2403,330,11,37,644,69,1089,16222,988,2917,1939,21561,43625
20603,0,0,0,0,1748,1748,57,0,0,3,2488,2545,1900,56,61,3,3964,5979,2846,165,225,11,1461,4707,2825,190,445,28,897,4376,2204,139,488,54,575,3463,1335,71,261,98,304,2079,698,38,91,106,120,1048,290,12,27,158,33,525,12153,670,1599,467,11589,26479,11,0,0,0,1842,1850,120,9,3,0,2500,2627,2304,134,163,6,3985,6596,2990,188,388,31,1444,5041,2807,208,639,93,873,4614,2100,194,641,187,629,3752,1139,80,371,368,247,2203,562,30,172,674,111,1551,192,3,39,673,49,953,12214,850,2423,2029,11666,29190,11,0,0,3,3586,3604,178,9,3,3,4979,5177,4198,194,222,11,7946,12574,5828,352,617,40,2905,9750,5627,396,1079,118,1774,8997,4305,334,1135,243,1201,7221,2473,150,635,463,553,4278,1263,63,264,783,232,2597,485,11,67,835,78,1480,24365,1520,4022,2500,23259,55664
20604,31,4,3,3,4494,4534,254,13,20,11,13237,13533,5475,165,282,11,16305,22238,3838,243,460,15,3990,8555,2284,263,628,15,1649,4840,2110,224,718,61,725,3829,1593,109,484,80,391,2657,629,46,171,105,144,1091,199,4,31,139,89,459,16415,1073,2794,437,41027,61748,23,12,8,6,6016,6059,436,27,21,10,15737,16225,6103,241,385,11,15438,22188,3331,215,670,31,3237,7483,2447,250,851,90,1314,4947,2061,169,867,229,635,3968,1323,92,578,357,272,2623,435,36,153,469,120,1206,78,3,41,538,131,795,16234,1041,3574,1740,42902,65498,50,11,8,8,10514,10594,695,43,34,16,28968,29759,11573,409,674,23,31746,44424,7171,460,1128,44,7231,16038,4734,511,1481,97,2968,9788,4170,392,1588,298,1359,7801,2915,201,1062,438,667,5288,1065,79,317,572,264,2299,281,9,79,674,219,1255,32650,2121,6369,2172,83928,127245
20605,3,0,0,0,1403,1415,86,5,9,3,2877,2968,2644,115,166,15,9635,12568,3722,238,569,18,4444,8993,2799,288,917,42,2673,6715,2298,272,1039,63,1424,5097,1813,167,698,133,672,3472,870,47,205,139,250,1505,261,6,42,159,94,565,14489,1130,3649,571,23476,43304,11,0,0,4,1463,1479,155,12,14,10,3399,3584,3317,160,312,14,9869,13679,3620,271,805,37,4382,9124,2814,302,1232,90,2332,6773,2234,215,1207,228,1215,5105,1576,112,872,485,420,3474,581,40,268,688,116,1687,128,4,85,615,39,868,14425,1120,4800,2174,23247,45774,12,0,3,4,2870,2896,239,15,17,10,6274,6555,5957,274,477,32,19506,26249,7340,509,1376,56,8831,18115,5609,594,2148,130,5009,13486,4526,484,2248,300,2641,10205,3386,280,1569,618,1091,6946,1448,89,475,822,358,3197,390,7,125,774,136,1433,28915,2256,8451,2746,46722,89081
20606,3,0,0,0,1005,1011,42,0,0,0,2485,2534,1684,62,84,8,6976,8814,1830,127,257,5,2199,4423,1567,141,374,12,1154,3256,1454,95,422,24,577,2574,1489,77,353,79,247,2242,922,29,123,129,134,1337,292,13,35,134,59,529,9280,552,1652,394,14836,26714,3,0,3,0,1214,1221,85,3,3,0,3233,3327,2084,85,162,9,7141,9480,1841,146,353,20,2025,4384,1694,164,513,45,890,3302,1563,145,716,150,511,3086,1402,78,525,360,259,2628,692,27,225,663,110,1712,138,7,61,563,63,830,9505,651,2567,1806,15442,29973,9,0,3,0,2217,2233,129,8,3,3,5720,5863,3768,148,242,18,14115,18297,3672,265,616,25,4227,8806,3258,303,892,57,2047,6556,3017,243,1138,172,1084,5653,2892,159,878,436,508,4872,1610,58,348,788,239,3049,427,19,99,692,118,1352,18785,1204,4217,2199,30277,56683
20607,9,0,0,0,1320,1333,37,7,4,3,3098,3143,1840,94,151,13,10780,12874,2753,176,423,23,3818,7197,2226,234,600,17,2017,5093,1756,179,708,55,1015,3710,1448,91,422,109,470,2537,703,31,143,124,184,1182,234,7,28,120,51,445,10989,820,2481,456,22758,37511,10,0,0,0,1405,1415,102,11,5,5,3845,3970,2432,176,267,18,10932,13818,2774,212,527,40,3383,6946,2155,247,797,75,1597,4872,1771,179,947,232,965,4092,1215,102,719,399,395,2827,504,40,213,670,147,1574,106,11,45,424,62,640,11071,973,3522,1863,22722,40156,14,3,3,0,2727,2749,138,12,10,11,6940,7114,4268,264,417,30,21710,26691,5530,397,952,65,7202,14137,4381,478,1395,97,3614,9960,3525,355,1658,284,1975,7803,2664,190,1138,508,858,5358,1201,76,356,793,336,2759,338,18,71,543,121,1083,22060,1790,6003,2318,45487,77659
20701,13,0,5,0,5952,5968,94,6,3,4,6705,6813,3172,74,102,7,7752,11111,6715,176,358,26,2295,9568,8636,338,715,58,1522,11276,7056,220,697,124,929,9034,5111,142,516,199,510,6483,2646,59,228,333,237,3508,958,23,58,487,97,1627,34402,1048,2687,1241,26006,65383,12,0,0,3,5927,5940,165,15,4,3,6348,6532,4009,106,182,12,7117,11426,7956,246,570,51,2340,11168,9412,488,1235,119,1572,12823,6915,306,1364,353,1009,9949,4606,173,1118,925,645,7468,1991,53,413,1674,398,4526,498,13,149,2239,315,3208,35570,1393,5043,5379,25662,73046,29,0,5,6,11876,11910,258,17,8,6,13047,13346,7184,179,287,18,14872,22544,14674,421,928,74,4637,20736,18047,831,1950,179,3091,24102,13968,528,2068,475,1939,18983,9716,318,1637,1123,1153,13951,4631,113,642,2002,638,8031,1457,34,202,2722,411,4829,69973,2436,7730,6622,51668,138430
20702,4,4,0,3,2847,2858,40,0,4,0,2833,2884,1958,32,61,0,3295,5350,3833,143,184,5,1111,5279,4361,178,434,25,818,5812,4070,151,479,66,319,5076,3711,80,259,171,133,4364,2893,59,125,335,46,3463,772,15,35,336,15,1178,21646,663,1587,942,11421,36258,9,0,3,0,2629,2635,92,5,0,0,2556,2659,2551,101,97,5,2701,5464,4317,190,333,29,953,5820,4821,240,783,72,669,6578,4283,175,772,287,305,5816,3777,122,502,810,151,5353,2048,49,202,1525,83,3908,388,4,78,1309,43,1818,22287,891,2759,4032,10089,40064,9,4,3,3,5478,5499,136,14,9,0,5390,5548,4511,137,156,5,5999,10813,8148,333,519,36,2064,11096,9180,414,1215,93,1483,12391,8349,326,1242,347,620,10890,7489,197,756,979,283,9717,4938,113,335,1859,126,7372,1164,20,111,1644,61,3004,43937,1559,4347,4970,21510,76324
