SA3_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
21302,5,3,0,0,2283,2292,62,3,0,0,2378,2446,2098,87,81,3,3574,5841,3916,192,325,11,1813,6260,3564,282,694,30,1305,5881,3005,241,685,74,768,4775,2136,145,430,140,277,3125,1253,49,146,275,95,1815,405,15,30,239,45,720,16445,1014,2393,768,12537,33153,11,0,0,0,2105,2118,193,4,8,0,2065,2268,2669,112,121,7,3145,6052,4022,277,509,29,1716,6554,3596,376,948,95,1232,6251,2917,275,926,308,634,5061,1905,119,572,680,197,3472,946,37,188,1103,64,2344,217,10,43,881,39,1188,16469,1218,3310,3110,11201,35301,17,3,3,0,4392,4411,251,14,8,0,4440,4715,4766,196,202,11,6717,11899,7936,469,832,36,3531,12809,7157,654,1642,128,2539,12130,5917,518,1612,383,1401,9837,4043,261,1004,815,469,6595,2200,85,330,1382,157,4162,617,19,75,1116,81,1910,32918,2224,5703,3876,23734,68456
21303,7,0,0,0,1841,1847,161,7,3,6,3687,3860,3191,111,124,11,6272,9704,4005,228,373,22,2531,7154,2577,240,619,17,1454,4908,1915,231,609,66,790,3613,1111,104,320,102,304,1939,679,53,109,165,111,1109,293,8,20,174,31,522,13936,980,2173,556,17016,34661,11,0,0,0,1772,1784,305,29,15,5,3044,3395,3824,166,233,16,5065,9302,3769,276,562,41,2246,6901,2391,270,835,87,1405,4992,1704,212,760,252,707,3632,966,89,397,423,207,2084,548,24,127,703,70,1477,134,13,45,627,37,854,13651,1083,2975,2159,14564,34435,14,0,3,0,3613,3635,461,33,15,12,6736,7258,7014,281,354,23,11333,19006,7779,508,932,66,4776,14058,4973,514,1450,104,2857,9900,3615,438,1370,323,1492,7247,2081,194,713,527,510,4024,1219,77,235,874,182,2589,425,14,62,805,69,1379,27584,2064,5149,2715,31578,69093
21304,15,0,3,3,5182,5199,180,10,4,0,4656,4855,4714,212,163,7,5914,11009,8623,504,659,26,2674,12480,6541,518,1022,71,1399,9551,4981,355,984,147,519,6988,3487,205,535,226,213,4672,1169,56,147,228,50,1652,205,3,24,169,21,421,29912,1865,3544,875,20631,56815,21,0,5,0,4899,4923,391,33,5,0,4345,4775,6293,423,295,19,5019,12045,8597,696,1063,70,2448,12872,6253,656,1532,211,1152,9800,4772,456,1390,521,400,7536,2794,204,767,866,120,4755,729,35,220,924,30,1930,116,7,34,623,11,795,29961,2507,5299,3232,18430,59435,34,6,10,3,10079,10122,573,37,8,3,9006,9628,11004,642,455,20,10928,23056,17218,1200,1714,96,5123,25353,12795,1169,2554,284,2553,19354,9751,819,2373,665,921,14525,6283,410,1303,1093,334,9426,1898,84,367,1154,85,3581,323,13,60,788,33,1209,59873,4372,8841,4111,39057,116252
21305,21,5,3,0,6614,6648,317,15,10,4,6820,7165,10709,306,261,23,8887,20191,14157,648,845,22,3585,19253,8950,699,1358,90,1919,13021,6404,428,1181,166,795,8977,3901,212,640,251,247,5248,1506,56,139,286,74,2060,292,5,19,193,15,529,46263,2380,4458,1035,28952,83092,34,3,4,0,6296,6335,833,39,15,3,5781,6676,13935,549,435,30,6953,21903,12647,925,1215,109,3100,17992,8250,865,1949,283,1565,12911,5968,483,1686,735,553,9425,3187,223,867,1082,161,5519,1014,43,238,1135,51,2481,153,3,34,758,14,964,46013,3132,6447,4133,24472,84196,59,5,6,0,12907,12978,1154,52,24,6,12603,13836,24639,854,695,59,15845,42089,26805,1570,2063,127,6677,37246,17203,1565,3305,369,3485,25929,12373,908,2867,901,1345,18402,7086,434,1503,1334,406,10769,2518,102,378,1422,124,4546,444,8,58,952,35,1490,92275,5515,10909,5173,53423,167288
21401,6,3,5,3,4001,4018,79,7,0,3,4107,4200,2810,118,126,10,5885,8950,5015,390,548,16,3194,9157,5025,565,1383,72,2085,9126,4711,461,1483,149,1003,7799,3667,241,938,285,349,5484,1793,97,338,410,97,2728,507,29,60,392,23,1019,23621,1906,4882,1331,20739,52474,10,0,0,0,3979,3995,183,16,15,3,4104,4307,3768,246,209,23,5285,9536,5197,535,927,51,2702,9412,5151,674,1929,203,1745,9703,4473,487,2111,492,747,8301,3266,255,1449,978,277,6230,1348,80,493,1445,96,3460,260,7,101,1292,41,1696,23650,2309,7229,4482,18963,56637,16,3,5,6,7981,8009,258,22,12,3,8209,8512,6578,360,338,30,11173,18484,10216,926,1472,62,5892,18569,10180,1240,3309,277,3826,18833,9178,948,3591,634,1742,16105,6939,500,2388,1265,624,11710,3142,180,826,1849,191,6187,770,40,156,1681,60,2713,47272,4216,12110,5814,39704,109114
21402,8,4,0,0,4666,4680,65,8,3,3,3882,3969,2030,104,58,3,4270,6465,5096,332,494,15,2509,8452,6293,547,1310,65,1946,10160,6569,509,1538,187,1050,9847,7317,340,1242,416,409,9726,4238,160,503,676,180,5753,1192,43,84,670,46,2036,32811,2052,5227,2033,18964,61091,6,0,0,0,4266,4271,129,12,0,0,3290,3442,2805,172,134,19,3899,7034,5657,522,841,48,2394,9463,6544,719,1929,187,1715,11090,6919,570,2258,515,890,11154,7043,320,1974,1445,388,11175,3134,99,655,2361,171,6421,619,21,147,2171,69,3022,32857,2438,7941,6754,17082,67067,12,4,0,0,8928,8945,200,21,4,4,7176,7409,4834,280,197,20,8170,13493,10755,856,1328,69,4910,17916,12832,1271,3236,255,3660,21250,13484,1079,3799,702,1942,21007,14358,665,3217,1868,799,20899,7380,257,1165,3033,348,12178,1815,66,224,2840,119,5059,65663,4493,13174,8788,36046,128156
21501,0,0,0,4,1741,1743,47,0,0,3,1422,1476,1009,71,41,3,1958,3086,1701,157,164,9,1025,3052,2400,223,474,25,866,3988,2862,234,688,84,660,4529,2533,157,473,190,312,3666,1432,35,133,295,164,2061,408,6,30,266,56,762,12391,886,1999,877,8208,24362,3,0,0,0,1590,1594,87,11,0,4,1252,1357,1236,90,53,5,1537,2917,1829,177,260,29,811,3100,2548,238,591,84,598,4061,2890,211,673,279,296,4355,2305,116,412,613,158,3606,1018,24,130,1043,78,2289,260,3,31,1001,67,1359,12179,867,2144,3055,6386,24629,7,0,0,4,3328,3342,133,10,3,6,2678,2831,2253,156,91,10,3499,6005,3524,333,427,33,1836,6148,4949,463,1062,111,1468,8052,5754,440,1363,369,957,8883,4843,272,881,807,466,7271,2444,63,260,1334,240,4346,664,13,57,1267,123,2119,24578,1746,4145,3939,14590,48998
21502,3,0,0,0,1826,1828,51,0,3,0,1502,1560,1083,59,50,0,2015,3213,1683,143,194,6,965,2987,2034,210,446,30,725,3447,2272,199,562,75,443,3548,1890,107,409,136,211,2751,969,34,113,203,63,1382,306,3,20,180,26,531,10289,748,1803,630,7777,21243,3,0,0,0,1684,1690,113,4,3,0,1465,1590,1314,121,68,3,1821,3327,1837,188,278,33,844,3184,2150,264,605,78,537,3631,2241,191,647,224,260,3559,1664,87,405,511,79,2738,762,20,122,825,58,1781,160,0,34,678,21,889,10241,878,2157,2358,6771,22402,8,0,0,0,3510,3518,163,9,7,0,2972,3153,2398,175,118,3,3837,6535,3515,334,464,45,1807,6168,4185,473,1055,108,1258,7079,4516,389,1211,302,698,7111,3553,195,808,643,290,5493,1725,52,236,1025,124,3169,460,10,49,857,41,1419,20528,1624,3954,2987,14541,43642
21503,3,0,0,0,1131,1139,39,6,0,0,943,991,701,24,18,0,1190,1930,1137,89,96,8,543,1881,1506,131,289,19,549,2495,1844,114,387,56,366,2768,1531,92,322,117,186,2238,932,48,86,182,94,1333,278,4,16,160,41,498,7968,510,1213,541,5047,15284,3,0,0,0,1092,1098,79,5,0,0,760,850,856,66,35,10,942,1910,1270,111,129,19,448,1975,1579,136,322,72,376,2488,1813,104,379,152,195,2648,1404,65,274,378,65,2185,687,23,106,654,42,1507,141,3,9,596,28,779,7837,516,1256,1878,3952,15435,13,3,0,0,2225,2241,116,13,0,0,1709,1842,1560,84,52,10,2133,3837,2405,202,227,27,993,3851,3083,273,616,89,926,4986,3656,221,765,207,564,5412,2936,150,592,496,253,4425,1621,71,188,832,132,2844,414,10,26,756,68,1276,15802,1031,2468,2420,8998,30716
21601,3,0,0,0,1239,1246,26,3,0,0,896,931,597,31,21,0,1029,1677,1090,89,128,6,588,1898,1468,136,330,10,513,2460,1729,139,444,54,312,2685,1630,94,300,129,162,2316,930,34,108,181,59,1315,236,4,13,158,21,437,7704,542,1352,543,4827,14969,0,0,0,0,1092,1096,49,0,0,0,778,831,764,61,34,5,1009,1866,1246,134,170,11,500,2053,1599,171,420,61,359,2615,1772,138,464,145,172,2691,1487,60,292,353,65,2252,696,23,100,571,45,1436,137,4,22,548,18,727,7747,595,1492,1706,4029,15567,6,0,3,0,2332,2341,77,3,0,0,1679,1759,1357,90,56,4,2035,3541,2330,223,294,18,1082,3955,3064,314,746,73,876,5073,3499,276,910,206,482,5380,3114,152,596,480,223,4569,1623,63,210,752,109,2751,371,11,35,709,38,1164,15450,1134,2851,2248,8854,30536
21602,0,0,0,0,906,902,25,0,0,0,702,730,479,24,30,0,776,1309,811,66,85,3,458,1432,1090,106,218,26,408,1841,1388,115,325,48,250,2123,1327,111,301,109,115,1962,817,32,106,153,64,1175,224,4,17,126,19,387,6149,463,1081,467,3691,11854,0,0,0,0,803,808,50,0,0,3,595,656,629,50,33,0,688,1393,875,85,126,17,381,1486,1216,127,280,32,265,1922,1407,113,346,125,119,2107,1298,68,272,312,55,2000,593,19,68,480,40,1203,122,0,11,404,13,547,6180,474,1139,1372,2955,12121,0,0,3,3,1710,1711,75,5,0,3,1300,1378,1106,77,61,0,1462,2699,1686,154,219,20,843,2919,2304,231,496,57,670,3764,2792,227,668,174,368,4227,2625,182,568,415,168,3960,1408,55,173,633,103,2377,341,4,29,526,29,935,12328,938,2225,1839,6652,23981
21603,6,0,3,0,2227,2237,91,0,3,0,1727,1820,1532,80,47,3,2219,3877,2240,185,222,14,1144,3797,2548,250,513,42,855,4207,2555,203,596,81,436,3869,2155,151,399,162,203,3063,1156,42,125,234,81,1631,324,8,18,174,20,546,12608,911,1920,704,8898,25044,15,0,0,3,2063,2087,201,6,3,0,1528,1744,1803,113,79,8,1942,3945,2343,275,381,29,939,3954,2596,332,656,90,646,4317,2516,234,721,253,292,4020,1949,93,444,488,104,3087,844,39,148,793,33,1855,175,9,29,697,23,941,12440,1101,2462,2362,7576,25947,21,0,5,3,4286,4319,294,11,3,0,3256,3563,3336,190,132,16,4157,7825,4585,454,602,38,2079,7756,5146,584,1167,133,1497,8526,5072,436,1314,335,728,7886,4104,247,841,652,306,6151,1995,78,269,1029,110,3484,503,13,52,869,51,1486,25050,2006,4380,3073,16476,50990
21701,0,0,0,0,1152,1152,13,0,0,0,886,901,491,26,26,0,962,1498,1028,82,79,6,644,1839,1546,139,283,29,529,2526,1790,130,431,68,351,2766,1602,85,299,116,172,2272,794,30,105,158,55,1134,194,3,20,174,24,407,7452,489,1235,548,4774,14507,3,0,0,0,1037,1040,28,7,0,0,711,751,686,33,35,3,880,1641,1206,107,143,12,488,1960,1622,123,405,62,418,2635,1846,115,489,172,214,2834,1407,57,315,367,71,2214,579,16,97,591,38,1320,105,3,16,582,16,727,7473,466,1509,1795,3881,15121,3,0,0,0,2192,2196,39,8,0,0,1602,1648,1172,63,63,3,1837,3140,2235,191,223,13,1141,3798,3168,262,693,91,944,5162,3637,244,918,239,569,5604,3008,140,609,488,245,4491,1374,37,201,751,88,2456,293,10,38,757,41,1138,14922,952,2747,2346,8655,29624
21703,0,0,0,0,1177,1179,33,4,0,0,939,973,549,37,31,0,1204,1818,1091,75,107,6,686,1962,1481,132,276,19,648,2550,1722,144,416,51,413,2731,1612,77,290,104,214,2293,813,34,93,164,75,1186,187,4,11,160,31,393,7490,496,1213,513,5380,15094,0,3,0,0,1041,1045,43,3,3,3,806,860,745,50,32,4,907,1744,1189,102,145,16,502,1964,1546,149,373,68,444,2577,1776,129,474,150,275,2805,1445,61,265,357,129,2261,605,18,94,643,57,1417,97,0,18,509,37,661,7455,515,1407,1754,4187,15331,0,3,0,0,2219,2221,79,4,3,3,1738,1835,1299,83,63,4,2107,3562,2282,175,255,23,1181,3927,3027,278,656,90,1094,5131,3501,274,891,201,687,5545,3053,136,555,464,342,4555,1425,48,187,809,132,2598,280,11,28,673,63,1053,14946,1016,2623,2268,9567,30421
21704,3,0,3,0,1618,1626,33,3,0,0,1475,1516,849,42,38,7,1813,2752,1695,105,186,3,875,2864,2017,166,354,22,664,3225,2194,149,441,74,413,3270,1874,92,297,110,175,2551,926,20,70,169,71,1266,276,6,19,142,26,476,9876,586,1407,526,7141,19542,4,0,0,0,1583,1593,55,10,0,0,1346,1413,1111,73,75,8,1589,2847,1788,178,238,15,818,3036,2198,225,521,71,593,3618,2175,153,617,174,337,3459,1714,80,356,406,111,2668,675,17,123,723,52,1586,160,4,20,636,40,866,9876,738,1952,2039,6479,21085,9,0,7,0,3205,3221,86,14,0,0,2825,2925,1957,111,109,19,3403,5596,3480,279,419,17,1696,5897,4216,388,879,94,1261,6843,4375,300,1056,251,755,6732,3590,180,648,512,290,5218,1602,39,196,890,127,2858,438,7,42,778,73,1340,19747,1321,3360,2571,13626,40629
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,3,6,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,0,9,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,3,6,0,0,0,0,11,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,9,25
29999,0,0,4,0,175,180,10,0,0,0,438,447,124,48,14,3,864,1052,119,110,71,3,518,813,101,102,122,7,303,628,142,57,139,8,115,460,134,37,67,14,34,283,30,5,11,7,17,72,3,0,0,4,3,9,653,351,422,46,2462,3942,0,0,0,0,173,178,20,5,4,0,420,453,134,40,19,3,603,795,98,50,59,7,271,479,80,52,89,5,113,347,164,26,100,22,40,352,108,19,44,19,14,204,26,0,8,15,3,49,3,0,3,17,3,28,623,196,328,91,1647,2883,0,0,4,0,350,357,27,5,9,3,852,898,259,87,32,7,1463,1848,209,159,125,7,782,1295,177,157,206,15,421,975,306,85,238,33,161,816,238,50,113,34,49,482,53,5,16,21,17,121,8,0,3,20,3,38,1273,544,752,140,4106,6825
