SA3_CODE_2016,M_Hbn_in_RM_0_14,M_Hbn_in_RM_15_24,M_Hbn_in_RM_25_34,M_Hbn_in_RM_35_44,M_Hbn_in_RM_45_54,M_Hbn_in_RM_55_64,M_Hbn_in_RM_65_74,M_Hbn_in_RM_75_84,M_Hbn_in_RM_85ov,M_Hbn_in_RM_Tot,M_Ptn_in_DFM_0_14,M_Ptn_in_DFM_15_24,M_Ptn_in_DFM_25_34,M_Ptn_in_DFM_35_44,M_Ptn_in_DFM_45_54,M_Ptn_in_DFM_55_64,M_Ptn_in_DFM_65_74,M_Ptn_in_DFM_75_84,M_Ptn_in_DFM_85ov,M_Ptn_in_DFM_Tot,M_LonePnt_0_14,M_LonePnt_15_24,M_LonePnt_25_34,M_LonePnt_35_44,M_LonePnt_45_54,M_LonePnt_55_64,M_LonePnt_65_74,M_LonePnt_75_84,M_LonePnt_85ov,M_LonePnt_Tot,M_CU15_0_14,M_CU15_15_24,M_CU15_25_34,M_CU15_35_44,M_CU15_45_54,M_CU15_55_64,M_CU15_65_74,M_CU15_75_84,M_CU15_85ov,M_CU15_Tot,M_DpStu_0_14,M_DpStu_15_24,M_DpStu_25_34,M_DpStu_35_44,M_DpStu_45_54,M_DpStu_55_64,M_DpStu_65_74,M_DpStu_75_84,M_DpStu_85ov,M_DpStu_Tot,M_NDpChl_0_14,M_NDpChl_15_24,M_NDpChl_25_34,M_NDpChl_35_44,M_NDpChl_45_54,M_NDpChl_55_64,M_NDpChl_65_74,M_NDpChl_75_84,M_NDpChl_85ov,M_NDpChl_Tot,M_OthRI_0_14,M_OthRI_15_24,M_OthRI_25_34,M_OthRI_35_44,M_OthRI_45_54,M_OthRI_55_64,M_OthRI_65_74,M_OthRI_75_84,M_OthRI_85ov,M_OthRI_Tot,M_URI_in_FH_0_14,M_URI_in_FH_15_24,M_URI_in_FH_25_34,M_URI_in_FH_35_44,M_URI_in_FH_45_54,M_URI_in_FH_55_64,M_URI_in_FH_65_74,M_URI_in_FH_75_84,M_URI_in_FH_85ov,M_URI_in_FH_Tot,M_GrpH_Mem_0_14,M_GrpH_Mem_15_24,M_GrpH_Mem_25_34,M_GrpH_Mem_35_44,M_GrpH_Mem_45_54,M_GrpH_Mem_55_64,M_GrpH_Mem_65_74,M_GrpH_Mem_75_84,M_GrpH_Mem_85ov,M_GrpH_Mem_Tot,M_LonePsn_0_14,M_LonePsn_15_24,M_LonePsn_25_34,M_LonePsn_35_44,M_LonePsn_45_54,M_LonePsn_55_64,M_LonePsn_65_74,M_LonePsn_75_84,M_LonePsn_85ov,M_LonePsn_Tot,M_Vis_within_Aus_0_14,M_Vis_within_Aus_15_24,M_Vis_within_Aus_25_34,M_Vis_within_Aus_35_44,M_Vis_within_Aus_45_54,M_Vis_within_Aus_55_64,M_Vis_within_Aus_65_74,M_Vis_within_Aus_75_84,M_Vis_within_Aus_85ov,M_Vis_within_Aus_Tot,M_Tot_0_14,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Wife_in_RM_0_14,F_Wife_in_RM_15_24,F_Wife_in_RM_25_34,F_Wife_in_RM_35_44,F_Wife_in_RM_45_54,F_Wife_in_RM_55_64,F_Wife_in_RM_65_74,F_Wife_in_RM_75_84,F_Wife_in_RM_85ov,F_Wife_in_RM_Tot,F_Ptn_in_DFM_0_14,F_Ptn_in_DFM_15_24,F_Ptn_in_DFM_25_34,F_Ptn_in_DFM_35_44,F_Ptn_in_DFM_45_54,F_Ptn_in_DFM_55_64,F_Ptn_in_DFM_65_74,F_Ptn_in_DFM_75_84,F_Ptn_in_DFM_85ov,F_Ptn_in_DFM_Tot,F_LonePnt_0_14,F_LonePnt_15_24,F_LonePnt_25_34,F_LonePnt_35_44,F_LonePnt_45_54,F_LonePnt_55_64,F_LonePnt_65_74,F_LonePnt_75_84,F_LonePnt_85ov,F_LonePnt_Tot,F_CU15_0_14,F_CU15_15_24,F_CU15_25_34,F_CU15_35_44,F_CU15_45_54,F_CU15_55_64,F_CU15_65_74,F_CU15_75_84,F_CU15_85ov,F_CU15_Tot,F_DpStu_0_14,F_DpStu_15_24,F_DpStu_25_34,F_DpStu_35_44,F_DpStu_45_54,F_DpStu_55_64,F_DpStu_65_74,F_DpStu_75_84,F_DpStu_85ov,F_DpStu_Tot,F_NDpChl_0_14,F_NDpChl_15_24,F_NDpChl_25_34,F_NDpChl_35_44,F_NDpChl_45_54,F_NDpChl_55_64,F_NDpChl_65_74,F_NDpChl_75_84,F_NDpChl_85ov,F_NDpChl_Tot,F_OthRI_0_14,F_OthRI_15_24,F_OthRI_25_34,F_OthRI_35_44,F_OthRI_45_54,F_OthRI_55_64,F_OthRI_65_74,F_OthRI_75_84,F_OthRI_85ov,F_OthRI_Tot,F_URI_in_FH_0_14,F_URI_in_FH_15_24,F_URI_in_FH_25_34,F_URI_in_FH_35_44,F_URI_in_FH_45_54,F_URI_in_FH_55_64,F_URI_in_FH_65_74,F_URI_in_FH_75_84,F_URI_in_FH_85ov,F_URI_in_FH_Tot
21005,..,215,5260,7243,6804,5093,3251,1397,222,29483,..,230,987,657,585,281,88,24,3,2855,..,16,76,194,407,294,119,87,38,1235,17729,..,..,..,..,..,..,..,..,17729,..,5174,..,..,..,..,..,..,..,5174,..,4074,3274,917,481,158,17,0,0,8921,..,648,672,233,184,186,135,88,31,2182,..,227,352,139,120,64,12,0,0,922,..,439,736,233,195,155,86,23,4,1879,..,159,593,673,827,674,476,254,96,3741,203,225,324,222,154,104,78,48,8,1365,17931,11406,12280,10511,9755,7019,4267,1911,407,75474,..,788,7100,7172,6538,4521,2614,800,79,29614,..,334,1033,676,522,226,68,9,0,2869,..,187,910,1483,1769,931,461,288,128,6163,16688,..,..,..,..,..,..,..,..,16688,..,5827,..,..,..,..,..,..,..,5827,..,2741,2098,492,256,104,20,0,0,5708,..,449,362,133,235,436,444,316,146,2516,..,199,183,68,55,38,11,6,3,568
21101,..,55,3396,6374,6804,6708,4629,2104,474,30548,..,292,1521,955,877,493,167,33,7,4350,..,11,65,169,389,288,126,60,30,1138,13383,..,..,..,..,..,..,..,..,13383,..,5060,..,..,..,..,..,..,..,5060,..,3303,2596,757,398,119,10,0,0,7180,..,395,368,118,144,149,104,72,45,1394,..,223,322,136,113,51,43,4,3,895,..,258,499,228,220,183,101,44,6,1543,..,151,561,728,955,884,673,458,219,4624,163,228,224,150,116,97,91,44,15,1125,13546,9973,9564,9618,10007,8970,5943,2833,793,71247,..,155,4432,6904,7199,6461,3955,1457,227,30781,..,463,1561,974,846,406,134,19,5,4414,..,107,508,1129,1788,952,383,249,134,5239,12523,..,..,..,..,..,..,..,..,12523,..,5028,..,..,..,..,..,..,..,5028,..,2565,1812,361,191,99,21,0,0,5058,..,334,235,97,135,334,330,278,149,1901,..,226,217,63,42,31,11,6,3,597
21102,..,7,266,904,1587,1359,927,432,93,5572,..,21,104,112,131,65,25,7,0,466,..,4,3,15,48,43,19,14,10,152,2356,..,..,..,..,..,..,..,..,2356,..,1170,..,..,..,..,..,..,..,1170,..,551,447,96,69,11,0,0,0,1178,..,65,28,6,8,15,17,16,8,161,..,38,26,14,10,8,5,3,0,103,..,16,36,15,12,24,14,8,0,124,..,27,42,61,93,96,84,67,33,503,23,34,25,20,15,14,14,3,3,144,2380,1917,974,1239,1984,1635,1114,548,142,11941,..,7,382,1151,1678,1290,861,304,38,5708,..,27,116,127,122,60,18,7,0,470,..,4,28,117,198,119,40,44,19,573,2121,..,..,..,..,..,..,..,..,2121,..,1109,..,..,..,..,..,..,..,1109,..,395,315,58,34,15,4,0,0,822,..,51,25,11,12,36,41,42,26,234,..,33,11,16,10,3,3,3,0,80
21103,..,70,2707,4844,4365,3885,2893,1465,365,20591,..,216,1275,765,604,343,146,31,5,3378,..,3,27,129,302,193,73,45,29,809,10061,..,..,..,..,..,..,..,..,10061,..,3194,..,..,..,..,..,..,..,3194,..,2117,1353,397,253,97,11,3,0,4238,..,296,266,86,77,113,67,48,26,965,..,169,209,67,66,46,12,3,0,562,..,243,424,200,174,151,88,42,9,1329,..,105,484,606,800,720,556,356,186,3813,136,158,194,109,119,73,44,36,15,885,10196,6567,6942,7195,6753,5627,3885,2030,628,49839,..,144,3614,4871,4550,3721,2622,1113,173,20817,..,357,1286,742,631,269,110,15,3,3411,..,82,388,848,1266,663,285,181,119,3839,9445,..,..,..,..,..,..,..,..,9445,..,3179,..,..,..,..,..,..,..,3179,..,1534,944,176,144,72,23,0,0,2888,..,265,169,68,106,188,193,136,74,1188,..,149,116,33,32,22,10,3,0,372
21104,..,24,1520,2911,2634,2094,1917,1142,288,12517,..,87,486,300,236,133,56,14,3,1318,..,0,13,61,116,109,60,34,26,414,5318,..,..,..,..,..,..,..,..,5318,..,1876,..,..,..,..,..,..,..,1876,..,822,728,287,184,54,11,3,0,2085,..,214,152,38,43,64,34,27,14,583,..,138,130,43,22,19,11,4,0,357,..,251,385,113,85,63,44,19,4,967,..,54,228,300,329,327,300,213,139,1888,47,68,99,47,33,30,31,25,8,390,5358,3536,3728,4097,3677,2886,2452,1475,480,27704,..,65,1999,3118,2617,2059,1822,828,125,12635,..,127,519,317,218,123,30,9,0,1341,..,17,97,363,581,350,158,137,74,1783,5201,..,..,..,..,..,..,..,..,5201,..,1854,..,..,..,..,..,..,..,1854,..,619,565,164,113,58,7,0,0,1527,..,151,98,52,60,152,126,95,59,799,..,110,104,30,15,16,6,0,0,277
21105,..,71,2833,5456,6145,6062,4584,1824,388,27369,..,351,1861,1387,1234,729,272,63,11,5904,..,12,58,238,475,291,119,58,35,1282,13707,..,..,..,..,..,..,..,..,13707,..,3935,..,..,..,..,..,..,..,3935,..,3606,1957,596,322,121,11,0,0,6614,..,320,264,97,113,110,111,75,47,1136,..,217,209,110,116,65,34,11,3,760,..,169,283,185,208,210,131,33,8,1233,..,139,485,681,1024,1063,852,436,225,4902,213,292,282,172,168,120,112,51,24,1429,13926,9116,8232,8922,9801,8766,6228,2551,738,68279,..,141,3777,5880,6530,5874,3983,1228,174,27593,..,582,1933,1456,1169,635,206,37,5,6010,..,125,539,1221,1557,879,307,209,121,4958,12913,..,..,..,..,..,..,..,..,12913,..,4231,..,..,..,..,..,..,..,4231,..,2459,1240,275,151,82,24,0,0,4241,..,262,121,54,92,209,220,213,125,1296,..,255,162,55,55,51,17,11,3,615
21201,..,86,2560,3990,3705,2975,2140,941,197,16602,..,381,1347,853,648,325,142,33,3,3725,..,9,39,131,222,159,55,38,18,669,10496,..,..,..,..,..,..,..,..,10496,..,2428,..,..,..,..,..,..,..,2428,..,2115,914,286,160,48,6,0,0,3523,..,236,210,74,82,82,62,53,25,822,..,162,202,90,57,32,16,7,3,567,..,138,224,98,133,112,79,15,3,812,..,88,411,431,577,532,408,226,83,2752,149,189,178,114,82,68,58,22,4,864,10641,5834,6097,6059,5664,4335,2958,1331,340,43259,..,179,3400,4067,3684,2809,1909,628,93,16754,..,602,1416,836,627,288,105,8,6,3879,..,168,605,912,971,367,163,90,54,3340,9962,..,..,..,..,..,..,..,..,9962,..,2609,..,..,..,..,..,..,..,2609,..,1386,620,113,76,39,8,0,0,2239,..,196,115,52,75,173,169,105,76,957,..,155,91,27,26,20,17,8,3,339
21202,..,125,3047,5872,6243,5220,3231,1517,312,25572,..,230,1013,716,625,346,110,32,6,3063,..,12,44,167,343,244,100,54,22,994,13154,..,..,..,..,..,..,..,..,13154,..,4540,..,..,..,..,..,..,..,4540,..,3178,2181,545,266,103,11,0,0,6282,..,480,348,148,129,134,95,69,40,1443,..,208,302,138,92,59,28,3,3,829,..,344,554,284,217,157,98,20,8,1681,..,100,391,488,653,605,423,269,151,3086,132,171,218,140,114,85,62,48,12,989,13286,9377,8099,8497,8688,6952,4167,2016,554,61630,..,320,4230,6361,6198,4889,2630,1010,129,25762,..,347,1070,720,583,273,98,16,7,3110,..,128,566,1041,1358,725,283,191,109,4396,12360,..,..,..,..,..,..,..,..,12360,..,4585,..,..,..,..,..,..,..,4585,..,2206,1431,252,146,86,21,0,0,4138,..,348,213,85,134,287,332,285,153,1843,..,198,123,42,27,34,18,10,3,460
21203,..,195,5683,9211,7068,4964,2829,1118,207,31275,..,439,1825,1152,861,426,136,31,5,4877,..,20,85,237,399,267,110,47,26,1189,19874,..,..,..,..,..,..,..,..,19874,..,4940,..,..,..,..,..,..,..,4940,..,3905,2139,592,252,77,15,0,0,6982,..,801,647,226,180,204,154,100,38,2342,..,347,402,229,149,90,22,6,5,1257,..,203,459,245,188,202,101,36,8,1451,..,115,602,690,766,612,465,228,101,3589,249,253,311,201,125,83,77,31,8,1337,20128,11235,12156,12771,9990,6922,3921,1588,401,79123,..,600,7933,8931,6486,4320,2313,746,108,31436,..,677,1915,1111,810,356,104,17,3,4999,..,241,958,1511,1603,753,295,146,91,5597,18981,..,..,..,..,..,..,..,..,18981,..,5113,..,..,..,..,..,..,..,5113,..,2643,1419,253,147,72,17,0,0,4553,..,494,344,134,225,497,457,270,134,2553,..,290,222,53,70,52,13,11,5,718
21204,..,294,6176,7321,6449,5992,4806,2661,640,34336,..,245,1073,672,546,341,143,54,9,3084,..,19,82,227,361,366,167,102,65,1386,16036,..,..,..,..,..,..,..,..,16036,..,5338,..,..,..,..,..,..,..,5338,..,3254,3249,1252,666,258,32,0,0,8711,..,1215,1051,358,356,300,240,107,55,3680,..,861,1054,391,300,190,51,22,3,2866,..,1561,2139,922,558,349,185,53,10,5783,..,200,791,880,1099,1136,996,588,268,5968,188,269,391,285,203,128,140,61,20,1684,16225,13260,16018,12309,10530,9058,6758,3650,1075,88883,..,972,8068,7384,6213,5580,4205,1747,262,34427,..,372,1138,663,504,296,106,32,0,3113,..,158,832,1675,1906,1235,654,460,269,7180,15136,..,..,..,..,..,..,..,..,15136,..,5296,..,..,..,..,..,..,..,5296,..,2142,2171,604,395,188,42,0,0,5546,..,849,603,204,331,696,552,447,290,3978,..,519,517,148,120,72,29,10,6,1411
21205,..,99,4137,7173,7252,5833,4928,3439,941,33818,..,310,1220,622,541,351,140,36,4,3218,..,17,40,135,364,271,116,89,70,1094,13556,..,..,..,..,..,..,..,..,13556,..,5621,..,..,..,..,..,..,..,5621,..,2066,2376,762,610,220,23,0,0,6054,..,808,672,146,132,138,141,91,54,2165,..,769,784,151,79,55,19,9,3,1859,..,3077,2253,425,219,160,114,37,15,6307,..,416,700,628,746,692,668,584,376,4811,122,233,272,156,131,98,70,75,22,1179,13682,13404,12456,10206,10075,7810,6214,4356,1479,79680,..,242,5387,7796,7300,5797,4717,2527,424,34188,..,418,1245,626,543,284,109,16,0,3244,..,43,315,1125,1612,875,443,434,246,5086,12657,..,..,..,..,..,..,..,..,12657,..,5329,..,..,..,..,..,..,..,5329,..,1534,1679,457,360,163,28,0,0,4228,..,665,439,106,211,410,415,390,206,2833,..,762,563,102,51,32,9,4,3,1533
21301,..,273,4919,6791,6913,6605,5003,2175,439,33113,..,230,1186,926,678,401,118,29,4,3571,..,25,118,251,462,388,214,115,43,1632,16477,..,..,..,..,..,..,..,..,16477,..,5598,..,..,..,..,..,..,..,5598,..,3790,3911,1406,701,219,30,0,0,10048,..,1127,1042,360,394,359,200,96,52,3627,..,676,847,315,265,173,51,15,4,2338,..,1023,1601,553,331,251,124,33,17,3932,..,176,710,906,1070,1015,787,454,164,5295,228,263,445,323,254,156,129,72,22,1894,16707,13185,14786,11826,11061,9569,6648,2997,744,87527,..,730,6649,7077,6795,6400,4062,1373,181,33265,..,326,1312,941,610,283,85,16,0,3574,..,200,1006,2089,2267,1366,606,444,228,8202,15786,..,..,..,..,..,..,..,..,15786,..,5885,..,..,..,..,..,..,..,5885,..,2645,2612,683,343,159,19,0,0,6471,..,856,619,225,345,657,441,446,199,3800,..,488,478,140,125,69,33,11,3,1350
21302,..,41,1825,3590,3280,2773,1945,1092,300,14845,..,124,1068,826,646,346,125,21,3,3163,..,3,23,98,197,176,65,61,41,657,7432,..,..,..,..,..,..,..,..,7432,..,2173,..,..,..,..,..,..,..,2173,..,1380,1117,402,277,125,28,0,0,3332,..,247,246,106,86,97,81,38,27,927,..,104,151,40,57,32,15,3,0,407,..,244,489,166,171,127,71,30,14,1308,..,84,405,512,681,686,466,311,178,3317,95,118,150,102,97,75,54,31,17,733,7528,4516,5478,5835,5495,4442,2842,1591,568,38294,..,156,2426,3763,3377,2673,1701,798,135,15032,..,220,1141,871,594,297,101,12,3,3246,..,47,260,639,884,507,243,220,126,2923,7198,..,..,..,..,..,..,..,..,7198,..,2194,..,..,..,..,..,..,..,2194,..,937,737,204,154,93,25,0,0,2151,..,197,164,65,74,165,140,124,98,1027,..,97,113,23,26,16,3,0,0,283
21303,..,87,2495,3496,2275,1719,1002,582,203,11867,..,245,1695,1099,639,313,66,8,0,4073,..,4,19,87,144,128,47,33,28,486,6275,..,..,..,..,..,..,..,..,6275,..,1636,..,..,..,..,..,..,..,1636,..,776,844,294,221,100,15,0,0,2251,..,460,461,127,92,101,50,38,20,1365,..,336,483,117,63,62,13,4,0,1077,..,1358,1980,495,287,168,73,21,6,4392,..,262,800,729,666,635,423,227,112,3847,66,134,243,110,103,63,46,24,9,810,6339,5305,9025,6545,4494,3295,1740,941,387,38080,..,231,3278,3392,2175,1530,845,443,80,11971,..,359,1723,1012,562,214,35,4,4,3920,..,48,237,634,717,435,204,205,109,2582,5968,..,..,..,..,..,..,..,..,5968,..,1586,..,..,..,..,..,..,..,1586,..,547,617,209,150,79,8,0,0,1612,..,358,347,86,112,194,144,132,72,1444,..,283,272,63,36,21,0,6,0,679
21304,..,115,4208,8013,6074,4623,3140,1048,175,27391,..,386,1703,1165,762,364,146,28,8,4555,..,28,79,267,371,239,101,45,17,1142,17713,..,..,..,..,..,..,..,..,17713,..,4290,..,..,..,..,..,..,..,4290,..,3367,2066,619,263,66,14,0,0,6392,..,485,434,157,150,185,120,66,27,1613,..,203,260,133,115,65,25,8,0,815,..,176,354,171,202,157,109,34,5,1207,..,144,687,833,809,711,514,226,95,4006,211,243,274,195,130,81,87,28,11,1266,17922,9435,10064,11543,8877,6492,4251,1479,334,70399,..,317,5805,8110,5852,4413,2492,627,88,27700,..,586,1765,1149,704,313,101,22,3,4649,..,226,1051,1704,1530,749,319,144,80,5803,17236,..,..,..,..,..,..,..,..,17236,..,4460,..,..,..,..,..,..,..,4460,..,2367,1328,267,141,52,13,6,0,4172,..,435,257,104,174,383,330,224,100,2009,..,210,148,49,43,29,22,0,3,508
21305,..,212,9288,13081,8350,5815,3459,1293,229,41735,..,495,2295,1560,1046,546,171,31,4,6140,..,35,154,304,531,316,123,53,28,1547,26797,..,..,..,..,..,..,..,..,26797,..,5543,..,..,..,..,..,..,..,5543,..,3966,2589,695,307,105,11,0,0,7679,..,1040,1066,290,225,217,193,84,40,3150,..,528,733,266,155,87,34,4,0,1799,..,620,1057,374,275,238,115,26,3,2704,..,215,1045,1136,1076,885,575,261,97,5299,314,311,403,256,191,129,74,54,8,1736,27119,12957,18634,17962,12156,8335,4744,1814,405,104135,..,698,12775,11874,7631,5295,2787,866,102,42034,..,751,2460,1502,925,411,99,17,0,6161,..,236,1341,2097,2071,953,354,234,109,7385,24886,..,..,..,..,..,..,..,..,24886,..,5972,..,..,..,..,..,..,..,5972,..,2788,1766,350,180,94,19,0,0,5192,..,710,564,176,293,674,464,258,124,3257,..,407,419,112,67,38,20,4,3,1070
21401,..,66,2536,4665,4632,4274,3243,1556,388,21356,..,432,2005,1332,979,533,224,52,12,5572,..,16,79,237,483,301,125,58,40,1336,12042,..,..,..,..,..,..,..,..,12042,..,3043,..,..,..,..,..,..,..,3043,..,2890,1645,570,346,149,19,0,0,5623,..,324,318,139,127,161,99,78,36,1290,..,260,230,120,112,79,25,3,3,834,..,253,500,288,299,260,166,60,17,1842,..,143,739,968,1304,1248,896,528,275,6108,194,262,260,176,177,109,82,40,17,1314,12241,7688,8322,8502,8450,7115,4884,2380,790,60367,..,155,3476,4878,4798,4056,2859,1133,181,21533,..,708,2123,1277,964,476,149,39,6,5739,..,223,865,1413,1800,884,343,253,160,5941,11279,..,..,..,..,..,..,..,..,11279,..,3224,..,..,..,..,..,..,..,3224,..,2142,1009,251,153,103,33,0,0,3685,..,325,188,65,127,256,262,181,83,1492,..,213,146,54,48,25,16,3,6,512
21402,..,61,1868,4695,5784,5806,5989,3398,920,28515,..,329,1379,1193,1160,800,455,136,28,5475,..,7,28,186,440,256,102,78,57,1146,12893,..,..,..,..,..,..,..,..,12893,..,3427,..,..,..,..,..,..,..,3427,..,2773,1354,556,383,165,15,0,0,5253,..,236,143,66,94,102,88,71,42,852,..,188,153,74,88,55,25,13,8,585,..,151,242,138,184,242,180,87,19,1236,..,153,453,691,1078,1250,1257,901,487,6271,243,301,290,193,179,198,212,112,26,1746,13134,7621,5909,7798,9373,8868,8320,4799,1585,67404,..,121,2591,5302,6067,6038,5742,2547,432,28841,..,500,1512,1266,1174,739,356,88,11,5641,..,147,604,1322,1614,719,344,282,182,5220,12209,..,..,..,..,..,..,..,..,12209,..,3527,..,..,..,..,..,..,..,3527,..,1795,871,241,181,127,23,3,0,3239,..,185,117,45,89,182,225,213,154,1210,..,174,101,47,43,30,8,7,3,413
21501,..,31,857,1490,2091,2463,2040,1189,311,10469,..,235,627,326,333,244,125,26,3,1931,..,16,31,94,128,84,38,23,23,437,4771,..,..,..,..,..,..,..,..,4771,..,1033,..,..,..,..,..,..,..,1033,..,934,348,156,139,83,8,0,0,1675,..,147,53,33,36,49,43,33,19,415,..,60,61,17,30,16,8,3,0,190,..,184,186,78,93,107,70,23,3,741,..,170,362,367,573,841,681,408,200,3606,82,125,134,69,88,94,72,59,16,722,4850,2931,2657,2625,3504,3978,3100,1758,582,25983,..,82,1126,1676,2294,2466,1886,851,179,10555,..,391,570,364,333,197,80,12,4,1954,..,83,300,444,443,168,98,100,83,1722,4348,..,..,..,..,..,..,..,..,4348,..,1045,..,..,..,..,..,..,..,1045,..,515,169,75,59,38,7,0,0,862,..,72,43,16,31,70,52,38,23,336,..,73,32,17,9,6,3,0,3,139
21502,..,45,913,1464,1743,1968,1592,809,232,8769,..,249,633,393,288,204,114,32,3,1921,..,12,39,99,148,87,33,25,9,458,4779,..,..,..,..,..,..,..,..,4779,..,1092,..,..,..,..,..,..,..,1092,..,1012,417,160,133,55,4,0,0,1788,..,138,74,28,45,57,50,27,9,423,..,105,82,48,42,25,5,0,0,307,..,187,246,87,98,107,66,7,0,800,..,89,267,326,497,589,452,258,144,2632,107,111,123,91,70,70,75,37,10,686,4886,3040,2808,2706,3066,3157,2395,1197,409,23661,..,94,1175,1675,1931,1947,1399,630,100,8946,..,351,655,402,306,184,72,24,3,1992,..,120,418,518,534,182,88,79,57,2005,4591,..,..,..,..,..,..,..,..,4591,..,1152,..,..,..,..,..,..,..,1152,..,627,193,60,50,36,10,0,0,967,..,125,40,14,54,79,77,54,37,493,..,93,46,19,18,9,4,0,0,185
21503,..,32,586,974,1282,1528,1230,745,203,6589,..,134,329,198,198,148,69,21,3,1110,..,4,15,47,79,47,19,20,11,247,3098,..,..,..,..,..,..,..,..,3098,..,712,..,..,..,..,..,..,..,712,..,576,235,118,102,38,3,0,0,1077,..,91,54,17,26,39,35,10,5,287,..,36,40,20,13,5,9,3,0,129,..,126,169,72,82,84,43,20,0,594,..,94,183,185,359,467,417,248,119,2075,57,93,70,37,58,52,50,22,5,454,3154,1903,1680,1671,2197,2415,1875,1102,354,16364,..,68,755,1119,1397,1531,1120,540,105,6630,..,204,333,192,208,130,55,17,0,1136,..,48,191,248,237,87,58,62,57,995,2883,..,..,..,..,..,..,..,..,2883,..,758,..,..,..,..,..,..,..,758,..,309,110,54,50,34,9,0,0,561,..,51,27,9,24,32,38,28,19,229,..,30,28,7,10,4,0,0,0,80
21601,..,29,537,977,1328,1527,1344,748,175,6664,..,132,351,238,262,178,95,24,3,1292,..,6,19,61,102,49,19,19,10,286,3138,..,..,..,..,..,..,..,..,3138,..,766,..,..,..,..,..,..,..,766,..,720,234,117,91,52,7,0,0,1213,..,63,32,14,31,53,26,19,7,244,..,60,39,14,19,15,9,3,0,150,..,83,83,45,49,57,46,20,0,395,..,72,166,190,328,413,376,221,90,1858,60,77,82,54,43,49,45,24,8,444,3200,2012,1539,1712,2238,2391,1972,1080,298,16444,..,43,694,1141,1471,1517,1227,543,88,6730,..,194,368,238,268,165,66,15,3,1323,..,76,218,301,292,120,54,71,51,1183,2998,..,..,..,..,..,..,..,..,2998,..,738,..,..,..,..,..,..,..,738,..,434,144,47,27,34,3,0,0,685,..,45,19,14,22,46,40,24,19,233,..,44,23,3,9,12,3,0,0,92
21602,..,17,424,720,986,1169,1057,660,171,5203,..,97,283,184,173,122,61,20,4,953,..,3,7,50,75,49,29,18,11,245,2455,..,..,..,..,..,..,..,..,2455,..,548,..,..,..,..,..,..,..,548,..,544,188,104,76,43,4,0,0,960,..,43,20,12,29,23,15,16,5,165,..,36,25,13,19,11,6,0,0,112,..,81,51,24,38,42,48,20,4,312,..,57,123,146,252,328,341,219,80,1551,41,59,51,38,22,47,64,27,9,360,2496,1493,1188,1296,1676,1839,1621,982,285,12876,..,43,556,812,1094,1178,1030,460,83,5263,..,157,274,191,169,116,60,15,0,976,..,58,181,250,215,84,60,45,21,916,2260,..,..,..,..,..,..,..,..,2260,..,537,..,..,..,..,..,..,..,537,..,316,80,36,33,20,3,0,0,493,..,30,15,7,22,30,43,40,19,204,..,39,9,3,5,0,3,0,3,60
21603,..,69,1269,1937,2254,2233,1746,909,257,10673,..,220,663,404,354,215,114,30,9,2009,..,13,35,95,181,91,51,28,12,510,5989,..,..,..,..,..,..,..,..,5989,..,1451,..,..,..,..,..,..,..,1451,..,1210,504,257,133,53,3,0,0,2162,..,186,98,43,58,52,40,18,13,509,..,100,85,49,48,21,9,3,0,319,..,202,277,129,112,99,68,23,6,908,..,104,346,369,590,605,466,282,110,2867,139,131,141,117,82,60,65,40,9,781,6131,3701,3417,3402,3799,3436,2555,1328,407,28175,..,168,1593,2137,2351,2178,1548,662,122,10763,..,335,650,415,346,197,70,12,8,2034,..,117,395,646,606,272,100,95,47,2287,5597,..,..,..,..,..,..,..,..,5597,..,1488,..,..,..,..,..,..,..,1488,..,758,259,65,58,36,10,0,0,1186,..,126,58,21,54,75,84,64,30,501,..,80,45,12,18,7,3,0,3,169
21701,..,7,429,942,1373,1551,1278,625,138,6351,..,143,332,248,223,184,73,12,6,1232,..,3,7,61,123,61,24,16,12,310,2827,..,..,..,..,..,..,..,..,2827,..,692,..,..,..,..,..,..,..,692,..,632,204,118,81,36,6,0,0,1076,..,39,16,20,24,23,28,10,10,167,..,31,11,12,7,12,4,4,0,82,..,105,72,19,53,54,43,21,4,371,..,109,190,223,350,483,398,219,111,2083,48,75,69,42,44,70,54,26,10,437,2871,1841,1342,1684,2275,2471,1915,936,289,15621,..,25,628,1098,1475,1568,1129,441,71,6431,..,215,350,234,257,163,52,8,0,1279,..,40,168,277,289,123,65,54,36,1058,2674,..,..,..,..,..,..,..,..,2674,..,619,..,..,..,..,..,..,..,619,..,344,122,49,27,26,9,0,0,579,..,42,13,3,20,39,42,29,12,193,..,41,7,4,3,3,0,0,0,61
